gene_id,gene_name,A5BKO_1,A5BKO_3,NT_1,NT_2,NT_3,baseMean,log2FoldChange,lfcSE,pvalue,padj,sig (padj<=0.05 & |log2FC|>=0.263)
ENSG00000111731.13,C2CD5,1264.999,1205,1278,1332.001,1439.999,1320.8183620901254,-0.1345034312574339,0.06733634174704337,0.033731444697233624,0.06978768337229999,NS
ENSG00000171055.15,FEZ2,511.999,417,377,394.999,397,468.1952786293714,0.18879057172101868,0.1012472050734708,0.033730220988209506,0.06978768337229999,NS
ENSG00000113845.10,TIMMDC1,1716.999,1743,1567.001,1499.001,1557.001,1491.1056714764861,0.1329740310261332,0.06647362489454806,0.03374192061668075,0.06979639114189702,NS
ENSG00000197296.6,FITM2,140,131,187,172,163,141.70252091948828,-0.26218190533809155,0.16254302440152632,0.03380603107891957,0.06991602007909513,NS
ENSG00000168781.24,PPIP5K1,425.911,292.619,428.15,379.127,477.199,423.92929290004474,-0.2154264511607291,0.12088458491825464,0.033813240050800275,0.0699179454967996,NS
ENSG00000198690.10,FAN1,720.001,674.999,522.001,500,717.002,635.5916779581206,0.19955963157681203,0.10897197879625477,0.03385218665933725,0.06998548409597902,NS
ENSG00000160336.17,ZNF761,485.385,468.441,368.093,391.272,445.377,447.5257523666399,0.18760026081845063,0.10052169891313933,0.033862170919374594,0.06999313242930119,NS
ENSG00000173545.5,ZNF622,652,633,721,732,704,768.1916718250217,-0.15931332718430735,0.08209595684368794,0.033884051646280826,0.07002536336697524,NS
ENSG00000105640.13,RPL18A,20749.112,19867.43,23000.995,23131.357,20029.703,24232.995244636746,-0.12889305759100092,0.06425450462666715,0.03392988964289808,0.07010708366474136,NS
ENSG00000142655.13,PEX14,510,498,441,425,422,539.7630359478615,0.17675957777211518,0.09327229332929902,0.03395217564479951,0.07014011874534078,NS
ENSG00000141568.21,FOXK2,3306,2974.001,2819,2865.999,2919,2833.3205184331864,0.10218542070207615,0.04983294053977125,0.03396196031458114,0.07014732047913394,NS
ENSG00000167904.16,TMEM68,283.001,290,220,248.001,224,271.1515883639599,0.2228320874589387,0.1269557051439665,0.03398234444883372,0.07017640833055092,NS
ENSG00000106617.16,PRKAG2,44,40.999,70,64.001,55.999,63.240190076821854,-0.3205870248766373,0.24146860735007522,0.03400731043136756,0.07021494554581767,NS
ENSG00000140157.16,NIPA2,1938.001,1792,1693,1693,1635.999,1608.1693131510733,0.12270232497014769,0.060891942802946575,0.03412320704484238,0.07044117828700827,NS
ENSG00000130821.17,SLC6A8,14,9,15,23,24,67.468683546358875,-0.3549069506012556,0.33024043496138117,0.03417046326469726,0.07052565777963925,NS
ENSG00000110237.5,ARHGEF17,8,16,25,25,20,30.882591837718188,-0.36224510332906346,0.3624468526781846,0.03418479768903761,0.07053756082177061,NS
ENSG00000122507.21,BBS9,110,82.001,125,126.001,126,130.6686919725925,-0.27251141519940075,0.17424195163738243,0.03418889766686879,0.07053756082177061,NS
ENSG00000154511.12,DIPK1A,556,534,452,482,453,465.2174374743316,0.18029567109049993,0.09583115360182864,0.034260908704510554,0.07067303949659826,NS
ENSG00000164258.12,NDUFS4,620.999,588.999,502.999,552,496,647.3013130248082,0.17339684137714068,0.0912676868253608,0.03427025737864099,0.07067923267146754,NS
ENSG00000073969.19,NSF,1346.166,1214.618,1364.495,1366.173,1442.926,1409.191357844517,-0.12857375317357927,0.06428882980980857,0.0344625139496368,0.0710625843097769,NS
ENSG00000171606.18,ZNF274,321.001,293,351.999,333,399.001,376.34328680336824,-0.20360003076165376,0.11248730953894515,0.034507014385967996,0.07114117349435868,NS
ENSG00000165458.15,INPPL1,1485.001,1426.999,1530,1545,1638.999,1950.1279384112652,-0.12027062735626942,0.05972648929256807,0.03458848490069645,0.07129593861540928,NS
ENSG00000254999.4,BRK1,2269,2080,2355,2427,2282,2402.5292213894827,-0.1254898101206676,0.062657519974957,0.03470347809109736,0.07151973269810351,NS
ENSG00000187626.9,ZKSCAN4,93,123,136.492,156.704,132.633,147.07420028154638,-0.2714792621675268,0.17403534884270813,0.03471353466768503,0.07152722212655101,NS
ENSG00000082213.18,C5orf22,871,737.999,654,695.001,738,811.1328646718539,0.16140243654004965,0.08393240296163519,0.034853652170092744,0.07180264968892396,NS
ENSG00000003756.17,RBM5,2046,1721.999,1580.001,1615.999,1832.001,1899.670868390354,0.13222056150724662,0.06652900278147122,0.034901355695468636,0.07188762685045945,NS
ENSG00000112624.14,BICRAL,510,433,494,563,577,527.3248182090986,-0.18893635617297835,0.10224355164919903,0.03495225937695534,0.07197916284784608,NS
ENSG00000181513.15,ACBD4,68,36.001,81,60,77.999,131.72434128547468,-0.3015453924365563,0.21329256681838887,0.034982629132551644,0.07202838614332181,NS
ENSG00000132463.15,GRSF1,3529.999,3422.999,3202,3197.999,3131,3411.4383202911663,0.10239708639938205,0.05026893762878197,0.03505642933655337,0.07216699695401013,NS
ENSG00000071462.13,BUD23,2906,2713,2541,2547,2541,2522.341047498453,0.11329891466504084,0.056106100650812264,0.03510457609769923,0.0722527562373085,NS
ENSG00000139178.12,C1RL,98,93,117,134,123.002,135.99140134103536,-0.26905750575427057,0.17205693098789523,0.03511938917653831,0.07225609599212446,NS
ENSG00000184009.13,ACTG1,66426.037,61292.087,65539.887,67832.743,66800.4,75307.02484925413,-0.08204801906825367,0.03977888014073881,0.035125662539405744,0.07225609599212446,NS
ENSG00000251503.8,CENPS-CORT,91.427,66.492,30.123,67.188,53.373,68.27037605204261,0.3234781153440077,0.2515694100302858,0.03511824358167468,0.07225609599212446,NS
ENSG00000112130.17,RNF8,683,716.001,824.001,768.999,770,758.9884414214575,-0.16419430536552287,0.08586278119188115,0.035149762810031286,0.07229231919027118,NS
ENSG00000175376.9,EIF1AD,1091.001,995,910.001,895,949.999,848.5982693059233,0.14383925855499308,0.07339159328316831,0.035170600881602135,0.07232182090443186,NS
ENSG00000234438.5,KBTBD13,22,28,7,16,13,19.612070787548355,0.36261693943061357,0.38227427350629173,0.035179565344340316,0.07232690035811669,NS
ENSG00000066777.9,ARFGEF1,1044,877,800.001,825.999,891,1034.3080408432172,0.1511847080315318,0.0778048153523921,0.035192335736193577,0.07233249145760351,NS
ENSG00000115042.10,FAHD2A,504.718,443.787,549.832,546.89,519.477,594.2149006080753,-0.1737722642347647,0.09209474062242,0.03519527441939063,0.07233249145760351,NS
ENSG00000079277.22,MKNK1,398,411.001,322.999,347.001,341.998,396.40307051334776,0.19553300089174758,0.10716860513884366,0.03525270414138193,0.07242079720948054,NS
ENSG00000110057.9,UNC93B1,372.999,350.993,315.999,270.972,295.001,308.4431069676175,0.21510561496652922,0.12200551928527122,0.03525632681377772,0.07242079720948054,NS
ENSG00000115661.14,STK16,600.001,492.999,473,481,427.999,704.628075769994,0.18350348650314174,0.09868921152584495,0.03525775006463172,0.07242079720948054,NS
ENSG00000278311.5,GGNBP2,1673,1564.001,1696,1714.999,1796.001,2106.0474984284633,-0.11334321234895714,0.056189996032846044,0.03528366885223202,0.07246067121654212,NS
ENSG00000186575.19,NF2,1585.999,1516.999,1692,1668,1716.001,1541.9845893773168,-0.13218563751946416,0.0666753485303282,0.03530569501038999,0.07249253785595747,NS
ENSG00000163590.14,PPM1L,944,887,958,1015.854,1054,1078.4751771457427,-0.14373037803981337,0.07343241459847072,0.03539815696821264,0.07266899062764685,NS
ENSG00000152078.10,TLCD4,201.188,203.388,221.116,248.181,265.812,258.2978611314329,-0.22463526328187244,0.12997490914609994,0.0354585173968217,0.0727794891722085,NS
ENSG00000105325.15,FZR1,1376,1245.998,1413.999,1377,1488,1603.8332311934946,-0.13009220520678177,0.06554830225933023,0.03546781950043034,0.07278516782316062,NS
ENSG00000013523.11,ANGEL1,1150.22,1058.079,950.169,983.544,1003.544,1062.8322786131353,0.13595827802387,0.06893387595312893,0.035519487776483755,0.07286434617179953,NS
ENSG00000185633.11,NDUFA4L2,18,5,25,22,22,26.22824405650843,-0.3611417231861124,0.379509747509551,0.03551814922751349,0.07286434617179953,NS
ENSG00000160551.12,TAOK1,1746,1636,1711,1842,2162,1812.3785174432585,-0.16428441124200036,0.08615303642611119,0.03555929662098613,0.07293257577678132,NS
ENSG00000166401.15,SERPINB8,1143,1059.999,960.088,969.999,988.094,903.5028968467481,0.14080283209897387,0.07181224632558314,0.03563746080220986,0.0730794330609853,NS
ENSG00000172493.23,AFF1,2324,2137,2275,2390,2724,2559.5691896605604,-0.1449517794761464,0.07430376598334708,0.03571024758477778,0.07321521122085238,NS
ENSG00000167325.15,RRM1,4064.999,4073.999,4181,4361.999,4435,4414.464229278807,-0.1016704424694417,0.050086740607699916,0.03574470978755117,0.07327237859450716,NS
ENSG00000189308.11,LIN54,676.999,655.284,703.999,748.999,771,808.6932976141259,-0.1531739571470667,0.07931971141643857,0.03578919695511378,0.0733500711242367,NS
ENSG00000158201.10,ABHD3,763.999,751.001,648,642.001,684,664.8026526076609,0.15836409379802346,0.08254548250385157,0.035804082135262136,0.0733670768611618,NS
ENSG00000228049.8,POLR2J2,63.598,28.335,85.182,61.21,62.114,72.3062153256797,-0.322015825340911,0.25211987937193625,0.03593331318296477,0.07361834233235443,NS
ENSG00000116898.12,MRPS15,2155.001,1950,1839,1892,1725,1916.7072569982972,0.1360551317619166,0.06917457864155528,0.035953731481628615,0.07364662635845096,NS
ENSG00000064102.15,INTS13,1373,1234.999,1137.999,1191.999,1129,1116.0822736754385,0.13863702671977793,0.07068439840852582,0.035962574582065684,0.0736511940273015,NS
ENSG00000078618.23,NRDC,4468,4355,4594.999,4538.001,4834,4853.1336714185945,-0.09318057619226314,0.04570757659939893,0.03600823166182795,0.07373114102183817,NS
ENSG00000107036.12,RIC1,631.999,597.001,530,509,551,670.8274638394752,0.16464303109363032,0.08671274268441281,0.036141181424776514,0.07397059900701868,NS
ENSG00000121274.14,TENT4B,466,490.001,374,395,427,422.3378446032984,0.1957348950541155,0.1079966055660543,0.03613205793368159,0.07397059900701868,NS
ENSG00000162852.14,CNST,607,576,468,541,502,544.9816708887383,0.17639662130096526,0.09444380547153042,0.03614510189424402,0.07397059900701868,NS
ENSG00000103199.14,ZNF500,209,191,236,232.999,256.001,256.99136877274015,-0.2225345782946988,0.12894849545079382,0.036166911891387425,0.07400163471144254,NS
ENSG00000164038.16,SLC9B2,1140,960,860,916,956.999,805.3657942440665,0.15760275236699636,0.08229147738096194,0.03622380035578865,0.0741044203825162,NS
ENSG00000083544.16,TDRD3,241,240.001,182,206.999,195,282.642047077919,0.21756029706396937,0.12502927615099763,0.03635395925932679,0.07435703292398943,NS
ENSG00000196476.12,C20orf96,305,247,325,333,324,295.49407633789116,-0.21025867588557542,0.11920258815693437,0.03637220321015966,0.07438068805573782,NS
ENSG00000089351.15,GRAMD1A,1128.001,1163.998,1238,1239,1268.001,1522.7877981259091,-0.12977367482909244,0.06577669364274122,0.03649921420194265,0.07462672086782363,NS
ENSG00000176809.11,LRRC37A3,8.495,9.657,25.175,10.386,27.567,16.109932442271536,-0.3635311200349612,0.4329718187197299,0.03650764656856218,0.07463026061565291,NS
ENSG00000148143.13,ZNF462,792,711,780.001,807,961,901.6274941204857,-0.1678431844711646,0.08900834143518392,0.03652902642207295,0.07466026193111149,NS
ENSG00000125676.20,THOC2,2914,2792,2305.999,2485.999,2833.001,2646.463791906795,0.1328341648344077,0.0675577304360389,0.036552816019658374,0.07469517651576794,NS
ENSG00000141560.15,FN3KRP,597,485,594,652,602,536.7531993378556,-0.17687834912291509,0.09503816446558207,0.03656734503883689,0.07471115789717969,NS
ENSG00000092036.19,HAUS4,683.371,706.693,801.275,846.968,702.414,1000.2582542148317,-0.16540650833125334,0.08747123683655361,0.036610133498237614,0.07478486000914752,NS
ENSG00000185418.16,TARS3,157.999,141,101.001,115,112,114.12278538737269,0.27512764112386784,0.18186165371098428,0.036660767974539855,0.0748745594961398,NS
ENSG00000131446.17,MGAT1,1002,951,1145.999,1103.001,1011.999,1152.321628867625,-0.1542215377500153,0.08042848041204753,0.0366996972461886,0.07494032420806793,NS
ENSG00000147905.18,ZCCHC7,678,707,595,624,583.001,788.2212710369977,0.15979115640014968,0.0839443652371683,0.03673789571635432,0.07500457279432413,NS
ENSG00000115216.14,NRBP1,1065.999,1130.001,1212,1212,1199,1171.5801586298899,-0.13989599335407524,0.07177738935003337,0.036768046812392985,0.07505237121510643,NS
ENSG00000196465.11,MYL6B,1301,1211.001,1099.386,1170.098,1056,1286.586137426601,0.14089238957428116,0.07237579515329937,0.036785699279778504,0.07507464410461669,NS
ENSG00000170899.11,GSTA4,21.001,6,23,33,25,24.23036185375745,-0.35717189743872435,0.3798536504218374,0.03684532882181694,0.075182562676543635,NS
ENSG00000166881.10,NEMP1,2039,1951,2063.999,2185,2205,2173.384941483846,-0.11927229592090081,0.059985804721129486,0.03685937512940773,0.07519744656827511,NS
ENSG00000135521.9,LTV1,1492,1412,1285.679,1316,1265,1052.0196701852522,0.1349525643773049,0.06892716974327995,0.036893166402243716,0.07525259967432019,NS
ENSG00000213689.14,TREX1,155.205,153.344,106.465,105.367,129.646,125.26579710652338,0.2715163562015199,0.17812740548157743,0.036959566908340694,0.07537423487606487,NS
ENSG00000049860.14,HEXB,1228,1158.999,1329,1361,1244,1298.4345894776095,-0.14070684203453737,0.0723466081123864,0.03696926195615051,0.07538020329653025,NS
ENSG00000106290.16,TAF6,1362.998,1202.001,1398.002,1372,1393.998,1503.6685315802638,-0.12475909037584358,0.063117856771457,0.037006232920446656,0.07542341431313346,NS
ENSG00000111196.10,MAGOHB,1500.001,1272.001,1259.996,1234.999,1171,1181.022003414437,0.1403679799870969,0.0721661814535634,0.037016725011953924,0.07542341431313346,NS
ENSG00000128159.12,TUBGCP6,962.999,787,936,876,1154.001,1047.8424473145242,-0.16845490471031074,0.08969407560012195,0.037017543560706426,0.07542341431313346,NS
ENSG00000263961.8,RHEX,632.999,612.001,551,533,526,622.7956358310561,0.16470738560875495,0.08724607407276586,0.0370124070814425,0.07542341431313346,NS
ENSG00000137185.13,ZSCAN9,108,84,126,115,136,132.39446029821985,-0.26914363922087386,0.17556156102187787,0.03706817306345432,0.07551275716255547,NS
ENSG00000177683.14,THAP5,1089,1033,902,942.001,967,943.4216414972012,0.1409270888039117,0.0725333709627921,0.03709576539118473,0.07555514615245508,NS
ENSG00000120519.16,SLC10A7,385.001,368.999,309,287,349,407.4366832149325,0.1929391950757675,0.10673727601819326,0.03716409400883204,0.07568047448827253,NS
ENSG00000052126.17,PLEKHA5,343.998,330,382,391.001,386.999,494.0635034163022,-0.1815268476034103,0.0987462137372211,0.03736322209111135,0.07607206662316401,NS
ENSG00000177548.13,RABEP2,370,319,268,266,305.999,258.90762340252786,0.21321750476201343,0.12253052326714077,0.03744486328622045,0.07622435430792125,NS
ENSG00000172469.17,MANEA,788,720,861.001,852.001,829.999,702.7001785870333,-0.1636615647156698,0.08689167625330753,0.03759174902968482,0.07650937663442979,NS
ENSG00000197956.10,S100A6,155,167,135,125.001,105.999,164.70101675941038,0.2573747358645951,0.16344015010196464,0.03762122797146637,0.07655538386958176,NS
ENSG00000155744.10,HYCC2,675,600,530.999,547.001,553.001,590.9430410055481,0.17388068901418496,0.09373141841600964,0.03772093391331339,0.07674425301289207,NS
ENSG00000160410.15,SHKBP1,1339,1186.001,1411,1296.998,1399.999,1583.036158214805,-0.12694495370862008,0.06464957613833675,0.03777324638485993,0.0768366474864265,NS
ENSG00000089693.11,MLF2,4911,4688.001,4417.001,4349,4330,4426.684907131058,0.10766183939489651,0.05391912734115057,0.03783273653787976,0.0769436060669041,NS
ENSG00000140836.17,ZFHX3,50,29,50.001,59,70.074,60.1375725241722,-0.31768180458990986,0.25144361658644354,0.03788355047438099,0.07703288326331588,NS
ENSG00000151893.15,CACUL1,1792,1614.001,1793,1856,1862,1819.0526293907376,-0.12056020301872043,0.06109903094328436,0.03797644933568065,0.07720768825328139,NS
ENSG00000132388.13,UBE2G1,2483,2463.999,2186,2263,2297,2287.774528433032,0.10919622649904123,0.0548136263943714,0.038022787884398744,0.0772877876744933,NS
ENSG00000186026.7,ZNF284,127,111,141,149,169,137.06433821791128,-0.25864783223776483,0.1654307174383265,0.03803236801936216,0.07729315376489715,NS
ENSG00000164597.15,COG5,916,904.001,807.001,781.999,809,880.2653403079743,0.14660816721447023,0.07641621958761993,0.038102743133318635,0.07742204894650057,NS
ENSG00000095485.18,CWF19L1,897,858,789,746.001,764,800.2150492964726,0.15191546251130117,0.0797134425145762,0.03814525458365903,0.07749429045935984,NS
ENSG00000140955.11,ADAD2,23,17,10,8,8,13.433467338926313,0.3571587546472823,0.41778236727675006,0.03815974120846498,0.07750958195124466,NS
ENSG00000187742.15,SECISBP2,1188,1084,908,1037.999,1057,1118.2549795178163,0.14284384098286454,0.07416468681785733,0.038183243761913316,0.07754317756681776,NS
ENSG00000135441.8,BLOC1S1,653.649,571.925,753.922,664.947,653.063,756.9509041301608,-0.166371295761996,0.08905705548450031,0.03829548178743473,0.07775693357641943,NS
ENSG00000139946.11,PELI2,1349,1252,1349,1409,1447,1758.5673471725208,-0.11895362000503697,0.06031080417616032,0.0383074345504599,0.07776702489764344,NS
ENSG00000116337.20,AMPD2,1875.999,1707.999,1561.001,1495,1752.001,1635.8709778655443,0.12710456618855756,0.06495636276309565,0.038343955855217236,0.07782697947139683,NS
ENSG00000178537.10,SLC25A20,387,347,325,308,275,347.11489170114373,0.20116156527303336,0.11382609590440645,0.03836694984824083,0.0778594607251928,NS
ENSG00000213246.7,SUPT4H1,1257.999,1256.301,1125.915,1129.001,1076.001,1213.4241577901078,0.14065419498349496,0.07294916382356667,0.03841887115424775,0.07795062270811753,NS
ENSG00000187122.17,SLIT1,3747.043,3395.133,3084.331,2987.278,3575.224,3031.110444613394,0.11972281593595874,0.060785564471082396,0.038429201346225135,0.07795737985298895,NS
ENSG00000147124.13,ZNF41,362,354,287.999,282.999,309,280.5456271986326,0.20770788907322038,0.11900152728839014,0.03844062997151184,0.0779663624098939,NS
ENSG00000172339.10,ALG14,273,246,226,191,194,183.98468246394415,0.23569970648845537,0.14307114174150837,0.038491051199444105,0.07805441318430609,NS
ENSG00000087008.16,ACOX3,162.999,136,187,203,171,177.67032453096917,-0.24421448421034103,0.15131097585343153,0.03857016203823349,0.07819921175426604,NS
ENSG00000107863.20,ARHGAP21,1184.897,1099.724,949.952,902.883,1131.958,1060.503724037949,0.1553795700377219,0.08210826886302913,0.03858352057014383,0.07819921175426604,NS
ENSG00000124786.13,SLC35B3,229,216.001,245,288.001,266,297.68643725025896,-0.21457726149824985,0.12468452220753563,0.038579540432128814,0.07819921175426604,NS
ENSG00000104129.10,DNAJC17,294,279.998,214.999,249.001,233.999,256.10911550502954,0.2149912405926858,0.1250460406385872,0.03860085742905111,0.07822011448095748,NS
ENSG00000181315.11,ZNF322,571.712,517,601.79,616.001,617,614.5997330701864,-0.16248397881008356,0.08669812628264045,0.038634832859922315,0.07827471958540201,NS
ENSG00000130638.18,ATXN10,2740.358,2759.377,2391.21,2623.441,2439.223,2658.5750957938867,0.11621580028939872,0.058890972310049375,0.03864399872595524,0.0782790494381527,NS
ENSG00000188895.12,MSL1,2143.999,1877,1814,1716.994,1899,1952.5977766428518,0.11863328667879715,0.06025179607664125,0.03866032744621597,0.07829788448236175,NS
ENSG00000104886.12,PLEKHJ1,1770,1806.001,2056.986,1955,1895.001,1771.5159451318516,-0.14159548645907477,0.07365084127588076,0.03872785025540844,0.0784203760535425,NS
ENSG00000181472.5,ZBTB2,894,846,692,764,819,746.673461549571,0.1543185032701285,0.08154339950356458,0.03879623010315425,0.07854455820011431,NS
ENSG00000153814.13,JAZF1,29,21,42,45,32,53.79651005813278,-0.3261566715035834,0.27567878092007625,0.03882026353487323,0.07857860936569316,NS
ENSG00000172878.14,METAP1D,314.001,287.999,233,246,244,214.18487066153756,0.22316090638130037,0.13218065646358618,0.038827160576403834,0.07857860936569316,NS
ENSG00000223802.9,CERS1,3.665,15.63,13.337,17.253,48,22.910234790032877,-0.3558602994137172,0.4617031893329972,0.038930698309149636,0.07875977723893939,NS
ENSG00000267059.2,ENSG00000267059,373.067,305.79,312.204,188.418,291.472,276.59129050969375,0.2414748060168929,0.14908925870748999,0.03893082281587154,0.07875977723893939,NS
ENSG00000124422.12,USP22,6903.999,6434.999,6954,6830,7185,6727.738250302693,-0.08521785081034078,0.042294103172030785,0.03902701816173913,0.07894004745137825,NS
ENSG00000136802.12,LRRC8A,642,577,668,689.001,682,712.3722111906294,-0.15540920000880282,0.08236055446375518,0.03904696976392394,0.07896606178696584,NS
ENSG00000180448.11,ARHGAP45,2393.999,2191,2017,1973.001,2228.999,2338.623227390328,0.11452870302224555,0.05811234967762016,0.03914118459298102,0.07914222454829876,NS
ENSG00000116990.12,MYCL,9,12,27,18,18,27.70628717315831,-0.34984070129633194,0.3750469667531801,0.03915865707414182,0.0791631809465815,NS
ENSG00000132680.11,KHDC4,1355.842,943,882,886,1130,1021.2620789103712,0.18418627277259692,0.10184072113958528,0.039185094022918476,0.07920224902599693,NS
ENSG00000142188.17,TMEM50B,389.999,369.001,308.001,313.999,324.001,366.386782414929,0.19614098983659867,0.11066655998199326,0.039222429246306874,0.0792633268945962,NS
ENSG00000048471.14,SNX29,256.001,238,196,183,217,232.28242200696343,0.22026923266255818,0.13009661489054322,0.039237875990921926,0.07928015691416862,NS
ENSG00000174428.19,GTF2IRD2B,62.581,96.333,110.011,117.318,102.448,107.21900291432868,-0.2862430400811465,0.20189640198289185,0.0392885843807887,0.07936821408468052,NS
ENSG00000235162.9,C12orf75,1140,1107,1023,990.001,922.001,1066.6415639320198,0.1543157381654774,0.08179923232081719,0.0393142711155595,0.07940570138084624,NS
ENSG00000106415.13,GLCCI1,1074,1059.999,925.001,943.999,981,1193.312977627031,0.1324323996285912,0.06845382465417621,0.039372958992303156,0.07950981764229924,NS
ENSG00000083535.16,PIBF1,331,319,260,285,257,330.2182459795506,0.20373680605946018,0.11671629764101897,0.03945822966031221,0.07966756775324459,NS
ENSG00000198804.2,MT-CO1,110042.748,112366.041,114092.425,127833.728,153788.712,128020.34862031255,-0.20504594281116903,0.11781024281410575,0.03952986870093346,0.07979774292591915,NS
ENSG00000133612.20,AGAP3,274.02,233.001,301.001,307.998,306,269.44034147091963,-0.21858323773637928,0.12894642135036474,0.039537975558316715,0.07979964367397123,NS
ENSG00000033170.17,FUT8,565,525.999,586.002,658,608,590.6514886632466,-0.1689416021716738,0.09149070447885271,0.039560085034704394,0.07982980015066186,NS
ENSG00000156973.14,PDE6D,460,414.001,489.001,520,479,553.6397476087704,-0.17206195378449365,0.0936523147820963,0.03963897019640112,0.07997449476038392,NS
ENSG00000137218.10,FRS3,88,79,108,106,111,146.25947097145257,-0.26181376926519456,0.17158970217673486,0.03971167432504207,0.0801066685306998,NS
ENSG00000198934.5,MAGEE1,61,63,84,85,89,84.21486311855422,-0.28896303788218386,0.20692802916449557,0.03973615397256983,0.0801415332836853,NS
ENSG00000074054.21,CLASP1,2108,2111.999,1739.999,1873.999,2069,2282.982871669007,0.12432934880166467,0.06389768279074076,0.03980889772374257,0.08027370884470778,NS
ENSG00000178028.14,DMAP1,748,603.999,531.001,541,656.001,634.177165781359,0.17380244576318457,0.09496025306046953,0.0398305563593109,0.08030284326097853,NS
ENSG00000169989.3,TIGD4,45,42,27,21,29,33.88523979412536,0.32950987766552525,0.29177779172497165,0.03990664259435194,0.08044167937978236,NS
ENSG00000184162.15,NR2C2AP,465,394.001,348.999,361.999,350.001,309.38883217672696,0.20159188243409643,0.11540725359069631,0.039920696444216607,0.080455446308223,NS
ENSG00000142856.17,ITGB3BP,637,592,517,554.002,506.001,678.2501790956637,0.17065455963354112,0.09290569335234083,0.04000085651780766,0.08060241343202894,NS
ENSG00000089041.17,P2RX7,232,189,238,232,267.999,546.3632750395457,-0.196515244791379,0.1115791696349546,0.04004878832009226,0.08068439861086604,NS
ENSG00000133247.14,KMT5C,431,449,485.999,513,495,669.8589202201797,-0.1678135394062889,0.09102608138835215,0.04007722491867772,0.0807270851726015,NS
ENSG00000129559.13,NEDD8,2498.999,2335.088,2226.692,2230.343,2080.182,2088.8720399503845,0.11702758533990323,0.05983253535118599,0.04010634165875633,0.08077112604947004,NS
ENSG00000078304.20,PPP2R5C,3143.995,3070.996,2820.998,2874,2822.998,3144.4656792441074,0.10250612145515385,0.0517972784927455,0.0401796540343343,0.0809041415621734,NS
ENSG00000102908.23,NFAT5,545.999,418.571,333.959,406.915,447.738,490.8458350208126,0.20325099812251424,0.1169553007111821,0.040219766876194815,0.08097027181854331,NS
ENSG00000148824.19,MTG1,718.937,687.222,742.478,807.975,828.443,686.9180765232234,-0.1646281442125204,0.08907208500081808,0.04040074867734599,0.08131992373388801,NS
ENSG00000125430.9,HS3ST3B1,123.666,113.741,86,76,100.435,106.1986883182224,0.27010180153882013,0.1827191514697925,0.04043444764764488,0.08137304724463698,NS
ENSG00000130695.16,CEP85,1431,1327,1211.999,1195.999,1299.001,1289.2253342975444,0.12464342905096752,0.064314145029029,0.04046254332185364,0.08141487714100884,NS
ENSG00000169299.14,PGM2,1820,1700.001,1481.001,1608,1649,1505.9249170756061,0.12319725552362457,0.06348187152837312,0.040473467152250954,0.08142214661752507,NS
ENSG00000107736.22,CDH23,25.001,19,47,26,41,33.34252057995653,-0.33483411647402683,0.31465513388250893,0.04049039132162234,0.08144148241807983,NS
ENSG00000183751.16,TBL3,1845,1720.001,1548,1613,1629,1436.2291498705554,0.12488289681023299,0.064466675745322,0.040500691479529345,0.08144749025054501,NS
ENSG00000168734.14,PKIG,48,59.001,74.001,88,70,70.0465988914009,-0.3006774435727558,0.2281739227289479,0.040532021666524115,0.08149577997834971,NS
ENSG00000088930.8,XRN2,3878,3720,3386,3548,3527,3526.600410182745,0.09688583709139963,0.04885425493506565,0.04056341778834323,0.0815294683105538,NS
ENSG00000168002.12,POLR2G,1221,1184,1066,1119.001,975,1156.3521540147945,0.1481365334103102,0.07849619723428877,0.04055750859434194,0.0815294683105538,NS
ENSG00000164465.19,DCBLD1,45,41,51.999,63,69,86.07637750890572,-0.29712317153125106,0.2221710650291937,0.040592980537536114,0.08157416532777692,NS
ENSG00000267228.7,ENSG00000267228,33.961,16.999,129.571,111.709,22.685,66.64294217423785,-0.3404088415296697,0.5447974430927355,0.04061011279875268,0.08159387087131673,NS
ENSG00000005189.20,REXO5,337.999,301,280,237,277.001,392.848626555428,0.19744399117758063,0.11277781850368798,0.040684744097194324,0.08172907557908607,NS
ENSG00000267796.8,LIN37,141,106,168.756,168.681,132.999,190.28606136223206,-0.25233679593360425,0.1625789085425961,0.04071370350240799,0.08177250061430437,NS
ENSG00000160404.18,TOR2A,198,216,264.999,234,254,242.97958709060626,-0.2213112519020741,0.13257592772113252,0.040839371220431964,0.08201011130219091,NS
ENSG00000108671.11,PSMD11,3185,2948,2774,2789,2844.999,2646.837514526298,0.10141320092093663,0.05140747580649028,0.04092609509038684,0.08216944673186195,NS
ENSG00000185115.6,NSMCE3,350,314,384,377,392,374.8831170660384,-0.18836485099543773,0.1060949475436669,0.04095209834073523,0.08220683475500509,NS
ENSG00000132716.19,DCAF8,2055.988,1823.738,1694.356,1536.05,1936.21,1971.6804568969892,0.1347910559869234,0.07049724720224944,0.04098859374436331,0.08225044478035572,NS
ENSG00000153989.8,NUS1,3777.832,3684.127,3375.952,3409.902,3440,3077.314484605436,0.10273154436478406,0.052144186015617974,0.040982625519095685,0.08225044478035572,NS
ENSG00000172831.14,CES2,622.998,609.999,705.999,689,677.862,653.1778217426654,-0.1592030151134901,0.08581877393998122,0.041029109954382206,0.08231691543180591,NS
