gene_id,gene_name,A5BKO_1,A5BKO_3,Mix_1,Mix_2,Mix_3,baseMean,log2FoldChange,lfcSE,pvalue,padj,sig (padj<=0.05 & |log2FC|>=0.263)
ENSG00000156697.13,UTP14A,1609.326,1565.299,901.333,702.158,752.075,1116.9564495543248,1.1848861100095496,0.07559637751968883,1.5921356854966278e-56,2.6664082901317208e-55,Up
ENSG00000135916.16,ITM2C,1152.001,1055.001,2957,2579,2671.001,1450.5290478777492,-1.1249625992363634,0.0717745532569684,1.8534762596915208e-56,3.0994241898174875e-55,Down
ENSG00000086189.11,DIMT1,1344.001,1318,739.999,580.999,592,870.2711501620695,1.2307760685670115,0.07865844305324983,2.1769483448416345e-56,3.634883615667359e-55,Up
ENSG00000100138.15,SNU13,4461,4033,2832,2427.998,2510,3238.731401285986,0.8821568945884867,0.05620622839299083,2.6526993157511496e-56,4.422621598730622e-55,Up
ENSG00000108883.13,EFTUD2,4924,4713.999,3624,2943,3016.999,3860.1525730220983,0.767700836638805,0.04888781746974494,3.362506358938868e-56,5.597643246562357e-55,Up
ENSG00000116478.12,HDAC1,10776,10265,8162,6988,6861.999,8970.873699977386,0.6933220964621966,0.04417843388926927,4.975715757418929e-56,8.270827819458897e-55,Up
ENSG00000105676.14,ARMC6,1645,1457,683,610,684,1058.1239434883703,1.3910843775433035,0.0895241013014019,8.287999161715691e-56,1.375610233443035e-54,Up
ENSG00000124160.12,NCOA5,1994,1809,1131,949,1018,1435.3015669878891,1.047639008915453,0.06719970018288672,8.44642827828844e-56,1.3998195198705112e-54,Up
ENSG00000145703.17,IQGAP2,665.999,606,1972.001,1545.001,1480.999,1251.714087103412,-1.195454077468855,0.07680618449279315,8.616914648264638e-56,1.4259521313183253e-54,Down
ENSG00000018510.18,AGPS,3994.001,3684.999,2686,1977,1967.999,2850.0197739973246,0.9733370633075655,0.06242529730508469,1.0108655086198098e-55,1.670327769955315e-54,Up
ENSG00000100417.12,PMM1,258.001,264,1070.999,879,920,525.3802947636458,-1.6737768955492156,0.10812028710141844,1.0455156821308517e-55,1.7250234299098214e-54,Down
ENSG00000198771.11,RCSD1,2699.999,2616,6132.001,4945,5286,3383.5051332085445,-0.851758331692143,0.05456068623502997,1.0903324363093038e-55,1.796306559641526e-54,Down
ENSG00000188976.11,NOC2L,4935.99,4373.995,3337.994,2828.984,2877.996,3666.0328010666963,0.7970311110092091,0.0510521535462619,1.2827384967612902e-55,2.1101711430473396e-54,Up
ENSG00000213722.10,DDAH2,335,235.001,1188.999,1058.001,1137.001,661.7617722775864,-1.7929650963859558,0.11610368144376877,1.4031481259847855e-55,2.3048467078307603e-54,Down
ENSG00000167323.13,STIM1,4091.872,3858.452,8397.993,6757.874,7321.859,5039.177235629322,-0.731690221249133,0.046863958037528894,1.56133699339747e-55,2.5609145943251285e-54,Down
ENSG00000185298.13,CCDC137,1660,1408,791.001,683,704,1068.7633481130795,1.2407321301274938,0.07997238102989629,1.692769989411074e-55,2.7724087311869317e-54,Up
ENSG00000136014.12,USP44,390.001,357,1315.998,1061,1015,780.0137146621828,-1.401639602810424,0.0905087812886963,1.8312332146068493e-55,2.9947789003049166e-54,Down
ENSG00000143641.10,GALNT2,5589,5410,4182,3497,3580.001,4780.437583628339,0.7251301245690575,0.04648067704215445,1.9364909931024474e-55,3.162272755158644e-54,Up
ENSG00000106070.20,GRB10,1604,1480.002,3736.999,3019.999,3143.998,2232.3429481254652,-0.9119607563971311,0.05860636564924065,1.9853211728313087e-55,3.2372652857719305e-54,Down
ENSG00000119411.11,BSPRY,7,14,594,454,436,190.58681030424611,-5.262999582723995,0.3462954147635722,2.0986811013954346e-55,3.417106933660958e-54,Down
ENSG00000095319.14,NUP188,4728.076,4479,3456.999,2611.001,2745.001,3744.1071699632544,0.8248974944569641,0.0529636488754798,2.1022966780882703e-55,3.4179968034845347e-54,Up
ENSG00000141378.15,PTRH2,654,637,259.001,202,213,447.6915073919843,1.6820906415891301,0.10909777821422084,2.6999324069858512e-55,4.3832576117494787e-54,Up
ENSG00000121454.6,LHX4,18,20,445,367,363,194.86608484870112,-4.108077658922297,0.2680343062523968,3.360713736720988e-55,5.448074073633428e-54,Down
ENSG00000164086.10,DUSP7,1198,1235,648,490,550,897.2797204717821,1.2811025072405273,0.08292369343160862,4.263587361125881e-55,6.90168204082252e-54,Up
ENSG00000101220.18,ADISSP,2036,2006.001,1052,971,998.999,1506.7395483009475,1.1669886024147265,0.07553182830288052,5.466110622753856e-55,8.835424383978185e-54,Up
ENSG00000139842.15,CUL4A,1881.999,1906,1132.998,938.001,902,1298.0697480585861,1.1050155156438348,0.07158209081127966,7.842043907164963e-55,1.2657513477405244e-53,Up
ENSG00000164091.12,WDR82,6930,6655.999,5490.999,4435,4564.001,5788.8943924090045,0.6681589224965391,0.04307929537094007,9.578679917452306e-55,1.5438170512397444e-53,Up
ENSG00000160803.8,UBQLN4,1982.711,1866.933,1233.862,1006.465,1000.929,1570.8648806460365,1.0041847874139738,0.06506849706379171,1.1043830109463582e-54,1.7773863573568772e-53,Up
ENSG00000105953.16,OGDH,4228,3826.998,2984,2353,2533.001,3178.627063495973,0.7918878541121539,0.051194717338036114,1.2325214692933272e-54,1.9807491491370539e-53,Up
ENSG00000167552.15,TUBA1A,977.024,934.04,2637.939,2329.029,2279.838,1792.0806683587557,-1.151023586705172,0.07475231751207512,1.2808432055761862e-54,2.0554395937322748e-53,Down
ENSG00000110931.19,CAMKK2,1472,1366,834,653,660,1017.666035081301,1.156760793598577,0.07519367133030075,1.5698269714639802e-54,2.515563018876885e-53,Up
ENSG00000178252.19,WDR6,5902.001,5160,4054.999,3404,3530,4849.207212666448,0.7649787923683067,0.04950329970045932,1.6994438622421725e-54,2.719354352556189e-53,Up
ENSG00000169689.15,CENPX,1559.001,1599.001,692.999,652,554,1210.2573668043844,1.4785539506933758,0.09645868748447955,1.7659874150694828e-54,2.8217793173068623e-53,Up
ENSG00000144736.14,SHQ1,1694.999,1627.999,993,835,821,1267.4716457552572,1.0807026139057099,0.07025195960699593,1.9216711332639463e-54,3.0661391706533765e-53,Up
ENSG00000150779.12,TIMM8B,1429,1470,697.001,617,622.999,1052.3047130803309,1.3293880237038977,0.08675083283829124,2.637382318399362e-54,4.202078237484077e-53,Up
ENSG00000100567.13,PSMA3,2368,2353,1454,1268.998,1267,1923.5420034351912,0.9963519834403303,0.06486098029530708,3.4062636280093287e-54,5.419365432162842e-53,Up
ENSG00000010017.13,RANBP9,1573,1428,3614,2883,2899.244,2225.7829382900936,-0.8749932756461365,0.05691444694753672,4.065632801489638e-54,6.459194366646234e-53,Down
ENSG00000160049.12,DFFA,3658,3465,2277,1762,2052.999,2739.866718769687,0.9810442156178066,0.06391455516356179,4.288509545061863e-54,6.803579886517659e-53,Up
ENSG00000161980.6,POLR3K,1337,1356,631,572,591,927.9584632021581,1.3318974144825348,0.08718745729284433,5.479109226170431e-54,8.680062510933158e-53,Up
ENSG00000123080.12,CDKN2C,1660,1665.999,4143,3380,3435,2827.9572952588596,-0.9469442594465007,0.061761748681259394,6.178462155531791e-54,9.774081395761017e-53,Down
ENSG00000124571.18,XPO5,3443,3097.002,2266.001,1817.001,1866.001,2790.54220076577,0.8933667050491074,0.05824584492162518,6.681507399158092e-54,1.0554886227577824e-52,Up
ENSG00000101187.16,SLCO4A1,843.999,713,348.999,269,297,576.0797146984319,1.511311772201754,0.09921742718938287,7.139126197077956e-54,1.1261819894738979e-52,Up
ENSG00000136270.14,TBRG4,2325,2174.999,1390.999,1219,1261.999,1745.5494607523144,0.9688789133576045,0.06327851255123729,7.975601164374201e-54,1.256354599259342e-52,Up
ENSG00000143167.12,GPA33,206,162,858,715,761,389.0261581793182,-1.879606626509777,0.12395915559060063,8.406207658096278e-54,1.322315461697998e-52,Down
ENSG00000112208.11,BAG2,860,820,351,329,303,546.7952807019096,1.5152811238244905,0.09957871893095173,8.950448119008582e-54,1.4059399252665524e-52,Up
ENSG00000149577.17,SIDT2,173,160.999,775,683.998,666,398.74409054520106,-1.8829135739764953,0.12444082552460846,1.359849511599921e-53,2.1330484522096224e-52,Down
ENSG00000112511.18,PHF1,617,511,1715.001,1428.998,1435,945.9687032700556,-1.2466247783022126,0.08195235396247824,1.7867945144223447e-53,2.7988087914376447e-52,Down
ENSG00000213347.11,MXD3,184,158.795,800.58,707.982,720,444.41446167426517,-1.9147461849996377,0.12691587639552893,2.4792177751446947e-53,3.877956230587987e-52,Down
ENSG00000162676.13,GFI1,648,597,1880,1440.001,1505,991.9212828595972,-1.1758553418731752,0.07742280332614032,3.0489785329531195e-53,4.7624788108694095e-52,Down
ENSG00000165689.17,ENTR1,1180.999,1069.001,573.002,501.999,488.998,764.8151591507087,1.2719768228880333,0.0838588516903076,3.2750724019081307e-53,5.1084707759174864e-52,Up
ENSG00000129353.15,SLC44A2,523,526.001,1528,1259,1322.001,1070.8544359755967,-1.193524482091365,0.07876503322502011,4.941854964705207e-53,7.697543879989075e-52,Down
ENSG00000182307.14,C8orf33,1639.999,1507,909,733,775.999,1069.716319350169,1.1322165573888534,0.07467355673781889,4.987876067000435e-53,7.758376502539643e-52,Up
ENSG00000138668.20,HNRNPD,19561.001,18416,16736.182,13309.001,13772.002,17966.350046913274,0.556344868665117,0.036426789024574316,5.236376302852402e-53,8.133545730107001e-52,Up
ENSG00000002834.19,LASP1,4637.001,4331,9521.999,7541,8384,6379.225069454147,-0.736439880869674,0.0484442943184579,8.918494221412994e-53,1.3833603084105363e-51,Down
ENSG00000100216.6,TOMM22,3843,3630,2399,1977,2223,2954.3780894810716,0.9329149075997692,0.06164869725469372,1.362907707739922e-52,2.1110852769262186e-51,Up
ENSG00000146909.8,NOM1,1389,1255,688.999,547.999,599,933.8807711675894,1.275021090157977,0.0846333863797064,1.5495499473188118e-52,2.3968524671235564e-51,Up
ENSG00000135966.14,TGFBRAP1,2047,1960,1334,1035,1094,1436.5183229953564,0.9679383576797915,0.0640948746045162,1.9664376964067307e-52,3.037478033964183e-51,Up
ENSG00000153574.9,RPIA,2551,2384,1588,1314,1364,1733.8012456939023,0.9645278318458304,0.06391370611503557,2.331259519811285e-52,3.5960162426784323e-51,Up
ENSG00000165672.7,PRDX3,3331,3195,2175,1898,1891,2230.4999278039886,0.8842886042802791,0.05853923632370818,2.3831188007229405e-52,3.670925876023705e-51,Up
ENSG00000170854.18,RIOX2,1450.999,1347,814,674,656.999,1019.5976250584862,1.1357701168881194,0.07549346715908373,2.9423610984379802e-52,4.5261154079148874e-51,Up
ENSG00000058600.16,POLR3E,1698.001,1518.003,954.003,720.001,802.001,1150.2620129780776,1.130566772039163,0.07520544505198225,3.5504132972299194e-52,5.453924536724085e-51,Up
ENSG00000167114.13,SLC27A4,911,973,399,368,387,712.2724776574307,1.450569014847509,0.09684557915507669,3.881122714853815e-52,5.953727778970652e-51,Up
ENSG00000137692.12,DCUN1D5,1917,1868,1139,1009.998,972,1441.1634736347874,1.0306299656604085,0.06850884900641134,3.940919283469026e-52,6.037141411278479e-51,Up
ENSG00000118246.14,FASTKD2,1237.999,1165.001,644,524,513,810.3130872865561,1.2662314914668984,0.08442865474173036,4.383792112639047e-52,6.706358895393004e-51,Up
ENSG00000105339.11,DENND3,25,24.999,398,364.001,352.001,183.71128329114134,-3.6520551156215593,0.2451105992776807,4.8802278873146e-52,7.455568996025062e-51,Down
ENSG00000135632.12,SMYD5,1109,1065,568.999,465,497.001,746.3935540685906,1.2554986532362749,0.08388990898271316,7.229357927781352e-52,1.1029227293383686e-50,Up
ENSG00000143942.5,CHAC2,875,910,336,300,315,564.7856470847428,1.6482201166864758,0.11061452502146657,7.750755529808332e-52,1.1808504013060928e-50,Up
ENSG00000185875.13,THNSL1,871.931,853,425.921,337.844,362.905,649.7110017900995,1.3629422399551898,0.0911985676176579,7.812626074488465e-52,1.188650499884946e-50,Up
ENSG00000092964.18,DPYSL2,1797,1776,4591,3594.001,3475.001,2999.956022296527,-0.9298034638718122,0.06192145339065675,8.07720988874901e-52,1.2272290113369405e-50,Down
ENSG00000144231.11,POLR2D,3627,3410,2482.001,2071,2205,2742.9243057672247,0.8142727606207489,0.054151134323334724,8.45602867927797e-52,1.2830353051923533e-50,Up
ENSG00000096746.18,HNRNPH3,8701.998,7959.999,6668,5071.002,5525.998,7232.126988373469,0.7100098506589205,0.047164321435214734,9.177010845127118e-52,1.3905356432949757e-50,Up
ENSG00000072756.18,TRNT1,934,925,437,391,370.999,647.6563207199702,1.3788016772426386,0.09236416328753709,9.713953789177837e-52,1.4698954259520866e-50,Up
ENSG00000173757.11,STAT5B,3559.316,3031.983,7494.822,5958.204,6092.522,4295.389930470256,-0.7990612245141224,0.053349871821797776,2.170929659481119e-51,3.2805486591100707e-50,Down
ENSG00000140105.18,WARS1,2707.998,2386.001,5600.003,4545.999,4695.999,3114.2002006191183,-0.7746423245603239,0.051716957492436044,2.3237198571789885e-51,3.5066758874528993e-50,Down
ENSG00000136436.15,CALCOCO2,1274.002,1268,3121.999,2467,2667,1870.2581716376105,-0.9261621867260085,0.06196620135679864,2.327911559966082e-51,3.5082477731180313e-50,Down
ENSG00000125877.13,ITPA,1726.999,1738.999,912,848.001,817.999,1277.5524640548163,1.174859580895378,0.07886173495516194,2.432858872449535e-51,3.66145260303655e-50,Up
ENSG00000132207.18,SLX1A,788.244,724.343,2001.772,1771.233,1793.214,1278.523032247421,-1.1094304118949616,0.07441957551150023,2.4641709007312474e-51,3.703572378062605e-50,Down
ENSG00000152377.15,SPOCK1,41,53,480,371,415,198.32483405612848,-2.938902978152638,0.19892215167677477,2.6721778480540378e-51,4.0107876945792207e-50,Down
ENSG00000109534.17,GAR1,1783,1733,1091.999,906,836,1357.7301985454517,1.0663314519545621,0.07152462674521261,2.727781523236387e-51,4.0887352387999514e-50,Up
ENSG00000123297.20,TSFM,1116.001,1059.296,570.789,479.422,495,801.0055270334207,1.242422959897885,0.08351825440084175,2.867993130173994e-51,4.293123587466098e-50,Up
ENSG00000152818.20,UTRN,272.001,246,1351.001,895,883,620.9106262634649,-1.7929005277875998,0.12141507945829062,3.9862648421617905e-51,5.959064637202129e-50,Down
ENSG00000143933.20,CALM2,13591.949,13634.994,9686.913,8276.824,8485.285,11620.67479341307,0.7984769091146495,0.05345531121346502,3.995249805898266e-51,5.964490226312197e-50,Up
ENSG00000133265.11,HSPBP1,1670,1676.999,931.001,850.998,833.999,1271.5294608170102,1.1052067071796594,0.07434432295986257,4.6488975051659584e-51,6.931026976577414e-50,Up
ENSG00000170476.16,MZB1,3064.998,2657,1921.999,1646.999,1711.001,2630.299552429787,0.8685000674782101,0.05826493177869964,5.0937547314356437e-51,7.58411048716561e-50,Up
ENSG00000175970.11,UNC119B,1526,1417,3390.999,2961,3016,2165.3676041831295,-0.9027846304697474,0.060657803511403055,6.43202050181107e-51,9.563873475122816e-50,Down
ENSG00000124784.9,RIOK1,1883.999,1799.001,1167,947.999,1015,1415.5028885719935,0.9891414095159026,0.06662670934432542,8.633375050494472e-51,1.2819986391647592e-49,Up
ENSG00000109133.14,TMEM33,2690.999,2618.999,1866,1417,1386.001,1983.6924697353058,0.9463595125187059,0.06371164681602648,8.732280552116376e-51,1.2949588350055936e-49,Up
ENSG00000183684.8,ALYREF,5633,5350.001,3833,3238,3383,4637.257873278706,0.8265172243046198,0.055562333518231054,9.202695908301127e-51,1.3629045788663518e-49,Up
ENSG00000099875.16,MKNK2,1927.001,1641.001,4308.001,3318.999,3661.999,2718.2875288950772,-0.8907859958904184,0.0599823365136769,1.0839675790273095e-50,1.6032067632970977e-49,Down
ENSG00000122140.13,MRPS2,1755.999,1767,1041,891,902,1334.6949170947707,1.0666678929161992,0.07203182438130164,1.217689517835429e-50,1.7985952467020122e-49,Up
ENSG00000117593.12,DARS2,1867.001,1729,1147.002,906,977.999,1414.0579264803716,1.0012395094816688,0.06760819281138176,1.4372151518392234e-50,2.1200351186799247e-49,Up
ENSG00000196517.13,SLC6A9,74.999,78,537,433,495.002,264.0894801388189,-2.459186919792273,0.16819107638372477,1.4940681642563183e-50,2.2009837493812985e-49,Down
ENSG00000198517.10,MAFK,1778,1650,1032,879,909,1309.1188111229455,1.0332411542541227,0.06981568965461382,1.5200057292776906e-50,2.2362356416070856e-49,Up
ENSG00000167258.16,CDK12,2895,2471,1825.001,1316,1370,1977.8991705487892,1.0086463572473756,0.06818052782983673,1.7762897920195053e-50,2.609833695741587e-49,Up
ENSG00000227057.10,WDR46,2119,2001.999,1278,1127.001,1074.999,1688.458338915652,0.996236701119299,0.0674010909213281,2.2344675454413404e-50,3.2786910479025307e-49,Up
ENSG00000168090.10,COPS6,3119,2765,1917.001,1648.999,1741,2385.368632636157,0.9005979499384502,0.06085235031938449,2.249185409060848e-50,3.2959444606198246e-49,Up
ENSG00000110900.16,TSPAN11,62,57,449,379,382,267.0091436083355,-2.544872202422902,0.17444739744333287,2.5591925100394536e-50,3.745299209501891e-49,Down
ENSG00000149925.22,ALDOA,16547.615,15200.633,31729.669,27812.84,28582.333,22918.53305889268,-0.7096132472678541,0.0478482437659023,2.6289537316949836e-50,3.842343531481238e-49,Down
ENSG00000188994.14,ZNF292,1220,1117,3757.999,2616,2680,2153.6107956633236,-1.1682177476213207,0.0793161261891593,3.0596514353800592e-50,4.465968287788692e-49,Down
ENSG00000134684.13,YARS1,4406.998,3963.001,8597.998,7105.002,7478,5446.153796450749,-0.7036138025951504,0.04749209681945854,3.356235425609139e-50,4.8924599391373015e-49,Down
ENSG00000089248.7,ERP29,2399,2170,5324.998,4573,4733.999,3363.586595871174,-0.9115165839027356,0.06171289745763078,3.366528033355907e-50,4.9010487199326454e-49,Down
ENSG00000130589.16,HELZ2,188,155,801.999,596.999,678,411.70105980224156,-1.8071142696981872,0.12375210460246626,4.327134631737472e-50,6.2912922184935015e-49,Down
ENSG00000108669.18,CYTH1,1275,1073,2948,2372,2479.999,1740.1653056437844,-0.9609789338585271,0.0652134793862712,4.818698895517727e-50,6.99685131673806e-49,Down
ENSG00000131238.18,PPT1,4115,3804,2732.002,2238,2327.001,3281.4080543567757,0.8736624780669808,0.059284164227924104,6.220934106676437e-50,9.021164472142641e-49,Up
ENSG00000055483.20,USP36,1607,1448.999,959,759.999,786.001,1129.18817036107,1.0407169070894455,0.07079360193744438,6.438250076624734e-50,9.324160091465495e-49,Up
ENSG00000081181.8,ARG2,107,108,649,489,543,288.08495999860247,-2.1669056562065196,0.1492418104870899,7.396573184786262e-50,1.0698134488177221e-48,Down
ENSG00000198900.7,TOP1,7344.97,6806,5953.983,4617.943,4719.962,6000.566175743527,0.6507053218663964,0.044091372445670886,9.292490759715064e-50,1.3422888403495029e-48,Up
ENSG00000071073.13,MGAT4A,8,20,420,323,326,242.8032406632791,-4.387528733345922,0.30387554723400895,9.750110071110663e-50,1.4065670448440345e-48,Down
ENSG00000119013.10,NDUFB3,1628.999,1543,995,821.999,830,1183.1742939439098,1.0149575000440865,0.06917888752971361,1.065393169037138e-49,1.5349655528546706e-48,Up
ENSG00000143013.13,LMO4,461,486.999,1457,1197,1282,863.3738317726207,-1.2745198065191745,0.08713964810874474,1.0804712647736363e-49,1.55467809764651e-48,Down
ENSG00000262814.8,MRPL12,2759.089,2573,1379,1327.135,1342,2125.9434822214816,1.14049901667865,0.07788913184152801,1.1656069875721527e-49,1.6750148413665892e-48,Up
ENSG00000132003.10,ZSWIM4,102,118,631,506,524,305.16841178636946,-2.117452471077765,0.14626776216658016,1.4714389823595285e-49,2.11178040548171e-48,Down
ENSG00000172936.18,MYD88,1626,1588.999,976,846,837,1277.369850641976,1.0265038427230007,0.070090795247333,1.5153475319061561e-49,2.1719981290654904e-48,Up
ENSG00000136682.16,ZNG1B,1002.832,902.149,506.057,381.543,407.678,677.3754457673608,1.3054188622887377,0.08947617804974506,1.724229564774006e-49,2.4682191083403734e-48,Up
ENSG00000151131.11,NOPCHAP1,1230,1073.988,624.999,449,492,782.974015638421,1.3079518150127731,0.08967072267918734,1.802161587496591e-49,2.5764664441527003e-48,Up
ENSG00000007038.11,PRSS21,2019,1882,1179,1065.001,1051.999,1431.0087451118625,0.9933816166444843,0.0678551629309863,1.8094615020650445e-49,2.5835862498074872e-48,Up
ENSG00000170522.10,ELOVL6,1930.999,1872,1265,1019,1009.999,1362.6993720617993,0.9640057171360601,0.06589071739125368,2.2643985322117648e-49,3.229014910786482e-48,Up
ENSG00000105197.11,TIMM50,2539.001,2355.001,1464.999,1332.001,1278.001,1836.6794111340873,1.013791669158871,0.06934192745954697,2.2740442987472733e-49,3.238622935440969e-48,Up
ENSG00000151135.10,TMEM263,1263.999,1172.999,3070.999,2482.001,2391.999,1798.9138068474967,-0.9310432001629493,0.06361735539695462,2.3356469522702322e-49,3.32210729341425e-48,Down
ENSG00000164100.9,NDST3,916,814,423,327,301,512.621715497029,1.4664040432241667,0.10092743888452901,2.893869147266723e-49,4.110844476161925e-48,Up
ENSG00000060558.4,GNA15,524,492,1586,1406,1335,760.4476628901542,-1.3135133450327146,0.09028722869405567,3.1034237810938342e-49,4.402908363062679e-48,Down
ENSG00000152147.11,GEMIN6,744.001,689,312,243,261,449.0667824570522,1.5556999251798336,0.10727650817205982,3.5023675497578246e-49,4.962578549828612e-48,Up
ENSG00000167703.15,SLC43A2,493.001,454.001,138.107,136,132.003,302.189849356982,1.95071143307342,0.13523966734040604,4.226511748923114e-49,5.981024313565022e-48,Up
ENSG00000109501.15,WFS1,255,245.001,866.001,741.002,753.002,731.5219481098469,-1.4575236589836147,0.10049253383530768,4.2832173866129285e-49,6.053577669379212e-48,Down
ENSG00000119950.21,MXI1,930.002,741,2346,1839.998,1909.999,1290.3968707344616,-1.0926767070109962,0.07507465219918474,4.793608444801648e-49,6.766339321895558e-48,Down
ENSG00000090266.13,NDUFB2,1894,1836.999,1060.999,947,903.001,1564.2316116303014,1.107861544590367,0.07616104954445431,5.1967737181782884e-49,7.326135303715392e-48,Up
ENSG00000136933.17,RABEPK,1139,1079,497.999,481,461,720.173802317118,1.3640648394351558,0.09407982205111282,5.6756622954707726e-49,7.991131603623009e-48,Up
ENSG00000175482.9,POLD4,192.425,162.505,777.081,668.133,779.545,401.37883477732294,-1.8628688170344494,0.12948138087877922,8.751327752345477e-49,1.230600216892318e-47,Down
ENSG00000240694.9,PNMA2,543.999,513,1636.999,1257.999,1279,847.0670865036759,-1.2004798053608123,0.0828337521202,9.039890443045136e-49,1.2695745253996682e-47,Down
ENSG00000105821.15,DNAJC2,1387,1355,781,640.999,708,965.6139439639865,1.1154309302736152,0.07689358110943362,9.154409477067025e-49,1.284038518212789e-47,Up
ENSG00000169504.15,CLIC4,27,10,464,380,382.001,160.11431564990147,-4.1985800974371665,0.2936193508196407,1.1654075408355804e-48,1.6325967021743216e-47,Down
ENSG00000118894.15,EEF2KMT,690.645,624.847,202.771,213.344,234.623,463.49270413643075,1.7427959050228783,0.1211808363836864,1.2613646248169976e-48,1.764801234495842e-47,Up
ENSG00000068878.15,PSME4,2628.001,2464.001,1830.999,1400.001,1437,1940.0874843562644,0.8846831313856185,0.06089467534480629,1.2927958643053405e-48,1.8065078470224062e-47,Up
ENSG00000103550.14,KNOP1,900.999,841,416.998,344,357.999,539.3222593023139,1.383900042728488,0.09589380166635365,1.445900238507528e-48,2.017918666197787e-47,Up
ENSG00000173457.11,PPP1R14B,4476.504,4239.571,2462.01,2321.442,2187.602,3327.657932809006,1.0689292105588797,0.07386336711972809,1.7084125072241718e-48,2.3813003871033295e-47,Up
ENSG00000153879.9,CEBPG,1761,1634,3948,3136,3291.999,2275.112904185659,-0.8402862716303148,0.057890559446852424,1.8002252785867902e-48,2.5061386159526356e-47,Down
ENSG00000150527.18,MIA2,47,59,464,401,400,194.0106086817575,-2.7686865286005182,0.1935785021324686,2.063877709485778e-48,2.869588770354945e-47,Down
ENSG00000127463.16,EMC1,2074.001,1935.003,1249,1000.001,1091,1568.315122470781,1.0165807826449738,0.07030340065867952,2.3447813206042562e-48,3.256088474759302e-47,Up
ENSG00000204525.18,HLA-C,1616.373,1520.518,3663.766,3007.435,3179.997,2710.048796680316,-0.8804053897536065,0.060795663686698115,2.5879728264796744e-48,3.5893217146331426e-47,Down
ENSG00000132953.18,XPO4,1895,1873,1149,814,821,1236.6731473078296,1.1953357595821616,0.08289616491370147,2.6403946239963423e-48,3.657472005901401e-47,Up
ENSG00000143314.12,MRPL24,1477,1355.001,793,667.999,663,1171.417694267202,1.164440348103298,0.0807589569398334,2.884694896709518e-48,3.9909126788389944e-47,Up
ENSG00000185340.16,GAS2L1,2025,1822,1206,1071,1057,1612.6468703943556,0.957290652120714,0.06626359467514754,3.3786001425902124e-48,4.668420569234143e-47,Up
ENSG00000198604.11,BAZ1A,3353,3013,2378,1764,1945,2520.6263085243927,0.8241140954176069,0.057007682525003975,4.468361154972398e-48,6.166559873968723e-47,Up
ENSG00000184207.9,PGP,1406,1479,782,640,698,1167.607728864486,1.1955297057644612,0.08313492099810668,4.6450913038296634e-48,6.40252250628106e-47,Up
ENSG00000160285.15,LSS,3350.999,2972.002,2075,1747.001,1722.998,2696.867314099893,0.9422916111626672,0.0653558762739883,5.371510011005456e-48,7.394623855694409e-47,Up
ENSG00000146112.12,PPP1R18,1241,1173,2956,2290.999,2526,1742.2415306305493,-0.9136454852051522,0.06338643726695896,6.211688926676458e-48,8.540688836592063e-47,Down
ENSG00000139112.11,GABARAPL1,133,114,632.001,524.999,568,307.02189697897467,-2.0115501641472644,0.14140010523377983,6.493886141741906e-48,8.917683102414254e-47,Down
ENSG00000205133.12,TRIQK,195.999,196,921,687,689.999,445.137735528954,-1.7551132285212596,0.12307459206869369,6.998643774177834e-48,9.599001935100805e-47,Down
ENSG00000145365.12,TIFA,815,729,2016,1703.999,1768,1317.7034491974212,-1.0575412735311391,0.07364845773725412,8.973887699455705e-48,1.2293011969106787e-46,Down
ENSG00000007047.16,MARK4,631,600.999,1748,1369,1548,1007.7625851695893,-1.1439652977847514,0.0797573258574364,9.050821851423086e-48,1.2383169896719767e-46,Down
ENSG00000186687.16,LYRM7,2230,2078,1500.001,1196.999,1170.999,1647.3662919331653,0.91270544411446,0.06347094805031794,1.0187854695687799e-47,1.3921734692745402e-46,Up
ENSG00000061337.16,LZTS1,171,138,651,503,561,592.2460654928673,-1.6841444608337235,0.11830962739721586,1.2011876840309017e-47,1.6394151025799207e-46,Down
ENSG00000037897.17,METTL1,336.999,304,74.999,47,60.001,182.4435218297943,2.5427403230848467,0.17988754516213312,1.7598915363155843e-47,2.3990100416091386e-46,Up
ENSG00000074935.14,TUBE1,528.999,520,1535.999,1277,1265.002,877.7063953623094,-1.1808397315871324,0.08268431999106446,2.009861878373752e-47,2.7364097480988358e-46,Down
ENSG00000074071.15,MRPS34,2515,2432,1517,1313,1338,1807.8337834835922,0.9987440910779056,0.06981100302780957,2.268727941786561e-47,3.085082184087537e-46,Up
ENSG00000136111.14,TBC1D4,2416,2278,1637,1273,1276,1577.1315334033586,0.9233387337064473,0.06449382319110222,2.4516573734810036e-47,3.329769288836334e-46,Up
ENSG00000134574.12,DDB2,465,424.001,1403,1113.999,1122.999,796.7277608784848,-1.253123851936721,0.08798146832948246,2.934509388585185e-47,3.98071023881525e-46,Down
ENSG00000111361.13,EIF2B1,1742,1690,1027,900,940,1258.8530077357755,1.0101930842072309,0.07072496186959276,3.0542931329460126e-47,4.138158469783424e-46,Up
ENSG00000115232.14,ITGA4,5059.001,4523,3698.999,2899.999,2795,3464.369895927135,0.7886582845897497,0.05506267323465377,3.4419960766536386e-47,4.657777679913921e-46,Up
ENSG00000204815.10,ODAD4,55,62,467,392,409.001,203.58853025139763,-2.6313718177191285,0.18676547157959558,3.663053988470701e-47,4.950901974465801e-46,Down
