gene_id,gene_name,A5BKO_1,A5BKO_3,Mix_1,Mix_2,Mix_3,baseMean,log2FoldChange,lfcSE,pvalue,padj,sig (padj<=0.05 & |log2FC|>=0.263)
ENSG00000161547.17,SRSF2,9686,8650.001,3564.999,2911,3053.999,6437.118338802889,1.7027227425943918,0.04486808866746795,8.360815e-317,3.724575876e-314,Up
ENSG00000277443.3,MARCKS,144,139,2704,2188,2192,1429.0586443956345,-3.869088452264172,0.10350775156175203,1.0098815036270042e-307,4.3257885791899797e-305,Down
ENSG00000265972.6,TXNIP,1487.999,1457,7424,6081,6206.999,3417.420929214222,-1.9738811335338753,0.05292514441014185,2.1491048091477476e-306,8.864659355362395e-304,Down
ENSG00000122884.13,P4HA1,1543,1458,7583,6341,6321,3889.6819099963577,-1.9863720949582653,0.053342404635416514,1.793242681212952e-305,7.132622764524517e-303,Down
ENSG00000100889.12,PCK2,950.001,904.999,5776,5040,5055.001,2744.902795655781,-2.3308303273473996,0.06300749247239787,1.0783269996395258e-301,4.1411475155122065e-299,Down
ENSG00000107815.10,TWNK,2721,2634.999,581.999,479.999,470,1537.840909005952,2.5645075481106754,0.06967889824825461,1.2575575552650501e-298,4.6684728309956214e-296,Up
ENSG00000132382.15,MYBBP1A,3778.001,3551,803,684,683.001,2097.046473894509,2.5125830258763493,0.06834263111432771,5.247193840134475e-298,1.885096703147666e-295,Up
ENSG00000110104.13,CCDC86,2210,2094,349,315,281,1146.5705800074852,2.942743688602173,0.08099972249355879,7.608811042597998e-291,2.6481040181691844e-288,Up
ENSG00000168439.17,STIP1,13003,12048,5340.999,4506.999,4457.001,8939.925735395922,1.567359194954495,0.04319071134178098,7.116943995291252e-290,2.4018607659260206e-287,Up
ENSG00000166197.17,NOLC1,10920,10190.999,4550,3450.001,3703.001,6936.112878792865,1.6140364523344528,0.04468271335370956,2.7044954101006427e-287,8.858813347732606e-285,Up
ENSG00000100591.8,AHSA1,5449,5222.001,1642,1363,1374,3702.372275118424,2.0438475339094078,0.05662982495625212,3.020470370346618e-287,9.611136718442938e-285,Up
ENSG00000130707.18,ASS1,331.986,270.993,3997,3536,3761.998,1691.263993338902,-3.461016744105799,0.0961354874992876,1.5700063745998835e-285,4.856989164977473e-283,Down
ENSG00000111641.13,NOP2,4026.954,3743.266,1146.27,946.882,985.001,2219.636300240257,2.093473365435059,0.05915992279568622,2.4549430081966225e-276,7.389378454671833e-274,Up
ENSG00000144381.18,HSPD1,48383.698,45101.772,24857.817,20246.829,20411.915,33012.379338427185,1.274413624090993,0.03611194282633429,4.707140309786683e-274,1.3795637271077442e-271,Up
ENSG00000182054.10,IDH2,294.001,252,2916,2553,2686,1805.6296468703754,-3.133562749799989,0.08903699272317596,4.445194262162822e-273,1.2693879101976243e-270,Down
ENSG00000100304.13,TTLL12,4651,4111.921,1353,1169,1167,2773.2125918407373,2.0033537692730907,0.058125271765810775,2.7137548393495544e-262,7.555771911458997e-260,Up
ENSG00000110400.11,NECTIN1,385,341,3139.999,2406,2729,1689.1653611640118,-2.738777087639765,0.08003032916135536,1.1728060949386628e-258,3.18574182422729e-256,Down
ENSG00000168209.6,DDIT4,4404.001,4051,18373,15980.001,16650.998,10180.915339548288,-1.8289446302608052,0.053550210598534265,1.8196322232821282e-257,4.825058112069777e-255,Down
ENSG00000130826.19,DKC1,6577,6425,2544.999,2009.998,2197,4160.725669395391,1.7058523452931214,0.050386168888733956,6.337667425066852e-253,1.6414558630923145e-250,Up
ENSG00000160818.17,GPATCH4,2485.998,2371.999,525,415,490,1319.4585873421229,2.5205160219942173,0.07462419114426307,3.422127154353364e-252,8.661870481371231e-250,Up
ENSG00000112715.26,VEGFA,320.001,273.999,3231.001,2778,2734,1895.7816025443487,-3.1094542104955516,0.09248624325900238,1.459888588747606e-249,3.61306204730713e-247,Down
ENSG00000165732.14,DDX21,10887,10194,4651.999,3490.001,3528.001,6522.562486019097,1.6175958871896268,0.04825585780153683,6.220442706624277e-248,1.506023270079882e-245,Up
ENSG00000087087.20,SRRT,9189.001,8416.002,3743.001,3115.003,3278,6410.415965324807,1.5541752237075497,0.046375409152278925,9.599131474626531e-248,2.2745856858067163e-245,Up
ENSG00000065183.16,WDR3,3384,3136,980,816,783,1907.0608400675403,2.0958952577007968,0.06280309389152999,3.072568276427232e-246,7.128998519702102e-244,Up
ENSG00000163938.17,GNL3,4731.998,4450.001,1641.001,1269,1349.999,2832.8586496235775,1.8682196984256718,0.05645481914262831,5.412522679324818e-242,1.2301890832579692e-239,Up
ENSG00000167642.13,SPINT2,283,284.001,2608.616,2300.247,2265.714,1337.4207201959916,-2.8916755901020967,0.0877107958677442,3.0079713532250795e-240,6.699955392173543e-238,Down
ENSG00000055044.11,NOP58,5594,5351,2081,1609.999,1784.001,3677.432340359082,1.7595270496024698,0.05377516015420631,1.4905589864261152e-236,3.2549716532995384e-234,Up
ENSG00000132510.11,KDM6B,898,822.001,4983,3730.001,3943,2131.410454951477,-2.1051620359183185,0.06501426901044806,4.625011765223558e-232,9.905530005633609e-230,Down
ENSG00000165271.17,NOL6,2977,2701,740.999,676,634,1591.017337167855,2.2225010930120397,0.06865794074836484,5.452382772518709e-232,1.145720508255488e-229,Up
ENSG00000115457.10,IGFBP2,4171.999,3987,21061,18502.999,19145,12251.72424426095,-2.0814622288921423,0.06443681353697052,5.921533690105523e-231,1.221261494568615e-228,Down
ENSG00000130810.20,PPAN,2705.411,2528.871,732.309,581.487,602.479,1517.250678135977,2.2084007771827823,0.0684889644849366,3.2496574511970356e-230,6.580260915269343e-228,Up
ENSG00000214706.12,IFRD2,2918,2752,664,601.999,601,1774.1289575484002,2.3555551164198016,0.07345669406766023,9.105955101824715e-228,1.8109468208753902e-225,Up
ENSG00000130766.5,SESN2,502,420,3254,2742,2802,1585.8777887467365,-2.485884345726884,0.07761928726661836,3.4975608377774476e-227,6.833742991285515e-225,Down
ENSG00000117450.15,PRDX1,12395,11819,4544,4001,3967,8832.050049123,1.708026565492907,0.05349348370783923,2.1722974748976744e-225,4.171185685850931e-223,Up
ENSG00000213626.13,LBH,120,100,2032.999,1703,1820,805.0011570966292,-3.881624444338138,0.12165490835175789,2.5130903725248363e-225,4.743777538781204e-223,Down
ENSG00000112972.15,HMGCS1,13317,12954,6526,5202.999,5248.001,9196.849319383937,1.3924721298822407,0.044037320462578716,8.642764484983948e-221,1.6042411344877705e-218,Up
ENSG00000171243.8,SOSTDC1,1179,1026,5611,4247,4579,2284.544792334218,-1.9388268758060745,0.06219657778408768,3.013850568217442e-215,5.502500619383222e-213,Down
ENSG00000128918.15,ALDH1A2,1844,1729,7487.001,5821,6137,5220.164836190235,-1.673048645122111,0.05380844180795624,6.920971865455585e-214,1.243207478477078e-211,Down
ENSG00000147852.17,VLDLR,450.999,449.001,3074.002,2425,2450.002,1532.9667303392198,-2.3680904148182855,0.07653432550702911,2.3820001978950566e-212,4.21084701650115e-210,Down
ENSG00000135919.14,SERPINE2,106,118.999,1955,1542,1622,765.1813385849053,-3.7257991802332335,0.12040272473231634,4.5910069540663517e-212,7.989069444912025e-210,Down
ENSG00000115758.14,ODC1,7972,7649.999,3273,2797.001,2796,5137.214430656705,1.574869482258848,0.05089481559582201,9.035585015862528e-212,1.548143235717861e-209,Up
ENSG00000164163.11,ABCE1,6824.988,6528.902,3107.924,2395.95,2497.957,4503.802735802265,1.501150672328393,0.048696577237211824,4.00913329905827e-210,6.765108719941205e-208,Up
ENSG00000181418.8,DDN,1233,1099,80,77,85,497.2922363574623,4.009392386606264,0.1306778998501158,8.981179731623962e-209,1.492886547329792e-206,Up
ENSG00000167721.11,TSR1,3826,3494.999,1364.45,1106,1187.236,2353.035315307723,1.7584017989759002,0.057279547218200354,1.096378227088763e-208,1.7956418110422872e-206,Up
ENSG00000033327.13,GAB2,104,93,2036,1584,1628,720.109671993239,-3.951234432385913,0.12879880736444876,1.150420140155925e-208,1.856844797234281e-206,Down
ENSG00000184897.7,H1-10,3754,3351,14944,13197,13659,7255.378452231602,-1.793173654155782,0.058704913105627685,1.0961282823395625e-206,1.7439400972022438e-204,Down
ENSG00000134109.11,EDEM1,2808.001,2642.001,10489.999,8212.001,8240.001,5425.930102483986,-1.5338766066974558,0.0505478966417182,9.409854548036903e-204,1.4760218324153098e-201,Down
ENSG00000178921.14,PFAS,5482.999,4736,2034.998,1593,1737,3433.8077303754912,1.686767402876584,0.05577958965726345,1.5665836825154014e-202,2.4232003433575034e-200,Up
ENSG00000104419.17,NDRG1,244,238,2163.844,1886.352,1960.11,1001.7506693634998,-2.8695823060081613,0.09506131356803056,4.429737385125395e-202,6.758080172348155e-200,Down
ENSG00000116455.14,WDR77,2230.701,2102.443,596.034,492,469,1355.9088872212094,2.2332802640154745,0.07419529966365516,3.680023178706178e-201,5.538434883952798e-199,Up
ENSG00000108312.16,UBTF,6023,5769.999,2635.001,2215,2266,4345.769020183084,1.487087438582398,0.04933499749030559,4.808695890885359e-201,7.140592818238699e-199,Up
ENSG00000184640.20,SEPTIN9,4465,4407.001,14644.001,12315.001,12666.999,8077.995223035582,-1.3921195186476738,0.046184247337623004,5.9385200453684726e-201,8.702276019114299e-199,Down
ENSG00000186591.13,UBE2H,770,785.999,4028.999,3167,3263.001,1863.9808764621953,-1.974829272218453,0.06591034174008276,3.379914821665351e-199,4.888585892063248e-197,Down
ENSG00000117395.13,EBNA1BP2,3765,3788,1221.001,1058,1061,2543.123527115364,1.9334105377276374,0.06473801135586847,6.782471007926299e-198,9.684151232727587e-196,Up
ENSG00000007350.18,TKTL1,41,26,2310,2020,2069.001,746.2372375636569,-5.787369773025782,0.19459409806357789,1.3033409735549587e-197,1.8373808129723512e-195,Down
ENSG00000053372.5,MRTO4,3207,3031,745,641,743,1857.0024657325557,2.3020056347266076,0.07722568861458134,2.193004645477125e-197,3.0529365920848425e-195,Up
ENSG00000114867.22,EIF4G1,15785.999,14644.999,7041.998,5466.998,5739.998,10907.162798963469,1.4988249158675038,0.050212779570794557,3.1161629290219147e-197,4.284531671668773e-195,Up
ENSG00000116649.10,SRM,3734,3533,1117,901.001,903,2104.876336506311,2.072358798332574,0.06963132365632134,1.1294629353000624e-196,1.53400350127278e-194,Up
ENSG00000142765.18,SYTL1,362,313.001,2477.999,2078.001,2132.001,1081.679990200266,-2.537972962924226,0.08530034517959054,1.230523169893491e-196,1.6511248847113025e-194,Down
ENSG00000108828.16,VAT1,1518.001,1549,6266,5323.002,5418,3005.29039009932,-1.7022996327957296,0.05747195593638476,1.77210848881598e-194,2.349520504755187e-192,Down
ENSG00000138035.15,PNPT1,3000,3007,851.001,722,807.999,1673.2105474164928,2.0894810895861684,0.0708019642691696,1.8429181907116487e-193,2.414656457641839e-191,Up
ENSG00000138074.15,SLC5A6,2260.999,2089,646.001,552,532,1273.275086750252,2.085349038295339,0.0708775407271081,2.6207708942988113e-192,3.393898308116961e-190,Up
ENSG00000148840.11,PPRC1,2318.999,2147.001,649,470,475.999,1336.5962276898774,2.245331034681542,0.07663111000291853,7.693943758028033e-191,9.84913237162738e-189,Up
ENSG00000196549.13,MME,1247,1204.999,5131.998,4076.999,4138.002,2836.0369481908274,-1.672642271654203,0.05703532095958138,1.092643380763058e-190,1.3828146967679747e-188,Down
ENSG00000112759.19,SLC29A1,2812.999,2601,1015.999,843.001,805,2029.0175005155486,1.7807195031440004,0.06096136920537525,2.4788206636753745e-189,3.101868059702545e-187,Up
ENSG00000134107.5,BHLHE40,219,198,1939,1586,1587,924.503642841319,-2.84086226197938,0.09732017506748662,3.014469433745672e-189,3.7302384537361717e-187,Down
ENSG00000166349.11,RAG1,2501,2429,876.723,633,657,2205.060640911895,1.947717818406098,0.06688273439411782,2.2672796247149962e-188,2.7748014484011993e-186,Up
ENSG00000052749.14,RRP12,2173,1951,550,473,482.001,1216.0139501793083,2.2070479233616225,0.07598439777731611,1.3414407602275674e-187,1.6238723637667843e-185,Up
ENSG00000065809.14,FAM107B,478,493,3020,2333.999,2422,1448.9999611161063,-2.2252062176964977,0.07669189808933193,3.2674785408862837e-187,3.912893388155972e-185,Down
ENSG00000135829.17,DHX9,9345,8570.999,4445.999,3688.999,3539,6522.635806097923,1.3773713407816313,0.04759472309648756,1.7420027561890592e-185,2.0639026271997397e-183,Up
ENSG00000100664.11,EIF5,7212.165,6853.942,3525.267,2913.195,3031.913,4733.553256381482,1.329762081653768,0.04611648114312856,3.995515999085593e-184,4.684006492822763e-182,Up
ENSG00000215301.11,DDX3X,13865.805,13454.79,6923.9,5086.95,5394.968,10580.894642390303,1.4157218270419063,0.0491949000878527,1.7143613440129998e-183,1.9888377383617478e-181,Up
ENSG00000145220.14,LYAR,2376,2309,790,621,633,1405.4727331213276,1.9551596845683683,0.06844018821063544,1.9785713215339568e-181,2.271685444115843e-179,Up
ENSG00000120800.5,UTP20,1947,1914,404,307,338,1033.2442359278757,2.6359201795419507,0.09230411016179507,2.0170819547099607e-181,2.292269564245391e-179,Up
ENSG00000150753.12,CCT5,14242,13671,7337.999,6213.002,6144.998,10469.72813220048,1.2621569746661974,0.04429635055728255,8.332265796076641e-180,9.373378199081369e-178,Up
ENSG00000115902.11,SLC1A4,1108.999,980.999,4323,3389,3537.999,2559.2963175481013,-1.6574191448489288,0.05860778529207381,1.4530252022002154e-177,1.61823416769038e-175,Down
ENSG00000214022.12,REPIN1,5372.757,4822.999,2385.373,1948.998,2033.788,3557.4843093425407,1.4366142223156395,0.05077842258658145,1.7528360908799501e-177,1.9328054994188122e-175,Up
ENSG00000068654.17,POLR1A,4331.999,3883,1381.001,1076,1135.999,2597.4939226950937,1.9497100232525268,0.06908922782063676,3.8784235515485675e-177,4.2347061856467056e-175,Up
ENSG00000247626.5,MARS2,1577,1437,339,282,309,864.8092571874779,2.4483194201901366,0.08692301743941881,1.106518024434987e-176,1.1964360425371311e-174,Up
ENSG00000148843.15,PDCD11,4676,4132.999,1595,1340,1364.001,2930.9564727342954,1.7891813786733075,0.0634610487775219,1.2031422422783118e-176,1.2884033800243806e-174,Up
ENSG00000163818.20,LZTFL1,106.999,123,1795,1364.999,1455,601.1498636154445,-3.5408118550165875,0.12588612481079706,8.453281019140716e-176,8.966113400968587e-174,Down
ENSG00000103056.12,SMPD3,3081.389,2910.999,1109.001,875,948.238,1931.7246366970676,1.788585512735177,0.06369218309481481,2.800421880199473e-175,2.942292309413352e-173,Up
ENSG00000136295.16,TTYH3,726.999,632.999,3211.999,2565.999,2688,1819.6812998188589,-1.8671065308172297,0.06660750404158888,9.492966566760968e-175,9.880669967665131e-173,Down
ENSG00000007237.19,GAS7,456.001,372,2555,1968,2044,1599.287570566724,-2.213350801252377,0.07906632370315872,1.5029083742623176e-174,1.549804681866614e-172,Down
ENSG00000135316.20,SYNCRIP,11284.795,10515.165,5758.425,4333.975,4372.277,8690.55313134275,1.3559241679461203,0.04843676749361851,9.320988851103124e-174,9.523656223370228e-172,Up
ENSG00000172216.6,CEBPB,443,431,2885,2429,2487,1329.992685267743,-2.385545106804931,0.08553784814983503,2.6366861775500535e-173,2.6695249053977225e-171,Down
ENSG00000105447.13,GRWD1,2949,2813,755,657,777,1688.9116984160255,2.14617924365438,0.0769775038692425,3.816211341899217e-173,3.8289320463722144e-171,Up
ENSG00000261236.8,BOP1,4779,4457,2057,1645,1798,3305.1336455828364,1.505751269614421,0.05396081256394604,8.071199610739022e-173,8.025799112928614e-171,Up
ENSG00000090861.17,AARS1,3940.001,3759,12553.999,10732,10620.999,6806.100141203342,-1.3720411449098537,0.04915075882519717,8.15313247556985e-173,8.035525343400125e-171,Down
ENSG00000182557.8,SPNS3,184,198,1848,1580.999,1659,786.4199343479606,-2.9606742673409836,0.10625254487328228,1.024787583788994e-172,1.0011455544436866e-170,Down
ENSG00000117877.11,POLR1G,926,870,91,66.001,62,430.2069033478536,3.782278560160872,0.1358084979830246,1.4881059697077374e-172,1.4411335812726149e-170,Up
ENSG00000124785.9,NRN1,839,796,4033,3405,3332.999,2244.6997928081382,-1.9487018385973838,0.07014183008205103,8.339223894908366e-172,8.006373837723662e-170,Down
ENSG00000179041.4,RRS1,1345,1301,294,216,243,746.5891935220293,2.5687414045328705,0.09254710985745215,1.1897864045451746e-171,1.1325342895230437e-169,Up
ENSG00000197451.12,HNRNPAB,5755.998,5375,2775.995,2119.001,2285.001,4089.382417446122,1.3936560661074482,0.05014929353584923,2.5253922281560475e-171,2.383499427540161e-169,Up
ENSG00000124193.16,SRSF6,6171.891,5846.933,3112.972,2534.918,2547.942,4493.558427013967,1.3124862165030244,0.04724800073652806,4.151017493584993e-171,3.884864018996308e-169,Up
ENSG00000107937.19,GTPBP4,3328.001,3073,1301,954.001,1068,1983.8092036305518,1.705603952837448,0.06161676279817376,2.4984898737208754e-170,2.3188068103024494e-168,Up
ENSG00000153395.10,LPCAT1,4501,4251,2073.001,1678.999,1777.999,3514.3086138627345,1.4209734501817797,0.05145731952479438,3.0949215349112925e-169,2.848606705314633e-167,Up
ENSG00000087258.16,GNAO1,78,41,1659.001,1254,1312.999,573.5544070663015,-4.358371219690274,0.15925765581334467,2.496312612227133e-167,2.2788060297027525e-165,Down
ENSG00000138385.16,SSB,4025.999,3790.999,1647,1378.002,1320,2351.784448672996,1.6049990823687739,0.05859928538320977,9.920687392385657e-167,8.982658169837322e-165,Up
ENSG00000084090.14,STARD7,8380.999,8105,3811,3205,3333,5392.3147895470565,1.4290475228677355,0.05221452918661121,2.6406686987498843e-166,2.371703814353021e-164,Up
ENSG00000005100.13,DHX33,1923.001,1896,595,407.999,439.999,1219.829565189002,2.165369573785935,0.07933709455743265,4.142184037153018e-166,3.690520289741853e-164,Up
ENSG00000120705.13,ETF1,5044.998,4707.001,2465,1999.999,2065.999,3561.3936894460116,1.3375626614386438,0.0489524982793129,1.1101154701071663e-165,9.812187294113898e-164,Up
ENSG00000108179.14,PPIF,3471,3355,1229.001,1052,1070,2269.5168966898705,1.7815057360056366,0.06533215961000062,1.7469349842507357e-165,1.531938182645704e-163,Up
ENSG00000116750.14,UCHL5,3767.999,3739.001,1618,1269,1305,2460.740284904429,1.6010984820301273,0.058734554100416676,3.462299669742259e-165,3.012471204837464e-163,Up
ENSG00000114796.16,KLHL24,147,133.001,1772.923,1266.998,1319,740.5277162466173,-3.174563334933584,0.11750666959206955,1.741890393081437e-162,1.5038320393603073e-160,Down
ENSG00000130204.13,TOMM40,5141.999,4784.986,1960.989,1730.983,1829.988,3402.027147492634,1.5987829410836167,0.05929743037229792,1.1297309350087932e-161,9.678318017840715e-160,Up
ENSG00000136271.11,DDX56,2817.999,2587.998,1073,885,908,1698.668353674173,1.6715852001866462,0.06210473302608163,3.3055685670397768e-161,2.8102379489406104e-159,Up
ENSG00000166166.13,TRMT61A,1419,1291,234,221,226,767.5331348221617,2.7388264291385003,0.10242499161448287,1.6371843547762118e-159,1.3813122847835357e-157,Up
ENSG00000144136.11,SLC20A1,2771,2535,855,725.001,774.999,1539.8086482996596,1.9242370603050818,0.07216657606519707,1.5329076980366963e-158,1.2836084987244126e-156,Up
ENSG00000124766.7,SOX4,2410,2226,7357,5742,6146,4657.768538744746,-1.2838553660767726,0.04852355512503469,1.6425672306325563e-155,1.3651694960861775e-153,Down
ENSG00000276043.5,UHRF1,9928.815,9458.325,5313.368,4145.167,4376.73,7752.450742835798,1.2482826500576576,0.04730623886234157,1.1669939039303202e-154,9.627267487460722e-153,Up
ENSG00000116133.13,DHCR24,9102.999,8725.001,4936,4009,4278.001,7449.340337600254,1.1906365840308801,0.04512149162291875,1.3284447664466663e-154,1.0878595120526856e-152,Up
ENSG00000044574.9,HSPA5,14304.993,13402.998,8132.973,6800.997,6894.999,9915.196712710525,1.103079857688265,0.04179660055078353,1.469987982469465e-154,1.194982201515506e-152,Up
ENSG00000105281.12,SLC1A5,4472.999,4257,12197,10164,10525.999,7440.558984433112,-1.1470852033613395,0.04355856615486127,5.976682218825271e-154,4.823355787757757e-152,Down
ENSG00000182551.14,ADI1,1850,1729,482,354.999,442,1095.4129163711777,2.2384402822375455,0.08550281653029747,3.423683926368837e-153,2.743134380429478e-151,Up
ENSG00000172794.20,RAB37,162,134.001,1574.998,1331,1386.999,652.9627982411685,-3.082374420016499,0.11798103263637512,3.060289827030274e-152,2.434460557402583e-150,Down
ENSG00000135763.10,URB2,1471,1469,372,335,343,896.5680512483334,2.236829079314863,0.08574831274657534,3.985612931492159e-152,3.148068880711218e-150,Up
ENSG00000179598.6,PLD6,1010,1064,171,155,145.621,581.6477842842675,2.8859507030177274,0.11065310740583621,7.5774127524018995e-152,5.942932804471828e-150,Up
ENSG00000063244.14,U2AF2,8540.998,7625,4548.001,3797.001,3866,6503.799960669131,1.1623965667039469,0.04449685182436061,1.4777430448871526e-151,1.1508828175460292e-149,Up
ENSG00000132768.14,DPH2,1803.002,1596.999,506.001,405,409.999,1078.7204609750588,2.1174235495247973,0.08137929135260707,2.598798577533767e-151,2.009918038749553e-149,Up
ENSG00000159199.14,ATP5MC1,3196.999,3183.999,1164,1030.999,953.001,2183.2097393310837,1.774537537046964,0.06818132561407324,4.361962165528593e-151,3.3502877681028923e-149,Up
ENSG00000115368.10,WDR75,2777,2666,1078,899,928,1664.71228620421,1.6618216525198644,0.0639110965116746,1.100242547775659e-150,8.392740585327066e-149,Up
ENSG00000163468.15,CCT3,13510.003,12637.001,6894.999,5690.999,6200.999,9624.453087061534,1.2339524667578383,0.04754919037992531,1.1108701917155202e-149,8.416164166759011e-148,Up
ENSG00000131467.12,PSME3,4983.001,4842,2544,2021.998,2109.998,3450.152482221983,1.317930181709947,0.05080748601303894,1.2400808429105069e-149,9.331608342901564e-148,Up
ENSG00000132603.15,NIP7,2070,2035,622,477.968,504,1173.1169457326519,2.1123131382879388,0.08194742118796658,1.4200380894830578e-148,1.0614069934612627e-146,Up
ENSG00000106263.19,EIF3B,6733.001,6052.999,3445.001,2767.001,2976,5278.699072207016,1.2348083954424058,0.04793965331526254,1.662936226112558e-147,1.2346747166810372e-145,Up
ENSG00000073060.17,SCARB1,1891.001,1721,568,512.072,479.001,1129.734279226956,1.9636977576921262,0.07644137164620392,1.7676305592732334e-147,1.3037153336838411e-145,Up
ENSG00000111674.9,ENO2,758.038,755.001,3221.239,2743.043,2823.085,1673.4142863386144,-1.767502505358798,0.06877229023059292,2.059765538391506e-147,1.509184789543829e-145,Down
ENSG00000173692.14,PSMD1,3838.001,3434,1730.001,1403.001,1427.001,2722.786027703255,1.430668631943795,0.055652827474698734,3.9695591189500307e-147,2.889475810963823e-145,Up
ENSG00000111276.12,CDKN1B,1356,1287,4802,3793,4048,2567.7411721383623,-1.4868671683424144,0.05799425052262775,2.0507366906915183e-146,1.483055488586457e-144,Down
ENSG00000133454.16,MYO18B,2747.999,2438,10310,7707.999,8330,5435.911649200081,-1.5713430219212463,0.061321587158945076,2.3775824222503935e-146,1.7083313184904926e-144,Down
ENSG00000113263.14,ITK,2638,2542,7859,6346.001,6592,4255.74738198292,-1.2361620500399237,0.04819685067482625,2.768113173040216e-146,1.976184385137749e-144,Down
ENSG00000166750.10,SLFN5,314,295,2367,1624.001,1747,1043.750239325999,-2.451167679993111,0.09611214718235976,1.336725408825287e-145,9.482236228081032e-144,Down
ENSG00000121057.13,AKAP1,2054.999,1817,719.999,552,586,1350.3625561662843,1.8151324216125888,0.07111986230254269,1.789025307595309e-145,1.261036382954997e-143,Up
ENSG00000100600.15,LGMN,737.001,648,3015.999,2457.002,2661.999,1615.2706263341418,-1.7840195307976676,0.070156256603564,2.0682960213466396e-144,1.4487177855180834e-142,Down
ENSG00000197785.14,ATAD3A,3501.964,3245.466,1285.454,1016.478,1226.338,2206.489192803206,1.689659740991537,0.06643309892715604,2.319987910730179e-144,1.6148565851126252e-142,Up
ENSG00000088205.13,DDX18,5733.001,5217.999,2827.999,2188,2190,3671.883190334757,1.3645912714452344,0.05366747857732878,6.006120911563739e-144,4.154668856651265e-142,Up
ENSG00000134802.18,SLC43A3,3773.063,3689.862,1762.464,1388.349,1453.062,2556.019470724826,1.456906024968904,0.05733147866778655,7.12985115687383e-144,4.901552613216287e-142,Up
