gene_id,gene_name,Mix_1,Mix_2,Mix_3,NT_1,NT_2,NT_3,baseMean,log2FoldChange,lfcSE,pvalue,padj,sig (padj<=0.05 & |log2FC|>=0.263)
ENSG00000155542.12,SETD9,99.001,107,99.001,151.999,148,123.001,133.67238446026332,-0.5803152827495209,0.17594485441618776,2.5864762130818213e-4,5.289310610556784e-4,Down
ENSG00000172831.14,CES2,717,580.999,642,705.999,689,677.862,653.1778217426654,-0.28370945404651643,0.07975948125738667,2.6005031595631266e-4,5.317019219396831e-4,Down
ENSG00000170348.9,TMED10,5714.99,4551.001,4846.998,3730,4047.002,3973.999,4332.595178573898,0.160079423476128,0.04418950125998001,2.603252272400455e-4,5.321663097966937e-4,NS
ENSG00000197776.8,KLHDC1,46,45,39.999,12,13,19,26.993783564522825,1.0194026198457486,0.39229088204321977,2.6040366385972086e-4,5.322289602506352e-4,Up
ENSG00000178913.9,TAF7,2630,2247,2322,2412,2435,2348,2424.0219592141984,-0.19337582167044803,0.05360285060249526,2.613537968787986e-4,5.340728873099414e-4,NS
ENSG00000072364.13,AFF4,2253,1658,1591,1220.001,1282,1472,1502.6968052903271,0.2543695213760678,0.07116104837667907,2.614108847746877e-4,5.340915471905517e-4,NS
ENSG00000113282.14,CLINT1,3023.001,2310.001,2517.999,2533.999,2632,2574,2715.4078816727383,-0.17886410495306676,0.049506847645978104,2.624656229666195e-4,5.361481370101324e-4,NS
ENSG00000149476.16,TKFC,918.633,745.887,722.636,815.377,844.573,835.113,804.4955009535765,-0.25618233430224824,0.07171686757157708,2.6272169485626383e-4,5.364744253051357e-4,NS
ENSG00000205903.7,ZNF316,1787,1338,1458.001,1068,1057.001,1234,1250.1306925484269,0.238623960794283,0.06660536242036912,2.626856471876442e-4,5.364744253051357e-4,NS
ENSG00000084093.19,REST,2313,1733,1768,1309.999,1485.001,1495,1561.5936769758337,0.2277097268141061,0.06345608999953971,2.6303513237148563e-4,5.369175713382029e-4,NS
ENSG00000157625.16,TAB3,1180,861,886.999,977,971,1104,968.0192227451612,-0.2560256141387081,0.07167721861057198,2.6302939573561606e-4,5.369175713382029e-4,NS
ENSG00000114861.24,FOXP1,1160,935.001,867,645.942,635,792.999,770.6593221110447,0.29917108931453773,0.08443414942149363,2.632227356198672e-4,5.370052402635026e-4,Up
ENSG00000129055.13,ANAPC13,800,711,676,754,799,768.001,770.3312113646507,-0.2733025364634178,0.07675342966175926,2.632015956171816e-4,5.370052402635026e-4,Down
ENSG00000132432.14,SEC61G,1406.999,1273.999,955,1383,1314,1287.999,1245.1562189482495,-0.3180240440873219,0.09009628487311144,2.6315048121558325e-4,5.370052402635026e-4,Down
ENSG00000041515.16,MYO16,26,13,14,52,32,43,22.974928444350038,-1.0753271588158988,0.42663445943460515,2.6380483854479916e-4,5.380554323391324e-4,Down
ENSG00000120254.16,MTHFD1L,3220.002,2646,2754.001,2749.285,2880.999,2830,2760.484801567714,-0.16992636238455722,0.047002448117065124,2.638341309153275e-4,5.380554323391324e-4,NS
