gene_id	gene_name	cDC1_TNFa_1	cDC1_TNFa_2	cDC1_TNFa_3	cDC1_Tumor_1	cDC1_Tumor_2	cDC1_Tumor_3	cDC1_Tumor_TNFa_1	cDC1_Tumor_TNFa_2	cDC1_Tumor_TNFa_3	cDC1_un_1	cDC1_un_2	cDC1_un_3
ENSMUSG00000082879.2	Gm13525	0	0	0	0	1	0	0	0	0	0	0	0
ENSMUSG00000082882.3	Or4c100	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000082884.2	Gm13339	1.012	1.014	2.038	1.013	0	2.036	2.23	4.098	2.046	3.057	4.08	3.055
ENSMUSG00000082886.2	Gm5386	0	0	0	1	0	0	0	0	0	0	0	0
ENSMUSG00000082887.2	Gm14607	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000082888.2	Gm12934	0	0	0	0	0	0	0	0	0	1	1	0
ENSMUSG00000082889.2	Cyp4a29-ps1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000082890.2	Gm15014	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000082891.2	Sec61g-ps3	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000082892.3	Or5m11d-ps1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000082893.2	Gm11383	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000082894.2	Gm6480	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000082895.2	Rpsa-ps9	16.026	22.25	29.714	12.024	26.13	15.864	12.526	14.702	17.699	17.435	32.262	25.281
ENSMUSG00000082896.2	Gm5844	12.953	5.364	9.052	12.756	11.115	23.637	16.471	15.331	29.982	5.716	4.538	3.844
ENSMUSG00000082897.2	Gm11982	0	0	0	1	0	0	0	0	0	0	0	0
ENSMUSG00000082898.2	Gm12041	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000082899.2	Gm12379	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000082900.2	Gm11557	0	0	1	5	1	1.499	1.038	1	4.525	0	0.911	0
ENSMUSG00000082901.2	Rps8-ps5	2.66	2.422	0	2.304	1.135	1.141	1.982	0	1.479	5.579	0	2.976
ENSMUSG00000082902.4	Ccl19-ps1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000082903.2	Gm14083	0	0	0	0	0	0	0	1	0	0	0	0
ENSMUSG00000082905.2	Gm7823	6.004	13.031	6.538	4.004	2.001	1.001	1	2.001	2.001	7.003	3.001	2.001
ENSMUSG00000082906.2	Smt3h1-ps	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000082907.2	Gm14832	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000082908.5	Gm13736	2.214	2.303	4.658	1.061	0	5.679	2.168	2.175	1.076	1.062	0	3.273
ENSMUSG00000082910.2	Gm14758	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000082911.2	Gm14119	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000082912.2	Gm8770	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000082913.2	Gm14739	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000082915.2	Gm15240	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000082917.2	Gm11440	0	0	0	0	0	0	0	0	0	0	1	0
ENSMUSG00000082918.4	Defa-ps16	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000082919.2	Gm12641	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000082920.2	Gm13864	8.674	7.867	12.751	4.393	7.78	6.691	4.501	2.015	8.999	7.656	15.303	12.439
ENSMUSG00000082922.4	Gm6939	0	1.014	0	0	0	0	0	0	0	1.007	0	1.041
ENSMUSG00000082924.2	Gm11462	0	0	0	1	1.017	0	0	1	0	0	0	0
ENSMUSG00000082925.2	Gm13135	5.947	1.082	2.731	0	0	5.074	5.029	5.758	3.295	1.007	1.103	5.028
ENSMUSG00000082926.4	Gm8172	57.644	43.984	34.504	4.81	27.836	20.001	0	19.101	19.198	48.123	19.81	59.98
ENSMUSG00000082927.4	Gm5863	0	0	0	2.291	2	1	3	4.004	1	0	0	2
ENSMUSG00000082928.2	Gm12785	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000082929.2	Gm6067	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000082930.2	Gm13462	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000082931.2	Gm13586	0	1	1	1	0	0	0	0	0	0	0	1
ENSMUSG00000082932.4	Cyp2j8	0	0	0	4	0	2	1	3	4	0	0	0
ENSMUSG00000082933.2	Gm14811	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000082934.2	Gm13887	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000082935.4	Gm7658	17.457	5.137	6.168	9.171	6.164	11.169	6.107	8.164	6.172	10.274	11.231	4.09
ENSMUSG00000082936.2	Gm16166	2	2	0	1	0	0	0	0	2	1	0	2
ENSMUSG00000082937.2	Gm15095	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000082938.2	Gm2810	1.315	0	1.36	0	5.741	0	0	5.879	2.794	6.963	1.234	2.875
ENSMUSG00000082939.2	Gm14881	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000082940.2	Gm14103	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000082941.2	Gm12850	1	0	0	0	0	1	0	0	0	0	0	0
ENSMUSG00000082943.2	Gm13355	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000082945.2	Gm11540	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000082947.2	Gm12587	0	0	0	0.999	0	0	1	2	3	2	3	0
ENSMUSG00000082949.2	Gm11920	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000082950.2	Btf3-ps10	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000082951.2	Gm13359	0	0	0	0	0	0	0	1.001	0	0	0	0
ENSMUSG00000082952.2	Gm12507	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000082953.4	Gm13217	0	1.169	0	2.54	0	0	1.164	1.143	3.226	0	1.152	2.473
ENSMUSG00000082954.2	Gm15504	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000082955.2	Gm8036	0	1.001	0	1.001	1.006	0	1.002	0	0	0	0	0
ENSMUSG00000082956.5	Naip3	1.144	0	2.896	0	1.554	2.522	0	3.222	0	4.709	4.836	3.775
ENSMUSG00000082957.2	Gm15303	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000082958.2	Gm12731	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000082960.2	Gm6884	0	0	0	0	0	1	0	0	0	0	0	0
ENSMUSG00000082961.2	Gm15131	1	1	2	0	1	0	0.608	0	0	2.658	1	1
ENSMUSG00000082962.4	Gm10601	0	0	0	2	3	1	3	6	7	0	0	0
ENSMUSG00000082963.2	Gm12465	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000082964.4	Rpl13-ps5	0	0	0	0	0	0	0	1	0	0	0	0
ENSMUSG00000082965.2	Gm6754	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000082966.2	Gm14614	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000082967.3	Gm16082	0	0	1	0	0	0	0	0	0	0	0	0
ENSMUSG00000082968.2	Gm14581	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000082969.2	Gm12630	4	6	6.001	1	4	1	4	2	1	1	1	1
ENSMUSG00000082970.2	Gm15214	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000082971.2	Gm13517	1	0	0	0	1	0	0	0	0	0	0	0
ENSMUSG00000082973.2	Gm13672	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000082974.2	Gm15129	0	0	0	1	0	0	0	0	0	0	0	0
ENSMUSG00000082975.2	Gm14363	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000082976.11	Gm15056	1	0	0	1	1	2	1	2	0	0	0	0
ENSMUSG00000082977.2	Gm11911	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000082978.2	Rpsa-ps11	17.075	7.043	5.049	1.002	9.044	4.027	8.03	4.046	2.006	12.213	14.127	18.244
ENSMUSG00000082980.6	Or4x13	0	0	0	1	0	0	0	0	2	0	0	0
ENSMUSG00000082981.2	Polr2k-ps	0	1	0	0	0	0	0	0	0	1	0	0
ENSMUSG00000082982.3	Or12e16-ps1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000082983.2	Gm12318	0	0	0	0	1	0	0	0	0	0	0	0
ENSMUSG00000082985.3	Gm14042	1	0	0	0	3	1	3	0	4	1	0	2
ENSMUSG00000082986.2	Gm11389	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000082987.2	Rps13-ps6	0	1	0	0	0	0	1	0	0	0	0	0
ENSMUSG00000082988.4	Gm5903	2.322	1.113	1.114	2.213	3.797	9.774	7.467	5.714	5.776	2.211	3.294	4.53
ENSMUSG00000082989.2	Gm13557	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000082990.2	Gm14052	3	1	2	2	0	1	0	0	2	6.899	1	0
ENSMUSG00000082991.2	Rps10-ps3	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000082993.2	Gm11566	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000082994.2	Gm11848	0	0	0	0	0	0	0	0	0	1	0	0
