gene_id	gene_name	NC_1	NC_2	NC_3	NC_4	pi5_1	pi5_2	pi5_3	pi5_4
A1CF	A1CF	1.11913	1.020079	1.019899	0.957238	0.885211	0.930155	1.009628	1.162893
A2M	A2M	16.685544	18.884293	18.240454	17.396615	18.260295	19.340518	18.155083	17.481249
A4GALT	A4GALT	0.162031	0.255284	0.163439	0.161095	0.236464	0.246454	0.293553	0.240064
A4GNT	A4GNT	0.323106	0.418891	0.279746	0.564991	0.390334	0.729794	0.430289	0.503377
AAAS	AAAS	14.160264	16.430689	17.939418	16.704053	13.551269	16.196473	13.796968	15.970815
AACS	AACS	60.878104	64.848322	61.125122	58.762429	59.660989	62.606723	60.839722	60.376651
AAGAB	AAGAB	62.98044	63.259673	62.740891	61.84447	65.086157	63.150919	59.59844	60.088961
AAK1	AAK1	25.054666	29.482954	26.793841	25.547863	26.698386	27.994027	25.440768	28.524271
AAMDC	AAMDC	17.419599	11.731554	8.677761	11.099866	12.602625	10.941612	9.865109	12.899455
AAMP	AAMP	99.441815	108.420895	111.872433	109.20016	105.169096	106.247507	91.885482	98.571677
AANAT	AANAT	0	0	0	0	0	0	0	0
AAR2	AAR2	57.982542	60.971404	53.076608	55.594534	58.465361	60.788542	53.619143	54.568777
AARD	AARD	0.189476	0	0	0.161765	0	0	0	0.354798
AARS1	AARS1	96.032374	95.413844	89.518073	86.005836	93.277369	92.224846	84.339836	97.182475
AARS2	AARS2	4.332674	5.714343	4.621136	5.321551	4.741354	4.837426	4.666917	4.670687
AARSD1	AARSD1	126.819057	129.23496	123.365308	124.162975	122.831268	119.138698	124.447625	110.511077
AASDH	AASDH	20.038287	20.871823	24.16866	22.855024	20.289921	21.293756	24.203674	22.314711
AASDHPPT	AASDHPPT	13.094972	11.958967	10.533695	10.013944	12.379973	10.86563	10.780391	12.21829
AASS	AASS	0.50602	0.608808	0.809808	0.582542	0.574861	0.893513	0.552835	0.792476
AATF	AATF	28.662563	29.421572	26.870043	26.6193	27.090052	26.781012	25.628555	29.242698
AATK	AATK	2.307904	2.59729	2.529476	2.428604	2.08583	2.554622	2.64033	2.336674
ABAT	ABAT	6.329639	5.486494	6.378319	5.43157	5.268466	5.733681	6.659981	5.870487
ABCA1	ABCA1	23.868944	26.100708	24.257475	25.160841	25.444044	26.474585	25.974609	26.748464
ABCA12	ABCA12	0.082785	0.168248	0.083844	0.114865	0.081861	0.053305	0.062219	0.094922
ABCA13	ABCA13	0.001899	0.002567	0	0.002976	0	0	0.020214	0
ABCA2	ABCA2	2.079489	2.169733	2.260518	2.078839	2.23227	2.18131	1.961112	2.487459
ABCA3	ABCA3	12.30355	13.516015	14.425032	12.921704	13.310051	14.143947	13.90292	13.262362
ABCA4	ABCA4	0.770014	0.79298	0.712951	0.740274	0.767258	0.740524	0.846422	0.695987
ABCA5	ABCA5	5.21141	5.103708	5.025595	4.673163	5.423276	5.505641	4.901203	5.782479
ABCA7	ABCA7	0.005609	0	0	0.023014	0.006547	0	0	0
ABCB10	ABCB10	40.966327	44.601369	44.716722	42.37858	42.751455	44.10352	46.175001	46.068928
ABCB11	ABCB11	0.077032	0.096266	0.161227	0.060572	0.055236	0.140692	0.148795	0.032028
ABCB4	ABCB4	2.904171	2.666351	2.528042	2.891861	3.11471	2.668829	3.042443	2.859824
ABCB6	ABCB6	116.263217	125.265465	137.367598	131.864281	127.04496	121.488014	131.823556	124.759005
ABCB7	ABCB7	46.80586	50.336535	50.600476	48.880502	47.883691	53.224745	50.503918	54.047274
ABCB8	ABCB8	35.799934	39.741355	40.438522	41.013691	39.394049	41.919877	39.313337	39.680584
ABCB9	ABCB9	1.624702	1.498683	1.87255	1.504162	1.123875	1.270568	1.815221	1.72189
ABCC1	ABCC1	13.46755	15.091571	14.869597	13.777897	13.134731	14.936186	14.537298	15.664745
ABCC10	ABCC10	3.00884	4.003396	4.094604	3.547168	3.437868	4.04272	3.373713	3.953298
ABCC12	ABCC12	61.515617	60.423265	64.704516	63.924857	61.489621	57.032412	66.865426	57.631461
ABCC2	ABCC2	4.676992	4.279552	4.557957	3.967946	4.714843	4.387439	3.937421	4.349538
ABCC3	ABCC3	0.056998	0.162956	0.075278	0.116461	0.106167	0.057566	0.071081	0.113647
ABCC4	ABCC4	20.150486	21.61804	21.526581	19.784986	22.020378	22.765677	20.589327	22.302185
ABCC5	ABCC5	23.807946	29.274346	32.665164	29.838383	27.156735	29.42417	31.203028	26.516485
ABCC6	ABCC6	0.954744	1.379228	1.428611	1.197627	1.048138	1.588095	1.344549	1.228501
ABCC8	ABCC8	0	0.023621	0	0	0	0	0	0.028621
ABCC9	ABCC9	0	0	0	0	0	0	0	0
ABCD1	ABCD1	0.979858	1.229645	1.353723	1.326553	1.106658	1.204593	1.144353	1.283412
ABCD2	ABCD2	1.355993	1.532196	1.346544	1.522278	1.279346	1.340144	1.367281	1.444001
ABCD3	ABCD3	156.61982	148.621616	146.259868	142.313123	152.291746	155.675664	152.787265	165.195697
ABCD4	ABCD4	40.449099	42.151433	44.88846	46.83911	42.187141	44.605733	41.211884	45.079496
ABCE1	ABCE1	233.067846	219.96106	216.253585	206.887117	217.220972	221.172993	221.750648	222.241651
ABCF1	ABCF1	66.691705	69.989092	65.989202	66.049697	67.155769	70.688199	64.864444	67.460377
ABCF2	ABCF2	122.153582	138.173391	127.487769	127.394079	127.335223	131.977308	124.61452	128.99665
ABCF3	ABCF3	31.393121	35.727662	37.410852	36.465184	32.762524	34.54782	36.052447	35.195155
ABCG1	ABCG1	0.143028	0.11391	0.16239	0.118729	0.116109	0.117279	0.094616	0.181058
ABCG2	ABCG2	47.504998	45.525613	46.551453	46.304998	46.560819	50.290336	47.980251	49.685177
ABCG4	ABCG4	0.286627	0.315535	0.49577	0.456038	0.478594	0.640929	0.445218	0.450799
ABCG5	ABCG5	0	0	0	0	0.037747	0	0.023449	0.021893
ABHD1	ABHD1	1.057979	1.172323	0.769642	0.389035	0.772464	0.696057	0.89305	0.509559
ABHD10	ABHD10	4.392169	3.544543	4.373147	4.442403	4.225289	4.179679	4.097445	5.268565
ABHD12	ABHD12	80.272664	81.748763	88.428608	90.341933	91.265118	92.002852	87.095113	86.307806
ABHD13	ABHD13	50.693651	52.282629	55.183116	55.225198	54.481755	58.103556	51.815764	55.869616
ABHD14A	ABHD14A	5.797909	6.638734	7.965095	8.533222	9.127437	6.172703	8.142247	5.605812
ABHD14B	ABHD14B	21.988393	20.899007	19.52586	20.009554	19.963298	21.073641	18.854302	19.171678
ABHD15	ABHD15	0.248847	0.378242	0.290471	0.491209	0.199026	0.341014	0.2784	0.48084
ABHD16A	ABHD16A	57.233348	59.501602	60.059581	66.256473	62.891568	66.643654	63.143282	59.643626
ABHD16B	ABHD16B	0	0	0	0	0	0	0	0
ABHD17A	ABHD17A	24.934103	26.584475	26.000472	27.534276	27.934032	26.952085	25.484249	23.398022
ABHD17B	ABHD17B	41.427124	41.319475	41.542747	39.662029	42.016537	38.686453	42.50792	42.125636
ABHD17C	ABHD17C	27.795032	27.360342	27.075097	26.309516	28.919293	25.182546	26.447383	26.747029
ABHD18	ABHD18	49.571234	54.942977	55.502813	51.713247	50.231027	52.543888	59.038851	53.332453
ABHD2	ABHD2	91.86638	89.280449	89.382971	95.350027	97.048088	95.835294	98.518173	101.23343
ABHD3	ABHD3	6.284171	6.492731	7.407437	7.04681	7.871867	6.788061	7.838928	5.978366
ABHD4	ABHD4	16.806831	19.076719	20.154076	17.749977	17.288865	18.713406	16.042065	17.145337
ABHD5	ABHD5	26.343139	24.804535	25.159846	23.187233	25.60448	26.288956	25.477768	25.824576
ABHD6	ABHD6	59.346869	59.197136	60.177172	64.834268	68.05004	65.484229	70.150387	64.838925
ABHD8	ABHD8	0.105643	0.437769	0.052812	0.271493	0.152801	0.203377	0.166109	0.265865
ABI1	ABI1	50.331384	51.132864	47.605694	46.936348	51.301859	50.369928	46.859561	52.442077
ABI2	ABI2	9.10233	8.620401	8.232131	8.989953	9.112944	9.467531	8.987492	9.774256
ABI3	ABI3	0	0	0.043664	0	0.047388	0	0	0
ABI3BP	ABI3BP	0	0.02267	0	0.016999	0	0.009343	0.00989	0.009223
ABITRAM	ABITRAM	90.881341	92.765914	84.774122	83.266762	88.871873	91.622885	91.297373	92.506246
ABL1	ABL1	10.454189	9.44162	9.414087	9.874524	9.543358	9.739933	9.015704	9.375038
ABL2	ABL2	19.667658	21.110829	19.515252	19.421835	19.543718	20.367778	19.455253	20.918463
ABLIM1	ABLIM1	41.067177	42.874649	41.000086	38.921597	40.031787	43.4243	40.578992	44.645946
ABLIM2	ABLIM2	0.263111	0.11388	0.108405	0.21999	0.144356	0.004351	0.08527	0.077531
ABLIM3	ABLIM3	0.191886	0.19183	0.27901	0.2626	0.348556	0.409753	0.273702	0.109457
ABO	ABO	0	0	0	0	0	0	0	0
ABR	ABR	7.240842	7.482353	6.998468	6.79289	7.05099	7.401906	6.691585	7.706579
ABRA	ABRA	0	0	0	0	0.014021	0	0	0.016262
ABRACL	ABRACL	328.108804	400.015926	389.463485	371.867759	389.003832	411.004206	388.916579	375.765097
ABRAXAS1	ABRAXAS1	90.132258	93.269374	96.849759	97.512788	94.645818	93.348671	95.09962	95.699596
ABRAXAS2	ABRAXAS2	35.100243	40.232417	37.878579	35.295048	36.929279	40.975525	39.996724	38.970689
ABT1	ABT1	68.755127	82.460904	83.559162	79.71295	84.065933	80.457961	70.459513	72.71366
ABTB1	ABTB1	11.090444	13.517736	13.570717	13.553763	13.523776	10.735362	12.934612	11.068776
ABTB2	ABTB2	0.432289	0.548106	0.664728	0.556834	0.540974	0.322293	0.671556	0.662549
ABTB3	ABTB3	0.838324	0.966024	0.642761	0.728011	0.856942	0.621908	0.66855	0.808652
ACAA1	ACAA1	81.307069	92.341576	100.133158	89.900853	89.745352	86.99461	86.300361	78.681334
ACAA2	ACAA2	102.647676	106.059663	104.457594	107.814634	101.030292	102.90334	101.297082	106.50679
ACACA	ACACA	34.181516	39.26277	39.073474	36.902043	32.554042	36.738744	37.474517	38.604603
ACACB	ACACB	4.652287	5.433349	6.067783	5.604865	4.753503	5.38906	5.511663	4.957781
ACAD10	ACAD10	7.091853	4.811145	6.092777	7.021621	5.80969	5.763005	6.760131	5.863364
ACAD11	ACAD11	4.308746	3.484204	3.399978	3.843604	3.524052	4.421386	3.62347	4.982993
ACAD8	ACAD8	36.424511	36.596385	36.691663	34.33682	33.397686	35.73436	36.107726	36.109056
ACAD9	ACAD9	77.17456	81.472116	77.144205	76.861508	78.301997	80.291484	76.102837	82.052841
ACADL	ACADL	69.34546	69.204629	71.496593	72.035042	70.319266	68.481153	70.418964	69.509114
ACADM	ACADM	26.745063	24.758109	22.673632	27.550158	21.607563	19.141721	24.407214	22.4694
ACADS	ACADS	4.191732	4.941393	6.001105	4.202573	4.368226	4.323781	4.27841	4.564324
ACADSB	ACADSB	46.523898	48.330605	43.635861	41.28233	45.312402	46.618814	45.932086	48.774031
ACADVL	ACADVL	94.468042	102.106091	100.743191	102.85097	100.785412	101.979429	97.508184	100.701255
ACAN	ACAN	0.004022	0.005459	0	0.012437	0	0	0.021457	0.013338
ACAP1	ACAP1	0.963695	1.500834	1.452757	1.31977	1.069778	1.349655	1.513149	0.827831
ACAP2	ACAP2	8.338018	10.325582	10.189998	10.479476	9.757206	10.482132	8.67896	10.475616
ACAT1	ACAT1	30.63665	26.494683	25.771248	25.832684	26.309024	21.576368	25.848401	25.942779
ACAT2	ACAT2	422.937456	387.940837	392.879641	371.086468	377.442008	375.225218	392.405747	371.439028
ACBD3	ACBD3	34.454254	34.792378	32.728003	33.809822	33.615445	35.109145	34.230806	33.839087
ACBD4	ACBD4	5.862198	6.365133	7.199321	6.732537	7.030368	7.368489	6.866072	7.690685
ACBD5	ACBD5	19.323974	20.022108	18.82266	18.554772	18.79576	19.276634	19.337819	20.763014
ACBD6	ACBD6	35.327944	37.300047	34.548974	34.650167	34.373771	36.058222	33.216459	37.722999
ACBD7	ACBD7	0.320099	0.252981	0.46682	0.537421	0.253061	0.160086	0	0
ACCS	ACCS	47.723316	56.173222	57.767362	55.956403	50.278618	56.993122	53.345923	52.695733
ACD	ACD	25.362119	25.371807	27.626824	28.947052	27.522698	22.89819	24.752196	23.333131
ACE	ACE	0	0	0	0	0.015459	0	0.057633	0.017931
ACE2	ACE2	24.9119	27.372485	26.240107	23.531464	24.793582	26.675173	26.379253	28.542965
ACER1	ACER1	0	0	0.053156	0.062371	0.057695	0	0	0
ACER2	ACER2	9.90236	9.980722	10.150018	10.226102	10.064135	10.489879	10.69609	10.329912
ACER3	ACER3	28.473257	30.214993	32.579986	36.178359	31.089538	30.019411	28.70176	30.837399
ACHE	ACHE	0.047734	0.019223	0.018543	0.109961	0.069279	0.027392	0.028682	0.070016
ACIN1	ACIN1	142.622266	153.693918	163.636338	153.872323	150.582564	156.014024	148.935882	147.770685
ACKR1	ACKR1	0	0	0	0	0	0	0	0
ACKR2	ACKR2	0.035488	0	0	0	0.077436	0.008291	0.008782	0
ACKR3	ACKR3	28.607662	32.547522	33.2242	33.560051	32.497158	32.30036	31.294104	31.77541
ACKR4	ACKR4	0.06851	0.047152	0.19744	0.216374	0.08239	0.116774	0.102381	0.172015
ACMSD	ACMSD	0.039416	0.114734	0.054322	0.063716	0	0.0716	0.146075	0.205379
ACO1	ACO1	60.199414	61.384454	56.98423	54.926995	56.990877	58.578002	58.272032	63.567393
ACO2	ACO2	181.069935	201.705315	198.675871	197.659973	189.318124	203.856427	172.614519	179.749503
ACOD1	ACOD1	0	0	0	0	0	0	0	0
ACOT11	ACOT11	7.406453	9.504924	7.798274	6.780529	7.391371	7.620429	6.640297	8.794336
ACOT12	ACOT12	0.051215	0.047518	0.022868	0	0.049626	0	0	0
ACOT13	ACOT13	26.147663	30.766358	27.072855	27.553653	30.184875	26.268171	27.414952	26.146429
ACOT7	ACOT7	26.544935	21.896471	24.043135	24.639605	22.578412	20.355125	24.003248	22.08103
ACOT8	ACOT8	17.874974	19.74801	20.567539	19.080365	17.498359	20.118182	17.721121	17.638225
ACOT9	ACOT9	37.060005	33.848216	35.778486	32.446389	34.603011	35.16921	35.433669	37.363314
ACOX1	ACOX1	28.966026	29.204326	30.231141	29.182578	29.521628	31.263512	30.591562	32.954056
ACOX3	ACOX3	8.636603	9.335308	8.561215	8.244428	9.212089	8.780567	8.695362	9.196294
ACOXL	ACOXL	0.172	0.059526	0.153076	0.158824	0.269895	0.073766	0.103162	0.216748
ACP1	ACP1	219.320703	187.469659	192.599402	193.865329	204.007814	164.981435	196.975964	206.993146
ACP2	ACP2	21.667875	24.7538	25.473716	28.236685	25.189613	27.340027	23.217614	24.181871
ACP3	ACP3	0	0	0	0	0	0	0	0
ACP4	ACP4	0.170938	0.141234	0.340561	0.211271	0.259898	0.245422	0.034359	0.068308
ACP5	ACP5	42.684956	43.064689	41.785054	44.218865	44.041443	46.78054	42.477488	46.976994
ACP6	ACP6	21.109777	25.104929	24.043884	26.909565	21.382435	25.555412	23.526868	25.65542
ACP7	ACP7	2.238495	3.544376	3.338529	3.182681	2.691373	3.333812	2.907646	2.406691
ACRBP	ACRBP	0.381185	0.696752	0.444437	0.759152	0.667316	0.288747	0.548558	0.22331
ACSBG1	ACSBG1	0	0	0	0	0.017462	0	0.021698	0
ACSBG2	ACSBG2	0.298274	0.392704	0.298856	0.141715	0.17875	0.314163	0.372196	0.401234
ACSF2	ACSF2	1.741474	1.412146	1.303385	1.636334	1.587471	1.512041	2.221665	1.473477
ACSF3	ACSF3	13.571119	14.165388	13.954893	14.387312	13.943658	13.295397	12.677551	14.123344
ACSL1	ACSL1	146.71502	146.036141	143.505896	147.058219	152.895763	153.474969	146.343582	153.960816
ACSL3	ACSL3	126.568062	117.430419	122.962578	121.073491	132.491642	133.359575	131.500364	129.629343
ACSL4	ACSL4	58.12855	59.661867	56.668328	58.057795	55.822421	60.943924	58.328826	58.405227
ACSL5	ACSL5	7.915434	6.652161	7.270924	7.216983	9.704859	6.798515	7.83565	7.832466
ACSL6	ACSL6	1.570868	1.506818	1.511344	1.648266	1.525215	1.415068	2.095663	1.627209
ACSS1	ACSS1	0.099957	0.178637	0.122161	0.242097	0.132532	0.116992	0.109837	0.166512
ACSS2	ACSS2	113.040616	129.533409	132.398406	125.067159	119.878339	119.951134	129.687666	124.933172
ACSS3	ACSS3	0	0	0	0	0	0	0	0
ACTA1	ACTA1	0.265101	0.068018	0.455986	0.07692	0	0.084518	0.043858	0
ACTA2	ACTA2	0.146116	0.068766	0.329223	0.116615	0.071452	0.427261	0.132993	0.37312
ACTB	ACTB	56.623826	58.831505	54.814663	47.175392	54.864134	60.182565	51.40373	50.787661
ACTBL2	ACTBL2	0	0	0	0	0	0	0	0
ACTC1	ACTC1	0.127737	0.253087	0.069179	0.367372	0.375362	0.134832	0.046571	0.08712
ACTG1	ACTG1	2445.095902	2572.072403	2497.095492	2433.455297	2410.667286	2544.423785	2497.166446	2447.102672
ACTG2	ACTG2	0.133287	0.133013	0.409112	0.363107	0.138725	0.132037	0.206688	0.225329
ACTL10	ACTL10	0.027856	0	0	0	0.034688	0	0	0
ACTL6A	ACTL6A	200.153597	207.148023	196.665904	187.885438	200.531288	199.127063	186.56122	206.652468
ACTL6B	ACTL6B	0.038891	0.027189	0.052252	0.030912	0.056698	0.067482	0.035196	0.065782
ACTL7A	ACTL7A	0	0	0	0	0	0	0	0
ACTL7B	ACTL7B	0.377119	0.420508	0.328822	0.301628	0.356839	0.380313	0.049184	0.092028
ACTL8	ACTL8	0.008472	0.023191	0.022455	0.013346	0.012181	0.014347	0.015141	0
ACTL9	ACTL9	0	0	0.06864	0.121513	0.11173	0.08917	0.138626	0.08644
ACTMAP	ACTMAP	7.902349	9.626861	9.548679	8.69264	8.975994	8.877289	7.826692	7.998261
ACTN1	ACTN1	192.323687	203.468996	192.509844	198.743615	178.997282	195.093707	179.549146	194.749939
ACTN2	ACTN2	0.042519	0.077387	0.018751	0.078055	0.050856	0.047859	0.012645	0.035387
ACTN3	ACTN3	2.213221	2.949061	3.01575	2.638906	1.937625	2.658655	2.566416	2.586783
ACTN4	ACTN4	154.243644	170.306283	158.604288	162.496129	156.601026	169.066927	142.779208	158.85167
ACTR10	ACTR10	377.710322	378.604297	361.993207	356.059054	374.963957	375.292269	358.775196	391.082709
ACTR1A	ACTR1A	34.822289	40.451151	36.853397	37.527448	38.904003	39.938341	36.411435	40.969934
ACTR1B	ACTR1B	25.9955	28.392707	24.677333	23.608238	25.563555	27.50041	26.29799	27.796022
ACTR2	ACTR2	187.724499	184.480722	168.489211	167.048787	182.632297	179.243156	172.089976	189.873817
ACTR3	ACTR3	250.809376	234.250834	223.636162	224.632429	240.264456	230.989295	239.182118	246.946133
ACTR3B	ACTR3B	9.648258	9.725696	11.654862	11.051535	10.075842	10.689093	10.533061	9.184599
ACTR5	ACTR5	21.54217	21.64458	23.622278	21.692601	21.796315	20.985983	22.528403	21.848604
ACTR6	ACTR6	33.007744	33.815653	29.388058	30.908768	33.721809	30.113367	32.646369	32.619986
ACTR8	ACTR8	22.196781	29.393268	29.031939	29.511128	23.324076	29.562344	26.44622	28.004647
ACTRT3	ACTRT3	0	0	0	0	0	0	0	0
ACVR1	ACVR1	21.211901	19.03627	20.574405	20.728523	22.286619	21.425956	21.263213	21.982887
ACVR1B	ACVR1B	13.153039	14.075594	13.156875	13.527319	12.689663	14.797417	13.110068	14.258061
ACVR1C	ACVR1C	0.011099	0.005018	0.014622	0	0	0.006201	0.019728	0
ACVR2A	ACVR2A	12.857357	12.851849	12.624054	13.482174	13.262684	13.156024	13.207704	12.595303
ACVR2B	ACVR2B	2.016647	2.442072	1.885868	2.351146	2.149788	2.297605	2.235142	2.648074
ACVRL1	ACVRL1	0.082161	0.089918	0.13062	0.116462	0.106283	0.083437	0.088078	0.027392
ACY1	ACY1	25.142695	26.042346	25.593298	23.59631	25.248331	27.875356	26.385848	24.17613
ACY3	ACY3	2.049456	1.986169	1.801634	2.045288	3.343712	0.714834	2.38709	1.903162
ACYP1	ACYP1	155.950348	151.308077	127.23741	140.058227	140.123584	139.833439	140.049139	143.572242
ACYP2	ACYP2	72.45245	85.700202	84.633762	87.547818	85.434399	87.983041	91.457563	70.063522
ADA	ADA	2.532937	2.997913	2.707323	2.643859	2.980044	3.124905	3.019354	2.240822
ADA2	ADA2	4.997064	4.023164	5.517017	5.100342	4.367563	4.721014	5.004822	4.365285
ADAD2	ADAD2	0.304726	0.400966	0.447677	0.334806	0.153396	0.182244	0.281116	0.237283
ADAL	ADAL	13.456842	12.847759	13.299845	12.429843	11.862741	13.16163	13.150822	14.935696
ADAM10	ADAM10	151.972269	145.964882	150.240815	149.403103	152.292792	154.568176	153.014352	159.877847
ADAM11	ADAM11	0.153483	0.345772	0.317436	0.198622	0.239326	0.123824	0.202332	0.224896
ADAM12	ADAM12	0.365926	0.38256	0.377042	0.330133	0.306775	0.395193	0.418908	0.279009
ADAM15	ADAM15	12.198387	14.395507	14.523078	13.896766	12.5712	14.813678	12.991131	13.459544
ADAM17	ADAM17	121.044563	119.291092	121.587897	124.244117	128.37527	124.794963	127.333873	130.148911
ADAM19	ADAM19	0.95466	0.877741	1.064178	0.994277	1.197261	1.014984	1.180272	1.061155
ADAM22	ADAM22	0.121289	0.139643	0.123737	0.22826	0.121244	0.140837	0.118484	0.119445
ADAM23	ADAM23	16.971464	17.303737	18.091978	16.660616	18.173312	18.265755	18.360758	18.54834
ADAM28	ADAM28	0.206004	0.299094	0.281177	0.209054	0.257382	0.224179	0.118517	0.165825
ADAM33	ADAM33	2.409784	2.866892	3.047885	3.074677	2.38895	3.261694	2.76794	2.598532
ADAM7	ADAM7	0.01804	0	0	0	0	0.031204	0	0
ADAM8	ADAM8	0.655131	0.807535	0.729652	0.668482	0.83585	0.84635	0.49099	0.35742
ADAM9	ADAM9	191.990061	181.438739	188.21187	198.44002	205.250842	195.218664	202.766914	200.338197
ADAMDEC1	ADAMDEC1	0	0	0	0.039956	0	0	0	0
ADAMTS1	ADAMTS1	0.568167	0.587935	0.643601	0.442306	0.532662	0.498623	0.501245	0.517525
ADAMTS10	ADAMTS10	6.266608	7.58275	8.155971	8.363825	6.549453	7.389375	7.09457	6.456926
ADAMTS12	ADAMTS12	0.028234	0	0	0	0.008961	0.005251	0.005573	0
ADAMTS13	ADAMTS13	0.155655	0.146789	0.241096	0.196701	0.137483	0.105633	0.223112	0.089559
ADAMTS15	ADAMTS15	0.463101	0.512094	0.503705	0.559618	0.444447	0.581732	0.443941	0.456251
ADAMTS16	ADAMTS16	0	0	0	0	0	0.034452	0	0
ADAMTS17	ADAMTS17	2.656423	3.020673	3.066763	2.76173	3.099216	2.98303	3.036184	2.539569
ADAMTS18	ADAMTS18	0.02212	0.057476	0.009858	0.023482	0.00494	0.102254	0.041315	0.051284
ADAMTS2	ADAMTS2	0.006783	0	0	0	0	0	0.006585	0
ADAMTS3	ADAMTS3	0	0	0	0	0	0	0	0
ADAMTS4	ADAMTS4	0.072287	0.089616	0.217213	0.103361	0.160243	0.088662	0.117192	0.098382
ADAMTS5	ADAMTS5	0.375922	0.425491	0.531144	0.407556	0.460971	0.473326	0.374202	0.43803
ADAMTS6	ADAMTS6	1.433283	1.698631	1.600827	1.646389	1.59121	1.870846	1.497075	1.735677
ADAMTS8	ADAMTS8	22.179923	22.871902	23.779179	23.14939	22.809431	25.208589	24.489817	23.571225
ADAMTS9	ADAMTS9	2.743098	2.870304	3.287984	3.113689	2.806499	3.066032	2.897201	3.21242
ADAMTSL1	ADAMTSL1	0.211215	0.257041	0.172077	0.307359	0.252521	0.124186	0.21373	0.254626
ADAMTSL2	ADAMTSL2	0.138584	0.164631	0.098045	0.154642	0.127101	0.109707	0.033053	0.098277
ADAMTSL3	ADAMTSL3	10.030408	10.691792	11.271162	10.766679	9.877279	10.660377	10.221909	11.482408
ADAMTSL4	ADAMTSL4	2.328768	2.684242	2.410524	2.503045	2.295433	2.715787	2.668899	2.211817
ADAMTSL5	ADAMTSL5	0.448697	0.46737	0.42591	0.536448	0.462091	0.418141	0.440263	0.458472
ADAP1	ADAP1	3.1295	3.282878	2.610097	2.192081	2.353792	3.066203	2.536075	2.986232
ADAP2	ADAP2	0	0.095877	0	0	0	0	0.031084	0.029038
ADAR	ADAR	52.76437	55.973378	50.767765	51.17027	50.813744	53.477532	49.312729	54.787668
ADARB1	ADARB1	0.300054	0.193688	0.037014	0.218235	0.482012	0.337243	0.348782	0.093234
ADARB2	ADARB2	0	0	0	0	0	0	0	0
ADAT1	ADAT1	11.223988	11.533733	13.142594	11.880771	12.678201	12.752097	12.161179	11.042306
ADAT2	ADAT2	22.800191	25.116695	26.95439	24.455839	24.952255	20.895619	28.028711	21.880274
ADAT3	ADAT3	2.314207	3.088542	2.471883	1.846156	2.196298	2.151519	1.783857	2.131293
ADCK1	ADCK1	2.10556	2.070701	2.079917	2.14005	2.403918	2.223852	2.382302	2.331067
ADCK2	ADCK2	18.163907	19.505258	19.422541	18.256891	18.09632	19.12576	18.874023	18.632857
ADCK5	ADCK5	26.557866	27.948763	31.633428	30.367245	28.336205	26.301273	30.667646	26.4678
ADCY1	ADCY1	0.021992	0.011427	0.015562	0.01325	0.024117	0.016938	0.006	0.019574
ADCY10	ADCY10	0.044998	0.020498	0.050679	0.060789	0.049524	0.087508	0.123116	0.106832
ADCY2	ADCY2	0	0	0	0	0.022152	0.02626	0	0
ADCY3	ADCY3	1.738718	2.131066	1.60131	1.853803	1.802618	1.976583	1.64895	1.852187
ADCY4	ADCY4	0.050482	0.010154	0	0	0.010674	0.01256	0	0
ADCY5	ADCY5	2.713849	2.982359	2.921977	2.688822	2.340469	2.835436	2.698271	2.593862
ADCY6	ADCY6	33.534379	39.413435	39.469195	38.234018	35.421909	39.773402	38.559275	37.375753
ADCY7	ADCY7	3.047028	3.208974	3.168282	3.585617	3.002493	3.24196	2.951931	3.040457
ADCY8	ADCY8	0	0	0	0	0	0	0	0
ADCY9	ADCY9	2.133745	2.350705	2.144168	2.196122	2.082604	2.301985	1.974881	2.361562
ADCYAP1	ADCYAP1	0	0	0	0	0	0	0	0
ADCYAP1R1	ADCYAP1R1	1.765652	2.097038	2.250717	2.033046	1.782405	1.890816	1.882866	1.947603
ADD1	ADD1	92.802646	97.56156	94.99839	90.461822	93.671415	97.630197	93.696535	99.696334
ADD2	ADD2	0.249086	0.242376	0.234377	0.294755	0.254286	0.176497	0.092947	0.342661
ADD3	ADD3	70.704963	73.054132	65.507255	63.56773	69.236501	69.070144	63.988574	72.310432
ADGB	ADGB	0.673811	0.746199	0.704734	0.410307	0.503951	0.595565	0.783732	0.382976
ADGRA1	ADGRA1	0.376509	0.480718	0.435201	0.46239	0.345673	0.346731	0.335455	0.332425
ADGRA2	ADGRA2	2.291102	2.558596	3.042749	2.576761	2.4779	2.700248	2.228075	2.426108
ADGRA3	ADGRA3	14.798067	15.664131	15.471054	15.559942	15.549401	15.873291	15.656346	16.177905
ADGRB1	ADGRB1	0.028926	0.061259	0.014802	0	0.016059	0	0	0
ADGRB2	ADGRB2	1.869774	2.240196	2.403514	2.699516	1.660008	1.903721	1.844356	1.945315
ADGRB3	ADGRB3	0	0	0	0	0.006378	0	0	0
ADGRD1	ADGRD1	0.011478	0	0.003777	0.0045	0.020484	0.009601	0	0.004751
ADGRD2	ADGRD2	0.005471	0	0	0	0.003905	0.004575	0	0
ADGRE1	ADGRE1	0	0	0	0	0	0	0	0
ADGRE3	ADGRE3	0	0	0	0.141848	0.051998	0	0.032285	0
ADGRE5	ADGRE5	16.380909	18.526822	18.562281	18.887304	17.918376	19.121985	19.479817	18.341112
