gene_id	gene_name	NC_1	NC_2	NC_3	NC_4	pi5_1	pi5_2	pi5_3	pi5_4
THTPA	THTPA	24	17	21	20	24	10	17	15
THUMPD1	THUMPD1	6405	4604	4263	3501	4005	3565	3176	3948
THUMPD2	THUMPD2	404	310	338	292	293	277	278	249
THUMPD3	THUMPD3	2286	1765	1704	1339	1445.999	1380	1222	1494
THY1	THY1	0	0	0	0	0	0	0	0
THYN1	THYN1	354	224	265	174	206	184	202	201
TIA1	TIA1	25643	19071.001	20306	16453	18077.001	15712	15224.999	15722
TIAL1	TIAL1	6137	4484.999	5058	3955.001	4504	3764.999	3608.001	3756.001
TIAM1	TIAM1	785	705	683	532	597	497	472	542
TIAM2	TIAM2	24	12	20	30	16	28	11	13
TICAM1	TICAM1	447	347	336	295	308	298	262	315
TICAM2	TICAM2	0	3	1	1	2	1	0	0
TICRR	TICRR	4745	3812	3753	3060	3248	3060	2697	3018
TIE1	TIE1	0	2	0	1	1	0	0	1
TIFA	TIFA	142	77	105	73	101	77	61	81
TIFAB	TIFAB	0	0	0	0	0	0	0	0
TIGAR	TIGAR	2048	1413	1606	1207	1302	1187	1114	1218
TIGD2	TIGD2	691	511	430.999	396	479	436	326	423
TIGD4	TIGD4	272	183	226	130	164	152	148	194
TIGD5	TIGD5	397	292	313	223	247	229	173	260
TIGD6	TIGD6	1010	792	786	605	727	647	575	627
TIGD7	TIGD7	6568	4731	4923	3911	4394	3822	3435	4006
TIMD4	TIMD4	2	1	1	0	1	0	0	0
TIMELESS	TIMELESS	1069	909	985	855	707	728	614	785
TIMM10	TIMM10	1253	607	742	632	643	457	550.001	533.001
TIMM10B	TIMM10B	1626	1347	1445	1184	1296	1035	1010	1117
TIMM13	TIMM13	818	486	619	524	549	387	450	386
TIMM17A	TIMM17A	11187	7882	8026	6509	7672	6415	6269	6780
TIMM17B	TIMM17B	843	628	715	552	629	492	534	514
TIMM21	TIMM21	1518	1066.999	1127	900	1021	904	791	966
TIMM22	TIMM22	2372	1738	1724	1476	1629	1344	1330	1411
TIMM23B	TIMM23B	8342	5775	6207	5236	5960	4747	4894	4911
TIMM29	TIMM29	641	489	482	365	480	446	323	359
TIMM44	TIMM44	4304	3179	3279	2824	3087	2643.999	2396	2727
TIMM50	TIMM50	4309	3360	3752	3027	3229	2762	2469	2644
TIMM8A	TIMM8A	5014	3652	3774	3066	3504	2922	2865	3004
TIMM8B	TIMM8B	1504	599	718	671	729	459	588	550
TIMM9	TIMM9	6437	4587	4268	3759	4308	3679	3483	3786
TIMMDC1	TIMMDC1	1056	824	826	690	804	725	667	660
TIMP2	TIMP2	9722.852	7466	7531	6380	7065	6571	5961	6787
TIMP3	TIMP3	18113	13110	13817	11782	13220	11735	11164	12106
TIMP4	TIMP4	846.148	573	704	647	577	557	562	526
TINAG	TINAG	4887	3399	3747	3059	3557	2939	2890	3032
TINAGL1	TINAGL1	6051	5242	5207	4913	4589	4529	3724	4115
TINCR	TINCR	0	0	2	0	2	0	1	0
TINF2	TINF2	2161.001	1791	1744.998	1496.001	1636.001	1383	1205.001	1422
TIPARP	TIPARP	2352	1917.999	1910	1586	1526	1397	1386	1384
TIPIN	TIPIN	7266	5463	5605	4621	4933	4411	4217	4625
TIPRL	TIPRL	55.098	46	38	16	45	39	25	59
TIRAP	TIRAP	816	643	621	521	580	493	477.001	531.001
TJAP1	TJAP1	1269.001	1115	1102.002	946.999	985	860	789	821.001
TJP1	TJP1	3504	2740.001	2532	2056	2125	2056	1940	2493
TJP2	TJP2	9650	7144	7037	5692.999	6442	5630	5233	6065.999
TJP3	TJP3	33	28	40	22	26	30	25	31
TK1	TK1	721.675	467.878	468.867	379.819	417.953	371.935	345.547	387.848
TK2	TK2	1767	1378.999	1274.001	1033	1198	940	960	1145
TKFC	TKFC	332	336	334	288	261	250	178	196
TKT	TKT	59132	46666	46969	38828	44046	37570	33425	36959
TKTL1	TKTL1	6756	5064	5192	4166	4490	4171	3667	4158
TLCD1	TLCD1	1344.518	861	993	891	900	718	759	720
TLCD2	TLCD2	874	685	707	738	657	582	597	578
TLCD3A	TLCD3A	10	6	11	11	8	8	7	9
TLCD3B	TLCD3B	36	31	36	14	14	19	24	12
TLCD4	TLCD4	29	22	10	16	13	11	15	11
TLCD5	TLCD5	0	0	0	0	0	0	0	0
TLDC2	TLDC2	76	85	75	79	70	82	65	74
TLE1	TLE1	3577.742	2490.393	2730.784	2384	2507.819	2091.613	1953.173	2134
TLE3	TLE3	1128.001	867.001	820	766.001	776	720	591.001	605
TLE5	TLE5	2521	1847.999	1767	1612	1592.999	1460	1217	1207
TLK1	TLK1	3568.999	2584	2646	2051	2424	2169	1966	2282
TLK2	TLK2	4043	3178	3096.999	2505	2800	2546	2259	2445
TLL1	TLL1	33	12	9	13	26	11	10	13
TLL2	TLL2	367	243	272	243	233	173	197	183
TLN1	TLN1	6270.999	5844	5633	4559	4375.001	4176	3545.001	4149
TLN2	TLN2	7078	5716	5614	4671	5185	4855	4299	4775
TLNRD1	TLNRD1	700	452	503	391	447	330	329	361
TLR10	TLR10	2	3	3	1	1	4	1	3
TLR2	TLR2	5183	3630	3841	3251	3747	3304	3090	3429
TLR3	TLR3	592	441	411	366	394	326	380	309
TLR4	TLR4	41	19	22	30	26	26	19	23
TLR5	TLR5	3	0	0	0	1	2	0	5
TLR6	TLR6	3090	2262	2337	1938	2170	1926	1886	1997
TLR7	TLR7	22	25	16	17	18	16	19	10
TLR8	TLR8	0	3	0	0	0	0	1	0
TLR9	TLR9	0	0	0	0	0	0	0	0
TLX1	TLX1	0	0	0	0	0	0	0	0
TLX2	TLX2	3	2	0	0	0	3	3	3
TLX3	TLX3	57	32	28	21	33	26	22	15
TM2D1	TM2D1	2860	1966	2191	1945	2163	1542	1804	1697
TM2D2	TM2D2	5161	3589	3961	3434	3869	2995	3072	3365
TM2D3	TM2D3	901	596	781	658	712	561	548	551
TM4SF19	TM4SF19	0	1	0	0	0	0	2	0
TM4SF20	TM4SF20	6	0	4	0	3	1	2	0
TM4SF4	TM4SF4	4	2	11	4	4	4	6	3
TM4SF5	TM4SF5	36	35	42	32	38	23	23	15
TM6SF1	TM6SF1	4	2	1	0	2	0	5	5
TM6SF2	TM6SF2	297	263	315	241	251	239	223	187
TM7SF2	TM7SF2	1652	1353	1535	1285	1286	1117	973	1118
TM7SF3	TM7SF3	7367	5716	5892	5007	5356	4831	4447	5041
TM9SF1	TM9SF1	2217	1939	1883	1744	1769	1614	1397	1513
TM9SF2	TM9SF2	25897	17930	19339	15973	17775	15224	14927	15607
TM9SF3	TM9SF3	31484	21273	22207	19792	21769	17900	17831	18710
TM9SF4	TM9SF4	19190	14780	15529.999	13197	13148.001	12534.999	11617	12410
TMA16	TMA16	21	28	35	17	20	36	6	13
TMBIM1	TMBIM1	11132	8642	9291	7871	8547	7490	6904	7464
TMBIM4	TMBIM4	5517	3779	4168	3431	3903	3095	3330	3300
TMBIM6	TMBIM6	7773	5690	6100	5276	5601	5225	4607	4751
TMBIM7P	TMBIM7P	90	89.001	77	56	50	76	63	77
TMC1	TMC1	1	0	0	1	0	0	0	1
TMC2	TMC2	0	0	0	0	0	0	0	0
TMC3	TMC3	0	0	0	0	0	0	0	0
TMC4	TMC4	431.999	377	435.001	352.999	342.999	301.999	259.001	283
TMC5	TMC5	0	0	0	0	0	0	4	0
TMC6	TMC6	2	0	1	2	1	3	0	2
TMC7	TMC7	822	586	609	557	501	453	420	452
TMC8	TMC8	3	4	2	2	3	2	1	3
TMCC1	TMCC1	707.001	573	591	468	506.001	420	393.999	491
TMCC2	TMCC2	3	3	3	4	3	2	2	4
TMCC3	TMCC3	1479	1097	1122	833	1051	886	909	984
TMCO1	TMCO1	6958	4503	5108	4538	5162	3937	4407	4348
TMCO2	TMCO2	6	1	2	6	0	3	1	1
TMCO3	TMCO3	5513	4034	4167	3512	3698	3420	3323	3512
TMCO4	TMCO4	334	259	289	274	258	193	205	233
TMCO5A	TMCO5A	0	0	0	0	0	1	0	0
TMCO6	TMCO6	3615	3188	3690	3005	2798	2391	2439	2436
TMDD1	TMDD1	0	0	0	0	0	0	0	0
TMED1	TMED1	7515	5239	5469	5177	5795	4575	4534	5015
TMED10	TMED10	73436	49200	53562	48309	55894	44993	45173	50349
TMED2	TMED2	33455	23403	24958	21714	24576	20990	21099	22894
TMED3	TMED3	1122	858	916	785	808	668	676	688
TMED4	TMED4	16672	11891	12836	11557	13217	10811	10550	11247
TMED6	TMED6	231	172	216	188	198	161	161	192
TMED7	TMED7	33583	23852	25215	21915	26599	21397	20553	23222
TMED8	TMED8	8550	7226	7022	5583	6259	5729	5028	6125
TMED9	TMED9	37099	28430	31133	27022	30041	25617	22086	23831
TMEFF1	TMEFF1	7	10	3	10	8	5	9	9
TMEFF2	TMEFF2	558	284	353	322	388	284	313	314
TMEM100	TMEM100	172	119	123	101	136	97	104	109
TMEM101	TMEM101	2062	1565	1704	1491	1548	1484	1314	1356
TMEM102	TMEM102	141	103	107	90	120	85	78	77
TMEM104	TMEM104	538	507	467	422	404	365	389.001	351
TMEM106A	TMEM106A	1208	980	1030	845	878	795	752	744
TMEM106B	TMEM106B	30	9	8	16	12	9	7	8
TMEM107	TMEM107	3386.999	2466.001	2686	2262.999	2377	2103	1983	1943.999
TMEM108	TMEM108	1	0	0	0	0	1	0	7
TMEM109	TMEM109	3829	3186	3494	2927	3069	2754	2307	2611
TMEM11	TMEM11	2144	1451	1596	1317	1413	1163	1184	1224.001
TMEM114	TMEM114	0	0	0	0	0	0	0	0
TMEM115	TMEM115	3750	2795	3165	2778	2892	2341	2358	2300
TMEM116	TMEM116	34	26	32	26	20	22	28	25
TMEM117	TMEM117	999.001	711	721	634	762.999	516.999	631.001	627
TMEM119	TMEM119	3	1	5	1	1	1	0	2
TMEM120A	TMEM120A	1866	1590	1652	1493	1646	1368	1098	1259
TMEM120B	TMEM120B	1872	1438	1488	1280	1442	1151	1125	1126
TMEM121	TMEM121	1	0	0	1	1	0	2	0
TMEM121B	TMEM121B	17	9	15	15	2	6	8	11
TMEM123	TMEM123	9312	6537	7027	6205	6989	5635	5615	6234
TMEM125	TMEM125	34	15	30	25	13	14	22	19
TMEM126A	TMEM126A	1554	924	1003	887	985	750	793	711
TMEM126B	TMEM126B	1130	806	853	645	739	610	598	680
TMEM127	TMEM127	10838	7920	7929	7000	7901	6602	5963	6750
TMEM128	TMEM128	2051	1382	1539	1337	1518	1235	1199	1357
TMEM129	TMEM129	4501	3449	3428	2958	3424	2813	2776	3028
TMEM130	TMEM130	136	79	87	70	107	95	75	88
TMEM131	TMEM131	4306.999	3786	3508	2990	3034	3092	2602	3509
TMEM131L	TMEM131L	2274	1902	1812	1541	1683	1642	1396	1638
TMEM132A	TMEM132A	471	416	498	388	347	357	282	322
TMEM132B	TMEM132B	10	6	1	8	4	2	6	2
TMEM132C	TMEM132C	41	34	30	38	44	30	45	26
TMEM132D	TMEM132D	0	0	0	0	0	0	0	0
TMEM132E	TMEM132E	4	0	1	1	1	1	0	0
TMEM134	TMEM134	643	477	593	421	444	438	365	369
TMEM135	TMEM135	3065	2133	2134	1771	1975	1726	1689	1818
TMEM138	TMEM138	1193	1060	1105	894	955	898	780	869
TMEM139	TMEM139	20	9	8	10	10	17	14	7
TMEM141	TMEM141	155	100	112	95	80	73	64	89
TMEM143	TMEM143	81	87	100	47	68	100	69	66
TMEM144	TMEM144	463	318	310	262	305	213	281.001	267
TMEM145	TMEM145	20	15	14	13	6	6	9	10
TMEM147	TMEM147	5066	3705	4400	3707	3946	3595	3148	3122
TMEM14A	TMEM14A	35	13	6.999	11.001	11.001	8.001	11	9
TMEM14C	TMEM14C	3418	2120	2546	2106	2281	1897	1943	2033
TMEM150A	TMEM150A	152	101	114	107	113	103	105	81
TMEM150B	TMEM150B	29	17	26	18	27	12	19	16
TMEM150C	TMEM150C	466	352	365	266	341	295	285	289
TMEM151A	TMEM151A	6	17	16	9	3	4	6	7
TMEM151B	TMEM151B	2	1	2	1	1	0	3	3
TMEM154	TMEM154	2235	1694	1854	1570	1802	1565	1508	1708
TMEM156	TMEM156	3	1	12	0	3	2	3	3
TMEM160	TMEM160	228	190	184	203	183	137	131	134
TMEM161A	TMEM161A	152	85	90	109	91	79	58	87
TMEM161B	TMEM161B	1565	1105	1224	1000	1180	1089	892	1045
TMEM163	TMEM163	260	173	170	188	225	135	122	133
TMEM164	TMEM164	8054.001	6213	6236	5266.001	6026.001	5244.001	4597.001	5274
TMEM165	TMEM165	7715	5345	5725	5022	5981	4403	4794	4839
TMEM167A	TMEM167A	5088	3618	3465	2985	3551	3045	2982	3506
TMEM167B	TMEM167B	2608	1833	1848	1658	1796	1546	1471	1614
TMEM168	TMEM168	5479	4081	4268	3467.999	3784.999	3575.999	3246	3594.999
TMEM169	TMEM169	17	6	6	6	7	7	7	5
TMEM17	TMEM17	2233	1516	1647	1382	1655	1312	1292	1527
TMEM170A	TMEM170A	3553.999	2700	2732.999	2219.001	2479	2185	2049.001	2335
TMEM170B	TMEM170B	2171	1739	1768	1414	1503	1425	1340	1341
TMEM171	TMEM171	253	156	215	196	228	169	140	175
TMEM174	TMEM174	1315	836	1102	755	978	800	920	839
TMEM175	TMEM175	900	790	814	642	875	582	605	603
TMEM176B	TMEM176B	13756	10352	11683	10192	10251	8882	9020	8535
TMEM178A	TMEM178A	140	95	80	80	89	78	86	88
TMEM178B	TMEM178B	0	0	0	0	0	0	0	0
TMEM179	TMEM179	303	225	283	198	250	264	225	220
TMEM179B	TMEM179B	362	305	375	345	351.017	248	270	248
TMEM18	TMEM18	2836	2064	2385	1914	2187	1873	1830	1830
TMEM181	TMEM181	7955.001	6226.001	6249	5292	6120	5202	4954	5721
TMEM182	TMEM182	54	39	38	33	20	30	29	25
TMEM183A	TMEM183A	1754.999	1271.999	1448.999	1162	1291	1143.999	1081.999	1131.999
TMEM184A	TMEM184A	480	412	384	347	350	317	263	319
TMEM184B	TMEM184B	866	643	681	560.999	538.999	513	408.001	540
TMEM184C	TMEM184C	8476	5706	6436	5272	6070	4691	4839	4965
TMEM185A	TMEM185A	1924	1301	1426	1264	1321	1175	1145	1133
TMEM186	TMEM186	1601	1114	1192	1064	1197	943	914	985
TMEM187	TMEM187	680	534	567	488	486	431	434	394
TMEM19	TMEM19	5899	4426	4776	4017	4283	3847	3331	3617
TMEM190	TMEM190	7	5	1	4	6	2	4	0
TMEM191C	TMEM191C	0	0	0	0	0	0	0	0
TMEM192	TMEM192	2065	1365	1353	1292	1487	1200	1179	1280
TMEM196	TMEM196	0	0	0	0	0	0	0	0
TMEM198	TMEM198	26	26	26	32	15	19	21	26
TMEM199	TMEM199	3568	2539	2859	2335	2479	2151	1981	2256
TMEM200A	TMEM200A	0	2	2	0	2	0	2	0
TMEM200B	TMEM200B	78	51	85	53	52	51	32	36
TMEM200C	TMEM200C	19	21	21	25	12	11	21	10
TMEM201	TMEM201	1853.971	1576.551	1500.211	1366.721	1386.62	1324.924	1151.786	1206.929
TMEM203	TMEM203	1634	1389	1385	1262	1316	986	981	1088
TMEM204	TMEM204	6	5	3	1	4	2	8	1
TMEM205	TMEM205	3773	2684	3064	2756	2913	2543	2390	2360
TMEM207	TMEM207	4	0	0	1	3	0	4	2
TMEM208	TMEM208	2044	1619	1819	1830	1745	1398	1426	1328
TMEM209	TMEM209	10973.001	8020.001	8763.999	7498	7935.001	7115	6681.999	6820.999
TMEM210	TMEM210	1	2	2	5	3	0	13	1
TMEM212	TMEM212	0	0	0	0	0	0	0	0
TMEM213	TMEM213	0	0	0	0	3	1	0	0
TMEM214	TMEM214	7194	5619	5948	5162	5079	4817	4155	4693
TMEM215	TMEM215	0	0	0	0	0	0	0	0
TMEM216	TMEM216	913	660	667.999	498	646.999	562.999	549	533
TMEM217	TMEM217	1	0	0	1	1	0	0	0
TMEM217B	TMEM217B	0	0	0	0	0	0	0	0
TMEM218	TMEM218	1104	725	834	690	806	781	599	728
TMEM219	TMEM219	1257	841.821	880.001	743	887	725	736	748
TMEM220	TMEM220	116	72	91	55	99	78	80	93
TMEM221	TMEM221	0	0	0	0	0	0	0	0
TMEM222	TMEM222	887	685	680	623	690	635	521	558
TMEM223	TMEM223	10	2	6	4	4	8	3	8
TMEM225	TMEM225	0	0	0	0	0	0	0	0
TMEM225B	TMEM225B	0	0	0	0	0	0	0	0
TMEM229A	TMEM229A	8	14	10	5	5	3	3	4
TMEM229B	TMEM229B	1445.001	1134	1195.001	1014	1119	919	869.001	871.001
TMEM230	TMEM230	15361	10551	11146	9434	11006	9081	9233	10037
TMEM231	TMEM231	7737	5789.001	6192	5056	5287	4838	4684	5097
TMEM232	TMEM232	0	0	0	0	0	0	0	0
TMEM233	TMEM233	0	0	0	0	0	0	0	0
TMEM234	TMEM234	2920	2299	2294	1928	2080	2025	1802	1862
TMEM236	TMEM236	59	36	54	41	59	36	34	27
TMEM237	TMEM237	3112	2255	2537	2154	2215	1694	1826	1835
TMEM238	TMEM238	20	11	12	19	18	12	8	14
TMEM239	TMEM239	0	0	0	0	0	0	0	0
TMEM240	TMEM240	1	0	0	0	1	0	0	1
TMEM241	TMEM241	734	505	561	461	459	406	382	455
TMEM242	TMEM242	5862	4004	4120	3337	3935	3299	3135	3438
TMEM243	TMEM243	4176	2840	3240	2746	2963	2369	2252	2554
TMEM245	TMEM245	5227	3866	4254	3423	3754	3245	3178	3389
TMEM247	TMEM247	0	2	5	0	0	0	0	0
TMEM248	TMEM248	8761	5911	6382	5616	6156	4767	4826	5139
TMEM25	TMEM25	1001	802.001	912.001	774	711.001	705.001	633.999	678
TMEM250	TMEM250	3810	2901	2852	2440	2839	2438	2209	2469
TMEM252	TMEM252	646	326	428	336	472	343	368	387
TMEM253	TMEM253	11	16	7	6	11	9	3	5
TMEM254	TMEM254	1941	1156	1355	1196	1342.887	1014	1119	1064
TMEM255A	TMEM255A	108	88	110	76	95	95	101	81
TMEM255B	TMEM255B	37	15	46	26	31	25	16	20
TMEM256	TMEM256	266	178	197	159	202	141	144	144
TMEM258	TMEM258	2555	1561	1970	1812	1595	1435	1576	1360
TMEM259	TMEM259	8379.999	6476	6700	5849	6405	5198.999	4794.999	5339
TMEM26	TMEM26	9.029	4	8	3	8	4	5.043	9
TMEM260	TMEM260	4647	3319	3458	2932	3146	2777	2650	2959
TMEM262	TMEM262	0	0	0	0	1	0	0	0
TMEM263	TMEM263	979	565	560	515	619	469	493	526
TMEM265	TMEM265	455	367	339	311	324	281	301	253
TMEM266	TMEM266	0	0	0	0	0	0	0	0
TMEM267	TMEM267	2260	1661	1582	1444	1589.001	1430	1289	1439
TMEM268	TMEM268	466	292	369	309.999	314.001	301	279	303
TMEM269	TMEM269	17	15	13	8	6	6	6	20
TMEM270	TMEM270	0	0	0	0	0	0	0	0
TMEM271	TMEM271	87	40	46	63	54	35	58	39
TMEM272	TMEM272	0	0	1	0	2	0	0	0
TMEM273	TMEM273	1	0	0	0	0	0	0	0
TMEM275	TMEM275	0	0	0	0	0	0	0	0
TMEM276	TMEM276	124	122	118	67	87	95	67	81
TMEM30A	TMEM30A	10860	7411	7848	6594	7571	6430	6361	6915
TMEM30B	TMEM30B	2234	1554	1843	1525	1821	1349	1338	1426
TMEM33	TMEM33	6240	4004	4397	4042	4338	3717	3520	4014
TMEM35A	TMEM35A	3	1	1	2	0	1	1	0
TMEM35B	TMEM35B	1	0	2	0	1	0	1	2
TMEM37	TMEM37	2944	2053	2057	1905	2108	1880	1695	1990
TMEM38A	TMEM38A	44	50	47	41	34	33	43	47
TMEM38B	TMEM38B	3306	2250	2614	2094	2453	1991	1980	2119
TMEM39A	TMEM39A	1712	1208	1198	1135	1167	1059	935	1066
TMEM39B	TMEM39B	1688	1320	1314	1214	1156	1153	973	1016
TMEM40	TMEM40	9	2	0	2	6	2	1	4
TMEM41A	TMEM41A	356	284	306	274	257	211	172	236
TMEM41B	TMEM41B	4638	3010	3353	2991	3493	2548	2705	2746
TMEM42	TMEM42	9623	7101	7528	6149	6909.001	5933.001	5564.999	6259
TMEM43	TMEM43	10701.001	7977	8371	7268	8049.999	6866	6558	6806
TMEM44	TMEM44	0	0	0	0	0	0	0	0
TMEM45A	TMEM45A	311	196	248	188	182	164	170	179
TMEM45B	TMEM45B	487	322	378	356	380	315	288	264
TMEM47	TMEM47	724	488	498	451	481	436	374	423
TMEM50A	TMEM50A	4700	2946	3277	2827	3305	2524	2656	2685
TMEM50B	TMEM50B	10255	7249	7791	6603	7800	6532	6325	6907
TMEM51	TMEM51	2389	1683	1851	1601	1923	1480	1465	1615
TMEM52B	TMEM52B	3	2	2	3	0	2	5	7
TMEM53	TMEM53	586	408	534	404	440	416	300	377
TMEM54	TMEM54	1149	1008.999	1036.001	838	912	766	698	764
TMEM59	TMEM59	16921	12303.999	13578	11718	12867	10611	10368	10582
TMEM59L	TMEM59L	3	0	4	3	1	0	0	0
TMEM61	TMEM61	1	0	1	1	2	2	1	1
TMEM62	TMEM62	2958.001	2364	2365	2023	2341	2107	1776.001	2096.001
TMEM63A	TMEM63A	1965	1568	1547	1390	1486	1307	1184	1243
TMEM63B	TMEM63B	1107	941	997	718	801	743	610	700
TMEM63C	TMEM63C	9	6	14	6	5	5	4	10
TMEM64	TMEM64	2073	1597	1650	1271	1472	1277	1148.999	1381
TMEM65	TMEM65	5190	3777	3673	2877	3315	2973	2832	3197
TMEM67	TMEM67	1817	1453	1513	1198	1282	1217	1108.999	1266
TMEM68	TMEM68	3752	2892	3182	2555	3067.999	2600.999	2470	2578
TMEM69	TMEM69	1237	781	803	690	780	645	636	609
TMEM70	TMEM70	974	643	694	632	671	540	562	598
TMEM71	TMEM71	8	5	3	0	2	3	2	1
TMEM72	TMEM72	375	263	294	255	302	228	241	290
TMEM74	TMEM74	371	293	313	262	341	245	247	269
TMEM74B	TMEM74B	0	3	6	1	3	2	0	1
TMEM79	TMEM79	75	41	64	42	75	48	45	42
TMEM80	TMEM80	52	28	46	27	24	36	33	35.001
TMEM81	TMEM81	74	67	78	42	47	46	39	35
TMEM82	TMEM82	1	1	1	2	1	3	5	2
TMEM86A	TMEM86A	232	184	215	132	171	182	162	135
TMEM86B	TMEM86B	0	0	0	0	0	0	0	0
TMEM87A	TMEM87A	11468	8250	9000	7484	7831	7014	6746	6901
TMEM87B	TMEM87B	12393	9491	10205.001	8392.999	8689.001	7878.999	7796	8100
TMEM88	TMEM88	2	4	6	3	1	3	3	0
TMEM88B	TMEM88B	0	0	1	0	1	0	0	0
TMEM89	TMEM89	9	2	2	1	2	1	4	3
TMEM8B	TMEM8B	92	83	77	57	70	55	50	76
TMEM9	TMEM9	4	1	3	2	5	1	3	5
TMEM91	TMEM91	0	0	1	4	0	0	0	0
TMEM94	TMEM94	2548	2072	2342.998	1891.999	1971	1819	1652.001	1789
TMEM95	TMEM95	0	0	2	1	1	0	0	0
TMEM97	TMEM97	21898	15742	16497	14490	15577	14415	12854	14639
TMEM98	TMEM98	355	298	258	314	329	282	245	314
TMEM9B	TMEM9B	7745.001	5182	5447	4896	5704	4407	4559	4802.001
TMF1	TMF1	3632	2885	2878	2107	2620	2281	2115	2462
TMIE	TMIE	9	2	6	3	5	2	2	1
TMIGD1	TMIGD1	6117	3935	4347	3752	4430	3583	3578	3525
TMIGD2	TMIGD2	5	2	4	1	1	0	0	0
TMLHE	TMLHE	9	9	1.145	7	3.752	3.684	3	7
TMOD1	TMOD1	203	115	93	121	102	91	83	80
TMOD2	TMOD2	1521	1140	1108	934	1058	1029	894	1056
TMOD3	TMOD3	6660	5097	4862	3839.999	4497	4101	3591	4324
TMOD4	TMOD4	102	76	80	66	62	46	46	46
TMPO	TMPO	13676.999	10091	9751	8260	8977.001	7800	7378	7926
TMPPE	TMPPE	1120	968	944	752	842	794	720	805
TMPRSS11A	TMPRSS11A	2	0	1	1	0	0	0	0
TMPRSS11F	TMPRSS11F	0	0	0	0	0	0	0	0
TMPRSS13	TMPRSS13	0	3	0	0	0	2	0	1
TMPRSS15	TMPRSS15	0	0	0	0	0	0	0	0
TMPRSS2	TMPRSS2	0	0	0	0	0	0	0	0
TMPRSS3	TMPRSS3	1	0	0	0	0	1	1	0
TMPRSS5	TMPRSS5	0	1	0	0	0	0	0	0
TMPRSS7	TMPRSS7	34	14	35	18	31	17	18	26
TMPRSS9	TMPRSS9	1	4	1	1	3	0	0	0
TMSB10	TMSB10	749	465	510	467	444	292	351	398
TMSB4X	TMSB4X	93625.333	59191.399	64236.112	55402.146	58676.082	48943.401	51370.107	52029.521
TMT1B	TMT1B	1742	1263	1422	1090	1249	1195	1077	1168
TMTC1	TMTC1	376	223	280	183	300	292	261	268
TMTC2	TMTC2	2762	1995	1993	1816	2065	1701	1602	1722
TMTC3	TMTC3	7717.999	5523	5793.999	4829	5716.999	4889	4480.001	5200
TMTC4	TMTC4	4798	3495	3678	3244	3556	3054	2747	3196
TMUB1	TMUB1	339	263	295	252	252	238	233	214
TMUB2	TMUB2	920	714	742	704	836	585.001	550.001	655
TMX1	TMX1	8729	5688	6443	5614	6150	5325	5104	5722
TMX2	TMX2	9953	6927	7611	6800	7359	6153	5783	6129
TMX3	TMX3	5063	3753	3826	3240	3581.001	3151	2888	3295
TMX4	TMX4	6049	4403	4390	3731	4121	3814	3540	4187
TNC	TNC	2	0	2	2	3	0	0	0
TNF	TNF	3	0	0	2	1	4	0	6
TNFAIP1	TNFAIP1	3933	3229	3080	2490	3124	2701	2234	2772
TNFAIP2	TNFAIP2	1919	1583	1677	1339	1426	1354	1097	1251
TNFAIP3	TNFAIP3	447	369	366	278	270	275	308	321
TNFAIP6	TNFAIP6	7	3	3	9	2	2	2	5
TNFAIP8	TNFAIP8	1447	1034	1050	838	984	860	729	916
TNFAIP8L1	TNFAIP8L1	1768	1257.041	1286	1067	1098	992	909	1118
TNFAIP8L2	TNFAIP8L2	0	2	4	1	0	2	1	3
TNFAIP8L3	TNFAIP8L3	557	406	405	320	405	311	315	300
TNFRSF10B	TNFRSF10B	3928	3133	3392	2842	2928	2700	2448	2638
TNFRSF11A	TNFRSF11A	1628	1160	1107	1030	1056	979	921	920
TNFRSF11B	TNFRSF11B	0	0	2	0	0	0	0	0
TNFRSF12A	TNFRSF12A	5265	3585	4004	3662	3756	3180	3281	3377
TNFRSF13B	TNFRSF13B	1	0	0	2	0	0	1	1
TNFRSF17	TNFRSF17	4	1	1	4	0	0	1	3
TNFRSF18	TNFRSF18	0	3	1	0	0	4	1	0
TNFRSF19	TNFRSF19	15	19	24	6	11	5	11	4
TNFRSF1A	TNFRSF1A	1559	1163	1220	1171	1143	1046	954	983
TNFRSF1B	TNFRSF1B	3262	2453	2732	2251	2365	2229	1967	2267
TNFRSF21	TNFRSF21	136	110	101	92	104	65	77	96
TNFRSF25	TNFRSF25	1	0	0	1	4	0	2	5
TNFRSF4	TNFRSF4	0	0	1	0	0	0	0	0
TNFRSF6B	TNFRSF6B	591	432	458	349	397	424	388	387
TNFRSF8	TNFRSF8	48	31	29	28	25	17	33	28
TNFRSF9	TNFRSF9	2	5	0	3	0	0	0	4
TNFSF10	TNFSF10	198	168	177	142	149	108	135	125
TNFSF11	TNFSF11	0	1	0	1	0	0	0	3
TNFSF12	TNFSF12	313	256	273	249	236	216	230	246
TNFSF13	TNFSF13	2347	1656	1967	1641	1754	1506	1391	1501
TNFSF13B	TNFSF13B	43	39	25	28	20	34	32	16
TNFSF14	TNFSF14	0	0	0	0	0	0	0	0
TNFSF15	TNFSF15	100	62	69	51	48	59	55	51
TNFSF8	TNFSF8	0	0	0	0	0	0	0	0
TNFSF9	TNFSF9	2	2	0	1	1	0	1	1
TNIK	TNIK	3894	2890	2851	2098	2609	2140	2099	2381.999
TNIP1	TNIP1	2894	2427	2326	1782	1968	1858	1632	1922
