category,subcategory,ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count
Genetic Information Processing,Translation,hsa03010,Ribosome,157/2936,174/7053,0.9022988505747126,2.1675455698581225,13.168295196267362,3.667554379349703e-42,1.2983142502897947e-39,1.0925451466904904e-39,RPS5/RPS16/RPS19/RPS4Y1/RPLP1/RPS2/RPS11/RPL10/RPL7A/RPS3/FAU/RPL8/RPL29/RPS14/RPL13/RPSA/RPLP2/RPL23A/RPL41/RPL13A/RPL27/RPL18A/RPL36/RPS9/RPS28/RPL18/RPS18/RPL30/RPS8/RPS15/RPLP0/RPL3/MRPL19/RPL4/MRPL28/RPL39/RPS21/RPL35/MRPS34/RPS3A/RPL21/RPL24/RPS29/RPL12/RPL37A/RACK1/RPS12/RPL22/RPS27/RPL6/RPL28/RPL37/RPL19/RPL38/RPL27A/RPS25/RPS23/RPS6/MRPL54/MRPL24/RPS13/RPL11/MRPL9/RPL14/MRPL41/RPL9/RPL36AL/RPL7/CHCHD1/RPS20/RPL10A/RPS17/MRPL27/RPS10/RPS4X/RPL15/RPL26/RPL17/MRPS18B/UBA52/RPL32/RPL22L1/RPL35A/MRPL10/MRPL16/GADD45GIP1/AURKAIP1/RPL36A-HNRNPH2/RPS7/RPS15A/RPL36A/MRPL57/RPL31/MRPS15/MRPL11/MRPL44/MRPS16/RPSA2/MRPS25/RPS24/MRPL20/MRPL4/MRPL12/MRPL30/MRPS5/MRPS12/MRPL43/MRPL38/MRPL34/MRPL49/MRPS11/MRPL2/MRPS24/MRPS21/RPL5/MRPS18C/RSL24D1/MRPS28/MRPL52/MRPL53/MRPS6/RPL34/MRPL46/RPS27L/RPL17-C18orf32/RPL23/MRPS10/MRPS23/MRPS17/MRPL40/MRPS33/MRPL51/RPS27A/MRPL36/MRPL18/MRPL14/MRPS7/MRPS22/MRPL32/MRPL45/MRPL55/MRPL15/MRPL47/MRPL17/RPS10-NUDT3/MRPL35/MRPL21/MRPL33/MRPS2/RPL26L1/MRPS18A/MRPS26/MRPL58/KGD4/MRPL37/MRPS14/MRPL22,157
Genetic Information Processing,Transcription,hsa03040,Spliceosome,114/2936,143/7053,0.7972027972027972,1.9150787904193898,9.33536339837233,5.8478501407157006e-21,1.035069474906679e-18,8.71021889380286e-19,SNRPD2/XAB2/FUS/PUF60/SRSF9/HNRNPK/SF3A2/HNRNPA3/LSM4/SNRNP200/SART1/SNRPB/SNRNP70/HNRNPM/PRPF38A/RBM8A/DDX23/SF3A1/SF3B2/U2AF2/MAGOH/ALYREF/SNRPC/HSPA1B/THOC3/PRPF19/HNRNPA1/SRSF3/ZMAT2/LSM3/PRPF6/THOC7/SRSF1/DDX39B/PCBP1/THOC6/BUD31/SRSF2/DHX38/THOC5/DHX16/RBMX/PQBP1/SNRPE/SNRPD3/PRPF31/LSM7/CHERP/SNW1/SNU13/NCBP2/HNRNPA1L3/SRSF5/PPIH/GPKOW/SNRPD1/SNRPB2/ISY1/PHF5A/SNRPA/SRSF6/DDX5/EIF4A3/SNRPG/ACIN1/PRPF8/SF3B6/RBMXL1/SF3B5/ISY1-RAB43/U2AF1L4/PLRG1/HNRNPC/SF1/SF3A3/LSM2/HNRNPA1L2/SF3B1/SNRNP27/SRSF7/SYF2/SNRPF/PPIE/BCAS2/U2AF1/LOC102724594/DDX42/LSM5/CWC15/PRPF4/CRNKL1/HSPA6/RBMX2/YJU2/SLU7/SF3B4/USP39/EFTUD2/RBM17/WBP11/CWC25/SRSF10/TXNL4A/RBM22/SRSF8/LSM6/PRPF38B/SF3B3/LSM8/DHX8/SNIP1/HNRNPU/DDX46/MAGOHB,114
Human Diseases,Neurodegenerative disease,hsa05012,Parkinson disease,166/2936,255/7053,0.6509803921568628,1.5638163167174228,7.743920648488924,1.2478114615534504e-14,1.4724175246330716e-12,1.2390548898934264e-12,COX6B1/NDUFS2/TUBA1C/PSMD2/SLC25A6/ATF4/COX5B/PSMC3/CALM3/KEAP1/CALM1/UQCRQ/UBB/SLC25A5/UQCRC1/PSMD4/NDUFA2/NDUFV1/PSMC1/ATP5F1B/CYC1/UQCRH/PSMB4/NDUFB9/NDUFS3/PSMB3/COXFA4/PRKACA/NDUFS6/ATP5F1D/PSMC2/ATP5MC3/PSMB6/TUBB/NDUFS8/NDUFB7/ATP5F1A/GNAI2/UBC/SLC39A7/ADRM1/COX6C/COX4I1/TUBA4A/PARK7/COX7C/ATP5PB/NDUFB2/UBA1/PSMC5/NDUFA1/NDUFS5/NDUFB11/NDUFB3/PSMD3/PSMD13/TUBA1B/UBA52/NDUFA8/PSMD8/UQCRFS1/PSMB1/TRAP1/PSMA7/PPIF/HSPA5/TUBB6/BAX/NDUFA6/CALM2/CYCS/SDHC/SDHA/TP53/PSMA4/ATP5PO/UQCRB/PSMA6/COX7A2L/NDUFB8/COX8A/NDUFB6/SDHD/NDUFA11/UQCR11/PSMA2/NDUFB5/PSMA3/ATP5PD/VDAC2/COX5A/ATP5MC1/NDUFC2/VDAC3/MFN2/NDUFB4/NDUFV2/ATP5PF/HTRA2/SLC39A1/ATP5MC2/UQCR10/NDUFB10/UBE2J2/PSMC4/NDUFA9/TXN2/NDUFS1/TUBB4B/PSMD9/TUBA1A/SEPTIN5/PSMA5/ATP5F1E/NDUFA7/SLC39A3/DDIT3/TXN/NDUFA13/PSMC6/SLC39A13/COX7B/PSMD7/PSMB5/NDUFAB1/SOD1/NDUFB1/COX7A2/PSMD6/RPS27A/DAXX/NDUFS7/UBA7/SDHB/ADORA2A/COX6A1/NDUFC1/DUSP1/TUBB3/CALML4/VDAC1/TUBA8/TUBB4A/XBP1/GNAS/KLC1/GNAI3/PINK1/ATP5F1C/NDUFA5/PLCG1/UBE2L6/KLC4/NDUFA12/UQCRHL/NDUFA3/PSMB2/KLC2/CASP9/PSMD11/CAMK2G/CASP3/UBE2L3/SLC39A6/TUBB2B/SLC25A4,166
Human Diseases,Infectious disease: viral,hsa05171,Coronavirus disease,135/2936,200/7053,0.675,1.6215173705722072,7.529595517492923,6.312587508243296e-14,5.586639944795317e-12,4.7012164864022445e-12,RPS5/RPS16/RPS19/RPS4Y1/RPLP1/RPS2/RPS11/RPL10/RPL7A/RPS3/FAU/RPL8/RPL29/RPS14/RPL13/RPSA/RPLP2/RPL23A/RPL41/CFD/RPL13A/RPL27/RPL18A/RPL36/RPS9/RPS28/RPL18/RPS18/RPL30/RPS8/RPS15/RPLP0/RPL3/RPL4/RPL39/RPS21/RPL35/RPS3A/RPL21/RPL24/RPS29/RPL12/IRAK1/RPL37A/RPS12/RPL22/RPS27/RPL6/RPL28/RPL37/RPL19/RPL38/RPL27A/RPS25/RPS23/PLCG2/RPS6/RPS13/RPL11/RPL14/IRF3/RPL9/TYK2/RPL36AL/RPL7/RPS20/RPL10A/RPS17/RPS10/RPS4X/RPL15/RPL26/RPL17/UBA52/RPL32/RPL22L1/RPL35A/RPL36A-HNRNPH2/NFKBIB/RPS7/RPS15A/RPL36A/IL6R/RPL31/RPSA2/PIK3R2/RPS24/JUN/STING1/RPL5/RSL24D1/RPL34/ISG15/TNFRSF1A/RPS27L/RPL17-C18orf32/RPL23/IKBKG/MAPK12/C3/IRF9/RPS27A/TLR4/FCGR2A/MAPK11/OAS2/MAVS/RELA/OAS3/IL12A/PIK3CD/CYBB/STAT2/CXCL10/RPS10-NUDT3/NFKBIA/PIK3R3/STAT3/MYD88/IFNAR2/RPL26L1/OAS1/CASP1/MAPK3/PLCG1/RIGI/HBEGF/IKBKE/STAT1/C4B/MX1/C8G/C4A/C4A_2/ACE,135
Metabolism,Energy metabolism,hsa00190,Oxidative phosphorylation,91/2936,129/7053,0.7054263565891473,1.6946090235092832,6.723578663251797,1.9812863342128922e-11,1.4027507246227276e-9,1.180429542278418e-9,COX6B1/NDUFS2/COX5B/UQCRQ/UQCRC1/NDUFA2/NDUFV1/ATP5F1B/CYC1/ATP6V0B/UQCRH/NDUFB9/NDUFS3/COXFA4/NDUFS6/ATP5F1D/ATP5MC3/NDUFS8/NDUFB7/ATP5F1A/COX6C/COX4I1/COX7C/ATP5PB/NDUFB2/NDUFA1/NDUFS5/NDUFB11/NDUFB3/NDUFA8/TCIRG1/UQCRFS1/NDUFA6/COX11/ATP6AP1/CYCS/SDHC/SDHA/ATP5PO/ATP5MG/UQCRB/COX7A2L/NDUFB8/COX8A/NDUFB6/SDHD/NDUFA11/UQCR11/ATP5MF/NDUFB5/ATP5PD/COX5A/ATP5MC1/ATP6V1B2/COX15/NDUFC2/ATP6V0C/NDUFB4/NDUFV2/ATP5PF/ATP6V1F/ATP5MC2/UQCR10/NDUFB10/NDUFA9/NDUFS1/ATP5F1E/NDUFA7/NDUFA13/ATP5ME/COX7B/NDUFAB1/NDUFB1/COX7A2/NDUFS7/SDHB/ATP6V0E1/ATP6V0D1/COX6A1/NDUFC1/ATP6V1E1/ATP6V1D/COX17/ATP5F1C/ATP6V1G1/NDUFA5/ATP6V1G2/PPA1/NDUFA12/UQCRHL/NDUFA3,91
Human Diseases,Neurodegenerative disease,hsa05016,Huntington disease,178/2936,295/7053,0.6033898305084746,1.4494919872534984,6.659898532891577,3.021851264718946e-11,1.7828922461841781e-9,1.5003226454657225e-9,COX6B1/NDUFS2/TUBA1C/PSMD2/SLC25A6/COX5B/PSMC3/UQCRQ/SLC25A5/UQCRC1/PSMD4/NDUFA2/POLR2E/NDUFV1/PSMC1/ATP5F1B/CYC1/UQCRH/PSMB4/NDUFB9/NDUFS3/PSMB3/COXFA4/ACTR1B/NDUFS6/AP2M1/ATP5F1D/PSMC2/ATP5MC3/PSMB6/TUBB/NDUFS8/NDUFB7/ATP5F1A/CLTB/ADRM1/AP2A1/COX6C/COX4I1/HDAC1/TUBA4A/AP2S1/COX7C/ATP5PB/NDUFB2/DCTN3/PSMC5/NDUFA1/DCTN1/DCTN2/NDUFS5/NDUFB11/NDUFB3/GPX7/PSMD3/PSMD13/TUBA1B/NDUFA8/BECN1/PSMD8/UQCRFS1/PSMB1/PSMA7/PPIF/TUBB6/BAX/NDUFA6/GPX1/CYCS/POLR2L/SDHC/SDHA/TP53/PSMA4/CLTC/ATP5PO/UQCRB/PSMA6/COX7A2L/NDUFB8/COX8A/MAP2K7/NDUFB6/SDHD/NDUFA11/UQCR11/PSMA2/NDUFB5/PSMA3/ATP5PD/VDAC2/COX5A/ATP5MC1/POLR2H/NDUFC2/VDAC3/NDUFB4/NDUFV2/ATP5PF/ATP5MC2/UQCR10/NDUFB10/POLR2C/PSMC4/NDUFA9/POLR2J/NDUFS1/TUBB4B/PSMD9/POLR2K/TUBA1A/ACTR1A/ACTR10/PSMA5/ATP5F1E/NDUFA7/POLR2J3/NDUFA13/PSMC6/ULK1/COX7B/PSMD7/PSMB5/PLCB3/POLR2G/NDUFAB1/SOD1/DNAL4/NDUFB1/COX7A2/PSMD6/CREB3L4/PLCB2/NDUFS7/SDHB/DLG4/COX6A1/CLTA/NDUFC1/POLR2J2/BBC3/WIPI1/TUBB3/DCTN6/CREB3/ATG101/VDAC1/TUBA8/POLR2I/ATG2A/TUBB4A/KLC1/HDAC2/ATP5F1C/TFAM/WIPI2/AP2A2/NDUFA5/POLR2D/NRBF2/POLR2B/ATG13/POLR2F/KLC4/NDUFA12/UQCRHL/MAP3K10/NDUFA3/PSMB2/KLC2/CASP9/PSMD11/SOD2/CASP3/TBPL1/TUBB2B/SLC25A4/TRAF2,178
Human Diseases,Neurodegenerative disease,hsa05020,Prion disease,159/2936,258/7053,0.6162790697674418,1.4804551359229452,6.63913816350275,3.5377881208591514e-11,1.7891099925487707e-9,1.505554944666376e-9,CYBA/COX6B1/NDUFS2/TUBA1C/PSMD2/SLC25A6/ATF4/COX5B/PSMC3/UQCRQ/SLC25A5/UQCRC1/PSMD4/NDUFA2/NDUFV1/PSMC1/ATF6B/ATP5F1B/CYC1/UQCRH/PSMB4/NDUFB9/NDUFS3/PSMB3/COXFA4/PRKACA/NDUFS6/ATP5F1D/PSMC2/ATP5MC3/PSMB6/TUBB/NDUFS8/NDUFB7/ATP5F1A/ADRM1/COX6C/COX4I1/TUBA4A/COX7C/ATP5PB/HSPA1B/NDUFB2/PSMC5/NDUFA1/NDUFS5/NDUFB11/NDUFB3/PSMD3/PSMD13/TUBA1B/NDUFA8/PSMD8/UQCRFS1/PSMB1/PSMA7/PPIF/HSPA5/TUBB6/BAX/NDUFA6/CYCS/SDHC/STIP1/SDHA/PSMA4/ATP5PO/UQCRB/PSMA6/COX7A2L/NDUFB8/COX8A/NDUFB6/SDHD/NDUFA11/CSNK2B/UQCR11/RAC2/PSMA2/NDUFB5/PSMA3/ATP5PD/VDAC2/COX5A/ATP5MC1/PIK3R2/NDUFC2/VDAC3/NDUFB4/NDUFV2/ATP5PF/PPP3R1/ATP5MC2/UQCR10/NDUFB10/CCL5/PSMC4/NDUFA9/NDUFS1/TUBB4B/PSMD9/TUBA1A/PSMA5/ATP5F1E/NDUFA7/DDIT3/NDUFA13/PSMC6/COX7B/PSMD7/PSMB5/MAPK12/NDUFAB1/SOD1/NDUFB1/NCF4/COX7A2/PSMD6/CREB3L4/PRKCD/BAD/NCF2/NDUFS7/SDHB/MAPK11/COX6A1/NDUFC1/NCF1/TUBB3/PIK3CD/CYBB/CREB3/VDAC1/TUBA8/PIK3R3/TUBB4A/HSPA6/RAC1/KLC1/MAPK3/ATP5F1C/NOTCH1/NDUFA5/PRNP/KLC4/NDUFA12/UQCRHL/CSNK2A2/NDUFA3/PSMB2/KLC2/CAV1/CASP9/PSMD11/CASP3/C8G/TUBB2B/SLC25A4/CSNK2A3,159
Human Diseases,Neurodegenerative disease,hsa05014,Amyotrophic lateral sclerosis,203/2936,350/7053,0.58,1.3933038147138963,6.373402041452089,1.8840472890092579e-10,8.336909253865966e-9,7.015597141968685e-9,COX6B1/NDUFS2/TUBA1C/PSMD2/ATF4/COX5B/PSMC3/UQCRQ/VCP/FUS/UQCRC1/PSMD4/NDUFA2/NDUFV1/SQSTM1/PSMC1/ATP5F1B/CYC1/UQCRH/PSMB4/NDUFB9/NDUFS3/PSMB3/HNRNPA3/TARDBP/COXFA4/ACTR1B/NDUFS6/ATP5F1D/PSMC2/ATP5MC3/PSMB6/HNRNPA2B1/TUBB/NDUFS8/NDUFB7/ATP5F1A/ADRM1/COX6C/COX4I1/ALYREF/TUBA4A/COX7C/ATP5PB/ACTG1/NDUFB2/DCTN3/PSMC5/TOMM40/HNRNPA1/PFN1/NDUFA1/DCTN1/DCTN2/NDUFS5/NDUFB11/NDUFB3/GPX7/PSMD3/PSMD13/TUBA1B/CHCHD10/NDUFA8/SRSF3/BECN1/PSMD8/UQCRFS1/PSMB1/PSMA7/HSPA5/TUBB6/BAX/GLE1/NDUFA6/GPX1/CYCS/ATXN2L/SDHC/MATR3/SDHA/TP53/PSMA4/ATP5PO/UQCRB/PSMA6/COX7A2L/NDUFB8/TOMM40L/COX8A/NDUFB6/SDHD/NDUFA11/DERL1/NUP62/UQCR11/PSMA2/NDUFB5/PSMA3/ATP5PD/TNFRSF1B/COX5A/ATP5MC1/NDUFC2/NDUFB4/NDUFV2/ATP5PF/PPP3R1/HNRNPA1L3/ATP5MC2/UQCR10/NDUFB10/PSMC4/NDUFA9/RAB8A/NDUFS1/TUBB4B/PSMD9/TUBA1A/ACTR1A/ACTR10/PSMA5/ATP5F1E/NDUFA7/DDIT3/NDUFA13/PSMC6/ULK1/TNFRSF1A/COX7B/PSMD7/PSMB5/MAPK12/NUP188/NDUFAB1/SIGMAR1/SOD1/ANXA7/HDAC6/ACTB/DNAL4/NDUFB1/COX7A2/PSMD6/DAXX/BAD/NDUFS7/SDHB/MAPK11/HNRNPA1L2/COX6A1/CCS/SRSF7/NDUFC1/WIPI1/TUBB3/DCTN6/ATG101/OPTN/MAP1LC3B/SMCR8/VDAC1/TUBA8/ANXA11/UBQLN4/ATG2A/TUBB4A/XBP1/RAC1/NEFH/KLC1/NXF3/CAT/PINK1/CASP1/ATP5F1C/WIPI2/NDUFA5/NRBF2/NXT1/ANG/ATG13/UBQLN2/KLC4/NDUFA12/UQCRHL/NUP50/NDUFA3/PSMB2/RAE1/NXF1/KLC2/CASP9/NXT2/MAP2K3/NUP107/PSMD11/CASP3/SEH1L/NUP43/TUBB2B/TRAF2/NEFL/RAB1A,203
Human Diseases,Cardiovascular disease,hsa05415,Diabetic cardiomyopathy,122/2936,192/7053,0.6354166666666666,1.5264283889645776,6.245107957065604,4.6464057932335453e-10,1.8275862786718613e-8,1.5379331455966003e-8,CYBA/COX6B1/NDUFS2/SLC25A6/COX5B/GAPDH/UQCRQ/SLC25A5/AKT1/UQCRC1/PPP1CA/NDUFA2/NDUFV1/PTPA/ATP5F1B/CYC1/UQCRH/NDUFB9/NDUFS3/MMP2/COXFA4/NDUFS6/ATP5F1D/ATP2A3/ATP5MC3/NDUFS8/NDUFB7/ATP5F1A/COX6C/COX4I1/G6PD/COX7C/ATP5PB/NDUFB2/PDHA1/TGFB1/NDUFA1/NDUFS5/NDUFB11/NDUFB3/PPP1CC/PARP1/NDUFA8/CPT2/UQCRFS1/GYS1/PPIF/NDUFA6/SDHC/SDHA/ATP5PO/PDHB/UQCRB/COX7A2L/AKT2/NDUFB8/COX8A/NDUFB6/SDHD/NDUFA11/UQCR11/RAC2/NDUFB5/ATP5PD/PPP1CB/VDAC2/COX5A/ATP5MC1/PIK3R2/NDUFC2/VDAC3/NDUFB4/NDUFV2/ATP5PF/ATP5MC2/UQCR10/NDUFB10/NDUFA9/NDUFS1/CTSD/ATP5F1E/NDUFA7/NDUFA13/COX7B/PLCB3/MAPK12/NDUFAB1/NDUFB1/NCF4/COX7A2/CPT1B/PRKCD/MPC2/NCF2/PLCB2/NDUFS7/SDHB/MAPK11/RELA/COX6A1/NDUFC1/NCF1/PIK3CD/CYBB/VDAC1/PDK2/PIK3R3/SLC2A1/RAC1/ATP5F1C/TGFB3/NDUFA5/MMP9/NDUFA12/UQCRHL/GSR/NDUFA3/CAMK2G/PRKCZ/SLC25A4/AGT/ACE,122
Human Diseases,Cancer: overview,hsa05208,Chemical carcinogenesis - reactive oxygen species,127/2936,212/7053,0.5990566037735849,1.4390825021849776,5.481482218505615,4.077151412591427e-8,1.4433116000573653e-6,1.2145619471193411e-6,CYBA/COX6B1/NDUFS2/SLC25A6/COX5B/KEAP1/UQCRQ/SLC25A5/AKT1/UQCRC1/NDUFA2/NDUFV1/MAP2K2/ATP5F1B/CYC1/UQCRH/NDUFB9/NDUFS3/COXFA4/NDUFS6/ATP5F1D/ATP5MC3/NDUFS8/NDUFB7/ATP5F1A/COX6C/COX4I1/COX7C/ATP5PB/NDUFB2/NDUFA1/VEGFA/NDUFS5/NDUFB11/NDUFB3/NDUFA8/UQCRFS1/PPIF/AKR1A1/NDUFA6/SDHC/SDHA/NQO1/ATP5PO/UQCRB/COX7A2L/AKT2/NDUFB8/COX8A/MAP2K7/NDUFB6/SDHD/NDUFA11/UQCR11/NDUFB5/ATP5PD/VDAC2/COX5A/ATP5MC1/PIK3R2/NDUFC2/VDAC3/NDUFB4/NDUFV2/ATP5PF/PDPK1/ATP5MC2/UQCR10/NDUFB10/NDUFA9/CBR1/JUN/NDUFS1/HIF1A/ATP5F1E/NDUFA7/NDUFA13/COX7B/IKBKG/GSTO1/MAPK12/NDUFAB1/SOD1/NDUFB1/SLC26A6/COX7A2/PRKCD/GRB2/ARAF/BAD/NCF2/NDUFS7/SDHB/MAPK11/RELA/COX6A1/NDUFC1/SRC/NCF1/PIK3CD/HRAS/VDAC1/NFKBIA/PIK3R3/GSTM4/RAC1/CAT/CYP1B1/ACP1/MAPK3/LPO/ATP5F1C/NDUFA5/MGST3/EPHX1/SLC26A2/KRAS/NDUFA12/PRKD2/UQCRHL/NDUFA3/AHR/SLC26A1/PLD2/SOD2/HMOX1/SLC25A4,127
