gene_id,gene_name,cDC1_Tumor_1,cDC1_Tumor_2,cDC1_Tumor_3,cDC1_un_1,cDC1_un_2,cDC1_un_3,baseMean,log2FoldChange,lfcSE,pvalue,padj,sig (padj<=0.05 & |log2FC|>=0.263)
ENSMUSG00000097004.2,4731419I09Rik,36,40,56,46,40,46,34.89257994924814,-0.2863285057500419,0.23648680142978235,0.18964388310209374,0.2102414278491352,NS
ENSMUSG00000021282.18,Eif5,11295.547,12274.851,14024.694,9538.294,10731.824,7960.002,11406.67552721583,0.09424882860635875,0.07264455364121174,0.19069906404833623,0.21139080533517182,NS
ENSMUSG00000041629.8,Vcf1,2643.718,2635.517,2995.92,2217.92,2403.709,2291,2511.912993268633,-0.05880691364377637,0.04513447729161794,0.1911274180179613,0.21184518736488894,NS
ENSMUSG00000044715.8,Gskip,1087,1136,1260,837,926,889,1007.6449280796877,0.07314418269600535,0.056247058704614133,0.19117693710646297,0.211879622506854,NS
ENSMUSG00000101225.2,1700008J07Rik,85,101,83,61,52,69,89.03083182545012,0.22439272195358428,0.18061016659299872,0.19187040140662376,0.21262766062075472,NS
ENSMUSG00000001380.8,Hars1,2869,2892,3481,2267.999,2470.999,2369,2685.1139762219673,0.05714463620418139,0.04393843928263902,0.19201119337081674,0.2127631509675855,NS
ENSMUSG00000029016.14,Clcn6,1063,1304,1378,910,1056.001,849.999,1049.385681755073,0.0902304643835774,0.0698504554621231,0.19291512469506036,0.21374415060530472,NS
ENSMUSG00000028062.16,Lamtor2,2934,3070.999,3821,2665.999,2820,2727,2671.545784881077,-0.06522069037964781,0.05034601381297126,0.19332820890977073,0.21418116960066544,NS
ENSMUSG00000033009.16,Ogfod1,960,1108,1267,943,1016,859,1007.3417814319222,-0.07777596089101813,0.06028126629339294,0.19434096669572715,0.2152823963502831,NS
ENSMUSG00000059842.13,Zfp341,244,237,244,194,240,211,267.9931271474289,-0.14055642065082458,0.11051877859951358,0.19472609076144395,0.2156882126182754,NS
ENSMUSG00000052301.15,Doc2a,51,50,66,33,39,35,43.38065653050251,0.2794817100805166,0.23321180313604473,0.1950891496259485,0.216069512457057,NS
ENSMUSG00000002718.15,Cse1l,2846,3072.999,3490,2566,2742,2513,2969.82230988326,-0.0538377981910531,0.041694923217479134,0.1953584033319806,0.21634685557538175,NS
ENSMUSG00000092260.8,Zfp963,77.701,84.026,85.745,71.79,90,71,78.07851926996206,-0.20905622418268735,0.16881011891325085,0.195889848397877,0.21691447725678123,NS
ENSMUSG00000015149.15,Sirt2,3054,3321.001,3584.999,2722.001,2860.999,2768,3391.2652287826722,-0.06539930575814666,0.05088299799573386,0.19680558264036074,0.21790748292925102,NS
ENSMUSG00000086965.4,Rtl10,56.652,35.678,43.191,22.696,30.866,31.323,32.50505541732668,0.3117192593444179,0.26692295239568997,0.19732216419558887,0.21845838907230497,NS
ENSMUSG00000046110.16,Serinc4,76,73,95,81,82,84,69.7129304400555,-0.29335412181518994,0.24883364207156178,0.19820157989456463,0.21941084950634202,NS
ENSMUSG00000020381.11,Mrnip,146,160,140,90,99,120,106.62156369894396,0.1985340059190134,0.1605934967021659,0.19840014557841104,0.21960949216087275,NS
ENSMUSG00000022019.17,Tdrd3,537.001,655.001,629,503,544,516,579.7654735110318,-0.09683919752322709,0.07602242054780599,0.19852554925548827,0.21972712116633944,NS
ENSMUSG00000059474.14,Mbtd1,2387.001,2597.002,2638,2162.001,2364.999,1927,3190.988656612063,-0.07417107807589039,0.058012218528514146,0.19860292980967634,0.21979158086011116,NS
ENSMUSG00000033799.11,Tasor2,1485.001,1675,1728.001,1252,1379.001,1081,1693.3683791900128,0.07959669275444527,0.06240545023162328,0.19929874632056854,0.22054037814388444,NS
ENSMUSG00000070425.14,Xntrpc,56.356,50.878,52.889,79.382,92.577,41.735,63.42968607166877,-0.47171958635823263,0.4739819882312375,0.1999561033297984,0.22124647663673877,NS
ENSMUSG00000024750.12,Zfand5,6775,7511.001,8767,6277,6697.999,6050.999,7354.615466491059,-0.045662022058120345,0.03571912449773547,0.20018599657619607,0.2214795065694633,NS
ENSMUSG00000054079.13,Utp18,1663,1729,1998.999,1315.001,1421.999,1372,1742.271589726328,0.07023155270127536,0.05510575529204176,0.20026939965124838,0.22155043508625097,NS
ENSMUSG00000020485.15,Supt4a,4174.931,4226.872,4441.959,3591.966,3799,3574.939,5472.467906945865,-0.08649199468239344,0.06821195621342067,0.20140106925314358,0.222780895697317,NS
ENSMUSG00000035530.14,Eif1,21799.319,21207.968,23510.208,18879.341,18706.245,18720.848,23556.325061002517,-0.07690974592342413,0.06056188876446695,0.20142226198501853,0.2227828775162751,NS
ENSMUSG00000028042.16,Zbtb7b,4712,5218.999,5604,4222,4326.999,4445,4913.242443014059,-0.0636124221106289,0.050068553856375285,0.20206449675066498,0.2234691315035947,NS
ENSMUSG00000047187.10,Rab2a,5489,5962,6807.997,4777,5306.994,5006.999,5483.772467818183,-0.046290356656758375,0.03636606799391214,0.2020816390780569,0.2234691315035947,NS
ENSMUSG00000045690.9,Wdr89,194.437,167.921,199.827,127.529,128.278,142.311,159.05812673070344,0.1696854198362234,0.13717208827889224,0.2026983583052316,0.22412953764265522,NS
ENSMUSG00000019826.12,Zbtb24,819,927.001,969,680,736,646.001,843.5717951967454,0.07706744353514666,0.06102556297231071,0.2039004105591052,0.22543697423938042,NS
ENSMUSG00000015882.19,Lcorl,669,784.001,846,657,751.999,573,653.2751671266625,-0.10235540608772478,0.08143817678664009,0.20396183826384684,0.2254614736988596,NS
ENSMUSG00000105881.3,4932422M17Rik,18,27,24,11,12,16,17.087979620997547,0.38175074266805886,0.35191073394546885,0.20395965588290743,0.2254614736988596,NS
ENSMUSG00000021235.14,Coq6,530,589.999,707.002,534.001,594,445.001,535.6793692828061,-0.10260790489424891,0.08174917728038235,0.20453544511503036,0.2260737815242943,NS
ENSMUSG00000020952.11,Scfd1,1671,1766,1923,1463,1515.002,1531.999,1806.8026122952015,-0.0704077675171909,0.055790419859083604,0.2046569494102663,0.22618630895843,NS
ENSMUSG00000039828.8,Wdr70,1157.863,1206,1482,1038.927,1201.896,1008.887,1238.421475366528,-0.07689658061060978,0.06103437047551322,0.20496962396928955,0.22651007526122144,NS
ENSMUSG00000031105.17,Slc25a14,201,230.001,255,148.001,171,176.999,176.86937013304657,0.14077235093374585,0.11338065558448036,0.20509915974326945,0.22663141371554685,NS
ENSMUSG00000034343.15,Ube2f,2013.999,2141,2337,1607.999,1728,1646.999,2689.5741952207077,0.061773670232481474,0.048980778728506744,0.20547445732850939,0.22700255485751716,NS
ENSMUSG00000050732.10,Vamp8,6534,7273,7882,5837,6112,5972,6465.961727063313,-0.045771909486541654,0.03622900632512135,0.20547457591126306,0.22700255485751716,NS
ENSMUSG00000079197.11,Psme2,14596.473,14119.557,14665.945,10264.633,11160.677,10721.622,22726.41134791944,0.11601724869332095,0.09301274644796145,0.2059646288287145,0.2275220618412822,NS
ENSMUSG00000003199.17,Mpnd,2695,2979,3269.001,2371,2562.999,2487,2720.655624642289,-0.051461878092525636,0.04081648788854474,0.20614636461210165,0.22770091427864209,NS
ENSMUSG00000017002.15,Slpi,35,32,50.001,51,40,35,33.06378089418741,-0.3485064610425867,0.31424936694343203,0.20626067141893342,0.22780526016193253,NS
ENSMUSG00000006019.16,Dhx34,1055.999,1146.999,1212,812,960,828,968.7084278039359,0.07525418265555645,0.059894175089911544,0.20630884780816552,0.22783655504723646,NS
ENSMUSG00000030108.15,Slc6a13,20,24,27,18,31,26,28.044869557764134,-0.3265917212169359,0.2896491970962027,0.20642464670592192,0.22794251544611033,NS
ENSMUSG00000037295.8,Ldlrap1,700,793,889,551.001,639,601,590.0998844215947,0.08880831672452603,0.07091079693615474,0.20672801611595593,0.2282555585634156,NS
ENSMUSG00000033931.10,Rbm34,1034.001,1050,1219,880,964,944,1010.8455274524873,-0.07490487403482882,0.05984060878829573,0.20802064924404645,0.229660716783904,NS
ENSMUSG00000046707.10,Csnk2a2,2670.001,2911,3113.001,2338.999,2608.001,2281,2766.0306951100433,-0.051423498997273775,0.040967778460302307,0.2081567167809064,0.22978884625986812,NS
ENSMUSG00000121445.1,ENSMUSG00000121445,19.384,37.734,37.413,26.164,56.773,26.166,31.756104931131578,-0.39355558009726915,0.3716513225557141,0.2082101019687917,0.22982568498583436,NS
ENSMUSG00000043190.15,Rfesd,287,301,321,218.999,247,200,254.76399593692676,0.12768247912209651,0.10319895480151271,0.20823580876911066,0.22983196771392708,NS
ENSMUSG00000021962.10,Dcp1a,1317.998,1394,1404.001,1048,1124,922.001,1583.7398856365498,0.09591042678658462,0.0771222512476573,0.20926082442542696,0.23094109052159326,NS
ENSMUSG00000031839.8,Hsbp1,3247,3440,3851,2570,2891,2691,3101.0955993448633,0.05059891568885776,0.040418090808877497,0.2093990699047662,0.23107145105866136,NS
ENSMUSG00000103906.2,Tigd5,21,24,26,28,21,26,26.257469660570777,-0.32927732939709015,0.2951000885154596,0.20950763541586384,0.2311690379052911,NS
ENSMUSG00000069893.11,9930111J21Rik1,593.664,658.018,658.817,577.672,545.633,544.35,502.6195866562093,-0.11962435661784657,0.09684898180248074,0.20990376959307946,0.23158387646400186,NS
ENSMUSG00000027198.17,Ext2,2910,3191.001,3953.999,2661,2991,2794,2979.415379198651,-0.0726759082279276,0.05835535584751726,0.2104613053412517,0.23217669029047877,NS
ENSMUSG00000046441.6,Cmtr2,303,391,398,279,355,334,306.14602529713125,-0.14134980123462573,0.1152898570749812,0.21053062719192475,0.2322308541829848,NS
ENSMUSG00000020659.18,Cbll1,1016.001,1172,1153.001,933.999,974,921,1112.1592822233222,-0.07753798683626073,0.062341295324804466,0.21070820718894215,0.23240441294310082,NS
ENSMUSG00000020064.10,Herc4,2073.999,2195,2307,1807.999,1930.999,1810.999,2662.536836630452,-0.0721444681794465,0.05797806328209821,0.21088275107803595,0.23257458995669295,NS
ENSMUSG00000052336.9,Cx3cr1,45,44,39,41,33,50,100.76208879269933,-0.24373259447576343,0.2084346038158828,0.21265373661613743,0.23450522016355574,NS
ENSMUSG00000068039.14,Tcp1,10346,10678,12404.999,8483,9187,8447,10618.1564699393,0.03574916354467632,0.02880139469374522,0.21390145302405905,0.23585849674239198,NS
ENSMUSG00000036748.17,Cuedc2,2827.001,3013,3392.003,2659,2673,2413,2689.440870235158,-0.06659668007525554,0.0539246634397317,0.2146662120800982,0.23667903152335745,NS
ENSMUSG00000121778.1,ENSMUSG00000121778,99.869,169.287,170.737,80.442,114.66,103.769,132.8223475269877,0.21177601548748107,0.17919225776563621,0.2148226532547819,0.23682877566480992,NS
ENSMUSG00000043664.8,Tmem221,174,177,216,115,152,136,120.08812175555765,0.1637996181222907,0.1362465986752535,0.21588119628738983,0.23797290745589877,NS
ENSMUSG00000078546.9,Zfp995,279.999,307.829,327.79,241,214,213.3,260.4311075997842,0.12981393916970646,0.1072402021875291,0.21764029316166716,0.23988898890146132,NS
ENSMUSG00000019988.8,Nedd1,561.967,677.957,675.989,450.88,534.933,449.872,550.4540207758707,0.09625323324134291,0.07895467962071136,0.2181746875159942,0.2404549320228584,NS
ENSMUSG00000027088.11,Phospho2,946.001,952.001,1073.999,833.001,885.999,790,855.2659352766148,-0.07332138400482387,0.05991284397023788,0.2183456275178715,0.24062023424066395,NS
ENSMUSG00000046826.8,Fam187b,12,13,12,12,20,11,12.313260556625966,-0.388917266964745,0.37765885212355504,0.21887241363061047,0.24117761498131657,NS
ENSMUSG00000029106.15,Add1,7530,8155,8505.001,6014,6480.998,6134,8391.953922945466,0.058492505900422806,0.04776265437914141,0.21899812523386142,0.24129298331034643,NS
ENSMUSG00000028318.15,Polr1e,532.001,522.999,610.001,456,520,449,459.2972387365873,-0.09196907813583856,0.07564195140930342,0.21977885695346788,0.2421299639639904,NS
ENSMUSG00000018661.18,Cog1,2009,2047.999,2501.999,1813,1880,1783,2103.1716091042895,-0.06155773495941104,0.05038050673055666,0.21985932827763177,0.24219538244551475,NS
ENSMUSG00000035051.16,Dhx57,1133.999,1292.999,1339,945,1006,900,1395.9124645705933,0.08147513257346195,0.06696848805271682,0.22039687918487819,0.24276425550886868,NS
ENSMUSG00000070461.4,9230112E08Rik,237,319,334,228,225,191,227.6722459496938,0.13779113213291072,0.11500256083694413,0.221146432372707,0.2435665147646072,NS
ENSMUSG00000047766.16,Lrrc49,527,557,690.001,441,463.999,413,474.9208895514197,0.10351911132955598,0.08562218642190783,0.22120092610700678,0.24360316816790628,NS
ENSMUSG00000022280.10,Rnf19a,1439,1598,1678,1292,1459,1218,3326.5125872646436,-0.06818096807487163,0.05607754777136067,0.221688918488061,0.2441171702146533,NS
ENSMUSG00000051285.18,Pcmtd1,1626.999,1894.999,2105.999,1366,1597.002,1340,1705.0911136940774,0.06622707441161968,0.05448798230067194,0.22196808207867666,0.24440113975543618,NS
ENSMUSG00000029408.14,Abcb9,54,55,48.001,27,38,37,36.50275292979693,0.26869432953617967,0.2388219938280158,0.22236158396251238,0.2448109365907507,NS
ENSMUSG00000002797.10,Ggct,198.999,234,275,179,192,138,196.84543431373638,0.1477583234354734,0.12406511491390299,0.22240788702084716,0.24483843990608645,NS
ENSMUSG00000020671.10,Rab10,9139,9412,10474,7744,8326,7998,10069.06810657382,-0.04870622984210068,0.0400674430630581,0.22292595294282055,0.24538522983535357,NS
ENSMUSG00000035234.19,Abraxas1,342,368,437,292,282,271,308.23248179133674,0.1147611760067707,0.095663183292474,0.22348453808299504,0.2459765121064921,NS
ENSMUSG00000033222.17,Ttf2,1104,1317,1455,1089,1094,1084,1011.1846865909741,-0.07659369187902434,0.06333833852730522,0.22354504934975433,0.24601953245957725,NS
ENSMUSG00000022634.10,Yaf2,1125,1172,1346.26,909,974,895,989.8717801589137,0.07022201553579305,0.05802852056641348,0.2236987604769195,0.24616510460531543,NS
ENSMUSG00000026127.14,Imp4,2926.001,3161.001,3583,2402.999,2675.001,2412.999,2820.7591646159035,0.047903020538565995,0.039472087814512176,0.2237290415500569,0.24617483558061554,NS
ENSMUSG00000025907.15,Rb1cc1,1091.999,1261.001,1274.999,935,1036,744.002,1178.3887043532438,0.10102443196776231,0.08403217217489452,0.2240117976539367,0.2464623428629065,NS
ENSMUSG00000084771.10,A230072E10Rik,6,11,16,13,11,14,14.032112022639383,-0.39242304849772813,0.3886419005462981,0.22406938058163595,0.24650207867588864,NS
ENSMUSG00000071528.5,Atp5mk,4734.967,5423.951,6198.972,4590.99,4530.988,4499.947,4862.881192669536,-0.060970663060110154,0.050367004425833445,0.22416636526943207,0.24658514918947105,NS
ENSMUSG00000050029.8,Rap2c,2181,2443,2336,1915,2112,1937,2734.7960475193427,-0.09048306474335491,0.07518532356808832,0.22456249411915924,0.24699723371363078,NS
ENSMUSG00000031015.9,Swap70,5766.999,6043.001,5528,4846,5413,4774,12802.259960267904,-0.1011766274878698,0.08430069264113262,0.2247598165510446,0.24719059222829662,NS
ENSMUSG00000040482.17,Dxo,703.001,659.999,744,575.001,630.999,601,856.6611710580571,-0.09349383847327099,0.07782518697930077,0.22508858759297284,0.2475284668961987,NS
ENSMUSG00000037225.14,Fgf2,23,25,23,19,15,7,15.559054777291582,0.3644551712848972,0.35280157238354076,0.22606971903131154,0.24858360467648666,NS
ENSMUSG00000001248.16,Gramd1a,3353,3665.999,4042.999,2944,3429,2839.001,4511.0203971641695,-0.05359052029872316,0.044694585692907886,0.22900066790333848,0.2517823314375753,NS
ENSMUSG00000054723.7,Vmac,379,428,504.999,378,400,353,357.5921117923455,-0.10568757889371448,0.08900952265106217,0.22915142999620416,0.2519239703826149,NS
ENSMUSG00000025428.16,Atp5f1a,29944.999,32346,37096,25333,26857,25436,29527.42016159387,0.034201968969787014,0.02851681112794785,0.22977007473516395,0.25257991271145774,NS
ENSMUSG00000002100.16,Mybpc3,41,47,43,36,41,48,101.2279117745641,-0.22594155212108685,0.20003267401457414,0.2308215067245391,0.25371143502612065,NS
ENSMUSG00000031023.6,Akip1,676,739,847,538,603,571,629.1215049918789,0.07968147550018596,0.06701477083571315,0.23104363696160313,0.2539312866797558,NS
ENSMUSG00000018474.19,Chd3,4919.999,5530,6317,4129.177,4641,4226,4689.668137078682,0.04541999227358107,0.03801569166668204,0.23107982204714816,0.25394675055674254,NS
ENSMUSG00000032583.8,Mon1a,639,690,775,516,562,517,625.6288215780665,0.07835862349239678,0.0658986890709777,0.23112943919356638,0.25397697131671987,NS
ENSMUSG00000021065.17,Fut8,1207,1339,1502.999,1090,1167,1144.001,1296.6426486821988,-0.06952531732834166,0.058419069939319876,0.2314189412426659,0.2542707589981373,NS
ENSMUSG00000085398.2,4931406G06Rik,27,19,17,16,13,8,21.550167416674913,0.3543932959937654,0.34534372994544826,0.2317243793094181,0.25458199843188367,NS
ENSMUSG00000027900.16,Dram2,860,927,1140.001,807,876,788,850.2445273050162,-0.07750397482300278,0.06525831653748725,0.23175301292122635,0.2545890985721269,NS
ENSMUSG00000074166.8,AW146154,252.973,261.507,285.803,223.033,250.744,226.069,211.83490799200445,-0.11994686827210654,0.10201938266429651,0.23194185472945847,0.25477217503906363,NS
ENSMUSG00000032329.5,Hmg20a,1409,1549.001,1775.001,1151,1347.001,1096,1308.6990847871598,0.0767453001228325,0.06476777117743143,0.23287105553912538,0.2557683721430681,NS
ENSMUSG00000038827.12,Abitram,850,854,1038,710,930,719,853.1839760858066,-0.0977471885174908,0.0828790287889403,0.23307161100027557,0.2559641649881565,NS
ENSMUSG00000071573.16,Rnls,24.401,35.563,47.664,37,38,31.379,42.79897392031337,-0.26055740275608474,0.236829867890062,0.23335358349341712,0.256249325739209,NS
ENSMUSG00000038965.18,Ube2l3,8535.067,8884.123,9851.631,7252.084,8134.975,7313.543,9161.050170897399,-0.052892002261942274,0.04457650554744971,0.23389636619949855,0.2568208044625016,NS
ENSMUSG00000061086.13,Myl4,24,12,12,15,5,6,16.730755054234482,0.40342595372158385,0.42086807764537115,0.2364888805895202,0.25964258684477104,NS
ENSMUSG00000078656.12,Vps25,3197.474,3356.534,3736.432,2601.666,2842.001,2515.669,3049.136718752722,0.05148528239435772,0.043657855977327235,0.23682946839632338,0.2599916621027707,NS
ENSMUSG00000020877.12,Scrn2,279.999,305,334,268.999,256,277,253.43525940053416,-0.12159332024104133,0.10477732525452363,0.23763638333466489,0.2608525561449151,NS
ENSMUSG00000020496.11,Rnf187,10769,11359,12634,9151,10202,9190,10626.31872270502,-0.03419242761739449,0.029019268947359417,0.23804658340187576,0.26127785482735033,NS
ENSMUSG00000109408.2,A930037H05Rik,31,35,40.999,28,19,20,27.177637945222525,0.29169758129643086,0.2744804846531576,0.23852964741852864,0.2617830394061898,NS
ENSMUSG00000022339.10,Ebag9,864.999,915.982,998.946,700,690,721,868.002242484753,0.07538433677901701,0.06440466968524314,0.23865475231220018,0.2618953097095752,NS
ENSMUSG00000039428.12,Tmem135,1344,1466,1709,1166,1333.999,1297,1328.5311868193814,-0.07029415377584144,0.06001083182807307,0.2387140549751024,0.261935355306173,NS
ENSMUSG00000027739.10,Rab33b,771,871,902,706,769.001,677,790.5272238576425,-0.07608477648075289,0.06504107725031186,0.23886720472276146,0.26206028737820947,NS
ENSMUSG00000051590.11,Map3k19,30,32,30,36,28,28,41.6725527963493,-0.27183224855440546,0.2523849141560043,0.2388735546449289,0.26206028737820947,NS
ENSMUSG00000015340.11,Cybb,602,584,658,549,536,503,706.2611034122523,-0.10048078625168212,0.08654469585789835,0.2399725588402655,0.26324081898765467,NS
ENSMUSG00000042660.9,Wdr55,740,766.999,914,672,715,652,753.8047941197051,-0.07225494437884424,0.061890572779033384,0.24010641532015362,0.26336249566542397,NS
ENSMUSG00000038250.10,Usp38,1782,1852,2140,1540,1685,1586,1808.470423660182,-0.05671969993792318,0.04848510930033842,0.24027064015438765,0.26349228926490625,NS
ENSMUSG00000121083.1,4930423K06Rik,64,85,77,48,57,49,57.66008836706955,0.21298355519611498,0.19153070447342987,0.24026568413573982,0.26349228926490625,NS
ENSMUSG00000026925.17,Inpp5e,990.001,976,1178.999,773,872,751.999,937.8618494359939,0.07175647492668702,0.06149745902901189,0.24040193148526467,0.26361109427476076,NS
ENSMUSG00000032590.15,Apeh,2787.999,3092.001,3528.001,2337.001,2615.001,2337,2785.639565929977,0.04688850660273364,0.0401086037088986,0.24115669721085126,0.2644134779024353,NS
ENSMUSG00000029401.9,Rilpl2,1285,1229,1270,1107,1124,1013,1984.552204555488,-0.0897000860887042,0.07734712775927906,0.24162756387237236,0.2649044601820176,NS
ENSMUSG00000109536.2,9330162G02Rik,24,36,32,18,18,21,26.512966725867336,0.30157598908199057,0.2886126152182995,0.24207089719748331,0.26536516587290704,NS
ENSMUSG00000023953.10,Polh,808,883.001,1019,682,710.999,655.999,687.7073861909869,0.08034851251754498,0.0692902562988438,0.24255904627658237,0.2658749072541042,NS
ENSMUSG00000027641.14,Rbl1,1862,2033,2112,1530,1831,1699.001,2060.9467646535727,-0.06876586258552117,0.0592202383049487,0.24288718923589964,0.2662091814446727,NS
ENSMUSG00000031109.18,Enox2,1011.999,1042,1115.001,766.999,848,779,1178.8601308664279,0.08610243337005216,0.07461418733855478,0.24427637459341484,0.26770620437642517,NS
ENSMUSG00000034538.9,Zfp418,36,39,58,26,22,36,35.132736997157174,0.27741168121852844,0.2629606893178513,0.2455134357423238,0.2690362422587178,NS
ENSMUSG00000052713.10,Zfp608,1001,1176.001,1328,839.001,913,899,1088.1573283102732,0.0779690600979384,0.06768982132528104,0.24588128430295894,0.26941362477584707,NS
ENSMUSG00000028874.15,Fgr,458,412.999,556,431.999,393,433,2080.546797326649,-0.1375760885314099,0.12134585752470099,0.24592608970389027,0.2694370086890346,NS
ENSMUSG00000020413.12,Hus1,489,607,663.999,515,586,419,495.27616225483405,-0.10560147104225688,0.09235591842265402,0.24640937249615424,0.2699407388259244,NS
ENSMUSG00000034035.19,Ccdc17,75.999,84,78,80.999,70,70.999,79.93098029584193,-0.19923253913885758,0.18057771671118808,0.24661166471344342,0.2701365778788964,NS
ENSMUSG00000097413.3,A830052D11Rik,54,61,86,60,63,72,81.37005493048524,-0.25032903337956897,0.2336672910596603,0.24678347182735885,0.27029898960259074,NS
ENSMUSG00000120262.1,9530077C14Rik,26,28,18,16,18,9,18.71900702282859,0.33954390809539514,0.34054997758240096,0.24693170001114126,0.2704355470889781,NS
ENSMUSG00000097577.4,6230400D17Rik,29,33,30,37,31.999,23,32.101282490610096,-0.26916992904348136,0.25496826600167644,0.24757545211413348,0.27111471644350515,NS
ENSMUSG00000030008.10,Pradc1,413,484,526,413,402,403,388.02626154453685,-0.09614871071698286,0.08411693247440089,0.24764579023566577,0.2711658824521932,NS
ENSMUSG00000040054.18,Baz2a,5549.824,6284.999,6487.999,5193.619,5779.54,4501.999,6354.919695915918,-0.07111086747767544,0.06193027879097367,0.24793230907487993,0.27145372855709826,NS
ENSMUSG00000024164.16,C3,16,8,14,13,12,16,43.593721229595516,-0.33320975751056536,0.3331856605972565,0.24804083740523683,0.27154666182899556,NS
ENSMUSG00000020948.10,Klhl28,607.999,724,696,521,566,426,651.8639251963192,0.10450853175910575,0.09173540000259876,0.24822566960202938,0.2717231042936228,NS
ENSMUSG00000121879.1,Zfp862-ps,426.109,476.311,464.017,308.999,375.128,339.266,470.34503902127415,0.09851523490473339,0.08641281937907737,0.2485906908673843,0.2720967403708106,NS
ENSMUSG00000051998.15,Lax1,11,15,8,13,14,11,17.4465640941179,-0.35418213925247716,0.36244772824022065,0.2487380082247404,0.2722320385479121,NS
ENSMUSG00000023755.11,Rhebl1,258.767,276.907,260.797,181.001,232.001,171,343.4430357775775,0.1313391267334333,0.11636238933025374,0.24888431396980423,0.2723662038802308,NS
ENSMUSG00000018581.16,Dnah11,20,19,22,27,15,23,17.51472400056267,-0.32719544072264306,0.32648813465303966,0.24934299875701205,0.27284216263834277,NS
ENSMUSG00000021185.17,Dglucy,2397.999,2707,3058,2039.001,2196.001,2034,2331.1692675249074,0.05819736940283655,0.05074691363645215,0.24947851570571278,0.27296443981407337,NS
ENSMUSG00000025917.10,Cops5,3342,3402,3943.001,2803,3181.001,2851,3234.2289878659058,-0.04422716235770794,0.03851668481800491,0.24971850131032206,0.2732009861419996,NS
ENSMUSG00000052533.15,Nup188,2136,2464,2750.001,1986,2149,1981,2252.301983162616,-0.056592133972305746,0.04941403979924003,0.2502217065494219,0.2737254316763848,NS
ENSMUSG00000070371.12,Prss36,88,114,149.999,84.001,86,75,89.78990100751119,0.1805098902550441,0.16376833201897856,0.2509126749540558,0.27445515779171487,NS
ENSMUSG00000005899.15,Smpd4,1646.999,1741,2023.999,1526,1601,1397,1631.7314397850373,-0.061441777595329546,0.05376969277036105,0.2509471124791652,0.27446668183619904,NS
ENSMUSG00000004233.15,Wars2,347.001,343.001,368.999,300,331.001,281.999,358.4766919320171,-0.10021395576172498,0.08841095511016654,0.25106123331175306,0.27453920027796025,NS
ENSMUSG00000032085.6,Tagln,14,17,20,11,9,9,16.20506430750127,0.36102972220973867,0.37476290375939586,0.2510610925969305,0.27453920027796025,NS
ENSMUSG00000031583.14,Wrn,1199.999,1200.999,1304,1033,1102,985,1362.347557192018,-0.06821353653617437,0.05980627539194886,0.2513005769653946,0.27477475959756487,NS
ENSMUSG00000026639.19,Lamb3,33,16,36,20,10,21,27.128489882843787,0.3215520150576651,0.32122816672707577,0.2516799507885353,0.27516336998045804,NS
ENSMUSG00000027680.16,Fxr1,5558.001,5938.999,6354.001,4851,5207,4730,6166.55956974674,-0.046228958501820336,0.04045441039237854,0.2518835919715397,0.27533358273290726,NS
ENSMUSG00000029559.16,2210016L21Rik,1093.001,1277,1405,935.999,1006.001,951.999,1181.3239478315136,0.06104079896361035,0.053521800290882694,0.25188080284254005,0.27533358273290726,NS
ENSMUSG00000078635.4,1700028N14Rik,14.017,11,15.021,7,4,11,13.44372283775586,0.38060827384446416,0.40543710384727344,0.252017781055503,0.27545404339047597,NS
ENSMUSG00000027365.15,Trpm7,2811.001,3218,3453,2537,2813,2512,3056.0874660626464,-0.04931856975625076,0.04319900327427128,0.25215667798525515,0.27557962627816546,NS
ENSMUSG00000031516.12,Dctn6,1580,1693,2008.002,1431,1515,1442.999,1613.789444783979,-0.05501473674046988,0.04825040708991006,0.2524127597101225,0.275833243219579,NS
ENSMUSG00000030224.11,Strap,7048,7778.999,9006,6021,6452,6020,6996.44017409284,0.042945412149379185,0.03769975449362931,0.253545839672574,0.27704509248835923,NS
ENSMUSG00000034163.11,Zfc3h1,2114,2326,2128.999,1644,1771,1521,2835.36074060361,0.09839920908776181,0.08752678652699143,0.2550811235680447,0.2786961505168275,NS
ENSMUSG00000014039.19,Prdm15,449.998,536,569.999,385,441,345,496.3334365416609,0.08917616006390743,0.07920263787204439,0.25539933134112774,0.279017269697476,NS
ENSMUSG00000021012.17,Zc3h14,4044.991,4481.996,4951.998,3350,3718,3392.999,3932.7075824674807,0.045174445417935825,0.039916491357456806,0.2565182330226011,0.2802129822867703,NS
ENSMUSG00000020743.16,Mif4gd,2826.001,2800.999,2771.999,1999,2249,2089,4247.232879641556,0.0928357918285427,0.08274552024342652,0.25665305630958424,0.28033359132530733,NS
ENSMUSG00000045106.13,Ccdc73,21,27,23,22,31,21,25.41338577613985,-0.3010473224498124,0.2999362513622796,0.25750899469125965,0.2812417525242281,NS
ENSMUSG00000029049.15,Morn1,124,125,99.999,88.001,94,63,97.1392625905451,0.18739636671809967,0.17322789169246416,0.25768507293034565,0.2813805337066526,NS
ENSMUSG00000038208.14,Pgap3,283,343,330,226,253,229,236.2742355398239,0.11144477278646847,0.10003798931074158,0.25767506155187014,0.2813805337066526,NS
ENSMUSG00000026090.17,Cracdl,30,26,20,10,20,17,24.827216957302483,0.30931139197888385,0.31105901743331466,0.2582696002416438,0.2819651853560369,NS
