gene_id,gene_name,cDC1_Tumor_TNFa_1,cDC1_Tumor_TNFa_2,cDC1_Tumor_TNFa_3,cDC1_un_1,cDC1_un_2,cDC1_un_3,baseMean,log2FoldChange,lfcSE,pvalue,padj,sig (padj<=0.05 & |log2FC|>=0.263)
ENSMUSG00000002985.17,Apoe,40426,53251.999,54241.001,1227.999,1718.999,1555.001,21348.373950954734,4.5416674707541835,0.09692331349841399,0,0,Up
ENSMUSG00000003038.16,Hmgn2,3429.261,3887.796,3728.199,17381.604,18754.015,17876.031,10059.902477256195,-2.7756637138723472,0.04717340259269402,0,0,Down
ENSMUSG00000003346.15,Abhd17a,2252,2611.999,2622.999,5292,5794,5389,3889.199497739104,-1.6242978207404537,0.041926378390539754,0,0,Down
ENSMUSG00000003352.15,Cacnb3,64786,69298.001,63370.001,457,453,408,33524.78588690882,6.728629137774777,0.14482036038682605,0,0,Up
ENSMUSG00000003363.16,Pld3,4691.001,5996.999,5989.999,301,404,358,2286.4002745644793,3.4774894456118335,0.07896441306247169,0,0,Up
ENSMUSG00000003420.9,Fcgrt,2406.999,2733,2319,13388,14175.001,13357,7230.893184894372,-2.9390123429989754,0.0648507443497211,0,0,Down
ENSMUSG00000003721.15,Insig2,3956.001,4962.002,4674,680.001,710.001,674.001,2218.4975747887197,2.2255122744176874,0.0559128171000623,0,0,Up
ENSMUSG00000004207.16,Psap,90353,99957,93787.001,403220.001,435065,406245,239174.0004647801,-2.614373194040329,0.04966085759181382,0,0,Down
ENSMUSG00000004296.15,Il12b,69817,75138,63186,163,209,184,26214.284194836204,8.055657543059734,0.12220445253086697,0,0,Up
ENSMUSG00000004709.15,Cd244a,449,499,416,4534,4782,4440,3153.970861386821,-3.818201116806847,0.06965819313813242,0,0,Down
ENSMUSG00000004880.12,Lbr,1128,1410.999,1333,6129.001,6684.001,6233,3399.4333898381456,-2.7869747824563076,0.04868546190381971,0,0,Down
ENSMUSG00000005057.14,Sh2b2,137,127.999,154.999,1544.001,1600,1509,805.6157703122984,-3.952084612390502,0.09434539638562398,0,0,Down
ENSMUSG00000005142.11,Man2b1,10261.001,11094,10734,52000.001,56278.999,51121.999,29699.322221453884,-2.7944978829339657,0.053044549810278875,0,0,Down
ENSMUSG00000005994.15,Tyrp1,139861.999,187235,177573,30,37,23,65942.63104852026,11.934519968718638,0.1646926703758852,0,0,Up
ENSMUSG00000006273.15,Atp6v1b2,19550.001,24526.999,23164.001,4365,4824.001,4453,12096.769661972368,1.809300183401469,0.03577675599351255,0,0,Up
ENSMUSG00000006356.11,Crip2,3816,4904,5232,43,65,46,1998.220596046773,5.997808524398848,0.13506549060803869,0,0,Up
ENSMUSG00000006782.17,Cnp,1242,1395,1327,6379,7183,6853,4331.772132397488,-2.848093492571757,0.06696528863741079,0,0,Down
ENSMUSG00000006800.15,Sulf2,4547.001,6089.001,5983.001,158,198,157,2286.3274979004136,4.520850193737157,0.08734030496394879,0,0,Up
ENSMUSG00000006932.18,Ctnnb1,34491.001,45294,42050,8277,9324,8620,21009.606537212185,1.7218117892461908,0.04114259206021474,0,0,Up
ENSMUSG00000007872.4,Id3,897,1027,1052,22445.001,26199,24262,7634.694135915266,-5.100022412502883,0.05701732366577031,0,0,Down
ENSMUSG00000007891.17,Ctsd,66209.862,88457.06,90347.753,2705.202,3211.236,2934.506,34483.581758165245,4.292080941765908,0.09571455420576003,0,0,Up
ENSMUSG00000008193.14,Spib,13949,14721,12681,341,361,367.001,5179.144528881023,4.782668339675289,0.12012866019110947,0,0,Up
ENSMUSG00000008690.16,Ncaph2,5155.991,6147.993,5673.993,10056.994,10867.981,10091.99,7527.052210713279,-1.3569931604156027,0.03024393110108418,0,0,Down
ENSMUSG00000009376.16,Met,24463.999,33165.999,30771.001,2974,3112,3078.999,13708.246909818334,2.771032396976785,0.0625364618186194,0,0,Up
ENSMUSG00000009687.15,Fxyd5,4567,4747,4204,25185.001,27330,25392.001,15541.166215139534,-3.0043026633608223,0.07690568395087741,0,0,Down
ENSMUSG00000010142.13,Tnfrsf13b,71,80,59,1859.999,2035,1910,791.6741520477506,-5.2671184028535185,0.12752741404372794,0,0,Down
ENSMUSG00000011884.14,Gltp,3839,4531,4097,13656,14799,13830,8394.885410995186,-2.247712043724451,0.0529081545001865,0,0,Down
ENSMUSG00000012017.5,Scarf2,2750,3565.001,3855,58,66,59,1417.7736378420195,5.292498966339831,0.13307468370932865,0,0,Up
ENSMUSG00000015112.16,Slc25a13,2303.999,2855,2797.999,224.001,247,255,1271.2427088897266,2.959751800717863,0.07326076892114498,0,0,Up
ENSMUSG00000015312.10,Gadd45b,36559,37209,32918,242.999,264.999,252,18891.31631225641,6.6372259622318195,0.14955503889701147,0,0,Up
ENSMUSG00000015749.13,Anp32e,5980.001,7343.001,6836.999,16625,17804,17566,11020.013989268547,-1.8560910883230253,0.04503567831973905,0,0,Down
ENSMUSG00000015766.15,Eps8,13315.999,17571,16878,1435,1560.001,1421,7178.135838139463,2.939203179653433,0.0620774158044909,0,0,Up
ENSMUSG00000015837.16,Sqstm1,57558,71363,68563.001,13254,13700.999,12572,42047.28148254799,1.8283021204239773,0.03821111426319918,0,0,Up
ENSMUSG00000015937.16,Macroh2a1,10353,11088,9973,35024.001,38618,35496.999,22400.033922076687,-2.2764867640478816,0.05784632403899613,0,0,Down
ENSMUSG00000015944.10,Castor2,9914,10344,8612,217,240,216,4550.162379243791,4.936322320290238,0.10805315296129668,0,0,Up
ENSMUSG00000016087.14,Fli1,329,332,274,2265,2612,2414,1241.1534552357887,-3.441357199318925,0.08748695558180465,0,0,Down
ENSMUSG00000016494.10,Cd34,50,59,60,13135.001,13978.001,13809.999,4355.1034193310325,-8.3973239500874,0.12227735650025424,0,0,Down
ENSMUSG00000017009.4,Sdc4,3022,3510,3284,116,116,109,1986.8226733048625,4.355311756544765,0.09066159364901084,0,0,Up
ENSMUSG00000017144.9,Rnd3,400,472,437,5030,5334,5130,2179.3460457703013,-4.052636503995298,0.060732008475789995,0,0,Down
ENSMUSG00000017146.13,Brca1,6292,7961.999,7520,945,1122,1000,3341.128440840929,2.334727717981303,0.05947320497664474,0,0,Up
ENSMUSG00000017466.11,Timp2,9282,12437,12705,185,189,231,4643.567508613304,5.327050875007035,0.09810698681470952,0,0,Up
ENSMUSG00000017493.13,Igfbp4,10599,12623,12190.999,116,111,89,4348.639325681651,6.313966010720593,0.09222529518922942,0,0,Up
ENSMUSG00000017652.17,Cd40,7682.001,7425.999,6659.999,175.999,184,180,8457.287326971227,4.847217114491042,0.11773223535704395,0,0,Up
ENSMUSG00000017664.17,Slc35c2,1686.001,1856.001,1739.999,8129.999,8878.999,8284.999,4617.218016763554,-2.7424510826246777,0.06153784728641936,0,0,Down
ENSMUSG00000017716.16,Birc5,676,830,768,2537,2736,2550,1385.2707130119627,-2.269716288858378,0.053067966661795286,0,0,Down
ENSMUSG00000017756.10,Slc12a7,6690,8336.001,8181,481.001,499,462,3307.9070650241943,3.5141232328032066,0.07150716897335027,0,0,Up
ENSMUSG00000017781.19,Pitpna,8783,9902,9552.999,27346.999,29423,28453,18148.76647982921,-2.079088478730151,0.04431276571173772,0,0,Down
ENSMUSG00000018143.11,Mafk,2488,2790,2681,7915,8276.999,7419,5632.150709299517,-2.0538587354723363,0.04182081470579025,0,0,Down
ENSMUSG00000018340.14,Anxa6,4748.999,5192,4935,38652.999,41561,39091.999,18909.0356507784,-3.4864381623732967,0.062161689697752855,0,0,Down
ENSMUSG00000018395.20,Kif3a,2799.001,3454.001,3309,264,313,278,1544.9509526976217,2.9904875408621336,0.07156984985716346,0,0,Up
ENSMUSG00000018398.19,Septin8,5127.001,6624,6593.999,242.999,268,273,2709.1893074779637,4.051230497343955,0.08258486356858444,0,0,Up
ENSMUSG00000018593.14,Sparc,27430,35183,35715,28,53,52,12329.230088404707,8.990252820135582,0.2343890175403474,0,0,Up
ENSMUSG00000018909.16,Arrb1,3513.001,4223.001,3531,12497,13590,12168,6952.181920495331,-2.2487272186388387,0.050883189832826255,0,0,Down
ENSMUSG00000018983.10,E2f2,380,486,421,4351,4822,4250,2076.3297005704358,-3.869149775793204,0.06724494250268917,0,0,Down
ENSMUSG00000019055.16,Plod1,7343.001,9405,9677,734.999,828,760,4146.052384793468,3.012519036344548,0.06669779239704954,0,0,Up
ENSMUSG00000019139.11,Isyna1,967.001,1029.001,1002,3828,4288.998,4049.999,2916.7664964310775,-2.5031195419548222,0.06185289769446238,0,0,Down
ENSMUSG00000019188.17,H13,4855.001,5868.999,5706,11204,12196,11278.999,6828.729469242369,-1.5658032274004847,0.03693977994938623,0,0,Down
ENSMUSG00000019189.14,Rnf145,3418,3776,3523.001,12197,12942.001,12216.999,7645.601716758563,-2.285726512089144,0.04611097715296754,0,0,Down
ENSMUSG00000019302.18,Atp6v0a1,10849,12145.999,11823,1276.999,1527.001,1260.999,5680.650680829773,2.612908025818804,0.04717077736092004,0,0,Up
ENSMUSG00000019528.19,Gyg1,22649,27274,25253,2205,2422,2197,10231.604980303242,2.9721635625334826,0.037477371589082084,0,0,Up
ENSMUSG00000019558.15,Slc6a8,5235.001,6826,6768,49,71,56.001,2546.385862658622,6.238795504403281,0.12386580417315093,0,0,Up
ENSMUSG00000019817.19,Plagl1,8369.999,11619.998,11370.999,37,50,35,4530.78583037011,7.49345453335408,0.14987455799964816,0,0,Up
ENSMUSG00000019823.18,Mical1,2180,2520,2449.999,7929,8697.001,7605,5771.199050544389,-2.2457676557191104,0.04742206241741751,0,0,Down
ENSMUSG00000019986.18,Ahi1,2073,2730.001,2654,153.001,165,152,1051.0124790358502,3.4902432774285908,0.09009056919155016,0,0,Up
ENSMUSG00000020009.14,Ifngr1,2861,2890,2638.999,26968,29375,26225,12383.479006745014,-3.775291383500267,0.07737399445492957,0,0,Down
ENSMUSG00000020023.19,Tmcc3,8355,9239.999,7939.999,97.999,86,72,4192.090319694706,6.1433233923841675,0.13870817123658616,0,0,Up
ENSMUSG00000020108.5,Ddit4,3873,4706,4605,218,260,217,2242.328730633941,3.7538100194124215,0.07336554268353573,0,0,Up
ENSMUSG00000020253.16,Ppm1m,2529.999,2609.999,2462,14222.999,15577.001,14388,7920.977790384963,-3.0182947140061644,0.06720925167541844,0,0,Down
ENSMUSG00000020272.9,Stk10,1185,1494,1361,5927,6713,6032,3283.1065682894437,-2.6961995740503686,0.046139115425687785,0,0,Down
ENSMUSG00000020326.8,Ccng1,23476,31249,28571,3610,4088,3749,13939.310649701183,2.3682616509080012,0.050474865985311604,0,0,Up
ENSMUSG00000020340.17,Cyfip2,8190.999,9404.001,8646,19033,20671,18807,14582.830140995795,-1.6418234821022557,0.03848730142403547,0,0,Down
ENSMUSG00000020399.15,Havcr2,1313,1320,1219,7876,8242,7464,4622.00013931405,-3.0919799777662926,0.0737889584759044,0,0,Down
ENSMUSG00000020400.18,Tnip1,10095.001,12373.001,11612.002,1492.002,1658.999,1584,7748.788076245326,2.3553003312144605,0.052072451227716615,0,0,Up
ENSMUSG00000020432.13,Tcn2,20249,24674,24231.999,2265,2396,2378.999,10421.46796103922,2.803336877290926,0.04757732670303868,0,0,Up
ENSMUSG00000020456.18,Ogdh,12558,15609,15172,2824,3208,2981,7772.685468605023,1.7733776939295016,0.04255857869949606,0,0,Up
ENSMUSG00000020589.18,Cyria,6635,7375.999,6318,284,349,277,5417.780867206754,3.9952255502739766,0.09361007078938939,0,0,Up
ENSMUSG00000020689.5,Itgb3,4859,6286,6066,68,53,53,2360.0563151844526,6.1250025591572035,0.12369816366079066,0,0,Up
ENSMUSG00000020788.16,Atp2a3,223,182.999,179,4256,4391.999,4156.999,1784.6095705026655,-4.927977296821856,0.09813218156712387,0,0,Down
ENSMUSG00000020914.18,Top2a,3629,4448.001,4193,12904.001,14076,13571.999,7365.261734587515,-2.2133943824126368,0.04540383938336355,0,0,Down
ENSMUSG00000021003.11,Galc,2543,3352.001,3140.002,95,105,73.999,1257.4173725387427,4.545632819780569,0.10311522421695174,0,0,Up
ENSMUSG00000021054.7,Sgpp1,1218,1557,1403,4712,4981,4942,2651.717393203433,-2.298137050027408,0.05705969348100447,0,0,Down
ENSMUSG00000021115.16,Vrk1,1408,1545,1530,9553,10608,9463,5292.936220627151,-3.207586427785384,0.0555127611780269,0,0,Down
ENSMUSG00000021262.16,Evl,1415,1657.999,1545,6590,7612,6892.998,3862.9354458387447,-2.676577405686825,0.05245330518602896,0,0,Down
ENSMUSG00000021365.16,Nedd9,192,222,168,1743,1869,1722,913.5421690541756,-3.6788347084977486,0.09192403626123366,0,0,Down
ENSMUSG00000021477.10,Ctsl,5856.001,7762,7245.999,459,500.999,510.001,3017.829144156164,3.330080015104679,0.06906527478725244,0,0,Up
ENSMUSG00000021559.15,Dapk1,315,326,224,10691.999,11784.001,10729.999,5402.893260073788,-5.739762812306631,0.09185015231001298,0,0,Down
ENSMUSG00000021595.19,Nsun2,3403,4238,4149,9840,10909,9775,7283.63641226288,-1.8608474832050874,0.039954626391426364,0,0,Down
ENSMUSG00000021596.18,Mctp1,300.001,301,318,3421,3695,3405.999,1707.3462460500593,-3.998692569389114,0.0830027514589028,0,0,Down
ENSMUSG00000021624.10,Cd180,465,376.001,367,9145.001,9564,9134,4457.975634753201,-4.995229673322756,0.1069424351644628,0,0,Down
ENSMUSG00000021665.10,Hexb,1388,1646,1564,4508,4855,4645,3696.7402148989427,-2.0941488757184907,0.0508962488846129,0,0,Down
ENSMUSG00000021676.11,Iqgap2,534,494,492,4461,4811.001,4345,1927.6213896907432,-3.638562852567283,0.08918805189619522,0,0,Down
ENSMUSG00000021687.15,Scamp1,3630,5022,4594,223,233,204,1882.0697897190857,3.828365241398618,0.08412413010176875,0,0,Up
ENSMUSG00000021843.18,Ktn1,11895.999,14150.001,12122.001,1090,1192,1001.999,7187.239683866315,3.0502561847139664,0.06131183626241224,0,0,Up
ENSMUSG00000021990.17,Spata13,213,298.999,316.999,1761.999,1947.999,1789,762.7850487160075,-3.2178158291605437,0.07700657530275101,0,0,Down
ENSMUSG00000022075.8,Rhobtb2,716.999,845,835,3175.001,3494,3156,1771.4373714373612,-2.521873496173297,0.04753534961091512,0,0,Down
ENSMUSG00000022090.11,Pdlim2,607,685.002,611.999,2926.999,3266.999,3182.001,1787.6954459555304,-2.783583069531115,0.07130198114912113,0,0,Down
ENSMUSG00000022240.11,Ctnnd2,50,55,49,1540,1827,1651,1026.7563317145762,-5.501420292957265,0.13827796054308156,0,0,Down
ENSMUSG00000022257.5,Laptm4b,16247.996,18310.997,17046.999,831,970,945,7943.941739433562,3.7446096701523994,0.05699492906113782,0,0,Up
ENSMUSG00000022272.18,Myo10,4622.999,6400,6509,70,83,75,2591.1183411984853,5.75928397373351,0.12511993041865524,0,0,Up
ENSMUSG00000022453.9,Naga,5583,6214.002,5806.999,37716.001,40604.999,36176.999,20113.484569508008,-3.184360858114316,0.05378928665899272,0,0,Down
ENSMUSG00000022456.19,Septin3,1585,1611,1342,27000,29476.001,25881.001,14148.208520944074,-4.6570951465256964,0.08327425427954996,0,0,Down
ENSMUSG00000022504.11,Ciita,3935,4097.001,3585,18198,19816,17781.001,12031.65064322705,-2.741760009717107,0.06521848870015558,0,0,Down
ENSMUSG00000022512.4,Cldn1,517,467,387,9876,10482,9723,6884.022792192371,-4.926101209606022,0.10517219695755228,0,0,Down
ENSMUSG00000022555.13,Dgat1,3343,3869,3594,395,435.001,375,1531.5734624411198,2.6754405288146,0.05970882582783356,0,0,Up
ENSMUSG00000022564.8,Grina,13531,16004,16051,2065.001,2378,2063,6352.706936629096,2.3196496731693226,0.0439473002415721,0,0,Up
ENSMUSG00000022587.16,Ly6e,6059.999,5493.999,5126,64775,71507.002,70851.999,40613.19775945841,-4.104651488011853,0.09872610292612036,0,0,Down
ENSMUSG00000022636.14,Alcam,962.999,1021,917,11376.001,12223,11081,6037.527783741007,-4.060049834581894,0.07359091391610356,0,0,Down
ENSMUSG00000022747.18,St3gal6,2918,4079.001,4039,114.001,109.999,142,1582.3049669659006,4.4079421956973235,0.11462757621089421,0,0,Up
ENSMUSG00000022750.19,Klhl22,2644,3521,3384,255,253.999,217.999,1459.3239989432425,3.217910878905757,0.08100745113276034,0,0,Up
ENSMUSG00000022799.5,Arhgap31,11388,13514,11598,1627,1803,1576,8888.052263948928,2.377138710499816,0.0579020778232239,0,0,Up
ENSMUSG00000022831.15,Hcls1,3626,3667,3308,35704,38274,36568,21695.29297715942,-3.8602957020748243,0.07433639302045933,0,0,Down
ENSMUSG00000022844.9,Pdia5,657,798,761,2895,3097,2896,1498.6116158256243,-2.4911192476688986,0.05581272308089606,0,0,Down
ENSMUSG00000022876.19,Samsn1,17206,20037,17119,296,306,264,9509.886642333759,5.476689030994102,0.12558670803520042,0,0,Up
ENSMUSG00000022952.18,Runx1,1516.001,1700.999,1522,6427,6934,6382.414,3939.310708256912,-2.541598643778451,0.06200565555630061,0,0,Down
ENSMUSG00000022964.15,Tmem50b,3561,3377,2970,29497,31336.999,29810,16405.582600917267,-3.666095179490839,0.09065481538822394,0,0,Down
ENSMUSG00000022971.19,Ifnar2,2554.001,2970.192,2830,7853.097,8247.26,7788.601,4874.044390615182,-2.0023501940243884,0.04713204544809311,0,0,Down
ENSMUSG00000022994.10,Adcy6,32525,35662.999,30983.001,212.999,246,196.999,17676.70475364398,6.747159616860477,0.12828114662052853,0,0,Up
ENSMUSG00000022995.18,Enah,4362.999,5569.999,5555.001,331,408,347.001,2339.4823363493483,3.339819341474804,0.07735099082932383,0,0,Up
ENSMUSG00000023015.15,Racgap1,1616.001,2041.978,1890,5926.91,6556.979,6340.972,3159.2412114273625,-2.2515128847832515,0.05315003697737279,0,0,Down
ENSMUSG00000023022.15,Lima1,10314.001,13290.001,12701.999,753,888,762,5488.044783032243,3.424510442212671,0.05630760964237274,0,0,Up
ENSMUSG00000023032.13,Slc4a8,9865.001,11125,9785,122.999,130,107,5360.743780621326,5.926286920277353,0.10398239802019875,0,0,Up
ENSMUSG00000023067.15,Cdkn1a,45721,51979,49389,2326,2444,2310,31319.74123793105,3.889247185082158,0.03705241209935367,0,0,Up
ENSMUSG00000023150.15,Ivns1abp,9670,11247,10422,37354,42628,33711.999,22839.88064303229,-2.3410024901848296,0.05067776514696102,0,0,Down
ENSMUSG00000023175.16,Bsg,23437,30703,29802,5592.999,6102,5570.999,14505.519794507365,1.7864165466444377,0.04484654564590539,0,0,Up
ENSMUSG00000023191.10,P3h3,3112.999,4160,4228.001,92,133.999,109.999,1605.9623592997611,4.598289453722401,0.10619833640636761,0,0,Up
ENSMUSG00000023249.16,Parp3,4042.001,4941,4778,599,699,590,2729.0058779865362,2.3746904973647003,0.05330140660279946,0,0,Up
ENSMUSG00000023367.15,Tmem176a,9107,9986,9129.999,217,224.001,257,4943.442278962577,4.847297730238153,0.086913159523197,0,0,Up
ENSMUSG00000023456.17,Tpi1,28200.955,34994.916,33243.864,6622.954,7040,6662.977,16644.029506577717,1.7540590869626573,0.03415628816207875,0,0,Up
ENSMUSG00000023495.14,Pcbp4,7594,8515.999,8222.999,114,114,122,4780.699395099972,5.628261835434006,0.08855222159799137,0,0,Up
ENSMUSG00000023903.9,Mmp25,34789,35366,30009,719.001,800,725,19807.259664050176,4.99545771275541,0.10358225103045895,0,0,Up
ENSMUSG00000023908.9,Pkmyt1,403,489.001,458.001,1989,2312,2015.001,1305.7248852878197,-2.7109318288341724,0.06269335417760036,0,0,Down
ENSMUSG00000023909.5,Paqr4,238,281,265,2568,2786,2650,1354.7555675244425,-3.837661428131686,0.07671393857454441,0,0,Down
ENSMUSG00000023960.14,Enpp5,2367,3006,2887,62.999,56,65,1160.3987476359325,4.9876396235466345,0.12259855251902198,0,0,Up
ENSMUSG00000024070.16,Prkd3,1841,1998,1928,7017.999,7811.999,6963,4549.874529241524,-2.3993541270480208,0.059665357620344785,0,0,Down
ENSMUSG00000024084.9,Qpct,299,251.001,241,4688.001,5129,5140,2248.4185141772755,-4.712346716718353,0.11237542413681575,0,0,Down
ENSMUSG00000024121.14,Atp6v0c,35800.469,44245.992,43936.227,5867.8,6428.257,6013.159,20550.488463759684,2.2673472729537676,0.038010113387747374,0,0,Up
ENSMUSG00000024197.11,Plin3,8064,9776,9836,1249,1408,1321,4632.76075538238,2.306834093076132,0.04757640914910405,0,0,Up
ENSMUSG00000024300.18,Myo1f,1743.001,1561,1352,23936,26929,25051,13132.682008241636,-4.494426628063449,0.10649996411936319,0,0,Down
ENSMUSG00000024334.10,H2-Oa,1114,1330,1196,4530,4899,4512,2874.8970189110632,-2.423733651258384,0.051253191067743745,0,0,Down
ENSMUSG00000024507.7,Hsd17b4,4085.999,4661.001,4091,15692,16990.999,16652.999,10782.696874965359,-2.4270121098817774,0.05303467710880977,0,0,Down
ENSMUSG00000024621.17,Csf1r,124,107,133.001,3432,3609.999,3881,3161.874028236111,-5.388112444798041,0.10723513971980957,0,0,Down
ENSMUSG00000024660.10,Incenp,1078.999,1405,1385.999,3675.999,4156,3952.001,2220.2662004955737,-2.0958240223515907,0.05315370849846001,0,0,Down
ENSMUSG00000024664.6,Fads3,277,356,316.053,2209.778,2356,2211,1280.2358597361435,-3.3226307361681884,0.08438820810972711,0,0,Down
ENSMUSG00000024691.14,Fam111a,409,512,494,2099,2342,2093,1311.872362063238,-2.6936129625379888,0.06086460686744213,0,0,Down
ENSMUSG00000024769.8,Cdc42bpg,3775,4726,4769,420,403,395,2551.5735901335474,2.9502809705253212,0.06646610407862938,0,0,Up
ENSMUSG00000024791.11,Cdca5,315,383,374,2296,2368,2260,1116.921669440823,-3.1783059180070095,0.07349828250545293,0,0,Down
ENSMUSG00000024818.16,Slc25a45,1736,2080.001,1998,4659,5164.999,4729.999,3227.834980859846,-1.810726837920057,0.043085682319070104,0,0,Down
ENSMUSG00000024921.18,Smarca2,2263.002,2782,2583,7572,8395.999,7753.999,4748.480166443706,-2.125192025018127,0.033825078704328694,0,0,Down
ENSMUSG00000024940.12,Ltbp3,5910,7350.998,7803,32,37,41,2844.6197104258317,7.071451208084925,0.15380095163126603,0,0,Up
ENSMUSG00000024981.7,Acsl5,4109,4767,4382.001,12695,13571,13069,8889.493696780286,-2.0548984144920466,0.049347420157916905,0,0,Down
ENSMUSG00000024986.13,Hhex,391,447.001,378,1850,1963.999,1908,1038.6359516334187,-2.7195324549684674,0.06719835732318989,0,0,Down
ENSMUSG00000025026.16,Add3,1240.999,1600.999,1421,4350.999,4857.999,4333,2820.8667239118067,-2.1555292458528115,0.04705104293778056,0,0,Down
ENSMUSG00000025085.17,Ablim1,4302,5841,5564.001,212,234,240,2087.111453507647,4.017873796347987,0.08549000515319263,0,0,Up
ENSMUSG00000025134.3,Alyref,2559.89,2898.918,2801.963,5175.86,5748.623,5116.893,4097.910422558605,-1.4424308116669948,0.03704748321913266,0,0,Down
ENSMUSG00000025151.17,Maged1,7414,10047,10182,99,127,115,3921.2321406296346,5.839457157461197,0.10575825016589477,0,0,Up
ENSMUSG00000025154.16,Arhgap19,420,479,451.999,2202,2414,2262,1126.4571997281541,-2.8326459196284905,0.06806631774697285,0,0,Down
ENSMUSG00000025161.17,Slc16a3,3683,4600,4209.999,473,483,533.999,1811.1410556974902,2.57272012659594,0.06289800375007998,0,0,Up
ENSMUSG00000025190.14,Got1,10491,12629.001,12226,1221,1307.999,1243,5461.627313667319,2.7373100549097686,0.04256384419341179,0,0,Up
ENSMUSG00000025203.7,Scd2,37636.35,51182.273,48290.924,5090.902,5713.905,5247.894,22016.72281470405,2.5976116566516234,0.056015879609471506,0,0,Up
ENSMUSG00000025351.15,Cd63,45672.369,50014.84,47109.367,364.994,446.986,382.992,22455.541210233634,6.415019667864491,0.06314039729169543,0,0,Up
ENSMUSG00000025359.11,Pmel,124221,157917.999,157867.999,69,96,48,58825.77712799735,10.498056346523057,0.1758389277807082,0,0,Up
ENSMUSG00000025422.11,Agap2,312,294,270,2577,2776,2543,1524.7187024505745,-3.6521059345939992,0.07892315891536165,0,0,Down
ENSMUSG00000025492.7,Ifitm3,18113.104,21976.843,21862.256,3407.217,3545.524,3394.655,12002.674629763826,2.08910035683513,0.04517926764241861,0,0,Up
ENSMUSG00000025498.16,Irf7,7902.001,8266.001,7411.001,520,576.999,578,6835.491838442457,3.32928402283467,0.07806193944776962,0,0,Up
ENSMUSG00000025510.15,Cd151,5913,7416.001,7601,235.001,249.999,232,2978.4331429553135,4.372242896936073,0.07939507098991852,0,0,Up
ENSMUSG00000025511.16,Tspan4,2283.001,2902,3091,67.999,64,59,1148.25084023305,4.9358860093466594,0.12394443503389053,0,0,Up
