gene_id,gene_name,cDC1_Tumor_TNFa_1,cDC1_Tumor_TNFa_2,cDC1_Tumor_TNFa_3,cDC1_un_1,cDC1_un_2,cDC1_un_3,baseMean,log2FoldChange,lfcSE,pvalue,padj,sig (padj<=0.05 & |log2FC|>=0.263)
ENSMUSG00000073910.11,Mob3b,356,471,453,1033,1106,1041,642.7596693816611,-1.7987901571801428,0.07973972746310089,1.1682485202494932e-113,6.449518152896601e-113,Down
ENSMUSG00000052997.16,Uba2,3973,5020,4522.001,5475.001,6046,5717.999,4797.5269262834645,-0.8400721994433407,0.03714825982249285,1.2447109297465102e-113,6.868340031849677e-113,Down
ENSMUSG00000054000.6,Tusc1,124,174,131,606,594,574,343.9962759835448,-2.531013555431297,0.11231671276548331,1.2754551341844134e-113,7.034606775139107e-113,Down
ENSMUSG00000036615.8,Rfxap,810,997,972,1551,1852,1695,1253.7360062604753,-1.3601384330382267,0.06030228111573482,1.5935477848232257e-113,8.784785988058137e-113,Down
ENSMUSG00000039452.7,Snx22,1804,1441,1296,14021,15323,14077,8710.458957748937,-3.7090861749138235,0.1646617601106074,1.6607574298806582e-113,9.150900944011323e-113,Down
ENSMUSG00000017615.13,Tnfaip1,3269,4229,4065,1175,1285,1123,2274.0957425071933,1.195453656547796,0.052981899835928575,1.7092672087362997e-113,9.413676430656561e-113,Up
ENSMUSG00000057982.9,Zfp809,1545.999,1945.001,1754.001,381.001,396.001,323,1015.9665560024819,1.7580337360868514,0.07799027760523229,1.7235820261220513e-113,9.487963761246173e-113,Up
ENSMUSG00000025937.7,Lactb2,1226,1649,1493,329,350,314,757.8954149017966,1.6393319126844426,0.07276930728874648,2.458892264891973e-113,1.3529209332896276e-112,Up
ENSMUSG00000021277.17,Traf3,4436.999,5100,4467,1284,1423.999,1272,3283.459270318977,1.325484650845634,0.0588308466197092,2.9189151671038e-113,1.6052635471193937e-112,Up
ENSMUSG00000032202.12,Rab27a,8933,11177.001,10778.999,2681.999,3201,3071,6352.989321062481,1.2918976075808717,0.057355432665189075,3.503906612439379e-113,1.9260583834677545e-112,Up
ENSMUSG00000036403.16,Cep135,2193,2851,2841,536,608,540,1472.1877939560732,1.7294238294422046,0.07692956936731671,6.904271625418606e-113,3.793385218884299e-112,Up
ENSMUSG00000070565.12,Rasal2,889,1041.001,900,102,110.999,102,568.4256701695393,2.6701397926997146,0.11892496701577028,7.592706440441416e-113,4.1696340533519265e-112,Up
ENSMUSG00000035004.4,Igsf6,42,34,35,331,386,340,178.81758095739409,-3.7206805207492315,0.16575907762006517,9.938197880303081e-113,5.455082517185481e-112,Down
ENSMUSG00000041895.16,Wipi1,706,1018,968,65,45,51,398.8172650270411,3.549778656041419,0.15823218310269727,1.2121502311716003e-112,6.650320642400137e-112,Up
ENSMUSG00000020422.15,Tns3,4120.001,4888.001,4239.999,6436,6948,6289,5377.588364211246,-1.0550407675094127,0.04692694802539188,1.4360337487729048e-112,7.874868928920375e-112,Down
ENSMUSG00000035473.11,Galm,1621,2123,2092,356,372,411,979.7862560275677,1.8558814535643393,0.08268233212672751,1.4378877606494809e-112,7.881272150614791e-112,Up
ENSMUSG00000010453.13,Kansl3,6853.999,8078,7423.001,2579.001,2682.001,2384,4679.263132528181,1.0575369893645474,0.04704469624434925,1.5346430216517769e-112,8.407588653448165e-112,Up
ENSMUSG00000026511.8,Srp9,3022.831,3676.825,3397.922,4211.938,4496,4130.728,3727.919359414329,-0.8340470297915765,0.037065029315917,1.5789190431582397e-112,8.646031174337657e-112,Down
ENSMUSG00000073490.12,Ifi207,1493.739,1642.685,1459.227,2809.858,3167.577,2847.536,2957.5215240896036,-1.4210658128618916,0.06330662287078377,1.7087051794103252e-112,9.352269578250125e-112,Down
ENSMUSG00000025823.10,Pdia4,7431,9558,9210,2610,2869,2757,5597.570450127476,1.1734162941349506,0.05225831257902435,2.098588782776683e-112,1.1480750353799262e-111,Up
ENSMUSG00000025574.14,Tk1,918.999,1082.896,1135,1887,2055.893,1959.001,1352.3684338675723,-1.3970020820084197,0.06227582259226642,2.4411699630229226e-112,1.334854985018677e-111,Down
ENSMUSG00000079553.13,Kifc1,908.426,1179.409,1277.285,2415.145,2604.885,2564.553,1514.537388746191,-1.6615868095157935,0.07409369644633389,2.4427769516467837e-112,1.3350979407786776e-111,Down
ENSMUSG00000054400.17,Cklf,445,470.001,425,906.001,1024,936,705.0163909531439,-1.5770165867775552,0.0703246881733959,2.5651060721986975e-112,1.401289868080763e-111,Down
ENSMUSG00000021423.7,Ly86,184,143,135,964,987,1061,635.1721225673912,-3.1700356676770434,0.14155010256308173,2.5701340152169963e-112,1.4033689442100224e-111,Down
ENSMUSG00000022661.15,Cd200,3750.999,3783,3315.001,473,505,525,2682.1256982382038,2.3615140196749675,0.10541192705190269,2.7706207498029223e-112,1.5121215812731443e-111,Up
ENSMUSG00000052337.16,Immt,6998,8987.999,8664.999,2789,3075.999,2824.999,5060.009151143282,1.009787452855419,0.0449752447050428,3.186138501577965e-112,1.7380726087230292e-111,Up
ENSMUSG00000022479.16,Vdr,760,875,761,13,19,25,418.28331256139796,4.879815892409463,0.21771785562868534,3.2244243636965027e-112,1.7581227430354674e-111,Up
ENSMUSG00000029414.12,Kntc1,426.999,594.001,548,1053,1159,1008.001,747.5275139117563,-1.523750122973747,0.06798083892244894,3.3274726278138597e-112,1.8134488934592574e-111,Down
ENSMUSG00000008730.18,Hipk1,3682,4645,4073,6048.999,6548.999,5681.001,5193.207340881857,-1.046495991563958,0.04664403166200689,4.203700979955808e-112,2.2899003013677678e-111,Down
ENSMUSG00000024805.17,Pcgf5,9651,10039,8211.001,1225,1351,1100.999,5828.383998017269,2.4366472208518677,0.1088835171870358,4.536946149204509e-112,2.470258541077069e-111,Up
ENSMUSG00000021838.18,Samd4,1036.001,1248.999,1191.001,15,7,5,354.09214276453616,6.460606162825324,0.2887707523332736,5.369771375168078e-112,2.922326289149528e-111,Up
ENSMUSG00000022864.15,D16Ertd472e,440.001,423,388.999,1097,1146,1059,713.5410241181379,-1.8751201459549567,0.08375998185451719,5.377719866567944e-112,2.9252656195073283e-111,Down
ENSMUSG00000070476.11,Fam217b,62,79,66,368,363,359,331.34641054411526,-2.8757890951232663,0.12862274071674654,5.87424783670985e-112,3.1938441244762886e-111,Down
ENSMUSG00000041920.15,Slc16a6,407.999,429,348,1115.999,1206.001,1009,859.3417208553577,-1.9666249261057545,0.08788476619551967,6.36729954568235e-112,3.460279256179386e-111,Down
ENSMUSG00000062585.12,Cnr2,70,92,96,421,463,454,213.46534042733336,-2.854434110068553,0.12769688501293097,6.616323293328997e-112,3.593909194763334e-111,Down
ENSMUSG00000044562.13,Rasip1,704,750,744.996,33,16,25,417.4678458001707,4.38518543057348,0.19604627954767084,7.780603883491132e-112,4.224334486720032e-111,Up
ENSMUSG00000024949.18,Sf1,11620,13260.001,12602.999,15264,16791,14998,13989.433806758092,-0.8124256157292264,0.03624229159180185,1.1428341047528562e-111,6.2018733576923664e-111,Down
ENSMUSG00000069539.12,Scyl2,2409.999,2947,2824,889.001,998,873,1694.292948718194,1.0757752362411166,0.048062672865460204,1.2906712944175688e-111,7.000840091543193e-111,Up
ENSMUSG00000029048.4,Rer1,2930.999,3626,3450,4149,4480,4184,3593.5008610365803,-0.8450419788873819,0.037733776098794414,1.7240519565810837e-111,9.347161764598954e-111,Down
ENSMUSG00000031591.15,Asah1,7005,8042,7233,10924.001,11434,10957.001,8882.105356487715,-1.0649816649733583,0.04760919866776294,1.7922897414676317e-111,9.712535677806897e-111,Down
ENSMUSG00000024270.12,Slc39a6,3204,4160,4045,1242,1312,1179,2315.1742645630193,1.1165153196462188,0.04992882998563544,1.868107686891865e-111,1.011862290970721e-110,Up
ENSMUSG00000019256.18,Ahr,1489.001,1685,1502,3333,3204,2820,3550.004525138594,-1.482689279691171,0.06637684570688687,1.9166022810589964e-111,1.0376399808298187e-110,Down
ENSMUSG00000025872.6,Thoc3,1554.001,1847,1826,2352.999,2574.999,2390,2028.897624689398,-0.9719731075564556,0.04343980615129951,1.966802174660021e-111,1.064316181509002e-110,Down
ENSMUSG00000001829.18,Clpb,1706.001,2108.001,2076.001,398.001,418,434.001,1117.0240500923207,1.7386403126564776,0.07786877160143127,2.124434483088798e-111,1.1490758911591457e-110,Up
ENSMUSG00000036882.8,Arhgap33,25,21,31,397.999,429,356.001,164.0107903373741,-4.405694271459614,0.19739534558863536,2.3466315873745804e-111,1.2686615121385268e-110,Down
ENSMUSG00000030748.10,Il4ra,16578,17655,15148.999,3463,3708,3474,10514.80040908959,1.7257861905502685,0.07735518091349279,3.1861077433104214e-111,1.7216976572439326e-110,Up
ENSMUSG00000031446.15,Cul4a,3758,4803,4483.999,1499.999,1672.001,1480.001,2720.837717467911,0.9944896061661258,0.044497005841998276,3.3007389789075613e-111,1.782802713772132e-110,Up
ENSMUSG00000000088.8,Cox5a,8429,9906.949,9597.999,3179,3489.001,3294.999,6121.208322049501,0.9964097376301178,0.044584492330886114,3.343706381367785e-111,1.8051612777266703e-110,Up
ENSMUSG00000020282.19,Rhbdf1,638,817.999,908,56,84,62.999,365.80819870959317,3.0389440748667127,0.1364028054416003,3.402624167391235e-111,1.836105888823005e-110,Up
ENSMUSG00000033068.17,Entpd6,591,734,740,1393,1544.001,1456,998.9998799803993,-1.574394773513089,0.0706159240311091,4.6853161014758156e-111,2.5270777263150208e-110,Down
ENSMUSG00000038697.16,Taf5l,1045.999,1386,1259.001,1834,1984,1796,1477.6204286558145,-1.0931650148345353,0.0489695169731908,4.688499748552243e-111,2.527607634395559e-110,Down
ENSMUSG00000051378.11,Kif18b,413,581,551,1140,1308,1226,695.4903027955411,-1.7369943299671617,0.07792984516446846,5.039443969758343e-111,2.715529568500003e-110,Down
ENSMUSG00000016028.12,Celsr1,349.001,365,272,1332.001,1275,1180,828.9028840160639,-2.41584532864258,0.10848126530771719,5.240920554053217e-111,2.822771609858963e-110,Down
ENSMUSG00000022508.6,Bcl6,3235,3374,2968,6407,6583,5935,4827.867051691295,-1.4599417673227042,0.06549364876139538,5.46077234543585e-111,2.939805384090008e-110,Down
ENSMUSG00000028843.9,Sh3bgrl3,11265,11455,10285.999,23678,25992,24392,20218.44757623488,-1.6407150917481228,0.07362503389442879,5.7570747350955515e-111,3.097867346912007e-110,Down
ENSMUSG00000027291.16,Vps39,5148.001,6299,5777.999,1959,2210,1878.001,3783.831777788053,1.0195211105453075,0.04568013314437152,6.19692667298819e-111,3.332988711284468e-110,Up
ENSMUSG00000044098.15,Rsbn1,962.999,1172,1101,1603,1762,1568.001,1269.363342293366,-1.093955046005379,0.04903608472360959,6.428175874839227e-111,3.4557464218529425e-110,Down
ENSMUSG00000031504.7,Rab20,671,748,723,38,33,38,435.51453657975026,3.7929807857236755,0.17043074369780684,7.422056672952831e-111,3.988183283833288e-110,Up
ENSMUSG00000021575.17,Ahrr,1357.001,1531,1273,3075.999,3240,2823,2791.428584616053,-1.614381523358039,0.07249690044660859,8.397538535279841e-111,4.510240177765127e-110,Down
ENSMUSG00000002257.9,Def6,1405,1737.999,1718,2368.001,2610,2450,1848.7932765914334,-1.0989748046174266,0.04930591950724093,9.998882174424883e-111,5.367796353853246e-110,Down
ENSMUSG00000022098.11,Bmp1,1051.001,1298,1361.001,5,11,10,528.5864907894726,6.60326434030291,0.29700053541187676,1.0990975170584899e-110,5.897634013262915e-110,Up
ENSMUSG00000071203.7,Naip5,227.437,214.459,165.862,1134.59,1247.987,931.853,595.0704073908157,-2.9133060128305517,0.13113187257282302,1.3828405081581536e-110,7.416701333573133e-110,Down
ENSMUSG00000027248.14,Pdia3,21858,26616,24421.999,31823,34124,32585.001,29142.581213700567,-0.9226267143310688,0.04138679454252333,1.4044933292630964e-110,7.529316946745162e-110,Down
ENSMUSG00000024590.9,Lmnb1,4622,4530,4038,10897,12484,11750,7715.804628102476,-1.8846137894893662,0.08473730881168702,1.405913415534518e-110,7.5334128560816e-110,Down
ENSMUSG00000039298.17,Cdk5rap2,4887.133,6809.607,6517.264,1532.676,1606.565,1558.19,3404.200375836824,1.4534650262543587,0.06533738736709309,1.5253970950032816e-110,8.169839012090804e-110,Up
ENSMUSG00000009090.18,Ap1b1,5137.999,6438.001,6333,7886.001,8670,7793.001,7685.492829230601,-0.9315286779854315,0.04179582258378065,1.5424304640244688e-110,8.25721632559113e-110,Down
ENSMUSG00000024989.16,Cep55,364,452,501.999,1154.001,1369,1300.999,725.5610595047993,-2.0200862952646483,0.0909164498930909,2.116165627984028e-110,1.1323359695312487e-109,Down
ENSMUSG00000028702.16,Rad54l,574,649,617,1144,1272,1245,931.5598509621879,-1.4756804401049837,0.06639211149936848,2.2806215211336755e-110,1.2197660422532834e-109,Down
ENSMUSG00000026849.19,Tor1a,1450,1463,1517,2904,3113,2776,2199.3547932463384,-1.466863953888968,0.06600382636582448,2.443900597302661e-110,1.3064855939863342e-109,Down
ENSMUSG00000026176.14,Ctdsp1,3347.146,3777.588,3786.683,5270.948,5858.919,5451.96,4030.7940841426703,-1.0875388326455133,0.04890811326991793,3.313027981561756e-110,1.7702885208131057e-109,Down
ENSMUSG00000020300.15,Cpeb4,3997,4926.999,4608,1070,1217,894,2923.7139830938936,1.597007667962608,0.07192998822829655,3.682532922043341e-110,1.9668151415731944e-109,Up
ENSMUSG00000038365.9,Fbxo25,1501,1948,1762,281,327.001,360,902.3132380305652,1.928508425907285,0.08689837077834342,4.0065597180733683e-110,2.1388807644182467e-109,Up
ENSMUSG00000073468.13,Sft2d1,1735.59,2039.805,1921.204,2951.359,3128.906,2969.144,2454.5233927522568,-1.1530027546999626,0.0518991411496266,4.4944493215442016e-110,2.3982231207849475e-109,Down
ENSMUSG00000004980.17,Hnrnpa2b1,40682.001,47447.001,43602.998,48491.999,53134.995,49566.997,47635.61649932868,-0.6850210801139419,0.0307714271609716,4.741779366304582e-110,2.529022408884139e-109,Down
ENSMUSG00000075327.11,Zbtb2,711.001,911,812,1323,1416.999,1294.999,1088.3499047245207,-1.2157614737375515,0.05478753874573002,7.048318454628212e-110,3.757467075881883e-109,Down
ENSMUSG00000026455.15,Klhl12,563.999,657,700,16,23,24,282.2282556162162,4.419750390980515,0.19942184927159226,7.681242001165683e-110,4.0929792064680064e-109,Up
ENSMUSG00000043162.8,Pyurf,1616.22,2116.839,2147.405,474.628,472.613,426.669,1054.1326411338905,1.5977998159836833,0.07209021887074372,8.635572278832995e-110,4.599363472998111e-109,Up
ENSMUSG00000039117.17,Taf4,1705,1915,1774,2546.102,2707,2443,2241.4230000606995,-0.9967687119467176,0.044914437794429135,1.0901921894782324e-109,5.803744511719306e-109,Down
ENSMUSG00000042446.17,Zmym4,2668,3338,2981,946.001,934,860.999,1656.5420905810859,1.218830080430419,0.0549788037436968,1.1273616867355555e-109,5.99883885485838e-109,Up
ENSMUSG00000001552.15,Jup,986,1242,1308,121,186,172,569.5474723689931,2.3847083020606523,0.10774694820379496,1.1327123607630626e-109,6.024518776582793e-109,Up
ENSMUSG00000004933.18,Matk,51.001,42,45,411,445.001,353.001,162.0551819272422,-3.598602778502662,0.16264252495048812,1.2030375678099297e-109,6.395592773685844e-109,Down
ENSMUSG00000048895.14,Cdk5r1,717,740,612,26,27,33,796.359315413858,4.08753594544475,0.18466652971637204,1.2485579910103862e-109,6.634517080412894e-109,Up
ENSMUSG00000028070.8,Naxe,3965,4815,4686,1648,1831,1689,2649.890931362926,0.8902468632784707,0.04010657698025094,1.2848525908751527e-109,6.824219380675013e-109,Up
ENSMUSG00000047534.18,Mis18bp1,270,336,334,798.999,876,764.001,462.48027701443317,-1.8581507193848137,0.08392792337285282,1.3380997586052544e-109,7.103744580704639e-109,Down
ENSMUSG00000026600.13,Soat1,3366,4138.999,3923.999,4739.002,5592.999,4771,4529.896866672994,-0.8879714872099812,0.04000696557680115,1.3389894466533283e-109,7.105182909390096e-109,Down
ENSMUSG00000035517.18,Tdrd7,3347,3885,3665,1285,1278.001,1257,2575.683243599796,1.0208535718023861,0.04602883312614812,1.4044682433947323e-109,7.449195768545825e-109,Up
ENSMUSG00000022967.14,Ifnar1,5188.999,5957,5519.001,7026.999,7482.999,6642.999,6661.918367032688,-0.8288406831807633,0.03733821983724653,1.4488685655958238e-109,7.681143923701222e-109,Down
ENSMUSG00000020808.4,Pimreg,418,571.001,602,1300,1410.999,1381.999,700.6367537977115,-1.8512212954751648,0.08364916565663019,1.6406086134950544e-109,8.693635767772823e-109,Down
ENSMUSG00000042599.9,Kdm7a,2734,3471,3130,5440,5965,4724,4095.824801048518,-1.2733715861650727,0.0574950730670049,1.66113739310536e-109,8.798358249552052e-109,Down
ENSMUSG00000035151.13,Elmod2,1210,1449,1377.001,342,348,322,821.2300291270245,1.501763609108927,0.06789305438893994,2.4259416706688355e-109,1.2843286401240312e-108,Up
ENSMUSG00000004535.13,Tax1bp1,13660.001,16965.001,15677,6769,7532,6808,10844.36458976672,0.6426326157161892,0.02898217195208272,3.621325204372685e-109,1.9162984940926977e-108,Up
ENSMUSG00000034868.10,Myl12b,6243.163,7434.807,7260.308,10388.461,11719.436,11108.964,8645.18710569189,-1.1513793276847544,0.05204998907022279,3.768675147393023e-109,1.9933531422162177e-108,Down
ENSMUSG00000030592.20,Ryr1,343,395.853,362,1148,1300,1225,694.0448823375631,-2.217010879906813,0.10041222790203273,4.159821695099751e-109,2.199228016796982e-108,Down
ENSMUSG00000070031.12,Sp140,20930.36,23771.904,20544.85,4463.804,4678.813,4695.636,9638.31553591607,1.7441429529607353,0.0789641381137804,4.426722529086619e-109,2.3392570088127768e-108,Up
ENSMUSG00000015980.15,Lrrc27,637.001,806,859,13,15,14,297.1590551110456,5.2511356758502625,0.23771368015908828,4.470398738701981e-109,2.361250630934446e-108,Up
ENSMUSG00000071172.14,Srsf3,13541.372,15319.802,13900.1,18626.907,20517.574,18105.94,17002.6225532473,-0.9036617327102906,0.04083800066239455,5.7645851321693645e-109,3.043435911388543e-108,Down
ENSMUSG00000021831.10,Ero1a,4997.999,6407,5716,1839.001,1891,1745,3623.5653081472924,1.1497719183484174,0.052025200941081075,5.936467020189947e-109,3.132741304818068e-108,Up
ENSMUSG00000056429.5,Tgoln1,13711,16717,14617,5628,5839,5489,9662.230688105366,0.9177905696152044,0.04152495008382975,9.866252914697967e-109,5.204142499746291e-108,Up
ENSMUSG00000045672.16,Col27a1,797.999,843,767,107.999,123,99,701.9665012936892,2.3749669711240284,0.10779532056377164,1.049185817881949e-108,5.531588956261901e-108,Up
ENSMUSG00000038949.9,Cnst,1872,2293,2213,446,517,384.999,983.6937022842335,1.748981046410246,0.07934127421618799,1.1694092195151516e-108,6.162609484943775e-108,Up
ENSMUSG00000073422.12,Hsd17b8,1069.914,1119.782,1176.091,2139.672,2304.374,1944.536,1588.7895297940406,-1.403820447959006,0.06366628298399989,1.2300566765356232e-108,6.479238906724111e-108,Down
ENSMUSG00000047037.6,Nipa1,593,767,791,20,15,19,290.3749329146276,4.79584163491963,0.21759206417459068,1.2842491142470174e-108,6.761592195735213e-108,Up
ENSMUSG00000030127.16,Cops7a,3794,5009,4939.999,1345.001,1532.999,1369,2790.0465280769818,1.1981150401932055,0.054309659667592484,1.2908498719895564e-108,6.7932305591457735e-108,Up
ENSMUSG00000024644.18,Cndp2,2818,3330,3017,4077.999,4243.001,3969,3617.037798118364,-0.9097316973048803,0.04120610739736723,1.7329577455703063e-108,9.115691155466709e-108,Down
ENSMUSG00000034708.13,Grn,19470,22740.002,21578,27639.999,31113.001,28640.003,24273.68162231971,-0.9391472557061437,0.04255831524738537,2.023712686883556e-108,1.0640243948481629e-107,Down
ENSMUSG00000061904.13,Slc25a3,35269.98,40128.983,38412.995,16784,18429.992,16843.978,26201.019851403034,0.6412726806863305,0.029035526016542346,2.5303892826873453e-108,1.329815109066306e-107,Up
ENSMUSG00000030259.13,Rassf8,747,970,1012,119,110,123,449.3201625584154,2.4507498402721914,0.11146657083702692,2.7375114753257955e-108,1.438007514691954e-107,Up
ENSMUSG00000027519.11,Rab22a,4039,4808,4377.999,1347,1559,1324,2731.9913797813974,1.1545603830690356,0.05241341984866192,2.9090146785626444e-108,1.5273989736595723e-107,Up
ENSMUSG00000074151.15,Nlrc5,9108,9407.001,7825,1628.001,1899.001,1658.999,6737.518605582154,1.8596932323533488,0.0845314272883503,2.9443232353730773e-108,1.5452314310689694e-107,Up
ENSMUSG00000020424.4,Castor1,1553,1620,1556,142,227,214,645.6461002591142,2.5295277591197145,0.11508577765539804,3.03715498015354e-108,1.593222961950804e-107,Up
ENSMUSG00000036225.16,Kctd1,692.001,929,878,92,125,109,418.9577634440655,2.437056321694391,0.11087122554001078,3.11409987145639e-108,1.6328405855677503e-107,Up
ENSMUSG00000054027.9,Nt5dc3,1694,2316,2192,434,480,461,1033.792423402573,1.6730767931849977,0.07605558530967996,3.2898606350544705e-108,1.724211304077156e-107,Up
ENSMUSG00000038780.15,Smurf1,5293,6185.001,5595,1545.001,1805.001,1454.999,3953.0251019560155,1.3402743760063585,0.06090396109186399,3.432463148838195e-108,1.7981283913370893e-107,Up
ENSMUSG00000038028.10,Tigar,1421,1849,1825,414,395,367,921.6100444337027,1.6166030459573708,0.07350024408163085,3.632894932446143e-108,1.9022586643538103e-107,Up
ENSMUSG00000001627.13,Ifrd1,7255,8112.999,7169.001,1907.001,2213.999,1904.999,5102.643546623097,1.415421308421186,0.06434588365367468,3.883494938735031e-108,2.03255115685936e-107,Up
ENSMUSG00000072640.12,Lyrm9,990,1366,1262,216.999,254,215,608.8706548811779,1.8992608444231907,0.08638628050547861,3.9688377239606224e-108,2.0762716894870082e-107,Up
ENSMUSG00000072437.5,Nanos1,131,127,144,508,542,510,275.4492459221105,-2.432991165825981,0.11079791989990063,5.084275653513716e-108,2.6585945960518217e-107,Down
ENSMUSG00000021066.10,Atl1,789,929.001,900,80.001,73,76,426.05400514289727,3.0130384697571215,0.1372771234683626,5.16727330884028e-108,2.7007646520442846e-107,Up
ENSMUSG00000021279.6,Cdc42bpb,9060.001,10731,10431.001,3892,4263,3737.001,6840.151098382288,0.8559132178217612,0.038899485472751474,1.0204985495660881e-107,5.331385279648494e-107,Up
ENSMUSG00000024083.17,Pja2,4168,5619,5021,1288.001,1568,1358,2899.0072315369043,1.317345509705911,0.060013669443051705,1.203258046805688e-107,6.283316121632431e-107,Up
ENSMUSG00000021127.9,Zfp36l1,34572.946,38966,35226.996,8766.346,9876,9568.996,25872.56809087748,1.4563766446598794,0.06636899045184592,1.2167758546551576e-107,6.351016881365988e-107,Up
ENSMUSG00000030871.12,Ears2,3531.999,4019,3564,549,550,538,1630.4294735321791,2.2673858489470824,0.10342959879051002,1.2803591222594889e-107,6.679856338439668e-107,Up
ENSMUSG00000039985.15,Sinhcaf,7434.998,8516.169,7156.966,1526.943,1637.264,1502.222,4902.724932272287,1.8162799918511103,0.08281674795113407,1.3594534477279544e-107,7.089284259881971e-107,Up
ENSMUSG00000005732.15,Ranbp1,3805,4681,4584,5711.729,6360.246,5942,5529.104032980852,-0.950665737102526,0.04325485706712333,1.4038906683679902e-107,7.317692485188213e-107,Down
ENSMUSG00000025264.13,Tsr2,512.001,659,672.001,1185.001,1222,1124,856.6944002884529,-1.4247745978184485,0.06494612877622029,1.4200994502443366e-107,7.398821228292067e-107,Down
ENSMUSG00000037628.11,Cdkn3,50,83,62,447,420,464.001,200.00514682669547,-3.254041832074123,0.14856115609755152,1.425525559836394e-107,7.42372335764232e-107,Down
ENSMUSG00000017707.10,Serinc3,14413,18100,16223,23025,24950,24512,17552.6565755613,-1.0614463608742264,0.0483335961104551,1.5717012471886887e-107,8.18125359087385e-107,Down
ENSMUSG00000042507.16,Mideas,1974,2520.999,2270.999,3051,3212,2980,2754.881071209815,-0.9387012783368278,0.04272080785611517,1.6255712378225397e-107,8.457831682789408e-107,Down
ENSMUSG00000017843.15,Ppp2r5c,5571.001,6937,6384,7400.999,8082,7551.999,6801.673687094537,-0.7748387729698278,0.035250915077845744,2.0145752454592528e-107,1.0477068633880706e-106,Down
ENSMUSG00000072946.13,Ptgr2,3381.001,4309,3900.999,1233.999,1337.001,1214.001,2272.442963774594,1.120628610882767,0.051109534870559394,2.952587843487019e-107,1.5348377640000653e-106,Up
ENSMUSG00000053291.16,Rab4b,1808.001,1908.608,1837.664,3033,3380.999,2947.999,2530.682013996426,-1.2322439904377573,0.056239582680546435,3.317751980172756e-107,1.7238799089739257e-106,Down
ENSMUSG00000027293.14,Ehd4,2422,3110,2890,4497,5016,4908,3472.6645892278325,-1.2642685871676742,0.0577077776319256,3.3219318156577545e-107,1.7252710555946628e-106,Down
ENSMUSG00000038022.12,Mindy4,564.999,720,742.999,28,60.001,46,303.34238453024756,3.4157471009788587,0.15620800977427754,3.376324177228606e-107,1.752727419851541e-106,Up
ENSMUSG00000001995.10,Sipa1l2,797,972,1027,125,171,143,518.3362027011145,2.173913141774947,0.09940921917039773,4.442159054871187e-107,2.3049847459144074e-106,Up
ENSMUSG00000041303.8,Gtf3c3,1326,1744,1682,350,413,355,873.4452467688194,1.590850050871744,0.0727044898842899,4.4491236447030777e-107,2.307555863239631e-106,Up
ENSMUSG00000028673.11,Fuca1,7876,8990.999,8493,10318,10935.999,10245,8726.919636717152,-0.7983551808243191,0.0363955365091764,5.168291395970465e-107,2.6793449255046884e-106,Down
ENSMUSG00000032123.6,Dpagt1,1257,1513.999,1482,2244,2508,2404.001,1711.789141373863,-1.236444491508226,0.05649838042616508,5.829173593788363e-107,3.020595684903961e-106,Down
ENSMUSG00000027901.13,Dennd2d,162,181,161.001,639.999,665.999,531,322.96213687102534,-2.3422932823452727,0.10720973621981185,6.187542501458371e-107,3.204851174751758e-106,Down
ENSMUSG00000007589.10,Tinf2,1111.001,1181,1135.001,1975.001,2165.999,1883.001,1461.339390546413,-1.2937252626281857,0.0591426287095937,6.613667224467548e-107,3.4240189692768647e-106,Down
ENSMUSG00000022858.17,Tra2b,8095.575,9264.354,8590.547,11057.821,11997.468,10544.081,10397.20078189202,-0.8565313237500177,0.03908394029105847,7.069867293748166e-107,3.6585527775624244e-106,Down
ENSMUSG00000051220.3,Ercc6l,400,529,508,1004,1099,1142,709.2101282076385,-1.6624756312455513,0.07606528009768135,7.506288924472502e-107,3.8826448522395384e-106,Down
ENSMUSG00000065979.13,Cpped1,2464,3077,3023,807,803,772,1603.995319374039,1.3498464502768315,0.06175719547331022,8.976052179429896e-107,4.640792758955132e-106,Up
ENSMUSG00000047554.15,Tmem41b,1909,2335.992,2321.962,661.001,676.001,566.999,1272.584344284144,1.2925896060206936,0.05913936284205649,9.826689835937426e-107,5.078302402613388e-106,Up
ENSMUSG00000032470.18,Mras,555,816.999,715,50,65,63,329.6669900700218,3.0433616782092296,0.13955923085414204,1.1528322102002396e-106,5.955003270233626e-106,Up
ENSMUSG00000053819.17,Camk2d,2114.001,2823.001,2654.001,598,695.001,543.998,1344.8014658850925,1.5507121495413552,0.07105123180406907,1.537545455666603e-106,7.938684562688669e-106,Up
ENSMUSG00000041084.9,Ostc,2057,2440,2206,3066,3316,3149,2577.5209412619615,-0.9937956558800185,0.04545490489815975,1.5749594947436677e-106,8.128206686805184e-106,Down
ENSMUSG00000037679.10,Inf2,14282,15324,13941.001,3833,4289,4044.001,10297.178782299829,1.3523730397024172,0.061967716823361864,1.8622053171103505e-106,9.606335874383717e-106,Up
ENSMUSG00000034201.14,Gas2l1,2650.999,3236,3289.001,1034,1086,971,2101.2259798814716,1.0767456337111978,0.04932289079040323,2.6447296564156185e-106,1.3636924402613628e-105,Up
ENSMUSG00000020493.9,Prr11,358,472,461,982,1134,1093,636.8985317979075,-1.7989045429643755,0.08254476657927849,2.827237274041426e-106,1.4571438787171317e-105,Down
