gene_id,gene_name,cDC1_TNFa_1,cDC1_TNFa_2,cDC1_TNFa_3,cDC1_un_1,cDC1_un_2,cDC1_un_3,baseMean,log2FoldChange,lfcSE,pvalue,padj,sig (padj<=0.05 & |log2FC|>=0.263)
ENSMUSG00000030505.18,Prmt3,970.001,914.994,938.001,1046,1164,1031.001,1135.031413619588,-0.21029265103000083,0.06488972386851573,9.645560938073669e-4,0.0015124945548532014,NS
ENSMUSG00000078851.5,H2ac25,1282.969,1145.876,1255.769,999,1097.005,1092.122,1754.131119799152,0.18512392795609034,0.056910797520333706,9.676360984944254e-4,0.0015171170561184444,NS
ENSMUSG00000038141.12,Tmem181a,880.894,874.849,884.293,1028.002,1137.565,902.192,1477.0413800744375,-0.22477413105439265,0.06959569162526881,9.730946148428955e-4,0.0015254669573025214,NS
ENSMUSG00000043932.6,Klri2,29,22,35,45.055,56,50.069,69.54569404357146,-0.6967612291861798,0.2570366317634563,9.73308699261158e-4,0.0015255942934228606,Down
ENSMUSG00000045248.7,Med26,730,671,710,788,864,766,727.500777046338,-0.20752308374675746,0.06406230290514162,9.743887331680369e-4,0.0015270787256678813,NS
ENSMUSG00000026280.18,Atg4b,1725,1676.999,1673.998,1508,1611,1390.999,2039.126294557187,0.15058386649326372,0.04612001140773235,9.749936620867078e-4,0.0015278182617005547,NS
ENSMUSG00000027478.16,Dnmt3b,187.975,157.77,170.954,231,230,222,172.22541647551938,-0.3857176229593127,0.1251436475465996,9.751400433534431e-4,0.0015278391482913887,Down
ENSMUSG00000002345.19,Borcs8,1573.999,1412.991,1556.999,1578.001,1793,1670.001,1550.879717974234,-0.16492998109298487,0.05061617142221312,9.78864297839124e-4,0.0015334650384838556,NS
ENSMUSG00000036733.17,Rbm42,6018.495,5654.515,5987.887,4930.176,5434.897,5214.711,5459.989071510253,0.1590223766417172,0.04878768344452149,9.83322976343491e-4,0.0015402397677468705,NS
ENSMUSG00000003282.10,Plag1,34.001,50,38,21,24,18,47.553682309346684,0.7760969260969316,0.29456679884711856,9.874907707095033e-4,0.001546557081295312,Up
ENSMUSG00000002308.17,Cd320,158,150,157,116.001,119,113,253.0378627441356,0.36791529002026,0.11874481118272859,9.898058261749206e-4,0.001549971403513789,Up
ENSMUSG00000031865.17,Dctn1,7963.001,7642,8212.999,8289,8960.999,8534.999,10195.136136756419,-0.13175427981397625,0.04033545129205277,9.911486861341851e-4,0.0015518626074282585,NS
ENSMUSG00000033439.13,Trmt13,285,339.999,280.001,389.001,431.999,322.999,350.1812450114724,-0.3288487078180675,0.10473905688468824,9.918424435878107e-4,0.0015527371206160642,Down
ENSMUSG00000097164.4,Cep83os,252,255,247,327,310,300,313.3335126116546,-0.31236669569615905,0.09898966178249503,9.927095721899602e-4,0.0015538827722815312,Down
ENSMUSG00000026975.11,Dph7,451,475.999,465.001,354.999,394.999,384.999,459.39811691921045,0.2637840083322254,0.08255303768317311,9.987508546106067e-4,0.0015631260819808637,Up
ENSMUSG00000025409.15,Mbd6,2479,2414,2698.001,2735,3067,2698.001,2814.955541408635,-0.17652177912220948,0.05437016824634432,0.001002520021053304,0.0015688113112230977,NS
ENSMUSG00000021018.9,Polr2h,682.995,650,572.999,723,775.973,740.982,577.7686320192826,-0.24170986677887826,0.07530389760585225,0.0010037280857068465,0.0015704877514881753,NS
ENSMUSG00000037049.10,Smpd1,512,442,462,493,590,601,2619.7871461248765,-0.2574114310444184,0.08051803734911157,0.0010096819075155554,0.0015795881940056026,NS
ENSMUSG00000121725.1,4931440P22Rik,100.835,96.871,118.178,160.999,145,142.999,98.21249691471863,-0.4685506948740516,0.15792609054283152,0.0010108895466607675,0.0015812620439048621,Down
ENSMUSG00000022136.9,Dnajc3,5151,4814,5026,5209,5612,5265,5516.70302111318,-0.11923040831076756,0.036556106620834854,0.0010202405822698668,0.0015956718341330538,NS
ENSMUSG00000100680.3,1810044D09Rik,25,44,43,71,66,48,71.44373981554791,-0.6289053175141873,0.2274234706213241,0.0010225118609107264,0.001599006359640184,Down
ENSMUSG00000005846.13,Rsl1d1,3870,3515,3907.999,4098,4582.001,3890,4039.3199609391268,-0.16828910341692171,0.05199867693474001,0.0010518114207340276,0.001644601108971792,NS
ENSMUSG00000036820.13,Amdhd2,1124,1106.001,1140.001,913.999,1088.001,901.999,1479.270987455862,0.1933611444874858,0.05996150767084652,0.0010521101047699483,0.0016448441569875175,NS
ENSMUSG00000025132.14,Arhgdia,54460,50773,54668,45469,50261,47171,45241.757497558974,0.1413582090453347,0.04355047414580541,0.001053993653478314,0.00164756454164055,NS
ENSMUSG00000025173.14,Wdr45b,2401,2333,2469.999,2171,2286.001,1959,2264.238660206978,0.14722646085979052,0.04538722404491659,0.0010543070363350864,0.0016478300936757586,NS
ENSMUSG00000030814.18,Bcl7c,3206.941,3023.926,3245,2604.851,2993.947,2686.761,2325.283792547473,0.17242075224400083,0.05332220360650097,0.001055792886699058,0.0016499278331471533,NS
ENSMUSG00000050538.9,B230217C12Rik,60,68,70,87,104.001,86,212.06445466142011,-0.4481095864740693,0.15040257397712403,0.001058133031606208,0.0016533598587473244,Down
ENSMUSG00000087658.3,Hotairm1,130.001,128,104,79,82,86,114.71549332604229,0.4720984875020474,0.1602720572382104,0.0010667751247670169,0.0016666365656734224,Up
ENSMUSG00000025086.14,Trub1,296,312,279,340,412,351,361.0565056158036,-0.3100834076821131,0.0989082301818481,0.0010717445172418732,0.001674172533191189,Down
ENSMUSG00000032691.15,Nlrp3,1680,1576,1572.001,2829,2815,2417,1526.914465352512,-0.6414397965379303,0.23448673486241306,0.0010752382765600967,0.0016794016770592477,Down
ENSMUSG00000035575.12,Utp6,2157,2015,2045,1771.001,1967,1713,2420.6404693445525,0.1687761152848255,0.05226297259322679,0.001077065184647485,0.0016820263178712186,NS
ENSMUSG00000029408.14,Abcb9,13,17,22,27,38,37,36.50275292979693,-0.8098134565929673,0.31409581399884984,0.0010786467697422057,0.0016842671820709474,Down
ENSMUSG00000001855.16,Nup214,3995,3747.999,3899,3395.999,3834,3356.001,3873.15847441727,0.11856691635607107,0.036532643505975994,0.0010795030180724633,0.0016853750042863489,NS
ENSMUSG00000033430.11,Terf2ip,794,740,824,840,928,889,1025.1181389020082,-0.18617087175405062,0.057814007845700004,0.0010821167141472545,0.0016890828586415432,NS
ENSMUSG00000044617.9,Zbtb39,588,593,583,692,760,621,583.5668548809864,-0.2395969073103958,0.07512460097589786,0.0010821721319364134,0.0016890828586415432,NS
ENSMUSG00000001604.15,Tcea3,103,114,111,76,95,55,154.6331842509815,0.4648977547777931,0.15760954191576146,0.001085313856609287,0.0016937563217510796,Up
ENSMUSG00000041966.19,Dcaf17,347.999,365,370.999,437.001,489,385.001,520.4692145252988,-0.27568907913685725,0.08723068086380478,0.0010895560098912245,0.0017001456259791998,Down
ENSMUSG00000121920.1,ENSMUSG00000121920,75.171,55.258,49.612,18.737,30.381,48.236,78.83573113701662,0.7225103092908953,0.27271627556178085,0.001090795346732316,0.001701848229147715,Up
ENSMUSG00000052917.16,Senp7,614.002,618.999,604,651.001,754.999,709.002,856.124922022891,-0.21394828909256677,0.06683725601965647,0.0010986379411781408,0.0017138513080489867,NS
ENSMUSG00000034685.5,Fam171a2,123,139,125,79,95,88,154.92204408020046,0.48220285030184895,0.1650363359401747,0.0011036229968409237,0.0017213940332415547,Up
ENSMUSG00000054199.19,Gon4l,2276.042,2314.746,2134.594,1907.175,2151.635,1835.292,2439.0903430168564,0.1705777120142822,0.05295408375960536,0.0011048450875256258,0.0017230661605401006,NS
ENSMUSG00000034300.18,Fam53c,1598,1407,1524.999,1632.999,1731,1671,2061.5267663668706,-0.16849917044409635,0.052329752077676206,0.0011131593387145023,0.001735796942756468,NS
ENSMUSG00000054455.6,Vapb,3801,3424,3531,3758,4052,3763,4379.32297369672,-0.12300085376898769,0.03802246093422982,0.0011153493529121466,0.001738975779971511,NS
ENSMUSG00000028383.18,Hsdl2,1454,1443,1516,1545,1690,1634,1806.9068193951816,-0.15754805339180805,0.04887140769117444,0.0011155608118192724,0.0017390693459300441,NS
ENSMUSG00000033732.11,Sf3b3,6840,6511,6744.001,5890,6668,5945,6560.759897504682,0.1008372790768749,0.03112840703419859,0.0011170983048410766,0.0017412297861395523,NS
ENSMUSG00000050751.16,Pgbd5,26,27,28,43,49,41,96.39268342002066,-0.6220345445369766,0.22695061990303203,0.0011304644809875068,0.0017618245976085154,Down
ENSMUSG00000073795.12,Spef1l,14,13,12,26,27,32,20.923081455124866,-0.9182516198882245,0.3699822891763088,0.0011378348161460493,0.0017730705921841612,Down
ENSMUSG00000093904.3,Tomm20,6853.553,6171.957,6717.314,7140.177,7359.67,6884.091,7502.355578715096,-0.1330269566860696,0.04125792407070361,0.0011460838214317093,0.00178568256736775,NS
ENSMUSG00000014039.19,Prdm15,494.999,440.001,486.001,385,441,345,496.3334365416609,0.25109479954194297,0.07939449324624659,0.0011533731550165671,0.001796796084527912,NS
ENSMUSG00000063275.17,Hacd1,6,11,6.546,17,18.895,18,196.33979001328092,-0.9471922326611659,0.38569121305921744,0.0011618412095115657,0.0018097426219236717,Down
ENSMUSG00000079298.10,Klrb1b,6672.402,6372.492,6310.164,9170.735,9786.357,9315.391,5657.282155299275,-0.49669945925212733,0.17208653784416197,0.0011630999943202565,0.0018114576474677208,Down
ENSMUSG00000056201.10,Cfl1,84648.965,78160.311,87260.578,71388.806,76065.625,71389.726,69589.21649127736,0.16952188574650776,0.05287029655423184,0.0011647659588402515,0.0018138062795446986,NS
ENSMUSG00000031959.16,Wdr59,381,361,418,304,304,328,521.721695403926,0.27483397716665003,0.08749125424817181,0.0011654999983084036,0.0018147032516034438,Up
ENSMUSG00000031511.17,Arhgef7,2261.001,2189,2213.001,2304.999,2590,2351,2693.8182280716305,-0.13676938989998375,0.042503375646992594,0.0011671830133729868,0.0018170773512150228,NS
ENSMUSG00000057894.11,Zfp329,203,234,186,260,271,250.001,289.3592836135271,-0.32095458607045413,0.10357316466692533,0.0011683004357823925,0.0018185704085792618,Down
ENSMUSG00000015053.15,Gata2,14,25,14,7,11,5,618.1810576072993,0.9461345048676784,0.38601023563074577,0.001180262180820486,0.0018369409897481216,Up
ENSMUSG00000036333.12,Kidins220,6768,6449.999,6658.001,5932,6289.001,5548,6976.658515401888,0.14161784720274065,0.04411690524541211,0.0011925233112657643,0.0018557724872292683,NS
ENSMUSG00000023935.11,Spats1,19.001,23,12.001,6,0,10,18.215107426771944,1.2902755460595243,0.5725726601036971,0.0011935274889552636,0.0018570834899286305,Up
ENSMUSG00000090115.8,Usp49,343.15,408.68,350.64,419.902,536.727,462.277,375.00316366603636,-0.34897416425950467,0.11400834867058712,0.00120219279899803,0.001870312953650505,Down
ENSMUSG00000019927.7,Ube2d1,1080.999,939.001,1145,1153,1293.001,1187,1163.7269712226266,-0.21076532013868468,0.066389904075713,0.0012101065128128584,0.001882369694748043,NS
ENSMUSG00000055322.17,Tns1,44,57,49,60,76,80,390.69962328304064,-0.4795330886608293,0.16566229901155932,0.0012170433521530807,0.001892903807771072,Down
ENSMUSG00000001768.17,Rin2,266,271.001,293,202,244,213.001,995.2703506976883,0.29732253855497065,0.09564365512782788,0.0012186462455353075,0.0018951401459211723,Up
ENSMUSG00000042549.12,Map2k3os,23,12,12,32,34,24,52.01907879772957,-0.7816931054923913,0.30554471886155005,0.0012261102006887073,0.0019064892937722987,Down
ENSMUSG00000028420.14,Tmem38b,191,194,186,152,137,146,296.30810895356757,0.34507131391146695,0.11285936934636102,0.0012330009492943494,0.0019169442053543209,Up
ENSMUSG00000034243.18,Golgb1,3310.514,3529.501,3258.565,2777,3243.68,2210.953,3639.4455872170215,0.2694936491548326,0.08613818074189375,0.0012341524297882578,0.0019184746651223182,Up
ENSMUSG00000031575.19,Ash2l,1553,1475.999,1548,1578.001,1818.999,1676.001,2368.5312026413435,-0.16298995961783724,0.05106830247896749,0.0012367993889739455,0.0019223290990237976,NS
ENSMUSG00000037710.9,Cisd1,1061,978,964.992,838.996,874.996,869.996,1427.6692444800342,0.1925989526092423,0.06061463017297429,0.0012396143186808963,0.0019264435270554517,NS
ENSMUSG00000018379.18,Srsf1,10209,9568,10081.999,8773.999,9928,8859.001,10236.98448486722,0.09725201278464722,0.030310514646031243,0.0012449665321521044,0.001934499416603872,NS
ENSMUSG00000021532.12,Fastkd3,262.001,258,248.999,174,228.999,197,274.1125972923017,0.31901173424136764,0.10356359100301567,0.0012503980725204773,0.0019426763721759762,Up
ENSMUSG00000034744.14,Nagk,1477.999,1419,1494,1515.998,1751,1549.999,1700.4131547573072,-0.14843219815944264,0.04648357776036039,0.0012534615500784316,0.0019471724809998145,NS
ENSMUSG00000105509.2,C130013H08Rik,253,254,182,308,300,383,254.7770063408356,-0.4822304657436356,0.16741833753952723,0.001259000631952238,0.0019555125465585757,Down
ENSMUSG00000032386.16,Trip4,941.001,833.001,958,723.001,843,769.999,1029.9534030835187,0.20176310140074366,0.06370323598016261,0.0012625709428565027,0.0019607928234813663,NS
ENSMUSG00000002718.15,Cse1l,3053.999,2786,2861.999,2566,2742,2513,2969.82230988326,0.13360138945626243,0.04181828897226113,0.0012675759269219183,0.0019682994413582674,NS
ENSMUSG00000099689.7,Zfp383,33,49,59,71,88,58,122.41103752543381,-0.5483055677406878,0.19643593858164635,0.0012718931753501808,0.001974736253724463,Down
ENSMUSG00000028629.10,Exo5,165,174.999,187,206,223,236.001,304.4345386428891,-0.32971977454661766,0.10762127789009128,0.001274680621558191,0.0019787964819998256,Down
ENSMUSG00000002881.15,Nab1,3754,3464,3643,3153,3420,3197,3469.392843018192,0.13224824862292672,0.04143572956119635,0.0012831377559447657,0.0019916559680337583,NS
ENSMUSG00000062785.15,Kcnc3,127,155,163,91,115,86.001,100.91048513540697,0.5170807307780023,0.18287642735999357,0.001287469134138511,0.001998108942737197,Up
ENSMUSG00000049670.10,Morn4,23,15,10,28,24,34,424.14151257868957,-0.712254704431992,0.2735035142184978,0.0012883810198820484,0.00199925395287913,Down
ENSMUSG00000042348.11,Arl15,105,110,103,131,153,138,239.9953705400728,-0.3872141077296429,0.1293013088670381,0.0012922943827959903,0.0020050555867648094,Down
ENSMUSG00000023027.14,Atf1,2342.929,2269.999,2232.924,2335.986,2784.893,2505,2213.1173947826574,-0.16890660793487022,0.05319684057201516,0.0012975494090485297,0.0020129370256828246,NS
ENSMUSG00000053178.6,Mterf1b,11.154,17.553,16.398,30.924,28.65,31.223,34.28326358915172,-0.8361645258689298,0.33532258599513337,0.0013049868087972474,0.0020242014758096436,Down
ENSMUSG00000068115.14,Ninl,23,36,27,44,59,34,249.37540182145318,-0.585941128615412,0.21420933912253973,0.0013096192209786173,0.0020311125762422287,Down
ENSMUSG00000021537.10,Cetn3,3108.999,2881.999,3132,2656,2838.999,2714.001,2444.9481670333457,0.1314681281150454,0.04127053961643464,0.0013113316822454945,0.0020334938159655654,NS
ENSMUSG00000024327.17,Slc39a7,4071.188,4033.336,4031.321,4407.075,4680.331,4074.211,6099.293564441089,-0.13271932615685675,0.041670523211753865,0.0013121401079409993,0.0020344727058447874,NS
ENSMUSG00000022024.11,Sugt1,3387,3236,3377,2967,2995.001,2940.999,3560.7730558840376,0.14544098552351573,0.045725789704955395,0.001312865911356014,0.0020353232428920085,NS
ENSMUSG00000008475.14,Arpc5,27212.968,24998.931,26497.994,22316.982,23993.981,22342.987,22458.400642507895,0.1742209290007347,0.054975721570893636,0.0013142715257696447,0.0020372273124207385,NS
ENSMUSG00000029474.8,Rnf34,1392,1358,1406,1132,1334,1206,1717.1967326061017,0.1582845385855507,0.049850611089694595,0.001316617651713105,0.0020403131571689053,NS
ENSMUSG00000030557.18,Mef2a,7216,7155.999,7075,6332.001,6949,6250.999,5662.52914540863,0.11620304632532716,0.036445284846998216,0.001316492641636914,0.0020403131571689053,NS
ENSMUSG00000037826.6,Ppm1k,633,632.999,604,513,558,518,1017.6177172183167,0.21008812379703265,0.06670013931121549,0.0013188660713303432,0.002043521670096658,NS
ENSMUSG00000026839.18,Upp2,38,46,37,52,77,66,64.38639513056047,-0.5974625945849138,0.21983331671618755,0.0013251259161438196,0.0020529439955584835,Down
ENSMUSG00000021213.13,Akr1c13,71.882,55.587,52.532,108.454,80.357,76.397,311.3839222210937,-0.4949874535028819,0.17394293482076034,0.0013318329081194276,0.002063056425729851,Down
ENSMUSG00000074796.11,Slc4a11,30,45.001,36.999,24,15,20,46.111246780174575,0.7434743942932447,0.2900325176807311,0.0013342633191879465,0.00206654244594486,Up
ENSMUSG00000039660.17,Spout1,1023,920,1057,1133,1186.001,1067,1039.21907125939,-0.1882569722237589,0.05967191617115425,0.001348564973347999,0.00208841154267769,NS
ENSMUSG00000022574.8,Naprt,149.545,143.001,141.11,90.342,109.614,118,210.93626138701026,0.39053274317886233,0.13117739736158707,0.0013499098593895164,0.0020902123672289397,Up
ENSMUSG00000062270.15,Morf4l1,14802.758,13631.766,14470.354,12841.104,13626.634,12625.969,14645.86320181251,0.11404543760281295,0.03585371901774749,0.0013532398226909603,0.002095086002960806,NS
ENSMUSG00000044145.3,1810024B03Rik,50,40,35,67,66,69,49.791525764587995,-0.6041025883637382,0.22354441762960567,0.0013563995967852123,0.0020996948732656504,Down
ENSMUSG00000035000.9,Dpp4,10175,9610,9972.999,11528.001,12189,11457.999,8794.04864550288,-0.2490323950085306,0.07992678672288336,0.0013580676107433835,0.002101993580558872,NS
ENSMUSG00000094870.9,Zfp131,1249,1158.999,1247,1048.999,1064,1033.001,1127.3204942350885,0.1914810569890368,0.06080035479414357,0.0013665432008651672,0.0021148268969723334,NS
ENSMUSG00000101225.2,1700008J07Rik,107,81,92,61,52,69,89.03083182545012,0.5193731687455082,0.1852752583381223,0.0013757742412514155,0.002128825712476756,Up
ENSMUSG00000029191.17,Rfc1,2614,2505,2445,2712.001,2935,2755,2686.896479306632,-0.16655668111562608,0.052747993814158345,0.0013819707425048223,0.0021381258469661646,NS
ENSMUSG00000025218.7,Poll,220,223,231,258,298,266,423.57686463660343,-0.2867433123707677,0.093091042835607,0.001382463956024468,0.0021386007823021645,Down
ENSMUSG00000021111.16,Papola,7088.999,6345.001,6953.001,6915.998,7784.998,7468,8074.554543223783,-0.138008621534383,0.04359453871089415,0.0013932471324118825,0.002154991489963045,NS
ENSMUSG00000045251.14,Zfp688,274.999,279.001,317.001,343,396,316,399.60670079416985,-0.27729703926628285,0.08988679717115859,0.0013980984725471927,0.002162204008115746,Down
ENSMUSG00000026648.19,Dclre1c,575.999,610.001,580,468.001,537.002,435.999,605.1198382589381,0.26417061962972344,0.08536486507810048,0.001402876182455776,0.0021693007275975862,Up
ENSMUSG00000056579.19,Tug1,4875.001,4711,4758,4394.999,4578,4005,4682.981878881968,0.12498464637649125,0.03946065053479528,0.001403890569915599,0.0021705770047584253,NS
ENSMUSG00000040563.14,Plppr2,40,30,59,21,31,22,143.28288957088236,0.6557707134170483,0.2490816949163448,0.0014053798631078838,0.0021725870985551737,Up
ENSMUSG00000031949.18,Adat1,71,65,76,104,99,95,110.53518668935726,-0.45258769136055715,0.1570074455439142,0.0014154371751755302,0.00218784023186709,Down
ENSMUSG00000074088.7,Snrnp40,2274,2106,2225.001,2325,2491.001,2325,1986.2417718549511,-0.1295228868626556,0.040979176183264396,0.001429655707659448,0.0022095203891054427,NS
ENSMUSG00000020894.18,Vamp2,2516,2781,2766.001,3076.001,3494,2747,2961.855386137924,-0.2152376301839718,0.0689498342698452,0.001435287114657332,0.0022179251699112022,NS
ENSMUSG00000071454.14,Dtnb,195,177,165,208.999,248.001,218,364.74641559739007,-0.323223467681054,0.10662571675408766,0.0014490496950445991,0.002238890964504458,Down
ENSMUSG00000024878.10,Zng1,245,225,245,203,175,176,398.7308395302803,0.3237260184116362,0.10683012908893226,0.0014518171147268081,0.002242865051581856,Up
ENSMUSG00000014791.11,Elmo3,46,43,41,19,25,24,29.490829697606394,0.7495951091056055,0.2967121361700713,0.0014654305991921256,0.0022635915483620096,Up
ENSMUSG00000028187.11,Rpf1,1131,1079,1162.999,978,1062.001,870,1059.5601601089597,0.19073854917463293,0.06096299133384745,0.0014667959832731978,0.002265395867643057,NS
ENSMUSG00000091474.3,2610021A01Rik,246.459,263.469,242.04,296.301,317.409,300.979,343.23655093716985,-0.2844907553620045,0.09287991121625287,0.0014733267406269992,0.002275176299437847,Down
ENSMUSG00000038122.10,Tbc1d32,232,204,189,256,265,246,376.10975135425855,-0.2951900729641044,0.09670451920366716,0.0014779422581545423,0.0022819969006842287,Down
ENSMUSG00000035285.7,Nat14,36,42,28,14,25,20,136.18063350780344,0.6865911116623283,0.26579083787117586,0.0014808143461960972,0.0022861241109666287,Up
ENSMUSG00000025484.10,Bet1l,1116.127,1132.207,1127.148,974.001,1043,917,1032.9230235184968,0.18004836714160177,0.05756866243601362,0.001499004134796364,0.002313894942850739,NS
ENSMUSG00000085566.2,A730017L22Rik,128.001,111.902,117.001,158.684,154.001,161.813,179.49205945981353,-0.39155724454800844,0.13308550419728754,0.0015042484025981093,0.00232167801169813,Down
ENSMUSG00000054065.13,Pkp3,888,900,1018,727,836,735.999,1012.9705865409995,0.2577921823575778,0.08379490172411824,0.0015149099298803089,0.002337818938961912,NS
ENSMUSG00000036902.12,Neto2,151,135,135.001,103,109,96,191.23212774393454,0.391888156787879,0.1333332712917718,0.0015166659646457595,0.0023402143606594,Up
ENSMUSG00000057375.14,Yipf1,1458,1342,1449,1513,1639,1539,1610.547772657446,-0.1583686210069416,0.05056565563814399,0.0015242288961791648,0.0023515679718964597,NS
ENSMUSG00000079426.14,Arpc4,21757.368,19787.577,21258.144,17588.945,19117.466,18264.596,17312.913823235573,0.1689915544252826,0.05406262764132117,0.0015330645568602252,0.002364881825151258,NS
ENSMUSG00000063382.7,Bcl9l,820,848,813.001,994.483,940,903,1446.9293127019093,-0.20608636533546024,0.06633191792168798,0.0015353786258382126,0.002368133345936897,NS
ENSMUSG00000051306.8,Usp42,958,965.999,923,770,905,786,922.3586371038978,0.1883447397917488,0.060439872239740476,0.001536115822362925,0.0023689521875091954,NS
ENSMUSG00000028430.15,Nol6,2864,2826,2880.001,3114,3479.001,2930,3124.08661959315,-0.1650461764034602,0.05279570476062438,0.001540259688521048,0.0023750237684016643,NS
ENSMUSG00000049421.14,Zfp260,511,455.54,528,592,614,539.249,948.7766887007249,-0.23202179857479807,0.07510249540028037,0.0015430642965424022,0.0023790289093980135,NS
ENSMUSG00000017550.15,Atad5,505,465,481,556,589.999,539,501.88160430918936,-0.2253719581697263,0.07285385629001961,0.0015444585299596173,0.002380858813199931,NS
ENSMUSG00000034800.16,Zfp661,54,51.999,55,100,85,67,83.03632831843771,-0.566772260517988,0.20964211485719658,0.0015517725932639725,0.002391812709859087,Down
ENSMUSG00000022914.18,Brwd1,1752,1762.001,1764,1550.998,1618,1401.001,1781.7936467527622,0.1854000484339546,0.05952704244713135,0.0015524000983573212,0.002392458774585575,NS
ENSMUSG00000028772.20,Zcchc17,952,896,958,983,1117.999,1062,1107.7345098164944,-0.18609973358148216,0.059840048625817134,0.0015746937955858633,0.0024264907212442925,NS
ENSMUSG00000002109.15,Ddb2,348.001,356,328.999,417,506,376,367.9629142344547,-0.32056439936498493,0.10655481971158604,0.0015754988095606386,0.002427405451520839,Down
ENSMUSG00000046574.9,Prr12,1915,2008,1962,2086,2318,2165,2364.8799918239606,-0.17224512402857514,0.0552818717562444,0.0015783314612389091,0.002431443542984491,NS
ENSMUSG00000062797.15,Hikeshi,675,569,581,637.999,765.999,748,799.2428854447094,-0.24539993465770035,0.07985668588823722,0.0015799858960270122,0.0024336657336120966,NS
ENSMUSG00000038642.11,Ctss,32211,29132,31686,25405,26502,25964,23317.094859494864,0.22720200218124367,0.07365613373165707,0.001584408948191932,0.002440151281127676,NS
ENSMUSG00000039242.11,B3galnt2,779.999,723.001,781,874.001,874,861.001,727.5820519276795,-0.20506872565007206,0.06619808398211574,0.0015858125916556884,0.0024419855156205274,NS
ENSMUSG00000120169.1,9130004C02Rik,36,55,34,68,67,73,53.42272199026688,-0.6301781224955428,0.24054482055303086,0.0015909447836607768,0.0024495600631237193,Down
ENSMUSG00000035284.11,Vps13c,1166,992.999,1021.001,1229,1304.001,1151,1419.505922945435,-0.22240660372502444,0.07208208399332185,0.0015962605087626604,0.002457415125636363,NS
ENSMUSG00000027624.21,Epb41l1,41,41,51,19,35,29,925.0122688207701,0.5643944172697986,0.2097603942282379,0.001628311191275903,0.0025064205642655758,Up
ENSMUSG00000025350.16,Rdh5,32.214,45.223,41.992,22.188,27.165,19.737,101.83220525752401,0.6418420852263428,0.24708484307070816,0.0016347982521412177,0.0025160686676501277,Up
ENSMUSG00000045160.15,Bola3,597.001,586,592.999,487.999,526,475,973.5432360643496,0.22735116426838112,0.073942160382441,0.0016369282666759354,0.002519009285210368,NS
ENSMUSG00000063972.14,Nr6a1,217,208,241,155.001,191,160,225.45440747176121,0.3491180411715991,0.11778648127081806,0.001647578979587496,0.0025350595501277256,Up
ENSMUSG00000022283.16,Pabpc1,76727.574,71027.143,79565.479,65016.058,70427.594,69007.73,62688.77980367823,0.1312733313415203,0.04210630609624914,0.0016499843642430515,0.002538420478912508,NS
ENSMUSG00000026502.14,Desi2,809.964,732.998,730.981,861.991,907.987,815.978,883.9918190221113,-0.19783207085594942,0.06402614856175874,0.001650221702049588,0.002538445519710036,NS
ENSMUSG00000031258.5,Xkrx,9,12,14,28,26,24,16.690665509026218,-0.9220593501659022,0.39267136850273954,0.0016560833337956563,0.002547120937848315,Down
ENSMUSG00000028295.15,Smim8,206,195.001,260.001,251.001,286.999,283.999,415.60493282174366,-0.31102125183949164,0.10358701621799003,0.0016568282843879394,0.0025479254305111436,Down
ENSMUSG00000032458.7,Copb2,6266,5687,6038,5155,5787.999,5349.999,6536.853451781212,0.12310941513969115,0.03948700364008419,0.0016622947549682484,0.0025559896453267806,NS
ENSMUSG00000026273.14,Mterf4,299.001,328.001,293,349,429,360,452.3740552456617,-0.30168649008301884,0.10023414765346926,0.0016661676105067752,0.0025616016429842415,Down
ENSMUSG00000024985.22,Tcf7l2,608.999,618.999,631.999,736.002,789.999,635.999,737.2367226386726,-0.22477283117600252,0.07323666262837839,0.0016767726755975885,0.0025775609951656105,NS
ENSMUSG00000028687.18,Mutyh,66,76,83,90,167.001,103.001,82.07570197787906,-0.5799055729125144,0.21793678130291338,0.001680867288594089,0.0025835094465166543,Down
ENSMUSG00000035890.10,Rnf126,1602,1459,1615.001,1650.001,1773,1744,1664.0554892838895,-0.16026309196074837,0.051676955366430896,0.0016852157652888333,0.0025894998839571352,NS
ENSMUSG00000046836.14,Brox,2234.416,2192.853,2193.86,1963.861,2073.89,1896.999,2718.516208137954,0.13752824580654702,0.04422890578619668,0.0016850501583416855,0.0025894998839571352,NS
ENSMUSG00000029823.17,Luc7l2,8383.716,8917.849,9017.611,7638.913,8528.873,7074.84,8697.008061576582,0.16060810550437035,0.05181730491075082,0.0016942561892375298,0.002603043058738902,NS
ENSMUSG00000050213.7,Snip1,1329,1339,1453,1525,1690,1405,1261.6819227110532,-0.1770388679532109,0.05726951713070762,0.0017002451510843293,0.0026118949926289435,NS
ENSMUSG00000074754.5,Smim26,181,163,157,221,229,180,257.1000169685828,-0.3230205356156405,0.10836925171465991,0.0017093625694543815,0.0026255498107336356,Down
ENSMUSG00000014158.13,Trpv4,145.001,113,123,85.999,98,81,91.08228880369589,0.4473362997513759,0.15811765239667927,0.00171006800828115,0.002626282056853343,Up
ENSMUSG00000027133.4,Nop10,1873,1599,1768,2009,2073.982,1882,1709.0246423162714,-0.20007751490389222,0.06503161464072263,0.0017175099454422877,0.0026373584786726113,NS
