taxon	meanAL	meanIF	meanRA	prev	log2FC	p	padj
Citrobacter freundii	2.5490781290637e-05	2.00000632279114e-05	2.27454222592742e-05	5	-0.33509672200481	0.823664389211061	0.968014826771889
Congregibacter litoralis	2.20171650038111e-06	1.7018417535084e-06	1.95177912694475e-06	5	-0.244902389748468	0.823664389211061	0.968014826771889
Corynebacterium doosanense	2.48757738580452e-06	3.44791293432825e-06	2.96774516006638e-06	5	0.350903319067201	0.823664389211061	0.968014826771889
Corynebacterium gerontici	5.96547699219299e-06	3.76718799815177e-06	4.86633249517238e-06	5	-0.547083630758297	0.823664389211061	0.968014826771889
Corynebacterium sp. SCR221107	8.09897443497281e-06	4.83128530600892e-06	6.46512987049086e-06	5	-0.641890034296264	0.823664389211061	0.968014826771889
Crossiella sp. CA-258035	2.43891277448172e-06	2.96882616389518e-06	2.70386946918845e-06	5	0.206759849707048	0.823664389211061	0.968014826771889
Cyanobium sp. NIES-981	9.33050975149199e-06	7.38458731034238e-06	8.35754853091719e-06	5	-0.301099763543823	0.823664389211061	0.968014826771889
Dactylosporangium sp. CA-233914	3.30472087662369e-06	3.03589468146062e-06	3.17030777904215e-06	5	-0.0930311673998313	0.823664389211061	0.968014826771889
Deinococcus proteolyticus	3.48493097592698e-06	2.59355166813928e-06	3.03924132203313e-06	5	-0.319675352622673	0.823664389211061	0.968014826771889
Fibrella aestuarina	4.25163152656705e-06	3.97195640013411e-06	4.11179396335058e-06	5	-0.0789520498610922	0.823664389211061	0.968014826771889
Jiangella sp. DSM 45060	4.60094167751956e-06	3.48659119063775e-06	4.04376643407866e-06	5	-0.320049671143136	0.823664389211061	0.968014826771889
Klebsiella variicola	4.16952274684645e-05	4.00960420132449e-05	4.08956347408547e-05	5	-0.0550753587206426	0.823664389211061	0.968014826771889
Kocuria turfanensis	4.58915483313436e-06	3.61283302591157e-06	4.10099392952297e-06	5	-0.276977070641454	0.823664389211061	0.968014826771889
Loigolactobacillus backii	4.74074817414468e-06	4.49860345398866e-06	4.61967581406667e-06	5	-0.0621735245189237	0.823664389211061	0.968014826771889
Mameliella sp.	4.66796669551534e-06	3.50478871345661e-06	4.08637770448598e-06	5	-0.331371839728647	0.823664389211061	0.968014826771889
Mucilaginibacter sp. KACC 22063	4.55789951438049e-06	3.08265374427255e-06	3.82027662932652e-06	5	-0.445032535447349	0.823664389211061	0.968014826771889
Mycetocola sp. JXN-3	2.65102261475142e-06	2.1396679219844e-06	2.39534526836791e-06	5	-0.217688629505867	0.823664389211061	0.968014826771889
Mycobacterium europaeum	3.95568849557945e-06	4.63747958146444e-06	4.29658403852194e-06	5	0.185964797566845	0.823664389211061	0.968014826771889
Mycobacterium sp. ITM-2016-00318	3.3044526131037e-06	2.85173404497668e-06	3.07809332904019e-06	5	-0.160321693995297	0.823664389211061	0.968014826771889
Ornithinimicrobium sp. Y1847	3.63068480501495e-06	4.0111568537598e-06	3.82092082938738e-06	5	0.11391813510638	0.823664389211061	0.968014826771889
Paenibacillus sp. FSL L8-0158	1.42324556072718e-05	1.09041935659245e-05	1.25683245865981e-05	5	-0.355678645417471	0.823664389211061	0.968014826771889
Pandoraea oxalativorans	2.30666220540301e-06	5.04292728638428e-06	3.67479474589364e-06	5	0.86987190896899	0.823664389211061	0.968014826771889
Paraburkholderia hospita	5.42763176770733e-06	4.11604223663608e-06	4.77183700217171e-06	5	-0.32925910613061	0.823664389211061	0.968014826771889
Pauljensenia hongkongensis	7.39032867354e-06	4.98750235150052e-06	6.18891551252026e-06	5	-0.486773008880972	0.823664389211061	0.968014826771889
Phenylobacterium sp. NIBR 498073	5.82002566772328e-06	4.04415015082542e-06	4.93208790927435e-06	5	-0.435165947491724	0.823664389211061	0.968014826771889
Planktothricoides raciborskii	4.21724860291617e-06	6.51583451506532e-06	5.36654155899075e-06	5	0.526644121896203	0.823664389211061	0.968014826771889
Polaribacter sp. Hel1_33_78	3.55599575752258e-06	4.77742923526504e-06	4.16671249639381e-06	5	0.34266128034777	0.823664389211061	0.968014826771889
Ponticoccus alexandrii	4.09783416207754e-06	4.75615190452183e-06	4.42699303329969e-06	5	0.175220223488723	0.823664389211061	0.968014826771889
Prescottella equi	3.60720643785629e-06	1.7515091170226e-06	2.67935777743944e-06	5	-0.74366913409931	0.823664389211061	0.968014826771889
Pseudogemmobacter blasticus	3.79163357982076e-06	3.8326681542104e-06	3.81215086701558e-06	5	0.0123023440753044	0.823664389211061	0.968014826771889
Pseudomonas caspiana	6.6562459727127e-06	6.34264454640301e-06	6.49944525955785e-06	5	-0.0603374185780698	0.823664389211061	0.968014826771889
Ralstonia pseudosolanacearum	8.8713001171132e-06	6.11178853117319e-06	7.49154432414319e-06	5	-0.473027683598276	0.823664389211061	0.968014826771889
Rhodophyticola porphyridii	2.16616763069102e-06	3.12190622493203e-06	2.64403692781153e-06	5	0.380574043292745	0.823664389211061	0.968014826771889
Roseateles sp. SL47	3.58825124619106e-06	2.98097642536341e-06	3.28461383577723e-06	5	-0.204822065399711	0.823664389211061	0.968014826771889
Roseovarius sp.	1.01040875852754e-05	1.03061173300859e-05	1.02051024576806e-05	5	0.026012721297647	0.823664389211061	0.968014826771889
Salinibaculum marinum	4.17820179294437e-06	3.02372494727156e-06	3.60096337010796e-06	5	-0.363919498572218	0.823664389211061	0.968014826771889
Sinomonas flava	6.79992263120664e-06	3.67488397097849e-06	5.23740330109257e-06	5	-0.738529255454989	0.823664389211061	0.968014826771889
Sphaerotilus sulfidivorans	3.64907089634762e-06	4.34966079203914e-06	3.99936584419338e-06	5	0.202504990396424	0.823664389211061	0.968014826771889
Sphingobium chlorophenolicum	3.48183954696635e-06	3.77100487884869e-06	3.62642221290752e-06	5	0.0902021613612808	0.823664389211061	0.968014826771889
Sphingosinicella microcystinivorans	4.32063585613563e-06	4.68297154757804e-06	4.50180370185684e-06	5	0.0950468234220364	0.823664389211061	0.968014826771889
Spirosoma rigui	4.51629519296925e-06	3.66888972682019e-06	4.09259245989472e-06	5	-0.240620147339076	0.823664389211061	0.968014826771889
Streptomyces antimycoticus	2.08547018566221e-05	1.57357801957946e-05	1.82952410262084e-05	5	-0.385007888141032	0.823664389211061	0.968014826771889
Streptomyces buecherae	3.86345391979574e-06	4.79628993682204e-06	4.32987192830889e-06	5	0.253148513263125	0.823664389211061	0.968014826771889
Streptomyces drozdowiczii	4.50263231417874e-06	5.85393966284497e-06	5.17828598851186e-06	5	0.316811560439926	0.823664389211061	0.968014826771889
Streptomyces hypolithicus	4.06178959482015e-06	3.15894927975669e-06	3.61036943728842e-06	5	-0.283428448903782	0.823664389211061	0.968014826771889
Streptomyces sp. LZ34	2.25791723689288e-06	2.72253345282423e-06	2.49022534485856e-06	5	0.192334859195254	0.823664389211061	0.968014826771889
Streptomyces sp. NBC_00280	1.07432964810791e-05	1.02707304434216e-05	1.05070134622503e-05	5	-0.0592564287314392	0.823664389211061	0.968014826771889
Streptomyces sp. NBC_00683	9.31363366566699e-06	6.5841067547123e-06	7.94887021018965e-06	5	-0.443501530837954	0.823664389211061	0.968014826771889
Streptosporangium sandarakinum	4.85907171053751e-06	3.03620918213838e-06	3.94764044633795e-06	5	-0.53767116148	0.823664389211061	0.968014826771889
Tepidiforma flava	3.23726693112319e-06	2.49545376760611e-06	2.86636034936465e-06	5	-0.277654262276249	0.823664389211061	0.968014826771889
Trichothermofontia sichuanensis	4.43879271695787e-06	5.42446099406919e-06	4.93162685551353e-06	5	0.24028897577761	0.823664389211061	0.968014826771889
Vibrio furnissii	9.19827443071663e-06	6.56952603722862e-06	7.88390023397263e-06	5	-0.430050191446392	0.823664389211061	0.968014826771889
Aliiroseovarius crassostreae	1.11187760885149e-05	6.29119288429722e-06	8.70498448640607e-06	6	-0.733017231259713	0.829356960732679	0.968014826771889
Amycolatopsis sp. WGS_07	7.3721298383064e-06	4.61303437326732e-06	5.99258210578686e-06	6	-0.576813791507547	0.829356960732679	0.968014826771889
Aquicella siphonis	3.59138467535135e-06	2.69613422886986e-06	3.1437594521106e-06	6	-0.312912158335945	0.829356960732679	0.968014826771889
Aquipseudomonas campi	8.61645654151045e-06	1.24621739813517e-05	1.05393152614311e-05	6	0.485334112121391	0.829356960732679	0.968014826771889
Asticcacaulis solisilvae	4.85106583402473e-06	3.06629365822707e-06	3.9586797461259e-06	6	-0.524985043908615	0.829356960732679	0.968014826771889
Bradyrhizobium sp. CB3481	5.56241825330922e-06	7.47269380166131e-06	6.51755602748527e-06	6	0.368593185403593	0.829356960732679	0.968014826771889
Burkholderia stagnalis	8.15489994481883e-06	5.99154229988123e-06	7.07322112235003e-06	6	-0.388933376546866	0.829356960732679	0.968014826771889
Chitinophaga sancti	6.26884652582114e-06	4.4736439891524e-06	5.37124525748677e-06	6	-0.409224841278115	0.829356960732679	0.968014826771889
Chitinophaga sp. LS1	1.42446275497843e-05	1.58751706751735e-05	1.50598991124789e-05	6	0.146601190158562	0.829356960732679	0.968014826771889
Deinococcus ficus	5.04794302921042e-06	3.27574341170212e-06	4.16184322045627e-06	6	-0.500269270423693	0.829356960732679	0.968014826771889
Desulforamulus reducens	6.66218055909555e-06	4.50746475744115e-06	5.58482265826835e-06	6	-0.476366665161687	0.829356960732679	0.968014826771889
Duncaniella sp. C9	0.000202394983455023	0.000226463368543602	0.000214429175999313	6	0.161350130691139	0.829356960732679	0.968014826771889
Elioraea tepida	4.62611098606612e-06	3.86740111340755e-06	4.24675604973684e-06	6	-0.208986343609511	0.829356960732679	0.968014826771889
Enterobacter hormaechei	4.34747566179683e-05	5.04365132937192e-05	4.69556349558437e-05	6	0.209806140028206	0.829356960732679	0.968014826771889
Glutamicibacter arilaitensis	4.96530050160114e-06	6.95622586738004e-06	5.96076318449059e-06	6	0.415489417660873	0.829356960732679	0.968014826771889
Labrys miyagiensis	6.8303011195681e-06	4.56835884505065e-06	5.69932998230937e-06	6	-0.491815601770065	0.829356960732679	0.968014826771889
Lentzea sp. JNUCC 0626	6.00008484977483e-06	4.81597430550457e-06	5.4080295776397e-06	6	-0.267351513866372	0.829356960732679	0.968014826771889
Microbacterium testaceum	6.68407870773136e-06	5.2318023903832e-06	5.95794054905728e-06	6	-0.302222810091657	0.829356960732679	0.968014826771889
Paenibacillus sp. FSL W8-0194	4.48955245494173e-06	2.59590956001321e-06	3.54273100747747e-06	6	-0.610331799488497	0.829356960732679	0.968014826771889
Paracoccus seriniphilus	7.69666507821739e-06	9.69707861097082e-06	8.69687184459411e-06	6	0.298682668202918	0.829356960732679	0.968014826771889
Paracoccus sp. SJTW-4	1.87297540788523e-05	1.20745995859976e-05	1.5402176832425e-05	6	-0.593606209599685	0.829356960732679	0.968014826771889
Pendulispora rubella	7.81658430192978e-06	4.80842580616675e-06	6.31250505404826e-06	6	-0.602072620060555	0.829356960732679	0.968014826771889
Phenylobacterium zucineum	4.98159226016719e-06	5.29346283733732e-06	5.13752754875225e-06	6	0.0733244748982262	0.829356960732679	0.968014826771889
Pseudarthrobacter sp. S3	4.51913878985724e-05	6.17024631977219e-05	5.34469255481472e-05	6	0.440898223781143	0.829356960732679	0.968014826771889
Pseudogulbenkiania sp. NH8B	1.28879831242802e-05	8.99694872040138e-06	1.09424659223408e-05	6	-0.474277373600395	0.829356960732679	0.968014826771889
Pseudomonas xanthosomatis	5.56295936562703e-06	4.69436977186937e-06	5.1286645687482e-06	6	-0.204810321180834	0.829356960732679	0.968014826771889
Pulveribacter suum	5.05898594290616e-06	7.40076358104184e-06	6.229874761974e-06	6	0.471444108066653	0.829356960732679	0.968014826771889
Rheinheimera sp. MM224	5.49399816188648e-06	5.80292804933716e-06	5.64846310561182e-06	6	0.0670488543616367	0.829356960732679	0.968014826771889
Rhodocytophaga rosea	1.20835230589257e-05	1.04406674435827e-05	1.12620952512542e-05	6	-0.193579853337434	0.829356960732679	0.968014826771889
Roseobacter algicola (ex Choi et al. 2025) (nom. illeg.)	1.15780559692473e-05	1.14039768373972e-05	1.14910164033223e-05	6	-0.0201062233079632	0.829356960732679	0.968014826771889
Runella slithyformis	3.33854354969827e-06	3.14868160636342e-06	3.24361257803084e-06	6	-0.0645578700479958	0.829356960732679	0.968014826771889
Spongiactinospora sp. TRM90649	5.17194516638963e-06	9.05551654678662e-06	7.11373085658813e-06	6	0.704190044363205	0.829356960732679	0.968014826771889
Streptomyces kanamyceticus	7.24300827212174e-06	4.84957746992226e-06	6.046292871022e-06	6	-0.494838523782039	0.829356960732679	0.968014826771889
Streptomyces sp. 11x1	6.53346237309666e-06	5.59351495590888e-06	6.06348866450277e-06	6	-0.192265318000913	0.829356960732679	0.968014826771889
Streptomyces sp. AMCC400023	1.02160682613919e-05	1.22105599945868e-05	1.12133141279893e-05	6	0.236124588827512	0.829356960732679	0.968014826771889
Symmachiella dynata	3.61492596725269e-06	4.35903128662501e-06	3.98697862693885e-06	6	0.215664734379031	0.829356960732679	0.968014826771889
Teichococcus cervicalis	1.08239988888832e-05	8.79703144124221e-06	9.81051516506269e-06	6	-0.271301463641251	0.829356960732679	0.968014826771889
Tessaracoccus flavescens	5.20576090604645e-06	4.18550604043575e-06	4.6956334732411e-06	6	-0.259123329282085	0.829356960732679	0.968014826771889
Thermomonas fusca	1.2440469952549e-05	1.80516572529316e-05	1.52460636027403e-05	6	0.503332915846793	0.829356960732679	0.968014826771889
Thermus sp. CCB_US3_UF1	5.46927455036698e-06	3.46792403553268e-06	4.46859929294983e-06	6	-0.533999283706975	0.829356960732679	0.968014826771889
Thiohalobacter sp. IOR34	2.50459886122551e-05	2.98405673497418e-05	2.74432779809985e-05	6	0.243768107972665	0.829356960732679	0.968014826771889
Weissella coleopterorum	6.32197325307288e-06	5.08311687533584e-06	5.70254506420436e-06	6	-0.26742178046105	0.829356960732679	0.968014826771889
Acidovorax delafieldii	8.68209936406176e-06	4.6922239266692e-06	6.68716164536548e-06	7	-0.766327482928706	0.832518812679276	0.968014826771889
Acidovorax sp. BLS4	2.51611872125995e-05	1.53664328122388e-05	2.02638100124191e-05	7	-0.676688103026809	0.832518812679276	0.968014826771889
Candidatus Methylocalor cossyra	6.51797722625428e-06	4.61124446831331e-06	5.5646108472838e-06	7	-0.42202377621884	0.832518812679276	0.968014826771889
Celeribacter sp. SCSIO 80788	9.51512080840478e-06	8.05076281507733e-06	8.78294181174105e-06	7	-0.216354129866425	0.832518812679276	0.968014826771889
Cellvibrio japonicus	4.95568355978412e-06	3.47915041701307e-06	4.21741698839859e-06	7	-0.411041986989231	0.832518812679276	0.968014826771889
Corynebacterium anserum	5.55275531502501e-06	3.93607550548561e-06	4.74441541025531e-06	7	-0.408737198303446	0.832518812679276	0.968014826771889
Croceibacterium sp. TMG7-5b_MA50	7.74061217918055e-06	1.03752458563587e-05	9.0579290177696e-06	7	0.380091494475103	0.832518812679276	0.968014826771889
Cyanobium sp. NS01	7.44132137533834e-06	8.09168221086413e-06	7.76650179310123e-06	7	0.107078406199882	0.832518812679276	0.968014826771889
Dactylosporangium sp. CA-092794	4.40088256393212e-06	4.03890710831711e-06	4.21989483612462e-06	7	-0.100084318230173	0.832518812679276	0.968014826771889
Desertifilum tharense	8.02315235171323e-06	1.12569785119618e-05	9.64006543183752e-06	7	0.441899931409094	0.832518812679276	0.968014826771889
Desulfosporosinus youngiae	7.76334520480667e-06	1.46985353283498e-05	1.12309402665782e-05	7	0.841076366487123	0.832518812679276	0.968014826771889
Geomonas paludis	5.2509070584489e-06	6.06394394099725e-06	5.65742549972307e-06	7	0.176408341918215	0.832518812679276	0.968014826771889
Kitasatospora camelliae	6.79693379451337e-06	7.71331968323667e-06	7.25512673887502e-06	7	0.160315590865623	0.832518812679276	0.968014826771889
Kitasatospora sp. CMC57	5.28476591936785e-06	5.22091281929104e-06	5.25283936932944e-06	7	-0.0147327231583262	0.832518812679276	0.968014826771889
Luteibacter sp. Lutesp34	7.09087439239783e-06	6.21913947297676e-06	6.65500693268729e-06	7	-0.164468748209149	0.832518812679276	0.968014826771889
Macellibacteroides fermentans	5.06208179813302e-06	4.68395519147738e-06	4.8730184948052e-06	7	-0.0929181377467213	0.832518812679276	0.968014826771889
Marinobacter sp. W-8	1.61641843853329e-05	1.7979680287311e-05	1.7071932336322e-05	7	0.145054386011167	0.832518812679276	0.968014826771889
Mesomycoplasma dispar	9.69960992564864e-06	9.36999592388274e-06	9.53480292476569e-06	7	-0.0451428743575805	0.832518812679276	0.968014826771889
Methylobacterium flocculans	4.57867315055236e-06	5.77825366760409e-06	5.17846340907822e-06	7	0.28099160122075	0.832518812679276	0.968014826771889
Micromonospora sp. NBC_00898	8.89832606664668e-06	7.55797393750939e-06	8.22815000207804e-06	7	-0.209915282284774	0.832518812679276	0.968014826771889
Mycolicibacterium monacense	1.09870080483222e-05	6.13846105305593e-06	8.56273455068908e-06	7	-0.747786618557585	0.832518812679276	0.968014826771889
Mycoplasmopsis equigenitalium	1.80810396779994e-05	2.18248888450165e-05	1.99529642615079e-05	7	0.258468052122611	0.832518812679276	0.968014826771889
Myxococcus faecalis	4.3171210878845e-06	8.35391633875578e-06	6.33551871332014e-06	7	0.81492520379473	0.832518812679276	0.968014826771889
Paenibacillus sonchi	1.43555291955277e-05	1.38376887949657e-05	1.40966089952467e-05	7	-0.0494918457183657	0.832518812679276	0.968014826771889
Paenibacillus sophorae	5.94479835878043e-06	4.15352936026867e-06	5.04916385952455e-06	7	-0.4303720155094	0.832518812679276	0.968014826771889
Paenibacillus sp. URB8-2	9.54572954659806e-06	6.05750412437589e-06	7.80161683548697e-06	7	-0.579428931380312	0.832518812679276	0.968014826771889
Paracoccus suum	1.40290484418894e-05	7.92377498262084e-06	1.09764117122551e-05	7	-0.752027627606407	0.832518812679276	0.968014826771889
Paraflavitalea soli	5.94587693738204e-06	5.21178585073347e-06	5.57883139405775e-06	7	-0.1611487560485	0.832518812679276	0.968014826771889
Pelagovum pacificum	5.00588529599901e-06	3.60658789974583e-06	4.30623659787242e-06	7	-0.382678379889346	0.832518812679276	0.968014826771889
Persicobacter psychrovividus	1.44566349289084e-05	1.25118742877885e-05	1.34842546083485e-05	7	-0.193998452926199	0.832518812679276	0.968014826771889
Pontimicrobium sp. SW4	7.85111456325411e-06	5.99179883758538e-06	6.92145670041974e-06	7	-0.340195458458425	0.832518812679276	0.968014826771889
Propionimicrobium sp. PCR01-08-3	2.94431374777388e-06	2.77194670699026e-06	2.85813022738207e-06	7	-0.0644650218487482	0.832518812679276	0.968014826771889
Pseudaeromonas aegiceratis	1.61030051737939e-05	1.33709717253419e-05	1.47369884495679e-05	7	-0.25109222759144	0.832518812679276	0.968014826771889
Pseudarthrobacter sp. MM222	8.12942104060624e-06	5.88304751229609e-06	7.00623427645116e-06	7	-0.407475903271479	0.832518812679276	0.968014826771889
Pseudogemmatithrix spongiicola	3.70021682650295e-06	4.70097791673128e-06	4.20059737161712e-06	7	0.278482101532186	0.832518812679276	0.968014826771889
Pseudonocardia sp. CA-142604	5.63544223318564e-06	5.08161585460006e-06	5.35852904389285e-06	7	-0.125737928902166	0.832518812679276	0.968014826771889
Saccharopolyspora erythraea	1.10926827502752e-05	1.14081706386763e-05	1.12504266944758e-05	7	0.0371560911107926	0.832518812679276	0.968014826771889
Scrofimicrobium appendicitidis	9.70707537362062e-06	7.61936231303618e-06	8.6632188433284e-06	7	-0.312911419911216	0.832518812679276	0.968014826771889
Sneathiella marina	4.39855563884733e-06	1.05101011319969e-05	7.4543283854221e-06	7	1.0922551326326	0.832518812679276	0.968014826771889
Solidesulfovibrio magneticus	1.5684519462302e-05	1.45839792938722e-05	1.51342493780871e-05	7	-0.0984464698126071	0.832518812679276	0.968014826771889
Sphingomonas sp. HT-1	9.73872494832566e-06	1.16733966430538e-05	1.07060607956897e-05	7	0.238980531688415	0.832518812679276	0.968014826771889
Stappia sp.	9.05676585598224e-06	7.70700080898459e-06	8.38188333248341e-06	7	-0.207918662556395	0.832518812679276	0.968014826771889
Streptomyces brevispora	6.79510793153246e-06	5.98501422717857e-06	6.39006107935551e-06	7	-0.158305944563541	0.832518812679276	0.968014826771889
Streptomyces graminofaciens	7.00116766499485e-06	7.99556723472626e-06	7.49836744986056e-06	7	0.169003698869412	0.832518812679276	0.968014826771889
Streptomyces halobius	4.18790703343415e-06	4.14402813435637e-06	4.16596758389526e-06	7	-0.0122540936746122	0.832518812679276	0.968014826771889
Streptomyces lydicus	1.04456794757679e-05	9.48505495093029e-06	9.96536721334911e-06	7	-0.126468688957844	0.832518812679276	0.968014826771889
Streptomyces sp. BYX5S	3.90627919048843e-06	4.53101692906732e-06	4.21864805977787e-06	7	0.172915425389363	0.832518812679276	0.968014826771889
Synechococcus sp. TAK9802	2.05001520114202e-05	1.7771687215707e-05	1.91359196135636e-05	7	-0.195788533371524	0.832518812679276	0.968014826771889
Virgibacillus sp. MSP4-1	9.3029374961379e-06	5.86147699041347e-06	7.58220724327568e-06	7	-0.586464659293462	0.832518812679276	0.968014826771889
Bacteroides xylanisolvens	0.000435808074063378	0.000109721919873577	0.000272764996968477	8	-1.98005865956319	0.834035229790992	0.968014826771889
Bradyrhizobium sp. STM 3562	2.08679315408029e-05	1.61654078414937e-05	1.85166696911483e-05	8	-0.349312628778313	0.834035229790992	0.968014826771889
Chitinophaga pollutisoli	1.00919671427474e-05	1.09418585035025e-05	1.05169128231249e-05	8	0.106512131882849	0.834035229790992	0.968014826771889
Pseudodesulfovibrio methanolicus	1.14058555841762e-05	1.27990105018886e-05	1.21024330430324e-05	8	0.153543582282637	0.834035229790992	0.968014826771889
Acaryochloris marina	2.16781414918203e-05	2.16297720826775e-05	2.16539567872489e-05	10	-0.00308035959752449	0.841269841269841	0.968014826771889
Acetobacterium malicum	4.75967603777933e-05	4.69903903245983e-05	4.72935753511958e-05	10	-0.0181145950667318	0.841269841269841	0.968014826771889
Acidaminococcus intestini	4.45487239556553e-05	3.93742500821767e-05	4.1961487018916e-05	10	-0.173975174386488	0.841269841269841	0.968014826771889
Acidipropionibacterium acidipropionici	2.33988608500777e-05	3.05467162411285e-05	2.69727885456031e-05	10	0.370676048224695	0.841269841269841	0.968014826771889
Acidovorax sp. DW039	1.39393381932055e-05	1.42758444817135e-05	1.41075913374595e-05	10	0.0321358988290024	0.841269841269841	0.968014826771889
Actinomyces sp. HMT 175	9.23991448563054e-05	8.76485334738279e-05	9.00238391650666e-05	10	-0.0753125763732848	0.841269841269841	0.968014826771889
Actinoplanes sp. N902-109	1.81977086645059e-05	1.97099268398964e-05	1.89538177522011e-05	10	0.109388328205076	0.841269841269841	0.968014826771889
Actinoplanes teichomyceticus	1.36996144552715e-05	1.4054462386454e-05	1.38770384208628e-05	10	0.0344128723168138	0.841269841269841	0.968014826771889
Affinirhizobium pseudoryzae	1.54553263914674e-05	1.24232511934112e-05	1.39392887924393e-05	9	-0.293820499197231	0.841269841269841	0.968014826771889
Aggregatibacter aphrophilus	8.41763354217149e-05	0.000105042199278114	9.46092673499146e-05	10	0.316113929974594	0.841269841269841	0.968014826771889
Agromyces larvae	1.17131242036921e-05	1.28283525406747e-05	1.22707383721834e-05	9	0.121310678384154	0.841269841269841	0.968014826771889
Akkermansia glycaniphila	1.41232167493183e-05	1.48691530789371e-05	1.44961849141277e-05	10	0.0694600976582381	0.841269841269841	0.968014826771889
Akkermansia sp. JRP_AM1	5.97227904774603e-05	6.91177635906572e-05	6.44202770340587e-05	9	0.207541891589976	0.841269841269841	0.968014826771889
Akkermansia sp. N21116	1.06353561155087e-05	1.2713348352342e-05	1.16743522339253e-05	10	0.23706550618338	0.841269841269841	0.968014826771889
Alistipes ihumii	5.33514015696488e-05	7.51027671026844e-05	6.42270843361666e-05	10	0.485631672413079	0.841269841269841	0.968014826771889
Altererythrobacter sp. GH1-8	8.33501485363214e-06	8.93971734888681e-06	8.63736610125948e-06	9	0.0905525090918417	0.841269841269841	0.968014826771889
Ancylobacter pratisalsi	1.57301778880122e-05	1.66139313804209e-05	1.61720546342165e-05	9	0.0742641653324628	0.841269841269841	0.968014826771889
Arabiibacter massiliensis	0.000155659954640367	0.000151740938334539	0.000153700446487453	10	-0.0365496539856982	0.841269841269841	0.968014826771889
Archangium gephyra	0.000103507268435749	0.000119752657779807	0.000111629963107778	10	0.208451658675712	0.841269841269841	0.968014826771889
Arthrobacter sp. StoSoilB22	1.5345870552104e-05	2.15789872264542e-05	1.84624288892791e-05	10	0.466054561385657	0.841269841269841	0.968014826771889
Aurantimonas sp. HBX-1	2.03097965498187e-05	1.61869877058726e-05	1.82483921278456e-05	10	-0.310200107779405	0.841269841269841	0.968014826771889
Bacillus gobiensis	4.56380432971259e-05	3.26334334382449e-05	3.91357383676854e-05	10	-0.471611198837074	0.841269841269841	0.968014826771889
Bacteroides nordii	0.000985308158335463	0.000567646658461447	0.000776477408398455	10	-0.794505987589311	0.841269841269841	0.968014826771889
Bacteroides thetaiotaomicron	0.000187773661215087	4.24660725490998e-05	0.000115119866882094	10	-2.11869583619315	0.841269841269841	0.968014826771889
Barnesiella sp. An22	0.000396140192084228	0.000420928006302218	0.000408534099193223	10	0.0873484780330702	0.841269841269841	0.968014826771889
Brevibacillus agri	0.000142642056078809	0.000109052292619993	0.000125847174349401	10	-0.384289008958403	0.841269841269841	0.968014826771889
Burkholderia territorii	2.66200059735116e-05	2.30934117883348e-05	2.48567088809232e-05	9	-0.197074928300209	0.841269841269841	0.968014826771889
Campylobacter concisus	1.38358255732376e-05	8.16601230881918e-06	1.10009189410284e-05	9	-0.69471908291006	0.841269841269841	0.968014826771889
Cellulosimicrobium cellulans	3.02742101006261e-05	3.3783717963613e-05	3.20289640321196e-05	10	0.153438701343192	0.841269841269841	0.968014826771889
Clostridium sp. ETTB3	5.08137880287954e-05	5.73907969150102e-05	5.41022924719028e-05	10	0.172404940375527	0.841269841269841	0.968014826771889
Collinsella stercoris	3.03156663843534e-05	2.89116751435465e-05	2.96136707639499e-05	10	-0.066175871249364	0.841269841269841	0.968014826771889
Congregibacter brevis	1.59919068239866e-05	1.47923125848869e-05	1.53921097044368e-05	10	-0.105625309031562	0.841269841269841	0.968014826771889
Coprobacter secundus	6.74797590868089e-05	6.1670688451346e-05	6.45752237690775e-05	10	-0.12788678478067	0.841269841269841	0.968014826771889
Corynebacterium guangdongense	4.44413484676942e-05	3.08734865023083e-05	3.76574174850013e-05	10	-0.511648809421485	0.841269841269841	0.968014826771889
Corynebacterium pseudopelargi	6.37792594615382e-05	4.52100370217719e-05	5.44946482416551e-05	10	-0.487325730400461	0.841269841269841	0.968014826771889
Cupriavidus metallidurans	1.77856614457405e-05	2.14423813938218e-05	1.96140214197811e-05	10	0.25659385617821	0.841269841269841	0.968014826771889
Cyclobacterium xiamenense	1.52811170081874e-05	1.74500903127638e-05	1.63656036604756e-05	10	0.180428195433287	0.841269841269841	0.968014826771889
Denitrobacterium detoxificans	4.16893507536061e-05	3.78317899730953e-05	3.97605703633507e-05	10	-0.136638010727648	0.841269841269841	0.968014826771889
Desulfolutivibrio sulfoxidireducens	1.11023923795885e-05	1.03573895804202e-05	1.07298909800044e-05	10	-0.0916609859078951	0.841269841269841	0.968014826771889
Dialister succinatiphilus	4.93859716587862e-05	4.19271372045544e-05	4.56565544316703e-05	10	-0.231132154765904	0.841269841269841	0.968014826771889
Dyadobacter sp. 32	1.37544488177241e-05	1.14771736241168e-05	1.26158112209204e-05	9	-0.241858860435352	0.841269841269841	0.968014826771889
Effusibacillus dendaii	1.71127768241316e-05	1.21554650514858e-05	1.46341209378087e-05	9	-0.461345489871199	0.841269841269841	0.968014826771889
Ensifer adhaerens	1.70798292608503e-05	1.45549041947383e-05	1.58173667277943e-05	9	-0.21701154444558	0.841269841269841	0.968014826771889
Enterobacter cloacae	1.90468767657028e-05	1.8921052206129e-05	1.89839644859159e-05	9	-0.00908363642959012	0.841269841269841	0.968014826771889
