taxon	meanAL	meanIF	meanRA	prev	log2FC	p	padj
Marispirochaeta aestuarii	1.73493594629725e-05	1.07942926250269e-05	1.40718260439997e-05	10	-0.637640808502934	0.222222222222222	0.92635030759604
Massilia sp. PAMC28688	1.91632467441075e-05	1.1379566609465e-05	1.52714066767862e-05	10	-0.703767155665714	0.222222222222222	0.92635030759604
Megasphaera stantonii	2.68838901363817e-05	1.47964194028284e-05	2.0840154769605e-05	10	-0.819834270778044	0.222222222222222	0.92635030759604
Mesotoga prima	1.66985487861084e-05	7.23595550982172e-06	1.19672521479651e-05	9	-1.10362312789026	0.222222222222222	0.92635030759604
Methanofollis liminatans	1.34426551584547e-05	6.8246789551746e-06	1.01336670568147e-05	9	-0.884232528817307	0.222222222222222	0.92635030759604
Methylorubrum populi	1.37486842673784e-05	7.68307017929297e-06	1.07158772233357e-05	9	-0.764309107833446	0.222222222222222	0.92635030759604
Methylosinus sporium	1.96092676423123e-05	1.23349459484591e-05	1.59721067953857e-05	9	-0.628081261988198	0.222222222222222	0.92635030759604
Miltoncostaea oceani	2.84042029124809e-05	1.74678166424525e-05	2.29360097774667e-05	10	-0.671009068745309	0.222222222222222	0.92635030759604
Mixta calida	1.52345329286402e-05	6.30697219115438e-06	1.07707525598973e-05	9	-1.15172025667977	0.222222222222222	0.92635030759604
Mogibacterium pumilum	1.8148193822452e-05	6.28852703769188e-06	1.2218360430072e-05	9	-1.39350912438303	0.222222222222222	0.92635030759604
Mucilaginibacter sp. Mucisp86	6.51879765716565e-05	9.28144080469187e-05	7.90011923092876e-05	10	0.503240342380575	0.222222222222222	0.92635030759604
Nitrospina watsonii	1.12737312285339e-05	6.39802538856651e-06	8.83587830855021e-06	10	-0.730361740016826	0.222222222222222	0.92635030759604
Nitrospira calida	9.34804770178555e-06	5.40366038438523e-06	7.37585404308539e-06	9	-0.692389907365856	0.222222222222222	0.92635030759604
Nitrospira japonica	1.2889102691163e-05	7.55757431199567e-06	1.02233385015793e-05	9	-0.698679576235942	0.222222222222222	0.92635030759604
Nocardiopsis dassonvillei	3.89734305085872e-05	2.31202088045729e-05	3.10468196565801e-05	10	-0.728798993295598	0.222222222222222	0.92635030759604
Oceanobacillus kapialis	1.53631089013861e-05	6.24581028056446e-06	1.08044595909753e-05	9	-1.17522794166682	0.222222222222222	0.92635030759604
Paenarthrobacter nitroguajacolicus	3.77445940024756e-05	1.82536444464977e-05	2.79991192244866e-05	10	-1.00886347280226	0.222222222222222	0.92635030759604
Paenibacillus beijingensis	1.79322667445449e-05	1.16546395569555e-05	1.47934531507502e-05	9	-0.581180738416767	0.222222222222222	0.92635030759604
Paenibacillus roseipurpureus	1.90880064827096e-05	1.22957485344388e-05	1.56918775085742e-05	10	-0.595369397847481	0.222222222222222	0.92635030759604
Paenibacillus spongiae	1.35878121331478e-05	5.9827891039734e-06	9.7853006185606e-06	10	-1.06288821954529	0.222222222222222	0.92635030759604
Paraconexibacter antarcticus	1.255664046504e-05	5.58090428415724e-06	9.0687723745986e-06	9	-1.04264195782913	0.222222222222222	0.92635030759604
Phocaeicola dorei	0.000279026558770864	0.000526559200476667	0.000402792879623766	10	0.913769331802106	0.222222222222222	0.92635030759604
Phytohabitans flavus	1.28346573201726e-05	7.59613711694788e-06	1.02153972185602e-05	9	-0.686526508833003	0.222222222222222	0.92635030759604
Phytohabitans suffuscus	1.4866183813922e-05	9.89280882193252e-06	1.23794963179272e-05	10	-0.542579152531006	0.222222222222222	0.92635030759604
Pseudocnuella soli	2.72256661430001e-05	3.89991239998506e-05	3.31123950714253e-05	10	0.502960774741028	0.222222222222222	0.92635030759604
Pseudodesulfovibrio sediminis	1.05038229090441e-05	5.9669732353209e-06	8.2353980721825e-06	9	-0.723509445990189	0.222222222222222	0.92635030759604
Pyxidicoccus parkwayensis	2.06816965678388e-05	8.77706585526336e-06	1.47293812115511e-05	10	-1.14900417485127	0.222222222222222	0.92635030759604
Ramlibacter tataouinensis	3.94146939188932e-05	1.8225371595691e-05	2.88200327572921e-05	10	-1.07186843799086	0.222222222222222	0.92635030759604
Rhodocaloribacter litoris	3.61240500151125e-05	2.10966645075913e-05	2.86103572613519e-05	10	-0.748525497403137	0.222222222222222	0.92635030759604
Roseateles depolymerans	2.25322208146674e-05	1.34498383590475e-05	1.79910295868574e-05	10	-0.703584124636555	0.222222222222222	0.92635030759604
Rouxiella badensis	1.19607078186339e-05	6.17912656470499e-06	9.06991719166943e-06	9	-0.852264272791627	0.222222222222222	0.92635030759604
Ruminococcus bicirculans (ex Wegman et al. 2014)	4.82410828858965e-05	2.34904800940227e-05	3.58657814899596e-05	10	-1.00764143346678	0.222222222222222	0.92635030759604
Ruminococcus bovis	2.67898915351476e-05	1.12547380171871e-05	1.90223147761674e-05	9	-1.18122056118436	0.222222222222222	0.92635030759604
Ruminococcus gauvreauii	0.00020268746312485	0.000114870908489071	0.000158779185806961	10	-0.813838788952092	0.222222222222222	0.92635030759604
Sagittula sp. P11	8.6081282777177e-05	5.09057757795622e-05	6.84935292783696e-05	10	-0.746467577322682	0.222222222222222	0.92635030759604
Salidesulfovibrio onnuriiensis	1.03613305756199e-05	6.19188479243051e-06	8.27660768402522e-06	10	-0.659689989663137	0.222222222222222	0.92635030759604
Salisediminibacterium selenitireducens	1.43922696497502e-05	8.97359700690145e-06	1.16829333283258e-05	10	-0.626020162554265	0.222222222222222	0.92635030759604
Selenomonas sp.	4.83530591588677e-05	2.79881929742076e-05	3.81706260665376e-05	10	-0.767674109704475	0.222222222222222	0.92635030759604
Selenomonas sputigena	5.89875612595002e-05	3.53210961884018e-05	4.7154328723951e-05	10	-0.723855636701246	0.222222222222222	0.92635030759604
Shewanella acanthi	1.51889216298145e-05	9.12658545674874e-06	1.21577535432816e-05	10	-0.676859089091316	0.222222222222222	0.92635030759604
Shewanella khirikhana	1.96920088022411e-05	9.86696448991637e-06	1.47794866460787e-05	9	-0.929124707162273	0.222222222222222	0.92635030759604
Sporofaciens musculi	0.00188305078238304	0.00103594809667956	0.0014594994395313	10	-0.86149416821903	0.222222222222222	0.92635030759604
Stackebrandtia nassauensis	9.54339194632131e-06	5.71632253275931e-06	7.62985723954031e-06	9	-0.650595656930459	0.222222222222222	0.92635030759604
Stieleria neptunia	1.27537594751425e-05	1.87879840427304e-05	1.57708717589365e-05	10	0.524798620034351	0.222222222222222	0.92635030759604
Stigmatella aurantiaca	2.8156682569536e-05	1.57903928822977e-05	2.19735377259168e-05	10	-0.796190591370146	0.222222222222222	0.92635030759604
Streptococcus gallolyticus	8.36326343640236e-05	4.78558310083727e-05	6.57442326861981e-05	9	-0.792683314139798	0.222222222222222	0.92635030759604
Streptococcus pneumoniae	6.5546778303536e-05	3.41159407898621e-05	4.98313595466991e-05	10	-0.922242736464029	0.222222222222222	0.92635030759604
Streptomyces phaeoluteigriseus	1.27925880067838e-05	5.60951751802172e-06	9.20105276240278e-06	9	-1.06127631920297	0.222222222222222	0.92635030759604
Streptomyces sp. NBC_01190	2.65716514392655e-05	1.39615883983232e-05	2.02666199187944e-05	10	-0.881922334797598	0.222222222222222	0.92635030759604
Streptomyces tritici	2.93264336679539e-05	1.79409924965229e-05	2.36337130822384e-05	10	-0.679063920558195	0.222222222222222	0.92635030759604
Streptomyces xanthophaeus	1.37707737579573e-05	7.36042811589826e-06	1.05656009369278e-05	9	-0.821096676788702	0.222222222222222	0.92635030759604
Streptomyces xinghaiensis	1.07355964576877e-05	6.48441433423605e-06	8.6100053959619e-06	9	-0.648929835275359	0.222222222222222	0.92635030759604
Sutterella faecalis	1.23531229420698e-05	7.58066927912208e-06	9.96689611059593e-06	10	-0.638015104324064	0.222222222222222	0.92635030759604
Synechococcus sp. LTW-R	2.80580728377975e-05	1.84562971536745e-05	2.3257184995736e-05	10	-0.57870185690921	0.222222222222222	0.92635030759604
Syntrophus buswellii	9.66890597843033e-06	4.4554439655953e-06	7.06217497201282e-06	9	-0.967643732101364	0.222222222222222	0.92635030759604
Tessaracoccus aquimaris	1.03379534765847e-05	6.14644425524024e-06	8.2421988659125e-06	9	-0.665862748160973	0.222222222222222	0.92635030759604
Thermanaerovibrio velox	1.00533217671888e-05	5.65019393270097e-06	7.85175784994486e-06	9	-0.733011678326407	0.222222222222222	0.92635030759604
Thermincola potens	6.9850163511619e-06	4.42477538472613e-06	5.70489586794402e-06	9	-0.557731958535955	0.222222222222222	0.92635030759604
Thermobacillus composti	3.97089980510629e-05	2.48207522114464e-05	3.22648751312546e-05	10	-0.656816683706987	0.222222222222222	0.92635030759604
Thermocaproicibacter melissae	7.89485742718916e-05	3.73535015524315e-05	5.81510379121616e-05	10	-1.0597140090614	0.222222222222222	0.92635030759604
Thermophilibacter immobilis	3.68919359504031e-05	2.53782479901805e-05	3.11350919702918e-05	10	-0.522542105181821	0.222222222222222	0.92635030759604
Trichlorobacter lovleyi	1.96222167933298e-05	9.63605666490416e-06	1.4629136729117e-05	10	-0.955236055650027	0.222222222222222	0.92635030759604
Trueperella pyogenes	2.78485087369015e-05	2.12808366974281e-05	2.45646727171648e-05	10	-0.372693333445039	0.222222222222222	0.92635030759604
Zobellella denitrificans	1.03221037491305e-05	1.50942410468689e-05	1.27081723979997e-05	9	0.507402496672489	0.222222222222222	0.92635030759604
[Actinomadura] parvosata	1.49463239331282e-05	1.0115787005628e-05	1.25310554693781e-05	10	-0.520613785559857	0.222222222222222	0.92635030759604
[Clostridium] symbiosum	0.00244134216080463	0.00116778695146619	0.00180456455613541	10	-1.06325335251142	0.222222222222222	0.92635030759604
Altererythrobacter sp. B11	7.50235698460948e-06	2.50694190311452e-06	5.004649443862e-06	6	-1.27764930329343	0.235861310334268	0.92635030759604
Arthrobacter sp. K5	8.34213169774332e-06	3.46920400509129e-06	5.9056678514173e-06	6	-1.06373388249575	0.235861310334268	0.92635030759604
Bacillus sp. 1NLA3E	1.31415918969666e-05	6.09597994636553e-06	9.61878592166609e-06	6	-0.994870693600783	0.235861310334268	0.92635030759604
Bordetella petrii	7.20068247462092e-06	3.42321063770325e-06	5.31194655616208e-06	6	-0.89065003179089	0.235861310334268	0.92635030759604
Brevibacillus gelatini	2.90877818795666e-06	8.15868734199574e-06	5.5337327649762e-06	6	1.22842312247201	0.235861310334268	0.92635030759604
Brevibacterium sp. LE-L	9.5037188386189e-06	3.90009106755215e-06	6.70190495308552e-06	6	-1.10001973720832	0.235861310334268	0.92635030759604
Caldisericum exile	9.50949601414232e-06	3.61069308077159e-06	6.56009454745696e-06	6	-1.18863794768832	0.235861310334268	0.92635030759604
Corynebacterium macclintockiae	6.95534551294003e-06	2.8375721120708e-06	4.89645881250541e-06	6	-1.05173072987518	0.235861310334268	0.92635030759604
Deinococcus deserti	1.16673908597601e-05	4.16076590587013e-06	7.91407838281514e-06	6	-1.29546230280951	0.235861310334268	0.92635030759604
Devosia lacusdianchii	5.92032012618234e-06	2.19004417380913e-06	4.05518214999573e-06	6	-1.11726237514669	0.235861310334268	0.92635030759604
Engelhardtia mirabilis	9.98967667515284e-06	3.70742918878924e-06	6.84855293197104e-06	6	-1.22313764323481	0.235861310334268	0.92635030759604
Finegoldia magna	2.34755904098436e-05	6.44801365661474e-06	1.49618020332292e-05	6	-1.71641603818224	0.235861310334268	0.92635030759604
Halorussus halophilus	8.19328659069768e-06	3.21102162825389e-06	5.70215410947578e-06	6	-1.12641043039184	0.235861310334268	0.92635030759604
Kibdelosporangium phytohabitans	7.18725779002502e-06	2.77887515823622e-06	4.98306647413062e-06	6	-1.11542346438035	0.235861310334268	0.92635030759604
Kytococcus sedentarius	2.43975463064813e-06	6.40833876763465e-06	4.42404669914139e-06	6	1.10684441522137	0.235861310334268	0.92635030759604
Luteimonas dalianensis	5.51692343762542e-06	2.2177764447302e-06	3.86734994117781e-06	6	-1.01812694773527	0.235861310334268	0.92635030759604
Mahella australiensis	7.82957388883159e-06	3.08345970137099e-06	5.45651679510129e-06	6	-1.11255182557292	0.235861310334268	0.92635030759604
Mammaliicoccus lentus	8.34876179049868e-06	2.52396339550387e-06	5.43636259300127e-06	6	-1.40757635932422	0.235861310334268	0.92635030759604
Meiothermus taiwanensis	8.99102136864904e-06	4.1037466500746e-06	6.54738400936182e-06	6	-0.969075454811549	0.235861310334268	0.92635030759604
Microbispora maris	6.79759840587688e-06	3.0543745203093e-06	4.92598646309309e-06	6	-0.943550491547849	0.235861310334268	0.92635030759604
Micromonospora sp. SH-82	5.81146165163737e-06	2.36834457156563e-06	4.0899031116015e-06	6	-1.01592468583137	0.235861310334268	0.92635030759604
Pseudomonas sediminis	7.58831845699774e-06	3.61240296345858e-06	5.60036071022816e-06	6	-0.896857127860356	0.235861310334268	0.92635030759604
Sphingomonas paucimobilis	1.32366029394117e-05	4.16131293494412e-06	8.69895793717793e-06	6	-1.46379492908663	0.235861310334268	0.92635030759604
Sulfonitrofixus jiaomeiensis	1.32984285110715e-05	4.47807670384087e-06	8.88825260745617e-06	6	-1.3841152224221	0.235861310334268	0.92635030759604
Tateyamaria omphalii	4.59000553449115e-06	1.78341982926177e-06	3.18671268187646e-06	6	-1.00599118152645	0.235861310334268	0.92635030759604
Terricaulis silvestris	6.53857898560258e-06	2.81267978360378e-06	4.67562938460318e-06	6	-0.983487234389341	0.235861310334268	0.92635030759604
Treponema vincentii	1.94068212486538e-05	7.86923037287689e-06	1.36380258107654e-05	6	-1.20217064735856	0.235861310334268	0.92635030759604
Achromobacter veterisilvae	4.385856276171e-06	1.48922268160605e-06	2.93753947888853e-06	4	-1.11348043430793	0.239316541221495	0.92635030759604
Actinokineospora sp. G85	4.99075667390663e-06	1.67537551680681e-06	3.33306609535672e-06	4	-1.16299683386673	0.239316541221495	0.92635030759604
Actinomadura sp. WMMB 499	2.75836779183909e-06	7.77586621066766e-07	1.76797720645293e-06	4	-1.08018639152759	0.239316541221495	0.92635030759604
Actinomyces sp. Chiba101	5.36808551530657e-06	1.55127362667297e-06	3.45967957098977e-06	4	-1.3196420718365	0.239316541221495	0.92635030759604
Aquabacter sp. L1I39	5.55302369985539e-06	1.3030698464053e-06	3.42804677313034e-06	4	-1.50860258426793	0.239316541221495	0.92635030759604
Arthrobacter sp. Z1-9	4.41490837859427e-06	1.22192183310492e-06	2.81841510584959e-06	4	-1.28512886351931	0.239316541221495	0.92635030759604
Bacillus inaquosorum	2.80631499550445e-06	8.06662285869945e-07	1.8064886406872e-06	4	-1.07506810564767	0.239316541221495	0.92635030759604
Bacteroides ovatus	0.000231731769228484	7.71443832600042e-06	0.000119723103777242	4	-4.73911666921045	0.239316541221495	0.92635030759604
Beutenbergia cavernae	7.04885768855621e-07	2.03693016060009e-06	1.37090796472786e-06	4	0.832938652942354	0.239316541221495	0.92635030759604
Burkholderia plantarii	5.26537759000875e-06	1.17896795627146e-06	3.22217277314011e-06	4	-1.52375647735028	0.239316541221495	0.92635030759604
Caldilinea aerophila	3.06329941945284e-06	8.08328334460739e-07	1.93581387695679e-06	4	-1.16799503016818	0.239316541221495	0.92635030759604
Comamonas antarctica	1.47020176681497e-06	5.54866507013042e-06	3.5094334184727e-06	4	1.40657196026969	0.239316541221495	0.92635030759604
Comamonas fluminis	3.96829813260844e-06	9.44212325581072e-07	2.45625522909476e-06	4	-1.35356596503814	0.239316541221495	0.92635030759604
Corynebacterium aquatimens	1.37484378765384e-05	2.77709507523845e-06	8.26276647588844e-06	4	-1.96521315116748	0.239316541221495	0.92635030759604
Corynebacterium resistens	1.47020176681497e-06	4.86608489222422e-06	3.1681433295196e-06	4	1.2477690631138	0.239316541221495	0.92635030759604
Delftia lacustris	7.64504918743786e-06	2.26080965411698e-05	1.51265728643038e-05	4	1.44933564808723	0.239316541221495	0.92635030759604
Echinicola rosea	3.45670041052051e-06	1.00623108600006e-06	2.23146574826028e-06	4	-1.15148819187988	0.239316541221495	0.92635030759604
Enterobacter cancerogenus	4.17988107901096e-06	1.55517324213353e-06	2.86752716057224e-06	4	-1.01949786655667	0.239316541221495	0.92635030759604
Frateuria soli	1.24967150179273e-06	6.46950999607478e-06	3.85959074893375e-06	4	1.7312992507997	0.239316541221495	0.92635030759604
Glutamicibacter sp. 2E12	4.86392329939462e-06	1.3030698464053e-06	3.08349657289996e-06	4	-1.34830806786154	0.239316541221495	0.92635030759604
Janthinobacterium sp. B9-8	3.77669197936493e-06	1.17393626700006e-06	2.4753141231825e-06	4	-1.13570220324496	0.239316541221495	0.92635030759604
Labrys sp. KNU-23	6.74517003919838e-06	1.42549403850008e-06	4.08533203884923e-06	4	-1.67501827900326	0.239316541221495	0.92635030759604
Leifsonia sp. WHRI 6310E	7.41203430709174e-06	1.34164144800007e-06	4.37683787754591e-06	4	-1.84493454650436	0.239316541221495	0.92635030759604
Mameliella alba	4.20786190430391e-06	1.11691701120454e-06	2.66238945775422e-06	4	-1.29872648043379	0.239316541221495	0.92635030759604
Mesobacillus sp. AQ2	3.93974726455479e-06	1.00623108600006e-06	2.47298917527742e-06	4	-1.29994943906289	0.239316541221495	0.92635030759604
Methylorubrum extorquens	1.24967150179273e-06	4.35874139409012e-06	2.80420644794142e-06	4	1.25217984139921	0.239316541221495	0.92635030759604
Microbacterium terrisoli	4.53194095309949e-06	1.05529612859061e-06	2.79361854084505e-06	4	-1.42843948405965	0.239316541221495	0.92635030759604
Microbulbifer sp. A4B17	7.38549112656037e-06	1.99950845417168e-06	4.69249979036603e-06	4	-1.48316918513031	0.239316541221495	0.92635030759604
Mycolicibacterium goodii	3.63219824119457e-06	1.05529612859061e-06	2.34374718489259e-06	4	-1.17235072328111	0.239316541221495	0.92635030759604
Nodosilinea sp. E11	1.10265132511123e-06	5.1381216708153e-06	3.12038649796327e-06	4	1.54558761029317	0.239316541221495	0.92635030759604
Paenibacillus polygoni	1.02914123677048e-06	3.6370261314032e-06	2.33308368408684e-06	4	1.19233057063333	0.239316541221495	0.92635030759604
Phenylobacterium parvum	2.96511594309546e-06	9.99754227085842e-07	1.98243508509065e-06	4	-0.98754035065512	0.239316541221495	0.92635030759604
Photobacterium sp. CCB-ST2H9	7.23640361194666e-06	2.42498500338222e-06	4.83069430766444e-06	4	-1.26591685758208	0.239316541221495	0.92635030759604
Pontimicrobium sp. IMCC45349	6.37640343251846e-06	1.3030698464053e-06	3.83973663946188e-06	4	-1.67935939708238	0.239316541221495	0.92635030759604
Prauserella marina	2.42168200885097e-06	7.44611340803026e-07	1.583146674827e-06	4	-0.97180001737699	0.239316541221495	0.92635030759604
Pseudarthrobacter sp. J47	6.88023831205939e-06	1.24101890133838e-06	4.06062860669888e-06	4	-1.81408444297277	0.239316541221495	0.92635030759604
Pseudomonas congelans	1.09801902274605e-05	1.59319921950009e-06	6.28669472348028e-06	4	-2.20784586722075	0.239316541221495	0.92635030759604
Pseudomonas sp. MM227	4.08900268617746e-06	1.16637993160015e-06	2.62769130888881e-06	4	-1.23209667323784	0.239316541221495	0.92635030759604
Pseudomonas sp. St316	4.66674459728157e-06	1.36512079147221e-06	3.01593269437689e-06	4	-1.26060631421918	0.239316541221495	0.92635030759604
Pseudonocardia broussonetiae	6.6031073079596e-06	1.67537551680681e-06	4.1392414123832e-06	4	-1.50684774998254	0.239316541221495	0.92635030759604
Pseudonocardia petroleophila	7.546641822353e-06	1.92357929707448e-06	4.73511055971374e-06	4	-1.54762193986874	0.239316541221495	0.92635030759604
Rhodococcus sacchari	3.60265902598901e-06	9.92815121070702e-07	2.29773707352986e-06	4	-1.20765969523553	0.239316541221495	0.92635030759604
Saccharopolyspora sp. SCSIO 74807	9.48975461721345e-06	2.88817887824799e-06	6.18896674773072e-06	4	-1.4318144321756	0.239316541221495	0.92635030759604
Serratia symbiotica	5.08033782413761e-06	9.22378495500051e-07	3.00135815981883e-06	4	-1.66125906706394	0.239316541221495	0.92635030759604
Sorangium sp. So ce1151	8.76802799885273e-06	2.61046937072414e-06	5.68924868478843e-06	4	-1.43588093210095	0.239316541221495	0.92635030759604
Spirosoma montaniterrae	7.92004973791235e-07	7.94138228328565e-06	4.36669362853844e-06	4	2.31892323885672	0.239316541221495	0.92635030759604
Sporomusa rhizae	4.72460101538775e-06	1.36139508961809e-06	3.04299805250292e-06	4	-1.2775357040464	0.239316541221495	0.92635030759604
Streptococcus ferus	8.77860969387587e-06	2.59943030550014e-06	5.68901999968801e-06	4	-1.44186077562383	0.239316541221495	0.92635030759604
Streptomyces acidiscabies	4.75135136151371e-06	1.36512079147221e-06	3.05823607649296e-06	4	-1.28198711075254	0.239316541221495	0.92635030759604
Streptomyces antibioticus	5.09853581268327e-06	9.92815121070702e-07	3.04567546687698e-06	4	-1.61365503639126	0.239316541221495	0.92635030759604
Streptomyces sp. SCSIO 30461	5.72643377632585e-06	1.09008367650006e-06	3.40825872641295e-06	4	-1.68628111706674	0.239316541221495	0.92635030759604
Streptomyces sp. VNUA24	6.97593656283792e-06	2.17178307734216e-06	4.57385982009004e-06	4	-1.33035982871257	0.239316541221495	0.92635030759604
Thermoanaerobacterium sp. CMT5567-10	5.61380631547963e-06	1.48922268160605e-06	3.55151449854284e-06	4	-1.40978549987304	0.239316541221495	0.92635030759604
Variovorax sp. PAMC26660	4.36193290901642e-06	1.49963134062876e-06	2.93078212482259e-06	4	-1.10103783378499	0.239316541221495	0.92635030759604
Variovorax sp. RA8	5.35229491237379e-06	1.72179894664784e-06	3.53704692951081e-06	4	-1.22271739072006	0.239316541221495	0.92635030759604
Vibrio sp. SCSIO 43132	7.27831561478205e-06	2.08463623097769e-06	4.68147592287987e-06	4	-1.42423688968693	0.239316541221495	0.92635030759604
Wielerella bovis	3.10275908541164e-06	1.00623108600006e-06	2.05449508570585e-06	4	-1.03210665035546	0.239316541221495	0.92635030759604
Acidilutibacter cellobiosedens	8.75394781336189e-06	5.20688344965908e-06	6.98041563151049e-06	8	-0.652117197698809	0.249152638581927	0.92635030759604
Aromatoleum petrolei	8.69623376613869e-06	5.02281962574301e-06	6.85952669594085e-06	8	-0.686985428058198	0.249152638581927	0.92635030759604
Bacillus infantis	1.08492510666414e-05	4.8054973131277e-06	7.82737418988456e-06	8	-1.02930431399917	0.249152638581927	0.92635030759604
Brachybacterium sp. P6-10-X1	9.78124945488046e-06	5.3659899039325e-06	7.57361967940648e-06	8	-0.760067609769994	0.249152638581927	0.92635030759604
Chryseobacterium sp. HR92	1.74201613183614e-05	1.16593299265497e-05	1.45397456224555e-05	8	-0.54108465296804	0.249152638581927	0.92635030759604
Corynebacterium riegelii	8.59922916963118e-06	3.75594340052822e-06	6.1775862850797e-06	8	-1.01318701425104	0.249152638581927	0.92635030759604
Cupriavidus sp. H39	9.44836250384131e-06	5.84715885007023e-06	7.64776067695577e-06	8	-0.609699469270472	0.249152638581927	0.92635030759604
Geomonas subterranea	8.73071990506723e-06	5.00808135810002e-06	6.86940063158362e-06	8	-0.69564219429013	0.249152638581927	0.92635030759604
Leifsonia sp. McL0608	1.41082422760332e-05	4.87250415233681e-06	9.49037321418501e-06	8	-1.36328809070584	0.249152638581927	0.92635030759604
Marinicauda algicola	1.0056270966458e-05	6.57701404994999e-06	8.316642508204e-06	8	-0.545163550584606	0.249152638581927	0.92635030759604
Paenibacillus bovis	9.81670114891823e-06	4.32066988789994e-06	7.06868551840908e-06	8	-1.02358077483721	0.249152638581927	0.92635030759604
Paenirhizobium daejeonense	1.70833925707283e-05	7.64202121846501e-06	1.23627068945966e-05	8	-1.06522468456416	0.249152638581927	0.92635030759604
Pristimantibacillus sp. PTI5	1.24950300652274e-05	5.80976009047089e-06	9.15239507784916e-06	8	-0.986752313208373	0.249152638581927	0.92635030759604
Stenotrophomonas sp. PUT21	9.94435209155242e-06	4.31688869912484e-06	7.13062039533863e-06	8	-1.0415323778798	0.249152638581927	0.92635030759604
Treponema ruminis	1.12906389330569e-05	5.48039339368676e-06	8.38551616337184e-06	8	-0.923406616657509	0.249152638581927	0.92635030759604
Tumebacillus algifaecis	1.07550589603826e-05	4.54970834636336e-06	7.65238365337297e-06	8	-1.08279791453663	0.249152638581927	0.92635030759604
Actinacidiphila sp. ITFR-21	1.47020176681497e-06	3.58089758325503e-06	2.525549675035e-06	5	0.891001421991161	0.265205392591507	0.92635030759604
Actinokineospora auranticolor	5.79956788805116e-06	1.85544937089841e-06	3.82750862947478e-06	5	-1.25172526129608	0.265205392591507	0.92635030759604
Actinoplanes friuliensis	1.74765392024989e-06	2.73280713033211e-06	2.240230525291e-06	5	0.442060666774246	0.265205392591507	0.92635030759604
Aedoeadaptatus ivorii	5.7120408410235e-06	2.09631476250012e-06	3.90417780176181e-06	5	-1.11619935504106	0.265205392591507	0.92635030759604
Aeromonas dhakensis	1.51407468078139e-05	6.15735183610824e-06	1.06490493219611e-05	5	-1.17320952595924	0.265205392591507	0.92635030759604
Azospirillum doebereinerae	5.81461792697999e-06	2.11016219472823e-06	3.96239006085411e-06	5	-1.13164295341574	0.265205392591507	0.92635030759604
Candidatus Accumulibacter phosphatis	1.28470564896429e-05	1.96426004269798e-06	7.40565826617042e-06	5	-2.22383541066708	0.265205392591507	0.92635030759604
Citrifermentans bremense	5.37596482774131e-06	1.81943460008009e-06	3.5976997139107e-06	5	-1.17723779246905	0.265205392591507	0.92635030759604
Cytobacillus firmus	8.21000239631489e-06	3.02059535509013e-06	5.61529887570251e-06	5	-1.19579238544578	0.265205392591507	0.92635030759604
Erwinia sorbitola	4.60884497501912e-06	1.73785652432672e-06	3.17335074967292e-06	5	-1.03465686334081	0.265205392591507	0.92635030759604
Fictibacillus enclensis	7.19397074105757e-06	2.22996984536428e-06	4.71197029321093e-06	5	-1.34304204512431	0.265205392591507	0.92635030759604
Fructobacillus americanaquae	6.50753941794334e-06	2.07110793335533e-06	4.28932367564933e-06	5	-1.28958092821956	0.265205392591507	0.92635030759604
Janthinobacterium aestuarii	6.18350628728669e-06	1.47426698390077e-05	1.04630880631472e-05	5	1.13192012776702	0.265205392591507	0.92635030759604
Kerstersia gyiorum	1.98910181853212e-06	3.58133509993859e-06	2.78521845923535e-06	5	0.616056051332408	0.265205392591507	0.92635030759604
Kitasatospora albolonga	9.845317097966e-06	1.84707747640919e-06	5.8461972871876e-06	5	-1.9295185772637	0.265205392591507	0.92635030759604
Klebsiella quasipneumoniae	2.80569222404231e-05	5.35100295840008e-06	1.67039625994116e-05	5	-2.19382555109331	0.265205392591507	0.92635030759604
Leptospira santarosai	3.0139136219707e-06	4.85262882989048e-06	3.93327122593059e-06	5	0.544075216002288	0.265205392591507	0.92635030759604
Marinivivus vitaminiproducens	4.77201864602713e-06	2.14617696554655e-06	3.45909780578684e-06	5	-0.875476138878861	0.265205392591507	0.92635030759604
Marinobacterium iners	5.67141884080107e-06	2.62290964897228e-06	4.14716424488668e-06	5	-0.880844791363652	0.265205392591507	0.92635030759604
Mesorhizobium sp. M1A.F.Ca.IN.022.06.1.1	6.20393077173143e-06	1.50167713183333e-05	1.06103510450323e-05	5	1.15272713427965	0.265205392591507	0.92635030759604
Methylomonas sp. TEB	1.0788911410588e-05	4.49449997467686e-06	7.64170569263243e-06	5	-1.10137040561373	0.265205392591507	0.92635030759604
Methylorubrum aminovorans	6.36197899773187e-06	1.92400935952747e-06	4.14299417862967e-06	5	-1.33214570475178	0.265205392591507	0.92635030759604
Microbacterium sp. LWS13-1.2	3.35360339478066e-06	1.19139710227005e-05	7.63378720874059e-06	5	1.56865080320424	0.265205392591507	0.92635030759604
Neobacillus sp. C211	7.95316084494937e-06	2.56676993608085e-06	5.25996539051511e-06	5	-1.32777894271457	0.265205392591507	0.92635030759604
Nocardioides campestrisoli	4.58462705176686e-06	1.47128247083001e-06	3.02795476129844e-06	5	-1.17620101695559	0.265205392591507	0.92635030759604
Olivibacter sp. SDN3	2.05348202298347e-06	6.01964455840103e-06	4.03656329069225e-06	5	1.20094262961736	0.265205392591507	0.92635030759604
