gene_id	gene_name	16_1	16_2	16_3	A_1	A_2	A_3
ENSG00000250703.1	ENSG00000250703	0	0	0	0	0	0
ENSG00000250704.1	ENSG00000250704	0	0	0	0	0	0
ENSG00000250705.1	H3P23	0	0	0	0	0	0
ENSG00000250706.1	ENSG00000250706	0	0	0	0	0	0
ENSG00000250708.3	LINC02269	0	0	0	0	0	3
ENSG00000250709.1	CCDC169-SOHLH2	44.038	30.739	41.152	29.556	31.392	3.923
ENSG00000250710.3	OR7E99P	0	0	0	0	0	0
ENSG00000250711.1	PRELID3BP7	0	0	0	0	0	0
ENSG00000250712.1	ENSG00000250712	0	0	0	0	0	0
ENSG00000250714.3	ENSG00000250714	7	5	1	1	2	2
ENSG00000250715.1	H3P22	0	0	0	0	0	0
ENSG00000250716.1	LINC01017	0	0	0	0	0	0
ENSG00000250719.2	P3R3URF	0	0	0	0	0	0
ENSG00000250721.1	HMGB1P22	0	0	0	0	0	0
ENSG00000250722.6	SELENOP	115	126	106	127	121	132
ENSG00000250723.7	ENSG00000250723	0	0	0	0	0	0
ENSG00000250725.2	ENSG00000250725	0	0	0	0	0	0
ENSG00000250726.1	ENSG00000250726	0	0	0	0	0	0
ENSG00000250727.1	ENSG00000250727	0	0	0	0	0	0
ENSG00000250728.1	ENSG00000250728	0	0	0	0	0	0
ENSG00000250730.2	HMGB3P3	0	0	0	0	0	0
ENSG00000250731.1	TPM3P6	0	0	0	0	0	0
ENSG00000250732.1	RPEP1	0	0	0	0	0	0
ENSG00000250733.6	C8orf17	0	0	0	0	0	0
ENSG00000250734.2	ENSG00000250734	14	8	4	2	3	5
ENSG00000250735.5	ENSG00000250735	0	0	0	0	0	0
ENSG00000250739.1	LINC01262	0	0	0	0	0	0
ENSG00000250740.1	ENSG00000250740	0	0	0	0	0	0
ENSG00000250741.6	NT5C1B-RDH14	0	0	0	0	0	0
ENSG00000250742.6	LINC02381	0	0	0	0	0	0
ENSG00000250745.3	USP17L20	0	0	0	0	0	0
ENSG00000250746.1	ENSG00000250746	0	0	0	0	1.018	0
ENSG00000250747.1	ENSG00000250747	0	0	0	0	0	0
ENSG00000250748.6	MSRB3-AS1	0	0	0	0	0	1
ENSG00000250749.1	ENSG00000250749	0	0	0	0	0	0
ENSG00000250750.1	OR5BM1P	0	0	0	0	0	0
ENSG00000250751.1	ENSG00000250751	0	0	0	0	0	1
ENSG00000250752.2	RPL23AP96	0	0	0	0	0	0
ENSG00000250753.2	ENSG00000250753	0	0	0	0	0	0
ENSG00000250754.6	LINC02436	0	0	0	0	0	0
ENSG00000250756.1	ENSG00000250756	0	0	0	0	0	0
ENSG00000250761.2	ENSG00000250761	0	0	0	0	0	0
ENSG00000250762.1	ENSG00000250762	0	0	0	0	0	0
ENSG00000250764.1	ENSG00000250764	2	4	2	2	6	2
ENSG00000250765.1	SEPTIN14P5	0	0	0	0	0	0
ENSG00000250767.1	FHP2	0	0	0	0	0	0
ENSG00000250768.1	DPP3P1	0	0	1	0	0	1
ENSG00000250769.2	ENSG00000250769	0	0	0	0	0	0
ENSG00000250770.6	ENSG00000250770	0	0	0	0	0	0
ENSG00000250771.3	ENSG00000250771	0	0	0	1	0	0
ENSG00000250772.6	LINC01365	0	0	0	0	0	0
ENSG00000250775.2	ENSG00000250775	0	0	0	0	0	0
ENSG00000250777.2	ENSG00000250777	0	0	0	0	0	0
ENSG00000250778.1	ENSG00000250778	0	0	0	0	0	0
ENSG00000250781.2	ENSG00000250781	0	0	0	0	0	0
ENSG00000250782.1	TAF11L14	0	0	0	0	0	0
ENSG00000250786.4	SNHG18	0	0	0	0	0	0
ENSG00000250787.1	HMGN1P17	0	0	0	0	0	0
ENSG00000250788.1	TUBB8P4	0	0	0	0	0	0
ENSG00000250790.4	ENSG00000250790	0	0	0	0	0	0
ENSG00000250791.2	ENSG00000250791	0	0	0	0	0	0
ENSG00000250794.2	ALG1L12P	0	0	0	0	0	0
ENSG00000250796.1	CIDECP2	0	2	0	0	0	1
ENSG00000250799.11	PRODH2	0	0	0	0	0	0
ENSG00000250801.2	THOC3-AS1	0	0	0	0	0	0
ENSG00000250802.7	ZBED3-AS1	20.265	27.001	20.001	37.939	20.036	28
ENSG00000250803.7	ENSG00000250803	0	0	0	0	0	0
ENSG00000250804.1	OR7E111FP	0	0	0	0	0	0
ENSG00000250806.2	ENSG00000250806	0	0	0	0	0	0
ENSG00000250808.1	MTCO2P30	0	0	0	0	0	0
ENSG00000250812.2	METTL5P3	0	0	0	0	0	0
ENSG00000250813.1	SERF1AP1	0	0	0	0	0	0
ENSG00000250814.3	LINC02221	0	0	0	0	0	0
ENSG00000250815.1	ENSG00000250815	0	0	0	0	0	0
ENSG00000250816.1	DCAF13P2	0	0	0	0	0	0
ENSG00000250819.2	LINC02493	0	0	0	0	0	0
ENSG00000250820.1	ENSG00000250820	0	0	0	0	0	0
ENSG00000250821.3	EXOC1L	0	0	0	1	1	0
ENSG00000250822.1	LINC02111	0	0	0	0	0	0
ENSG00000250825.1	PGAM1P12	0	0	0	0	0	0
ENSG00000250826.2	HNRNPA3P13	0	1.001	0	0	0	0
ENSG00000250827.1	MFSD4BP1	0	0	0	0	0	0
ENSG00000250828.2	ENSG00000250828	0	0	0	0	0	0
ENSG00000250829.2	ENSG00000250829	1	1	1	0	3	1
ENSG00000250830.1	MRPS35P2	0	0	0	0	0	0
ENSG00000250831.1	ENSG00000250831	0	0	0	0	0	0
ENSG00000250833.1	DNM1P17	0	0	0	0	0	0
ENSG00000250834.1	KRT18P54	0	0	0	0	0	0
ENSG00000250835.1	LSM3P4	0	0	0	0	0	0
ENSG00000250838.1	ENSG00000250838	0	0	0	0	0	0
ENSG00000250839.1	ENSG00000250839	0	0	0	0	0	0
ENSG00000250842.1	ENSG00000250842	0	0	0	0	0	0
ENSG00000250844.3	USP17L18	0	0	0	0	0	0
ENSG00000250846.6	EPHA5-AS1	0	0	0	0	0	0
ENSG00000250847.1	ENSG00000250847	0	0	0	0	0	0
ENSG00000250848.1	PPP4R2P1	1.454	1.01	0	0	2.035	0
ENSG00000250850.3	ENSG00000250850	0	1	0	0	1	0
ENSG00000250853.1	RNF138P1	0	0	0	0	0	0
ENSG00000250855.2	ENSG00000250855	0	0	0	0	0	0
ENSG00000250857.3	TRIM60P15	0	0	0	0	0	0
ENSG00000250858.1	IGBP1P5	0	0	0	0	0	0
ENSG00000250859.1	HNRNPKP1	2.001	6.065	2.012	2.953	5.014	5.014
ENSG00000250860.1	ENSG00000250860	0	0	0	0	0	0
ENSG00000250862.1	HMGB1P29	0	0	0	0	0	0
ENSG00000250863.2	ENSG00000250863	0	0	0	0	0	0
ENSG00000250865.1	ENSG00000250865	0	0	0	0	0	0
ENSG00000250866.1	ENSG00000250866	0	0	0	0	0	0
ENSG00000250868.5	XKRY	0	0	0	0	0	0
ENSG00000250869.2	ENSG00000250869	0	0	0	0	0	0
ENSG00000250874.1	ENSG00000250874	0	0	0	0	0	0
ENSG00000250877.1	ENSG00000250877	0	0	0	0	0	0
ENSG00000250878.6	METTL21EP	0	1	1	2	4	1
ENSG00000250882.1	ENSG00000250882	0	0	0	0	0	0
ENSG00000250884.1	OR7E85P	0	0	0	0	0	0
ENSG00000250885.1	LINC02061	0	0	0	0	0	0
ENSG00000250886.1	ENSG00000250886	0	0	0	0	0	0
ENSG00000250887.1	ENSG00000250887	0	0	0	0	0	0
ENSG00000250888.1	LINC01455	0	0	0	0	0	0
ENSG00000250890.1	ENSG00000250890	0	0	0	0	0	0
ENSG00000250891.3	LINC02208	0	0	0	0	0	0
ENSG00000250892.1	ENSG00000250892	0	0	0	0	0	0
ENSG00000250893.1	ENSG00000250893	0	0	0	0	0	0
ENSG00000250894.1	PRAMEF31P	0	0	0	0	0	0
ENSG00000250895.1	TUBAP15	0	0	0	0	0	0
ENSG00000250896.1	RNPS1P1	2.021	2.032	5.086	1.006	2.014	0
ENSG00000250897.2	HMGB3P15	0	0	0	0	0	0
ENSG00000250899.3	ENSG00000250899	208.782	208	179	135	133	102
ENSG00000250900.6	TRIM7-AS1	1	0	0	2	0	0
ENSG00000250902.1	SMAD1-AS1	0	0	0	0	0	0
ENSG00000250903.11	GMDS-DT	56.001	59.999	51	105	87.001	79
ENSG00000250905.1	ENSG00000250905	0	0	0	0	0	0
ENSG00000250906.1	ENSG00000250906	0	0	0	0	0	0
ENSG00000250908.1	ENSG00000250908	0	0	0	0	0	0
ENSG00000250909.1	ENSG00000250909	0	0	0	0	0	0
ENSG00000250910.8	MAP9-AS1	0	0	0	0	0	0
ENSG00000250913.2	USP17L23	0	0	0	0	0	0
ENSG00000250914.1	ENSG00000250914	0	0	0	0	0	0
ENSG00000250915.3	ENSG00000250915	0	0	0	0	0	0
ENSG00000250917.1	ENSG00000250917	0	1.017	2.039	0	0	0
ENSG00000250919.1	UGT2B26P	0	0	0	0	0	0
ENSG00000250920.3	ENSG00000250920	0	0	0	0	0	0
ENSG00000250921.2	LINC02063	0	0	0	0	0	0
ENSG00000250922.1	ATP5F1EP1	0	0	0	0	0	0
ENSG00000250923.1	ENSG00000250923	0	0	0	0	0	0
ENSG00000250927.1	MESTP3	0	0	0	0	0	0
ENSG00000250928.1	CATSPER2P2	0	0	0	0	0	0
ENSG00000250929.2	LINC01181	0	0	0	0	0	0
ENSG00000250930.5	LNX1-AS1	0	0	0	0	0	0
ENSG00000250933.1	GAPDHP66	1	0	0	0	0	0
ENSG00000250934.3	ENSG00000250934	0	0	0	0	0	0
ENSG00000250938.8	MAD2L1-DT	4	9	8	10	10	12
ENSG00000250939.2	IFT122P1	0	0	0	0	0	0
ENSG00000250940.1	ENSG00000250940	0	0	0	0	0	0
ENSG00000250942.1	ENPP7P11	0	0	0	0	0	0
ENSG00000250945.1	ENSG00000250945	0	0	0	0	0	0
ENSG00000250946.2	ENSG00000250946	0	0	0	0	0	0
ENSG00000250947.1	TRPC7-AS2	0	0	0	0	0	0
ENSG00000250948.1	ENSG00000250948	2	0	1	1	1	0
ENSG00000250949.1	ENSG00000250949	0	0	0	0	0	0
ENSG00000250950.1	ENSG00000250950	1	0	0	0	0	0
ENSG00000250951.1	USP9YP1	0	0	0	0	0	0
ENSG00000250954.6	ENSG00000250954	0	0	0	0	0	0
ENSG00000250955.1	ENSG00000250955	0	0	0	0	0	0
ENSG00000250956.1	ENSG00000250956	1	0	1	1	0	0
ENSG00000250957.1	ENSG00000250957	0	0	0	0	0	0
ENSG00000250958.1	LINC00492	0	0	0	0	0	0
ENSG00000250959.5	GLUD1P3	0	1.221	0	0	0	0
ENSG00000250961.2	RMEL3	0	0	0	0	0	0
ENSG00000250962.1	RLIG1P3	0	0	0	0	0	0
ENSG00000250966.2	H3P14	0	0	0	0	0	0
ENSG00000250968.1	LINC02382	0	0	0	0	0	0
ENSG00000250969.1	ENSG00000250969	0	0	0	0	0	0
ENSG00000250971.3	ENSG00000250971	0	0	0	0	0	0
ENSG00000250972.1	CKS1BP5	0	0	0	0	0	0
ENSG00000250973.1	KRTAP13-6P	0	0	0	0	0	0
ENSG00000250974.4	LINC02196	0	0	0	0	0	0
ENSG00000250976.1	ENSG00000250976	0	0	0	0	0	0
ENSG00000250977.1	ENSG00000250977	0	0	0	0	0	0
ENSG00000250978.5	ENSG00000250978	0	0	0	0	0	0
ENSG00000250979.1	ENSG00000250979	0	0	0	0	0	0
ENSG00000250980.1	NSA2P6	0	0	0	0	0	0
ENSG00000250981.3	MARCHF11-AS1	0	0	0	0	0	0
ENSG00000250982.2	GAPDHP35	17.012	31.039	17.516	17.01	11.004	12.005
ENSG00000250983.1	FAM76AP1	0	0	0	0	0	0
ENSG00000250984.1	ENSG00000250984	0	0	0	0	0	0
ENSG00000250986.1	LINC02600	0	0	0	1	0	1
ENSG00000250988.7	SNHG21	146.053	156.332	128.852	134.937	115.429	121.246
ENSG00000250990.1	ENSG00000250990	0	0	0	0	1	0
ENSG00000250992.4	ENSG00000250992	0	0	0	0	0	0
ENSG00000250993.1	ENSG00000250993	0	0	0	0	0	0
ENSG00000250994.3	ENSG00000250994	0	0	0	0	0	0
ENSG00000250995.1	TMEM30BP1	15	17	11	17	12	18
ENSG00000250997.1	ENSG00000250997	0	0	0	0	0	0
ENSG00000250999.2	ENSG00000250999	7.847	10.638	2	10.25	13.971	11.282
ENSG00000251000.1	GGCTP1	1.012	0	1.016	2.037	2.02	3.045
ENSG00000251001.1	ENSG00000251001	0	0	0	0	0	0
ENSG00000251002.10	TRD-AS1	21	12	12	98.999	90.999	90.999
ENSG00000251003.9	ZFPM2-AS1	34	21	24	39	28	32
ENSG00000251005.1	H3P15	0	0	0	0	0	0
ENSG00000251008.1	LTO1P1	0	0	0	0	0	0
ENSG00000251009.2	ENSG00000251009	0	0	0	0	0	0
ENSG00000251010.1	ENSG00000251010	0	0	0	0	0	0
ENSG00000251011.6	TMEM108-AS1	0	0	0	0	0	0
ENSG00000251012.2	ENSG00000251012	0	0	0	0	0	0
ENSG00000251013.1	GAPDHP62	25.343	8.332	25.734	22.557	15.85	5.338
ENSG00000251014.1	TMEM183AP6	0	0	0	0	0	0
ENSG00000251015.1	SLC25A30-AS1	0	2	0	0	0	0
ENSG00000251017.1	ENSG00000251017	0	0	0	0	0	0
ENSG00000251018.2	HMMR-AS1	0	0	0	0	0	0
ENSG00000251019.1	HIGD1AP13	0	0	0	0	0	0
ENSG00000251022.6	THAP9-AS1	607.981	604.87	504.184	541.317	564.169	462.161
ENSG00000251023.1	ENSG00000251023	5	1	1	5	6	5
ENSG00000251025.1	NDUFB5P1	0	0	0	0	0	0
ENSG00000251026.2	NIHCOLE	0	0	0	0	0	0
ENSG00000251027.2	LINC01950	0	0	0	0	0	0
ENSG00000251031.2	ENSG00000251031	1	0	2	0	0	1
ENSG00000251032.1	CUL1P1	0	0	0	0	0	0
ENSG00000251033.1	ENSG00000251033	0	0	0	0	0	0
ENSG00000251034.2	ENSG00000251034	2	0	1	2	0	4
ENSG00000251035.1	WBP1LP4	0	0	0	0	0	0
ENSG00000251038.1	ENSG00000251038	0	0	0	0	0	0
ENSG00000251039.3	IGKV2D-40	0	0	0	0	0	0
ENSG00000251040.1	LINC02480	0	0	0	0	0	0
ENSG00000251045.1	SLC25A48-AS1	0	0	0	0	0	0
ENSG00000251046.2	ZNF969P	1	0	0	0	0	0
ENSG00000251048.1	ENSG00000251048	0	0	0	0	0	0
ENSG00000251049.2	ENSG00000251049	0	0	0	0	0	0
ENSG00000251050.1	RBX1P2	1	2	1	2	0	0
ENSG00000251051.1	ELL2P2	0	0	0	0	0	0
ENSG00000251054.1	ENSG00000251054	0	0	0	0	0	0
ENSG00000251055.2	ENSG00000251055	0	0	0	0	0	0
ENSG00000251056.1	ANKRD20A17P	0	0	0	0	0	0
ENSG00000251058.1	ENSG00000251058	0	0	0	0	0	0
ENSG00000251059.6	PRKG2-AS1	0	0	0	0	0	0
ENSG00000251061.2	LINC02512	0	0	0	0	0	0
ENSG00000251062.1	ENSG00000251062	0	0	0	0	0	0
ENSG00000251066.1	ENSG00000251066	0	1.003	0	1.002	0	0
ENSG00000251072.2	LMNB1-DT	1	3	0	4	6	3
ENSG00000251073.1	NUDT19P5	0	0	0	0	0	0
ENSG00000251074.1	ENSG00000251074	0	0	0	0	0	0
ENSG00000251075.2	HTT-AS	0	0	0	0	0	0
ENSG00000251076.1	ENSG00000251076	0	0	0	0	0	1
ENSG00000251078.1	SLC25A5P9	0	0	0	0	0	0
ENSG00000251079.7	BMS1P2	1.534	0	1.512	1.626	0	0
ENSG00000251080.1	ENSG00000251080	0	0	0	0	0	0
ENSG00000251081.1	ENSG00000251081	0	0	0	0	0	0
ENSG00000251087.3	ALG1L3P	0	0	0	0.915	0	0
ENSG00000251088.1	ENSG00000251088	0	0	0	0	0	0
ENSG00000251090.3	OR5AC4P	0	0	0	0	0	0
ENSG00000251093.1	ENSG00000251093	0	0	0	0	0	0
ENSG00000251095.8	ENSG00000251095	0	0	1	2	0	2
ENSG00000251099.2	ENSG00000251099	0	0	0	0	0	0
ENSG00000251101.1	ENSG00000251101	0	0	0	0	0	0
ENSG00000251102.1	CTBP2P4	0	1.008	0	2.019	0	1.003
ENSG00000251105.1	ENSG00000251105	0	0	0	0	0	0
ENSG00000251106.1	ABITRAMP1	0	0	0	0	0	0
ENSG00000251107.1	PDCD5P2	0	0	0	0	0	0
ENSG00000251108.1	YBX1P5	0	0	0	0	0	0
ENSG00000251111.2	FCF1P8	0	0	0	0	0	0
ENSG00000251112.2	ENSG00000251112	0	0	0	0	0	0
ENSG00000251113.2	ENSG00000251113	0	0	0	0	0	0
ENSG00000251118.1	H3P24	0	0	0	0	0	0
ENSG00000251122.1	NIFKP2	0	0	0	0	0	0
ENSG00000251123.1	ENSG00000251123	0	0	0	0	0	0
ENSG00000251125.1	ENSG00000251125	0	0	0	0	0	0
ENSG00000251126.2	ENSG00000251126	0	0	0	0	0	0
ENSG00000251127.2	ENSG00000251127	0	0	0	0	0	0
ENSG00000251128.1	WWC2-AS1	0	0	0	0	0	0
ENSG00000251129.3	LINC02506	0	0	0	0	1	0
ENSG00000251131.3	ENSG00000251131	52.001	34.001	42	84	58	73.001
ENSG00000251132.1	ENSG00000251132	0	0	0	0	0	0
ENSG00000251135.2	ENSG00000251135	0	0	0	0	0	0
ENSG00000251136.11	RIPK2-DT	68.001	82	73.001	90.999	80.999	93.001
ENSG00000251137.1	RPL7L1P7	0	0	0	0	0	0
ENSG00000251138.7	LINC02882	0	0	0	1	0	0
ENSG00000251139.2	ENSG00000251139	0	0	0	0	0	0
ENSG00000251141.6	MRPS30-DT	18	20	8.999	25.999	18.999	21
ENSG00000251142.1	ENSG00000251142	0	0	0	0	0	0
ENSG00000251143.1	ENSG00000251143	82	86	86	121	86	92
ENSG00000251144.1	ENSG00000251144	0	0	0	0	0	0
ENSG00000251147.1	TRPC6P7	0	0	0	0	0	0
ENSG00000251148.1	ENSG00000251148	0	0	0	0	0	0
ENSG00000251149.1	MTND5P5	0	0	0	0	0	0
ENSG00000251151.2	HOXC-AS3	3	0	0	3	3	1
ENSG00000251152.1	ENSG00000251152	0	0	0	0	0	0
ENSG00000251154.2	PTTG1IP2	0	0	0	0	0	0
ENSG00000251155.2	SEPTIN14P4	5	6.782	6.805	4	4.474	4
ENSG00000251158.1	ENSG00000251158	1.101	0	1.238	0	6.297	0
ENSG00000251159.1	ENSG00000251159	0	0	0	0	0	0
ENSG00000251161.4	ENSG00000251161	3	4	1	1	4	2
ENSG00000251162.1	ENSG00000251162	0	0	0	0	0	0
ENSG00000251163.1	PRELID3BP4	0	1	1	0	0	1
ENSG00000251165.6	F11-AS1	0	0	0	0	0	0
ENSG00000251166.1	OR7E163P	0	0	0	0	0	0
ENSG00000251168.1	ENSG00000251168	0	0	0	0	0	0
ENSG00000251169.3	LINC01843	0	0	1	2	0	0
ENSG00000251170.6	ENSG00000251170	0	0	0	0	0	0
ENSG00000251171.1	ENSG00000251171	0	0	0	0	0	0
ENSG00000251172.1	TPTE2P7	0	0	0	0	0	0
ENSG00000251173.1	UCHL1-DT	0	0	0	0	0	0
ENSG00000251174.1	TSEN2P1	0	0	0	0	0	0
ENSG00000251175.5	GSTCD-AS1	0	0	0	0	0	0
ENSG00000251176.1	ENSG00000251176	0	0	0	0	0	0
ENSG00000251177.2	ENSG00000251177	0	0	0	0	0	0
ENSG00000251178.1	OR7E21P	0	0	0	0	0	0
ENSG00000251179.1	TMEM92-AS1	1	0	1	1	1	1
ENSG00000251182.2	LINC02497	0	0	0	0	0	0
ENSG00000251183.1	LINC01861	0	0	0	0	0	0
ENSG00000251184.1	ENSG00000251184	0	0	0	0	0	0
ENSG00000251185.1	ENSG00000251185	0	0	0	0	0	0
ENSG00000251186.1	ENSG00000251186	0	0	0	0	0	0
ENSG00000251187.5	ENSG00000251187	0	0	0	0	0	0
ENSG00000251188.1	ENSG00000251188	0	0	0	0	0	0
ENSG00000251189.1	ENSG00000251189	0	0	0	0	0	0
ENSG00000251191.8	LINC00589	0	0	0	1	0	2
ENSG00000251192.8	ZNF674	56.902	52.434	51.506	94.683	72.573	85.918
ENSG00000251193.1	ENSG00000251193	0	0	0	0	0	0
ENSG00000251194.2	ENSG00000251194	0	1	1	1	2	0
ENSG00000251195.1	ENSG00000251195	0	0	0	0	0	0
ENSG00000251196.1	ENSG00000251196	6	3	1	2	1	2
ENSG00000251199.6	ENSG00000251199	0	0	0	0	0	0
ENSG00000251200.2	ENSG00000251200	0	0	0	0	0	0
ENSG00000251201.8	TMED7-TICAM2	99.325	93.948	58.605	134.876	155.082	102.279
ENSG00000251203.1	DNAJB6P2	0	0	0	0	0	0
ENSG00000251204.1	ENSG00000251204	0	0	0	0	0	0
ENSG00000251205.3	ENSG00000251205	0	0	0	0	0	0
ENSG00000251206.1	TILRLS	0	0	0	0	0	0
ENSG00000251209.10	LINC00923	5	3	0	2	2	1
ENSG00000251210.6	LINC02270	0	0	0	0	0	0
ENSG00000251211.1	ENSG00000251211	0	0	1.001	0	1	0
ENSG00000251212.1	MTND5P4	0	0	0	0	0	0
ENSG00000251213.1	ENSG00000251213	0	0	0	0	0	0
ENSG00000251214.1	ENSG00000251214	0	0	0	0	0	0
ENSG00000251215.1	GOLGA5P1	0	0	0	1	0	0
ENSG00000251216.2	ENSG00000251216	0	0	0	0	0	0
ENSG00000251218.1	ENSG00000251218	0	0	0	0	0	0
ENSG00000251219.2	LINC01217	0	0	0	0	0	0
ENSG00000251220.2	RFPL4AP3	0	0	0	0	0	0
ENSG00000251221.1	LINC01337	1	1	1	0	0	0
ENSG00000251223.1	MTCO1P9	0	0	0	0	0	0
ENSG00000251224.1	CNOT10-AS1	0	0	0	0	0	0
ENSG00000251226.2	LINC02714	0	0	0	0	0	0
ENSG00000251228.1	ENSG00000251228	0	0	0	0	0	0
ENSG00000251229.1	ENSG00000251229	0	0	0	0	0	0
ENSG00000251230.7	MIR3945HG	15	7	9	9	11	7
ENSG00000251234.1	PSMA2P2	0	0	0	0	0	0
ENSG00000251235.3	SNRPCP2	0	0	0	0	0	0
ENSG00000251236.1	ENSG00000251236	0	0	0	0	0	0
ENSG00000251237.1	B3GNTL1P1	0	0	0	0	0	0
ENSG00000251239.1	ENSG00000251239	0	0	0	0	0	0
ENSG00000251243.1	ENSG00000251243	0	0	0	0	0	0
ENSG00000251244.3	ENSG00000251244	0	0	0	0	0	0
ENSG00000251246.1	EFNA4-EFNA3	0	0	0	2.797	0	0
ENSG00000251247.13	ZNF345	73.872	88.999	77.972	131	124	121
ENSG00000251248.1	ENSG00000251248	0	0	0	0	0	0
ENSG00000251249.2	LINC03074	0	0	0	0	0	0
ENSG00000251250.4	ENSG00000251250	0	0	0	0	0	0
ENSG00000251252.1	MTND2P31	0	0	0	0	0	0
ENSG00000251253.1	MTHFD2P4	0	0	0	0	0	0
ENSG00000251254.1	GTF2F2P1	0	2	1	1	1	1
ENSG00000251256.1	LINC02358	0	0	0	0	0	0
ENSG00000251257.3	ENSG00000251257	0	0	0	0	0	0
ENSG00000251258.2	RFPL4B	0	0	0	0	0	0
ENSG00000251259.1	ENSG00000251259	4.27	7.667	3.247	4.234	4.262	7.406
ENSG00000251260.2	WDFY3-AS1	0	0	0	1	0	1
ENSG00000251261.4	OR7H2P	0	0	0	0	0	0
ENSG00000251264.1	ENSG00000251264	0	0	0	0	0	0
ENSG00000251266.2	LINC02429	0	0	0	0	0	0
ENSG00000251270.1	ENSG00000251270	0	0	0	0	0	0
ENSG00000251271.3	ALG1L7P	0	0	0	2.004	0	0
ENSG00000251273.4	LINC02228	0	0	1.002	6.011	2.001	2.003
ENSG00000251276.1	MAGI2-AS1	0	0	0	0	0	0
ENSG00000251278.1	ENSG00000251278	0	0	0	0	0	0
ENSG00000251279.3	SMIM15-AS1	36	31	30	33	33	23
ENSG00000251281.1	ENSG00000251281	0	0	0	0	0	0
ENSG00000251283.1	LINC02272	0	0	0	0	0	0
ENSG00000251284.2	SPOPLP1	0	0	0	0	0	0
ENSG00000251285.2	ENSG00000251285	0	0	0	0	0	0
ENSG00000251286.2	ENSG00000251286	0	0	0	0	0	0
ENSG00000251287.9	ALG1L2	4	4.01	4.105	7.009	2.02	2.059
ENSG00000251288.2	ENSG00000251288	0	0	0	0	0	0
ENSG00000251291.2	LINC02462	0	0	0	0	0	0
ENSG00000251292.1	ERVH-1	0	0	0	0	0	0
ENSG00000251293.1	ENSG00000251293	0	0	0	0	0	0
ENSG00000251294.1	ENSG00000251294	0	1	0	0	0	0
ENSG00000251296.1	ENSG00000251296	0	0	0	0	0	0
ENSG00000251297.1	TUBB7P	2.005	0	1.002	1.001	0	1.001
ENSG00000251298.1	TMEM184C-DT	0	0	0	0	0	0
ENSG00000251299.1	SLC25A15P3	0	0	0	0	0	0
ENSG00000251300.1	ENSG00000251300	0	0	0	0	0	0
ENSG00000251301.8	LINC02384	0	0	1	0	0	1
ENSG00000251303.1	CAB39P1	0	0	0	0	0	0
ENSG00000251306.1	NDUFB4P2	0	0	0	0	0	0
ENSG00000251307.1	CCNO-DT	0	0	0	0	0	0
ENSG00000251308.1	MRPS33P3	0	0	0	0	0	0
ENSG00000251309.1	ENSG00000251309	1	0	0	0	0	0
ENSG00000251310.1	ENSG00000251310	0	0	0	0	0	0
ENSG00000251311.1	LINC02214	0	0	0	0	0	0
ENSG00000251312.2	ENSG00000251312	0	0	0	0	0	0
ENSG00000251313.1	ENSG00000251313	0	0	0	0	0	0
ENSG00000251314.2	ENSG00000251314	0	0	0	0	0	0
ENSG00000251320.1	ENSG00000251320	0	0	0	0	0	0
ENSG00000251321.1	PCAT4	0	0	0	0	0	0
ENSG00000251322.11	SHANK3	11	9.464	23	46	36	35
ENSG00000251323.3	LINC02728	3	3	2	3	5	1
ENSG00000251324.1	LINC01386	0	0	0	0	0	0
ENSG00000251325.1	ENSG00000251325	0	0	0	0	0	0
ENSG00000251326.2	LINC02479	0	0	0	0	0	0
ENSG00000251329.1	LINC02353	0	0	0	0	0	0
ENSG00000251330.3	ENSG00000251330	0	0	0	0	0	0
ENSG00000251332.1	PSME2P4	0	0	0	0	0	0
ENSG00000251333.3	RTN3P1	0	1.015	0	0	1.014	0
ENSG00000251334.2	ENSG00000251334	0	0	0	0	0	0
ENSG00000251336.1	TEMN3-AS1	0	0	0	0	0	0
ENSG00000251338.1	ENSG00000251338	0	0	0	0	0	0
ENSG00000251339.6	ENSG00000251339	0	0	0	0	0	0
ENSG00000251340.1	MTCYBP35	0	1	1	0	1	0
ENSG00000251342.1	ENSG00000251342	0	0	0	0	0	0
ENSG00000251345.2	CDRT15P11	0	0	0	0	0	0
ENSG00000251347.2	IRF5P1	0	0	0	0	0	0
ENSG00000251348.1	HSPD1P11	0	2	0	1	1	2
ENSG00000251349.3	MSANTD3-TMEFF1	2.022	6	3	4	6	6
ENSG00000251350.2	LINC02475	0	0	0	0	0	0
ENSG00000251352.1	ENSG00000251352	0	0	0	0	0	0
ENSG00000251353.1	MTND3P5	0	0	0	0	0	0
ENSG00000251354.3	ENSG00000251354	0	0	0	0	0	0
ENSG00000251356.1	RAB5CP2	0	0	0	0	0	1
ENSG00000251357.4	ENSG00000251357	0	0	0	0	0	0
ENSG00000251359.4	WWC2-AS2	0	3	1	2	2	2
ENSG00000251360.2	KHDC1P1	0	0	0	0	0	0
ENSG00000251361.1	ENSG00000251361	0	0	0	0	0	0
ENSG00000251363.3	LINC02315	0	0	0	0	0	0
ENSG00000251364.9	SYT9-AS1	24	32	19.001	38.001	29	38
ENSG00000251365.6	LINC02236	52.001	60	49.001	92.001	79	68
ENSG00000251366.1	DBIP2	0	0	0	0	0	0
ENSG00000251367.1	ENSG00000251367	0	0	0	0	0	0
ENSG00000251368.1	ENSG00000251368	0	0	0	0	0	0
