category,subcategory,ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count
Environmental Information Processing,Signaling molecules and interaction,hsa04517,IgSF CAM signaling,68/1288,172/4872,0.3953488372093023,1.4954499494438827,3.9655011368550217,9.306348343928375e-5,0.016476257272989906,0.014270568967280654,FGFR1/CDH2/LY9/MAP2K1/MAPK3/ITGAL/LMO7/FYN/PTPRF/ROBO3/MAPK11/PRKCB/FOXO1/TUBA4A/EPB41L2/NECTIN2/PXN/MAPK14/PLCG1/ICAM3/ITGA5/KIRREL2/AFDN/MYH9/ACTG1/CD48/PTPN6/JAM3/NCK1/CABLES1/PRKCQ/PAK4/ITGB2/RAPGEF2/PRKCI/IL1RAP/PAK1/MAP2K2/MYL12A/SRGAP3/NLGN2/MAPK8/PTPRS/CNTNAP1/SRGAP2/PLXNA3/DOK2/PIK3CA/PLCG2/CNTNAP2/MAPK13/MPZ/SCN8A/VCL/CD96/PPFIA4/SPTBN2/ANK2/NECTIN1/SH2D1A/RASA1/MTSS1/LCP2/TUBB2A/CASK/MAGI1/CASKIN2/TUBA1A,68
Environmental Information Processing,Signal transduction,hsa04010,MAPK signaling pathway,69/1288,176/4872,0.39204545454545453,1.4829545454545454,3.9118441460230673,1.1235216009411614e-4,0.016476257272989906,0.014270568967280654,DDIT3/RELB/NFKB2/DUSP16/FGFR1/DUSP8/CACNB3/MAP4K2/MAP2K1/MAPK3/MAP2K5/GADD45A/MAP3K1/JUN/TNFRSF1A/MAPK11/BRAF/PPM1A/PRKCB/MAP2K6/RRAS/CSF1/MAP3K9/ARRB2/DUSP6/MAPK14/KRAS/CACNA2D4/PPM1B/RASGRP1/EFNA4/MAP3K6/DUSP10/SOS2/MKNK2/MAPK8IP3/FLT3LG/EFNA3/MAP3K3/MAPT/PDGFA/MAPKAPK2/MAP3K10/RAPGEF2/GADD45B/PPP3CA/IL1RAP/PAK1/MAP2K2/RPS6KA5/ATF4/CACNA1H/MAP2K7/JMJD7-PLA2G4B/MAPK8/MAPK7/TAB2/NLK/IGF1R/MAPK13/FGF9/NF1/INSR/NFATC1/PSPN/MET/RASA1/MAP3K12/JUND,69
Environmental Information Processing,Signaling molecules and interaction,hsa04514,Cell adhesion molecule (CAM) interaction,26/1288,51/4872,0.5098039215686274,1.928388746803069,3.9951159262293245,1.4843475020711626e-4,0.016476257272989906,0.014270568967280654,CDH2/NEO1/HLA-E/ITGAL/PTPRF/NECTIN2/ICAM3/JAM3/GLG1/SDC3/HLA-A/ITGB2/VSIR/NTNG2/NLGN2/ALCAM/CD99/CD4/CD8A/PTPRS/CNTNAP1/CDH4/CNTNAP2/MPZ/NECTIN1/PTPRC,26
Organismal Systems,Development and regeneration,hsa04360,Axon guidance,43/1288,102/4872,0.4215686274509804,1.5946291560102304,3.6380619659817004,3.6337005466742094e-4,0.030013386170762962,0.025995472769998584,NEO1/PTCH1/SEMA4D/MAPK3/PLXNB2/FYN/ROBO3/PLXNB1/SEMA4A/CAMK2G/RRAS/KRAS/PLXNC1/PLXNB3/PLCG1/ILK/EFNA4/SEMA4F/RND1/EFNA3/NCK1/PAK4/GNAI2/PPP3CA/PAK1/BMPR2/NTNG2/EPHB6/MYL12A/SRGAP3/TRPC1/DPYSL2/SRGAP2/PLXNA3/PIK3CA/PLCG2/SEMA4B/MET/RASA1/SSH1/NFATC2/EFNB1/SEMA6C,43
Environmental Information Processing,Signal transduction,hsa04015,Rap1 signaling pathway,50/1288,124/4872,0.4032258064516129,1.5252454417952315,3.5514096908112016,4.506514440054499e-4,0.030013386170762962,0.025995472769998584,FGFR1/RALB/PRKD2/MAP2K1/MAPK3/LAT/ITGAL/MAPK11/BRAF/LPAR2/PRKCB/MAP2K6/RRAS/GNAO1/VASP/CSF1/MAPK14/KRAS/PFN2/PLCG1/PLCB2/EFNA4/AFDN/RAP1GAP/ACTG1/TLN2/EFNA3/PDGFA/ITGB2/GNAI2/RAPGEF2/PRKCI/SIPA1/EVL/MAP2K2/SIPA1L3/RAPGEF1/SIPA1L2/PIK3CA/F2R/IGF1R/MAPK13/FGF9/INSR/MAGI3/MET/LCP2/MAGI1/LPAR5/TIAM1,50
Organismal Systems,Immune system,hsa04650,Natural killer cell mediated cytotoxicity,32/1288,72/4872,0.4444444444444444,1.6811594202898548,3.4904176214461,6.761571184084683e-4,0.03604649917951968,0.031220928639761003,HLA-E/PTK2B/MAP2K1/MAPK3/LAT/ITGAL/MICB/FYN/BRAF/MICA/PRKCB/ULBP1/KRAS/PLCG1/IFNGR1/SOS2/CD48/PTPN6/HLA-A/ITGB2/PPP3CA/PAK1/MAP2K2/ULBP2/PIK3CA/PLCG2/NFATC1/TNFSF10/SH2D1A/HCST/LCP2/NFATC2,32
Cellular Processes,Transport and catabolism,hsa04137,Mitophagy - animal,38/1288,90/4872,0.4222222222222222,1.5971014492753624,3.427264242886695,7.577342169869002e-4,0.03604649917951968,0.031220928639761003,OPTN/TFE3/MAP1LC3B/NBR1/TAX1BP1/CALCOCO2/TBC1D17/RAB5B/CSNK2A2/JUN/GABARAPL1/SQSTM1/RRAS/AMFR/FKBP8/RHOT1/KRAS/SP1/TFEB/TBC1D15/USP30/NLRX1/BCL2L13/ARIH1/ATG9A/ATF4/EIF2AK3/FOXO3/MAPK8/GABARAP/PINK1/RAB5A/AMBRA1/BNIP3L/E2F1/SIAH1/ULK1/ATG9B,38
