category,subcategory,ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count
Genetic Information Processing,Translation,hsa03008,Ribosome biogenesis in eukaryotes,55/1504,71/4872,0.7746478873239436,2.5093646988312854,8.560604859183913,4.946603801152846e-16,1.609095783288024e-13,1.5157595809066895e-13,RRP7A/NOP56/TBL3/NOP58/GNL3/POP1/WDR3/RAN/WDR43/LSG1/NOL6/GNL2/GAR1/DKC1/BMS1/PWP2/NAT10/IMP3/NXT1/HEATR1/XPO1/NHP2/GTPBP4/UTP15/TCOF1/WDR75/RPP40/EMG1/RIOK1/UTP4/UTP18/MDN1/POP7/MPHOSPH10/UTP14A/RIOK2/NOP10/SNU13/POP4/IMP4/WDR36/RCL1/XRN2/NXF1/EIF6/REXO2/GNL3L/DROSHA/UTP6/POP5/RBM28/AK6/RPP38/FCF1/SBDS,55
Human Diseases,Neurodegenerative disease,hsa05012,Parkinson disease,124/1504,220/4872,0.5636363636363636,1.8258220502901354,8.37577309816236,9.664238938666811e-16,1.609095783288024e-13,1.5157595809066895e-13,ATP5MC1/TUBA1C/PSMD1/VDAC1/PPIF/MT-ND2/PSMA3/PSMB6/NDUFB2/MT-ND1/CYCS/MT-ND3/COX7B/PSMB5/TXN/UQCR10/CALM2/PSMD2/NDUFS3/PSMD3/ATP5MC3/PSMB2/ADORA2A/PSMC4/EIF2S1/SLC39A14/ATP5PB/NDUFAB1/NDUFS6/PSMD11/PSMD6/TUBA1B/PSMD13/UBA1/COXFA4/VDAC3/SDHD/HSPA5/UBE2G2/ATP5PF/MFN2/PSMA7/NDUFV3/COX5B/PSMA4/NFE2L2/ATP5F1A/MT-ND6/NDUFB3/UBE2L3/NDUFB10/UQCRQ/PSMB3/NDUFV2/ATP5F1B/NDUFS5/PSMD12/PSMA5/TRAP1/SLC11A2/COX7C/NDUFA5/TUBB6/PARK7/NDUFA1/NDUFS1/NDUFA9/ADRM1/COX6C/PSMC6/PSMD7/SLC39A3/SLC39A6/ATP5F1E/NDUFA8/KEAP1/BAX/PSMD9/TUBB4B/SDHC/NDUFB8/SOD1/NDUFA10/UQCRFS1/COX6B1/UQCR11/HTRA2/PSMA1/SLC39A4/PSMB4/NDUFB6/SLC25A4/MFN1/SLC39A10/COX7A2/UBE2J2/CYC1/ATP5PO/UBE2G1/PSMD8/NDUFA6/NDUFA3/NDUFA2/COX5A/PSMC2/ATP5PD/UBE2J1/PSMA2/NDUFC1/MT-ND4L/NDUFA11/MT-ND5/COX6A1/NDUFB7/MT-ND4/MT-ATP6/PSMC3/NDUFA7/CALML4/SDHB/DUSP1/SEM1/ITPR2/MT-CO3,124
Human Diseases,Neurodegenerative disease,hsa05014,Amyotrophic lateral sclerosis,146/1504,289/4872,0.5051903114186851,1.6364941470956342,7.454445581713101,5.368054296572698e-13,5.958540269195694e-11,5.612912913609348e-11,SIGMAR1/ATP5MC1/TUBA1C/PSMD1/VDAC1/UBQLN4/MT-ND2/PSMA3/PSMB6/TOMM40/ALYREF/SRSF7/NDUFB2/MT-ND1/CYCS/MT-ND3/COX7B/FUS/PSMB5/UQCR10/NUP62/VCP/PSMD2/HNRNPA2B1/NDUFS3/PSMD3/ATP5MC3/NCBP1/NUP188/NUP153/PSMB2/PSMC4/EIF2S1/SEH1L/ATP5PB/TARDBP/NUP155/NDUFAB1/NDUFS6/PSMD11/MATR3/PSMD6/NXT1/NUP54/BID/SRSF3/NUP93/NDC1/NUP107/TUBA1B/PSMD13/COXFA4/SDHD/HSPA5/UBQLN1/ATP5PF/PSMA7/NDUFV3/COX5B/PSMA4/TOMM40L/ATP5F1A/MT-ND6/NDUFB3/NDUFB10/UQCRQ/MTOR/PSMB3/NDUFV2/ATP5F1B/NDUFS5/PSMD12/NUP205/PSMA5/PIK3R4/NUP160/COX7C/NUP85/NDUFA5/TUBB6/NUP133/NUP35/NUP88/RAB8A/ANXA7/NDUFA1/DCTN5/NDUFS1/NDUFA9/ADRM1/COX6C/PSMC6/PSMD7/RANBP2/ATP5F1E/NUP210/NXF1/NDUFA8/BAX/PSMD9/TUBB4B/SDHC/DCTN1/NDUFB8/SOD1/NDUFA10/UQCRFS1/COX6B1/UQCR11/PSMA1/NUP98/PSMB4/NDUFB6/COX7A2/TPR/CYC1/ATP5PO/ALS2/PSMD8/NDUFA6/NDUFA3/NDUFA2/GPX1/POM121/COX5A/PSMC2/ATP5PD/ATG101/PSMA2/NDUFC1/MT-ND4L/NUP214/NDUFA11/MT-ND5/SMCR8/COX6A1/NDUFB7/MT-ND4/MT-ATP6/PSMC3/NDUFA7/SDHB/SEM1/ATG14/MT-CO3/CHCHD10,146
Metabolism,Energy metabolism,hsa00190,Oxidative phosphorylation,73/1504,120/4872,0.6083333333333333,1.9706117021276595,7.193576584995702,6.763920496948445e-12,5.63096381370958e-10,5.304337652870097e-10,ATP5MC1/MT-ND2/NDUFB2/MT-ND1/CYCS/MT-ND3/COX7B/UQCR10/NDUFS3/ATP5MC3/ATP5PB/NDUFAB1/NDUFS6/COXFA4/ATP5MF/SDHD/ATP5ME/ATP5PF/NDUFV3/COX5B/ATP5F1A/MT-ND6/ATP6V1C1/NDUFB3/NDUFB10/UQCRQ/NDUFV2/ATP5F1B/NDUFS5/COX7C/NDUFA5/ATP6V0E1/NDUFA1/NDUFS1/NDUFA9/COX6C/ATP5F1E/ATP6V1G1/NDUFA8/ATP6V0B/PPA1/SDHC/PPA2/NDUFB8/NDUFA10/UQCRFS1/COX6B1/UQCR11/ATP6V1F/NDUFB6/COX11/COX7A2/CYC1/ATP5PO/NDUFA6/NDUFA3/NDUFA2/COX5A/ATP5PD/ATP6V0D1/NDUFC1/MT-ND4L/NDUFA11/MT-ND5/COX6A1/NDUFB7/MT-ND4/MT-ATP6/ATP6V0E2/NDUFA7/SDHB/ATP6V0A2/MT-CO3,73
Genetic Information Processing,Transcription,hsa03040,Spliceosome,81/1504,139/4872,0.5827338129496403,1.887685596203888,7.094883397931621,1.1298318302647423e-11,7.524679989563183e-10,7.088208114081964e-10,HSPA8/U2AF2/SRSF2/SRSF1/DDX5/HNRNPM/DHX15/SRSF6/TRA2B/NCBP2/HNRNPK/ALYREF/SRSF7/PCBP1/FUS/SNRPD3/PRPF31/HNRNPU/PPIL1/SF3B3/SF3A3/NCBP1/SNRPF/SNRPE/SNRNP70/BCAS2/PRPF19/EIF4A3/SNRPD1/SRSF8/HSPA1B/SRSF3/SF1/SNRPA1/LSM7/PUF60/CHERP/TXNL4A/EFTUD2/SNRPG/SF3B4/SNRNP40/SNRPB/SNU13/MAGOHB/PRPF4/PRPF3/DDX23/RBM25/PHF5A/RBM8A/SRSF9/MAGOH/PRPF8/SNRPB2/SF3B6/WBP11/AQR/CRNKL1/PRPF40A/PRPF38B/SNRPC/PPIH/LSM5/DHX38/SRSF10/THOC6/SNRPD2/CDC5L/SRSF5/ACIN1/LSM4/SF3B1/DDX46/LSM3/U2SURP/CWC25/SNRNP200/RBMXL1/TCERG1/SF3B5,81
Human Diseases,Neurodegenerative disease,hsa05020,Prion disease,107/1504,204/4872,0.5245098039215687,1.6990769712140177,6.815874692701543,4.721001091855626e-11,2.6201556059798723e-9,2.468172500654345e-9,HSPA8/STIP1/ATP5MC1/TUBA1C/PSMD1/VDAC1/PPIF/MT-ND2/PSMA3/PSMB6/NOTCH1/NDUFB2/MT-ND1/CYCS/MT-ND3/COX7B/PSMB5/UQCR10/PSMD2/NDUFS3/PSMD3/ATP5MC3/PSMB2/PSMC4/EIF2S1/ATP5PB/NDUFAB1/NDUFS6/PSMD11/PSMD6/HSPA1B/TUBA1B/PSMD13/COXFA4/VDAC3/SDHD/HSPA5/ATP5PF/PSMA7/NDUFV3/COX5B/PSMA4/ATP5F1A/MT-ND6/NDUFB3/NDUFB10/UQCRQ/PSMB3/NDUFV2/ATP5F1B/NDUFS5/PSMD12/PSMA5/COX7C/NDUFA5/TUBB6/NDUFA1/NDUFS1/NDUFA9/ADRM1/COX6C/PSMC6/PSMD7/ATP5F1E/NDUFA8/BAX/PSMD9/TUBB4B/SDHC/NDUFB8/SOD1/NDUFA10/UQCRFS1/COX6B1/UQCR11/PSMA1/PSMB4/NDUFB6/SLC25A4/COX7A2/CYC1/ATP5PO/PSMD8/NDUFA6/NDUFA3/NDUFA2/COX5A/PSMC2/ATP5PD/PSMA2/NDUFC1/MT-ND4L/PRNP/NDUFA11/MT-ND5/COX6A1/PIK3R1/NDUFB7/MT-ND4/MT-ATP6/PSMC3/NDUFA7/SDHB/RYR2/SEM1/ITPR2/MT-CO3,107
Genetic Information Processing,Translation,hsa03013,Nucleocytoplasmic transport,61/1504,99/4872,0.6161616161616161,1.9959703417150225,6.689832248117527,1.8015485341299603e-10,8.570223740932525e-9,8.07310470933426e-9,NCBP2/XPO5/CSE1L/ALYREF/NUP62/RAN/NCBP1/NUP188/NUP153/SEH1L/UPF1/NUP155/EIF4A3/NXT1/XPO1/NUP54/SUMO1/TNPO2/NUP93/NDC1/DDX19A/NUP107/IPO4/XPO6/TNPO1/MAGOHB/KPNA1/NUP205/NUP160/NUP85/RANGAP1/NUP133/NUP35/NUP88/SUMO3/TMEM33/RBM8A/MAGOH/AHCTF1/NUP42/RANBP2/NUP210/KPNA2/NXF1/KPNA3/RNPS1/PHAX/NUP98/PNN/IPO9/THOC6/IPO8/XPO4/TPR/ACIN1/IPO11/POM121/KPNB1/NUP214/IPO7/IPO5,61
Human Diseases,Neurodegenerative disease,hsa05016,Huntington disease,120/1504,244/4872,0.4918032786885246,1.5931287059644228,6.351760626760222,6.716745107868999e-10,2.7958451511504707e-8,2.633671108085476e-8,ATP5MC1/TUBA1C/PSMD1/POLR2B/VDAC1/POLR2L/PPIF/MT-ND2/PSMA3/PSMB6/NDUFB2/MT-ND1/CYCS/MT-ND3/COX7B/PSMB5/UQCR10/PSMD2/NDUFS3/PSMD3/ATP5MC3/HDAC1/PSMB2/PSMC4/ATP5PB/NDUFAB1/NDUFS6/PSMD11/SOD2/PSMD6/POLR2E/POLR2F/AP2M1/TUBA1B/PSMD13/COXFA4/VDAC3/SDHD/ATP5PF/PSMA7/NDUFV3/COX5B/PSMA4/ATP5F1A/MT-ND6/NDUFB3/POLR2H/NDUFB10/UQCRQ/MTOR/PSMB3/NDUFV2/POLR2I/ATP5F1B/NDUFS5/PSMD12/PSMA5/PIK3R4/COX7C/NDUFA5/TUBB6/TFAM/NDUFA1/DCTN5/NDUFS1/NDUFA9/ADRM1/COX6C/PSMC6/PSMD7/ATP5F1E/POLR2K/POLR2D/NDUFA8/BAX/PSMD9/TUBB4B/SDHC/DCTN1/NDUFB8/SOD1/NDUFA10/UQCRFS1/COX6B1/UQCR11/PSMA1/PSMB4/NDUFB6/SLC25A4/TAF4B/PLCB3/COX7A2/CYC1/ATP5PO/PSMD8/NDUFA6/NDUFA3/NDUFA2/GPX1/COX5A/PSMC2/ATP5PD/ATG101/POLR2C/PSMA2/NDUFC1/MT-ND4L/NDUFA11/MT-ND5/COX6A1/NDUFB7/MT-ND4/MT-ATP6/PSMC3/NDUFA7/TBP/SDHB/SEM1/ATG14/MT-CO3,120
Genetic Information Processing,"Folding, sorting and degradation",hsa03050,Proteasome,33/1504,44/4872,0.75,2.429521276595745,6.364734215433994,1.8401927780170194e-9,6.808713278662971e-8,6.413771319872185e-8,PSMD1/PSMA3/PSMB6/PSMB5/PSMD2/PSMD3/PSMB2/PSMC4/PSME3/PSMD11/PSMD6/PSMD13/PSME2/PSMA7/PSMA4/PSMB3/PSMD12/PSMA5/PSME4/POMP/ADRM1/PSMC6/PSMD7/PSMD9/PSMA1/PSMB4/PSMF1/PSMD8/PSMC2/PSMA2/PSMC3/SEM1/PSMB8,33
Human Diseases,Neurodegenerative disease,hsa05010,Alzheimer disease,126/1504,285/4872,0.4421052631578947,1.4321388577827547,5.023753492505153,7.059113875317364e-7,2.3506849204806818e-5,2.214332562994289e-5,ATP5MC1/TUBA1C/PSMD1/VDAC1/PPIF/MT-ND2/PSMA3/PSMB6/NDUFB2/MT-ND1/CYCS/MT-ND3/COX7B/PSMB5/UQCR10/CALM2/PSMD2/NDUFS3/PSMD3/ATP5MC3/NAE1/HSD17B10/ATP2A2/PSMB2/PSMC4/EIF2S1/SLC39A14/ATP5PB/NDUFAB1/NDUFS6/PSMD11/PSMD6/BID/TUBA1B/PSMD13/COXFA4/VDAC3/SDHD/ATP5PF/PSMA7/IDE/NDUFV3/COX5B/PSMA4/ATP5F1A/MT-ND6/HRAS/DVL1/NDUFB3/NDUFB10/UQCRQ/MTOR/PSMB3/NDUFV2/ATP5F1B/NDUFS5/PSMD12/PSMA5/PIK3R4/SLC11A2/COX7C/NDUFA5/TUBB6/NDUFA1/NDUFS1/NDUFA9/ADRM1/COX6C/PSMC6/EIF2AK2/PSMD7/SLC39A3/SLC39A6/ATP5F1E/NDUFA8/PSMD9/TUBB4B/SDHC/NDUFB8/NDUFA10/UQCRFS1/COX6B1/FRAT2/UQCR11/PSMA1/SLC39A4/PSMB4/NDUFB6/SLC25A4/PPID/CTNNB1/PLCB3/SLC39A10/COX7A2/CYC1/ATP5PO/PSMD8/NDUFA6/NDUFA3/NDUFA2/COX5A/CHUK/PSMC2/ATP5PD/ATG101/PSMA2/NDUFC1/MT-ND4L/NDUFA11/MT-ND5/COX6A1/PIK3R1/NDUFB7/MT-ND4/MT-ATP6/PSMC3/NDUFA7/CALML4/SDHB/IRS1/CDK5R1/SEM1/ITPR2/ATG14/APC/MT-CO3,126
