category,subcategory,ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count
Human Diseases,Neurodegenerative disease,hsa05012,Parkinson disease,125/1418,220/4899,0.5681818181818182,1.9629920502628544,9.32723703937022,9.40543499915653e-19,3.141415289718281e-16,3.019639657623939e-16,PSMD1/ATP5MC1/PPIF/TUBA1C/CYCS/TUBB6/MT-ND2/TXN/VDAC1/PSMB6/MT-ND1/NDUFB2/MT-ND3/TUBA1B/HSPA5/SLC39A14/CALM2/PSMA3/PSMD2/EIF2S1/COX7B/UBE2G2/PSMB5/SOD1/UQCR10/ATP5MC3/NDUFS5/PSMB1/PSMB2/NDUFS3/UBE2J1/PSMD12/NDUFAB1/PSMD11/NDUFS6/PSMD3/MT-ATP8/MT-CYB/COXFA4/MT-ATP6/NDUFB3/ATP5F1A/UBA1/COX7C/ATP5PF/ATP5PB/NDUFB6/UQCRQ/PSMA5/VDAC3/MT-CO3/PSMA7/ADORA2A/PSMD6/TRAP1/PSMA4/NDUFC1/DAXX/NDUFA8/MFN2/NDUFA3/NDUFA6/PSMC4/COX6C/PSMB3/NDUFA1/UBE2L3/SLC39A7/SEM1/NDUFV2/COX7A2/SDHD/BAX/ITPR2/NDUFA9/NDUFB8/PSMD13/COX6B1/UQCRFS1/NDUFV3/ATP5F1B/TUBB4B/SLC11A2/NDUFS1/DUSP1/SDHC/COX5B/MT-ND6/NFE2L2/NDUFA5/ATP5PD/PARK7/SLC18A2/MT-ND4L/ATP5F1E/NDUFB10/SLC39A3/UQCRC1/PSMD7/PSMD9/SLC25A4/SDHA/NDUFA11/PSMA2/PSMD8/UQCR11/PSMC6/COX6A1/PSMC2/ADRM1/UBC/PSMA6/NDUFA2/MT-ND4/SLC39A6/KEAP1/MFN1/MT-ND5/COX5A/CYC1/NDUFB7/NDUFA13/SEPTIN5/SLC39A4/CALML4,125
Human Diseases,Neurodegenerative disease,hsa05014,Amyotrophic lateral sclerosis,148/1418,289/4899,0.5121107266435986,1.7692739420500632,8.603496264953273,1.8752754192428378e-16,3.131709950135539e-14,3.010310541416134e-14,FUS/PSMD1/ATP5MC1/SIGMAR1/TUBA1C/TOMM40/CYCS/TUBB6/SRSF7/MT-ND2/HNRNPA2B1/TARDBP/VDAC1/PSMB6/MT-ND1/NDUFB2/MT-ND3/TUBA1B/HSPA5/SEH1L/UBQLN4/PSMA3/ALYREF/PSMD2/EIF2S1/NUP155/COX7B/NUP153/VCP/PSMB5/SOD1/NUP188/UQCR10/ATP5MC3/NDUFS5/PSMB1/PSMB2/NDUFS3/PSMD12/NDUFAB1/PSMD11/SRSF3/MATR3/NUP62/NDUFS6/NUP107/PSMD3/MT-ATP8/MT-CYB/COXFA4/MT-ATP6/BID/NDUFB3/NUP160/ATP5F1A/NDC1/COX7C/NCBP1/ATP5PF/ATP5PB/NDUFB6/PIK3R4/UQCRQ/PSMA5/MT-CO3/PSMA7/PSMD6/RANBP2/MTOR/PSMA4/NDUFC1/DAXX/NDUFA8/NUP205/NDUFA3/UBQLN1/NDUFA6/PSMC4/NUP93/COX6C/PSMB3/NDUFA1/NUP35/DCTN1/NUP54/SEM1/NDUFV2/COX7A2/RAB1A/SDHD/SMCR8/BAX/NDUFA9/TOMM40L/NDUFB8/PSMD13/COX6B1/NUP210/UQCRFS1/NDUFV3/RAB8A/ATP5F1B/TUBB4B/NXF1/NDUFS1/SDHC/COX5B/CHCHD10/MT-ND6/NUP85/NDUFA5/ATP5PD/TPR/MT-ND4L/NXT1/ATP5F1E/NDUFB10/UQCRC1/PSMD7/PSMD9/SDHA/NUP133/NDUFA11/DNAH10/PSMA2/DCTN5/PSMD8/UQCR11/PSMC6/COX6A1/PSMC2/ADRM1/PSMA6/NDUFA2/NUP43/MT-ND4/NUP88/ANXA7/MT-ND5/ALS2/COX5A/CYC1/NDUFB7/NUP214/NDUFA13/CASP1/ATG14/ATG101,148
Human Diseases,Neurodegenerative disease,hsa05020,Prion disease,112/1418,206/4899,0.5436893203883495,1.8783737521738535,8.220215003056582,5.256439738967962e-15,5.852169576050998e-13,5.625312703106065e-13,HSPA8/STIP1/PSMD1/ATP5MC1/PPIF/TUBA1C/CYCS/TUBB6/MT-ND2/VDAC1/PSMB6/NOTCH1/MT-ND1/NDUFB2/MT-ND3/TUBA1B/HSPA5/PSMA3/C9/PSMD2/EIF2S1/COX7B/PSMB5/SOD1/UQCR10/ATP5MC3/NDUFS5/PSMB1/PSMB2/NDUFS3/PSMD12/NDUFAB1/PSMD11/NDUFS6/PSMD3/MT-ATP8/MT-CYB/COXFA4/MT-ATP6/NDUFB3/ATP5F1A/COX7C/ATP5PF/ATP5PB/NDUFB6/HSPA1B/UQCRQ/PSMA5/VDAC3/MT-CO3/PSMA7/PSMD6/PSMA4/NDUFC1/NDUFA8/NDUFA3/NDUFA6/PSMC4/COX6C/RYR1/PSMB3/NDUFA1/SEM1/NDUFV2/COX7A2/SDHD/BAX/ITPR2/NDUFA9/NDUFB8/PSMD13/COX6B1/UQCRFS1/NDUFV3/ATP5F1B/TUBB4B/NDUFS1/SDHC/COX5B/MT-ND6/NDUFA5/PIK3R3/ATP5PD/PIK3CB/MT-ND4L/ATP5F1E/NDUFB10/UQCRC1/PSMD7/PIK3CD/PSMD9/SLC25A4/SDHA/NDUFA11/PSMA2/PSMD8/UQCR11/PSMC6/COX6A1/PSMC2/ADRM1/PSMA6/NDUFA2/MT-ND4/PIK3R1/MT-ND5/COX5A/CYC1/NDUFB7/NDUFA13/PIK3R2/C5,112
Genetic Information Processing,Translation,hsa03008,Ribosome biogenesis in eukaryotes,51/1418,71/4899,0.7183098591549296,2.4816643159379406,8.025846686537134,6.27822265220746e-14,5.242315914593229e-12,5.039099760324409e-12,NOP56/NOP58/WDR43/DKC1/GNL3/WDR3/NOL6/RRP7A/GTPBP4/HEATR1/XPO1/BMS1/NAT10/WDR75/RAN/TBL3/PWP2/UTP4/TCOF1/UTP15/GAR1/POP1/LSG1/MPHOSPH10/GNL2/RIOK1/WDR36/IMP3/IMP4/UTP14A/SNU13/NHP2/POP7/EMG1/RPP40/UTP18/DROSHA/REXO2/RIOK2/POP4/NXF1/MDN1/NOP10/NXT1/RCL1/RBM28/UTP6/POP5/GNL3L/AK6/RPP38,51
Human Diseases,Neurodegenerative disease,hsa05016,Huntington disease,120/1418,244/4899,0.4918032786885246,1.699114430391454,7.149552032128754,6.398643971792014e-12,4.2742941731570647e-10,4.108602971361188e-10,PSMD1/ATP5MC1/PPIF/TUBA1C/CYCS/TUBB6/SOD2/MT-ND2/VDAC1/PSMB6/MT-ND1/POLR2B/NDUFB2/POLR2L/MT-ND3/TUBA1B/PSMA3/PSMD2/HDAC1/COX7B/PSMB5/SOD1/UQCR10/ATP5MC3/NDUFS5/PSMB1/PSMB2/NDUFS3/PSMD12/NDUFAB1/PSMD11/NDUFS6/PSMD3/MT-ATP8/POLR2E/MT-CYB/COXFA4/POLR2F/MT-ATP6/NDUFB3/ATP5F1A/HDAC2/COX7C/ATP5PF/POLR2H/POLR2D/ATP5PB/NDUFB6/PIK3R4/UQCRQ/PSMA5/VDAC3/MT-CO3/AP2M1/PSMA7/PSMD6/MTOR/PSMA4/NDUFC1/NDUFA8/TFAM/NDUFA3/NDUFA6/POLR2I/PSMC4/COX6C/PSMB3/NDUFA1/DCTN1/SEM1/NDUFV2/COX7A2/SDHD/BAX/NDUFA9/NDUFB8/PSMD13/COX6B1/UQCRFS1/NDUFV3/TBP/ATP5F1B/TUBB4B/NDUFS1/SDHC/COX5B/MT-ND6/NDUFA5/ATP5PD/MT-ND4L/ATP5F1E/NDUFB10/UQCRC1/PSMD7/PSMD9/SLC25A4/SDHA/NDUFA11/DNAH10/PSMA2/DCTN5/PSMD8/UQCR11/PSMC6/COX6A1/PSMC2/ADRM1/PSMA6/NDUFA2/MT-ND4/POLR2K/TAF4B/MT-ND5/COX5A/CYC1/NDUFB7/PLCB3/NDUFA13/ATG14/ATG101,120
Metabolism,Energy metabolism,hsa00190,Oxidative phosphorylation,70/1418,120/4899,0.5833333333333334,2.01533850493653,7.186682494744938,1.0584065621622923e-11,5.891796529370093e-10,5.663403534377179e-10,ATP5MC1/CYCS/MT-ND2/MT-ND1/NDUFB2/MT-ND3/COX7B/UQCR10/ATP5MC3/NDUFS5/NDUFS3/NDUFAB1/ATP6V0E1/NDUFS6/ATP5ME/MT-ATP8/MT-CYB/COXFA4/MT-ATP6/NDUFB3/ATP5F1A/ATP6V1C1/COX7C/ATP5PF/ATP5PB/NDUFB6/UQCRQ/MT-CO3/NDUFC1/NDUFA8/NDUFA3/NDUFA6/PPA2/COX6C/NDUFA1/ATP5MF/NDUFV2/COX7A2/SDHD/NDUFA9/NDUFB8/COX6B1/UQCRFS1/NDUFV3/ATP5F1B/NDUFS1/SDHC/COX5B/MT-ND6/NDUFA5/ATP5PD/MT-ND4L/ATP5F1E/NDUFB10/ATP6V1G1/UQCRC1/ATP6V0D1/SDHA/NDUFA11/UQCR11/COX6A1/NDUFA2/MT-ND4/ATP6V1F/MT-ND5/ATP6V0B/COX5A/CYC1/NDUFB7/NDUFA13,70
Genetic Information Processing,Transcription,hsa03040,Spliceosome,76/1418,139/4899,0.5467625899280576,1.8889914866414343,6.7857369467689805,1.0717118968657941e-10,5.113596765045361e-9,4.915370354046123e-9,HSPA8/SRSF1/SRSF2/U2AF2/SRSF6/FUS/DDX5/HNRNPM/SRSF7/TRA2B/NCBP2/HNRNPU/DHX15/PRPF31/SNRPD3/HNRNPK/ALYREF/SF3A3/PCBP1/SRSF8/SF3B3/SF1/SF3B4/SNRPE/SNRNP70/PPIL1/SRSF3/SNRPD1/SNRPC/SNRPF/EIF4A3/EFTUD2/RBM25/DDX23/CHERP/NCBP1/SNU13/BCAS2/PRPF19/SNRPG/PUF60/CDC5L/CRNKL1/LSM7/HSPA1B/PRPF4/TXNL4A/PRPF38B/SF3B5/SNRPA1/RBM8A/SNRPB/PRPF8/MAGOH/SRSF9/MAGOHB/PRPF3/SRSF5/PRPF40A/SNRPB2/DDX46/AQR/SRSF10/SNRNP40/PHF5A/ACIN1/DHX38/USP39/SNRPD2/U2SURP/THOC6/PPIH/RBMXL1/GPKOW/TRA2A/LSM3,76
Human Diseases,Neurodegenerative disease,hsa05010,Alzheimer disease,129/1418,286/4899,0.45104895104895104,1.5583136891317426,6.20962050872945,1.6281869457565262e-9,6.797680498533497e-8,6.53417129547027e-8,PSMD1/ATP5MC1/PPIF/TUBA1C/CYCS/TUBB6/MT-ND2/VDAC1/PSMB6/MT-ND1/NDUFB2/MT-ND3/TUBA1B/SLC39A14/CALM2/PSMA3/ATP2A2/PSMD2/EIF2S1/COX7B/PSMB5/UQCR10/ATP5MC3/NDUFS5/PSMB1/PSMB2/NDUFS3/PSMD12/NDUFAB1/PSMD11/NAE1/NDUFS6/HSD17B10/PSMD3/MT-ATP8/EIF2AK2/MT-CYB/COXFA4/MT-ATP6/BID/NDUFB3/ATP5F1A/COX7C/ATP5PF/FRAT2/ATP5PB/NDUFB6/PIK3R4/UQCRQ/CTNNB1/PSMA5/VDAC3/MT-CO3/PSMA7/PSMD6/MTOR/PSMA4/NDUFC1/NDUFA8/NDUFA3/NDUFA6/PSMC4/COX6C/PSMB3/NDUFA1/HRAS/SLC39A7/ATP2A3/SEM1/NDUFV2/COX7A2/SDHD/DVL1/ITPR2/NDUFA9/IDE/NDUFB8/PSMD13/COX6B1/UQCRFS1/NDUFV3/ATP5F1B/TUBB4B/SLC11A2/NDUFS1/SDHC/COX5B/MT-ND6/NDUFA5/PIK3R3/ATP5PD/PIK3CB/MT-ND4L/ATP5F1E/NDUFB10/SLC39A3/UQCRC1/PSMD7/PIK3CD/PSMD9/SLC25A4/SDHA/NDUFA11/PSMA2/PSMD8/UQCR11/PSMC6/COX6A1/PSMC2/ADRM1/PSMA6/NDUFA2/MT-ND4/PIK3R1/SLC39A6/FAS/MT-ND5/COX5A/IRS1/CYC1/NDUFB7/PLCB3/NDUFA13/PIK3R2/SLC39A4/ATG14/ATG101/CALML4/CDK5R1,129
Genetic Information Processing,Translation,hsa03013,Nucleocytoplasmic transport,56/1418,99/4899,0.5656565656565656,1.9542676411505748,6.121567887099337,6.258719316711885e-9,2.322680279757522e-7,2.2326425632714912e-7,CSE1L/NCBP2/XPO5/XPO1/SEH1L/ALYREF/NUP155/RAN/TNPO2/NUP153/SUMO1/IPO4/NUP188/KPNA2/UPF1/XPO6/DDX19A/NUP62/NUP107/EIF4A3/NUP160/TNPO1/NDC1/NCBP1/TMEM33/RANBP2/KPNA3/NUP205/RBM8A/NUP93/PNN/AHCTF1/NUP35/MAGOH/NUP54/KPNA1/MAGOHB/NUP210/NXF1/NUP85/TPR/RANGAP1/NUP42/NXT1/IPO11/XPO4/IPO9/ACIN1/NUP133/SUMO3/NUP43/NUP88/IPO8/THOC6/PHAX/NUP214,56
Genetic Information Processing,"Folding, sorting and degradation",hsa03050,Proteasome,31/1418,44/4899,0.7045454545454546,2.4341101423259395,6.098313161154979,1.2616886041440423e-8,4.2140399378411013e-7,4.050684465936136e-7,PSMD1/PSMB6/PSME3/PSMA3/PSMD2/PSMB5/PSMB1/PSMB2/PSMD12/PSMD11/PSMD3/PSMA5/PSME4/PSMA7/PSMD6/PSMB8/PSMA4/PSME2/PSMC4/PSMB3/SEM1/PSMD13/POMP/PSMD7/PSMD9/PSMA2/PSMD8/PSMC6/PSMC2/ADRM1/PSMA6,31
