gene_id	gene_name	Control_1	Control_2	Control_3	4h_1	4h_2	4h_3	8h_1	8h_2	8h_3	16h_1	16h_2	16h_3
ENSG00000013297	CLDN11	0	0	0	0	0	0	4	2	2	0	3	0
ENSG00000013306	SLC25A39	296	292	212	205	96	185	2243	2162	1889	2737	2574	2544
ENSG00000013364	MVP	191	151	96	130	82	124	1645	1561	1367	1710	1711	1598
ENSG00000013374	NUB1	765	861	798	758	500	617	2223	2000	1798	1893	1833	1793
ENSG00000013375	PGM3	1204	1221	1213	939	850	819	1254	1103	1097	964	929	906
ENSG00000013392	RWDD2A	59	131	65	127	97	107	229	206	175	180	172	129
ENSG00000013441	CLK1	1667	1490	1882	1377	697	1005	1711	1563	1584	1409	1429	1213
ENSG00000013503	POLR3B	3369	4243	3148	2710	1926	2262	1188	1094	985	1045	974	895
ENSG00000013523	ANGEL1	662	953	795	617	545	600	683	619	591	711	699	615
ENSG00000013561	RNF14	361	306	262	342	162	258	965	874	868	849	775	783
ENSG00000013563	DNASE1L1	1	12	8	0	0	9	570	510	460	407	389	411
ENSG00000013573	DDX11	529	445	245	123	287	254	1374	1332	1290	1323	1234	1065
ENSG00000013583	HEBP1	166	158	99	95	83	82	629	600	545	594	554	565
ENSG00000013588	GPRC5A	0	14	0	0	0	3	0	2	0	0	0	0
ENSG00000013619	MAMLD1	16	20	0	3	13	4	1	0	0	0	1	2
ENSG00000013725	CD6	78	63	261	225	201	59	260	277	224	73	63	52
ENSG00000013810	TACC3	802	897	564	589	545	802	4658	4243	4011	3242	3237	3043
ENSG00000014123	UFL1	2539	2492	2892	2141	1236	1527	1719	1678	1464	1229	1094	1073
ENSG00000014138	POLA2	0	0	0	0	0	0	1356	1242	1150	974	943	946
ENSG00000014164	ZC3H3	839	1027	908	1015	549	799	765	800	691	797	786	737
ENSG00000014216	CAPN1	859	1514	1318	766	924	669	5089	4605	4158	3972	3781	3785
ENSG00000014257	ACP3	1640	1751	1482	1304	727	1103	575	482	487	334	329	352
ENSG00000014641	MDH1	0	0	0	0	0	0	5225	4378	4297	4555	4415	4276
ENSG00000014824	SLC30A9	3135	3810	3551	3104	1754	2027	2023	1836	1694	1575	1449	1358
ENSG00000014914	MTMR11	482	681	470	398	349	300	1300	1209	1216	830	786	726
ENSG00000014919	COX15	0	0	0	0	0	0	2702	2512	2331	1954	1751	1666
ENSG00000015133	CCDC88C	3099	3708	2648	2067	1476	2043	1141	1004	838	1225	1172	1027
ENSG00000015153	YAF2	2233	2400	2244	1515	1304	1707	418	411	320	352	309	300
ENSG00000015171	ZMYND11	3745	5182	4087	3016	1962	3120	1189	1225	1096	1180	1041	1038
ENSG00000015285	WAS	696	910	735	576	593	461	3027	2895	2706	2934	2972	2838
ENSG00000015413	DPEP1	5	0	0	0	0	0	1	1	2	0	1	0
ENSG00000015475	BID	1355	1525	1023	1017	965	1221	1360	1168	1064	1525	1447	1425
ENSG00000015479	MATR3	0	0	0	0	0	0	9790	8623	7927	7835	7891	7432
ENSG00000015520	NPC1L1	14	36	24	9	17	0	1	0	0	2	0	2
ENSG00000015532	XYLT2	481	492	206	191	163	354	417	384	360	365	375	325
ENSG00000015568	RGPD5	3	2	30	11	5	2	8	1	5	3	1	2
ENSG00000015592	STMN4	18	0	0	0	0	0	1	0	0	1	1	2
ENSG00000015676	NUDCD3	3534	4936	3299	2920	2066	2710	1702	1548	1374	1677	1552	1475
ENSG00000016082	ISL1	0	0	0	13	0	0	1	0	0	0	0	0
ENSG00000016391	CHDH	20	22	0	0	4	0	2	0	1	0	2	0
ENSG00000016402	IL20RA	0	0	1	0	0	0	0	0	0	1	0	0
ENSG00000016490	CLCA1	0	0	0	0	0	6	0	0	0	0	0	0
ENSG00000016602	CLCA4	0	0	0	0	0	4	0	0	0	0	0	0
ENSG00000016864	GLT8D1	536	737	804	588	387	325	1338	1162	1147	951	898	863
ENSG00000017260	ATP2C1	3285	3664	3051	2585	1692	2279	1981	1785	1692	1411	1239	1136
ENSG00000017427	IGF1	245	237	307	176	180	126	0	0	0	0	1	0
ENSG00000017483	SLC38A5	449	551	298	236	178	230	1012	860	812	1548	1572	1518
ENSG00000017797	RALBP1	1755	1891	1706	1710	1020	1510	2727	2512	2232	2291	2306	2052
ENSG00000018189	RUFY3	779	896	912	698	402	466	157	128	145	133	121	115
ENSG00000018236	CNTN1	28	10	10	1	3	1	0	2	1	0	0	2
ENSG00000018280	SLC11A1	12	11	10	49	17	32	49	45	48	28	19	22
ENSG00000018408	WWTR1	40	8	83	69	27	22	0	0	0	1	0	0
ENSG00000018510	AGPS	4241	4686	4082	3748	2392	2820	2548	2286	2087	2306	1983	1888
ENSG00000018610	STEEP1	0	0	0	0	0	0	975	804	732	830	869	769
ENSG00000018625	ATP1A2	11	16	0	0	6	0	9	8	4	4	5	10
ENSG00000018699	TTC27	3250	4081	3046	2314	1852	2408	828	761	693	879	860	881
ENSG00000018869	ZNF582	52	7	23	0	0	8	47	31	30	19	29	22
ENSG00000019102	VSIG2	121	146	39	110	112	34	1	0	0	1	0	1
ENSG00000019144	PHLDB1	85	212	144	83	77	78	385	362	339	247	251	231
ENSG00000019169	MARCO	0	8	20	34	6	0	16	12	15	9	8	8
ENSG00000019186	CYP24A1	0	1	0	0	0	1	0	0	0	0	0	0
ENSG00000019485	PRDM11	760	1134	869	880	758	593	478	498	423	453	464	408
ENSG00000019505	SYT13	2	2	0	1	0	1	1	3	1	0	1	2
ENSG00000019549	SNAI2	0	0	0	0	0	0	1	1	0	0	0	0
ENSG00000019582	CD74	2263	3160	2314	1970	2148	1523	6737	6678	5903	6180	6063	6113
ENSG00000019991	HGF	0	0	11	14	0	14	0	0	0	0	0	0
ENSG00000019995	ZRANB1	1374	1411	1424	1056	802	910	1034	901	910	957	837	840
ENSG00000020129	NCDN	354	515	257	207	199	236	982	890	815	1146	1062	1057
ENSG00000020181	ADGRA2	1639	2394	1201	1050	904	1097	2805	2653	2384	3070	2948	2819
ENSG00000020256	ZFP64	1021	1467	809	903	567	825	369	373	315	337	312	314
ENSG00000020426	MNAT1	3229	3633	3556	3178	2079	2386	641	586	549	439	420	411
ENSG00000020577	SAMD4A	221	260	198	108	149	120	10	4	6	4	1	2
ENSG00000020633	RUNX3	1101	1638	1410	1291	1057	892	1901	1656	1458	1037	1040	976
ENSG00000020922	MRE11	3288	3433	2896	2470	1342	1969	1617	1525	1365	1460	1405	1272
ENSG00000021300	PLEKHB1	0	12	14	0	22	15	0	0	1	0	0	0
ENSG00000021355	SERPINB1	1047	1353	1082	842	666	865	3272	2982	2760	2604	2475	2360
ENSG00000021461	CYP3A43	0	19	0	0	0	0	0	0	1	0	0	0
ENSG00000021488	SLC7A9	0	30	21	1	21	1	2	0	0	0	0	1
ENSG00000021574	SPAST	1656	1814	1580	1522	968	1105	946	858	751	701	662	607
ENSG00000021645	NRXN3	242	332	341	226	187	215	0	1	2	1	0	0
ENSG00000021762	OSBPL5	991	1334	612	578	449	645	1040	927	844	774	796	672
ENSG00000021776	AQR	3599	3895	3609	3108	1750	2453	1863	1650	1622	1665	1551	1512
ENSG00000021826	CPS1	305	252	325	170	164	169	41	34	22	13	16	14
ENSG00000021852	C8B	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000022267	FHL1	484	646	267	319	249	358	71	65	55	29	40	52
ENSG00000022277	RTF2	594	609	729	595	355	377	4250	4032	3564	3703	3689	3577
ENSG00000022355	GABRA1	0	0	8	0	0	0	0	0	0	0	0	0
ENSG00000022556	NLRP2	0	0	0	14	0	0	0	0	0	0	0	0
ENSG00000022567	SLC45A4	1471	1800	2035	1548	1059	947	1227	1046	934	1263	1284	1125
ENSG00000022840	RNF10	1892	2152	1848	1544	1013	1030	3984	3645	3235	3286	3246	3005
ENSG00000022976	ZNF839	573	564	867	717	426	344	441	375	358	378	366	358
ENSG00000023041	ZDHHC6	2334	3163	2392	1930	1464	1859	1741	1625	1630	1606	1517	1326
ENSG00000023171	GRAMD1B	2590	3275	2507	2154	1525	1719	486	430	403	357	361	362
ENSG00000023191	RNH1	568	814	453	262	328	326	4698	4374	3881	5222	5153	4877
ENSG00000023228	NDUFS1	2360	2388	2399	2179	1302	1731	4867	4467	4030	4184	3902	3804
ENSG00000023287	RB1CC1	4464	4786	4733	3464	2415	2432	1651	1583	1342	1273	1220	1144
ENSG00000023318	ERP44	5132	6447	6474	5271	3225	3619	2358	2155	1991	2075	1976	2028
ENSG00000023330	ALAS1	1355	1626	1391	1174	915	1037	1760	1652	1428	1782	1863	1724
ENSG00000023445	BIRC3	0	0	39	14	4	0	14	19	7	7	11	0
ENSG00000023516	AKAP11	5799	6576	5028	4102	2560	3764	2092	1994	1884	1628	1510	1308
ENSG00000023572	GLRX2	1150	880	739	535	382	561	889	835	732	850	774	755
ENSG00000023608	SNAPC1	352	336	429	271	112	147	297	225	213	193	181	197
ENSG00000023697	DERA	2573	3332	4250	3510	2588	1681	1402	1395	1211	742	719	752
ENSG00000023734	STRAP	1858	1659	1722	1578	1050	1506	4349	3866	3610	4103	3928	3828
ENSG00000023839	ABCC2	144	404	340	235	206	262	38	32	33	44	42	45
ENSG00000023892	DEF6	1581	2046	1543	1313	857	1120	2992	2814	2462	2995	2986	2640
ENSG00000023902	PLEKHO1	1138	1853	1271	1107	844	946	4062	3620	3342	3488	3496	3388
ENSG00000023909	GCLM	525	667	469	542	304	529	777	722	674	582	530	498
ENSG00000024048	UBR2	5983	7397	6865	4995	3893	4035	2177	2024	1869	1749	1635	1567
ENSG00000024422	EHD2	10	21	1	7	8	0	27	28	17	4	6	4
ENSG00000024526	DEPDC1	520	380	84	142	83	298	1056	908	867	469	424	396
ENSG00000024862	CCDC28A	428	389	536	355	163	322	834	742	633	582	543	556
ENSG00000025039	RRAGD	484	820	214	242	146	321	330	296	266	298	294	288
ENSG00000025156	HSF2	1481	1563	1283	1240	651	1051	823	709	656	637	608	557
ENSG00000025293	PHF20	3162	3742	2857	1972	1671	2125	1295	1135	1084	1250	1147	1185
ENSG00000025423	HSD17B6	24	32	49	40	45	26	9	5	1	6	3	3
ENSG00000025434	NR1H3	38	35	67	72	72	21	105	95	91	74	89	78
ENSG00000025708	TYMP	149	247	209	201	136	135	2090	1998	1886	1927	1898	1725
ENSG00000025770	NCAPH2	187	284	160	176	59	199	1602	1490	1471	1107	1118	980
ENSG00000025772	TOMM34	5	30	22	14	32	62	706	614	561	718	716	660
ENSG00000025796	SEC63	11069	12142	9743	8744	5642	7546	5464	4994	4560	5069	4673	4571
ENSG00000025800	KPNA6	1933	2559	1864	1377	1070	1413	1757	1582	1461	1602	1589	1409
ENSG00000026025	VIM	5749	5943	4985	4504	2630	3806	25893	24148	21894	14194	14725	14158
ENSG00000026036	RTEL1-TNFRSF6B	0	0	0	0	0	0	414	394	408	265	264	214
ENSG00000026103	FAS	939	1042	3308	2355	1798	669	1194	1079	1110	1124	979	885
ENSG00000026297	RNASET2	0	0	0	9	0	0	4404	4048	3693	5411	5420	5119
ENSG00000026508	CD44	7755	9215	9204	8198	5367	5391	5713	5247	4649	4638	4318	4304
ENSG00000026559	KCNG1	193	236	127	97	39	97	249	224	203	279	343	311
ENSG00000026652	AGPAT4	827	1049	1133	940	710	843	194	170	176	112	142	118
ENSG00000026751	SLAMF7	6	51	51	53	21	29	6	14	11	11	16	12
ENSG00000026950	BTN3A1	0	0	0	0	0	0	619	572	572	522	536	438
ENSG00000027001	MIPEP	2768	2826	2144	1831	1144	1803	914	928	804	854	841	790
ENSG00000027075	PRKCH	145	205	156	114	170	157	5	5	4	2	0	0
ENSG00000027644	INSRR	0	0	0	0	0	0	6	4	3	2	2	0
ENSG00000027697	IFNGR1	2176	2388	2657	2052	1170	1515	2591	2370	2194	2053	1995	1848
ENSG00000027847	B4GALT7	231	348	168	181	191	159	364	344	272	293	288	283
ENSG00000027869	SH2D2A	88	29	63	64	66	39	201	171	158	75	77	81
ENSG00000028116	VRK2	3550	4098	3984	3420	2212	2720	611	574	530	510	460	427
ENSG00000028137	TNFRSF1B	696	856	767	478	382	467	1860	1604	1406	1265	1217	1231
ENSG00000028203	VEZT	2332	2661	2338	1980	1523	1379	911	992	830	778	712	699
ENSG00000028277	POU2F2	1166	1443	1845	1385	1075	929	615	553	509	449	501	406
ENSG00000028310	BRD9	1646	2180	1627	1389	1035	1212	1878	1729	1615	2133	2214	1949
ENSG00000028528	SNX1	2017	2419	2407	2021	1476	1464	3040	2844	2611	2494	2353	2197
ENSG00000028839	TBPL1	230	245	186	188	208	74	410	413	362	381	325	369
ENSG00000029153	BMAL2	733	1048	789	637	349	494	562	487	436	527	449	474
ENSG00000029363	BCLAF1	11048	11983	10236	8202	4432	7437	9691	8871	8135	8297	7582	7248
ENSG00000029364	SLC39A9	1359	1659	1360	1119	741	838	1029	904	876	888	802	745
ENSG00000029534	ANK1	23	98	100	70	58	95	17	14	14	3	2	1
ENSG00000029559	IBSP	0	0	0	7	0	10	0	0	0	0	0	0
ENSG00000029639	TFB1M	2414	3261	2293	1890	1281	1618	922	791	743	770	800	823
ENSG00000029725	RABEP1	2377	2249	2040	1893	975	1624	1906	1739	1569	1981	1830	1839
ENSG00000029993	HMGB3	484	339	346	230	244	430	3268	2748	2654	1367	1339	1299
ENSG00000030066	NUP160	3037	3856	3212	2434	1984	2248	3325	2941	2633	2991	2770	2650
ENSG00000030110	BAK1	0	0	0	0	0	0	1465	1358	1256	1378	1275	1225
ENSG00000030304	MUSK	269	449	258	230	270	270	3	0	0	1	5	0
ENSG00000030419	IKZF2	100	62	177	119	85	46	6	10	9	16	8	1
ENSG00000030582	GRN	368	577	380	333	263	304	9189	8715	7801	9159	9181	9195
ENSG00000031003	FAM13B	3287	4041	3616	2967	2175	2410	1676	1608	1480	1415	1319	1218
ENSG00000031081	ARHGAP31	1289	1698	1455	1048	849	909	336	306	310	179	171	146
ENSG00000031691	CENPQ	707	1005	757	625	428	553	358	323	308	301	267	267
ENSG00000031698	SARS1	1128	1722	1220	1342	788	824	2463	2316	2109	2269	2288	2187
ENSG00000031823	RANBP3	2899	3846	2730	2074	1898	1860	2152	1986	1814	1882	1868	1741
ENSG00000032219	ARID4A	2009	2077	2676	2265	1241	1388	1025	920	882	702	748	669
ENSG00000032389	EIPR1	3885	5023	4371	3014	2665	2802	1139	1019	949	1028	993	1003
ENSG00000032444	PNPLA6	275	245	344	285	232	222	2679	2498	2214	2000	1980	1822
ENSG00000032742	IFT88	713	956	1101	879	461	596	288	264	206	160	142	133
ENSG00000033011	ALG1	214	238	174	168	92	122	1177	1025	932	1215	1241	1181
ENSG00000033030	ZCCHC8	1595	1874	1652	1219	761	1021	1704	1477	1470	1456	1436	1343
ENSG00000033050	ABCF2	0	0	0	0	0	0	1395	1236	1147	1676	1748	1548
ENSG00000033100	CHPF2	335	342	321	129	104	207	1382	1260	1221	1467	1452	1326
ENSG00000033122	LRRC7	236	201	250	158	73	130	2	1	1	1	0	3
ENSG00000033170	FUT8	1948	2272	1891	1471	946	1504	232	192	192	126	123	123
ENSG00000033178	UBA6	2358	2788	2916	2386	1516	1737	1427	1345	1271	1167	1002	898
ENSG00000033327	GAB2	4075	5914	3916	3235	2293	2753	2311	2183	2042	1988	1827	1765
ENSG00000033627	ATP6V0A1	2149	2792	2497	2215	1549	1979	1280	1174	1145	1042	1220	1012
ENSG00000033800	PIAS1	9486	11566	9859	8040	5803	6220	1896	1844	1601	1592	1370	1403
ENSG00000033867	SLC4A7	1828	1797	1384	1155	676	1221	407	388	347	355	319	304
ENSG00000034053	APBA2	2283	3738	2257	1758	1266	2490	1207	1115	1026	1462	1393	1349
ENSG00000034152	MAP2K3	300	400	415	347	213	157	622	599	498	672	637	675
ENSG00000034239	CLXN	0	0	0	0	10	0	0	0	0	0	0	0
ENSG00000034510	TMSB10	0	0	0	0	0	0	10344	9163	8586	8514	8386	8591
ENSG00000034533	ASTE1	323	270	365	301	127	293	228	200	220	224	195	164
ENSG00000034677	RNF19A	2848	3610	3322	3069	1745	2227	1278	1175	1180	937	864	835
ENSG00000034693	PEX3	1182	1022	873	712	474	648	409	358	308	406	325	328
ENSG00000034713	GABARAPL2	0	0	0	0	0	0	1554	1444	1364	1339	1246	1262
ENSG00000034971	MYOC	0	0	0	0	0	15	0	0	0	0	0	0
ENSG00000035115	SH3YL1	1582	1763	1727	1464	877	924	353	338	297	378	415	316
ENSG00000035141	FAM136A	722	761	623	400	439	570	1463	1334	1268	1667	1676	1538
ENSG00000035403	VCL	4150	4910	4809	3767	2667	2854	2705	2528	2230	2581	2387	2397
ENSG00000035499	DEPDC1B	1694	1900	971	959	515	1299	1266	1052	1010	600	518	526
ENSG00000035664	DAPK2	60	45	90	93	61	58	15	17	15	11	5	6
ENSG00000035681	NSMAF	6510	7108	5715	5340	3412	4538	2362	2157	1987	2237	2057	1979
ENSG00000035687	ADSS2	3550	3820	2970	2343	1348	2947	3150	2892	2646	3200	2939	2787
ENSG00000035720	STAP1	35	19	98	112	42	42	44	32	31	24	20	32
ENSG00000035862	TIMP2	461	653	327	403	220	313	627	578	471	446	362	385
ENSG00000035928	RFC1	2155	1976	2264	1681	939	1648	2232	2063	1884	1816	1608	1660
ENSG00000036054	TBC1D23	1761	1927	2144	1647	1123	1461	1159	1152	1046	893	796	734
ENSG00000036257	CUL3	5576	5842	5984	5216	2943	3535	2889	2471	2334	2434	2276	2133
ENSG00000036448	MYOM2	16	51	94	49	51	19	79	69	53	39	24	31
ENSG00000036473	OTC	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000036530	CYP46A1	21	9	0	9	8	11	1	1	1	0	0	0
ENSG00000036549	ZZZ3	8002	9187	7184	5897	3867	5083	1500	1356	1226	1363	1210	1161
ENSG00000036565	SLC18A1	0	18	38	21	40	0	8	9	14	5	2	4
ENSG00000036672	USP2	52	53	24	15	0	40	239	209	214	220	198	200
ENSG00000036828	CASR	4	1	13	1	0	0	0	0	0	0	0	0
ENSG00000037042	TUBG2	52	74	88	48	51	19	116	112	114	64	70	74
ENSG00000037241	RPL26L1	136	232	278	144	55	141	701	637	552	608	569	554
ENSG00000037280	FLT4	26	32	69	10	19	36	150	154	148	116	137	86
ENSG00000037474	NSUN2	2941	3264	2318	2038	1283	2285	4869	4436	4010	5546	5455	5157
ENSG00000037637	FBXO42	2396	3239	2922	2655	1741	1956	850	776	716	711	670	709
ENSG00000037749	MFAP3	1340	1358	1433	899	662	875	1027	905	842	811	684	690
ENSG00000037757	MRI1	171	236	149	253	164	110	1464	1311	1198	1657	1591	1574
ENSG00000037897	METTL1	331	555	388	272	235	197	692	599	591	863	837	847
ENSG00000037965	HOXC8	0	0	0	0	0	0	45	35	40	21	27	27
ENSG00000038002	AGA	274	242	206	182	171	218	684	670	630	427	359	410
ENSG00000038210	PI4K2B	1645	1682	1515	1309	1059	1181	982	985	843	708	602	557
ENSG00000038219	BOD1L1	4009	4023	4575	4646	2518	2880	2194	2035	1852	1750	1673	1588
ENSG00000038274	MAT2B	706	825	984	734	328	647	3495	3171	2908	2878	2606	2577
ENSG00000038295	TLL1	11	3	18	0	1	0	0	0	0	0	0	0
ENSG00000038358	EDC4	274	383	224	380	176	216	2601	2354	2083	2262	2291	2107
ENSG00000038382	TRIO	7119	8144	6517	5051	3651	4780	873	824	714	637	607	563
ENSG00000038427	VCAN	10	17	32	36	11	13	4	7	5	1	3	3
ENSG00000038532	CLEC16A	4573	5643	5324	4595	3528	3212	1086	1028	893	878	864	900
ENSG00000038945	MSR1	8	30	17	10	6	1	1	1	0	2	1	0
ENSG00000039068	CDH1	8	23	66	11	17	10	0	0	0	0	0	0
ENSG00000039123	MTREX	5640	6460	5960	5273	3006	4185	3996	3533	3056	3784	3553	3415
ENSG00000039139	DNAH5	28	16	4	30	7	46	0	1	0	0	0	0
ENSG00000039319	ZFYVE16	113	146	63	44	31	55	867	781	735	527	431	460
ENSG00000039523	RIPOR1	104	228	123	127	91	151	354	353	303	372	376	340
ENSG00000039537	C6	4	1	28	34	1	0	0	0	0	0	0	0
ENSG00000039560	RAI14	2	0	0	0	9	1	17	14	17	17	17	22
ENSG00000039600	SOX30	0	0	2	1	0	0	0	0	0	0	0	0
ENSG00000039650	PNKP	133	298	73	142	151	21	665	585	577	516	551	458
ENSG00000039987	BEST2	16	0	0	0	0	11	0	0	0	0	0	1
ENSG00000040199	PHLPP2	176	196	192	110	214	236	42	42	46	56	55	43
ENSG00000040275	SPDL1	982	1182	939	721	428	460	1323	1186	1125	900	808	816
ENSG00000040341	STAU2	12652	16783	15204	11929	7737	8811	2725	2439	2219	1987	1773	1884
ENSG00000040487	SLC66A1	453	616	416	412	331	314	1116	921	891	1082	1014	940
ENSG00000040531	CTNS	271	342	430	245	216	215	488	428	393	449	443	442
ENSG00000040608	RTN4R	0	18	17	0	13	0	42	27	32	22	23	28
ENSG00000040633	PHF23	383	470	319	216	234	247	1646	1535	1348	1677	1512	1479
ENSG00000040731	CDH10	0	17	0	3	0	0	0	0	0	0	0	0
ENSG00000040933	INPP4A	3975	5040	3788	2976	2307	2980	1173	1109	966	1105	987	1025
ENSG00000041353	RAB27B	12	27	23	18	0	1	3	5	6	4	1	1
ENSG00000041357	PSMA4	2645	2924	2375	2175	1080	1527	7351	6540	6158	6501	6645	6146
ENSG00000041515	MYO16	139	70	97	105	31	52	0	1	1	0	0	0
ENSG00000041802	LSG1	1352	1151	959	890	546	788	1516	1411	1310	1691	1616	1568
ENSG00000041880	PARP3	124	84	79	44	96	28	415	352	396	320	344	313
ENSG00000041982	TNC	0	0	0	0	0	0	2	0	2	0	0	0
ENSG00000041988	THAP3	63	119	83	33	61	77	294	294	251	274	265	231
ENSG00000042062	RIPOR3	69	153	29	66	44	60	0	0	0	0	0	0
ENSG00000042088	TDP1	3480	4053	2731	2458	1467	2553	1351	1192	1132	976	1014	981
ENSG00000042286	AIFM2	104	137	188	205	84	178	360	344	308	405	377	365
ENSG00000042317	SPATA7	634	924	866	802	542	377	151	166	120	94	99	92
ENSG00000042429	MED17	82	37	51	22	32	33	828	753	716	836	793	747
ENSG00000042445	RETSAT	377	288	409	514	310	166	1719	1649	1427	1338	1253	1257
ENSG00000042493	CAPG	734	754	422	495	511	631	11008	10216	8965	10310	10437	10127
ENSG00000042753	AP2S1	501	414	307	393	275	221	3960	3606	3274	2896	2926	2848
ENSG00000042781	USH2A	118	90	118	34	4	46	0	0	0	0	0	0
ENSG00000042813	ZPBP	1	1	0	0	14	1	0	0	0	0	0	0
ENSG00000042832	TG	182	264	357	277	163	158	6	5	6	6	5	8
ENSG00000042980	ADAM28	8	29	0	12	0	0	118	116	120	120	106	70
ENSG00000043039	BARX2	0	0	4	0	0	0	0	0	0	0	0	0
ENSG00000043093	DCUN1D1	2292	1937	2352	1794	1038	1368	1185	1087	1085	1060	893	954
ENSG00000043143	JADE2	1064	1453	1204	788	491	865	1950	1729	1622	1544	1437	1394
ENSG00000043355	ZIC2	1013	1250	611	881	594	577	1605	1550	1298	1317	1249	1235
ENSG00000043462	LCP2	2777	3385	2541	1835	1451	1779	1692	1541	1389	1524	1368	1310
ENSG00000043514	TRIT1	1746	2124	1276	1554	960	1161	374	374	309	396	314	334
ENSG00000043591	ADRB1	24	87	102	44	71	85	254	270	238	274	304	256
ENSG00000044012	GUCA2B	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000044090	CUL7	55	51	28	49	23	46	1262	1119	1001	712	771	684
ENSG00000044115	CTNNA1	1981	2835	2302	2106	1470	1580	3072	2709	2493	2302	2073	2075
ENSG00000044446	PHKA2	1166	1570	1124	943	791	942	979	895	886	1051	1019	836
ENSG00000044459	CNTLN	4224	4421	3709	3335	2426	2624	519	466	419	334	278	332
ENSG00000044524	EPHA3	23	17	31	23	33	31	0	0	0	0	0	0
ENSG00000044574	HSPA5	4587	3917	4043	3407	2345	3335	14100	12440	11816	10093	9905	9682
ENSG00000046604	DSG2	499	411	407	240	198	250	1389	1344	1121	1283	1046	1023
ENSG00000046647	GEMIN8	531	515	432	322	309	407	311	320	300	306	254	274
ENSG00000046651	OFD1	1337	1327	1044	818	507	885	906	826	861	665	653	512
ENSG00000046653	GPM6B	90	78	132	23	35	39	2	2	3	2	0	2
ENSG00000046774	MAGEC2	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000046889	PREX2	6	1	21	8	11	20	0	0	0	0	0	1
ENSG00000047056	WDR37	2876	3418	3205	2443	1661	2083	1263	1163	1071	1160	1177	1060
ENSG00000047188	YTHDC2	3009	3470	4047	3140	2170	2473	1526	1401	1308	1162	1083	1006
ENSG00000047230	CTPS2	1037	1294	1130	673	515	831	421	391	377	386	386	325
ENSG00000047249	ATP6V1H	3907	4342	5092	4387	2894	2804	1520	1435	1316	1337	1215	1224
ENSG00000047315	POLR2B	3748	3442	3448	2770	1712	2673	5529	4989	4528	5459	5200	5076
ENSG00000047346	ATOSA	1605	1870	2478	1867	1411	1062	577	553	484	345	339	280
ENSG00000047365	ARAP2	2049	2208	1683	1343	1105	1185	384	387	343	305	284	245
ENSG00000047410	TPR	7727	7462	7385	6431	3564	5344	7465	6763	6149	5528	5280	5032
ENSG00000047457	CP	181	306	365	228	48	180	1	1	0	0	0	2
ENSG00000047578	KATNIP	1320	2100	1441	1538	1145	826	524	553	499	436	507	404
ENSG00000047579	DTNBP1	3056	3227	2399	1789	1455	2528	879	783	718	723	691	677
ENSG00000047597	XK	0	0	0	0	0	0	561	484	403	367	349	357
ENSG00000047617	ANO2	24	0	16	28	2	0	0	0	0	0	0	0
ENSG00000047621	C12orf4	2142	2378	1974	1937	1287	1357	856	815	708	612	604	563
ENSG00000047634	SCML1	0	0	1	0	0	1	0	0	0	0	0	0
ENSG00000047644	WWC3	1	0	0	9	30	0	9	8	4	4	6	8
ENSG00000047648	ARHGAP6	32	38	68	28	41	0	0	0	0	0	0	0
ENSG00000047662	FAM184B	253	349	272	284	177	277	3	5	5	4	10	4
ENSG00000047849	MAP4	5540	7973	5742	4352	3455	4287	3110	2903	2632	3234	3271	2939
ENSG00000047932	GOPC	2632	2689	2300	1890	968	1727	2680	2480	2368	2774	2535	2322
ENSG00000047936	ROS1	34	0	0	18	0	10	106	101	78	61	63	53
ENSG00000048028	USP28	277	293	286	176	103	191	298	258	270	215	157	160
ENSG00000048052	HDAC9	29768	33431	28052	22626	15927	20374	655	554	568	809	682	684
ENSG00000048140	TSPAN17	151	80	96	35	36	26	514	457	443	604	604	530
ENSG00000048162	NOP16	0	0	0	0	0	0	1346	1215	1140	2122	2094	1967
ENSG00000048342	CC2D2A	1334	1709	1176	1022	604	860	2	1	1	0	0	0
ENSG00000048392	RRM2B	2506	2382	6342	5420	3627	1952	5052	4405	4069	3390	2996	2743
ENSG00000048405	ZNF800	4108	4852	3878	3385	1831	2776	641	583	509	578	627	530
ENSG00000048462	TNFRSF17	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000048471	SNX29	2028	2435	3353	2664	2222	1761	656	561	531	368	373	313
ENSG00000048540	LMO3	0	0	0	0	0	4	0	0	1	0	0	0
ENSG00000048544	MRPS10	1554	1970	1849	1372	810	1124	3481	3019	2846	3073	2838	2762
ENSG00000048545	GUCA1A	6	0	0	0	0	0	0	0	0	0	0	0
ENSG00000048649	RSF1	6013	5846	5642	4453	3112	3798	1377	1261	1124	993	965	876
ENSG00000048707	VPS13D	3769	4397	4168	3502	2383	2420	1066	952	890	768	720	642
ENSG00000048740	CELF2	21143	27001	20876	17840	12100	14425	6145	5669	5200	4816	4603	4347
ENSG00000048828	FAM120A	8341	10582	7033	6906	4151	6131	5140	4764	4301	4761	4557	4265
ENSG00000048991	R3HDM1	9322	10547	8331	7312	4395	5913	1692	1601	1385	1591	1470	1439
ENSG00000049089	COL9A2	87	123	106	31	45	108	568	489	490	362	350	293
