gene_id,gene_name,ASHL_1,ASHL_2,ASHL_3,CTRL_1,CTRL_2,CTRL_3,CTRL_4,baseMean,log2FoldChange,lfcSE,pvalue,padj,sig (padj<=0.05 & |log2FC|>=0.263)
ENSG00000100804.19,PSMB5,1525.999,1789,2433,1571.001,1562.998,1608,1256.002,1477.743040890901,0.1669601237846708,0.04905352879568699,2.6940600624166314e-4,0.0013088223470932973,NS
ENSG00000269226.8,TMSB15C,199.023,259.579,243.008,285.295,259.253,360.258,314.478,235.86686689026791,-0.4065088583295129,0.15313255759888106,2.7394349949681464e-4,0.0013304072195293732,Down
ENSG00000033122.21,LRRC7,907,1243.002,1666.001,1429,1269,1268.001,1261,1216.6797103865404,-0.19590782986647698,0.059515935125920565,2.748090189248772e-4,0.001334150406014947,NS
ENSG00000126259.20,KIRREL2,401.999,283.001,526,667,680,737.999,447,465.24311951060855,-0.5585154690541296,0.23955383240148084,2.7665987325733874e-4,0.001342672993998646,Down
ENSG00000170624.14,SGCD,143,193,300,246,255,249,238,233.29507119051658,-0.3316784611418295,0.1179116423084561,2.7750905896332825e-4,0.001346330131338628,Down
ENSG00000034510.6,TMSB10,24679.999,29529.898,39825.999,30042.998,34185.999,31294,31298,20307.970775979527,-0.1733763713870746,0.05141668219786981,2.789584459737035e-4,0.0013522556179273962,NS
ENSG00000134049.6,IER3IP1,577.497,676.75,889.062,783.323,717.013,770.545,722.123,694.0131917172139,-0.20759533657014673,0.06406802159192582,2.7901171956742064e-4,0.0013522556179273962,NS
ENSG00000162496.9,DHRS3,22,22,30,58,48,55,25,37.165575820046534,-0.6713361777812469,0.3254509033942756,2.7901857873990243e-4,0.0013522556179273962,Down
ENSG00000171163.16,ZNF692,375.999,424.998,667,566.999,516.999,533,492.001,524.3569115306348,-0.2460011555919955,0.07979169835844736,2.7936685150524427e-4,0.0013534775988789862,NS
ENSG00000165304.8,MELK,58,49,95,133,100,115,73,75.52929530054024,-0.5674336447252546,0.2461836223491833,2.8131491034793393e-4,0.0013624467226654839,Down
ENSG00000114473.14,IQCG,422,467.002,594,362.001,375.001,368,330,369.5550409321585,0.25190588073419323,0.08242695089570817,2.8309856555157743e-4,0.001370613722283583,NS
ENSG00000131238.18,PPT1,1548,1881,2730.741,1687,1703.001,1649.001,1380.999,1758.498732655563,0.160350301441203,0.047032556432197226,2.8529870998332475e-4,0.0013807908346013165,NS
ENSG00000169895.6,SYAP1,982,1343,1697,1094,1108,980,880,1038.5628072805905,0.1995718614130164,0.061108131578300216,2.857961785686919e-4,0.0013827231608483205,NS
ENSG00000007516.15,BAIAP3,3840.002,4297.001,6005.002,3731.999,3617,3779.998,3535.001,3280.321687666993,0.17166318071631148,0.05092788875711653,2.8631406296900156e-4,0.0013847529002200525,NS
ENSG00000085721.13,RRN3,930.03,1091.978,1456.007,1204.072,1291.985,1210.348,1018.498,1114.9072386073926,-0.17619092972105654,0.05254365488108212,2.878512344104444e-4,0.001391709316368354,NS
ENSG00000198363.18,ASPH,1041,1329,1818.001,1142.999,1126.002,1130.001,936.999,1103.2948704970818,0.1699455019533061,0.05036893225840714,2.8902705249187995e-4,0.0013969144771826907,NS
ENSG00000197102.14,DYNC1H1,22843.001,26529.998,36830.001,25396.997,23679.002,23638,20989.997,24381.027887668948,0.11664338867317592,0.03315257258028232,2.896472674233591e-4,0.0013994316671425782,NS
ENSG00000185347.19,TEDC1,115.979,119,181.776,183.509,155.001,171.653,170.691,149.15402333673842,-0.36977055339696174,0.1364782475400609,2.924458542334133e-4,0.0014124683299321528,Down
ENSG00000163399.16,ATP1A1,5644,7126.001,9608.999,6136.009,6140,6105.001,5764,6205.594926807792,0.1202524441824618,0.03427999283493153,2.928910587672524e-4,0.0014141334761262503,NS
ENSG00000101298.15,SNPH,1923,2220.025,2956,1942.981,1797,1803,1843.001,1897.4620203314269,0.16931193517135162,0.050230489893743666,2.947714496549233e-4,0.0014227244565278249,NS
ENSG00000143970.18,ASXL2,565,672,868,583,489,551,423,530.754983198091,0.24564964015305285,0.08007752438348824,2.95641868117736e-4,0.0014264365528545596,NS
ENSG00000172432.19,GTPBP2,761.001,950.999,1210,793,758.979,747,690.001,790.3813849044994,0.18805390877253325,0.056979022715617736,2.9684480073455705e-4,0.0014317498970681153,NS
ENSG00000172757.13,CFL1,10390,12448,17504,13168,13017.001,13066.999,11731.998,11611.163567850965,-0.09711885219002007,0.027388231527372475,2.9791421322880753e-4,0.0014364158246741032,NS
ENSG00000121904.19,CSMD2,390.001,425.999,645.001,583.999,531.001,483.001,570.001,491.8383026826044,-0.2775993776643243,0.09418476802269678,2.981645652570391e-4,0.001437130747776054,Down
ENSG00000146858.8,ZC3HAV1L,35,49,64,24,22,28,11,30.604506962097037,0.657766889099978,0.3185417403885285,2.9829386722246407e-4,0.0014372619290297988,Up
ENSG00000164620.9,RELL2,738,861,1091.999,656.001,660,675.999,681,619.1727558529772,0.22114712400749048,0.06989410931640291,2.991423570795363e-4,0.0014408570801651699,NS
ENSG00000163808.17,KIF15,131,82,187,223,185,190,149,147.73774481356915,-0.48084446493788446,0.19483917074810975,3.0056173158744955e-4,0.0014471985701161772,Down
ENSG00000161298.19,ZNF382,677.961,945,1205,1017,1011.999,990.001,965.001,963.2825842550941,-0.22274075532636162,0.0705960005923471,3.0147136586985713e-4,0.0014510821743869123,NS
ENSG00000154124.6,OTULIN,427,469.999,674.001,409,366,417,331,394.79387659152263,0.2431655810832511,0.07920247636499772,3.0302726291700315e-4,0.001458072739100645,NS
ENSG00000213079.10,SCAF8,969.172,1052.754,1606.336,1413.924,1279.858,1188.521,1081.115,1182.1915133441182,-0.1892860423343721,0.057547399674743316,3.0362455728401175e-4,0.0014604476057402122,NS
ENSG00000162989.5,KCNJ3,98,104,150,165,152,144,126,123.86460747730104,-0.3833482755870247,0.14372624320559635,3.04567409429904e-4,0.0014644824307935853,Down
ENSG00000080603.17,SRCAP,1397.575,1351.853,1936.75,1804.134,1650.451,1719.908,1435.366,1472.4438915554415,-0.20874356035094638,0.06502862672116053,3.0472333441719035e-4,0.001464731930781708,NS
ENSG00000114270.18,COL7A1,378,389.002,645,559,560.001,532,580.001,539.7164430994917,-0.3441822963402426,0.12510019810631992,3.0700937239100157e-4,0.0014752167078132803,Down
ENSG00000141551.15,CSNK1D,4098.999,4651.001,6264.999,4450.999,4096.002,4020,3669.002,4413.346372699265,0.12726548611237054,0.036586671799610594,3.085848693783607e-4,0.0014822812609955444,NS
ENSG00000116667.15,C1orf21,1771,2121.999,2842,2290,2414,2166,2045.001,1966.3498249859124,-0.14905445324363994,0.043578121573215646,3.104245514967644e-4,0.0014906095704375667,NS
ENSG00000102974.16,CTCF,1045,1073.999,1495.001,1299,1283.999,1281.999,1133.001,1045.9947667958832,-0.1918788575458266,0.05865069662780627,3.1175292061019235e-4,0.0014964777938189218,NS
ENSG00000121966.8,CXCR4,1044,852,1315.999,1603,1473.999,1446,1138.999,1183.0592684491635,-0.41685045622186234,0.161013780112566,3.122340766933472e-4,0.0014982766072820842,Down
ENSG00000162976.13,SLC66A3,76.001,96.001,129,58.999,73,44,29,63.04498265967241,0.5549641410846319,0.24244566462652653,3.127361561664394e-4,0.0015001745630893698,Up
ENSG00000158104.11,HPD,114,81,117,59,40,71,43,67.9219068098223,0.5684029030839439,0.25204283317097875,3.151772239934083e-4,0.001511369256336238,Up
ENSG00000133135.14,RNF128,63,76,116,98,129,113,105,124.17627520105042,-0.4307411204311674,0.16848799976369971,3.1531851710787256e-4,0.001511492125740565,Down
ENSG00000188674.11,C2orf80,272,307.999,494,386,453.001,403,357,355.02456912738523,-0.28270016284745714,0.09703726062149683,3.154175627122509e-4,0.001511492125740565,Down
ENSG00000079459.14,FDFT1,3782,4551.001,6156.001,4868.001,4960,4610,4771.001,4427.234256891784,-0.15416771738943308,0.045341158372913234,3.1619827262098114e-4,0.0015147177544167381,NS
ENSG00000141027.23,NCOR1,2919.067,3548.999,4841.954,3206.929,3212,3065.931,2692.948,2813.5022763457005,0.12657460551779084,0.036447141958551275,3.169534281694971e-4,0.0015178188146933163,NS
ENSG00000138835.24,RGS3,903,1096.997,1463,937.999,916,846.001,841,917.1527559463988,0.18615210191509401,0.05660135467908113,3.1719133040239563e-4,0.0015184415983459122,NS
ENSG00000108518.8,PFN1,2778.999,3131,4674,2665,2855.001,3001.999,2442,2636.7194570485367,0.16744722893659864,0.04989566921836219,3.1790496494405943e-4,0.001521292485222367,NS
ENSG00000198018.7,ENTPD7,357.959,406,635,345,331,338,291,310.423502036255,0.2745893726177658,0.09345440669436156,3.180029678250889e-4,0.001521292485222367,Up
ENSG00000164080.14,RAD54L2,1622.76,1954.999,2554.93,1726.001,1677.799,1634.832,1430,1427.0117696668995,0.15506960449690355,0.045681816141434003,3.1948862163130203e-4,0.0015278805380255101,NS
ENSG00000183579.16,ZNRF3,595,626,986,523,518,618,415,657.6770536004983,0.27145899471105567,0.09209883533835829,3.1974628574817825e-4,0.001528593533802581,Up
ENSG00000137714.3,FDX1,322,382.963,535.957,299,299.9,322.87,251,305.962756580551,0.2668767599018618,0.09005078422089406,3.199217884923725e-4,0.0015289133944956254,Up
ENSG00000186635.16,ARAP1,293.001,301.999,493.998,405,384.464,431,372.242,364.6916862041116,-0.2614846451171203,0.08765192243321898,3.2004555001239823e-4,0.0015289858495502393,NS
ENSG00000099860.9,GADD45B,63,68,108,27,40,39,48,55.76760308735947,0.5797276123062464,0.2610866891872712,3.215928812026601e-4,0.0015358569112795969,Up
ENSG00000024048.11,UBR2,640,669,1058,858,816,853,757,769.7767302951715,-0.2059725111225511,0.06428504482173401,3.235036069600041e-4,0.001544458217154933,NS
ENSG00000168724.18,DNAJC21,761,959,1278.001,807.998,755.001,769.001,694,767.4245393559222,0.19874384272371098,0.06150161988783265,3.257705029756778e-4,0.0015542266727870443,NS
ENSG00000198945.8,L3MBTL3,299.012,352,507.001,417,439.999,488.999,362,413.9993087329045,-0.26717719791579575,0.09035167306635015,3.257557294601382e-4,0.0015542266727870443,Down
ENSG00000214046.9,SMIM7,507.891,572.246,857.212,671.842,711.387,673.908,666.137,592.6424715935458,-0.22078574686114708,0.07030721362683715,3.259716422783171e-4,0.0015546594687115267,NS
ENSG00000196428.13,TSC22D2,948.001,1106,1424.001,966,905,895,815.999,826.9876331500511,0.18351342650451208,0.05576631110146219,3.263463381779075e-4,0.001555919436236627,NS
ENSG00000168575.10,SLC20A2,693,836,1232.685,763.999,722,687.001,624.001,753.1862594247926,0.1911861544712483,0.05865273151107775,3.280793050935421e-4,0.0015636521788801555,NS
ENSG00000133935.7,ERG28,562,702,1018,785,862,761,797,708.4148506907894,-0.22330152113106708,0.07141612206533804,3.2935841971559043e-4,0.00156921732357895,NS
ENSG00000138698.15,RAP1GDS1,1864.999,2335.999,3153,1931.001,1982,2009.001,1860.001,2041.8304361097046,0.14434988876123392,0.04224044524417064,3.294980223186887e-4,0.0015693513722005474,NS
ENSG00000185519.9,FAM131C,475.528,564.695,782.982,417.73,481.036,429.95,425.275,453.376899179236,0.24786896692160457,0.08193003656072098,3.3077270370355003e-4,0.0015748897177687794,NS
ENSG00000196277.17,GRM7,675.001,838.999,1115.999,886,956.001,901.017,903.001,789.4924907469427,-0.2032090422613226,0.06334610096065925,3.31926836615748e-4,0.0015798505519652184,NS
ENSG00000185100.12,ADSS1,151,207.001,252,121,157,120.001,110,176.09862261817432,0.3911583619019064,0.149237286933526,3.3291918097849287e-4,0.0015840382389307876,Up
ENSG00000188026.13,RILPL1,601,894,1082,625,642,620,622.999,673.5970074593265,0.23273964696783417,0.07546744038420021,3.334682668585857e-4,0.0015861147733452798,NS
ENSG00000129596.5,CDO1,900,1017,1388,1132,1213,1152,988,995.2772566551721,-0.17508399992419257,0.0528172817915164,3.344895655191071e-4,0.0015904351884307698,NS
ENSG00000184164.15,CRELD2,699,810.001,1170,912.001,894.999,956.002,910,850.727917668206,-0.19365579370097066,0.059700086320958,3.350485736071135e-4,0.0015925553233675054,NS
ENSG00000110497.15,AMBRA1,1046.999,1217,1745,1469.999,1315.001,1346,1254.999,1099.6729593087553,-0.1695962588354675,0.05092267806925596,3.3906455666310513e-4,0.0016111002002226992,NS
ENSG00000104660.19,LEPROTL1,1553.461,1947.001,2546,1607,1698.999,1656,1368.998,1607.3792679174455,0.16117960340260604,0.04799171963960577,3.393686913999944e-4,0.0016120012841499734,NS
ENSG00000003137.9,CYP26B1,587,659,650,1215,977.999,720,834,803.4038815234011,-0.4955128527453217,0.20739574983209408,3.398162821790231e-4,0.0016135829466436646,Down
ENSG00000110321.19,EIF4G2,23533,28564.001,40719,29793.002,30377.001,29422.999,27147.002,24760.677438766917,-0.09415834690655404,0.02678294694094199,3.399449347548749e-4,0.0016136496076918016,NS
ENSG00000143126.8,CELSR2,5309,5704,8369.999,5791,5034,5124,4329,5517.2174690507,0.16359433153014843,0.0488345477497095,3.400924697349236e-4,0.0016138058245358914,NS
ENSG00000239264.9,TXNDC5,1082.48,1286,1803,1037.533,1188,1062.358,991.473,1028.1702276132708,0.17992431198401354,0.05465995914748461,3.409998240773088e-4,0.0016175662140109268,NS
ENSG00000136531.19,SCN2A,3236.827,3820.452,5167.438,4041.373,4238.417,4126.791,3747.828,4090.0815977923294,-0.14718663514448363,0.04329441323405531,3.412840844937543e-4,0.0016183693585677219,NS
ENSG00000164209.17,SLC25A46,1693,1948.999,2853,1665,1816,1757.001,1517,1769.7006997020148,0.16354094883201442,0.048838569942331045,3.4197256832542655e-4,0.001621088144597199,NS
ENSG00000091513.16,TF,48,59,93,96,104.834,83.817,79,83.23956907456149,-0.46359457029623263,0.1887748940233082,3.4316274260791504e-4,0.0016261825153742295,Down
ENSG00000213983.12,AP1G2,411.001,447,748.999,664.999,704,620.001,765,638.5121759822136,-0.42289406345422653,0.16635383885681312,3.443288936539841e-4,0.0016311596546953037,Down
ENSG00000142303.14,ADAMTS10,874,1020,1360.999,1206,1193.001,1066,1166,1017.610565542341,-0.2269704556930127,0.07326772700636336,3.448964412527199e-4,0.0016332986869818512,NS
ENSG00000196976.8,LAGE3,431,475,636,349,413,381,339,411.3426177670019,0.2548368475032897,0.08536315517855157,3.4533346740436057e-4,0.0016348183885628758,NS
ENSG00000254087.8,LYN,22,34,60.001,17,15,14,8,18.692282498455228,0.7161755606437064,0.40141409803043876,3.467951307005639e-4,0.0016411860992044504,Up
ENSG00000029534.22,ANK1,550.002,762,876,567,514.998,557,496.999,503.7591020819046,0.2386271546104683,0.07830338996979763,3.4761857450732957e-4,0.0016445302118577596,NS
ENSG00000233757.7,ZNF892,309,374,491.682,509,451,379,396,415.62561749313244,-0.26352386681395734,0.089345635737383855,3.490013902786294e-4,0.0016505174920164,Down
ENSG00000119912.18,IDE,349,427,613,351,336,337,302.001,346.67373056229997,0.25274213115884275,0.08460967599563483,3.525339119956758e-4,0.0016666638505665275,NS
ENSG00000100221.11,JOSD1,1479.001,1864.999,2386.999,1552,1494,1505.001,1401,1371.1941851230167,0.17008127697725944,0.051271740159029196,3.5318578494691053e-4,0.0016691851850512097,NS
ENSG00000084623.12,EIF3I,1534.999,1869.999,2589.999,1629,1660.001,1621.001,1434.921,1515.3854823634745,0.14502741250461368,0.042707862283496406,3.538514104227094e-4,0.00167176980112125,NS
ENSG00000110057.9,UNC93B1,50.948,61,88.933,91.94,81.999,114.163,88,79.59285416390118,-0.48247938037622196,0.20105257463876103,3.5652507418375544e-4,0.0016838364707927184,Down
ENSG00000089159.17,PXN,675,715.001,1095,624,658,614.001,585,608.0325458347384,0.2081694581193253,0.06575849316616571,3.575779638677236e-4,0.0016882428414801076,NS
ENSG00000183978.8,COA3,605,695,1008,824,857,821,688,610.5388867904137,-0.19900454106274948,0.06213173759427951,3.58143139957735e-4,0.0016903443739406474,NS
ENSG00000115652.15,UXS1,369,480.999,670,558,521.002,554.001,507,548.0819733536534,-0.2222921687952782,0.07158273641833969,3.5904875726460583e-4,0.0016934832340128594,NS
ENSG00000160867.15,FGFR4,56,58,80.001,97,78.001,91,94.001,84.26234758291741,-0.47092485882157364,0.1943708260823117,3.5899863884546277e-4,0.0016934832340128594,Down
ENSG00000162599.18,NFIA,179.999,215.001,301.999,274.999,259,309,224,275.8932186453483,-0.30227405510377836,0.10751054939968319,3.600373728300456e-4,0.0016975774186450809,Down
ENSG00000232112.3,TMA7,1555.982,1762.853,2550.905,1826.597,2202.874,2041.983,1915.954,1877.4554736707548,-0.18449651642684642,0.05662334626612264,3.607498841595725e-4,0.0017003674653775095,NS
ENSG00000154059.11,IMPACT,744,925,1306,770,736.001,819.999,655,797.6634706494846,0.20296034514703803,0.06380395936594727,3.6524780251542165e-4,0.0017209919048241707,NS
ENSG00000176022.7,B3GALT6,1136,1207,1661,1072,1043.011,1049,936,931.2694225900498,0.18998019346694256,0.058772021448944695,3.6641301379397253e-4,0.001725904590567193,NS
ENSG00000180979.10,LRRC57,440.526,586.854,843.533,490.411,470.688,431,424.889,507.7511749627835,0.23132825882705693,0.07556520009165808,3.6683600734148527e-4,0.0017273191128296893,NS
ENSG00000126870.16,DYNC2I1,445,508.999,713.977,624,588,586,547,546.8595120433537,-0.21566116824211348,0.0689775280307385,3.6717274857859324e-4,0.0017283266891467786,NS
ENSG00000144029.14,MRPS5,954.892,1176,1544.72,1318.635,1222.61,1265.684,1223.814,1181.2101704214272,-0.18748260742048534,0.057850665986998055,3.6829234366594774e-4,0.0017330173484200796,NS
ENSG00000160211.20,G6PD,653.999,691,999.001,565,525,600,513,477.10768324086683,0.2742280512559348,0.09474218179163746,3.6860642787463487e-4,0.0017339157694777764,Up
ENSG00000114405.11,CEP15,750,873.001,1215,999.999,948.999,1013,916.999,924.1637263448237,-0.18666260282447417,0.05756118476910372,3.697448684753029e-4,0.001738690047850297,NS
ENSG00000127863.16,TNFRSF19,348,397,611,361,288,340.001,248,333.5542744725801,0.2978738430447516,0.10581270749654764,3.714094108627905e-4,0.0017459342556050844,Up
ENSG00000100522.10,GNPNAT1,451.999,519.001,728,442,429,454,325,454.8244555229112,0.24120566719534808,0.07995684241203814,0.00037189480837229656,0.0017473697746507864,NS
ENSG00000115216.14,NRBP1,1770.999,2087,2721,1816,1707,1684,1682.999,1718.1562815405982,0.1624186406338095,0.04879372970027274,3.719630097754391e-4,0.0017473697746507864,NS
ENSG00000101542.10,CDH20,200,179,370,318,299,333,254,240.80884100295827,-0.36078481205372215,0.1361637525451359,3.735883288557927e-4,0.0017544196404138445,Down
ENSG00000153815.18,CMIP,6435,7696,10291,7030.001,6413.999,6543,6320,6629.722106036104,0.12694640237801832,0.03705028217289459,3.7491161463511533e-4,0.0017600468897791893,NS
ENSG00000114021.12,NIT2,240.999,280.999,398.999,322,371,347.999,314,333.055546803629,-0.26342560809828575,0.0899783825965418,3.753761089516182e-4,0.0017616400793099441,Down
ENSG00000127452.9,FBXL12,124,164.999,253,245,219.001,202,190.001,171.13849379291145,-0.3404046924391353,0.12644285490815182,3.802018084618078e-4,0.0017836925229369517,Down
ENSG00000259529.2,ENSG00000259529,67.325,133.054,208.365,212.371,161.089,155.791,214.451,162.61515964404649,-0.4858588005163063,0.20539047272589256,3.820119054678153e-4,0.0017915874807066527,Down
ENSG00000260729.1,ENSG00000260729,180.423,241.863,311.05,345.942,296.853,246.836,303.693,257.91783661079114,-0.36288493109195863,0.13768163976207912,3.841357386499327e-4,0.0018009480734107234,Down
ENSG00000177868.12,SVBP,475,524,727,620,705,587,557,560.7236395113956,-0.2301833360115704,0.07546260404610132,3.866016777935285e-4,0.001811905799485715,NS
ENSG00000163964.18,PIGX,769.95,1015.949,1355.814,781.999,822,857.999,679.999,763.1481069321535,0.20604140317056652,0.06538520794689902,3.870285090025551e-4,0.0018124163572515288,NS
ENSG00000164889.15,SLC4A2,809,760,1297.002,795.001,648,734,549.999,766.8331656309241,0.25861377184298767,0.08807646294701015,3.8709680987679147e-4,0.0018124163572515288,NS
ENSG00000175643.10,RMI2,53,38,73,79,93,85,66,68.316123066254,-0.5121504789297168,0.22266917433046202,3.8697449414640863e-4,0.0018124163572515288,Down
ENSG00000076356.7,PLXNA2,5812,6653,8989.494,7214.999,7205.792,6857,6584,6711.073880116084,-0.12410323782666592,0.036246263192137015,3.8740206575284736e-4,0.0018132425810287029,NS
ENSG00000261796.1,ISY1-RAB43,288.386,370.141,381.003,556.061,468.268,317.4,446.612,334.4405594384702,-0.3935041748256568,0.1535662845081997,3.898380775197313e-4,0.0018240379838485533,Down
ENSG00000197457.10,STMN3,8893,10527,13985,11055,10856,10700,10361,9787.482748350507,-0.11380237603974906,0.03304776666791595,3.906388577881369e-4,0.0018271775677073689,NS
ENSG00000132872.12,SYT4,7929,9928,13554,8511,8925,8710,7783,9272.733542271038,0.11879867740594367,0.03462402709336528,3.937315684959175e-4,0.0018410318010142887,NS
ENSG00000173611.18,SCAI,701.184,974,1205.094,1069.999,1120.999,1002.999,876.824,1003.9421579965094,-0.21983043062754248,0.0711930297409684,3.9426468415572574e-4,0.0018429125126920528,NS
ENSG00000175548.9,ALG10B,353.774,436.86,596.469,375.536,350.151,328.078,279.809,351.1142609737281,0.24857570266030996,0.08373068456370232,3.952206374194292e-4,0.0018467677909817935,NS
ENSG00000140931.20,CMTM3,216.001,240.999,425.998,213.998,188.001,187,165,188.9894822916634,0.35059332870257326,0.1321124389966274,3.967589756674679e-4,0.001853340948381646,Up
ENSG00000115353.11,TACR1,173,205,294,235,298,271,268,228.29476912124565,-0.3449738505079505,0.12939079600806153,3.9812101829321767e-4,0.001859086506318478,Down
ENSG00000085978.22,ATG16L1,749,874.998,1300.999,755,746,775,682.998,768.0032991699728,0.19144507714650158,0.05978235277429986,3.983667683700294e-4,0.0018596172851066458,NS
ENSG00000143612.21,C1orf43,2674.001,3303,4318.001,2829.001,2899.999,2858.999,2425,2852.8538459622123,0.13695943777866468,0.04048016102603382,4.0057547384599995e-4,0.0018693079536883767,NS
ENSG00000006704.11,GTF2IRD1,656.001,789.999,1064.999,968.001,826,850,825.999,782.5636865951084,-0.19726150635973055,0.06209317696194942,4.0113073011970594e-4,0.001870715475587006,NS
ENSG00000139190.17,VAMP1,242,339,453,386,383,376.001,408.001,359.8317596941893,-0.29018324181265515,0.10308079140528945,4.0114283832638477e-4,0.001870715475587006,Down
ENSG00000123636.19,BAZ2B,1362.999,1662.001,2247.001,1860.001,1872,1650.14,1641.003,1840.0114931535,-0.15786636492649386,0.04753709896144536,4.0296071159922193e-4,0.0018785708141077636,NS
ENSG00000166016.6,ABTB2,267,317,434,266,268,224,193,279.72571941315084,0.27929764848425964,0.09805376454103751,4.0445332675315354e-4,0.0018849051265665833,Up
ENSG00000128512.24,DOCK4,628,684,922,846.999,810,807.999,657.999,707.6114794895338,-0.20265854691139037,0.06430479371271475,4.0541237999591946e-4,0.0018887494698750992,NS
ENSG00000136628.18,EPRS1,2579,3056.001,4267,2726,2883.001,2663,2331,2728.5180003318387,0.13259870055819292,0.03910862052192816,4.064011726198341e-4,0.0018927297748311757,NS
ENSG00000169223.16,LMAN2,1360,1591.001,2201.001,1426,1386.001,1422,1112,1127.139448585529,0.1712115478825839,0.05231326796977804,4.0710021827978084e-4,0.0018953584567331463,NS
ENSG00000100379.18,KCTD17,949,1108.999,1550.999,938,898.001,947,918.001,898.35225966502,0.1796741500605019,0.05542730371568561,4.0733213860675313e-4,0.00189581129898991,NS
ENSG00000183117.20,CSMD1,266,296.001,437.001,390,363,371,344,341.5161874173099,-0.26191712923835864,0.09007037715675982,4.07716056195261e-4,0.0018969710360783475,NS
ENSG00000117602.13,RCAN3,1415,2108,2566.999,1592,1535.001,1503,1456,1506.5897785386599,0.2048942994003211,0.065261132584594,4.0903124457128555e-4,0.0019024614774757612,NS
ENSG00000177628.16,GBA1,683.864,781.224,1145.586,681.311,648.686,654.766,644.005,628.1978149233115,0.1974575094632115,0.06230306281932733,4.104487859334116e-4,0.0019084241932485143,NS
ENSG00000107816.17,LZTS2,848,907,1268.999,1103,1015,1050.999,951,997.7206585334612,-0.1785318743630946,0.0550632460592679,4.124398654443548e-4,0.0019170488166362074,NS
ENSG00000119408.17,NEK6,552,681,992,587,513,592,443,466.8071739284469,0.2457980808765103,0.0828591276931544,4.1288904267129136e-4,0.0019185032448082876,NS
ENSG00000066933.17,MYO9A,1657.002,2085,2794.001,1743.001,1780,1742,1626.998,1637.5279409007774,0.14882886861019745,0.04454612958996322,4.141929214148158e-4,0.0019239268032329895,NS
ENSG00000256043.5,CTSO,83,120.001,212,83,89,80,61.001,97.51975942786167,0.44840010764941785,0.18545750009413475,4.1608426454534976e-4,0.001932074657168199,Up
ENSG00000095596.12,CYP26A1,79.509,62.167,117.74,190.35,111,151.999,103.198,84.5969016021258,-0.5628687087905808,0.2620317170904645,4.1622345163607106e-4,0.0019320837374164998,Down
ENSG00000011405.14,PIK3C2A,890,1024,1486,969,865,880.999,774,953.472197254702,0.17947568054707438,0.055463913771062974,4.1653870052927634e-4,0.0019329098103993679,NS
ENSG00000183826.19,BTBD9,1143,1314,1862,1548,1481.999,1379,1396,1198.008065252313,-0.16880257789203412,0.05155044738481088,4.169094930611768e-4,0.001933992999277861,NS
ENSG00000125347.15,IRF1,46,57,55.999,31.001,21.001,29,17.999,33.592766046122996,0.6049968150406616,0.2968825508705045,4.185475502960593e-4,0.0019409522268175952,Up
ENSG00000132467.4,UTP3,526,615,830,677,713,691,654,604.5553293860065,-0.20078042328531526,0.06375124833538443,4.1916932095318796e-4,0.0019431955448468664,NS
ENSG00000169047.6,IRS1,1381,1740,2286,1482,1443,1526,1188,1459.867803573053,0.16511416295836448,0.05025562863641406,4.195327988710911e-4,0.0019436006170799906,NS
ENSG00000197921.6,HES5,163,129,236,399,324,246,244,218.07612201131468,-0.6024917101026764,0.29484275066463533,4.194665924964485e-4,0.0019436006170799906,Down
ENSG00000088538.13,DOCK3,2686,3232,4310,2935,2708,2703,2547,2644.7284385285993,0.1408773663916913,0.04193107646593708,4.199984888559615e-4,0.0019451180015141716,NS
ENSG00000133216.17,EPHB2,3503.001,3820.78,5229,3761,3264,3021.999,2743,3093.274196849023,0.19759335379980625,0.06249586198408265,0.00042037894293891473,0.001946239769035508,NS
ENSG00000160216.21,AGPAT3,1457,1788,2389.999,1920,1940,1827.001,1718,1476.2236963105972,-0.141660762107647,0.042200515411114414,4.2110814209029077e-4,0.0019489748627512177,NS
ENSG00000100823.12,APEX1,2084,2285.998,3059.999,2698,2520.001,2471,2217,2227.847347629608,-0.15030904187803704,0.04515049578173594,4.254350172418971e-4,0.0019673251752531525,NS
ENSG00000175782.11,SLC35E3,538,691,880.001,739,808.001,717,705,689.5437668920906,-0.21573152073435276,0.0699913050497561,4.2549223372724266e-4,0.0019673251752531525,NS
ENSG00000185088.14,RPS27L,1076.999,1306,1907,1091.001,1138,1191.001,947.001,1237.088139965791,0.18440197636851577,0.05742808328639506,4.25303979840877e-4,0.0019673251752531525,NS
ENSG00000172167.8,MTBP,73,61,107,117,124,107,85,91.18544673484772,-0.44002492909597857,0.1812418108678023,4.261324513081008e-4,0.001969638470770437,Down
ENSG00000160801.14,PTH1R,42,42,49,14,11,14,28,26.68828784281146,0.6839444888648158,0.386120065595583,4.276109789926009e-4,0.001975823752293019,Up
ENSG00000213626.13,LBH,4260,5066,6672,4596.999,4396.999,4418,4060,3841.615199204887,0.11232393241879012,0.03282982098899064,4.283529833756906e-4,0.0019786029045099564,NS
ENSG00000189241.8,TSPYL1,2728,3325.906,4546.892,3499.713,3565,3467,3285.897,3201.7309358571824,-0.13444077166956372,0.03988145947062908,4.287918795274849e-4,0.0019799806073687964,NS
