gene_id,gene_name,CHD3_1,CHD3_2,CHD3_3,CHD3_4,CTRL_1,CTRL_2,CTRL_3,CTRL_4,baseMean,log2FoldChange,lfcSE,pvalue,padj,sig (padj<=0.05 & |log2FC|>=0.263)
ENSG00000185670.9,ZBTB3,117,80,98,113,110,109,90,81,93.16467100384706,0.16002062589821608,0.1308233622451016,0.11550243338095298,0.19171878797104894,NS
ENSG00000244462.8,RBM12,2182.863,1819.22,2105.655,2042.07,2622.903,2526.295,2391.846,2070.335,2248.1963391315944,-0.05624581510477618,0.039234359296284806,0.11550000733872337,0.19171878797104894,NS
ENSG00000255072.2,PIGY,535.79,468.836,518.138,528.776,546.659,549.863,602.19,452.073,542.6162966667939,0.09503106474306937,0.06698671972338908,0.11554247256487862,0.1917626395427238,NS
ENSG00000109381.21,ELF2,652,532.112,592.999,637.999,817.999,746,680,676,672.6506860975032,-0.08755165047167947,0.061365697203835536,0.11565332536385181,0.1919239943184429,NS
ENSG00000174948.6,GPR149,103,102.268,114,138,113,110,113,105.818,109.77220927840281,0.15449800642347505,0.12372498236727224,0.11578192809742519,0.1921147631919445,NS
ENSG00000167311.14,ART5,12,9,10,9,21,20,14,14,13.905147215197719,-0.2019097584178854,0.253861451336198,0.11584821327795648,0.19220209695266902,NS
ENSG00000142185.18,TRPM2,38,46,40,51,59.046,62,66,62,50.53848099931485,-0.18277509574193668,0.16943985421726482,0.11587015681076446,0.19221585221382737,NS
ENSG00000158014.15,SLC30A2,8,12,6,13,11,25,16,17,17.364084923636444,-0.2012205403525136,0.26090610986553864,0.11591348291237784,0.19226507138588214,NS
ENSG00000130032.17,PRRG3,30,36,32,29,55,40,42,47.001,44.71442597436115,-0.18701007481947954,0.17919373165993072,0.11601446037232242,0.19240989369559752,NS
ENSG00000167315.18,ACAA2,234.971,189.905,231.001,273.926,317.818,297.979,311.956,251,295.5469070946574,-0.13005750854392203,0.09700207761775832,0.11613538620234384,0.19258776234897515,NS
ENSG00000156050.10,FAM161B,730,677.941,667.944,663.931,769.769,759.001,697,673,702.8074687815442,0.08512179186114001,0.05965912263348421,0.1161546976030149,0.1925971013488219,NS
ENSG00000075240.17,GRAMD4,1057.999,900.001,987,1003,1208,1136,1202.999,1161,1115.746111492935,-0.07306680511593329,0.05096299573719464,0.11619315803530876,0.19263818558397458,NS
ENSG00000083896.13,YTHDC1,1916.001,1697,1954,1918.999,2175,2129.999,2001,1789.999,1869.0234374878812,0.058607658296189115,0.040927406412932535,0.1162534797120608,0.19271549992536255,NS
ENSG00000141428.17,C18orf21,177.303,168.001,206.657,169.726,196.787,187.987,194.464,145.763,190.6046489713061,0.13306724602404957,0.10004038471735908,0.11636883811432971,0.19288402069833388,NS
ENSG00000131148.9,EMC8,433.999,340.001,387.001,370.999,430,389.001,402,347,389.58511517629836,0.11612673498056987,0.08435291670836202,0.11643112715361022,0.1929645484632935,NS
ENSG00000130590.14,SAMD10,488,456,504,486,631,585,555,575,605.498883495618,-0.09073338460279845,0.06390465705983746,0.11647440053638235,0.193013545804111,NS
ENSG00000198759.12,EGFL6,99,113,109,108,107,116,114,72,111.95842112591441,0.16447709996787174,0.13793229391562298,0.11667861040213819,0.1933291933449104,NS
ENSG00000130950.15,NUTM2F,47.279,32.146,30.198,49.95,34.456,26.941,30.395,39.575,32.92079407264334,0.19667114395590476,0.20970892365905175,0.11671856019501387,0.1933726299112262,NS
ENSG00000266967.7,AARSD1,524.188,465.635,520.898,527.256,661.612,629.468,685.636,507.301,586.4518420846034,-0.0934703929814048,0.06603987519021204,0.11675281510247557,0.1934066224059011,NS
ENSG00000143756.12,FBXO28,614.999,454,565,522,602,588,573,500,590.92945006342,0.09114711164884887,0.06431396777675909,0.11696766054265492,0.19371693833431816,NS
ENSG00000148187.18,MRRF,355.001,277,272,317,332.999,322.001,300,297.002,314.0302409181914,0.11382823140818842,0.08252015204005908,0.11696754661064478,0.19371693833431816,NS
ENSG00000164220.7,F2RL2,15,13,11,18,15,8,10,10,18.91158378643912,0.2012567320399203,0.24825524121991238,0.11702300112471303,0.1937841519349101,NS
ENSG00000270011.9,ZNF559-ZNF177,108.269,82.893,92.717,79.003,130.305,120.772,109.559,120.162,103.26585135920946,-0.15759707633274736,0.12847393016753944,0.11703577270420774,0.1937841519349101,NS
ENSG00000112624.14,BICRAL,600,555,578,613,624,557,639,626,582.707773287886,0.09777381806808728,0.06944443578578108,0.11712164072341975,0.1939035253698291,NS
ENSG00000184887.14,BTBD6,1239.001,1164,1229,1275,1410.999,1315,1309,1236.999,1354.8040637937422,0.06650967919930399,0.04649358368252137,0.11716757431345541,0.19395676411042195,NS
ENSG00000197933.13,ZNF823,86,62,86,101,94,87,81,52,86.4840935880398,0.1690294551512396,0.14535040371083358,0.11719562200210926,0.19398038586500072,NS
ENSG00000152137.8,HSPB8,48,56,65,64,65,39,51,55,64.0135991486447,0.1812877995599664,0.16782011098585276,0.11721862021360292,0.19399564523184618,NS
ENSG00000138942.17,RNF185,773,673,828,802,1012.001,873,921,897.999,862.7993766408974,-0.08392181844120634,0.05897968561846773,0.11730925943934041,0.19412283305670824,NS
ENSG00000243709.1,LEFTY1,39.436,30.877,13.1,30.482,17.183,18.165,19.693,30.658,23.288656233711794,0.2009504099372999,0.24201082369634586,0.11735324736850467,0.19417280170421639,NS
ENSG00000196792.12,STRN3,529,450,526,496.001,507,557,551.001,478,505.8717887407208,0.09540497211482243,0.06766310529521742,0.11740886797329912,0.19423606071084765,NS
ENSG00000215126.12,ZNG1F,258.061,164.37,193.772,197.654,191.743,194.391,197.262,213.897,202.74359958485255,0.1433382950498323,0.11128447153010264,0.11742206182151749,0.19423606071084765,NS
ENSG00000242689.3,CNTF,16.586,15.084,12,20,12,9,15,12,15.133448747077471,0.2009372179543248,0.24967739605806744,0.11743286801411572,0.19423606071084765,NS
ENSG00000116133.13,DHCR24,3156,2570,3008.999,2928.001,3424,3186.999,3099.001,2970,3499.0933196221777,0.04913026455653645,0.03463238370862233,0.11747957886326325,0.1942904958082795,NS
ENSG00000126106.14,TMEM53,207,171.001,199,232.001,234.001,261,271.001,251.001,242.76821686877486,-0.12534649943500423,0.09298102727811489,0.11749370379561008,0.1942910330911903,NS
ENSG00000001167.15,NFYA,721,667.964,740,700.962,918.998,876.975,881,742,773.0211000378445,-0.08410326462140756,0.05915487133527986,0.11754408288868554,0.19435151415029991,NS
ENSG00000180481.11,GLIPR1L2,20,15,20,22,10,21,14,14.001,16.402656789683657,0.2007577308382409,0.2416299830648083,0.11761074403887149,0.19443889916900794,NS
ENSG00000214050.8,FBXO16,113.962,100.734,101.232,85.726,139.373,124.94,141.103,120.327,125.54593314838529,-0.14847447141219805,0.11732005337428718,0.11767609584772012,0.1945240992650055,NS
ENSG00000073969.19,NSF,4368.999,4105,4260,4236.154,4641,4693,4644.079,4416,4426.006702277283,0.055015661810500355,0.03864792871317354,0.11776472095188545,0.194647746687203,NS
ENSG00000171992.13,SYNPO,383.001,299,354.001,363,436,419.001,427.999,430,410.2449276985821,-0.10266897195576544,0.07347833760852017,0.11780781641664234,0.19469612012324305,NS
ENSG00000081059.20,TCF7,34,14,37,30,42,48.001,48,33,36.761210145915214,-0.19238207600865556,0.19685788909917357,0.11786125544413997,0.19476157457723553,NS
ENSG00000169826.8,CSGALNACT2,674,648,697,648,720,733,724,652,716.4281466199752,0.08191054540051289,0.05761574491462887,0.11797055480630483,0.1949193100713491,NS
ENSG00000100060.18,MFNG,23,18,24,24,19,17,25,7,17.208970175384685,0.2005673186459772,0.24590478120822773,0.11801329467868042,0.19496704714634377,NS
ENSG00000108666.11,C17orf75,881.999,732.001,777,801,858,890,896,757,862.1216008040457,0.07573517203318306,0.05314715414044836,0.11804512232970438,0.19496960487784418,NS
ENSG00000197771.13,MCMBP,861,684,845,836.001,894.001,944.999,856,717.999,852.042619924658,0.08395760553632846,0.05913752727041699,0.11805638764000437,0.19496960487784418,NS
ENSG00000243943.10,ZNF512,2469,2105.018,2478.447,2305.001,2682.001,2601,2543.999,2349.566,2595.7915517880224,0.04955398716612193,0.0349729939601328,0.11804382366328733,0.19496960487784418,NS
ENSG00000121690.11,DEPDC7,22,15,17.999,13,15,10,11,16,18.49998243033349,0.20040533747561357,0.2416471152174219,0.11812142106376776,0.1950541270416123,NS
ENSG00000176595.4,KBTBD11,2454,2116,2337,2304,2882,2799,2651,2476,2470.9605884737007,-0.05055897566250983,0.03566280109395297,0.11815029571688641,0.1950560522277256,NS
ENSG00000196116.8,TDRD7,300,253,327,305,311,295,315,290,303.3088733263779,0.11610049594027337,0.08481684028080551,0.11814828118836768,0.1950560522277256,NS
ENSG00000240857.2,RDH14,272,198,245,249,264,249,255,215,254.3533563093886,0.11838493587675597,0.086841859629781,0.11817917081736073,0.19508084721979385,NS
ENSG00000188021.9,UBQLN2,1899,1774,1881,1927,2241,2331,2199,2106,2046.0820557124387,-0.06467345377099883,0.04535133142541856,0.11821520897576013,0.19511745922271123,NS
ENSG00000105472.14,CLEC11A,147,161,193,201,172,180,171,172,181.5870029832805,0.14068730176178415,0.10876765285758631,0.11835971551019692,0.19533307169945638,NS
ENSG00000260007.3,ENSG00000260007,78.487,77.621,74.736,81.446,85.202,62.645,51.54,77.298,70.16248244487095,0.18432646171331424,0.17594081700531441,0.11839759612462857,0.19537268586950837,NS
ENSG00000263620.1,ENSG00000263620,739.955,778.372,798.326,850.902,961.095,873.686,1047.149,1044.86,869.0166927949845,-0.11309340085912203,0.08228531796369613,0.11841932312621725,0.19538563814531967,NS
ENSG00000071794.16,HLTF,1605,1442.001,1556,1573,1789,1797,1651.999,1424.999,1686.3433840937494,0.06290822516133346,0.0441696462620228,0.11857718970656204,0.1956231841901438,NS
ENSG00000104808.8,DHDH,48,43,42,32,42,34,35,33,34.94094957112136,0.18838293244758472,0.18649581918155428,0.1186604485369799,0.19573760456381256,NS
ENSG00000174652.20,ZNF266,315,224,303,308.001,388,376.001,353.001,311,326.8716734733996,-0.11431213752311399,0.08344519974780963,0.11881488415086472,0.1959693947938173,NS
ENSG00000163617.11,CCDC191,279,247,271.999,231,340,344,328,268.001,303.80060786962997,-0.1130017263386295,0.08234690616484379,0.11893764176251242,0.19614888817786252,NS
ENSG00000154447.15,SH3RF1,551,492,569,518,688,660,649,576,603.9529733328733,-0.08516282921462133,0.060247702054221225,0.11927067824032292,0.1966750853766112,NS
ENSG00000188219.16,POTEE,42.345,20.97,22.222,18.872,31.009,18.586,16.699,13.73,23.62926365732054,0.19922755697361957,0.23696852205184205,0.11949197032911778,0.1970169165316371,NS
ENSG00000174799.12,CEP135,141,107.999,151,140,217,170,162,152,164.9200949436446,-0.14516716667595342,0.11431715131828045,0.11951561619443357,0.19703282908681855,NS
ENSG00000145191.15,EIF2B5,797.001,664.999,719,711,924,850,869,822.997,814.1123480394828,-0.07775927065790399,0.054853257090992195,0.11959332526663552,0.19711477715159934,NS
ENSG00000204852.17,TCTN1,618.999,526.001,578.999,541.999,641,635.998,586.999,530.999,630.4739356070737,0.085395325206399475,0.06047785770598114,0.11958642612986803,0.19711477715159934,NS
ENSG00000168701.19,TMEM208,488,398,463.001,451.999,530,479,463.999,414.999,467.0459159550668,0.09371171421802864,0.0668211334358709,0.11968622058787239,0.19722171110213663,NS
ENSG00000177989.14,CIMAP1B,11,13,22,15.635,14,11.376,11.211,10.001,15.499141575491063,0.1991232179656293,0.2541731596444965,0.11967291816403683,0.19722171110213663,NS
ENSG00000148826.9,NKX6-2,18,5,27,15,30,32,25,18,27.97379902623076,-0.19871191291881254,0.2337607655500163,0.11988741334611837,0.19753012200117034,NS
ENSG00000130305.17,NSUN5,488.141,428.075,476.521,431.88,567.135,553.111,573.654,520.936,544.3576300573511,-0.0911748341883224,0.06499422266525147,0.12033379613720613,0.19824239595316231,NS
ENSG00000149782.13,PLCB3,336,348,380,337,403,319,377,338,368.0596008224492,0.1156347329885643,0.08504708244609248,0.12040955639988346,0.19834399725681048,NS
ENSG00000169427.8,KCNK9,655,564,600.001,660,822,700,739.001,748,679.8553795228366,-0.09244726633966908,0.06600801759902769,0.12050571526773453,0.19847917235077614,NS
ENSG00000132341.12,RAN,5031.896,4358.916,5080.976,5207.904,5551.847,5630.825,5539.826,4754.838,5298.607110064441,0.04596837736117534,0.03278350671356724,0.12054339126896371,0.1985180027694163,NS
ENSG00000222011.9,FAM185A,109.917,91.594,113.826,115.055,156.334,145.982,135.594,121.355,127.48915280337727,-0.14404586471826206,0.11356359257718311,0.12069333637572534,0.1987416938986944,NS
ENSG00000135596.18,MICAL1,945.001,722.999,812.036,717,985,978.756,926.999,998.001,885.2166428860373,-0.09719689439481956,0.06976529178515001,0.12072505841840389,0.1987706814960482,NS
ENSG00000100625.9,SIX4,54,51,64,70,59,63,57,42,61.912286785672244,0.1727154879820992,0.15466759637097677,0.12081820766009149,0.19890078877998457,NS
ENSG00000152207.8,CYSLTR2,40,27,38,26,23,27,27,33,31.35969864491673,0.19213111561828444,0.20201925549426117,0.12088394833069306,0.1989624863862319,NS
ENSG00000187531.14,SIRT7,222.001,171.999,201.001,202,288.013,245.039,249.001,217,235.57545188674007,-0.12066321094890364,0.08970786649522215,0.12087378596434623,0.1989624863862319,NS
ENSG00000029639.11,TFB1M,150.164,122.645,151.596,147.66,152.333,166.257,132.707,118.445,149.92275110576324,0.13871135824929284,0.10768944858533398,0.12091595660899518,0.19899190568065964,NS
ENSG00000214654.9,B3GALT9,54,77,70,65,59,71,69,48,70.20418415805763,0.1729242211758686,0.15521630827871744,0.12100561577861356,0.1991161833271506,NS
ENSG00000008838.21,MED24,1496.999,1310,1549,1390,1687,1558.001,1450,1460,1569.7610230920795,0.06877673439711647,0.04861445273222515,0.12103186557075926,0.19913610323369402,NS
ENSG00000109680.11,TBC1D19,249,171,215,215,269,284.999,276.001,234.001,260.80031744377345,-0.12101202301755708,0.09009115878137058,0.12107765067742,0.19916488420228953,NS
ENSG00000164077.15,MON1A,331.999,309.999,337.999,338,394.001,423.999,394,416,378.34622823996926,-0.1093404235287755,0.07977995856825464,0.12106481013318982,0.19916488420228953,NS
ENSG00000105750.15,ZNF85,68,29,61,47,82.001,75.999,79,51,63.41898317592895,-0.1784604164388074,0.16622826858761944,0.12118867578702805,0.19932422504737943,NS
ENSG00000183155.5,RABIF,404,361,351,388,403,379,413,368,387.09385255571243,0.1022332091071834,0.07391869042389404,0.12123642421489683,0.1993794669456293,NS
ENSG00000180263.14,FGD6,383,291,331,326,377,341,323,332,336.7831605334951,0.1073853810637831,0.07818202638111653,0.12126721241797037,0.19940680724510684,NS
ENSG00000154548.9,SRSF12,661.999,534,576,596.999,607,642.999,666.001,580,627.7531440211087,0.08690751883924755,0.06193117465238782,0.12132918177995716,0.1994621146987409,NS
ENSG00000181555.22,SETD2,1834,1502.001,1817.001,1697,2200,2053,2027.124,1804,1893.6874489483907,-0.058399258861966265,0.041371326613143314,0.12132270422051748,0.1994621146987409,NS
ENSG00000065526.13,SPEN,2729.001,2130,2370,2554.001,3231.001,2873.999,2990.999,2563.999,2664.493410115513,-0.07072150307586748,0.05004661772608081,0.12135823835699275,0.1994865893552949,NS
ENSG00000198954.9,KIFBP,1204,1101,1205.999,1112,1245.001,1260.001,1303.001,1146.001,1236.1206820060972,0.06922836339554966,0.04898635333257533,0.12139704260430227,0.19952707948003406,NS
ENSG00000135870.12,RC3H1,673,481,615,619,656,663,627,566,610.3919734655326,0.08763773783399521,0.06250677363685365,0.12144939433567431,0.19958982407516734,NS
ENSG00000182551.14,ADI1,425,354,410,376,385,434,392,404,415.4267418661017,0.10668922008337932,0.077652502001128,0.1214829956810076,0.19962174325314028,NS
ENSG00000107938.18,EDRF1,468,373.001,409.001,426.001,540.999,505.001,524,466.001,468.84138996994665,-0.09241297781939849,0.0661856261905629,0.12153001149026857,0.19967569515363418,NS
ENSG00000163714.18,U2SURP,2318.001,2002.999,2205.799,2006.062,2422.999,2400.224,2279.999,2124.374,2217.8901280731816,0.05782834954040678,0.04100199016078559,0.12155291385258538,0.1996900203186172,NS
ENSG00000178078.12,STAP2,19,15,18,19,16,11,17,11,16.253574696466952,0.1979370352140707,0.23948306035155317,0.12163024742190054,0.19977044487318452,NS
ENSG00000198783.6,ZNF830,258,189,263,254,331,307,292,271,267.61368960120285,-0.11697579156534797,0.08658483282327542,0.12162066454673702,0.19977044487318452,NS
ENSG00000165591.7,FAAH2,60,63,48,54,58,56,53,39,55.51220477986054,0.1766051541623225,0.1629223103568614,0.12167249599100204,0.19981652526038934,NS
ENSG00000169105.8,CHST14,96,80,104,118,85,100,113,83,102.51481511491941,0.15750496803505018,0.13116879599168477,0.1217405166985856,0.1999049142289931,NS
ENSG00000166860.3,ZBTB39,496,381,449,517,612,585,581,475,514.8080313030257,-0.09821687556811126,0.0707977955570082,0.12175527204270335,0.1999058279987429,NS
ENSG00000114520.11,SNX4,1295,1245,1315,1268,1358.001,1447,1397,1284,1381.3246277889546,0.07065573915654484,0.05006394409618397,0.12181036303137265,0.1999729595520867,NS
ENSG00000167785.9,ZNF558,114.001,82.362,96.001,77.001,77,84,102.001,87,93.246368314221,0.1605333037812976,0.13556744346660088,0.12183180120834128,0.19998483493205513,NS
ENSG00000048707.15,VPS13D,1840.002,1505.999,1513,1525.998,1995,1964,1975,1678.999,1845.946409668724,-0.06993034962565499,0.049552477677721286,0.12186354937260119,0.2000136292395491,NS
ENSG00000289747.1,ENSG00000289747,189.958,144.708,149.514,181.748,226.566,223.769,205.63,195.661,196.16013397853078,-0.13590753780465556,0.10508050706294685,0.12191212049822207,0.20007002500226934,NS
ENSG00000142230.13,SAE1,2215.001,1891,2207.001,2301.001,2507,2411,2352,2029,2307.609748207232,0.060384281437729795,0.0428480453910438,0.12213944725083709,0.20041972935250993,NS
ENSG00000134253.10,TRIM45,183,156.999,173,195,238,204,259.001,198.001,216.73242643819788,-0.13018363332352012,0.09928417149516948,0.12221301520625255,0.20049371254822065,NS
ENSG00000187555.17,USP7,2706,2352,2621.999,2716.001,3038.999,2820.022,2760.899,2664.282,2761.698238800612,0.05205916633025934,0.03709415413678109,0.12221024305537803,0.20049371254822065,NS
ENSG00000197903.8,H2BC12,109.46,113,109,108.994,95,112.431,109,108,114.00251839039225,0.1548342540351573,0.12788363749395984,0.12239572818317014,0.20077006374121548,NS
ENSG00000115425.14,PECR,96,91,75.001,99.536,138.178,114.161,132.331,96,111.8079949212675,-0.15385616966327884,0.12662073907832494,0.12248421925920952,0.20089181301845419,NS
ENSG00000109819.9,PPARGC1A,1004,890,948.999,961,1139,1148,1161,1115,945.1838811992781,-0.0789813676233545,0.05621667550112005,0.12250413653634638,0.20090107609728838,NS
ENSG00000142453.13,CARM1,1264,1190.292,1273.001,1220.001,1588,1459.999,1464.203,1369.001,1458.6942239277198,-0.06602249146135071,0.04689873413094957,0.12280842287247415,0.2013766347101751,NS
ENSG00000134755.18,DSC2,122,107,117,119,115,125.999,113,101,119.18205929724962,0.14696332347775048,0.1180899916181673,0.12295745969924668,0.2015975398981826,NS
ENSG00000143553.11,SNAPIN,484.999,416.999,470,492,457.001,526,534.999,430,506.35386481215716,0.09638674008900344,0.06963630576202444,0.1231406639025126,0.20187440697292441,NS
ENSG00000167862.10,MRPL58,115,100,135,143,163,176,146,151,148.01296790614322,-0.14134083767898187,0.11156937002325415,0.12316252215486609,0.20188673296290133,NS
ENSG00000065675.16,PRKCQ,48,49,46,64,41,46,52,47,49.643412697855226,0.1793537654211351,0.17038974620012126,0.12320566778941437,0.20193394607766765,NS
ENSG00000011021.23,CLCN6,1878.001,1570.999,1622,1633,1948,1880,1703,1668,1903.3998987966734,0.06629878924973193,0.047160681111873944,0.12330707208057981,0.2020766229568715,NS
ENSG00000143437.21,ARNT,589.001,506,517.999,532,598.001,562.999,611.999,487,571.9913272663678,0.08913931239066836,0.06401012506646038,0.1233464928773237,0.202117699397095,NS
ENSG00000137822.13,TUBGCP4,633.999,507,579,632.001,657.001,630,607,590.001,633.28109852171,0.08389338800197965,0.060038635398747334,0.12346503831877403,0.2022884062015617,NS
ENSG00000123570.4,RAB9B,880.802,846.786,897.752,927.928,963.858,965.664,947.219,907.866,915.7844737387793,0.07632844867873669,0.05444219873048947,0.12361122696845361,0.2024807986607165,NS
ENSG00000154099.18,DNAAF1,28,23,31,27,32.001,20,22,18,30.46481781770698,0.1911686303917709,0.20436484256114618,0.1236086381205589,0.2024807986607165,NS
ENSG00000158352.18,SHROOM4,124,81,109,85,144,122,140.999,115,125.65101808082156,-0.1495872446457638,0.12169125684893908,0.12363597875346251,0.2024977832561655,NS
ENSG00000223547.10,ZNF844,490.737,423.569,488.125,462.612,553.79,484.536,516.384,390.575,466.1578345538713,0.10068410722242524,0.07321939762889505,0.12370512965432214,0.20258747474737715,NS
ENSG00000078808.20,SDF4,1769.001,1492,1806,1739.999,1983,1817,1824,1722.999,1843.6610362351973,0.058643805183943784,0.041822118682009454,0.12375657290972288,0.2026370294586351,NS
ENSG00000132376.20,INPP5K,322.001,331.999,326,369.001,434,471.001,397,366.999,410.06956037155214,-0.10685743466601236,0.07835688977733776,0.12376417475067854,0.2026370294586351,NS
ENSG00000101189.7,MRGBP,255,220,284,273,371,324,317,281,297.5714892048676,-0.11949948376207946,0.08951642443128702,0.12377955705062409,0.20263864926927166,NS
ENSG00000146250.7,PRSS35,31,17,23,29,36,39,55,25,34.68843404269178,-0.19360999912220217,0.21568934813521504,0.12384709621749589,0.202725644418803,NS
ENSG00000138085.18,ATRAID,615.999,519,639,615.001,656,704,604,556,652.4965285326142,0.0867735618075186,0.06230294132682715,0.12391465686871737,0.20281265450530944,NS
ENSG00000136243.18,NUP42,347,321.001,351,369.999,405.002,384.002,360.999,292,363.01574597814215,0.1052721342099309,0.07707915009100685,0.12399602050127449,0.20292223324856953,NS
ENSG00000123080.12,CDKN2C,22,10,18,16,28,37,23,18,19.662704618560063,-0.19574099442531612,0.23078033919711852,0.12402836474972967,0.20295157453643003,NS
ENSG00000117133.11,RPF1,343,280,346,317,329,385,341,268,334.7950231567894,0.11192197982170722,0.0828002891650973,0.12410803187913456,0.20305833594727898,NS
ENSG00000196150.14,ZNF250,466.999,377,421,421.998,460,450,475,381,437.8575640604608,0.09480581767658004,0.06859556627471204,0.1241664924323175,0.20313037961359495,NS
ENSG00000144401.14,METTL21A,118,114.999,143.001,144,136,152.001,127.001,94,132.34714487061567,0.14814316330911467,0.12021464229553179,0.1243063523163514,0.20333555643800524,NS
ENSG00000173915.16,ATP5MK,1143.999,1016.001,1071,1088,1224,1400.996,1332,1211.001,1220.6409599107592,-0.0751842967999022,0.05372196816310471,0.12437820608618191,0.20342945672483215,NS
ENSG00000100979.15,PLTP,1950.999,1683,2038,1976,2130,1997,2244,1753,2161.5188919536695,0.07961106382367228,0.056993605380485805,0.12440905656538431,0.20345627917110531,NS
ENSG00000078237.7,TIGAR,597,448,553,514,593.102,551,566.001,480,548.1971676072593,0.10297870089635437,0.07529692742366657,0.12454024345312215,0.20361916743346764,NS
ENSG00000112699.11,GMDS,225.999,235,238.001,239,298.001,303,270,302,276.3176857300068,-0.11836259103823624,0.08869104814907952,0.12452473043736319,0.20361916743346764,NS
ENSG00000115282.21,TTC31,201,182.999,208,184.001,210,214.999,187,172,194.54296033260533,0.12670030707165394,0.09663146519427208,0.12455204701591187,0.20361916743346764,NS
ENSG00000189164.15,ZNF527,242.999,196,219,205,255,232,205,184,215.3923102080784,0.12305255732690304,0.09312962848700468,0.1246694151681496,0.20376661614978056,NS
ENSG00000196296.14,ATP2A1,39,22,28,29,21,23,17.001,33,24.400206867710253,0.19448790261646637,0.223830992369515,0.124671186271341,0.20376661614978056,NS
ENSG00000141956.14,PRDM15,254.999,228,250,233,281,254.999,260.001,191,245.1892298611065,0.11930883636091556,0.08966777127569532,0.12487063739704028,0.2040689151378909,NS
ENSG00000231852.9,CYP21A2,46.731,53.366,43.638,33.768,36.454,35.763,46.255,37.304,39.59102064993651,0.18618526269984503,0.1901145918664252,0.12490291675147977,0.2040979764326931,NS
ENSG00000099953.10,MMP11,163,108.001,151.999,140.001,121,136,137.999,152.001,135.54825690772122,0.14621931635362842,0.11816302615363206,0.1249743196811217,0.20419095355582134,NS
ENSG00000169230.10,PRELID1,999.643,760.986,913.827,940,1064.997,1147.97,1082.933,1011.992,1068.0459054208038,-0.07263066941259336,0.05197187137345293,0.1251461540725224,0.204447981339875,NS
ENSG00000188818.13,ZDHHC11,140.713,113.185,113.409,120.449,186.68,155.967,139.258,151.917,147.33407950606122,-0.14573870677124812,0.11769857556228176,0.12522959303863562,0.2045605569545134,NS
ENSG00000132823.11,OSER1,378,267,339,398,362,405,340,305,363.1626753172786,0.11538704278051236,0.08630314833670838,0.1256448520521855,0.20521506636226447,NS
ENSG00000275778.3,ENSG00000275778,54.502,49.1,70.015,76.2,95.03,101.059,97.269,60.014,77.53241313226727,-0.17613922996561931,0.16609189221139567,0.12566354557941073,0.20522179076818509,NS
ENSG00000213638.6,ADAT3,14,28.037,15,19.026,32,32,42.258,17,29.76413977630766,-0.19423881497351472,0.22690804548094853,0.12573374985305263,0.20531262632580932,NS
ENSG00000100216.6,TOMM22,612,545,648,657,735,797,736,703,681.7059579152874,-0.08526013540654097,0.06148382548089051,0.12577616527534993,0.20533425683112846,NS
ENSG00000100601.10,ALKBH1,173.001,172,170,165,212,226,227,196.999,198.1812901508147,-0.12753629946698108,0.09787753979982793,0.125768946157142,0.20533425683112846,NS
ENSG00000065150.21,IPO5,2612.999,2339,2695,2881.999,3016.001,2927.001,2929.001,2493.001,2956.1827360247207,0.060917000870233703,0.04372465604942442,0.1263383769901161,0.2062042672900353,NS
ENSG00000282034.2,ENSG00000282034,526.703,467.897,498.78,558.791,622.137,553.651,509.55,432.938,533.4226770375428,0.11080848943798496,0.08241384592888974,0.1263312413145963,0.2062042672900353,NS
ENSG00000128602.11,SMO,393.999,296,396,460,555,482,549,367,487.985299072631,-0.12512536694288565,0.09569475762206006,0.12638387740371665,0.20620681538613128,NS
ENSG00000167394.13,ZNF668,174,148,169,200,231,220,232,190.001,197.36826226523678,-0.1258877845519642,0.09644509377273977,0.12638023021493433,0.20620681538613128,NS
ENSG00000184047.21,DIABLO,769.091,685.7,782.109,706.296,937.602,911.886,880.826,794.321,851.4856920692579,-0.07521896794849656,0.05405346668447742,0.12638268569757818,0.20620681538613128,NS
ENSG00000175305.18,CCNE2,59.999,35,62,73,48.999,63,57,35,48.85731360050908,0.18077592757844735,0.17779482791409046,0.12654522799242782,0.2064461488882261,NS
ENSG00000061938.21,TNK2,1575.043,1422.293,1390.485,1360.254,1851.433,1671.233,1715.37,1640.338,1637.214566691063,-0.07407565590728991,0.05325582638202574,0.12667528415526505,0.20660097690747303,NS
ENSG00000073711.11,PPP2R3A,963,808,869,910,946,998,925,916,934.460101617275,0.07314822394266016,0.05257654739667079,0.12668659600672555,0.20660097690747303,NS
ENSG00000083535.16,PIBF1,220,177,203,250,296,270,248,251,247.48204084638144,-0.12056491064310719,0.09140406288406593,0.12671350490773703,0.20660097690747303,NS
ENSG00000086102.19,NFX1,815,690.001,718.999,757,824,868.001,781.001,691,796.1947207224152,0.08072563588595882,0.05820669462959299,0.12670601231567313,0.20660097690747303,NS
ENSG00000101928.13,MOSPD1,261,207.999,240,233,226,241,285,206,254.3026778868316,0.12006904209512338,0.09092189247681796,0.12666770949563935,0.20660097690747303,NS
ENSG00000164211.13,STARD4,461.999,370.999,437,416,501,551.999,554,450,476.78935436953805,-0.0962160669582259,0.07030720406906167,0.1269684212661731,0.20699263582751865,NS
ENSG00000186300.12,ZNF555,236.552,193,198,211.348,236,240.24,213,160.526,220.99158980241134,0.12526296991237773,0.09605840443325621,0.12707175861815073,0.20713711816428668,NS
