gene_id,gene_name,CHD3_1,CHD3_2,CHD3_3,CHD3_4,CTRL_1,CTRL_2,CTRL_3,CTRL_4,baseMean,log2FoldChange,lfcSE,pvalue,padj,sig (padj<=0.05 & |log2FC|>=0.263)
ENSG00000147403.18,RPL10,9787.451,8486.174,10355.526,10207.471,10142.537,10137.288,9800.649,7593.443,9716.12839273841,0.2124162219569362,0.047269186148700265,3.4707607448908586e-6,1.6598111592159784e-5,NS
ENSG00000116918.15,TSNAX,505.538,433.548,530.316,485,693.709,688.558,693.663,617,597.4054182956764,-0.2673499419734718,0.06098277718612075,3.5370323630730925e-6,1.6909296651852653e-5,Down
ENSG00000101417.12,PXMP4,50,51,49,52,125.304,96,87,90,80.7887385917453,-0.6747815851440802,0.1787667953184589,3.5468149782828777e-6,1.6950308241427237e-5,Down
ENSG00000007923.17,DNAJC11,825,662.999,805.999,792,1152,1036,1002,981.068,962.4455007510375,-0.24487680400915093,0.055271029755641236,3.551881056452679e-6,1.6968759210653977e-5,NS
ENSG00000162885.14,B3GALNT2,327,272,327.001,330.998,314.001,233.998,260.001,220.001,299.98738250855655,0.41387012653258637,0.10268386007008365,3.598816499739039e-6,1.718715654675235e-5,Up
ENSG00000113070.8,HBEGF,415,319,345,346,320,326,311,284,386.0725645745694,0.33804310356895306,0.08037200476981932,3.60668409040811e-6,1.7218889558784598e-5,Up
ENSG00000116191.19,RALGPS2,1663,1384,1592.999,1509,1535.999,1591,1538,1387.999,1500.3102736401343,0.18959250519053303,0.04195621108627909,3.6161100037112925e-6,1.72580382177123e-5,NS
ENSG00000163521.16,GLB1L,57,54.999,64.001,66.053,129,102.999,113.999,103.001,99.04600883069273,-0.6119228157148227,0.16080308138166494,3.657043817737651e-6,1.744748217889813e-5,Down
ENSG00000148337.22,CIZ1,1788.001,1457.002,1753.002,1772.001,2292,2231,2162,2229.001,2115.066044241565,-0.2147343588397312,0.04795153357133286,3.6679709356206727e-6,1.7493686586247783e-5,NS
ENSG00000142556.19,ZNF614,438,384,393,379,394,355,345,304,372.70306816161917,0.33261580122684165,0.07891408562447455,3.6859868676071573e-6,1.7573656995950278e-5,Up
ENSG00000196628.20,TCF4,1231.999,878,1190.998,1076,1049.001,955,1085,692.002,964.2092267893228,0.34979930085594113,0.08387839562702776,3.7017681510056557e-6,1.7642922748141038e-5,Up
ENSG00000268041.3,ERFL,94,93,91,117,62,67,65,70,83.66799967537145,0.6420317230667046,0.1696886217506303,3.704612364951318e-6,1.765050337940765e-5,Up
ENSG00000119636.16,BBOF1,90,68,85.999,85.999,129,165.999,148,136,121.38574196429391,-0.5522318397540795,0.14375315984899079,3.7332744289595946e-6,1.778104556337014e-5,Down
ENSG00000132437.18,DDC,383,309,322,329,280,276,284,297.001,302.6671462737753,0.36899489843821826,0.08956669289440176,3.7548274434793242e-6,1.7877651530857424e-5,Up
ENSG00000122574.12,WIPF3,883,766,772,754,1094,1114,1107,1162,1071.5841578013392,-0.29714528081453717,0.06913235942846177,3.795101612233314e-6,1.8063298038753494e-5,Down
ENSG00000184939.16,ZFP90,1627.001,1377.999,1514.001,1551.999,1563.999,1458.999,1444.998,1425,1540.5156547946356,0.20673623928049278,0.04611128079671086,3.798254142406312e-6,1.807219333252398e-5,NS
ENSG00000135298.15,ADGRB3,1239,1060.999,1174,1174.999,1576.001,1523.001,1494,1436,1341.5562960147715,-0.19228010722978048,0.04270976365307896,3.845646483686947e-6,1.829150569048261e-5,NS
ENSG00000101439.9,CST3,1068,934,1122,1016.999,1058,973,973,859.001,1043.5645174715,0.2580505931270308,0.05884296315539354,3.855705563667374e-6,1.8331776338599863e-5,NS
ENSG00000196782.13,MAML3,926,816,819,857.254,1192.104,1164.252,1153.419,1070.102,1038.1888672511216,-0.2320495927482031,0.0522965645960516,3.856717203986987e-6,1.8331776338599863e-5,NS
ENSG00000185880.13,TRIM69,1356,1240,1358,1388.999,1315,1305,1282.999,1262,1327.6063587601604,0.21253102005746113,0.04755763662574018,3.8936812659330845e-6,1.8501227992936855e-5,NS
ENSG00000129925.11,PGAP6,1202.762,1062.985,1194,1157.713,1149,1158.931,1117.77,1075.941,1221.2426255871733,0.20200830835670625,0.04504776949519086,3.911860471528886e-6,1.858133723976221e-5,NS
ENSG00000155380.13,SLC16A1,837.999,669,816.999,859.198,827,709,749.999,583,792.5833901480329,0.29955608759771235,0.0699034117222926,3.915042630767672e-6,1.8590180505422617e-5,Up
ENSG00000141668.10,CBLN2,1450,1316.001,1393.001,1370.001,1804,1822.001,1853,1670,1656.199547577924,-0.18727179405841723,0.04160306490142831,3.982521836798787e-6,1.8904222838938004e-5,NS
ENSG00000139549.4,DHH,43,36,38,43,15,20,21,17,28.808569951044543,0.9847040625340212,0.28838170062985297,3.988885673538083e-6,1.8925437667556554e-5,Up
ENSG00000189091.13,SF3B3,3568,2925.999,3451.999,3594,3627,3459,3442,3069,3484.2571351508586,0.16338228124116147,0.03606583606527544,3.989679593529928e-6,1.8925437667556554e-5,NS
ENSG00000198876.13,DCAF12,1221,1091,1158,1252,1202,1224,1146,1000,1190.1631886677285,0.21284539569304203,0.047692588272452395,3.9953195710584585e-6,1.894580809731628e-5,NS
ENSG00000093010.15,COMT,652.001,564.999,649,615,585.999,581,581.001,558.998,642.7246553902419,0.25998548813064737,0.05945866613455757,4.011817288139927e-6,1.9017634882061292e-5,NS
ENSG00000003989.18,SLC7A2,60,50,61,52,160,80,139,94,98.15202991851292,-0.7470071021503838,0.20268118444159144,4.0898291793193495e-6,1.9380917204859346e-5,Down
ENSG00000184481.17,FOXO4,85,52,65,74,135,117,150,108,100.17834555708842,-0.609097609021661,0.1612126551152268,4.101040376507988e-6,1.942750587511977e-5,Down
ENSG00000178821.13,TMEM52,132,103,108.001,142,76.998,75,80,89,97.23733556649951,0.6471923320850279,0.17240282187066797,4.103730302690198e-6,1.943370969780535e-5,Up
ENSG00000132563.17,REEP2,3073.998,2847.001,3118.558,2998.999,3973,3813,3919,3758.001,3852.4522542210448,-0.17942717782850978,0.039828732785867335,4.108155983790131e-6,1.9448126461257987e-5,NS
ENSG00000105808.19,RASA4,1185.777,883.815,1002.799,1013.93,1034.419,975.688,871.969,906.957,987.4245387046357,0.26187834026364715,0.06003016371853006,4.1223918069512365e-6,1.9508959411787046e-5,NS
ENSG00000058453.17,CROCC,561.654,403.461,511.704,510.769,773.224,708.877,672.416,632.973,594.1918612414003,-0.28925028444817147,0.06732415101883228,4.1729411566630795e-6,1.9741545209899024e-5,Down
ENSG00000173598.14,NUDT4,1267.73,1071.478,1136.936,1199.441,1206.079,1139.462,1176.058,907.612,1178.2040801644243,0.2407819336654409,0.05468272140392875,4.1770976488027206e-6,1.9754570976652167e-5,NS
ENSG00000177000.13,MTHFR,1012.998,878,827,906,1324.999,1261,1204.999,1119.998,1118.6798268249477,-0.24503046127132475,0.05580531045015091,4.255013604236309e-6,2.01162983660319e-5,NS
ENSG00000067840.13,PDZD4,7974.001,6981,7521.999,7623.002,9741,9557.001,9399,9233.001,8688.911960119216,-0.15531258007833482,0.03434314376999856,4.30912447412862e-6,2.03652781038123e-5,NS
ENSG00000197323.12,TRIM33,1520,1271,1411.999,1396,1929.001,1831,1803.999,1624.999,1692.2611029653374,-0.17835353713857235,0.03966904844087238,4.310956419280795e-6,2.0367099136595407e-5,NS
ENSG00000108518.8,PFN1,2105,1815.999,2227,2170.999,2665,2855.001,3001.999,2442,2636.7194570485367,-0.2123584858167971,0.04776134451935004,4.331232989776402e-6,2.0456031285830916e-5,NS
ENSG00000108588.15,CCDC47,1298,1083,1234,1266,1275,1243,1227,1035,1254.2184261190466,0.19734205269287625,0.04415997832111881,4.342476150818899e-6,2.0502254100395467e-5,NS
ENSG00000131023.13,LATS1,826,692,801,810,758,753,793,658,760.4534972754437,0.2390262120131768,0.05436807215000232,4.377336240033274e-6,2.0651925435918313e-5,NS
ENSG00000162604.13,TM2D1,302.999,272.999,284.999,300,440.001,439.999,452.001,371.002,374.260001274808,-0.3389382055606446,0.08148244632166385,4.377572007740065e-6,2.0651925435918313e-5,Down
ENSG00000162975.5,KCNF1,321,294,320,330,477,475,438,444,363.91779245529125,-0.32706242384309375,0.07805579223527859,4.378577841197256e-6,2.0651925435918313e-5,Down
ENSG00000171124.14,FUT3,42.409,45.771,57.033,32.601,24.471,24.304,17.953,16.588,33.46837470178328,0.9697628556968991,0.2846172151003522,4.380997437657762e-6,2.0656417590349507e-5,Up
ENSG00000122126.18,OCRL,2151.999,1855.999,2141,2074,2108,2043,2032,1990,2050.3562582273325,0.17595229677223875,0.039141331053050225,4.38651001105558e-6,2.0675485251306162e-5,NS
ENSG00000180035.13,ZNF48,714,633.001,673.999,757,982,944,974,875,892.8243338850236,-0.24969441787731317,0.0570850878894277,4.398222329528874e-6,2.072375240208736e-5,NS
ENSG00000158089.15,GALNT14,293.001,273.001,277,276,244,215.001,217,248,269.1016853968789,0.39919478834439975,0.09948043734085911,4.425794941997836e-6,2.0846693539105902e-5,Up
ENSG00000174032.17,SLC25A30,252,211,252.999,258.999,211,207.001,212.001,163.999,195.94562537793038,0.4177450293795811,0.10511652720159241,4.437549287974829e-6,2.089506903859452e-5,Up
ENSG00000143162.9,CREG1,916,834,824,847,764,871,807,744,872.6609027347808,0.2597588756325627,0.059743235157833176,4.49616409976062e-6,2.1163990090447935e-5,NS
ENSG00000103043.15,VAC14,847.001,685,779,721,1122.999,997,1003,957,958.0504569612974,-0.23858181577290644,0.05437236859347476,4.569155948029075e-6,2.1500383219352055e-5,NS
ENSG00000007944.15,MYLIP,210,224,227,254,186,201,189,166,212.57262813933042,0.42430458582893243,0.10731786151523491,4.587784602909572e-6,2.158082840773935e-5,Up
ENSG00000196814.15,MVB12B,2382.001,1948,2145.999,2232,3060,2710,2784,2614,2708.6397779992235,-0.17803358519802615,0.03971351870109191,4.5917405300493006e-6,2.1592222753027425e-5,NS
ENSG00000060069.18,CTDP1,393,331,345,369,515,570,512.999,470,457.9138419047993,-0.316974164716526,0.07543602758764187,4.660230372891248e-6,2.1906972761247374e-5,Down
ENSG00000149806.11,FAU,3300.628,3080.45,3587.609,3387.144,3202.862,3513.333,3468.037,2634.147,3421.028726922155,0.226006479915085,0.05129464946407068,4.681806398558595e-6,2.2001052164655027e-5,NS
ENSG00000151746.15,BICD1,1575.999,1389,1472,1500,1560.999,1534.999,1466,1301,1525.694595806322,0.18730722222856297,0.041951769815564234,4.723028113297839e-6,2.2187358294000757e-5,NS
ENSG00000113838.13,TBCCD1,294,201,272,260,254.001,197,190,172,250.58122805605632,0.4481936815465158,0.11483030021778094,4.760385111466474e-6,2.2355390922060204e-5,Up
ENSG00000269226.8,TMSB15C,195.958,143.8,199.476,164.926,285.295,259.253,360.258,314.478,235.86686689026791,-0.5389948468735727,0.14211905772647881,4.768408573109704e-6,2.2385603301370964e-5,Down
ENSG00000153317.15,ASAP1,978.001,820,924,976.999,966,843,840,832,929.7218088248101,0.24515663840354934,0.05616742739266581,4.7860197307819755e-6,2.246079059655981e-5,NS
ENSG00000120324.9,PCDHB10,565.557,483.346,571.459,565.087,467.047,439.702,551.081,461.207,506.9082402968714,0.3261744825858482,0.07818944863511773,4.7970307182248684e-6,2.2504963506127266e-5,Up
ENSG00000155755.20,TMEM237,583.832,468,597.001,554,780.998,851.001,730,680,680.6532023799938,-0.26957210679397126,0.06252879650399973,4.8088209569300445e-6,2.2552761576488373e-5,Down
ENSG00000163873.10,GRIK3,1513,1290,1409,1445,2033.001,1876,1765,1859,1646.1524315219942,-0.22643796670026722,0.05148001124532539,4.827988984561335e-6,2.2635117187358985e-5,NS
ENSG00000060339.14,CCAR1,1482.001,1117,1394.001,1436.001,1328.001,1436.998,1296.999,1096,1330.1935131789194,0.23369258764162945,0.053292355122102904,4.830047984695762e-6,2.263723221588936e-5,NS
ENSG00000176623.12,RMDN1,505,463,480.999,468.001,475.001,437.001,445,385.999,482.0325182298804,0.28921850155824,0.0678436738694655,4.844869983207406e-6,2.2699142926315166e-5,Up
ENSG00000177485.7,ZBTB33,928,799,935,937,905,866,907,758,888.0965688209668,0.22893816392095034,0.05212765241640033,4.875705168199323e-6,2.2836012329700025e-5,NS
ENSG00000143878.10,RHOB,1910,1732,1857,1968,2469,2428,2452,2348,2369.5355320947074,-0.19387199216489445,0.04358640022795574,4.8952475095485364e-6,2.2917801412546877e-5,NS
ENSG00000205592.16,MUC19,55,53,43,42,30,12,24,24.999,32.46508659500921,0.9554352092467497,0.2816025952663838,4.896423513668656e-6,2.2917801412546877e-5,Up
ENSG00000145545.13,SRD5A1,2745.88,2437.966,2623,2513.001,3366.901,3528.993,3294,2991,2987.114981488342,-0.17041303863154925,0.038053462613610416,4.9010775889092644e-6,2.2931961241028094e-5,NS
ENSG00000081870.12,IFT25,243,209.001,229.999,234,356,373,322.999,313,299.1635794817241,-0.3582714276823465,0.08772576601591245,4.916152523728218e-6,2.2994854279591227e-5,Down
ENSG00000159352.16,PSMD4,1618.98,1374.994,1651.991,1701.996,2229.973,2116.961,2136.971,1800.952,1915.6165965315874,-0.19876658174120057,0.04476970830764342,4.920824786157377e-6,2.3009064152876028e-5,NS
ENSG00000171951.5,SCG2,14663,12707,13950,13190,17590,18334,17834,15222,16788.19213317217,-0.15767838045005497,0.03511093934210619,4.938839931879366e-6,2.3085633267240902e-5,NS
ENSG00000052802.13,MSMO1,2922,2692.001,2809,2815,3569,3785.999,3662.001,3491.999,3230.3268508678498,-0.1856381345374858,0.041662887416334185,4.978770063618873e-6,2.3264554837600437e-5,NS
ENSG00000011523.15,CEP68,998,832.999,909,920.001,1258,1245,1231.001,1090,1031.8944303836859,-0.2118056738985302,0.047965469683596065,5.005205532530813e-6,2.3372566730514533e-5,NS
ENSG00000147394.20,ZNF185,753,661.001,682,721.999,667.998,677,682,548.001,768.9367974799084,0.2835653450622397,0.06641761685297151,5.004783961510117e-6,2.3372566730514533e-5,Up
ENSG00000151131.11,NOPCHAP1,1110.001,989,1053,955,993,1042.999,1021,822.999,1040.439555080312,0.24401631012719036,0.056013085060989065,5.022576686375704e-6,2.344590754890038e-5,NS
ENSG00000197852.12,INKA2,440.014,317,402,408,371,321,370.014,285,372.8546163319323,0.3519173455305037,0.08594412303372438,5.0284477386365285e-6,2.3465533878774834e-5,Up
ENSG00000113575.12,PPP2CA,4134.484,3578.751,4019.5,3898.055,4979.278,4930.394,4996.389,4485.974,4517.033231530321,-0.132997063459634,0.029502121568419755,5.086083444813109e-6,2.372662982754267e-5,NS
ENSG00000163347.6,CLDN1,161,153,122,111,96,85,96,92,120.53454422442884,0.6313184850640662,0.17026666176171484,5.0972745650904735e-6,2.3770960119877036e-5,Up
ENSG00000132842.15,AP3B1,738.999,664.999,775.001,706.002,727,667,721,590.001,744.2574297467268,0.25190557605004615,0.05811846832749413,5.157441018094878e-6,2.404358016349596e-5,NS
ENSG00000183153.7,GJD3,25,22,20,19,54,46,48,66,40.81651394260525,-0.8917946888714706,0.2572469290342652,5.163121754849955e-6,2.4062095725432807e-5,Down
ENSG00000162490.7,DRAXIN,3544,2973,3283,3568.887,3709,3285,3056,2581,3408.9850989220445,0.24488538840235324,0.056323230336462284,5.179918107323011e-6,2.4132384855394e-5,NS
ENSG00000054277.14,OPN3,888.46,920.9,797.983,823.513,674.424,778.79,693.13,782.549,839.0727004289635,0.36149915355007056,0.08897094685332509,5.196338758109257e-6,2.419427648628761e-5,Up
ENSG00000111412.6,SPRING1,2121,1759.999,1988.999,1965,2546.001,2550.001,2548,2243,2266.2274935744226,-0.15598693199174402,0.03480482358202745,5.196639824883424e-6,2.419427648628761e-5,NS
ENSG00000111670.16,GNPTAB,3553.001,3172.999,3327.001,3300,3373.001,3476,3353.001,3181.999,3396.81086698526,0.16649447370085851,0.037257294341893496,5.232538882304963e-6,2.435336030544515e-5,NS
ENSG00000142634.13,EFHD2,347,266,321,339,494,505,428,460,426.49674169125615,-0.35490345260461237,0.08703733681934663,5.241058505721952e-6,2.438495132255762e-5,Down
ENSG00000117713.21,ARID1A,3428.27,2656,3037.001,3323.125,4409.271,3987.999,3953.701,3782,3678.9015945791866,-0.19341877304329413,0.0436241766327849,5.244294289775789e-6,2.4391945591593434e-5,NS
ENSG00000069188.17,SDK2,1831.001,1497,1695,1834,1829,1508.001,1703.999,1394,1759.8166206025276,0.25009321397027023,0.057736163369739274,5.310521975534761e-6,2.469182262006403e-5,NS
ENSG00000115446.12,UNC50,708,623.001,675.999,690,677.999,685,603,554,667.9055385712348,0.25606982894004876,0.05931594474386884,5.357418888651088e-6,2.4898498432173235e-5,NS
ENSG00000182372.10,CLN8,984.736,894,849,910.959,900.999,815.999,877.647,800.53,927.3894137154577,0.2571994488268325,0.059611879680977725,5.3585091447890406e-6,2.4898498432173235e-5,NS
ENSG00000115556.14,PLCD4,147,140,140,123.999,108,105,103.999,92,118.47290850927693,0.5251053543440652,0.13904737080513507,5.365030520880065e-6,2.4912356432543018e-5,Up
ENSG00000143318.13,CASQ1,65,59,56,48,31,36,31.001,28,45.058282405209766,0.8245776800539825,0.23323449644167701,5.3647741260811655e-6,2.4912356432543018e-5,Up
ENSG00000099338.23,CATSPERG,290,223,258,210.999,216.999,186.001,159,202,214.00857858869978,0.46540696278479365,0.12095098400184047,5.367907397160942e-6,2.491749694844342e-5,Up
ENSG00000090273.14,NUDC,1652.977,1429.97,1625.967,1605.986,2059.959,2058.996,2023.969,1941.979,1957.2040233919931,-0.17588853683602093,0.03950881095384652,5.372704062918386e-6,2.4931542683529322e-5,NS
ENSG00000076984.18,MAP2K7,750,570.001,669.999,639,665.001,541.999,585,525,671.3879696109519,0.3225521503648029,0.0777337021321425,5.504495150544227e-6,2.5534691013018835e-5,Up
ENSG00000151617.17,EDNRA,25,27,22,29,54,72,61,51,50.08791026747376,-0.8211749658045727,0.2326408696563572,5.534206055018511e-6,2.56640602926896e-5,Down
ENSG00000100711.14,ZFYVE21,570.002,455.001,533.001,574.001,491.002,482.001,525.001,445.001,520.47423754535,0.28305895517168256,0.06665528822705807,5.56868696274187e-6,2.5815457276405265e-5,Up
ENSG00000171612.7,SLC25A33,682,629.808,698.803,636,655,672,605.779,518.746,658.7585840356697,0.2677067202625713,0.06254984338528673,5.637466063576167e-6,2.6125702669219503e-5,Up
ENSG00000170571.12,EMB,201.945,201.52,217.435,190.687,130.245,141.357,190.156,142.652,195.6695209970246,0.5207432799127061,0.1382187095126525,5.66162993694806e-6,2.6229051622998268e-05,Up
ENSG00000090263.16,MRPS33,718.001,612.001,690.999,726.001,623,685,639.001,603.999,684.2004523224402,0.26093139035044816,0.06076905526854497,5.669658212092694e-6,2.6257604594754286e-5,NS
ENSG00000067064.13,IDI1,2450.001,2152.001,2290.999,2168,2950.999,2932,3020.999,2797,2575.5552828624777,-0.18634105799772394,0.0421278325826374,5.761038506637038e-6,2.6672035887847044e-5,NS
ENSG00000197355.11,UAP1L1,221.001,212,192,172,156,161,156.001,152,181.7544501502694,0.4607403374286375,0.12023470532784095,5.902112479966612e-6,2.7316187247024964e-5,Up
ENSG00000213722.10,DDAH2,2726.001,2341.001,2709.001,2836.002,3452,3447.001,3431,3111.999,3026.1678026779455,-0.16140257984518525,0.0362857382173635,5.915782526888985e-6,2.7370457507745654e-5,NS
ENSG00000117505.13,DR1,1689,1504,1671,1683,1653,1732,1639,1452,1661.7284071648971,0.18452493641631795,0.041751276304003,5.923957713536187e-6,2.7399277479919833e-5,NS
ENSG00000175874.10,CREG2,1024,1014,989,983,915,1028,930,818.999,999.6921321310598,0.2759497047628845,0.06494716234380807,5.944731606346216e-6,2.748633047151014e-5,Up
ENSG00000174498.14,IGDCC3,380,310,394,388,702,576,506,462,510.48504625567534,-0.3827983153141701,0.09619527763247694,5.9696572830778465e-6,2.7592516378349642e-5,Down
ENSG00000090621.15,PABPC4,2257.001,1956.999,2283,2185,2321.999,2240,2167.998,1964,2302.5049829746235,0.1680680519227899,0.03786866001251899,5.980336392182567e-6,2.7632804747469105e-5,NS
ENSG00000188986.9,NELFB,1272,1077,1177,1181,1530,1583,1578,1396,1424.3737997945118,-0.18781780616889313,0.04256323559601639,5.9920340669646054e-6,2.7677771531756783e-5,NS
ENSG00000135900.4,MRPL44,653,514,639,630,587,578,547,531,509.23324590993894,0.2700969988724713,0.06339576875584255,5.99790634152229e-6,2.7686728977800757e-5,Up
ENSG00000168758.11,SEMA4C,2088.999,1687,1862,1937,1991,1811,1929,1737,1827.8465084287268,0.18664847356637362,0.042284452112324164,5.996456316655626e-6,2.7686728977800757e-5,NS
ENSG00000197879.17,MYO1C,391,315,374,364,529,478.999,543.999,485,520.6245876339038,-0.2954598723914873,0.07037176372823288,6.015400389212321e-6,2.7758381540386847e-5,Down
ENSG00000134375.11,TIMM17A,1582,1349,1478.001,1497,1439.999,1420.001,1589.999,1268,1517.9563134175767,0.21122666660912487,0.04827666202814971,6.050043336671916e-6,2.790909571985711e-5,NS
ENSG00000161956.14,SENP3,926.101,712.104,795.864,873.04,1153.692,1102.277,1118.581,1016.795,1013.6072806878668,-0.2227675848663678,0.05116649005412722,6.100946077254677e-6,2.813469368544664e-5,NS
ENSG00000239264.9,TXNDC5,855,739,822,776.622,1037.533,1188,1062.358,991.473,1028.1702276132708,-0.2324910754367965,0.05366310357584731,6.198559809255118e-6,2.8575482499837204e-5,NS
ENSG00000090581.11,GNPTG,504.001,418,426,483.999,637,636,658,639,566.4959452198361,-0.2893276891454489,0.06879561219988832,6.236409377791507e-6,2.8740558962332775e-5,Down
ENSG00000153208.19,MERTK,79,77,82,80,52,47.999,47,57,64.7462806544687,0.6777235940519445,0.1871713527896068,6.264508993614368e-6,2.8860609332819598e-5,Up
ENSG00000271601.4,LIX1L,813,681,716,740,747,736,702,607,746.1109556926525,0.23992129063408155,0.05559673872376356,6.272326161180525e-6,2.8887170436133664e-5,NS
ENSG00000117569.20,PTBP2,1756.003,1414.998,1668.001,1723.001,1698,1725.998,1584,1424.001,1612.3367891020573,0.19490538495294146,0.044371940592805005,6.2767078481223176e-6,2.889789725105105e-5,NS
ENSG00000174576.11,NPAS4,55,36,61,52,105,75,123,170,85.25975384447028,-0.8392694875319481,0.24183762906704714,6.296855380912409e-6,2.8981179113391896e-5,Down
ENSG00000100583.5,SAMD15,49,57,55,44,91,104,109,88,89.76578755366246,-0.6362363233914555,0.174414059921295,6.322391006730278e-6,2.9089197053514896e-5,Down
ENSG00000014164.7,ZC3H3,328,289,289,360,512,469,468,396,429.11257949026657,-0.3298141705961525,0.08049160675340845,6.35180243261664e-6,2.9214971071156376e-5,Down
ENSG00000086666.19,ZFAND6,999,831.997,977.001,950,998.001,922,881.001,787.997,879.2982094702938,0.22836967835077243,0.052693152765561566,6.37388895643679e-6,2.9306983219357792e-5,NS
ENSG00000110880.11,CORO1C,3266.001,2687.999,3097.001,3130,4029,3833,3932.999,3404.999,3592.9232227849056,-0.14085283300654763,0.03163361525626329,6.37913743954906e-6,2.9321539670718645e-5,NS
ENSG00000087077.14,TRIP6,138,96.999,134,139,226,197.999,236,167.999,200.278469705678,-0.4617542734553245,0.12114742045600618,6.384249361442279e-6,2.933545912524342e-5,Down
ENSG00000134569.10,LRP4,1518,1053,1394.489,1462.001,1271,995,1111.999,850,1102.7782766610587,0.4654481808151249,0.12230198635369488,6.391349726236853e-6,2.9358503359115385e-5,Up
ENSG00000166573.6,GALR1,122,106,128,113,78,83,86,82,91.16048155236842,0.5827802494417195,0.15825594634379628,6.414356237723883e-6,2.9454573212953214e-5,Up
ENSG00000110169.12,HPX,107,101.001,110.999,111.001,80,82,68,73,86.66663553826757,0.579922614538962,0.15745040880353475,6.4518053974355695e-6,2.9616879096998822e-5,Up
ENSG00000169410.11,PTPN9,1321,1150.999,1258.932,1233,1652.951,1708,1610,1423.999,1603.7816206666105,-0.1816770088537301,0.04128898052775765,6.592848599674152e-6,3.0244612393226587e-5,NS
ENSG00000198755.11,RPL10A,5247.969,4564.968,5527.953,5346.954,5313.909,5650.929,5105.966,4253.992,5156.523267680608,0.19469884158387,0.04442989928994976,6.590900198053507e-6,3.0244612393226587e-5,NS
ENSG00000170836.13,PPM1D,328,284.001,315.001,361,537.001,498.001,485.452,371,419.6723345499934,-0.3369430410582525,0.08280204986737665,6.621149271736209e-6,3.036454742565931e-5,Down
ENSG00000102879.17,CORO1A,709.001,620,702.001,613.001,919,915,884,852,804.0066980185372,-0.24185220454340964,0.05625925827486008,6.638355017579229e-6,3.0433539658905228e-5,NS
ENSG00000197375.14,SLC22A5,287.999,267.001,262.999,308,251.001,228.63,248.999,224,273.3671543965952,0.3707451383205885,0.09311309904391414,6.677119970319095e-6,3.060129298897218e-5,Up
ENSG00000143590.14,EFNA3,685.519,671,720.273,693,597.461,656,623,614.155,706.1637370956672,0.3002323627684934,0.07215009745661514,6.717639886927717e-6,3.077697753597635e-5,Up
ENSG00000162599.18,NFIA,334,266.999,354,310,274.999,259,309,224,275.8932186453483,0.37370273250107605,0.09409326129058923,6.7589927860801605e-6,3.0956362861165445e-5,Up
ENSG00000175606.11,TMEM70,358,341,371.999,354.999,514,542,512,445.999,448.6585604392705,-0.29333821485858547,0.07022482223712598,6.762284213314178e-6,3.0961365671300915e-5,Down
ENSG00000204438.11,GPANK1,281.999,227.999,276.999,319.999,252.999,237,244.999,184,251.30222321000358,0.3933043833784008,0.10022232728312709,6.807461065878025e-6,3.115807683566213e-5,Up
ENSG00000137496.19,IL18BP,174.001,122,154,160,261,267.999,214,222,204.35780696584482,-0.4282762418694922,0.1111845425872626,6.822277858449744e-6,3.121574584631587e-5,Down
ENSG00000239306.5,RBM14,863.483,708.083,862.632,889.623,1213.833,1118.834,1135.41,978.942,1011.2058815284822,-0.23008885267977683,0.05331813031167801,6.830571895832041e-6,3.124354181982434e-5,NS
ENSG00000104643.10,MTMR9,1846,1665,1799,1756,2285,2312.001,2294,2112.001,2180.520002631154,-0.16805026911027252,0.038125054821689965,6.8785325030138246e-6,3.1452698639146355e-5,NS
ENSG00000198730.9,CTR9,1315,1077.003,1247.001,1234,1252,1255.006,1212,1028,1191.0793645931453,0.203440597326478,0.04667716100215041,6.914191547700863e-6,3.160548792210404e-5,NS
ENSG00000139218.18,SCAF11,1096.999,872,1034.999,1015.999,1068.001,959.999,998.001,852,1014.0117456935834,0.21502778969027864,0.04956639847707639,6.958697123649115e-6,3.179860331186495e-5,NS
ENSG00000139496.18,NUP58,1114.001,954,1083.999,937.001,1397.998,1403.999,1342,1242,1300.8728797377019,-0.21068385025218858,0.04852036605199305,7.062275744351686e-6,3.226144717869156e-5,NS
ENSG00000172731.15,LRRC20,876,799,868,807,1173.056,1181.001,1097,1018,1061.3301727837816,-0.2252580579500506,0.05218782126640977,7.081749879668881e-6,3.2339914549418804e-5,NS
ENSG00000250644.3,ENSG00000250644,399.988,458.337,425.976,436.179,362.88,348.372,308.309,344.46,390.8888383281769,0.449447625914847,0.11814557064144642,7.128514343104268e-6,3.254291615971627e-5,Up
ENSG00000146425.11,DYNLT1,1706,1393,1687,1628,1594,1727.999,1578,1417.001,1628.8657149153134,0.18836162598471914,0.04307505239076026,7.1656654103916515e-6,3.270191355361558e-5,NS
ENSG00000174177.13,CTU2,219,162.999,178,179,275.001,310,273.999,276,258.35971723525256,-0.39437966773662286,0.10090182829384169,7.200187931923974e-6,3.284881590847623e-5,Down
ENSG00000122694.16,GLIPR2,306.001,255,322.999,334,279,279.999,262.999,232,320.33596993060524,0.3438994973081939,0.08533993861838282,7.255812305928359e-6,3.3091863121206796e-5,Up
ENSG00000073464.13,CLCN4,2876,2618,2751,2712.999,3631,3543,3488.002,3437,3216.281581436022,-0.18128207100442625,0.04139680166216425,7.275460457227808e-6,3.316816668716595e-5,NS
