gene_id	gene_name	A	B	C	J_896	J_897	J_899	J_902	J_904	J_905	J_909	J_910	J_912
ENSMUSG00000037664.14	Cdkn1c	1885.999	1602.001	1399	1500	3127.999	2566.001	1057	2310	1616.001	1133	2125	1319
ENSMUSG00000037669.16	Ldah	1498	1195.999	1460.999	558.001	770	1035.999	1195.001	991	1034.001	1238.001	973	688.999
ENSMUSG00000037674.17	Rfx7	1588.999	1221	1308	725	994.999	1243.001	861.001	1062	1008	1100	790	847.001
ENSMUSG00000037679.10	Inf2	1232	1116	1045	598	785	978.993	771	1132	1242	1526	1351	805
ENSMUSG00000037681.14	Esyt3	28	19	43	22	23	22	9	49	38	19	43	9
ENSMUSG00000037683.15	Armc3	13	34	11	12	14	17	25	10	18	20	17	13
ENSMUSG00000037685.16	Atp8a1	2339	1838.999	1881.999	1396.001	1466.002	1689.999	1177	1594	1378	1537.001	996	1582
ENSMUSG00000037686.7	Aspg	13	19	6	8	7	12	75	10	13	5	13	8
ENSMUSG00000037689.7	Tmem247	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000037692.15	Ahdc1	682	493	407	474	632	652	334.001	534	469	457	407	466.999
ENSMUSG00000037697.20	Ddhd1	987	1020	1040.999	719	681.999	931.999	1065.001	960.001	996.998	1304.001	841.001	762.001
ENSMUSG00000037703.15	Lzts3	122	155	103	91	95	124	82	116	116	98	106	87
ENSMUSG00000037705.14	Tecta	0	4	5	1	0	2	0	2	5	3	1	0
ENSMUSG00000037706.18	Cd81	5252.999	5185.999	4601.999	4501	6265	6226	3836	5128.001	4815.999	5160	5795	4148
ENSMUSG00000037708.17	Spag6	4	3	1	3	5	7	3	3	6	1	1	7
ENSMUSG00000037709.14	Fam13a	370	344	262	363	277	512	2514	600	584	308	292	244
ENSMUSG00000037710.9	Cisd1	2894	3128	2813	4223.997	6520	5318.999	3283	4242	3495	2371.998	3115	4836
ENSMUSG00000037712.18	Fermt2	5540.999	4144.001	4521	3532	4960	5530	3363	4338	4059	2869	2610	4594
ENSMUSG00000037716.16	Ccdc33	11	1	2	0	4	1	1	2	0	1	0	0
ENSMUSG00000037720.17	Tmem33	2811.999	2406	2850.001	1506.001	2190	2929	2440	2430.001	2276.999	2653	1844	1858
ENSMUSG00000037722.9	Gnpnat1	1336	1270.977	1284	799	1188.97	1531.987	1031.978	1150	1090.985	1436.999	1085.001	879
ENSMUSG00000037725.9	Ckap2	395	513.999	181	52	77	158	217	92.999	209	647	239	106
ENSMUSG00000037727.7	Avp	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000037730.14	Mynn	1128.999	904	1016	540.001	761	827.999	654	778	774.001	872	669	595
ENSMUSG00000037731.6	Themis2	1979	1802	1102	704	722	1197	1118	914	1182	2077	1364	815
ENSMUSG00000037735.8	2810032G03Rik	30	26	29	45	49	56	14	29	27	24	49	24
ENSMUSG00000037736.21	Limch1	3182	2195.999	1919	1674	2015.001	2631	1432.001	1561.001	1696.001	1453.001	1125.001	2305.001
ENSMUSG00000037737.7	Actrt3	1	1	0	0	1	0	0	0	0	1	0	0
ENSMUSG00000037738.12	Nek5	1	2	0	0	0	2	0	2	0	0	0	0
ENSMUSG00000037740.9	Mrps26	555	590	466	574	799	694	484	622	640	648	853	571
ENSMUSG00000037742.15	Eef1a1	296043.501	212919.039	214502.533	126805.667	171977.1	198275.306	193982.781	186621.88	186859.779	252455.803	215063.364	149997.672
ENSMUSG00000037747.10	Phyhipl	1	0	0	3	8	2	2	8	2	2	7	1
ENSMUSG00000037750.17	Fam222b	410	385	363	285	342	373	241	361	352	384	336	338
ENSMUSG00000037752.5	Xkr8	145	144	176	95	119	184	111	163	135	144	114	108
ENSMUSG00000037754.14	Ppp1r16b	541	274	339.999	279	282	501	240	363	189	238	233	232
ENSMUSG00000037759.7	Ptger2	264	401	515	227	289	303	342	309	323	432	298	302
ENSMUSG00000037761.17	Actr5	144	152.001	128	130	134.001	147	90	110	123	176.001	153	79
ENSMUSG00000037762.7	Slc16a9	326	221	302	236	369	286	108	259	215	204	247	169
ENSMUSG00000037771.12	Slc32a1	0	0	0	1	0	0	0	0	1	2	0	0
ENSMUSG00000037772.14	Mrpl23	1334.401	1399.093	1226.341	1573.047	2202.916	1828.773	1087.703	1610.99	1390.397	1357.168	1604.319	1584.607
ENSMUSG00000037773.15	Pced1a	423	399	405.999	307.001	281	420.001	319.001	372	320	468.001	346.999	258.001
ENSMUSG00000037780.4	Mbl1	0	0	0	0	2	3	0	0	0	0	3	0
ENSMUSG00000037784.15	Dzip1l	93	146	225	121	119	146	73	142	133.999	191	146	77
ENSMUSG00000037787.15	Coa8	1029	1012	895	902.001	1399	1262	868	1007.999	1158	1017	1122.999	1079
ENSMUSG00000037788.15	Vopp1	1473.001	1316.001	1899	743	1429	1737.999	1029	1913	1465.001	1274	1489	1077.001
ENSMUSG00000037790.4	Defb7	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000037791.16	Phf12	1067	911	993	643	852	1015	612.999	907.001	966.001	902	814	604.001
ENSMUSG00000037795.15	N4bp2	1093	860.001	1251	460	590	954	609	607	629	827	598	400
ENSMUSG00000037797.15	Adh4	1	1	0	0	3	0	1	0	0	0	0	0
ENSMUSG00000037798.8	Mat1a	2	3	5	0	3	1	0	0	0	0	0	0
ENSMUSG00000037801.14	Iqch	1	0	2	0	1	2	0	4	1	0	0	0
ENSMUSG00000037805.16	Rpl10a	15227.639	14784.305	12128.765	13823.061	18051.768	16854.513	12924.226	14210.198	13152.2	17847.846	20824.856	12972.179
ENSMUSG00000037808.14	Fam76b	1814.999	1705	2049	900	1145	1712	1120.999	1433	1434.001	1659.999	1551	1057
ENSMUSG00000037813.14	D630003M21Rik	102	89	77	91	207	113	52	134	72	48	117	95
ENSMUSG00000037815.8	Ctnna1	6837.001	5674	5888	3392.999	4865	5838.001	4776.001	5282	4982	6565	4811	4020
ENSMUSG00000037816.11	Fbxw17	333	370.001	221	236	298.001	306	210	291.999	262	472.001	417	191.999
ENSMUSG00000037818.18	Abhd18	424.681	293.353	355.249	210.999	189.955	331.796	353.878	256.255	260.812	256.632	199.308	347.645
ENSMUSG00000037820.16	Tgm2	6252	5257	4771	2755	3218	4587	4494.001	4006.999	4804	6771	3303	3686
ENSMUSG00000037822.13	Smim14	6056	5155.999	5609	4670.292	6380	6135.001	4461	6174.697	4187.999	5238	7170	4741
ENSMUSG00000037824.7	Tspan14	2016	2075	1794	897	1383	1565	1545	1559	1779	2509	1650	1334
ENSMUSG00000037826.6	Ppm1k	548	495	520	346	422	574	565	538	392	481	393	398
ENSMUSG00000037827.6	Gm5884	25.271	25.293	17.092	10.11	24.14	12.094	15.104	22.157	25.247	23.188	24.031	22.13
ENSMUSG00000037833.15	Sh2d4b	15	6	15	21	16	25	14	14	22	9	8	13
ENSMUSG00000037843.7	Vstm2l	0	0	0	1	0	0	0	0	0	0	0	0
ENSMUSG00000037845.15	Fdxacb1	410	369.999	348.001	251	371.999	368	255.999	329	317	391	361	316
ENSMUSG00000037846.19	Rtkn2	75	57	51	59	70	55	28	48	36	54	50	36
ENSMUSG00000037847.15	Nmrk1	165	124	135.001	156	181	205	157	165	92	176	177	116
ENSMUSG00000037849.9	Ifi206	14	6	10	7	3	13	3	4	8	14	8	2
ENSMUSG00000037851.15	Iars1	2971	2031.998	2276	1372	2003	2186	1355	1706	1687	1824	1165	1490
ENSMUSG00000037852.9	Cpe	5756	6456	6650	9453	11884	10238	3684	7743	5826	4366	6044	8374
ENSMUSG00000037855.16	Zfp365	162	134.999	203	105	102	146	83	136	117.001	121	127	59
ENSMUSG00000037857.17	Nufip2	3334	2525	3072	1237	1758.999	2514	1928	2026	2311	2474	1245	1632
ENSMUSG00000037860.16	Aim2	1264	1107.001	1047.999	433.999	515	750.996	718	812.001	675	1028	761.001	504.001
ENSMUSG00000037868.16	Egr2	2422	1691	858	881	865	1142	1807	1527	1162	2399	1752	768.999
ENSMUSG00000037872.6	Ackr1	124	87	86.538	152.202	141.367	182.79	58.443	115	127.329	107	88	141
ENSMUSG00000037876.18	Jmjd1c	4150.001	3437.001	4215.001	1633	2271	2974	2589.002	2615	2708.001	3618	2150	1995
ENSMUSG00000037884.7	1700017G19Rik	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000037885.19	Stk35	503	447	433	273	295	377	364	382	519	485	413	332
ENSMUSG00000037887.12	Dusp8	402	321	243	294	271	414	221	287	368	174	195	384
ENSMUSG00000037890.14	Wdr19	509	468	742.001	189.999	289	354.999	307	326	390	426	377.999	213
ENSMUSG00000037892.14	Pcdh18	546	579.001	650	453	723	686	301	554	544	666	575.999	285
ENSMUSG00000037894.14	H2az1	10584.92	11250.934	9064.969	6451.994	10062.943	9769.969	9090.945	8891.979	8072.977	13970.976	12375.974	7709
ENSMUSG00000037896.18	Rcor1	1758	1293.986	1462	617	848	1203	932	1016	1156	1297	812	711
ENSMUSG00000037902.19	Sirpa	25366.001	23489	21801.001	10444.001	12899.001	17773	18676	19482	18577	27757.999	22707.999	13596.001
ENSMUSG00000037904.15	Ankrd9	381	545	426	688.001	621	447	180	393	670.001	356	516	1149.999
ENSMUSG00000037905.14	Bri3bp	648	624	524	390	535	519	539	518	442	617	640	423
ENSMUSG00000037907.17	Ankrd13b	388	382	404	227	382	381.001	240	523.001	442	424.999	506.001	324
ENSMUSG00000037910.3	1700018B24Rik	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000037913.13	Tmem156	57	68.001	24	10	18.001	22.999	34	18	16	54.999	15	13
ENSMUSG00000037916.15	Ndufv1	4901	4055	3616	3304.999	4880	4853.001	5231.998	3939.999	4625	3293.999	2672.999	6010.001
ENSMUSG00000037921.16	Ddx60	780	782.001	333	285	280	479	288	312	293	814	459	224
ENSMUSG00000037922.14	Bank1	147	96	73	31	76	64	76	106	51	89	84	35
ENSMUSG00000037924.7	Or10j5	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000037926.16	Ssh2	3275	2335	2729	1579	1816	2505	1994	2116	2283.001	2329	1486	2129.001
ENSMUSG00000037933.17	Bicd2	2650	2592	2378	1935.999	2314.999	2743	2249	2347.001	2419	2946	2041	1930.001
ENSMUSG00000037935.17	Smarce1	3627.961	3162.683	3440.641	2017.858	3037.903	3463.895	2394.895	2890.641	2475.95	3049.686	2368.892	1968.95
ENSMUSG00000037936.16	Scarb1	1554.999	1089	880	624.999	595	904	710	670	751	1150	809.999	583
ENSMUSG00000037938.5	Chchd5	510.999	388	299	391	506	411	311	402	362	531	585	463.001
ENSMUSG00000037940.18	Inpp4b	619	452	579	353	463	640.999	476	484	380	426	328.001	370
ENSMUSG00000037942.6	Crp	5	11	3	1	12	2	0	7	1	1	1	1
ENSMUSG00000037944.9	Ccr7	55	52	39	41	63	53	26	74	137	146	58	34
ENSMUSG00000037946.12	Fgd3	1337	1181	1282	427	520	896	799	1020.999	1031	1268	855	541
ENSMUSG00000037949.9	Ano10	1329	958	1161	529	701	835	799	853	854	920	732	718
ENSMUSG00000037953.8	A4gnt	0	3	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000037957.15	Wdr20	840	735.999	661	432	717.996	798	602	676	577	695	583	477
ENSMUSG00000037958.14	Nsrp1	1284	1064	1259	686	1078	1267	949	1042	887	1067	947	768
ENSMUSG00000037960.12	Card19	1175.001	1170	775.999	916.001	1314	1016	770.999	1115	1276	1531.999	1626.999	1310
ENSMUSG00000037962.8	Rflna	3	7	4	10	13	2	1	5	0	3	14	5
ENSMUSG00000037965.16	Zc3h7a	2764.001	3101.001	3197.999	2567.001	2427	3388.001	2220.001	2667	2281	3581.001	2476.001	1787
ENSMUSG00000037966.16	Ninj1	1719.001	1490	1233	1177	1576	1375.999	1115	1530	1898	2110	2451	1578.999
ENSMUSG00000037971.11	Cfap68	571	495.999	480	344.999	558	480	606	490.999	359.999	379.999	455	343
ENSMUSG00000037972.8	Snn	592	454	377	249	394	481	404	365	295	450	329	187
ENSMUSG00000037973.7	Itprid1	4	8	7	1	3	3	3	7	3	9	3	5
ENSMUSG00000037974.18	Muc5ac	1	0	1	0	1	0	0	0	0	0	0	0
ENSMUSG00000037977.7	6430571L13Rik	542	479	504	300	485	514	171	429	261	216	330	609
ENSMUSG00000037979.14	Ccdc92	16	7	6	16	19	19	5	18	11	14	11	25
ENSMUSG00000037982.19	Gm9725	23	13	16	11	17	17	37	16	11	26	14	20
ENSMUSG00000037984.10	Neurod6	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000037989.17	Wnk2	275.999	208.001	220	241	331.999	248.001	110	227	332	121.999	223	446
ENSMUSG00000037990.19	Sh3rf3	129	137	178	96	172	179	86	169	164	151	137	100
ENSMUSG00000037991.10	Rmi2	50	56	47	43	63	47	14	72	24	44	37	58
ENSMUSG00000037992.17	Rara	591	488.001	382	395	471	471	220	443.001	443	568	605	343
ENSMUSG00000037993.9	Dhx38	1329	1048	850	507	661	786	707	707	913	1253	824	659
ENSMUSG00000037994.15	Slc9b2	1215	1220	3325	756	1228	2234	806	2570	1508	1052	2200.999	593
ENSMUSG00000037995.16	Igsf9	31	42	45	22	19	30	17	32	33	38	54	25
ENSMUSG00000037996.18	Slc24a2	14	7	4	10	7	6	9	25	3	2	2	11
ENSMUSG00000037997.13	Parp11	737	745.999	633.999	264	423	602	415	524	493	833.999	544	335
ENSMUSG00000037999.14	Arap2	805	573	675	202	312	473	431	446	371	432	336	240
ENSMUSG00000038000.11	Acd	342	307	203.999	200	337	243	187	275.001	281	354	435.001	224.999
ENSMUSG00000038002.10	Cramp1	852	640	815	475	572	774	504	674	723	693	628	520
ENSMUSG00000038005.16	Hpf1	1360.999	1422	1309.999	934	1227.001	1437	1176.001	1273.001	984	1764.999	1523.001	980
ENSMUSG00000038007.15	Acer2	139	110	265	143	99	239	545.999	177	192	142	82	186.999
ENSMUSG00000038009.8	Dnajc22	2	2	0	0	0	1	2	2	0	0	1	0
ENSMUSG00000038010.10	Ccdc138	91	61	67	62	75	83	64	88	59	100	88	53
ENSMUSG00000038011.16	Dnah10	2	1	2	4	4	4	3	8	5	9	2	7
ENSMUSG00000038013.15	Wipf2	869	608	696	322	450	587	440	501	599	601	441	426
ENSMUSG00000038014.8	Fam120a	7841	7184	7354	4687	5794	7460	5611	6526	6302	7679	5664	5328
ENSMUSG00000038015.7	Prm2	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000038020.6	Rapgefl1	81	54.999	44	12	32	22	37	52	40	52	34	29
ENSMUSG00000038022.12	Mindy4	151	147	159.001	111	163	157.999	93	138	173	109	203	158
ENSMUSG00000038023.13	Atp6v0a2	2203	1913.001	1908.999	1078	1472	1909	1470	1717.001	1713	2017	1399	1318
ENSMUSG00000038024.18	Dennd4c	4621.506	3205.454	3855.845	1265.25	2048.999	2614.611	2710.587	2293.532	3229.769	3258.384	1322.909	1832.17
ENSMUSG00000038025.9	Phf2	1673	1204	1323	805	1180	1215	781	1190	1199	1141	1059	1104
ENSMUSG00000038026.13	Kcnj9	3	3	2	5	4	3	1	3	1	1	6	0
ENSMUSG00000038028.10	Tigar	1473	1074	766	967	1476	1155	717	1206	903	908	920	1713
ENSMUSG00000038034.16	Igsf8	1224	1360.001	833.001	532	767.999	781	704.001	1021.001	1199	1653	1423	806.999
ENSMUSG00000038037.6	Socs1	30	56	18	73	116	66	26	66	59	69	116	39
ENSMUSG00000038039.14	Gcc2	1454	1029	1103	525	730	894	732	873.999	768.001	1016	789	794
ENSMUSG00000038042.12	Ptpdc1	339	253	327	354	360	394	230	381	302	262	371	255
ENSMUSG00000038044.9	Cct8l1	0	0	0	3	1	0	3	0	2	3	6	4
ENSMUSG00000038045.15	Sult6b1	0	5	3	12	9	11	5	0	4	5	7	2
ENSMUSG00000038046.5	Mrm3	294	243	254	167	225	362	237	251	273	231	193	249
ENSMUSG00000038047.19	Haus6	596	628	590	253	364	559	385	431	470	688	451	371
ENSMUSG00000038048.9	Cntnap5c	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000038055.13	Dexi	446	456	336	510	805	631	334	520	513	393.999	593	634
ENSMUSG00000038056.16	Kmt2c	2600.001	1842	2508	1318	1836	2179	1624.001	1816	1666	1699	1395	1414
ENSMUSG00000038057.5	Dbil5	3	1	4	3	3	1	6	3	0	0	1	3
ENSMUSG00000038058.15	Nod1	775	692	659	711.001	722	828.001	490	800	758	808	849	641
ENSMUSG00000038059.8	Smim3	690	909	1011	544	829	780	438	815	698	1051	1115	537
ENSMUSG00000038060.16	Dlec1	10	5	12	6	9.001	4	12	4	4	6	5	7
ENSMUSG00000038064.8	Cldn22	4	3	7	8	6	2	13	13	0	5	16	7
ENSMUSG00000038065.14	Mturn	1481	625	931	959	1178	1125	1004	1291	1026	649	1045	1240
ENSMUSG00000038067.3	Csf3	0	0	1	0	0	0	0	0	0	0	0	0
ENSMUSG00000038068.16	Rnf144b	2536	1620	2192	1030	1326	1712	1306	1663	1546	1757	1431	1379
ENSMUSG00000038069.7	Cdkn2aip	775	727	842	443	794	965	632	733	691	712	708	572
ENSMUSG00000038070.16	Cntln	843	695.999	714.001	338.001	491	643.001	419	435	468	635	525	288
ENSMUSG00000038071.4	Npy6r	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000038072.15	Galnt11	1612	1271.999	1461	757.001	1105	1283	1011	1160	1208	1345	1032	922.001
ENSMUSG00000038074.17	Fkbp14	1064	1075	1307	635	998	1264	543	868	771	1120	780	539
ENSMUSG00000038077.8	Kcna6	15	20	15	11	15	19	18	14	4	6	10	7
ENSMUSG00000038079.15	Tmem237	516	515	492	319.001	421	457	353	437	443	700	513.999	399
ENSMUSG00000038080.18	Kdm1b	778	742.999	925	615	770	964	743	858	698	759	654	753
ENSMUSG00000038084.17	Opa1	4318.999	3160	3135.001	1840	2820	3436.999	3401.001	2921.999	2610	2604.999	1873	2969
ENSMUSG00000038085.14	Cnbd2	109	69.001	95	81	103	117.999	78	84	98.001	83.001	115.999	72
ENSMUSG00000038086.5	Hspb2	700	585	406	845	1127	771	336	559	690	436	583	889
ENSMUSG00000038092.7	Hsd3b5	0	0	0	0	1	0	0	0	0	0	0	0
ENSMUSG00000038094.16	Atp13a4	10.001	13	15	4	3	3	9	1	4	7	0	4
ENSMUSG00000038095.16	Sbno1	3005.001	2344	2842	1081.001	1486	2186	1776	1891	2076.999	2204.001	1301	1320
ENSMUSG00000038102.16	Trappc11	1584.999	1298	1380	844.999	1122	1308	991	1150.001	1170	1324.999	1098	1004.999
ENSMUSG00000038112.16	AW551984	1003	629	672	456	653	788	295.001	449	438	529	581	308
ENSMUSG00000038115.17	Ano2	6	18	16	12	23	24	9	13	13	2	25	13
ENSMUSG00000038116.17	Phf20	1636.972	1321	1345	771.999	942	1158.999	1045	1058	1057.993	1176	997	886
ENSMUSG00000038119.16	Cdon	1610	1153	1385	842	1276	1350	541	1085	833	852.001	1011	767
ENSMUSG00000038121.7	Fam210a	3852	2787	2930	1427	2385	3275	3179	2533	2409	2057	1425	2743
ENSMUSG00000038122.10	Tbc1d32	463	387	440	153	229	330	365	294	337	394	286	203
ENSMUSG00000038126.18	Mphosph9	280	274	277	135	163	204	167	197	190	248	193	120
ENSMUSG00000038127.16	Ccdc50	9472.988	7826	8591	3374	5675	6743	5178	6104.997	5149	6258	4945	4759
ENSMUSG00000038128.8	Camk4	42	40	125	25	54	87	14	48	31	55	38	16
ENSMUSG00000038132.7	Rbm24	3429	3061	2541.001	3341.999	4136.001	3936.001	2029	2954	2465	1840	1914	3470
ENSMUSG00000038135.5	Crygn	1	1	1	0	4	2	0	2	0	0	3	0
ENSMUSG00000038141.12	Tmem181a	779.38	780.391	721.671	494.583	608.95	690.622	525.96	664.403	530.309	778.141	658.554	511.078
ENSMUSG00000038143.17	Stox2	626	482	571	385	477	702	386.001	439	376	377	349	350
ENSMUSG00000038145.18	Snrk	1745	1561.999	1944.999	1676.001	1647	1996.001	1811	1698.001	1474	1483	1278.001	1615
ENSMUSG00000038146.9	Notch3	532	394	364	478	430	588	364	363	429	358	359	319
ENSMUSG00000038147.15	Cd84	21281.999	16370	19027	6521	9022.999	12619.001	15356	15178	13750.999	15785.001	11775	9494
ENSMUSG00000038148.14	Cldn16	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000038150.8	Ormdl3	1299	1211	1430	956	1324	1555	2692	1568	1530	1443	1264	1118
ENSMUSG00000038151.14	Prdm1	623	397	979	336	426	796	579	744	553	541	763	199
ENSMUSG00000038152.6	5033430I15Rik	34	46	37	65	60.001	70	37	51	27	39	59	54
ENSMUSG00000038155.12	Gstp2	1811.54	1466.861	1350.76	2149.79	2443.437	2131.236	1020.798	1858.587	1909.703	1418.037	1331.051	2722.171
ENSMUSG00000038156.17	Spon1	1891	3162	6337	1132	2346	2887	726	4112	1573	1449	2386	915
ENSMUSG00000038160.8	Atg5	2519	2147	2376	1120	1845	2084	1722	1947	1697	2018	1823	1454
ENSMUSG00000038165.10	1700022A21Rik	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000038167.7	Plekhg6	8	5	1	6	1	5	12	2	2	8	4	3
ENSMUSG00000038168.6	P3h2	293	149	247	211	366	418	154	490	183	150	296	201
ENSMUSG00000038170.16	Pde4dip	28830	19103.998	19967	20111	24601.999	21068.999	11853.001	19358	20313	13548.999	13830	32036.999
ENSMUSG00000038172.15	Ttc39b	998	918	1189	474	583.999	814	545	780	785.001	986	814	516
ENSMUSG00000038173.16	Enpp6	113	43	66	45	76	87	27	52	33	25	81	50
ENSMUSG00000038174.15	Hycc2	1025	862	1172	567	671	1092	1920	893	901	933	647	649
ENSMUSG00000038175.11	Mylip	2076	1663	1911	1174	1573	2051	1186	1879	1529	1641	2181	1192
ENSMUSG00000038178.17	Slc43a2	3839	2528	2815.001	1056	1517.001	2003.001	2309	2006	3054.999	3286	1887.999	1715
ENSMUSG00000038179.14	Slamf7	414	294	380	99	170	252	162	238.999	159	311	183	127.001
ENSMUSG00000038180.12	Spag4	14.001	9	6	3	10	6	10	9	2	6	16	1
ENSMUSG00000038181.17	Chpf2	1403	1261	1002.999	640	898	811.999	628	941	1019	1482	1407	719
ENSMUSG00000038187.15	Btbd10	785	701.001	793	493.001	775	774.992	565.999	744	669	784	536	502
ENSMUSG00000038188.18	Scarf1	460	440	474	494	500	617	379.001	548	446	510	604	363
ENSMUSG00000038192.6	Cer1	0	0	1	0	0	0	0	0	0	0	0	0
ENSMUSG00000038193.5	Hand2	0	0	0	0	0	1	0	0	0	0	0	0
ENSMUSG00000038195.7	Rilp	451	477	420	559	751	731	422	597	514	387	402	676
ENSMUSG00000038199.13	Iqca1l	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000038201.11	Kcna7	373	199	129	69	178	148	94	142	128	123	67	322
ENSMUSG00000038203.23	Hoxa13	2	7	11	9	20	17	1	6	28	2	11	10
ENSMUSG00000038204.14	Asb10	880	635	430	552	1265	835	430	863	503	477	622	1371.001
ENSMUSG00000038205.13	Prkab2	5928	4131	4519	3321	5362	4729	1991	3975	3506	2825	2266	5749
ENSMUSG00000038206.14	Fbxo8	1539	1318	1393.001	1117	1665	1648	1374	1481	1180	1282.999	1430	1286
ENSMUSG00000038208.14	Pgap3	119	110	104	72	92	104	64	101	125	115	79	80
ENSMUSG00000038209.13	Itln1	4	12	10	3	9	9	7	9	4	5	9	10
ENSMUSG00000038210.11	Hoxa11	23	17	26	11	25	18	1	5	35	10	18	11
ENSMUSG00000038212.17	Mfsd14b	3172	2956	3319	1565	2389	3136	2651	2565	2653	3401	2465	1956
ENSMUSG00000038213.8	Tapbpl	351	396	321	257	373	369	320	338	308	398	318	238
ENSMUSG00000038214.17	Bend3	330	289	261	151	249	216	177	214	239	271	278	207
ENSMUSG00000038215.16	Cep44	416	400	397	285	326	390	319	379.001	322.999	407.999	356.999	278
ENSMUSG00000038216.8	Pnmt	13	11	21	40	30	27	14	18	10	8	18	49
ENSMUSG00000038217.14	Tlcd2	260.002	301	259	287	386.009	415.292	264.01	342.011	170	295.034	285	193
ENSMUSG00000038218.4	Gm9765	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000038224.13	Serpinf2	11	9	9	6	24	9	1	4	2	5	17	2
ENSMUSG00000038225.16	Primpol	463	461	473	258	231	394	264	349	339	417	312	193
ENSMUSG00000038227.16	Hoxa9	519	333	383	462	641	622	369	460	371	273	463	383
ENSMUSG00000038233.11	Gask1a	87	38	47	40	69	64	10	39	28	32	43	22
ENSMUSG00000038235.5	F11r	810	705	577	578	631	934	980	722	405	585	507	480
ENSMUSG00000038236.9	Hoxa7	320	260	255	390	396	421	339	331	246	192	318	237
ENSMUSG00000038239.12	Hrc	22386	14883	16230	14327	18659	20288	8270	15106	11171	8026	7497	18035
ENSMUSG00000038240.14	Pdss2	434	454	379	404	569	618.999	470.001	485.001	497.999	356.999	403	587
ENSMUSG00000038241.17	Cep250	1056	867.999	899	506	507.001	792	458.999	666	770	1006.001	628	508
ENSMUSG00000038242.13	Aox4	0	1	0	0	0	0	0	3	0	0	1	2
ENSMUSG00000038244.15	Mical2	2313.001	2039.001	2269.999	666.001	1304	1520.999	919	1567	1997	1769	1345	1352
ENSMUSG00000038246.8	Fam50b	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000038248.9	Sobp	741	563	551	756	775	726	318	657	491	325	356	560
ENSMUSG00000038250.10	Usp38	1790	1556	1537	991	1338	1487	1178	1254	1297	1312	1079	1225
ENSMUSG00000038252.14	Ncapd2	508.001	618	263	171	183.001	256	208	175	338.001	711.999	344	190
ENSMUSG00000038253.7	Hoxa5	70	84	72	148	101	117	94	100	95	60	90	94
ENSMUSG00000038255.7	Neurod2	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000038256.16	Bcl9	500.999	423	350	270	298	326.999	274	288	297	404	392	207
ENSMUSG00000038257.11	Glra3	3	2	0	0	3	1	0	0	2	5	3	0
ENSMUSG00000038259.5	Gdf5	6	5	10	13	51	24	17	10	22	3	20	8
ENSMUSG00000038260.11	Trpm4	656.001	531.999	375	340.999	443.999	458.001	339	417	402	498	412.001	452.999
ENSMUSG00000038264.9	Sema7a	1732	3029	3925	873	1281	2000	1008	2142	1960	3140	2331	932
ENSMUSG00000038267.16	Slc22a23	283	215	133	171	214	283	316	233	176	154	99	128
ENSMUSG00000038268.5	Ovca2	446.268	504.737	512.289	350.153	438.198	502.597	422.859	470.407	424.932	530.704	556.682	339.065
ENSMUSG00000038271.18	Iffo1	874.001	744	646	612.002	624.999	686	381.999	576	588.001	748.999	680.999	448
ENSMUSG00000038274.14	Fau	9860.76	11904.313	10144.576	15206.792	20007.761	14706.189	11923.397	14853.794	10147.119	16351.556	23243.083	14194.598
ENSMUSG00000038276.13	Asic3	0	0	1	1	0	5	2	1	1	0	0	1
ENSMUSG00000038279.11	Nop2	714	664	620	276	491	521	444	476	564	776	368	416
ENSMUSG00000038280.13	Ostm1	4115	3928	4681	2019	2959	3840	3284	4073	3187	3928	3497	2954
ENSMUSG00000038286.12	Bphl	471	435	398	313	536	473	470	427.999	497	331	379	422.001
ENSMUSG00000038290.16	Smg6	1032	783	843	460	707	731	564.001	678	690	704	617	606
ENSMUSG00000038291.17	Snx25	602	650	575	376.999	535.999	667	572	593	496.999	704	485.001	442
ENSMUSG00000038292.15	Kash5	6	6	3	1	1	0	0	2	4	1	1	2
ENSMUSG00000038295.15	Atg9b	109	104	109	26	64	103	68	90	87	117	118	42
ENSMUSG00000038296.15	Galnt18	183	108	113	88	162	152	88	94	133	127	69	74
ENSMUSG00000038298.15	Pdzk1	1	1	1	5	2	0	1	1	0	1	0	0
