name	taxonomy_id	taxonomy_lvl	HFD_AL_7_06_12_HFD_AL_7_06_12_L4_k2s8_bracken.bracken.tsv_num	HFD_AL_7_06_12_HFD_AL_7_06_12_L4_k2s8_bracken.bracken.tsv_frac	HFD_IF_6_05_12_HFD_IF_6_05_12_L4_k2s8_bracken.bracken.tsv_num	HFD_IF_6_05_12_HFD_IF_6_05_12_L4_k2s8_bracken.bracken.tsv_frac	HFD_IF_4_02_25_HFD_IF_4_02_25_L4_k2s8_bracken.bracken.tsv_num	HFD_IF_4_02_25_HFD_IF_4_02_25_L4_k2s8_bracken.bracken.tsv_frac	HFD_IF_7_06_12_HFD_IF_7_06_12_L4_k2s8_bracken.bracken.tsv_num	HFD_IF_7_06_12_HFD_IF_7_06_12_L4_k2s8_bracken.bracken.tsv_frac	HFD_AL_4_03_11_HFD_AL_4_03_11_L4_k2s8_bracken.bracken.tsv_num	HFD_AL_4_03_11_HFD_AL_4_03_11_L4_k2s8_bracken.bracken.tsv_frac	HFD_IF_4_03_11_HFD_IF_4_03_11_L4_k2s8_bracken.bracken.tsv_num	HFD_IF_4_03_11_HFD_IF_4_03_11_L4_k2s8_bracken.bracken.tsv_frac	HFD_AL_6_05_12_HFD_AL_6_05_12_L4_k2s8_bracken.bracken.tsv_num	HFD_AL_6_05_12_HFD_AL_6_05_12_L4_k2s8_bracken.bracken.tsv_frac	HFD_IF_6_05_22_HFD_IF_6_05_22_L4_k2s8_bracken.bracken.tsv_num	HFD_IF_6_05_22_HFD_IF_6_05_22_L4_k2s8_bracken.bracken.tsv_frac	HFD_AL_4_02_25_HFD_AL_4_02_25_L4_k2s8_bracken.bracken.tsv_num	HFD_AL_4_02_25_HFD_AL_4_02_25_L4_k2s8_bracken.bracken.tsv_frac	HFD_AL_6_05_22_HFD_AL_6_05_22_L4_k2s8_bracken.bracken.tsv_num	HFD_AL_6_05_22_HFD_AL_6_05_22_L4_k2s8_bracken.bracken.tsv_frac
Komagataeibacter medellinensis	1177712	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	38	0.00001	0	0.00000	19	0.00001	0	0.00000	49	0.00003	31	0.00001
Acetobacter cerevisiae	178900	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	31	0.00001	0	0.00000	0	0.00000	0	0.00000	45	0.00003	0	0.00000
Roseomonas mucosa	207340	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	79	0.00003	0	0.00000	0	0.00000	0	0.00000	114	0.00007	0	0.00000
Azospirillum sp. B2RO_4	3027796	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	70	0.00002	0	0.00000	66	0.00002	0	0.00000	0	0.00000	0	0.00000
Skermanella pratensis	2233999	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	17	0.00001	17	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Asticcacaulis sp. DW145	3095608	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	38	0.00001	0	0.00000	0	0.00000	0	0.00000	61	0.00003	25	0.00001
Asticcacaulis sp. MM231	3157666	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	19	0.00001	0	0.00000	0	0.00000	0	0.00000	29	0.00002	0	0.00000
Candidatus Tisiphia endosymbiont of Beris chalybata	3066262	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	10	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Variovorax sp. PBS-H4	434008	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	25	0.00001	0	0.00000	0	0.00000	0	0.00000	27	0.00002	28	0.00001
Comamonas piscis	1562974	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	13	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Rhodoferax sp. BAB1	2741720	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	24	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Ottowia sp. oral taxon 894	1658672	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	35	0.00001	0	0.00000	0	0.00000	0	0.00000	31	0.00002	17	0.00001
Paenacidovorax monticola	1926868	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	19	0.00001	0	0.00000	0	0.00000	0	0.00000	18	0.00001	0	0.00000
Burkholderia cenocepacia	95486	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	60	0.00002	0	0.00000	68	0.00002	0	0.00000	60	0.00003	87	0.00003
Burkholderia latens	488446	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	17	0.00001	0	0.00000	0	0.00000	0	0.00000	15	0.00001	15	0.00001
Cupriavidus basilensis	68895	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	25	0.00001	0	0.00000	24	0.00001	0	0.00000	0	0.00000	37	0.00001
Polynucleobacter sp. MG-6-Vaara-E2	2576932	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	95	0.00003	37	0.00001	0	0.00000	0	0.00000	139	0.00008	0	0.00000
Lautropia mirabilis	47671	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	16	0.00001	0	0.00000	0	0.00000	0	0.00000	20	0.00001	0	0.00000
Achromobacter marplatensis	470868	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	40	0.00001	0	0.00000	0	0.00000	0	0.00000	51	0.00003	0	0.00000
Bordetella hinzii	103855	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	21	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	41	0.00001
Pseudoduganella sp. UC29_106	3374553	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	15	0.00000	19	0.00000	0	0.00000	0	0.00000	18	0.00001	0	0.00000
Pseudoduganella sp. HUAS MS19	3469873	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	17	0.00001	0	0.00000	0	0.00000	0	0.00000	17	0.00001	0	0.00000
Herbaspirillum sp. WKF16	3028312	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	37	0.00001	0	0.00000	0	0.00000	0	0.00000	36	0.00002	0	0.00000
Piscinibacterium candidicorallinum	1793872	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	11	0.00000	11	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Chromobacterium vaccinii	1108595	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	125	0.00004	0	0.00000	0	0.00000	0	0.00000	225	0.00013	0	0.00000
Aquaspirillum sp. LM1	1938604	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	12	0.00000	0	0.00000	0	0.00000	0	0.00000	18	0.00001	12	0.00000
Gallionella capsiferriformans	370405	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	12	0.00000	0	0.00000	16	0.00000	0	0.00000	10	0.00001	0	0.00000
Sulfurimicrobium lacus	2715678	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	12	0.00000	0	0.00000	0	0.00000	0	0.00000	13	0.00001	0	0.00000
Nitrosomonas sp. sh817	3070658	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	22	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Nitrosospira lacus	1288494	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	12	0.00000	10	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Methyloversatilis sp.	2569862	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	16	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Thauera sp. GDN1	2944810	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	20	0.00001	0	0.00000	0	0.00000	0	0.00000	25	0.00001	0	0.00000
Thauera sp. WB-2	2897772	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	15	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Aromatoleum evansii	59406	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	23	0.00001	0	0.00000	0	0.00000	0	0.00000	30	0.00002	0	0.00000
Dechloromonas sp. HYN0024	2231055	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	26	0.00001	0	0.00000	0	0.00000	0	0.00000	29	0.00002	0	0.00000
Desulfomicrobium baculatum	899	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	14	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Sorangium sp. So ce375	3133306	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	21	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Treponema socranskii	53419	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	16	0.00001	0	0.00000	0	0.00000	0	0.00000	16	0.00001	0	0.00000
Treponema denticola	158	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	26	0.00001	0	0.00000	39	0.00001	0	0.00000	37	0.00002	0	0.00000
Candidatus Haliotispira prima	3034016	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	17	0.00001	0	0.00000	0	0.00000	0	0.00000	12	0.00001	15	0.00001
Sphaerochaeta pleomorpha	1131707	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	17	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Campylobacter iguaniorum	1244531	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	13	0.00000	50	0.00001	14	0.00000	0	0.00000	18	0.00001	0	0.00000
Aliarcobacter butzleri	28197	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	13	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Nitrospira sp. KM1	1936990	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	11	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Thermovibrio ammonificans	228745	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	11	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Wukongibacter baidiensis	1723361	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	11	0.00000	0	0.00000	14	0.00000	0	0.00000	25	0.00001	0	0.00000
Wukongibacter sp. M2B1	3088895	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	11	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Candidatus Arthromitus sp. SFB-rat-Yit	1041504	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	14	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Romboutsia sp. CE17	2724150	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	14	0.00000	0	0.00000	0	0.00000	0	0.00000	25	0.00001	0	0.00000
Streptococcus equinus	1335	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	17	0.00001	0	0.00000	29	0.00001	11	0.00000	0	0.00000	0	0.00000
Streptococcus porcinus	1340	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	16	0.00001	0	0.00000	10	0.00000	0	0.00000	13	0.00001	0	0.00000
Limosilactobacillus allomucosae	3142938	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	12	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Limosilactobacillus mucosae	97478	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	11	0.00000	0	0.00000	0	0.00000	0	0.00000	28	0.00002	0	0.00000
Lacticaseibacillus saniviri	931533	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	12	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Enterococcus avium	33945	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	12	0.00000	0	0.00000	16	0.00000	0	0.00000	10	0.00001	13	0.00000
Candidatus Enterococcus palustris	1834189	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	10	0.00000	0	0.00000	13	0.00000	0	0.00000	0	0.00000	0	0.00000
Paenibacillus sp. H1-7	2282849	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	26	0.00001	0	0.00000	11	0.00000	0	0.00000	12	0.00001	0	0.00000
Paenibacillus sp. FSL K6-0276	2921450	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	34	0.00001	0	0.00000	0	0.00000	0	0.00000	25	0.00001	21	0.00001
Paenibacillus sp. P36	3342538	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	29	0.00001	0	0.00000	17	0.00000	0	0.00000	18	0.00001	20	0.00001
Paenibacillus sp. FSL K6-3182	2921495	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	21	0.00001	0	0.00000	12	0.00000	0	0.00000	0	0.00000	0	0.00000
Paenibacillus sp. SN-8-1	3435409	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	15	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Paenibacillus sp. FSL R5-0519	2921648	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	48	0.00002	0	0.00000	0	0.00000	0	0.00000	31	0.00002	0	0.00000
Paenibacillus sp. FSL K6-2441	2954679	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	14	0.00000	0	0.00000	11	0.00000	11	0.00000	24	0.00001	0	0.00000
Paenibacillus hexagrammi	2908839	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	38	0.00001	0	0.00000	0	0.00000	0	0.00000	71	0.00004	11	0.00000
Paenibacillus ottowii	2315729	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	26	0.00001	0	0.00000	0	0.00000	0	0.00000	26	0.00001	0	0.00000
Paenibacillus silvisoli	3110539	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	11	0.00000	0	0.00000	10	0.00000	0	0.00000	11	0.00001	0	0.00000
Bacillus pseudomycoides	64104	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	18	0.00001	0	0.00000	15	0.00000	0	0.00000	11	0.00001	0	0.00000
Cytobacillus oceanisediminis	665099	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	154	0.00005	0	0.00000	139	0.00004	0	0.00000	100	0.00006	86	0.00003
Oceanobacillus oncorhynchi	545501	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	25	0.00001	0	0.00000	17	0.00000	26	0.00001	0	0.00000	0	0.00000
Lysinibacillus fusiformis	28031	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	29	0.00001	0	0.00000	0	0.00000	0	0.00000	22	0.00001	0	0.00000
Virgibacillus phasianinus	2017483	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	26	0.00001	0	0.00000	0	0.00000	0	0.00000	38	0.00002	0	0.00000
Paraperibacillus marinus	3115295	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	11	0.00000	0	0.00000	14	0.00000	0	0.00000	11	0.00001	11	0.00000
Evansella sp. LMS18	2924033	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	13	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Cerasibacillus sp. JNUCC 74	3469795	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	11	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Ornithinibacillus sp. FSL M8-0202	2921616	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	10	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Macrococcus brunensis	198483	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	17	0.00001	0	0.00000	0	0.00000	0	0.00000	16	0.00001	0	0.00000
Planococcus glaciei	459472	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	24	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Exiguobacterium profundum	307643	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	37	0.00001	0	0.00000	28	0.00001	0	0.00000	0	0.00000	50	0.00002
Pseudalkalibacillus nanhaiensis	3115291	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	11	0.00000	0	0.00000	0	0.00000	0	0.00000	18	0.00001	0	0.00000
Selenomonas sp. oral taxon 126	712528	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	24	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Turicibacter sp. KK003	3114695	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	63	0.00002	0	0.00000	0	0.00000	0	0.00000	224	0.00013	0	0.00000
Turicibacter sanguinis	154288	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	11	0.00000	0	0.00000	39	0.00001	0	0.00000	15	0.00001	0	0.00000
Curtobacterium poinsettiae	159612	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	15	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Microbacterium sp. R86528	3093864	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	14	0.00000	0	0.00000	0	0.00000	0	0.00000	12	0.00001	12	0.00000
Microbacterium sp. nov. GSS16	3019890	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	18	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Microbacterium sp. JZ31	1906274	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	14	0.00000	0	0.00000	0	0.00000	0	0.00000	13	0.00001	0	0.00000
Microbacterium sp. M	3377125	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	14	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	15	0.00001
Microbacterium maritypicum	33918	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	72	0.00002	0	0.00000	0	0.00000	0	0.00000	92	0.00005	0	0.00000
Cryobacterium sp. LW097	1978566	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	49	0.00002	0	0.00000	0	0.00000	0	0.00000	43	0.00002	28	0.00001
Clavibacter sepedonicus	31964	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	13	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Herbiconiux sp. L3-i23	2905871	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	12	0.00000	0	0.00000	0	0.00000	11	0.00000	0	0.00000	0	0.00000
Arthrobacter sp. zg-Y919	2894187	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	45	0.00001	0	0.00000	0	0.00000	0	0.00000	79	0.00005	0	0.00000
Arthrobacter sp. FW306-04-A	2879619	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	26	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Arthrobacter sp. N1	619291	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	15	0.00000	0	0.00000	0	0.00000	0	0.00000	19	0.00001	0	0.00000
Arthrobacter sp. NicSoilC5	2831000	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	32	0.00001	0	0.00000	25	0.00001	0	0.00000	0	0.00000	0	0.00000
Kocuria sp. U4B	3681603	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	22	0.00001	0	0.00000	0	0.00000	0	0.00000	15	0.00001	0	0.00000
Kocuria flava	446860	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	18	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Paenarthrobacter sp. JL.01a	2979324	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	15	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Paenarthrobacter ilicis	43665	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	13	0.00000	0	0.00000	19	0.00001	0	0.00000	0	0.00000	15	0.00001
Citricoccus sp. I39-566	3073268	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	22	0.00001	0	0.00000	0	0.00000	0	0.00000	16	0.00001	0	0.00000
Oerskovia sp. KBS0722	1179673	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	20	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Allobranchiibius sp. GilTou73	2904523	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	15	0.00000	0	0.00000	0	0.00000	0	0.00000	13	0.00001	0	0.00000
Brachybacterium huguangmaarense	1652028	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	18	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Promicromonospora sp. NFX87	3402691	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	11	0.00000	0	0.00000	0	0.00000	0	0.00000	13	0.00001	12	0.00000
Serinicoccus marinus	247333	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	19	0.00001	0	0.00000	11	0.00000	0	0.00000	0	0.00000	0	0.00000
Miniimonas sp. S16	2171623	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	13	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Streptomyces sp. NBC_01176	2903760	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	60	0.00002	70	0.00001	0	0.00000	0	0.00000	53	0.00003	0	0.00000
Streptomyces sp. NBC_00287	2975702	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	36	0.00001	36	0.00001	0	0.00000	0	0.00000	32	0.00002	0	0.00000
Streptomyces sp. NBC_01353	2903835	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	32	0.00001	0	0.00000	0	0.00000	0	0.00000	25	0.00001	0	0.00000
Streptomyces sp. NBC_00425	2975740	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	38	0.00001	0	0.00000	0	0.00000	0	0.00000	49	0.00003	0	0.00000
Streptomyces sp. NBC_00513	2975763	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	35	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Streptomyces sp. NEAU-sy36	2751189	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	33	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Streptomyces sp. NBC_01515	2903890	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	54	0.00002	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Streptomyces sp. NBC_01092	2903748	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	20	0.00001	0	0.00000	0	0.00000	0	0.00000	24	0.00001	0	0.00000
Streptomyces sp. 3214.6	1882757	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	22	0.00001	0	0.00000	16	0.00000	0	0.00000	0	0.00000	21	0.00001
Streptomyces sp. CG1	1287523	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	21	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Streptomyces sp. QTS52	3477385	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	25	0.00001	0	0.00000	0	0.00000	0	0.00000	21	0.00001	0	0.00000
Streptomyces sp. SAT1	1849967	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	15	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Streptomyces sp. NBC_00335	2975714	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	21	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	26	0.00001
Streptomyces camelliae	3004093	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	35	0.00001	0	0.00000	0	0.00000	0	0.00000	33	0.00002	0	0.00000
Streptomyces peucetius	1950	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	18	0.00001	0	0.00000	16	0.00000	0	0.00000	0	0.00000	0	0.00000
Streptomyces subrutilus	36818	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	16	0.00001	0	0.00000	17	0.00000	0	0.00000	20	0.00001	25	0.00001
Streptomyces cyaneochromogenes	2496836	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	15	0.00000	0	0.00000	13	0.00000	0	0.00000	16	0.00001	0	0.00000
Streptomyces pseudogriseolus	36817	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	104	0.00003	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Kitasatospora setae	2066	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	20	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Mycolicibacterium sp. HK-90	3056937	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	25	0.00001	0	0.00000	0	0.00000	0	0.00000	22	0.00001	0	0.00000
Mycolicibacterium aichiense	1799	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	21	0.00001	0	0.00000	0	0.00000	0	0.00000	62	0.00004	0	0.00000
Mycobacterium sp. JS623	212767	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	15	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Mycobacterium sp. Aquia_216	2991729	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	16	0.00001	0	0.00000	25	0.00001	0	0.00000	0	0.00000	0	0.00000
Mycobacterium sp. HUMS_1102779	3383487	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	14	0.00000	0	0.00000	0	0.00000	0	0.00000	31	0.00002	0	0.00000
Mycobacterium marseillense	701042	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	13	0.00000	0	0.00000	0	0.00000	0	0.00000	17	0.00001	0	0.00000
Mycobacterium paraseoulense	590652	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	20	0.00001	26	0.00001	0	0.00000	0	0.00000	14	0.00001	0	0.00000
Corynebacterium epidermidicanis	1050174	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	14	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Corynebacterium halotolerans	225326	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	15	0.00000	0	0.00000	14	0.00000	0	0.00000	20	0.00001	0	0.00000
Corynebacterium sphenisci	191493	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	13	0.00000	0	0.00000	0	0.00000	0	0.00000	23	0.00001	0	0.00000
Nocardia sp. X0981	3473536	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	15	0.00000	0	0.00000	0	0.00000	0	0.00000	14	0.00001	0	0.00000
Nocardia pseudovaccinii	189540	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	26	0.00001	0	0.00000	0	0.00000	0	0.00000	21	0.00001	18	0.00001
Nocardia grenadensis	931537	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	13	0.00000	0	0.00000	0	0.00000	0	0.00000	19	0.00001	0	0.00000
Gordonia sp. KTR9	337191	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	55	0.00002	0	0.00000	0	0.00000	0	0.00000	38	0.00002	0	0.00000
Gordonia sp. PP30	2935861	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	18	0.00001	0	0.00000	0	0.00000	0	0.00000	12	0.00001	0	0.00000
Gordonia mangrovi	2665643	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	29	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Micromonospora aurantiaca (nom. illeg.)	47850	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	78	0.00003	0	0.00000	0	0.00000	0	0.00000	99	0.00006	0	0.00000
Dactylosporangium aurantiacum	35754	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	44	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Nocardioides sp. InS609-2	2760705	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	12	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
