gene_id,gene_name,4h_1,4h_2,4h_3,Control_1,Control_2,Control_3,baseMean,log2FoldChange,lfcSE,pvalue,padj,sig (padj<=0.05 & |log2FC|>=0.263)
ENSG00000004846,ABCB5,0,0,0,20,1,1,3.143950592829326,-2.320879207315507e-5,0.00698523481969069,0.1303531488924633,0.9996191237114795,NS
ENSG00000004848,ARX,28,6,6,10,39,7,14.497074862441373,2.0651461974430572e-6,0.006985146991543466,0.9569319516035293,0.9996191237114795,NS
ENSG00000004864,SLC25A13,6171,4235,5597,8388,10870,7689,6802.399094766858,-6.472433672489389e-4,0.006971465066049373,0.13928855267526363,0.9996191237114795,NS
ENSG00000004866,ST7,1283,698,960,1470,1851,1276,1194.7418897879247,-1.2150518765031137e-4,0.006979696996097875,0.6623958782528381,0.9996191237114795,NS
ENSG00000004897,CDC27,3242,2001,3082,4392,5234,3798,3455.189991197909,-2.944433138453399e-4,0.006976121705227646,0.40892162358435125,0.9996191237114795,NS
ENSG00000004939,SLC4A1,0,10,0,32,0,0,7.031646914764611,-6.311297774531395e-6,0.006985228276170481,0.727000595866899,0.9996191237114795,NS
ENSG00000004948,CALCR,0,12,2,1,4,22,7.045365578703133,-2.218561360842069e-6,0.0069852103446303125,0.9264320839262769,0.9996191237114795,NS
ENSG00000004961,HCCS,54,26,49,106,79,55,57.892521566034965,-4.262567245563376e-5,0.0069848288389149785,0.5791375019664924,0.9996191237114795,NS
ENSG00000004975,DVL2,178,118,108,199,264,110,156.4042169437898,2.4514523530543752e-5,0.0069842990895466976,0.8316857106056634,0.9996191237114795,NS
ENSG00000005001,PRSS22,0,2,0,0,1,0,0.6030334257436684,5.169780879639143e-6,0.006985241123818297,0.6701586657408051,0.9996191237114795,NS
ENSG00000005007,UPF1,1416,823,778,1216,1603,1276,1144.2524777856875,1.7306201824472442e-4,0.006980472477088851,0.5026460907835204,0.9996191237114795,NS
ENSG00000005020,SKAP2,4918,3093,3179,4883,5563,6327,4490.831081214731,-5.288928230220039e-5,0.006977090130802344,0.8753557416137279,0.9996191237114795,NS
ENSG00000005022,SLC25A5,1761,1475,1901,2144,2226,1922,1888.4413726039797,6.166556227244397e-4,0.006978037898665488,0.05177670638896383,0.9996191237114795,NS
ENSG00000005059,MCUB,489,341,676,572,748,652,566.8183059159379,1.469195666737091e-4,0.006982659899196546,0.43984113377830647,0.9996191237114795,NS
ENSG00000005073,HOXA11,93,59,152,191,195,120,128.73052710791643,-3.2974945167499876e-5,0.006984498450526986,0.7478342509909133,0.9996191237114795,NS
ENSG00000005075,POLR2J,295,192,153,396,385,358,281.20893137183526,-1.332739668806736e-4,0.006983518922307603,0.39152601458979785,0.9996191237114795,NS
ENSG00000005100,DHX33,552,451,667,1034,1206,601,716.272077060145,-1.2105040301844292e-4,0.00698262350180887,0.5273669834967059,0.9996191237114795,NS
ENSG00000005108,THSD7A,10900,7660,10918,15574,16898,13667,12115.496964832835,-2.5455641462470086e-4,0.006971707237158302,0.5574641202506243,0.9996191237114795,NS
ENSG00000005156,LIG3,1086,662,963,1698,1610,1391,1173.6952144244592,-3.5652520297283174e-4,0.006979843380688933,0.19418458435117525,0.9996191237114795,NS
ENSG00000005175,RPAP3,1196,755,961,1413,1590,1576,1197.1241381090927,-1.6010907530791702e-4,0.006978723822705573,0.5955560418244005,0.9996191237114795,NS
ENSG00000005187,ACSM3,31,37,53,62,78,67,52.71042872693726,-1.7773936461035013e-5,0.006984846907278406,0.8131384172724904,0.9996191237114795,NS
ENSG00000005194,CIAPIN1,523,455,504,839,1025,697,643.0478625619594,-1.977708424434608e-4,0.006981504183645359,0.38708091519305166,0.9996191237114795,NS
ENSG00000005206,SPPL2B,525,871,756,856,1512,818,872.9641945974626,6.795260553553845e-5,0.006983089872589017,0.6956747940318135,0.9996191237114795,NS
ENSG00000005238,ATOSB,96,124,40,46,44,25,69.80249802061714,2.076319561212235e-4,0.006984852325399126,0.0054357819047016545,0.9996191237114795,NS
ENSG00000005243,COPZ2,0,0,19,0,0,0,3.86661836623524,2.251188160060274e-5,0.006985237882213057,0.10478464696458152,0.9996191237114795,NS
ENSG00000005249,PRKAR2B,623,388,550,951,979,807,679.3627357124828,-2.834701556333599e-4,0.00698114854171108,0.23607739786168086,0.9996191237114795,NS
ENSG00000005302,MSL3,410,287,375,482,589,414,413.4932567165017,9.592944714874751e-5,0.006982386528603401,0.631420345885985,0.9996191237114795,NS
ENSG00000005339,CREBBP,5305,3456,3450,4998,6262,6140,4772.781137736694,1.7061838630605882e-4,0.006975345368520651,0.645913958321001,0.9996191237114795,NS
ENSG00000005379,TSPOAP1,410,409,430,597,1248,502,561.8437330583057,-1.4899314030184023e-4,0.006983252162837684,0.3725146589966597,0.9996191237114795,NS
ENSG00000005381,MPO,67,64,59,119,39,102,75.07554719810386,1.2542470990086e-5,0.006984812867243487,0.8727193284904731,0.9996191237114795,NS
ENSG00000005436,GCFC2,782,447,519,860,896,704,676.6390177407296,7.434061881188742e-5,0.006981409349653237,0.7481448118328575,0.9996191237114795,NS
ENSG00000005448,WDR54,4,0,0,0,12,44,8.337792153160438,-3.352504622062074e-5,0.006985217684936795,0.12390008731925074,0.9996191237114795,NS
ENSG00000005469,CROT,28,0,0,3,0,1,5.313919296852175,2.1055202788727194e-5,0.006985227671536927,0.2501720701045407,0.9996191237114795,NS
ENSG00000005471,ABCB4,17,29,13,22,13,16,19.52496084893559,3.707644839645331e-5,0.006985097560606577,0.42424341485640177,0.9996191237114795,NS
ENSG00000005483,KMT2E,5488,3343,3809,5434,7424,6084,5043.027384203538,-3.42135745650565e-5,0.006973069590704434,0.9337601276611739,0.9996191237114795,NS
ENSG00000005486,RHBDD2,253,196,104,226,410,290,233.9439508991966,-4.651562921378044e-5,0.00698408073751742,0.7160352421046815,0.9996191237114795,NS
ENSG00000005700,IBTK,4217,2905,3584,5037,5629,5080,4262.645869449114,8.26552315344418e-5,0.0069706748394502615,0.854296073649258,0.9996191237114795,NS
ENSG00000005801,ZNF195,3196,2019,1756,2863,3492,3725,2743.3543351869566,5.4376002309901384e-5,0.00697929681867729,0.8503085765612008,0.9996191237114795,NS
ENSG00000005810,MYCBP2,9592,6349,9516,14047,16672,12371,10861.107481929259,-6.378806335258152e-4,0.006972721571588251,0.12650608146490241,0.9996191237114795,NS
ENSG00000005844,ITGAL,2609,2629,1878,2536,3418,3356,2708.1488915554523,3.3278007676929483e-4,0.00698008321801319,0.21513254241403104,0.9996191237114795,NS
ENSG00000005882,PDK2,166,97,90,97,207,97,122.28662675824235,9.36560340098808e-5,0.006984461897085777,0.37253009733638,0.9996191237114795,NS
ENSG00000005884,ITGA3,0,17,0,7,1,8,6.372750983469477,8.024811556275005e-6,0.006985218914299472,0.7075558875353718,0.9996191237114795,NS
ENSG00000005889,ZFX,2165,1193,1950,2732,2879,2389,2127.3697752645403,-6.219868432516208e-5,0.0069783035284542725,0.8415702003936073,0.9996191237114795,NS
ENSG00000005893,LAMP2,3477,2078,2549,4407,4512,4022,3352.872110584253,-3.4001517485968564e-4,0.00697482182428162,0.37217317259152455,0.9996191237114795,NS
ENSG00000005961,ITGA2B,0,8,0,2,0,26,5.904144555819838,-7.742885437379678e-6,0.006985225964908788,0.6828341005043526,0.9996191237114795,NS
ENSG00000006007,GDE1,352,189,233,424,411,279,302.36659657178086,1.625604671157047e-5,0.006983407836364741,0.9192971278320603,0.9996191237114795,NS
ENSG00000006016,CRLF1,54,45,70,120,117,161,88.31956990127462,-1.1988589548055898e-4,0.006984614979483416,0.20362232926302792,0.9996191237114795,NS
ENSG00000006025,OSBPL7,196,114,143,185,242,141,165.35266817593063,8.638066999297344e-5,0.006984052394419812,0.5044595271440329,0.9996191237114795,NS
ENSG00000006047,YBX2,0,0,0,0,12,1,1.5730739327677343,-1.2062613238976308e-5,0.00698524063231597,0.33132965352763166,0.9996191237114795,NS
ENSG00000006062,MAP3K14,297,195,103,419,474,353,285.322459173474,-1.8679536791289225e-4,0.006983934093593362,0.16847226363149476,0.9996191237114795,NS
ENSG00000006071,ABCC8,0,0,0,6,0,1,1.0064979601080213,-9.938282963877094e-6,0.006985240704506161,0.4219800820877879,0.9996191237114795,NS
ENSG00000006116,CACNG3,0,0,14,0,0,1,2.9906591214720586,1.6456860561084987e-5,0.006985238304169535,0.22844741672046023,0.9996191237114795,NS
ENSG00000006118,TMEM132A,8,6,27,0,5,17,11.30332720110639,2.7625015670766484e-5,0.006985185959133382,0.3618889250903793,0.9996191237114795,NS
ENSG00000006125,AP2B1,5258,3424,3750,6062,7530,6073,5113.293857436252,-3.409125734507495e-4,0.006971198917450563,0.4405016695636785,0.9996191237114795,NS
ENSG00000006194,ZNF263,127,123,109,148,214,103,134.87624975153278,6.635882827887006e-5,0.006984340385836903,0.5563873328237796,0.9996191237114795,NS
ENSG00000006282,SPATA20,94,104,99,92,119,84,100.56411630007372,1.3807861940201845e-4,0.006984491791597273,0.180142149644648,0.9996191237114795,NS
ENSG00000006283,CACNA1G,6,17,0,11,1,17,9.239204998975024,4.670064116193734e-6,0.006985199651407458,0.862463637683721,0.9996191237114795,NS
ENSG00000006327,TNFRSF12A,0,0,18,0,36,0,7.9576182219983105,-1.6819123508090336e-6,0.006985226391252465,0.9286834904393597,0.9996191237114795,NS
ENSG00000006432,MAP3K9,15,0,1,13,12,8,7.18081371344999,-9.275911786830803e-6,0.0069852036418031746,0.7202647352221094,0.9996191237114795,NS
ENSG00000006451,RALA,2063,1394,1494,1848,2170,2089,1811.438320969785,6.457862802721017e-4,0.006976921548940573,0.057979352968892596,0.9996191237114795,NS
ENSG00000006453,BAIAP2L1,300,281,96,151,236,796,300.89818154316777,-1.5330795551513603e-5,0.006985022739420977,0.7863160802695544,0.9996191237114795,NS
ENSG00000006459,KDM7A,1104,734,1023,1375,1427,1392,1138.1166672693164,3.20131628395417e-5,0.006979212592509701,0.9121450087825296,0.9996191237114795,NS
ENSG00000006468,ETV1,53,18,45,42,38,51,40.29111789194685,2.9977036232244423e-5,0.006984944676879237,0.6471210730865138,0.9996191237114795,NS
ENSG00000006530,AGK,902,665,527,766,1069,822,775.1011550975104,2.6227386512930266e-4,0.006981550130281125,0.24845684750644673,0.9996191237114795,NS
ENSG00000006534,ALDH3B1,125,66,49,66,188,94,92.3442865151024,9.083784956016376e-6,0.006984700402179602,0.9175505713053628,0.9996191237114795,NS
ENSG00000006576,PHTF2,2326,1404,2174,2917,3390,2950,2418.2927633045892,-1.9749452793657587e-4,0.006976536185617856,0.5708046883912103,0.9996191237114795,NS
ENSG00000006607,FARP2,840,431,939,1010,1616,924,906.719125477483,-8.362070094713756e-5,0.006982341280333375,0.678204570627551,0.9996191237114795,NS
ENSG00000006611,USH1C,0,0,0,8,0,0,1.1532347411492385,-1.0579918737508436e-5,0.006985240679301477,0.39318664387664204,0.9996191237114795,NS
ENSG00000006625,GGCT,231,122,127,172,88,128,147.8710064061512,2.0020819724892122e-4,0.006984404545298606,0.06567471864426361,0.9996191237114795,NS
ENSG00000006634,DBF4,974,724,1124,1574,1664,1115,1151.9889443235095,-4.4603436974983494e-5,0.006980982997260968,0.8549643410447524,0.9996191237114795,NS
ENSG00000006638,TBXA2R,59,20,14,42,85,84,45.760444983336455,-5.638572290039181e-5,0.006984954473471486,0.3815114345966594,0.9996191237114795,NS
ENSG00000006652,IFRD1,156,94,89,58,150,116,109.93290448095878,1.3261127497917036e-4,0.00698454512856955,0.18189693102142823,0.9996191237114795,NS
ENSG00000006695,COX10,2698,2292,2591,4067,4548,3583,3174.4413317035664,-2.575035714253664e-4,0.006975176356787733,0.49170906725431057,0.9996191237114795,NS
ENSG00000006704,GTF2IRD1,14,40,15,100,52,88,48.17430472498474,-9.082864112499832e-5,0.006984973811551268,0.14486850330748074,0.9996191237114795,NS
ENSG00000006712,PAF1,753,501,484,681,1012,847,685.9471645957951,3.819705293161226e-5,0.006981444477004325,0.8683645526241192,0.9996191237114795,NS
ENSG00000006715,VPS41,3925,2834,3222,4195,4600,4289,3766.2609334441217,7.1528409171216e-4,0.006971946720938872,0.09630584642841748,0.9996191237114795,NS
ENSG00000006740,ARHGAP44,2680,1967,2938,3658,4778,3366,3101.1598093948874,-1.0271991061563397e-4,0.0069769907344921795,0.7620313924577309,0.9996191237114795,NS
ENSG00000006744,ELAC2,1046,729,1066,1396,2048,1244,1191.994578620547,-1.7698970808102324e-4,0.006980292110993673,0.5009561697585048,0.9996191237114795,NS
ENSG00000006747,SCIN,0,10,4,0,0,0,3.2327328693750763,2.3531265459289162e-5,0.006985236559591656,0.10531185268296035,0.9996191237114795,NS
ENSG00000006756,ARSD,448,350,237,311,360,398,352.84658386148016,2.8582757052658577e-4,0.006983382290333882,0.07684840104012457,0.9996191237114795,NS
ENSG00000006757,PNPLA4,56,74,61,222,153,220,121.19182144318667,-2.2262146916458584e-4,0.006984501589809569,0.029627686586662424,0.9996191237114795,NS
ENSG00000006831,ADIPOR2,4295,3088,3489,5770,6725,4846,4504.0602561958385,-3.0569854239826305e-4,0.006973011377735725,0.45877073999911905,0.9996191237114795,NS
ENSG00000007001,UPP2,88,74,19,100,94,107,77.43889720476223,-1.8624130198089204e-5,0.00698483016072925,0.8082248750868712,0.9996191237114795,NS
ENSG00000007047,MARK4,221,139,199,169,388,236,215.587295966331,3.712677872625307e-5,0.0069839460934173255,0.7833410469062266,0.9996191237114795,NS
ENSG00000007062,PROM1,0,0,1,0,0,0,0.20350622980185473,4.552370709302296e-6,0.006985241433917475,0.7034243114987309,0.9996191237114795,NS
ENSG00000007080,CCDC124,231,199,206,338,477,346,283.76886987252675,-1.5209017536266123e-4,0.006983218265910463,0.3666873499955863,0.9996191237114795,NS
ENSG00000007129,CEACAM21,189,72,46,40,107,174,101.93411473920041,5.514371859813723e-5,0.006984821374902109,0.4769106024112155,0.9996191237114795,NS
ENSG00000007168,PAFAH1B1,3883,2906,2779,4085,4973,5049,3822.646068592204,5.86388531062595e-5,0.0069757965663572105,0.871609069930231,0.9996191237114795,NS
ENSG00000007171,NOS2,17,0,9,0,0,0,4.7093430039123,3.475393176144391e-5,0.006985231408973208,0.038851645103876814,0.9996191237114795,NS
ENSG00000007174,DNAH9,10,19,3,2,19,13,11.294167958230052,1.48544538814437e-5,0.006985170704538115,0.6587194433844011,0.9996191237114795,NS
ENSG00000007202,BLTP2,2289,1892,2113,2920,3583,2578,2488.439451570549,1.8694891828740143e-4,0.006976055843173354,0.6013638203451814,0.9996191237114795,NS
ENSG00000007237,GAS7,10146,8094,5056,6607,9230,11765,8423.245507507267,1.2907818391164012e-4,0.006983921596718827,0.3435692377594079,0.9996191237114795,NS
ENSG00000007306,CEACAM7,0,0,0,1,1,4,0.8297337953381612,-9.03468090286663e-6,0.006985240746094949,0.46455311639615837,0.9996191237114795,NS
ENSG00000007314,SCN4A,11,0,0,0,0,12,3.5609602799326194,6.405191081943039e-7,0.006985236215132109,0.9652295554436684,0.9996191237114795,NS
ENSG00000007341,ST7L,1853,1191,1423,1725,2050,2077,1678.5956072490476,3.957395413921274e-4,0.006977551719617606,0.2269496302808057,0.9996191237114795,NS
ENSG00000007350,TKTL1,8,0,0,0,0,12,3.053115526574571,-1.2404754524010825e-6,0.006985237808554209,0.9289672344120108,0.9996191237114795,NS
ENSG00000007372,PAX6,40,37,26,64,86,13,42.33705532404075,-1.7761098767560293e-6,0.006984996699375317,0.9762581096280384,0.9996191237114795,NS
ENSG00000007376,RPUSD1,29,8,41,72,37,0,29.98079832275618,1.3019661751098765e-6,0.006985139188231442,0.9737985617639568,0.9996191237114795,NS
ENSG00000007384,RHBDF1,54,1,33,14,12,52,26.910183785252457,2.1033357067100405e-5,0.006985125369262169,0.6165551260057869,0.9996191237114795,NS
ENSG00000007392,LUC7L,1558,1197,1449,1947,2158,1864,1650.1308932996235,1.9346468551706704e-4,0.006976848984128564,0.571727167407444,0.9996191237114795,NS
ENSG00000007402,CACNA2D2,12,6,0,0,0,6,4.332035209009343,1.3140491318735421e-5,0.006985229203372565,0.45824934151494684,0.9996191237114795,NS
ENSG00000007516,BAIAP3,1,12,0,0,0,0,3.0717311246538714,2.1569765390797447e-5,0.006985237626568147,0.1235624708475545,0.9996191237114795,NS
ENSG00000007520,TSR3,36,6,27,0,28,12,18.079064265884192,3.6259782236203606e-5,0.006985159215792394,0.3130035681601496,0.9996191237114795,NS
ENSG00000007541,PIGQ,29,39,21,49,63,40,38.857582389742014,-1.0781916043688231e-5,0.006984953400330533,0.8673419800334797,0.9996191237114795,NS
ENSG00000007545,CRAMP1,202,230,197,378,259,228,247.58121132059946,5.271334604447567e-5,0.0069839506357602926,0.6957342005761495,0.9996191237114795,NS
ENSG00000007866,TEAD3,205,153,115,264,296,341,216.7553220536213,-1.4047855748689923e-4,0.006983869820857475,0.3118714883615289,0.9996191237114795,NS
ENSG00000007923,DNAJC11,1929,1132,1643,2027,2197,1818,1746.3653894459062,4.425730233818878e-4,0.006977682328813832,0.17293929807671565,0.9996191237114795,NS
ENSG00000007944,MYLIP,6791,4113,3568,6737,7492,7630,5815.611916783477,-7.61564416676138e-5,0.006978017652141387,0.810432158161775,0.9996191237114795,NS
ENSG00000007952,NOX1,3,0,22,0,17,3,7.437658728809456,1.090378059461553e-5,0.006985214266155625,0.6333598575268016,0.9996191237114795,NS
ENSG00000007968,E2F2,73,74,68,92,190,102,94.4624006640563,-3.748276780264491e-5,0.006984582538418263,0.6982206338392121,0.9996191237114795,NS
ENSG00000008018,PSMB1,1749,1177,1612,2616,2694,2228,1922.7096278022689,-3.6261521970798124e-4,0.006977210208108605,0.27862098964670007,0.9996191237114795,NS
ENSG00000008056,SYN1,18,0,0,0,8,11,5.558694152536401,2.1640050746592618e-6,0.006985225493560639,0.9099008588573144,0.9996191237114795,NS
ENSG00000008083,JARID2,27743,18441,24931,32002,42399,33699,28672.245560310395,-1.172740956480132e-4,0.006965978048904567,0.8205909971801961,0.9996191237114795,NS
ENSG00000008086,CDKL5,126,88,1,41,43,119,70.704549421526,3.3645210661176966e-5,0.006985061904189042,0.5134548756087145,0.9996191237114795,NS
ENSG00000008118,CAMK1G,0,0,16,14,0,0,5.274260473840843,3.952628941500402e-6,0.0069852317645825,0.8126323433525291,0.9996191237114795,NS
ENSG00000008128,CDK11A,0,0,0,0,2,0,0.23858367142027367,-3.3183009122518474e-6,0.006985241290315265,0.782875417025112,0.9996191237114795,NS
ENSG00000008130,NADK,541,483,493,787,1028,850,665.1510958540691,-2.4376843383301983e-4,0.006981170821005271,0.3069339753963846,0.9996191237114795,NS
