category,subcategory,ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count
Environmental Information Processing,Signaling molecules and interaction,hsa04517,IgSF CAM signaling,136/2383,280/7053,0.4857142857142857,1.4375756849109766,5.33705147848542,1.3196000980435517e-7,4.6581883460937375e-5,4.208829786391539e-5,TRIO/ERC1/MAPK8/AKT3/PRKCA/NCAM2/PTK2/KCNQ3/MBP/ANK2/WASL/PRKCB/VAV3/IL1RAP/RAPGEF2/SRGAP2/PIK3CA/PIK3CB/AFDN/LYN/MAPK14/GSK3B/NCAM1/CD2AP/RASA1/PIK3R1/RDX/PAK2/NLGN3/KIRREL3/ACTR3B/PALS2/NCK1/NCK2/TRAF6/JAM3/PPFIA4/PRKCQ/PAK1/RAP1B/IQGAP1/CD226/ABL1/ITGA4/GRIP1/JAML/NRP1/MYLK4/EPB41L1/EPB41L2/MAPK10/LCP2/MAPK1/MAP2K1/ANK3/NRP2/EPB41L3/VCL/RAP1A/CXADR/VAV2/SRGAP3/CASK/PARD6B/CNTNAP2/JAM2/ROBO2/FOXO1/SLIT1/TUBB1/MYLK3/CD86/NTRK3/NTN1/PLXNA4/MYH11/MTSS1/FYN/MYH10/CADM1/PRKCI/SSX2IP/IL1RAPL2/CD80/UNC5D/ACTR3C/SRGAP1/NRCAM/CADM2/IL1RAPL1/ROBO1/PLXNA2/UNC5B/NLGN4Y/NFASC/PTPRD/CDH1/MYLK/MPP3/SLAMF1/MAGI1/SLIT2/CD244/LRRC4C/VAV1/UNC5A/CNTN2/ITGAX/DCC/CADM4/GRIP2/PTPRS/MAGI2/PAK3/TRPC6/SORBS1/NLGN1/SLIT3/LRRTM4/SCN8A/PARD3/TIGIT/MAPK13/CD96/LMO7/CNTN1/SLAMF6/PAK5/SLITRK5/SPTBN5/SPTBN4/RIMS1/PPFIA2/NECTIN3/MYH14/LRFN5,136
Environmental Information Processing,Signal transduction,hsa04072,Phospholipase D signaling pathway,68/2383,134/7053,0.5074626865671642,1.5019447454293786,4.190312175237368,3.265466893811838e-5,0.005763549067577894,0.005207560362236774,SOS1/AKT3/PRKCA/DNM3/DGKH/DGKG/PLA2G4A/LPAR1/PLD1/PIK3CA/PIK3CB/PTK2B/PDGFC/PIK3R1/AGPAT4/ADCY9/INSR/PLPP1/LPAR3/GAB2/PIP5K1A/GAB1/PIK3R5/SOS2/SHC3/MAPK1/MAP2K1/RALA/MTOR/PIP5K1B/DGKD/RRAS2/FCER1G/GNA13/DGKI/PTGFR/FYN/DNM1/SHC4/PIK3R6/PLCB4/ADCY5/RHEB/DGKB/RAPGEF4/CYTH3/SYK/GRM1/GRM4/GRM5/ADCY1/PLCB1/GRM8/ADCY2/CYTH1/F2/PIK3CG/CXCL8/EGF/AGPAT5/KIT/PDGFD/SHC2/PLA2G4C/KITLG/TSC1/GRM7/LPAR4,68
Organismal Systems,Development and regeneration,hsa04360,Axon guidance,82/2383,174/7053,0.47126436781609193,1.3948080512827932,3.7666711243695645,1.5508235399538375e-4,0.018248023653456822,0.01648770289845659,ROCK2/PLXNC1/PPP3CA/SSH2/CAMK2D/PRKCA/PTK2/EFNA5/DPYSL2/SRGAP2/PPP3CB/PIK3CA/PIK3CB/SEMA3A/LRIG2/BMPR2/GSK3B/SEMA4D/RASA1/PIK3R1/ROCK1/PAK2/RYK/ARHGEF12/NCK1/NCK2/SEMA6A/PAK1/ABL1/NFATC2/FZD3/NRP1/PPP3CC/MAPK1/NTNG1/NFATC3/TRPC5/WNT5B/SRGAP3/PARD6B/ROBO2/SLIT1/GDF7/NTN1/PLXNA4/FYN/BOC/EFNA4-EFNA3/ABLIM1/NEO1/UNC5D/PTCH1/SRGAP1/EPHB1/EPHA3/EPHA6/SSH1/SEMA5A/ROBO1/PLXNA2/UNC5B/WNT4/SLIT2/NGEF/LRRC4C/TRPC1/UNC5A/DCC/SEMA3C/BMPR1B/PAK3/TRPC6/EPHB2/ENAH/SLIT3/PARD3/RGMA/CAMK2A/PAK5/ABLIM2/LIMK2/EFNA1,82
Organismal Systems,Nervous system,hsa04724,Glutamatergic synapse,52/2383,103/7053,0.5048543689320388,1.4942248695248301,3.6091965884928903,3.16315696639422e-4,0.025907498404483326,0.023408295859724017,PPP3CA/ITPR1/PRKCA/GNAQ/PLA2G4A/PRKCB/GRK3/PLD1/PPP3CB/PRKACB/ADCY9/HOMER2/GNG7/HOMER1/PPP3CC/MAPK1/SLC1A3/GRIK1/ITPR2/GRIK2/GRIN3A/GNG2/SHANK1/SLC38A1/CACNA1C/CACNA1D/PLCB4/CACNA1A/DLGAP1/ADCY5/GRM1/GNGT1/SHANK2/GRM4/GRIK4/GRM5/ADCY1/PLCB1/GRM8/ADCY2/TRPC1/GRIK5/KCNJ3/GRIA4/GRIN2D/GNG12/PLA2G4C/GRIN2B/GRIN2C/GRIA1/GRM7/GRIA3,52
Environmental Information Processing,Signal transduction,hsa04340,Hedgehog signaling pathway,29/2383,50/7053,0.58,1.716634494334872,3.6324561495922483,3.669617337745514e-4,0.025907498404483326,0.023408295859724017,CSNK1G3/FBXW11/MOSMO/GRK3/BTRC/SMURF2/DISP1/BCL2/GSK3B/SMURF1/PRKACB/CUL1/SPOPL/HHAT/CUL3/SUFU/SPOP/KIF7/CDON/ARRB1/SCUBE2/BOC/GLI2/PTCH1/GPR161/GLI3/LRP2/PTCH2/TPTEP2-CSNK1E,29
Human Diseases,Substance dependence,hsa05032,Morphine addiction,40/2383,76/7053,0.5263157894736842,1.5577445502131324,3.4919458689542657,5.180142878744206e-4,0.03047650726994508,0.027536548987008677,PDE4D/PDE3B/PRKCA/PDE7A/PDE8A/PRKCB/GRK3/PDE3A/GABRB1/GRK5/GABRA4/PRKACB/ADCY9/GNG7/GABBR1/ADORA1/GNG2/ARRB1/CACNA1A/ADCY5/PDE1C/PDE1A/GNGT1/GRK4/ADCY1/ADCY2/PDE4B/PDE2A/GABBR2/PDE10A/PDE11A/KCNJ3/GNG12/GABRR2/GABRR1/CACNA1B/OPRM1/KCNJ6/GABRA3/GABRG1,40
Environmental Information Processing,Signal transduction,hsa04014,Ras signaling pathway,91/2383,204/7053,0.44607843137254904,1.320264866332601,3.315664135282152,7.288077268587492e-4,0.035018782281057086,0.03164064717805367,MAPK8/SOS1/AKT3/PRKCA/EFNA5/RALGAPA2/PLA2G4A/PRKCB/RASA2/SHOC2/PLD1/PIK3CA/RALGAPA1/RASAL2/EXOC2/PIK3CB/AFDN/HTR7/IGF1R/ABL2/TIAM1/NF1/PLCE1/PDGFC/RASA1/PIK3R1/PRKACB/PAK2/STK4/INSR/GNG7/NFKB1/REL/PLA2G2C/FLT3/PAK1/RAP1B/RASGRP1/GAB2/FGF9/ABL1/GAB1/SOS2/MAPK10/SHC3/FLT1/RGL1/MAPK1/MAP2K1/RALA/RALGAPB/KSR1/RAP1A/RASGRF2/RRAS2/ANGPT1/IGF1/FGF6/GNG2/RASGRF1/SHC4/RASA3/RAB5A/PLA2G2F/EFNA4-EFNA3/PLA2G10/TEK/GNGT1/ANGPT4/EGF/BCL2L1/KSR2/PAK3/VEGFD/TBK1/GNG12/KIT/TGFA/PDGFD/SHC2/PLA2G4C/CHUK/KITLG/GRIN2B/FGF2/PAK5/NTRK2/RASAL1/EFNA1/RAPGEF5/FGF10,91
Environmental Information Processing,Signal transduction,hsa04070,Phosphatidylinositol signaling system,47/2383,94/7053,0.5,1.4798573227024758,3.3455102734197153,7.936267939049764e-4,0.035018782281057086,0.03164064717805367,ITPR1/PRKCA/INPP5A/DGKH/DGKG/PRKCB/PIP4K2A/PIK3C2A/IPMK/PIK3CA/PIK3CB/PIK3C3/PTEN/MTMR8/INPP4A/MTM1/PLCE1/PIK3R1/INPP5F/PIKFYVE/INPP4B/PPIP5K2/SYNJ1/OCRL/PIP5K1A/MTMR7/PI4K2B/ITPKB/MTMR2/BPNT2/PIP4P2/ITPR2/PIP5K1B/DGKD/DGKI/IPPK/SACM1L/MTMR3/PLCB4/DGKB/PLCB1/PLCD4/INPP1/CDS1/INPP5B/MTMR1/IMPA1,47
Environmental Information Processing,Signal transduction,hsa04020,Calcium signaling pathway,93/2383,211/7053,0.44075829383886256,1.3045187773585807,3.207919805527385,0.0010315932649370189,0.04046138028030752,0.03655821745917155,PPP3CA/CAMK2D/ITPR1/PRKCA/GNAQ/SLC8A1/MCU/CAMK1D/ASPH/PRKCB/CYSLTR1/ATP2B1/STIM2/PPP3CB/HTR7/PTK2B/PHKB/PLCE1/PDGFC/PRKACB/ADCY9/CACNA1E/STIM1/MCOLN2/ERBB4/FGF9/TACR1/ADORA2B/NFATC2/ATP2B2/MYLK4/ITPKB/PPP3CC/FLT1/PHKG1/ATP2A1/ITPR2/NFATC3/GRIN3A/FGF6/MYLK3/TRHR/NTRK3/PTGFR/CACNA1C/CAMK4/CACNA1D/PLCB4/CACNA1A/PDE1C/PDE1A/GNAL/ADRA1D/RYR3/GRM1/CHRM3/GNA14/HTR2A/GRM5/ADCY1/MYLK/PLCB1/ADCY2/RYR2/P2RX4/PHKA1/PLCD4/PTGER3/HRH2/EGF/VEGFD/TNNC2/GRIN2D/TGFA/ATP2B4/PDGFD/HTR4/CACNA1B/PTAFR/CAMK2A/GRIN2B/FGF2/P2RX7/HRC/CD38/GRIN2C/NTRK2/TACR3/HTR2C/NOS1/FGF10/CASQ2/RYR1,93
Environmental Information Processing,Signaling molecules and interaction,hsa04082,Neuroactive ligand signaling,67/2383,145/7053,0.46206896551724136,1.367592284428495,3.1947285035105155,0.0011631499481208518,0.04105919316866607,0.03709836150322296,PRKCA/GNAQ/PRKCB/HTR7/GABRB1/GABRA4/PRKACB/ADCY9/GNG7/TACR1/ADORA2B/GABBR1/ADORA1/SLC1A3/GLRA1/GRIK1/GRIK2/GRIN3A/P2RY6/TAC4/GNG2/CHRNB2/PLCB4/ADCY5/GNAL/SLC18A2/ADRA1D/SLC6A4/GRM1/CHRM3/HTR2A/GNGT1/GRM4/GRIK4/GRM5/ADCY1/GLRB/PLCB1/GRM8/ADCY2/SLC6A9/P2RX4/GABBR2/HRH2/GRIK5/SLC6A11/GRIA4/GRIN2D/GNG12/HTR4/GABRR2/GABRR1/GRIN2B/OPRM1/HTR1F/CHRNA3/TAC3/SLC6A13/GRIN2C/GRIA1/GRM7/GRIA3/TACR3/HTR2C/HTR1E/GABRA3/GABRG1,67
