# Pathway	HFD_AL_4_02_25_Abundance	HFD_AL_4_03_11_Abundance	HFD_AL_6_05_12_Abundance	HFD_AL_6_05_22_Abundance	HFD_AL_7_06_12_Abundance	HFD_IF_4_02_25_Abundance	HFD_IF_4_03_11_Abundance	HFD_IF_6_05_12_Abundance	HFD_IF_6_05_22_Abundance	HFD_IF_7_06_12_Abundance
UNMAPPED	7638296.2559005618	6656035.4805541495	6989228.0648518167	7488767.8198252730	5384510.0043586893	5508113.0720555894	3365574.5474887793	7322604.1780305160	6697519.8581217527	6897931.6871716613
UNINTEGRATED	5789763.6191340024	5574969.9886606699	5935904.0454223584	5812495.3528905800	4091991.7749036648	6038957.3510691077	2808840.2863413421	5620092.4301826656	6226376.0308861323	4653281.5674728295
UNINTEGRATED|g__Acetatifactor.s__Acetatifactor_muris	0	0	106964.7879484583	164712.4972773224	69924.4909579532	0	0	195384.4857539242	91876.3530612362	119429.3704029895
UNINTEGRATED|g__Akkermansia.s__Akkermansia_muciniphila	222271.3724689253	1419318.8042936875	1238457.1883152779	892916.0180740166	1797699.3951892278	1010061.1557471717	2590357.3878301797	967510.9878572330	2456095.1324136024	1471680.0507263108
UNINTEGRATED|g__Anaerotruncus.s__Anaerotruncus_colihominis	0	0	65468.2753334922	69031.0195362145	54201.7576904812	0	0	111092.7910492202	40447.5933382318	68785.4069152357
UNINTEGRATED|g__Anaerotruncus.s__Anaerotruncus_sp_G3_2012	206574.1560030827	159500.7203166996	99173.6242036853	212598.2016481744	121825.9096630174	79836.2396462460	49679.3759202505	209630.9742206059	85159.4314262485	172406.7205995632
UNINTEGRATED|g__Bifidobacterium.s__Bifidobacterium_pseudolongum	0	4219.8923175004	8046.2993449260	18297.9825096095	0	0	17917.8977118174	29318.6611262345	4733.6156960950	21042.2343833969
UNINTEGRATED|g__Clostridium.s__Clostridium_sp_ASF502	58549.6709793715	118304.6384683589	98012.0736404835	126751.7185884044	112723.5536635021	55529.6659725834	0	99750.8586047653	68165.0673761724	61545.5700914465
UNINTEGRATED|g__Dorea.s__Dorea_sp_5_2	228409.4320693734	151526.8039477069	260408.9453811480	229733.1380488440	144205.7140706027	155967.2094531940	16371.9118461503	103476.1524660607	139345.4157835408	77208.8132615699
UNINTEGRATED|g__Dubosiella.s__Dubosiella_newyorkensis	16181.9988023882	29816.2883314212	467222.8078857605	37877.8954982782	45337.4864773138	1270126.9083247636	9365.1964073874	18839.1917939023	351465.7765333714	20172.5583256017
UNINTEGRATED|g__Enterococcus.s__Enterococcus_faecalis	0	0	0	0	0	0	0	0	34238.7147314888	0
UNINTEGRATED|g__Enterorhabdus.s__Enterorhabdus_caecimuris	0	0	32057.2599751058	30707.8575326604	33098.4141528847	0	0	60369.6235662425	20186.3546509246	47931.9539807864
UNINTEGRATED|g__Erysipelatoclostridium.s__Clostridium_cocleatum	0	0	4467.9170031596	0	1583.8106996542	0	0	0	0	0
UNINTEGRATED|g__Faecalibaculum.s__Faecalibaculum_rodentium	0	0	257079.0718055848	80436.9320570547	46593.4421199563	0	0	171700.3654719943	97663.8419758115	114718.4904371721
UNINTEGRATED|g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_28_4	723005.7963791318	520987.0807121444	147305.8541152958	812702.5897768965	266867.9828631537	894050.9617600199	34611.2223968531	285900.5227605592	1050085.2408111917	301390.6999480091
UNINTEGRATED|g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_3_2	0	0	43382.6596475420	0	25661.1400594939	0	0	0	36880.6075113094	0
UNINTEGRATED|g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_A2	168676.6371772510	170023.4793827727	0	0	0	180723.9952904453	0	0	0	0
UNINTEGRATED|g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_M18_1	49867.9784122910	52501.5625521283	0	0	0	36539.2694791213	0	0	0	0
UNINTEGRATED|g__Lactobacillus.s__Lactobacillus_johnsonii	312586.2871016156	276636.0785985090	231487.1826290744	401794.5164995326	0	257122.8045384281	0	0	0	387948.0278094712
UNINTEGRATED|g__Lactobacillus.s__Lactobacillus_reuteri	0	0	26173.3956677775	0	0	0	0	0	16082.2589579450	0
UNINTEGRATED|g__Lactococcus.s__Lactococcus_lactis	235605.7797933044	145517.4382553626	431325.0927646371	56411.5991292047	48670.7696198484	64514.8619926734	45048.3544773371	208206.8264871762	101761.1844816686	125166.9490267174
UNINTEGRATED|g__Streptococcus.s__Streptococcus_acidominimus	0	0	0	0	1942.7844384790	0	0	0	0	0
UNINTEGRATED|unclassified	3542993.2906340081	2991629.8540241355	2454638.1205967707	3120243.1194184329	2002473.2266638055	2767904.1235452672	990657.4428333159	2815641.3608164163	2368566.4095211341	2208770.2791604879
1CMET2-PWY: folate transformations III (E. coli)	2028.1679387223	3826.1364876109	3067.6335242438	3268.1221965282	3668.2422561087	2800.3640200072	5328.6484937346	3810.7932433693	5109.8294627752	4258.8490043710
1CMET2-PWY: folate transformations III (E. coli)|g__Akkermansia.s__Akkermansia_muciniphila	262.9346765460	1650.9609048245	1299.7831402888	1057.4446454470	1961.8390126942	1138.7467271498	3863.6192220972	1388.5576461075	2666.8516854706	1856.0077646140
1CMET2-PWY: folate transformations III (E. coli)|unclassified	1432.6634895053	1115.2960338836	708.3330133988	1220.6103554776	799.6543603359	533.1998474231	118.8355127449	1415.7999896040	1215.6622402082	1329.3259956909
ANAEROFRUCAT-PWY: homolactic fermentation	1820.5516467956	1688.9448939085	1870.2725154075	1418.8868274209	1107.9063311518	759.9560359959	215.4823238375	1443.6985776143	1475.6835845027	1160.1739794777
ANAEROFRUCAT-PWY: homolactic fermentation|unclassified	1352.4232131380	1005.3497785595	580.9484244972	1099.8092863436	815.2411949027	446.5193932594	170.1260688420	1103.9245168445	777.2924919057	919.3458281975
ANAGLYCOLYSIS-PWY: glycolysis III (from glucose)	4299.5508725274	3207.0253096353	5024.4306318993	3028.4052627744	2500.8095813480	3860.0362938822	579.1508441778	2968.8254000876	3921.8292628849	2557.9059999630
ANAGLYCOLYSIS-PWY: glycolysis III (from glucose)|g__Acetatifactor.s__Acetatifactor_muris	0	0	0	0	0	0	0	0	21.9119151246	0
ANAGLYCOLYSIS-PWY: glycolysis III (from glucose)|g__Lactococcus.s__Lactococcus_lactis	116.5495726144	50.3832026846	542.7704151481	19.7791108811	28.1324810875	71.4971685316	0	53.4037908682	194.8844138327	39.0745603030
ANAGLYCOLYSIS-PWY: glycolysis III (from glucose)|unclassified	3009.2554786838	2751.2975110126	2756.3257762328	2647.6322459664	2082.4163862404	1587.1011012846	382.2444252225	2364.2710829480	2455.7166828027	1906.0741261601
ARG+POLYAMINE-SYN: superpathway of arginine and polyamine biosynthesis	0	62.9523204552	0	106.1720962618	0	0	0	0	0	0
ARG+POLYAMINE-SYN: superpathway of arginine and polyamine biosynthesis|unclassified	0	62.1475491238	0	104.8354866113	0	0	0	0	0	0
ARGININE-SYN4-PWY: L-ornithine biosynthesis II	0	0	0	0	180.4119953480	0	0	0	0	0
ARGININE-SYN4-PWY: L-ornithine biosynthesis II|unclassified	0	0	0	0	176.1037874102	0	0	0	0	0
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)	7584.7425496956	8189.2391066421	6319.8647565315	8565.4498287209	5399.8840918288	7820.0619593875	4066.2532436988	7998.8399709187	7260.9932736461	6497.9015599676
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|g__Bifidobacterium.s__Bifidobacterium_pseudolongum	0	0	0	22.0226475665	0	0	30.3733111677	39.5073407866	0	25.3454738230
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|g__Clostridium.s__Clostridium_sp_ASF502	0	0	49.1427989660	34.0020631038	71.7168412425	0	0	0	0	0
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|g__Dorea.s__Dorea_sp_5_2	93.8198746071	43.1720758597	119.7607771659	116.7007716916	81.6962562557	55.4070838504	0	43.4383513450	51.3646598657	41.3947131366
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|g__Dubosiella.s__Dubosiella_newyorkensis	0	18.3872483376	507.4170042571	22.7477372936	36.9217295370	1412.6508131372	0	17.0305206051	415.9556526933	0
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|g__Faecalibaculum.s__Faecalibaculum_rodentium	0	0	191.3242413524	88.7411697953	40.3653317122	0	0	144.0028723000	71.1214530915	95.9514339129
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_28_4	803.4394576362	560.3123816502	42.5504085273	1051.9105263273	289.8231148581	757.6453297544	36.8081003537	284.6575710721	940.8290001628	325.3438097281
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_A2	15.3420976940	0	0	0	0	0	0	0	0	0
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|g__Lactococcus.s__Lactococcus_lactis	122.6435177110	56.5131119014	299.5170866343	23.1669918237	20.2691400525	34.6941596000	0	53.3547120973	72.6166232898	38.6295029136
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|unclassified	6072.1755340329	5555.9136231341	3614.2833534982	5687.3717863517	2943.4245462329	4236.9200666548	1540.1589186133	5147.0048408992	3244.5353430539	3643.2878330999
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)	8090.0172709009	9100.4528096741	6945.9905948161	9539.2504229369	6372.9691519939	8523.7182830688	7437.4848640541	9165.5608900696	8294.9492341180	7751.6160797119
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|g__Acetatifactor.s__Acetatifactor_muris	0	0	0	15.0748741143	0	0	0	0	9.6214425143	0
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|g__Akkermansia.s__Akkermansia_muciniphila	288.9773076127	2030.3365716406	1528.2907707786	1309.6183651568	2301.5209289999	1349.6578750865	5365.5166695001	1851.6759527799	2958.5362389437	2394.9024515491
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|g__Anaerotruncus.s__Anaerotruncus_sp_G3_2012	109.4228801539	71.2901058119	38.0966092399	71.5281840870	69.4842420021	24.2810081536	25.2095347759	77.3007731064	28.0123126927	140.4197536937
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|g__Bifidobacterium.s__Bifidobacterium_pseudolongum	0	0	9.3189112417	26.1963752600	0	0	34.5080055382	39.3214853074	0	29.3984481305
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|g__Clostridium.s__Clostridium_sp_ASF502	0	0	44.9674990962	32.6705795358	71.6737889688	0	0	36.7411005329	0	0
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|g__Dorea.s__Dorea_sp_5_2	101.0856342030	50.4368482444	130.8392151505	137.3855944399	88.4623795772	63.2312192153	0	51.2818223834	59.1353131106	46.9721543114
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|g__Dubosiella.s__Dubosiella_newyorkensis	15.6300924575	21.1142550176	528.4160636161	27.8234511219	46.3248052710	1673.7888540800	0	16.7991841289	453.2283857441	13.1403333759
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|g__Faecalibaculum.s__Faecalibaculum_rodentium	0	0	210.6645548351	99.3734455926	38.4831233647	0	0	190.4413009805	73.0016588176	128.1739426696
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_28_4	1012.6646160198	744.8972771720	49.1858174135	1377.6129982983	346.1042827653	863.2089594083	53.1673725676	463.7701450390	1030.1996132594	508.7003775137
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_A2	18.2453280202	0	0	0	0	0	0	0	0	0
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|g__Lactococcus.s__Lactococcus_lactis	131.1309884896	51.4484551655	337.5857091731	23.1532968268	19.4715077859	40.5592186528	21.4704752999	61.2131829342	85.5385864167	46.8912716007
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|unclassified	6413.6206559213	5964.9597703783	3828.7368864832	6229.2716003896	3189.6229806730	4503.4620999448	1764.2537231200	5733.8614626714	3426.0825248897	4085.1937938325
ARO-PWY: chorismate biosynthesis I	5041.7527939979	5714.5699240790	4929.0421782805	5774.9999510549	4692.4896795311	6296.2967337891	4611.9511298671	5612.7978707116	6846.6217735880	5060.6064499593
ARO-PWY: chorismate biosynthesis I|g__Acetatifactor.s__Acetatifactor_muris	0	0	0	14.6776409444	0	0	0	0	13.0323756143	0
ARO-PWY: chorismate biosynthesis I|g__Akkermansia.s__Akkermansia_muciniphila	254.5443407670	1569.6542228487	1355.8408723527	1024.8213617079	2077.4793255165	1171.1025379078	1334.1952060474	624.2674043467	2666.0395346892	1336.2711115342
ARO-PWY: chorismate biosynthesis I|g__Anaerotruncus.s__Anaerotruncus_colihominis	0	0	0	17.2852974169	20.1489932608	0	0	26.0622160624	0	0
ARO-PWY: chorismate biosynthesis I|g__Anaerotruncus.s__Anaerotruncus_sp_G3_2012	108.1343937469	61.7013344329	0	57.2855945073	48.3886175584	16.1849228107	0	72.5757807998	0	142.9503695483
ARO-PWY: chorismate biosynthesis I|g__Bifidobacterium.s__Bifidobacterium_pseudolongum	0	0	0	23.3405429579	0	0	19.8476349440	28.8481205751	0	26.3899160963
ARO-PWY: chorismate biosynthesis I|g__Clostridium.s__Clostridium_sp_ASF502	0	0	27.3084590858	34.3289650616	49.9246993170	0	0	37.3544625780	11.2718477635	22.9891782000
ARO-PWY: chorismate biosynthesis I|g__Dorea.s__Dorea_sp_5_2	105.3967084923	55.5648256704	125.7545172485	138.9568811521	94.0351020933	49.0974445545	0	65.0289835758	53.9645356141	50.2910388357
ARO-PWY: chorismate biosynthesis I|g__Dubosiella.s__Dubosiella_newyorkensis	45.2415711496	89.1320378434	540.9262955583	91.8099887535	103.9783596927	1889.0624258173	0	0	452.2994375226	42.4509035218
ARO-PWY: chorismate biosynthesis I|g__Enterococcus.s__Enterococcus_faecalis	0	0	0	0	0	0	0	0	11.6324497814	0
ARO-PWY: chorismate biosynthesis I|g__Faecalibaculum.s__Faecalibaculum_rodentium	0	0	194.6334636501	95.9162577835	40.2344776820	0	0	199.8494772322	83.7038974543	118.3024317080
ARO-PWY: chorismate biosynthesis I|g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_28_4	562.5706465928	449.9420131376	25.2937522697	593.1002911562	235.9222055837	722.2235113734	0	253.3797509057	882.6720069587	215.6004664326
ARO-PWY: chorismate biosynthesis I|g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_A2	16.6270103767	15.6879532219	0	0	0	0	0	0	0	0
ARO-PWY: chorismate biosynthesis I|g__Lactococcus.s__Lactococcus_lactis	87.4260624153	45.4416414739	279.1883609235	16.1928618072	0	30.4099675967	12.8106866133	43.4203507394	49.7108009496	37.0654243720
ARO-PWY: chorismate biosynthesis I|unclassified	3738.3919409720	3268.7335747896	2098.2532529106	3170.2290650748	1912.5239820478	2441.9638168503	832.3531113054	3334.2236327419	2099.9135521186	2466.8241967171
ASPASN-PWY: superpathway of L-aspartate and L-asparagine biosynthesis	872.1068752704	716.2140564023	1031.6128896601	751.0110337734	610.0731848945	454.6443259199	405.8490378705	1088.9221165433	847.9108117259	749.0590828810
ASPASN-PWY: superpathway of L-aspartate and L-asparagine biosynthesis|unclassified	752.2449188435	685.5664087930	436.5823277206	591.9054261483	591.4668030354	388.0744817874	384.2281157398	792.7442628282	627.6825473930	676.3007179134
BIOTIN-BIOSYNTHESIS-PWY: biotin biosynthesis I	0	0	0	0	0	50.8221950227	0	0	98.4052408987	0
BIOTIN-BIOSYNTHESIS-PWY: biotin biosynthesis I|unclassified	0	0	0	0	0	48.0507070617	0	0	31.9463747033	0
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched chain amino acid biosynthesis	6244.9859703803	7387.5769587292	6171.0373340089	6573.9548803279	6221.1471756814	6467.6349072031	7163.7990615602	7550.2799697811	7361.1535739020	6825.4345310349
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched chain amino acid biosynthesis|g__Akkermansia.s__Akkermansia_muciniphila	282.5339249891	1870.5532967115	1457.9420388467	1159.3862992989	2245.3620746798	1216.8547764328	4615.3052497734	1595.5921103204	2870.7398476973	2130.8335062742
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched chain amino acid biosynthesis|g__Bifidobacterium.s__Bifidobacterium_pseudolongum	0	0	17.6014243246	29.6454989940	0	0	38.6278986980	53.3702805310	0	29.7249024027
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched chain amino acid biosynthesis|g__Faecalibaculum.s__Faecalibaculum_rodentium	0	0	254.4802551780	127.6922245314	48.7148450650	0	0	258.3062488806	84.6106897232	164.1869875147
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched chain amino acid biosynthesis|unclassified	5239.8575155224	4367.3931177123	2904.7470508455	4089.1947050648	2517.6965573689	3631.4778823459	1124.4393384227	4468.7821071579	2312.3758694755	3131.9609253067
CALVIN-PWY: Calvin-Benson-Bassham cycle	4756.1567019214	4573.1394058531	4011.8361091877	4022.0746332219	3743.5305862951	4087.9482884246	2188.3860585863	3308.6413588748	4521.6000707755	3017.8635814333
CALVIN-PWY: Calvin-Benson-Bassham cycle|g__Acetatifactor.s__Acetatifactor_muris	0	0	0	0	0	0	0	0	18.3840647750	0
CALVIN-PWY: Calvin-Benson-Bassham cycle|g__Lactococcus.s__Lactococcus_lactis	129.6906288650	45.9114929318	323.1385128219	15.4404918974	24.0225780084	44.3872365037	10.2814485329	39.6733676414	94.9253650313	41.6360665099
CALVIN-PWY: Calvin-Benson-Bassham cycle|unclassified	3858.5716619389	2942.7916333911	1892.7788898748	2424.2761962124	1898.3066513832	2330.1019097851	516.0371831983	1858.0694549138	1714.4532670385	1504.5525993793
CENTFERM-PWY: pyruvate fermentation to butanoate	516.9425078019	262.6205020804	350.4975223851	288.3206453272	261.0460653249	275.3552081356	98.7976953590	152.6424180220	97.7276688280	180.2397431714
CENTFERM-PWY: pyruvate fermentation to butanoate|unclassified	503.5542483994	257.3551522062	302.2710606313	283.6478216058	248.1149133180	270.1136966338	94.6560431937	150.0134430249	96.6334114921	175.6317537800
CITRULBIO-PWY: L-citrulline biosynthesis	0	28.5038295212	0	71.0469632204	0	0	0	0	0	0
CITRULBIO-PWY: L-citrulline biosynthesis|unclassified	0	28.4684422202	0	70.8429850258	0	0	0	0	0	0
COA-PWY-1: superpathway of coenzyme A biosynthesis III (mammals)	4333.7939436829	4205.1530636596	3877.3251620578	4717.5767079062	3722.0003034889	5782.6350348283	1907.4896896411	4246.3148218699	4511.7020872721	4605.1258565548
COA-PWY-1: superpathway of coenzyme A biosynthesis III (mammals)|g__Anaerotruncus.s__Anaerotruncus_colihominis	0	0	0	29.1269923628	38.2445912144	0	0	36.5358087554	0	20.9503748270
COA-PWY-1: superpathway of coenzyme A biosynthesis III (mammals)|g__Anaerotruncus.s__Anaerotruncus_sp_G3_2012	106.7532510032	62.6960181497	29.0881433248	69.2443669909	52.1647626015	13.2992627825	0	61.1607234228	0	112.2865157909
COA-PWY-1: superpathway of coenzyme A biosynthesis III (mammals)|g__Dorea.s__Dorea_sp_5_2	48.7759861841	45.5688003345	130.2538895917	83.8170112954	48.1762000673	33.0756506413	0	0	33.7389109827	0
COA-PWY-1: superpathway of coenzyme A biosynthesis III (mammals)|g__Dubosiella.s__Dubosiella_newyorkensis	41.0520569338	84.3446560576	574.4058036500	100.2524776609	126.7128122666	2178.4193804511	21.9664582394	38.0153955610	528.6752186557	48.6509747588
COA-PWY-1: superpathway of coenzyme A biosynthesis III (mammals)|g__Faecalibaculum.s__Faecalibaculum_rodentium	0	0	203.5468091661	107.6371541107	42.1688137181	0	0	215.4040314800	75.5319014024	158.7146826712
COA-PWY-1: superpathway of coenzyme A biosynthesis III (mammals)|g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_28_4	296.0162230714	221.4368105980	39.6264531082	297.4454542423	158.2391979216	542.5424834717	0	146.5519578113	775.4018912337	45.4507331503
COA-PWY-1: superpathway of coenzyme A biosynthesis III (mammals)|g__Lactobacillus.s__Lactobacillus_johnsonii	86.2140667419	12.3679022935	17.4590289996	0	0	41.3950021814	0	0	0	0
COA-PWY-1: superpathway of coenzyme A biosynthesis III (mammals)|g__Lactobacillus.s__Lactobacillus_reuteri	0	0	10.1965948343	0	0	0	0	0	0	0
COA-PWY-1: superpathway of coenzyme A biosynthesis III (mammals)|g__Lactococcus.s__Lactococcus_lactis	58.1941909179	30.4771552322	70.2675885950	14.0936549645	0	11.2528132033	0	39.2574597433	17.8870789531	25.3465937570
COA-PWY-1: superpathway of coenzyme A biosynthesis III (mammals)|unclassified	2929.8030094680	2392.0896626057	1465.7275553361	2422.7150411093	1435.3720135986	1812.5236042599	687.1148218405	2413.0840640393	1531.4157155100	1848.9603593893
COA-PWY: coenzyme A biosynthesis I (prokaryotic)	4023.6063686538	5053.6309982854	4233.7049616777	4794.7620625147	4701.2016547316	6095.3374760976	5184.6605803088	4866.5600205513	6134.7150619322	5058.7414532037
COA-PWY: coenzyme A biosynthesis I (prokaryotic)|g__Akkermansia.s__Akkermansia_muciniphila	275.2263369508	2062.4822353482	1452.9059796823	1202.9421362824	2408.2248633583	1241.1770813546	4378.2882066963	1608.4090875503	2890.9414014340	2344.1606402288
COA-PWY: coenzyme A biosynthesis I (prokaryotic)|g__Anaerotruncus.s__Anaerotruncus_colihominis	0	0	0	33.2834931988	37.8295516684	0	0	37.8097889112	0	18.4727032822
COA-PWY: coenzyme A biosynthesis I (prokaryotic)|g__Anaerotruncus.s__Anaerotruncus_sp_G3_2012	112.1570927324	74.3571873875	27.5925021441	72.4676579527	57.8436146493	14.7157190635	27.8008288508	63.5303952074	18.2021395497	165.6491910423
COA-PWY: coenzyme A biosynthesis I (prokaryotic)|g__Dorea.s__Dorea_sp_5_2	74.0170889263	48.8243438673	121.0402497916	88.6576009427	56.4263322884	51.2104283054	0	32.0207002507	29.8549529471	18.7069478867
COA-PWY: coenzyme A biosynthesis I (prokaryotic)|g__Dubosiella.s__Dubosiella_newyorkensis	37.8680094902	148.7048175572	588.1110871965	131.8592919433	149.0815823990	2280.2648465811	46.0961326978	116.8149410534	527.3723912849	99.1360111425
COA-PWY: coenzyme A biosynthesis I (prokaryotic)|g__Enterococcus.s__Enterococcus_faecalis	0	0	0	0	0	0	0	0	8.9702859279	0
COA-PWY: coenzyme A biosynthesis I (prokaryotic)|g__Faecalibaculum.s__Faecalibaculum_rodentium	0	0	212.2655742126	96.6680325883	40.8422887484	0	0	271.9168971618	90.1315026556	157.9219407059
COA-PWY: coenzyme A biosynthesis I (prokaryotic)|g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_28_4	738.3561127241	415.8944823938	43.5711127878	745.9074721412	242.4939427987	684.0122339005	0	156.4115938658	859.6219419219	167.9786952506
COA-PWY: coenzyme A biosynthesis I (prokaryotic)|g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_A2	22.1225261836	8.7161305928	0	0	0	9.3471179720	0	0	0	0
COA-PWY: coenzyme A biosynthesis I (prokaryotic)|g__Lactobacillus.s__Lactobacillus_johnsonii	83.9369920924	14.1626289340	20.8989701992	8.8202866593	0	61.5178368623	0	0	0	9.9180290748
COA-PWY: coenzyme A biosynthesis I (prokaryotic)|g__Lactobacillus.s__Lactobacillus_reuteri	0	0	12.9878014955	0	0	0	0	0	0	0
COA-PWY: coenzyme A biosynthesis I (prokaryotic)|g__Lactococcus.s__Lactococcus_lactis	87.4713376709	35.5641019689	103.4015727120	16.7133600595	0	10.1815713558	11.4314454498	58.1311882619	46.5681824885	34.7624966696
COA-PWY: coenzyme A biosynthesis I (prokaryotic)|unclassified	2859.7151060316	2113.8861637633	1597.4205754632	2661.6150487744	1818.6533407700	1686.4167366462	691.5550750521	2239.5351329451	1495.0847247612	2263.2207958621
COBALSYN-PWY: superpathway of adenosylcobalamin salvage from cobinamide I	0	0	29.3743035819	74.5281697828	135.6986678486	0	0	75.2229687484	31.5017851223	37.3728631766
COBALSYN-PWY: superpathway of adenosylcobalamin salvage from cobinamide I|unclassified	0	0	28.5828862708	0	95.5323247145	0	0	12.0888422427	29.4419602829	0
COLANSYN-PWY: colanic acid building blocks biosynthesis	737.3399325607	648.6836383789	431.1697982378	703.2232156373	423.5955246890	289.7654659954	85.6376802044	806.3565921707	476.7278473219	580.4556988280
COLANSYN-PWY: colanic acid building blocks biosynthesis|unclassified	493.1376687298	492.8175135354	194.1300402656	573.7331909331	212.5403893302	243.5812559334	78.0122158395	632.5585755274	229.2642676033	270.3573910192
COMPLETE-ARO-PWY: superpathway of aromatic amino acid biosynthesis	5353.6438553371	6178.1974496345	5202.2129408202	6080.2031090618	4881.7222721708	6668.0199385645	4681.4773229895	5974.8603717009	6906.6849562675	5488.2107334733
COMPLETE-ARO-PWY: superpathway of aromatic amino acid biosynthesis|g__Clostridium.s__Clostridium_sp_ASF502	0	0	24.4643974176	36.4858607752	48.9633982262	0	0	39.2365786616	11.9803100955	0
COMPLETE-ARO-PWY: superpathway of aromatic amino acid biosynthesis|g__Dubosiella.s__Dubosiella_newyorkensis	45.6330200217	92.6905965910	541.5436028526	92.2489151270	106.9771125132	2006.1194590728	0	0	476.8010520661	46.9999955342
COMPLETE-ARO-PWY: superpathway of aromatic amino acid biosynthesis|g__Lactococcus.s__Lactococcus_lactis	93.5039186265	47.9239313244	296.5280327253	0	0	33.0411199537	13.2760600554	46.5099288407	55.2249603406	25.5033629020
