gene_id,gene_name,16_1,16_2,16_3,A_1,A_2,A_3,baseMean,log2FoldChange,lfcSE,pvalue,padj,sig (padj<=0.05 & |log2FC|>=0.263)
ENSG00000152104.12,PTPN14,1680.987,1591,1543,3850.633,3765,3421,2580.943113387619,-1.0200369914946017,0.04375098874666258,4.4569417467867746e-123,2.2158428717774916e-120,Down
ENSG00000123080.12,CDKN2C,2347,2376,2349.001,5567,5279,4619.001,3670.796022681261,-0.9492085959748162,0.040927555317890885,1.9658141985561056e-121,9.38243800686858e-119,Down
ENSG00000052749.14,RRP12,5395,5602,5306,3605.001,3299,2963.999,4422.622418993064,0.8898356162795625,0.038345590481671576,3.218643458325422e-121,1.4771097594130358e-118,Up
ENSG00000165271.17,NOL6,4654,4543,4329,3117,2745.001,2449,3685.0489781571605,0.8685414432338003,0.037839317286943,1.4386597787876583e-118,6.357810548331236e-116,Up
ENSG00000132507.18,EIF5A,17912.641,18010.558,17330.11,13951.617,12329.722,11273.393,15274.496640838799,0.6729618957313542,0.02923995484147228,1.8588945700871238e-118,7.921546432242701e-116,Up
ENSG00000261236.8,BOP1,7031,7112.783,6916.999,4984,4544,4112,5853.40642492799,0.7933969951648926,0.03470877963345527,2.887850289021159e-117,1.1882010223655334e-114,Up
ENSG00000196415.10,PRTN3,12275,12035,11919,8775,8438,7407,10251.814640520655,0.7240185701997798,0.03177612561327695,2.724732664406034e-116,1.0837170050564268e-113,Up
ENSG00000239672.8,NME1,6622.152,6509.162,6406.845,4744.248,4234.712,3909.156,5465.901685635776,0.7669797230510854,0.0337951653200035,1.5337718609275938e-115,5.903537369221951e-113,Up
ENSG00000171724.3,VAT1L,7984,7643,7297,5937,5428,4976,6601.779787700253,0.6550191317858401,0.028914984815494295,7.949263331553524e-115,2.9640815647530205e-112,Up
ENSG00000132361.18,CLUH,5631,5687.001,5330,3968,3548.001,3350,4639.24962538903,0.7808092168381567,0.03457072717138449,1.6155376833120027e-114,5.841392617357217e-112,Up
ENSG00000115053.17,NCL,47743,49235.999,46357.001,37714.001,35084.001,31373.001,41610.53166144771,0.6288817168076617,0.02806678627245141,2.314505557125707e-112,8.122553031654099e-110,Up
ENSG00000115541.11,HSPE1,7327.925,6820.322,6746.974,5300.951,4724.681,4326.15,5931.299224778782,0.7086176045494094,0.03212375709948961,3.63598061763369e-109,1.2395577351315768e-106,Up
ENSG00000168283.14,BMI1,4861.892,4497.081,4116.377,9126.233,8282.317,7925.914,6345.541549084201,-0.7374219043692174,0.03360734162659443,3.9345724871328234e-108,1.3040921921241348e-105,Down
ENSG00000138160.7,KIF11,2667,2595,2437,5439,4908,4575,3695.190350912889,-0.7783671020139886,0.035511938468056704,4.7807670995537136e-108,1.541732784645268e-105,Down
ENSG00000137804.14,NUSAP1,2556.7,2362.921,2360.502,5280.758,4749.797,4494.476,3560.330906241546,-0.8194587615213929,0.037486823298928176,1.1578277496223308e-107,3.635579133814119e-105,Down
ENSG00000130707.18,ASS1,7073.995,6903.992,6855.997,13291.992,12570.995,11314.996,9503.682030907565,-0.6602583037662132,0.030342322386304563,3.3015319933384986e-106,1.0100994806285889e-103,Down
ENSG00000166927.13,MS4A7,1689.879,1481,1403,3829.935,3410.502,3106.048,2424.6485756293314,-0.9981908196544267,0.046411978333794866,2.4981939535970754e-105,7.452112563580076e-103,Down
ENSG00000148843.15,PDCD11,7227,7159.001,6789.999,5170.001,4744,4600,6012.639119295951,0.7091884264476856,0.03279762526058975,5.0254844900452884e-105,1.462538559395619e-102,Up
ENSG00000124762.14,CDKN1A,26225,25429.001,24404,22188.999,20378,18658.001,23006.097912010042,0.4815273242414309,0.022365970914432133,9.716373626210461e-104,2.7603754787605527e-101,Up
ENSG00000151726.16,ACSL1,3565.001,3336,3179,2239.999,1889.001,1859.999,2714.4489772779452,0.9132382593089692,0.04281820834602981,3.665429254371401e-103,1.0171139968176641e-100,Up
ENSG00000066279.19,ASPM,1481.999,1446,1361.001,3374.999,3126.001,2788.001,2210.8731557963874,-0.935213236064041,0.04410720406283865,3.913075704854645e-102,1.0611549843255823e-99,Down
ENSG00000116649.10,SRM,4036,3851.001,3847,2708.998,2448.001,2305.999,3239.9373439650003,0.8166181773916752,0.038904335607577924,1.5257606267134394e-99,4.0456390662099465e-97,Up
ENSG00000107815.10,TWNK,3605,3628.001,3341.999,2449.001,2145,1958.999,2890.008769165852,0.8545189792531094,0.04101329626378641,2.586604527332807e-98,6.709427221768489e-96,Up
ENSG00000197561.7,ELANE,24870,24716,24152,20286,18729,17255,21832.09446609699,0.5580903356404753,0.02672122921234565,6.279518371152637e-98,1.594196025629644e-95,Up
ENSG00000101361.17,NOP56,9881.253,10184.447,9090.199,7322.793,6789.842,6391.92,8356.368303794257,0.6721472530104469,0.03234084244020533,3.464094058744035e-97,8.61116048102788e-95,Up
ENSG00000237649.8,KIFC1,1704,1631,1511.001,3656,3339,3033,2424.489510047634,-0.8705391871026362,0.04213837378548408,8.292817171614074e-97,2.0193856018714106e-94,Down
ENSG00000112984.12,KIF20A,786.999,714.999,706,2085,1871,1697,1274.0376710101318,-1.1739325762196713,0.05723570542837261,9.123478542936365e-97,2.177226919486334e-94,Down
ENSG00000077348.10,EXOSC5,1882.001,1960.467,1788.999,1045.999,966,880,1446.4457133784672,1.1211837127124396,0.054762404674261064,2.175395858542051e-96,5.089573212573285e-94,Up
ENSG00000138764.15,CCNG2,686,645.001,601.001,1865,1678.001,1557,1139.2420382283408,-1.2188992902083917,0.05956897686888382,2.7800876104211665e-96,6.37923180145103e-94,Down
ENSG00000100029.18,PES1,4821.999,4840,4710,3396.999,3167,2895.001,4019.119657720929,0.7681416204283286,0.037208012542364235,3.2829446061167254e-96,7.390961328336748e-94,Up
ENSG00000130204.13,TOMM40,4340.972,4270,4056.982,3058.99,2840.992,2513.989,3551.730675797928,0.7552664773219312,0.03680826691690241,4.864057538316317e-95,1.074776565688709e-92,Up
ENSG00000122884.13,P4HA1,2159,1986,1951,4365,4055,3622.999,2960.816467848425,-0.8042083818816923,0.039738669975199724,9.866075997286058e-93,2.1404003418112226e-90,Down
ENSG00000135046.14,ANXA1,553.001,544,585,1745.001,1559.999,1490,1048.7862962625977,-1.3273615194712658,0.06619044860383859,2.7342930912474754e-92,5.825997350850871e-90,Down
ENSG00000113810.16,SMC4,12287.999,11347.997,10545.001,20271.999,18861.001,17413.999,14885.311631910607,-0.5544116336772716,0.02737664114638869,3.0424178344829238e-92,6.368794666850921e-90,Down
ENSG00000163938.17,GNL3,5060,4935.001,4475.999,3592.001,3236.999,3065.999,4100.9080654787585,0.712031691336005,0.03526421476030583,5.271102309609604e-92,1.0843929785907207e-89,Up
ENSG00000081237.21,PTPRC,4232.999,3771,3542.001,7721,7195,6574,5401.049394023872,-0.7217422240024678,0.03581759463964185,1.131103964146679e-91,2.2875139830844363e-89,Down
ENSG00000108561.8,C1QBP,11811,11231,11308,9235.999,8377.999,7865.001,10054.286015972859,0.5979943173143825,0.0297224499411268,3.794286902156196e-91,7.545571886087956e-89,Up
ENSG00000130826.19,DKC1,6257.001,6186.001,5825,4815,4346.001,4032.997,5288.589664222814,0.6356755958111427,0.03164278730148276,6.072278562772226e-91,1.187777505098331e-88,Up
ENSG00000160117.16,ANKLE1,2824.974,2779.791,2654.95,1750.999,1718.725,1481.224,2232.8630282948216,0.8994988548215006,0.04545726499478481,2.680729768484994e-89,5.159107677026282e-87,Up
ENSG00000122862.5,SRGN,78549,71772,72987,61134,58018,52694,66329.04742198242,0.5444649519604742,0.02737530819759136,4.616756395439643e-89,8.74399004926759e-87,Up
ENSG00000167085.14,PHB1,7840.993,8041.995,7809.994,6000.997,5453,5014.998,6762.610230368858,0.6913090474397309,0.03484142996233812,6.637403342420343e-89,1.2374608856524927e-86,Up
ENSG00000109805.10,NCAPG,1546,1392,1415,3371,3012,2803.001,2206.2403104131486,-0.897072767828308,0.04546594350097779,8.580893342902022e-89,1.5751879902693371e-86,Down
ENSG00000184897.7,H1-10,838,770,738,2107,2069,1736,1339.236583926211,-1.150918112408847,0.05873248653102284,9.024728494311168e-89,1.6315615211230434e-86,Down
ENSG00000170515.14,PA2G4,13067.382,13027.577,12687.711,10705.826,9631.767,8978.917,11437.052503228611,0.5716069899219578,0.029027614143306096,2.0984507010639017e-87,3.737121457476787e-85,Up
ENSG00000114631.11,PODXL2,1641,1708,1587,888,854,761,1263.3632774194405,1.1380895341852388,0.05856162328465465,2.214688669463886e-87,3.8861272358886895e-85,Up
ENSG00000107262.26,BAG1,4570.001,4320.001,4336.999,3272.999,2955.001,2673.001,3726.9993007800604,0.7367796264195727,0.03750226256892727,2.3768299069280515e-87,4.110193398473262e-85,Up
ENSG00000126457.22,PRMT1,6773,6882.001,6740,5149.999,4601.999,4310,5803.362291778381,0.7026376053962632,0.035817505839309684,5.26619278500061e-87,8.976601758661039e-85,Up
ENSG00000144381.18,HSPD1,30253.851,29696.538,27634.482,26358.822,23323.9,21412.889,26569.306744413705,0.47001916455804776,0.024090763428499053,1.118194060303966e-85,1.8791959897953412e-83,Up
ENSG00000065183.16,WDR3,3275,3143,3086,2228,2054,1830.999,2633.6811357073993,0.8001274579249039,0.0412020731852112,1.1766723103898619e-85,1.9500075010516433e-83,Up
ENSG00000188976.11,NOC2L,5757.989,5744.944,5378.93,4462.976,4016.978,3681.983,4881.815374333687,0.6393991458795174,0.033028577128737774,1.1127250694610144e-84,1.8187719902477838e-82,Up
ENSG00000104081.14,BMF,546.999,536.999,473,1574,1370,1324.001,942.8802611138356,-1.2717883949977522,0.06649855774002075,1.320112757624763e-84,2.128592624861983e-82,Down
ENSG00000029993.15,HMGB3,1366.992,1339,1299,3267.999,2747.997,2653.993,2063.3716942014876,-0.9314525178982496,0.04851085997270046,1.6762261337380362e-84,2.6667640303682994e-82,Down
ENSG00000100823.12,APEX1,12353.998,12150.999,11684,10204.001,9473.998,8475.999,10793.531226933224,0.5302493313254076,0.0274023046602092,1.930801478399271e-84,3.0313583210868554e-82,Up
ENSG00000112701.18,SENP6,3378.999,3129.001,2928,6119.002,5569,5161.999,4302.418676817635,-0.6614442208466774,0.03459861803910342,1.062738201936683e-82,1.6468301591569482e-80,Down
ENSG00000130810.20,PPAN,3436.729,3431.702,3274.803,2352.433,2108.272,2075.02,2814.829434860899,0.796029707045282,0.041755635223766914,1.1658655605986905e-82,1.782522600666802e-80,Up
ENSG00000134291.12,TMEM106C,693.001,641.003,556.001,1963.998,1785.001,1469.002,1147.4665543223423,-1.2793121174993247,0.06771455993460929,1.1801817419768468e-82,1.782522600666802e-80,Down
ENSG00000171848.16,RRM2,2867,2623.999,2555.001,5331.001,4819,4548.998,3721.8930321133007,-0.6935388158209274,0.036475868994375174,6.595375709960798e-82,9.83700287140653e-80,Down
ENSG00000172115.9,CYCS,11087.75,10727.799,10224.977,9284.99,8400.985,7626.993,9613.243611113945,0.5081557732694456,0.026691783824735683,8.643511656291319e-82,1.2732639639860248e-79,Up
ENSG00000076248.12,UNG,1606,1447,1584,808,733,692.002,1168.7175720297655,1.2122146669981373,0.06461236957462341,9.114435518320489e-82,1.3262615195682935e-79,Up
ENSG00000053372.5,MRTO4,3112,3091,2893,2156,1970,1714,2517.6862214186904,0.8026869407605919,0.04277180012942383,3.0672724133211512e-80,4.409481257319033e-78,Up
ENSG00000196975.16,ANXA4,18190.001,16849.999,16539.001,15073,13808,12810.001,15627.488890449918,0.4742224508586914,0.02525204452198839,1.354503031705345e-79,1.9240393064652588e-77,Up
ENSG00000179115.11,FARSA,8398.999,8382,8193,6673,6232.001,5594.999,7305.999881252993,0.5998735516009959,0.032178260115141286,1.0970655547059789e-78,1.5400219057354987e-76,Up
ENSG00000114767.7,RRP9,1668,1704,1611,970,915,820,1303.1623863863358,1.03941655486416,0.05647212309489104,1.3672050350675334e-78,1.8969174974913732e-76,Up
ENSG00000166851.15,PLK1,2018,1984.001,1860.999,4131.001,3682.999,3344,2780.053791607489,-0.7490526252892744,0.04038180452171665,2.868674164326093e-78,3.9343701297401076e-76,Down
ENSG00000180448.11,ARHGAP45,9934.998,9520,9149.999,8135,7587.001,6882,8586.203264895528,0.506698012436278,0.027239386550292927,3.2718811743505453e-78,4.436373428676217e-76,Up
ENSG00000103876.14,FAH,2660.997,2577,2508.002,1757.999,1656,1487,2134.4108154037535,0.8218014275410984,0.04443997461958884,4.2376904631738565e-78,5.681362090628141e-76,Up
ENSG00000137642.13,SORL1,1805.999,1656.001,1557.001,3622.001,3219.001,3025,2429.460705981139,-0.7964563309402551,0.04307354632146201,5.659581179175521e-78,7.503346958880258e-76,Down
ENSG00000048162.22,NOP16,2122,2094,1967,1345.998,1215,1140,1670.3042595491108,0.8998944732148395,0.048863793407728125,6.802775235071904e-78,8.919858692843732e-76,Up
ENSG00000170312.17,CDK1,2900,2495,2448.001,5357.001,5020,4604.999,3729.935677169481,-0.7573945837245006,0.04104189082422065,1.567645472367163e-77,2.0331680191614118e-75,Down
ENSG00000198830.12,HMGN2,18690.278,18517.177,18096.494,32091.105,28682.141,26886.625,23491.16386958409,-0.48961767090456837,0.02647427162360508,2.609926902763895e-77,3.3485642799762147e-75,Down
ENSG00000100364.19,KIAA0930,9264,9194.037,9017.999,7566.999,6813.999,6125.999,8058.609363229315,0.5902749493927175,0.0320118627776329,4.933995978993749e-77,6.263025534186533e-75,Up
ENSG00000167721.11,TSR1,4190,3956.203,3794.186,2994.999,2825.999,2452.445,3400.1961969883473,0.693541240698446,0.03786836189141953,3.167819154299881e-76,3.9787808578006504e-74,Up
ENSG00000142864.15,SERBP1,21845.443,21136.707,20378.7,19175.521,17394.72,15652.806,19350.286820494322,0.4481018863808047,0.024431108785240113,5.428288810421188e-76,6.746910633952669e-74,Up
ENSG00000004478.8,FKBP4,4224.999,4091,3907.999,3073,2692.999,2669,3478.290107128093,0.6982717628559368,0.038232149345103245,7.791104357465762e-76,9.583861566317679e-74,Up
ENSG00000095970.17,TREM2,390,410,370,1207,1144,1026,735.6386360540487,-1.343729672901069,0.07433515445152913,8.346256524789764e-76,1.0161993148346068e-73,Down
ENSG00000126787.13,DLGAP5,903,835.999,778.999,2118.001,1852,1761,1341.0820602835718,-1.0032854409376404,0.05562751848703342,1.815510473281358e-75,2.188148582544764e-73,Down
ENSG00000109971.14,HSPA8,51732.979,48699.943,47960.903,45727.979,41827.994,38365.994,45897.941353989416,0.4055986374706654,0.022265190213441286,6.972066502076643e-75,8.319069750277851e-73,Up
ENSG00000010292.13,NCAPD2,4671.001,4626.998,4447.834,8624,7766,6967.002,6080.336559770637,-0.5876900734222863,0.03237336238722867,9.419366460977057e-75,1.1127908971522598e-72,Down
ENSG00000111641.13,NOP2,3516,3591.999,3202,2456.998,2129.001,2116.002,2868.157963048066,0.7822726150755844,0.043304747755649915,1.5950404056878612e-74,1.8658845216340745e-72,Up
ENSG00000161513.12,FDXR,2152.999,2171,1839,4300.999,3987,3638.001,2954.152373507424,-0.7746289201377061,0.04294024404513705,2.667637637063805e-74,3.090315755868478e-72,Down
ENSG00000026025.16,VIM,14194,14725.001,14158,25893.001,24147.999,21894,18877.037126373496,-0.5634697471944691,0.03122255344212795,7.085806944415384e-74,8.05217604388232e-72,Down
ENSG00000177706.9,FAM20C,1952,1851,1846,1124,1113,1005,1505.4190249599767,0.9578706561025712,0.05361601896147736,7.076063727473004e-74,8.05217604388232e-72,Up
ENSG00000133706.20,LARS1,8361.001,7890.999,7471.001,6644.002,5939.998,5719.002,7050.566528505139,0.5395478910889225,0.029903269208600484,8.25299440490902e-74,9.290068796167398e-72,Up
ENSG00000160818.17,GPATCH4,3310.999,3365.999,3001.999,2362.999,2096,1961.001,2711.6005388791664,0.7545916573540024,0.04200059777516839,1.187154270862958e-73,1.3238434355081136e-71,Up
ENSG00000117395.13,EBNA1BP2,3053.001,3093,2972.001,2174,1944,1850,2544.4475786399767,0.7738680156055767,0.04315171617650946,1.8180937855533e-73,2.008656949002035e-71,Up
ENSG00000166803.14,PCLAF,2206.517,2371.809,2099.715,4759.637,4239.358,4220.074,3252.13733709426,-0.8061784046256267,0.04501316789700067,2.062815188220534e-73,2.258120259252056e-71,Down
ENSG00000138778.14,CENPE,571,527,526,1515.001,1346,1260,931.7905296046016,-1.1576701494714507,0.06549118403761511,3.4667680652557193e-73,3.7604978686028404e-71,Down
ENSG00000085117.12,CD82,337,339,375.001,1188,1133.999,962,699.9153770720209,-1.4528758894105473,0.08186092109464393,1.0055213392738196e-72,1.0808901459653347e-70,Down
ENSG00000189306.11,RRP7A,4256.329,4082.698,4036.172,3111.318,2942.752,2551.467,3530.534045672338,0.6889497768794779,0.038554608779163536,1.0435099645807323e-72,1.1117107944086874e-70,Up
ENSG00000183010.17,PYCR1,2109.999,1994,1957.999,1343.002,1236,1087.001,1642.8788243591584,0.8855986134358593,0.049941427011899076,1.9695429733046295e-72,2.0796979431390124e-70,Up
ENSG00000169679.15,BUB1,1765.001,1649.001,1587.999,3596,3161.001,2896,2392.1530658687434,-0.7681362531951388,0.04323942559708418,3.9278868457904995e-72,4.11118823192739e-70,Down
ENSG00000135821.19,GLUL,15210.999,14906.995,14388.999,24520.12,22614.999,20632,18468.728375208164,-0.4328702537128395,0.024282127965710824,6.744769845553783e-72,6.998138591056325e-70,Down
ENSG00000083857.15,FAT1,798,804.001,696,1906,1730,1661.359,1235.5225282906626,-1.0218697770062783,0.058442089789400534,2.6477159236724877e-71,2.723495379418976e-69,Down
ENSG00000148840.11,PPRC1,2384,2359.999,2272,1545.999,1510.001,1301,1920.5190484761454,0.8473967617094433,0.04816440337888511,3.668851883825035e-71,3.7416017673333597e-69,Up
ENSG00000113013.16,HSPA9,15213.996,14368,14027,12911.001,11750.001,11095,13295.407875366718,0.4534488887513115,0.025583911509770456,3.731763201840953e-71,3.773508349522564e-69,Up
ENSG00000090104.12,RGS1,90,96.001,84,556,477.001,442.999,278.4846659005315,-2.232672659815869,0.1282747033111468,3.074517070305056e-70,3.0827846792336074e-68,Down
ENSG00000114867.22,EIF4G1,16852,16516,16130.999,14065.998,13426.999,11835,14895.819095601284,0.49947536858306596,0.02842168443383359,4.239782943602476e-70,4.215757506922062e-68,Up
ENSG00000096384.20,HSP90AB1,80942.531,81013.466,78885.238,71781.685,64221.428,60719.755,73330.34610129191,0.4605184864173405,0.02619511203429925,4.569520578290546e-70,4.506075995054776e-68,Up
ENSG00000140525.20,FANCI,3464.001,3100.999,2924.999,6081,5621.998,5089,4301.695496450227,-0.647682424985651,0.036989823158002436,7.523720363512448e-70,7.358445194871355e-68,Down
ENSG00000100911.16,PSME2,5538.963,5500.884,5282.962,4297.98,4046.984,3746.995,4776.2671673887935,0.5976150461757456,0.03412703997734331,8.833074555991758e-70,8.568800455454769e-68,Up
ENSG00000159131.17,GART,5399.001,5105,4922.001,4189,3810,3595.001,4537.2208185041,0.5768816986128558,0.03304346933098803,2.412017470362806e-69,2.3209832626104033e-67,Up
ENSG00000166226.13,CCT2,12439,11558,11390.001,10448.999,9261,8507.999,10656.504509227903,0.4946351461698359,0.02835098577072527,4.0259134944114503e-69,3.842975985225394e-67,Up
ENSG00000126602.11,TRAP1,5650.999,5328.001,4986,4380,3951,3694.999,4697.563973192692,0.5736038927444599,0.03291480756690082,4.2207935575622797e-69,3.997024502288343e-67,Up
ENSG00000135624.17,CCT7,12929.002,12615,12215.002,11273.999,10175,9381.999,11489.735375149201,0.4607285996760848,0.02643571482772601,6.592737221613377e-69,6.194058309314238e-67,Up
ENSG00000168961.17,LGALS9,4085.333,4221.754,3887.272,3079.98,2883.966,2574.816,3488.798250829169,0.6780535919919718,0.03914562084820141,1.7550245663291148e-68,1.6360119629249217e-66,Up
ENSG00000105472.14,CLEC11A,15386,15636,15052,13240,11916,10686,13740.76436227838,0.5312776284944748,0.03075736331920082,7.123710904571241e-68,6.589156473902639e-66,Up
ENSG00000213145.10,CRIP1,556.967,502,511.999,1465.433,1443.151,1182.795,917.362273674117,-1.1928730218766528,0.07048676619845856,1.7013830975720892e-67,1.5616079323253976e-65,Down
ENSG00000135476.12,ESPL1,791.999,800,697,1891,1690,1577,1211.190296616301,-0.9874100826672629,0.058175395329147055,2.8476305518212854e-67,2.5937349423153874e-65,Down
ENSG00000181418.8,DDN,786,773,752,354,312,301,559.2947685973274,1.4097752005670332,0.08319058173419969,7.154141439408337e-67,6.466910276895475e-65,Up
ENSG00000100060.18,MFNG,3375,3305.001,3229,2491,2323,2077.999,2827.9369398699087,0.68758936754505,0.040302187558320386,1.489631594169706e-66,1.336412344483679e-64,Up
ENSG00000179041.4,RRS1,2762,2707.873,2593,1999,1803,1628,2272.162645803897,0.7332557000429453,0.043132082090970206,3.1590309862077064e-66,2.8129520692112203e-64,Up
ENSG00000179958.10,DCTPP1,2510,2609,2496,1796,1555,1411,2088.9173446990935,0.83945889259279,0.049605435179894755,4.457806508219694e-66,3.940040537487214e-64,Up
ENSG00000214706.12,IFRD2,2851.001,2890.001,2742.001,2024.999,1929,1697.998,2382.2933196075355,0.7478617208065258,0.04411415753254569,6.357203977554377e-66,5.57751160736609e-64,Up
ENSG00000184489.13,PTP4A3,1913,1992.001,1809,1253.999,1158,1046,1549.5523811859482,0.8828832658006879,0.05246895965048594,1.3464393586446345e-65,1.172679885207867e-63,Up
ENSG00000184787.19,UBE2G2,4290.999,4316.999,3866,3128,2953.999,2784.001,3589.975435890206,0.6541610275822288,0.03861970199977103,1.4130615235287147e-65,1.2217862390394654e-63,Up
ENSG00000128050.9,PAICS,8465.937,8176.922,7819.835,7132.95,6428.962,6083.964,7392.978542442785,0.48293652984816005,0.028493288385554344,2.2823401708500777e-65,1.9592002099700092e-63,Up
ENSG00000261371.6,PECAM1,3536,3337,3242.001,6371.001,5655,5134,4468.714039914445,-0.5852596672653617,0.034610788018273934,2.996290565364336e-65,2.5536956447090897e-63,Down
ENSG00000145912.10,NHP2,4554.994,4245.958,4283.954,3494.985,3077.994,2806,3775.719950250116,0.6460339764077925,0.0382617558326061,3.6555751961328605e-65,3.0934981021459073e-63,Up
ENSG00000060138.13,YBX3,7741.998,7782.998,7493.997,6337,5975.998,5416.974,6841.2618612322285,0.5428589017989639,0.03213792685042927,4.729780641854276e-65,3.9743480717327623e-63,Up
ENSG00000105281.12,SLC1A5,3689,3789,3622,2737,2615,2301,3158.2559960276185,0.69988364333726,0.041691633067816224,1.4487847208430265e-64,1.2088740761607687e-62,Up
ENSG00000136156.15,ITM2B,4851.001,4435,4267.001,8018,7288,6802,5852.690376661549,-0.5318664795019925,0.03168200564265454,2.850022822613041e-64,2.361560577737417e-62,Down
ENSG00000197747.9,S100A10,1211,1208,1152,2646,2355,2140,1747.5159113086092,-0.8165141541026151,0.04896780411789894,3.744830618230266e-64,3.0816082025326576e-62,Down
ENSG00000112972.15,HMGCS1,3546.999,3278,3098,2577.999,2219.001,2069,2822.5670440311915,0.6942975147556125,0.04156932229610238,6.236041229264033e-64,5.09646876353277e-62,Up
ENSG00000124571.18,XPO5,3897.999,3801,3531,2988.264,2664.999,2521,3260.375482986026,0.6221080968783634,0.03720405897520209,6.288017820349794e-64,5.103988342341071e-62,Up
ENSG00000102030.16,NAA10,3321.999,3058.828,3187.001,2333.999,2167.001,1919.999,2693.8530902799084,0.7381314082784746,0.04431707608475622,1.0240129332092677e-63,8.255758323684448e-62,Up
ENSG00000026297.17,RNASET2,5410.999,5420.494,5119.088,4403.612,4048.084,3692.68,4716.255638326473,0.5591454235271792,0.03349745393433192,1.2837733348137617e-63,1.0280525792615977e-61,Up
