gene_id,gene_name,16_1,16_2,16_3,A_1,A_2,A_3,baseMean,log2FoldChange,lfcSE,pvalue,padj,sig (padj<=0.05 & |log2FC|>=0.263)
ENSG00000126005.17,MMP24OS,493.998,510.97,478.957,865.999,695.95,651.001,607.4180669963298,-0.37403802927655144,0.08012099229067507,6.874196803409731e-7,2.6883945020742354e-6,Down
ENSG00000120899.18,PTK2B,3769.999,3803.999,3500.999,3898,3639,3428,3673.1042383541626,0.17973506501496378,0.03667823899136289,6.877174758573383e-7,2.688677890540551e-6,NS
ENSG00000166171.13,DPCD,648,617,581,544.999,537,500,573.8487813683869,0.3643838241965399,0.07782886402335992,6.882077578306092e-7,2.6897133856648637e-6,Up
ENSG00000156804.7,FBXO32,89,88,96,199.999,173,164.999,132.49985784687334,-0.6854258226716696,0.16180136334326115,6.920281027071054e-7,2.7037587824168898e-6,Down
ENSG00000258461.5,ENSG00000258461,265.254,333.076,210.35,216.317,167.877,168.281,228.378409203844,0.6240587598873876,0.14402684088920673,6.974647524473125e-7,2.72410783181713e-6,Up
ENSG00000196678.14,ERI2,678.336,666.977,592.362,968.203,906.637,891.908,775.8776188557343,-0.32712106809489316,0.06913951003968033,6.989275411497277e-7,2.7289278210073796e-6,Down
ENSG00000136492.10,BRIP1,566,506,538.001,865,740.001,759.999,655.0242173687586,-0.3594082736729527,0.07671493445543075,7.015407791499876e-7,2.738235059475843e-6,Down
ENSG00000150995.21,ITPR1,1223.001,1213.002,1102.001,1758.002,1588.001,1431.001,1371.355565311079,-0.25196603051257244,0.052211126503981124,7.072282426744172e-7,2.759531521122023e-6,NS
ENSG00000141540.11,TTYH2,234.999,229,230,151,177,159,199.2777978843756,0.5925798102662873,0.13546977260739831,7.082481712895959e-7,2.762607773725877e-6,Up
ENSG00000203879.12,GDI1,1434,1317.001,1186.999,1892.998,1764.999,1640,1523.9905904806867,-0.24990628518230545,0.05176673453577894,7.097402183430159e-7,2.7675229690421127e-06,NS
ENSG00000165752.17,STK32C,813.999,846,793.001,820,725,622,771.4285743798193,0.3317943803441205,0.07030394452331283,7.175506530654388e-7,2.7970644862387506e-6,Up
ENSG00000075945.13,KIFAP3,235,212,215,381.001,376,329,287.01771195122154,-0.4907531484953276,0.10904702563579274,7.253944319087612e-7,2.8267166432185954e-6,Down
ENSG00000147687.19,TATDN1,1341.001,1246,1226.999,1310.995,1182,1058,1228.2042559457996,0.26307379779621987,0.05476594828952996,7.408316864438271e-7,2.8859300302473866e-6,Up
ENSG00000197757.8,HOXC6,124.466,120,129.882,232.229,221.806,238.135,175.11870005931033,-0.6243437356173613,0.14469104463674398,7.533368539018015e-7,2.93368646891524e-6,Down
ENSG00000129810.15,SGO1,332.999,340,288,527,522.001,446,403.5660986008059,-0.4290296897589934,0.0938520689420026,7.594207615393188e-7,2.956413874938712e-6,Down
ENSG00000181826.10,RELL1,90,96,98,210,173,172,137.08022374597854,-0.6757844528659166,0.15976583614452725,7.634229272272346e-7,2.971024907917601e-6,Down
ENSG00000178814.17,OPLAH,1069,1105,972,1012,979,868,1002.7817527076928,0.29242012001689666,0.061430497444239146,7.650063172583234e-7,2.976216295248228e-6,Up
ENSG00000123349.15,PFDN5,4851.979,4575.822,4556.566,5146.627,4560.166,4295.982,4660.212304987668,0.16616735144391917,0.033993895277092866,7.683219703591402e-7,2.988141378854387e-6,NS
ENSG00000172428.11,COPS9,878.001,845,861.001,842.999,753,715,818.2626527488334,0.31406698493956436,0.06640921745806455,7.716604094461981e-7,3.00014728104009e-6,Up
ENSG00000115839.19,RAB3GAP1,1701,1637.999,1561,2293.999,2146.999,2008.999,1875.6764319026138,-0.22013067520055452,0.045461793394987564,7.729975021891409e-7,3.0043668391273057e-6,NS
ENSG00000116514.17,RNF19B,747.999,764.001,724.001,1157,1058.999,930.999,887.0179288733702,-0.3039903377104072,0.06410538474702894,7.75324456537544e-7,3.0124296370582792e-6,Down
ENSG00000164463.12,CREBRF,155,162,151,304,264,248,210.31300319928556,-0.5567377637623708,0.12655616946731876,7.854302181912608e-7,3.050700964667358e-6,Down
ENSG00000131943.20,C19orf12,669.001,643.001,683.001,633,542.999,539,621.1513889792391,0.36365856779243627,0.0781476792954195,7.939249868044545e-7,3.082692138805972e-6,Up
ENSG00000134864.11,GGACT,344.36,342.787,339.957,564.217,530.488,480.381,427.98595000619724,-0.40972781943203807,0.08931566533937832,7.979556145406431e-7,3.097334545445333e-6,Down
ENSG00000101290.14,CDS2,623,639,636.001,960,927,836.001,762.270109595117,-0.3292240617071896,0.07003423181651945,7.996972817827974e-7,3.1030855174739313e-6,Down
ENSG00000119041.11,GTF3C3,1279,1188.999,1214,1786,1621.001,1563.001,1429.1252952360342,-0.2525056660271949,0.052599190722326584,8.001843031196475e-7,3.1039658988373323e-6,NS
ENSG00000165934.13,CPSF2,2973,2799.999,2790.001,4020,3616,3342,3229.809239024864,-0.18300475742587277,0.03759781858701756,8.021533273748124e-7,3.1105926234112e-6,NS
ENSG00000132646.11,PCNA,8364,7822,7733,8896,7590,7524,7980.058223689427,0.162210057683784,0.03322648811784089,8.034438170948381e-7,3.114584673676286e-6,NS
ENSG00000138378.19,STAT4,37,30.001,30,81.999,113.999,72,59.13246419382935,-1.028732607393727,0.28828632648561003,8.04324558053559e-7,3.1169862379652698e-6,Down
ENSG00000114503.11,NCBP2,2645,2494,2368,2743,2394.001,2175,2466.8081495741317,0.20400270120478184,0.04208152505159152,8.106437858447168e-7,3.140455082045182e-6,NS
ENSG00000241360.2,PDXP,850.331,826.212,762.044,742.083,741.715,677.275,769.073816122664,0.32232931925359454,0.06851927686070826,8.248896845418084e-7,3.194606853603654e-6,Up
ENSG00000141759.15,TXNL4A,1831.001,1577,1768,1804.999,1527.001,1436,1659.3517770217677,0.27842958415737235,0.05845986866568626,8.259682969399698e-7,3.1977461775106165e-6,Up
ENSG00000007255.10,TRAPPC6A,379.999,380.999,388,341,295,282.001,346.6853851386415,0.4515082595654236,0.0999525323081696,8.508821145803767e-7,3.2931318167930766e-6,Up
ENSG00000178585.15,CTNNBIP1,410.001,342,395,653.999,565.999,541,478.1985039722511,-0.41087401022959846,0.08991991147783727,8.632983550115502e-7,3.34010245525221e-6,Down
ENSG00000125885.13,MCM8,989.999,937.001,892,1419,1308,1144,1102.7054931971647,-0.2733769090670226,0.05744311999833578,8.679145416364688e-7,3.3568740067443585e-6,Down
ENSG00000197766.9,CFD,15235.001,14497.999,14462,16634,15129,13364,14858.382319841025,0.1407627976750007,0.028857005599706723,8.73473513633132e-7,3.377279962628169e-6,NS
ENSG00000132824.14,SERINC3,3461.999,3354.999,3290,4579,4279,4006,3800.7833219976833,-0.1744548751985558,0.035934686287043514,8.831414591439119e-7,3.413554872207696e-6,NS
ENSG00000050344.9,NFE2L3,275,222,254,186,182,174,217.64092190932456,0.562561085860727,0.12886872914323427,8.837534065435271e-7,3.4148140048178e-6,Up
ENSG00000165731.21,RET,5961,5734,5541,7763,7147.999,6534,6399.688447941313,-0.14249416706430068,0.029235609031517992,8.870507751889984e-7,3.426445402899038e-6,NS
ENSG00000145740.20,SLC30A5,1915,1775.999,1696,1916.001,1704,1528,1754.690943897855,0.2288529546103864,0.047626797065609086,8.900162954098866e-7,3.4367878436345525e-6,NS
ENSG00000116991.12,SIPA1L2,226,198,230.001,394.001,364.001,325,285.1226661671093,-0.49836236801466915,0.11212889858372632,8.989109251515578e-7,3.4700113746064017e-6,Down
ENSG00000147535.17,PLPP5,408.999,404,345.998,666.001,549,545,479.5668206852714,-0.3989111080326365,0.08716754059635572,9.041321377340396e-7,3.4890377320318756e-6,Down
ENSG00000085382.12,HACE1,263.999,237,248.999,423.001,398,382.001,321.17003325466857,-0.46449567474928266,0.10358711563329574,9.171309337176211e-7,3.537166301552303e-6,Down
ENSG00000183023.19,SLC8A1,98.999,81,111,231.999,204.999,152,143.16921121921507,-0.7043831914830752,0.17034109827662935,9.171968267685908e-7,3.537166301552303e-6,Down
ENSG00000166046.11,TCP11L2,28,19,24,87,76.999,53.001,46.220903854836884,-1.121723332002773,0.32634369628717197,9.241965625301331e-7,3.5630091709562354e-6,Down
ENSG00000109686.20,SH3D19,89,110,108,56,52,58,80.51329665679073,0.8548230669662299,0.2235109493092343,9.266347688461857e-7,3.5712551879433742e-6,Up
ENSG00000123297.20,TSFM,1943.79,1829.957,1818.706,1975.522,1726.24,1654.658,1825.6625853440835,0.2255012128742196,0.04698164824134391,9.29941763225507e-7,3.5828431123044075e-6,NS
ENSG00000126461.15,SCAF1,2216,2360.001,2087,2281.001,2183,1901,2172.2056721801227,0.22891094906593987,0.04773582273807237,9.34082344163946e-7,3.597634128652099e-6,NS
ENSG00000145041.17,DCAF1,1768,1787,1662,1803,1672,1508.999,1700.9436526805634,0.22876036260556112,0.04770828503692158,9.366187014938858e-7,3.6062388984269264e-6,NS
ENSG00000093144.19,ECHDC1,3896.001,3661.001,3445.997,4067.999,3548.001,3316.001,3650.114951525502,0.1763658543868419,0.03643508935887635,9.419753479978468e-7,3.6256935007452607e-6,NS
ENSG00000064607.17,SUGP2,4348.998,4390.999,3736,4189.999,3953,3899.999,4089.550376442231,0.21040488113802716,0.04373263914248062,9.457776619306247e-7,3.6391548088217395e-6,NS
ENSG00000167895.16,TMC8,720,729.001,668.002,662.999,615,581,664.9070210786386,0.33508063186930637,0.07197611825981809,9.582842267489099e-7,3.6860887793578314e-6,Up
ENSG00000152620.13,NADK2,1062.001,1029.999,930,1519.685,1392,1219,1178.8150217426771,-0.26768837176218396,0.056404616270701695,9.59309727646638e-7,3.6888442379244873e-6,Down
ENSG00000138768.15,USO1,3477.999,3172,3060.999,4527.001,4121,3732,3649.748781479903,-0.1760526304640016,0.03639789584938779,9.605560109458445e-7,3.692446624550843e-6,NS
ENSG00000145901.16,TNIP1,2067.001,2044.999,2026.001,3006,2768.999,2347.001,2353.349172925166,-0.22291784033443227,0.046495238800943126,9.675797689120045e-7,3.7182485676837482e-06,NS
ENSG00000113141.19,IK,4171.995,4210.961,4005.994,4530.986,4106.99,3719.996,4120.781604029659,0.17193216321403013,0.03554060824258399,9.715141431293228e-7,3.73216572949745e-6,NS
ENSG00000140750.17,ARHGAP17,1457,1430,1389,1484.999,1360,1161.998,1380.973676410925,0.25569691701284536,0.05374634096967263,9.72777008575347e-7,3.735814376028658e-6,NS
ENSG00000147231.14,RADX,206,174.999,170.999,353.999,294,287,243.4981262294669,-0.5248287761004055,0.11949366455472128,9.783199545960505e-7,3.7558924383011823e-6,Down
ENSG00000131899.13,LLGL1,533,490,451.771,795,677,696.999,599.9394930555433,-0.361348859741299,0.0783325173060581,9.806333027705987e-7,3.763562743216077e-6,Down
ENSG00000162623.16,TYW3,1502,1281,1418,1424,1247.999,1181,1344.605379052402,0.28220717611707224,0.05975504387481482,9.82250996764279e-7,3.768559129707838e-6,Up
ENSG00000181090.21,EHMT1,1781,1730,1702.999,1807,1694.997,1462,1696.9033674561651,0.23432963614575655,0.04902874688054502,9.82771401901553e-7,3.7693437375407677e-06,NS
ENSG00000143641.10,GALNT2,3112,2993.999,2871,4135,3907,3430,3379.757350891599,-0.17893134220292595,0.03704809959870476,9.851099834002106e-7,3.77588574427604e-6,NS
ENSG00000214413.9,BBIP1,213,192,209,344.001,348.001,331.999,269.45312132892656,-0.5096764117155933,0.11556875478119599,9.849028238617898e-7,3.77588574427604e-6,Down
ENSG00000181467.5,RAP2B,1951,1962,1908.666,2750.381,2643.393,2277.78,2228.9996687094413,-0.21903907006854914,0.04569588127574677,9.913740504998433e-7,3.7986753919602215e-6,NS
ENSG00000106588.12,PSMA2,3534.601,3384.816,3251.269,3755.583,3254.59,3072.046,3371.829932284897,0.17985837223184087,0.037264385452454266,9.972784392713714e-7,3.820072660477048e-6,NS
ENSG00000062485.19,CS,9605.481,9406.656,8862.576,10360.78,9587.378,8730.421,9408.70177291051,0.127974015183954,0.02634826415280612,1.0002876956132475e-6,3.83036995637268e-6,NS
ENSG00000198771.11,RCSD1,8650.999,8193.001,8383,9335.999,8416.999,7729,8442.740841494622,0.1550073573615645,0.032009908164453586,1.0031043951730136e-6,3.839923530062367e-6,NS
ENSG00000126368.6,NR1D1,191,217,183,132,122,143,166.90307763386872,0.6349338584954957,0.15000886732040583,1.0046087546773503e-6,3.8444488969885005e-6,Up
ENSG00000160584.17,SIK3,910.999,914.001,876.001,1383.999,1229.001,1112.998,1059.5936447761371,-0.2782071754303483,0.05890217483001682,1.0049858517511168e-6,3.844658923723734e-6,Down
ENSG00000155275.19,TRMT44,447.001,491,419.999,396.999,389.999,318.999,412.58166832379953,0.42768243627007463,0.0947588280434908,1.0080923357550329e-6,3.855306971227261e-6,Up
ENSG00000169330.9,MINAR1,194,199,140,122,117,109,148.244243988644,0.6641917791887167,0.15878038529380614,1.0125347878601363e-6,3.871055779797227e-6,Up
ENSG00000153406.14,NMRAL1,1067.999,1054,979,1025.002,938.002,881.999,992.7657787472108,0.2802132220035276,0.05938055159579796,1.0133899765962567e-6,3.873084305171857e-6,Up
ENSG00000091490.11,SEL1L3,2210.999,2027,1946,2182,1988,1805,2025.4015507441122,0.21326174458559738,0.044482346362931365,1.0149437912700554e-6,3.877780761266187e-6,NS
ENSG00000147257.16,GPC3,105,87,119,226,210,171,149.8850527835355,-0.6697626112965924,0.16054036607722139,1.0195399086016808e-6,3.894094170753923e-6,Down
ENSG00000005189.20,REXO5,496,495.002,455.001,797.999,684,639,586.7597918067756,-0.3553380606907227,0.07702401512535005,1.0206523480581577e-6,3.89709562144958e-6,Down
ENSG00000189298.14,ZKSCAN3,319.362,273.727,297.98,520.968,437.889,443.875,377.03858205616666,-0.44129186049343705,0.09824847503386322,1.0235038477093383e-6,3.906733176861108e-6,Down
ENSG00000005812.11,FBXL3,1358.999,1276,1206,1875,1723.001,1538,1481.033712937753,-0.2394014381324003,0.050235853033116395,1.0244719464368324e-6,3.909177890912787e-6,NS
ENSG00000089094.20,KDM2B,3134.999,3014.999,2917.999,3248.001,3024,2695.001,3003.6845710349367,0.1828579308511022,0.038017093889319155,1.0714332001032522e-6,4.087065519063941e-6,NS
ENSG00000132600.18,PRMT7,2806.002,2662.998,2524,2804.999,2556.001,2470.001,2637.380914376352,0.19340426690151968,0.04030140422135643,1.084108967952418e-6,4.132775784539377e-6,NS
ENSG00000158473.8,CD1D,542.999,581,503,490.916,466,417.001,502.21578198319446,0.3830916670883774,0.08399665117788213,1.0839063501146316e-6,4.132775784539377e-6,Up
ENSG00000144355.15,DLX1,1405.001,1399.001,1219,1263,1301,1135,1289.3497165310864,0.27528059921188375,0.05845493305693767,1.0957956641357858e-6,4.175992930203832e-6,Up
ENSG00000075702.19,WDR62,742.999,812.999,722,1136.999,1106.999,972.998,906.2526037397697,-0.309306776587665,0.06632120665036056,1.0970459108654228e-6,4.179422671917697e-6,Down
ENSG00000163634.12,THOC7,1729,1600.999,1478,1607,1571.001,1353.999,1556.9843753898376,0.24471699098630098,0.05156977676514905,1.0992941298988995e-6,4.18665099200564e-6,NS
ENSG00000188483.8,IER5L,420,448,409,732,682,531,528.8874595936745,-0.39798916106971516,0.08778381869570268,1.1139813444444284e-6,4.241233376487211e-6,Down
ENSG00000198911.13,SREBF2,6180.001,5768,5705.999,6534,5994.001,5264,5897.543980889527,0.1578850480457638,0.03276716141340157,1.1217121491746827e-6,4.269304422313338e-6,NS
ENSG00000165487.14,MICU2,1719.001,1575,1598.001,2378,2120.002,1964,1874.6831384855996,-0.2227578396185668,0.04675973880822835,1.1268033124534188e-6,4.287314133990495e-6,NS
ENSG00000131153.9,GINS2,468,461,454,410,386,353,424.2109912796034,0.4030094265097574,0.08908822154439452,1.1293847324439342e-6,4.295766218527582e-6,Up
ENSG00000134283.18,PPHLN1,2138,1983.628,1977.425,2107.998,1923.999,1845.001,1997.3686254087934,0.21612494656815878,0.04531862000947401,1.1350240272244438e-6,4.315840246284915e-6,NS
ENSG00000115275.15,MOGS,1791,1833.001,1606,1774,1586.999,1578.999,1696.9107176177301,0.24137083323364586,0.05091498871039048,1.1459856929600734e-6,4.356132936731314e-6,NS
ENSG00000140853.17,NLRC5,1147,1134.001,1006,1100.001,981,940.998,1052.801093687945,0.27696990500090196,0.05897756727295759,1.1559485256333782e-6,4.3926043974068365e-6,Up
ENSG00000151914.22,DST,1307,1310,1241.001,1735,1892,1710.001,1520.517518571111,-0.2872915037023927,0.06135369439339211,1.1572715284129141e-6,4.396231734168383e-6,Down
ENSG00000145907.16,G3BP1,6012.001,5548,5327.996,6213.996,5661.997,5221.997,5654.937638123113,0.14968269521973457,0.031079882132661097,1.1633627929192733e-6,4.4179646228875775e-6,NS
ENSG00000055070.17,SZRD1,4816,4685,4891,5158,4761.999,4231.999,4757.648877789249,0.19248267509101802,0.0402460114205382,1.1801755963286703e-6,4.480386641868818e-6,NS
ENSG00000108883.13,EFTUD2,4395.016,4141,4039.001,4537.001,4197.016,3888,4195.966142336394,0.1615403674664232,0.03362255467340125,1.1880962482486553e-6,4.509021766572187e-6,NS
ENSG00000137216.19,TMEM63B,440.001,466,465.001,689,708,658,565.3864115302694,-0.3839373805888942,0.08457514584158209,1.1917120281887407e-6,4.521306174991432e-6,Down
ENSG00000080824.19,HSP90AA1,37733.777,36175.717,35231.742,41927.355,37541.781,34266.893,37054.540038134,0.1114932285251182,0.02309971524064932,1.1985007773967293e-6,4.545617061633113e-6,NS
ENSG00000150347.17,ARID5B,45,30,33,91,103,83,62.482097780566946,-0.9440614784646785,0.2633224175086885,1.2145204437798407e-6,4.604911959066113e-6,Down
ENSG00000162777.17,DENND2D,199.999,182.999,199,377,304.001,298,255.8477683102156,-0.5137000879823801,0.11786362556818539,1.217238162926287e-6,4.613750241434707e-6,Down
ENSG00000170037.14,CNTROB,1427.001,1446,1320.998,2022,1835.998,1713,1612.5304463268455,-0.23089164376978077,0.04872671599964752,1.225070055382304e-6,4.641961226046888e-6,NS
ENSG00000144736.14,SHQ1,864.001,799.001,780,787.001,754,641,772.2603548870012,0.31472160828483636,0.06793677885540307,1.2300321769798197e-6,4.659283789118479e-6,Up
ENSG00000132510.11,KDM6B,858,845,737,1203,1199,1012,964.7149432606045,-0.2985567823471441,0.06415483370147831,1.2372388193099638e-6,4.683608373098505e-6,Down
ENSG00000140941.14,MAP1LC3B,880.884,744.818,732.96,1164.999,1103.942,1041.945,934.988218594846,-0.3041514338224356,0.06546458807230306,1.2372060326949726e-6,4.683608373098505e-6,Down
ENSG00000130429.16,ARPC1B,8040.689,7809.98,7494.896,8663.044,8050.829,7136,7852.073133999045,0.13859034680820778,0.028816470556862997,1.2392043054371814e-6,4.6895609808044554e-6,NS
ENSG00000115365.13,LANCL1,1305,1182,1154.999,1759.999,1614.001,1511,1407.6190426808962,-0.24437318831199645,0.051761612023521836,1.24073316090617e-6,4.693857982223343e-6,NS
ENSG00000102893.18,PHKB,1378,1162.001,1132.998,1871,1647.002,1495,1430.8094241725314,-0.2659440386666587,0.05664039027791352,1.2422494800625545e-6,4.698104848211221e-6,Down
ENSG00000049089.15,COL9A2,362.001,350,293,568.001,489,490,419.3687560393541,-0.4158772141899002,0.09274405827010747,1.2490162863903302e-6,4.7221997240841e-6,Down
ENSG00000135968.22,GCC2,769.46,734.245,687.374,1110.186,1013.35,932.352,864.591466779004,-0.294003410150398,0.06314793805540808,1.261813482791352e-6,4.769071421180366e-6,Down
ENSG00000197386.14,HTT,1853,1849,1670.001,2515.001,2373,2141,2048.5483514621474,-0.2115188851031993,0.04452359806978566,1.2700747094258812e-6,4.798774994575558e-6,NS
ENSG00000073803.14,MAP3K13,366.001,357,322.999,571,530,485,432.8678170343836,-0.3967310401150447,0.08804013174916016,1.2789807820002724e-6,4.8308954386917536e-6,Down
ENSG00000080189.15,SLC35C2,1233.999,1288.001,1139.999,1192,1172,1011.999,1174.8139165575067,0.2739685657102016,0.05856924599457194,1.2888096161268214e-6,4.8664798543117825e-6,Up
ENSG00000161955.17,TNFSF13,1597.001,1589,1549,1644,1517.001,1327,1537.9817174688144,0.24018240547517605,0.05091054587372331,1.2909902424168897e-6,4.873171645845722e-6,NS
ENSG00000136878.14,USP20,2042.999,2147,1919,2053,1993,1792,1993.0880237481947,0.22699514378843294,0.047989506702201236,1.3027429645766342e-6,4.915980092766729e-6,NS
ENSG00000152464.15,RPP38,424.999,385,421,375.999,335.999,279.999,372.2571045866604,0.44172887453105697,0.09950860124222018,1.3034971558734215e-6,4.916992399641731e-6,Up
ENSG00000240344.10,PPIL3,553,467.999,512.999,823.002,722,707,623.5880455310886,-0.35719780976305837,0.07834301399691644,1.303835396619715e-6,4.916992399641731e-6,Down
ENSG00000155729.13,KCTD18,442,489.001,395,768,632,598,545.9591799320339,-0.38696558665760655,0.08568754804244412,1.3050274599602738e-6,4.919869413515528e-6,Down
ENSG00000162643.13,DNAI3,76,45,46,136,141,107.001,89.3230948110241,-0.8337361747994408,0.22057309510545126,1.305422943612987e-6,4.919869413515528e-6,Down
ENSG00000005020.13,SKAP2,1150,981,1001.999,1547,1422,1315,1223.4177341688644,-0.2691172107598541,0.05749609795481762,1.3089959944476452e-6,4.931777772576351e-6,Down
ENSG00000100522.10,GNPNAT1,866,832.999,783,788,727,709,786.627352888917,0.3086123510516566,0.06669712909254981,1.3160206942099887e-6,4.956678953066157e-6,Up
ENSG00000008128.23,CDK11A,1662.431,1670.038,1482.212,1554.649,1575.549,1385.612,1557.2897385413141,0.24960184874808788,0.05309924354322173,1.3317463351114555e-6,5.0143254245976295e-6,NS
ENSG00000099795.7,NDUFB7,2730,2679,2647,2861,2618,2423,2659.9710623889573,0.1938068315851636,0.04074603527205095,1.3362036393616909e-6,5.029521080398642e-6,NS
ENSG00000112343.11,TRIM38,1140,1065,968,1528,1450,1325,1233.5522510127632,-0.2593797659072173,0.055325712194290555,1.3371914517874466e-6,5.031651971847307e-6,NS
ENSG00000108424.11,KPNB1,11195,10865.001,10350,12317.999,11064.999,10006,10941.268166560003,0.12731478696918952,0.026529995395685804,1.339938509234231e-6,5.0403992093892955e-6,NS
ENSG00000258366.12,RTEL1,526.012,519.729,446.982,799.808,717.747,657.707,603.614472380445,-0.34847313271747854,0.07632729791751106,1.345325721103964e-6,5.059069178762212e-6,Down
ENSG00000039123.16,MTREX,3784,3553.001,3415,3995.999,3533,3056,3549.372521570905,0.1907431938013894,0.04009481985514954,1.3477784786838378e-6,5.06669590663376e-6,NS
ENSG00000105732.13,ZNF574,697,773,675,632,623,597,669.5718447444158,0.3539265609375087,0.07769467594880063,1.3596218396435187e-6,5.109608752953217e-6,Up
ENSG00000023516.9,AKAP11,1628,1510,1308,2092,1994,1884,1719.4414507508136,-0.2485511773391477,0.052913912250020456,1.3620720122276055e-6,5.117205053494896e-6,NS
ENSG00000055118.17,KCNH2,143,144,128.999,264,241,228,188.24877044856942,-0.5665505040183183,0.1329172281403947,1.363572875781016e-6,5.121231209889544e-6,Down
ENSG00000169372.13,CRADD,295,269.999,210.999,460,387,415,334.3860537312223,-0.4815951442245913,0.11011385894196857,1.3762679968109218e-6,5.167284373174299e-6,Down
ENSG00000143294.15,PRCC,2188.999,2199,2177,2264,2131,1940.001,2152.0899602263726,0.21558288217820487,0.045624918455615705,1.4129921584397092e-6,5.3034987211395445e-6,NS
ENSG00000125818.18,PSMF1,2390,2406.999,2310.999,2464,2279,2166,2338.082902999052,0.20489763848939976,0.04327154369172769,1.4138335986850455e-6,5.30498820739307e-6,NS
ENSG00000172409.7,CLP1,832,794,822,802,729,656,774.5545723132891,0.31537930710031437,0.06853094829669294,1.4183369742912412e-6,5.320212756127975e-6,Up
ENSG00000185730.8,ZNF696,933.001,1001.001,860,951.402,783.999,763,883.3875866341078,0.31407297635486114,0.06823942699824166,1.4273713471930808e-6,5.3524182635788315e-6,Up
ENSG00000277639.3,CHD9NB,35,38,32,93,93,80,60.21503476111468,-0.9253553281977479,0.25894224267716853,1.4348796367480307e-6,5.378882760187717e-6,Down
ENSG00000196628.20,TCF4,136.999,149.001,122,285,242,206,186.2435200772011,-0.5834091950892992,0.13803649114297964,1.4385906910655897e-6,5.391100542020922e-6,Down
ENSG00000181274.7,FRAT2,1558.953,1407.091,1468.566,1526.928,1403.085,1234.527,1434.2677805836095,0.2517670147180116,0.053842006350222654,1.4831648530219273e-6,5.5563965545549885e-6,NS
ENSG00000100030.15,MAPK1,2854,2557,2494,3714,3374,3078,2984.9156987179954,-0.18792989615645803,0.03965693449698011,1.4929825750630514e-6,5.5914212447119675e-6,NS
ENSG00000185499.17,MUC1,356.999,382,337.001,583,509,575.001,452.12392717232785,-0.42457170342008355,0.09582843344607105,1.5143412636355512e-6,5.669632870316723e-6,Down
ENSG00000012822.16,CALCOCO1,779.999,861.002,721.001,1141.001,1136.001,1069,942.2731557031614,-0.31560988522759725,0.06880604342071941,1.5218177884897402e-6,5.6958374693411485e-6,Down
ENSG00000133641.18,RLIG1,922,844.999,809,871.001,747,702,816.9195070842861,0.3040797442055082,0.06609572100210102,1.5402836296528347e-6,5.763143389469308e-6,Up
ENSG00000255730.5,ENSG00000255730,63.994,62.958,67.144,29.423,29.358,29.927,48.149148726455586,1.0187377395858987,0.2989111935403193,1.5500166188820013e-6,5.797742412695937e-6,Up
ENSG00000084676.16,NCOA1,274.999,221,239,444,385.999,355,314.89038179329714,-0.466465705549439,0.10680100566085247,1.5512319936726068e-6,5.800470118615338e-6,Down
ENSG00000169180.12,XPO6,3035.001,2916.002,2828.001,3182,2852,2659.001,2910.004742778119,0.18080762341228027,0.03818571806983475,1.5656222509936445e-6,5.85244508109529e-6,NS
ENSG00000148335.15,NTMT1,844.999,828,892,810,735.999,722,809.2185295120458,0.32711333902239575,0.07171028706008203,1.587887778660419e-6,5.933816778883846e-6,Up
ENSG00000224877.4,NDUFAF8,1257,1228,1202,1302.001,1106,1020,1186.4819174635275,0.265519789773728,0.057202393455173244,1.6150516507379139e-6,6.03343653619436e-6,Up
ENSG00000159082.18,SYNJ1,253,266,237.999,449.001,387.999,367,321.9768008838297,-0.45057668430837267,0.10286971367587071,1.6176811479354404e-6,6.041368218205219e-6,Down
ENSG00000079950.14,STX7,1132,988,966,1530,1400,1273,1201.85003813183,-0.2635592578854267,0.056784768122160524,1.637231512873216e-6,6.112467588111143e-6,Down
ENSG00000034152.20,MAP2K3,671.999,637.001,675.001,622.001,598.999,498,619.3521874138415,0.35339741302669686,0.0783161607017737,1.6714774801189362e-6,6.238370125986595e-6,Up
ENSG00000166016.6,ABTB2,98,102,80,193,195,154,134.08734196322135,-0.6609554564835229,0.16252220756854027,1.6822034936464738e-6,6.276439051341377e-6,Down
ENSG00000172175.16,MALT1,474,439.001,379,725.001,626.999,570.999,528.0214445093349,-0.3730849743072369,0.08324399941204465,1.6847659496725785e-6,6.2840347957152876e-6,Down
ENSG00000185504.17,FAAP100,1205,1156,1104.001,1086,1115.999,983.999,1111.1986283620768,0.2755108151475567,0.059637658577444214,1.6891951523180298e-6,6.298586424205854e-6,Up
ENSG00000167702.13,KIFC2,747,762,559,591.002,571,559,633.9912396358607,0.39409875776455106,0.08861228924812635,1.713762916850147e-6,6.3881971645910515e-6,Up
ENSG00000137547.9,MRPL15,1690,1635,1523,1695,1510,1430,1580.7681132765326,0.22673064911827673,0.048523694067600806,1.7278423846191214e-6,6.438668124071004e-6,NS
ENSG00000138138.14,ATAD1,2663,2405.001,2315,2560,2376.001,2252.001,2428.338179102212,0.20112282875082435,0.04282878096416667,1.7423222646247045e-6,6.490599207462371e-6,NS
ENSG00000136868.11,SLC31A1,1130,1063,1045,1069,1017,907,1040.0919664393377,0.2704707427231906,0.05858549009824084,1.7683482638973314e-6,6.5854967181095375e-6,Up
