gene_id,gene_name,4h_1,4h_2,4h_3,Control_1,Control_2,Control_3,baseMean,log2FoldChange,lfcSE,pvalue,padj,sig (padj<=0.05 & |log2FC|>=0.263)
ENSG00000103245,CIAO3,40,31,47,14,12,10,294.7768145059692,2.060209580902217,0.3209123707706967,1.1539236124012676e-13,1.1613087235206357e-9,Up
ENSG00000168071,CCDC88B,76,90,61,20,47,25,584.4864944454368,1.738519080408425,0.2756803001966252,1.5285118346441286e-12,7.691471551929255e-9,Up
ENSG00000157240,FZD1,97,63,69,43,51,33,159.14949759134268,1.299262494241254,0.22641353215115856,3.406432177061944e-10,5.713722238325234e-7,Up
ENSG00000158717,RNF166,153,70,93,274,429,275,746.0273392628696,-0.9814236451274362,0.17458519124522054,3.006922058966881e-10,5.713722238325234e-7,Down
ENSG00000180891,CUEDC1,488,333,293,197,247,279,380.06295815646143,1.1054628139043408,0.19334714158690153,3.198182483176006e-10,5.713722238325234e-7,Up
ENSG00000185453,ZSWIM9,151,121,111,76,96,86,312.7443168151095,1.075256067933224,0.1872131534247889,2.4887646562720783e-10,5.713722238325234e-7,Up
ENSG00000149806,FAU,973,665,909,926,958,841,7098.034362909086,0.4426911853924549,0.08065071218690494,3.255423770236235e-9,4.680369260522496e-6,Up
ENSG00000078808,SDF4,430,379,430,408,452,405,1810.9924300266764,0.5062375376082743,0.10300357090312544,2.6350441202105098e-8,3.314885503224821e-5,Up
ENSG00000116898,MRPS15,342,199,279,579,774,531,923.1432491176798,-0.5497280926285515,0.11757518554923892,4.674050507873213e-8,5.22662714569289e-5,Down
ENSG00000149809,TM7SF2,64,12,28,0,0,10,138.71351468626008,2.62943389010705,0.8499112232908049,1.0186076943186368e-7,1.025126783562276e-4,Up
ENSG00000197324,LRP10,214,129,95,76,127,99,711.7509589445547,0.9857069013020113,0.22946963827940434,1.5156241536661702e-7,1.386658316590576e-4,Up
ENSG00000163882,POLR2H,259,145,221,477,624,402,821.8304206267584,-0.5952562775118029,0.14407837213751434,3.135595447957254e-7,2.629719382353484e-4,Down
ENSG00000068078,FGFR3,156,175,105,76,116,98,387.4387885830934,1.0535457010543028,0.25922655494405816,3.9445917811257516e-7,2.835597977517826e-4,Up
ENSG00000112983,BRD8,879,630,636,673,812,766,1150.8709337960101,0.45347066149092047,0.10215331224995897,3.7168194745938474e-7,2.835597977517826e-4,Up
ENSG00000102878,HSF4,12,6,9,67,73,31,150.97302728292783,-1.608613750909596,0.45381280882930014,5.849998907893175e-7,3.9249592672691274e-4,Down
ENSG00000160703,NLRX1,245,249,198,100,202,183,467.18011336099994,0.9807982338944085,0.254597178661812,7.014792816614665e-7,4.197230208314958e-4,Up
ENSG00000181588,MEX3D,115,63,121,83,71,51,493.6116996592561,0.9607801660125614,0.25022016373137296,7.089915892423916e-7,4.197230208314958e-4,Up
ENSG00000106484,MEST,99,62,89,195,233,197,344.93789010756996,-0.6336725928154703,0.1682518503963863,9.72854652627526e-7,5.4393384578019e-4,Down
ENSG00000115364,MRPL19,105,46,64,55,70,36,771.6279962589548,0.8474556461734448,0.23119283274907793,1.0657867332630862e-6,5.645304043978789e-4,Up
ENSG00000131462,TUBG1,172,115,107,104,145,94,607.9270878490834,0.6693723721000938,0.1825359817299227,1.1890453843911038e-6,5.983276374256034e-4,Up
ENSG00000176845,METRNL,275,192,153,175,190,180,763.4531987315183,0.6471074648183572,0.1770736256659329,1.3461380366924266e-6,6.451206286320277e-4,Up
ENSG00000137414,FAM8A1,326,200,221,471,663,603,544.8548768347597,-0.54611271647982,0.14288521529160889,1.4290191920476178e-6,6.537113249439648e-4,Down
ENSG00000164010,ERMAP,297,243,252,255,242,227,312.79570946930943,0.6028057635910876,0.16721412068703656,1.9595735995954158e-6,8.574412481012289e-4,Up
ENSG00000070444,MNT,168,103,187,361,422,339,621.0842084790042,-0.5998526266945792,0.16766039346662287,2.169617548935777e-6,8.914806468248565e-4,Down
ENSG00000155329,ZCCHC10,591,421,486,517,564,537,554.744422462661,0.4101183423986958,0.10276520221830403,2.2145286338057843e-6,8.914806468248565e-4,Up
ENSG00000106245,BUD31,367,214,269,549,637,584,838.9740079618632,-0.420268474783808,0.11159628461591001,4.079007938319899e-6,0.0015788898419712102,Down
ENSG00000179476,C14orf28,20,46,25,6,9,11,47.639581029477846,1.5818141719914895,0.7218204073391914,4.665153277016599e-6,0.0017388926881442613,Up
ENSG00000177697,CD151,7,15,15,85,79,29,506.60044406780133,-1.2997240519212159,0.4674702438960802,5.365931265244056e-6,0.001928669009050578,Down
ENSG00000075618,FSCN1,593,512,434,528,618,415,2946.757264815745,0.48612167566809444,0.13952362126723503,5.929361197909151e-6,0.0019891030365252562,Up
ENSG00000092621,PHGDH,929,514,722,1310,1810,1291,1889.6391898188576,-0.39016309766753915,0.1063036363922541,5.793183798803094e-6,0.0019891030365252562,Down
ENSG00000152642,GPD1L,669,373,578,1038,1416,1053,740.5777319854553,-0.4528734848184341,0.12836389591334157,6.511070122480357e-6,0.0021137874100852355,Down
ENSG00000170684,ZNF296,42,19,7,92,136,93,144.30656305642995,-1.2290471530830736,0.47006755052123433,8.193694170742155e-6,0.0025769168166984075,Down
ENSG00000163399,ATP1A1,23,12,40,55,92,66,2635.166316126076,-0.733240784217731,0.2597700214684188,1.1367008028745749e-5,0.0034665929939787037,Down
ENSG00000018280,SLC11A1,49,17,32,12,11,10,28.365425308967016,1.30041454878011,0.66767613147771,1.4116720412222548e-5,0.003973640545129921,Up
ENSG00000095485,CWF19L1,1108,866,991,1120,1279,1122,1246.774890841124,0.2957114203277443,0.09153613043333664,1.4214135495297809e-5,0.003973640545129921,Up
ENSG00000155508,CNOT8,996,666,848,1509,1635,1571,1723.3556058030142,-0.29099142753040996,0.09000643691986811,1.3600455162831186e-5,0.003973640545129921,Down
ENSG00000139436,GIT2,452,372,391,412,440,471,1736.259388661079,0.38869039018034246,0.11868499967164474,1.5635587173329464e-5,0.004252879711145614,Up
ENSG00000005238,ATOSB,96,124,40,46,44,25,146.67005851207952,1.2067097125317634,0.5665463080221866,1.609218743978403e-5,0.004261888799841749,Up
ENSG00000168894,RNF181,141,117,123,301,325,251,511.9623687365954,-0.4908449494642784,0.16268374629514734,1.7515996203509676e-5,0.0045200252767210606,Down
ENSG00000142208,AKT1,288,244,253,244,356,235,1351.4798567633163,0.41973787209108027,0.13595027101105897,2.1635619462322684e-5,0.0053617294084995345,Up
ENSG00000188186,LAMTOR4,236,156,203,189,91,140,662.502423410988,0.7986714648951615,0.3222379078062646,2.1843293496470678e-5,0.0053617294084995345,Up
ENSG00000079999,KEAP1,330,193,271,495,642,451,1850.2551691299334,-0.3514805042502558,0.11363397801638322,2.4766187996673875e-5,0.005734051280722113,Down
ENSG00000151651,ADAM8,91,69,65,23,65,46,129.36341034577183,0.9737599475504055,0.43195976957780946,2.4798910544189505e-5,0.005734051280722113,Up
ENSG00000204257,HLA-DMA,70,94,67,333,276,215,180.74244624861186,-0.8952552669588306,0.3839349794290763,2.506938159298221e-5,0.005734051280722113,Down
ENSG00000261796,ISY1-RAB43,0,13,13,32,78,54,286.9163044412679,-1.1629243373632936,0.6651739145174799,2.595934995280876e-5,0.00580566439833483,Down
ENSG00000124216,SNAI1,141,137,116,110,121,97,216.30518984464712,0.6592689941552227,0.2667366487890185,2.8400271123320327e-5,0.006213485404023822,Up
ENSG00000146842,TMEM209,470,252,298,657,848,672,623.7185465171401,-0.42277973748222614,0.1438399368405712,2.9348011727285193e-5,0.006284221064327621,Down
ENSG00000140406,TLNRD1,153,147,134,316,471,282,676.8692095022449,-0.5244381315788521,0.199086948128664,3.2832634165367314e-5,0.00688390896333868,Down
ENSG00000160948,VPS28,418,247,244,308,338,292,1199.1497659915613,0.4149501494467186,0.14702343251739983,3.8665494672119744e-5,0.007941419150616594,Up
ENSG00000071889,FAM3A,148,111,138,94,103,139,302.6216387502704,0.605827932867658,0.25740733781546743,4.1804537566491804e-5,0.008365200162613471,Up
ENSG00000116685,KIAA2013,254,176,233,463,512,386,1098.5027832445605,-0.36789851999060674,0.1293719702284999,4.291048303225652e-5,0.008365200162613471,Down
ENSG00000120805,ARL1,1239,761,1085,1121,1421,1079,1402.7232644028986,0.2896093354433148,0.10340462779997159,4.3222417374393924e-5,0.008365200162613471,Up
ENSG00000140365,COMMD4,169,201,114,138,115,130,1113.828022475079,0.683596567467712,0.31540938844494043,4.9066098310714286e-5,0.009063349616633663,Up
ENSG00000164405,UQCRQ,293,151,205,192,264,224,1335.0791877500906,0.39741805042311423,0.14488049255883384,4.870877482141434e-5,0.009063349616633663,Up
ENSG00000174137,FAM53A,22,5,15,71,102,53,35.874318366092645,-1.0171448934083283,0.667950298888738,4.953142179201624e-5,0.009063349616633663,Down
ENSG00000169738,DCXR,120,105,73,202,271,246,676.6242049262944,-0.5045081226189218,0.20669785552718067,5.255796085785171e-5,0.009445416394168208,Down
ENSG00000101997,CCDC22,233,225,218,190,271,216,478.84356068989644,0.45959442855538674,0.18172910469851405,5.54848166333487e-5,0.00962757232065554,Up
ENSG00000188938,FAM120AOS,466,329,342,327,456,409,582.5634723427326,0.4038634002075456,0.15136175700339888,5.5214284037109395e-5,0.00962757232065554,Up
ENSG00000099785,MARCHF2,103,95,90,85,87,76,219.85501734653673,0.5861444306398063,0.26403673086095686,5.7643767914466346e-5,0.009683875137885632,Up
ENSG00000105643,ARRDC2,249,191,214,230,252,223,760.0237388492639,0.3768622102378336,0.14035216570612516,5.869598404322571e-5,0.009683875137885632,Up
ENSG00000165915,SLC39A13,93,122,84,65,88,72,212.97086896414092,0.7283560533814276,0.35962007268450674,5.8091608085554414e-5,0.009683875137885632,Up
ENSG00000167674,HDGFL2,284,165,238,393,568,431,1420.4080342313582,-0.3501318183670012,0.12987660372432105,6.073117467472509e-5,0.00985804099881344,Down
ENSG00000160767,ENTREP3,55,74,78,22,74,17,344.2200202322105,0.9226965796086493,0.5640824710527527,6.381851157996928e-5,0.010194753976838267,Up
ENSG00000164040,PGRMC2,674,520,616,1057,1429,1066,1149.928706366472,-0.3054640822199655,0.11507017743213598,6.577156564432485e-5,0.010342578697570083,Down
ENSG00000170892,TSEN34,46,16,44,17,23,27,214.63675557493752,0.8003695326058425,0.4369920754112832,6.910567393005526e-5,0.01069968465280117,Up
ENSG00000188636,RTL6,51,64,83,199,171,216,374.4132019449761,-0.6655373554364515,0.3383085712095925,7.411376661495686e-5,0.01130122647292312,Down
ENSG00000146232,NFKBIE,176,141,144,133,132,162,319.2893932215036,0.49902751078164365,0.22115157358866755,7.586643858696711e-5,0.01139581847670503,Up
ENSG00000106031,HOXA13,1004,641,858,1464,1915,1387,1197.2718141183173,-0.2787523398626439,0.10919595385940385,7.864715810266079e-5,0.01155655339723852,Down
ENSG00000177576,C18orf32,71,165,152,76,64,82,213.6856940413127,0.8619937112941355,0.5357257518894448,7.923312643178238e-5,0.01155655339723852,Up
ENSG00000167880,EVPL,16,18,27,0,18,12,357.80138846795865,0.8836432497773218,0.6110988275249557,8.46700394672792e-5,0.01217313253140997,Up
ENSG00000135720,DYNC1LI2,189,60,141,287,393,313,855.5260561135581,-0.5600219326134647,0.2730705217511253,8.61899905697494e-5,0.01221712767737969,Down
ENSG00000110492,MDK,59,64,74,33,57,39,91.60262876136615,0.776668834349384,0.45559889553963606,8.863336454110508e-5,0.012388974732523355,Up
ENSG00000169410,PTPN9,1514,1110,1410,2343,2960,2178,2121.8014770567647,-0.23784805011183233,0.09806697257532272,9.309662824609003e-5,0.012834581735186987,NS
ENSG00000105514,RAB3D,228,113,139,308,484,305,951.3670132257828,-0.44588831228530973,0.19779977024057102,9.840454322522267e-5,0.013383017878630284,Down
ENSG00000110881,ASIC1,61,70,83,211,253,185,122.49727625732777,-0.6458303813249893,0.35742384008051026,1.0346927432981494e-4,0.013709434525084321,Down
ENSG00000143294,PRCC,1114,738,929,1539,1980,1528,1649.9112505341948,-0.21634031873560047,0.09179197973928431,1.0352911604793406e-4,0.013709434525084321,NS
ENSG00000180104,EXOC3,2510,1816,2030,2219,2990,2641,3581.939668930255,0.22230957650684116,0.09426575047267437,1.0581400843083657e-4,0.013830028322700508,NS
ENSG00000145365,TIFA,207,143,154,464,346,396,536.890928811104,-0.4859460633818801,0.23326596602522875,1.0970730788184153e-4,0.014155055724651963,Down
ENSG00000107872,FBXL15,43,27,31,32,23,9,244.20323197283903,0.7445134887983705,0.4647338831338052,1.117997191787265e-4,0.014242435111578525,Up
ENSG00000189077,TMEM120A,55,51,48,47,18,25,199.3064779721415,0.7722358956051114,0.5112303367628505,1.1628479971284603e-4,0.01462862780387603,Up
