gene_id,gene_name,8h_1,8h_2,8h_3,Control_1,Control_2,Control_3,baseMean,log2FoldChange,lfcSE,pvalue,padj,sig (padj<=0.05 & |log2FC|>=0.263)
ENSG00000004864,SLC25A13,1073,1005,891,8388,10870,7689,4125.06913905351,-3.219543092927919,0.07897666026003972,0,0,Down
ENSG00000005108,THSD7A,1490,1344,1195,15574,16898,13667,7119.045846851956,-3.5638583434617397,0.08933005096932545,0,0,Down
ENSG00000008083,JARID2,4581,4288,3659,32002,42399,33699,17512.88898824612,-3.1525443171937773,0.0624089479256687,0,0,Down
ENSG00000030582,GRN,9189,8715,7801,368,577,380,4241.3032312632,4.231370042655161,0.09943987575661142,0,0,Up
ENSG00000033800,PIAS1,1896,1844,1601,9486,11566,9859,5185.237758634707,-2.5790869482862377,0.06523769291659114,0,0,Down
ENSG00000036549,ZZZ3,1500,1356,1226,8002,9187,7184,3986.8254208934063,-2.6244408350550863,0.06823039067839784,0,0,Down
ENSG00000038382,TRIO,873,824,714,7119,8144,6517,3384.93003348034,-3.221020293218842,0.07529208736415513,0,0,Down
ENSG00000048052,HDAC9,655,554,568,29768,33431,28052,13423.955322483824,-5.726479392458302,0.07205881605843066,0,0,Down
ENSG00000048740,CELF2,6145,5669,5200,21143,27001,20876,12182.614109806918,-2.064048632420318,0.04241804654726414,0,0,Down
ENSG00000049618,ARID1B,3421,2957,2656,23096,28724,23551,11902.931801790292,-3.1088899882062404,0.04994971948490528,0,0,Down
ENSG00000050767,COL23A1,361,319,289,8637,12526,8626,4598.80661074207,-4.969153453588887,0.10350183176277927,0,0,Down
ENSG00000051523,CYBA,12670,11603,10821,359,422,422,5720.161689451379,4.803673305927828,0.0980153812417094,0,0,Up
ENSG00000054611,TBC1D22A,1135,1011,921,11228,15027,12573,6321.792716916857,-3.7045957318618057,0.07241898643789013,0,0,Down
ENSG00000055070,SZRD1,5158,4762,4232,413,534,433,2370.2359063427425,3.3046845106090577,0.08492256205481884,0,0,Up
ENSG00000055609,KMT2C,2172,2067,1850,16332,21221,17902,8690.733363593363,-3.2304314284411726,0.06248300899276475,0,0,Down
ENSG00000058262,SEC61A1,9584,8700,8209,1094,1398,1223,4403.571205491948,2.7828555746315726,0.07055595108737278,0,0,Up
ENSG00000065833,ME1,282,247,254,3350,4000,3710,1677.7644169564235,-3.862620924011629,0.09535325173050851,0,0,Down
ENSG00000066651,TRMT11,530,492,503,14711,18931,17220,7623.120555984827,-5.098747413552002,0.08008893728923039,0,0,Down
ENSG00000067208,EVI5,303,319,248,5120,6244,4705,2382.1286356312007,-4.243963120399946,0.0980855732310251,0,0,Down
ENSG00000068383,INPP5A,1435,1385,1316,8288,11336,9154,4960.347440667988,-2.8360341133925773,0.07296526982187404,0,0,Down
