gene_id,gene_name,pi5_1,pi5_2,pi5_3,pi5_4,NC_1,NC_2,NC_3,NC_4,baseMean,log2FoldChange,lfcSE,pvalue,padj,sig (padj<0.05 & |log2FC|>=0.585)
UBXN1,UBXN1,3580,2743,2726,2868,5018,3809,4108,3488,3471.6620061894596,-0.02598903608446173,0.03716194871301646,0.01559777461254209,0.3483442273730545,NS
B4GALT4,B4GALT4,3152,2929,2683,3122,4446,3256,3478,2866,3204.9155735912514,0.027345400911841334,0.03637252203959944,0.016057735895074723,0.3528761348230531,NS
LOC100013297,LOC100013297,3048,2302,2520,2478,5075,2991,3539,3367,3085.814248778742,-0.018580057162157822,0.035185261856628194,0.01646804903444452,0.35819529052185345,NS
LOC100022574,LOC100022574,3510,2998.799,2835,2987,4596.786,3270,3654,3032,3321.219430344965,0.027137042825015535,0.03615962317655761,0.01649978306423948,0.35819529052185345,NS
PRKAR2A,PRKAR2A,5522,4976,4391,5224,7846,5753,5693,4640,5424.259739536832,0.027203246470271135,0.035691112670180145,0.016948874960287106,0.3638506775013821,NS
PRPF19,PRPF19,9779,8143,7012,8386,14730,11239,10724,8974,9640.220469273061,-0.026684994473835693,0.03611236782156071,0.016963445880159356,0.3638506775013821,NS
TMEM97,TMEM97,15577,14415,12854,14639,21898,15742,16497,14490,15576.555090388354,0.02767788606614504,0.034531548460664294,0.017190041064430058,0.3665162326951695,NS
HMGA1,HMGA1,5165.001,4238.999,4007.001,4366,8841,5680.001,5552.999,4980,5203.204431262503,-0.023285477527567114,0.036541910120118044,0.017433969765960657,0.36951763137083476,NS
SIGMAR1,SIGMAR1,11540,9617,8982,9736,14433,10529,11729,10158,10729.57441226165,0.02609512611394616,0.03575075098505865,0.017996139731758183,0.379189250112693,NS
C5,C5,7036,6430,6234,6656,9766,7480,7950,6211,7138.928876313174,0.026679260694461356,0.034921395101713104,0.018242040589627764,0.3821227449827289,NS
CTSH,CTSH,3168,2564,2485,2901,4317,2920,3140,2684,2980.5396627071636,0.024729750291798722,0.03609394882973757,0.018454116429575097,0.38431770378336044,NS
LOC100010939,LOC100010939,3505.992,3097.987,2981.996,3075.967,5306.972,4056.984,4375.974,3509.994,3668.604544984895,-0.026263164554139445,0.0351272905888776,0.018562578954556177,0.38433698793292786,NS
TPI1,TPI1,25383,20934,19235,20333,36944,26974,29008,23510,24748.425192062372,-0.026521876879309614,0.034469499889344606,0.01877693268795711,0.38433698793292786,NS
TSC22D1,TSC22D1,4427,3963,3783.564,3999,6835.154,5131.701,5260,5036.786,4723.3272648868715,-0.024156133638500176,0.03608061311029827,0.018757358139002586,0.38433698793292786,NS
LNPK,LNPK,3042.999,2551,2569,2741,4222.999,2929,3092,2660,2937.804251818543,0.02533779177877554,0.03555859625428582,0.019001124876582665,0.3867160756131767,NS
LOC100619384,LOC100619384,5410,4128,4433,4401,8073,5339,6670,6023,5449.9960427893275,-0.018633590318976448,0.03485822744954262,0.01917231362652769,0.3879956350860011,NS
CERS6,CERS6,3999,3624,3374,3908,5628,4185,4446,3463,4026.3690022899536,0.025499667953227216,0.03497224478299341,0.01964587542489605,0.38801169922292794,NS
ERLIN2,ERLIN2,11753.001,10274.999,9946,10511.001,15538.001,12196,12472.999,10621,11541.994237756926,0.02642401470367186,0.033185679768407354,0.019426098151098456,0.38801169922292794,NS
PCBP2,PCBP2,14599.998,12614.997,11744.997,12773.003,22261.951,16980.995,16922.999,13528,14857.25639616328,-0.02622742317487586,0.032319548773714075,0.019757949052194804,0.38801169922292794,NS
SARAF,SARAF,11356,9196,8966,9504,14732,10195,11312,9809,10504.474457622848,0.025181306372783097,0.03528336847163101,0.019582473160693954,0.38801169922292794,NS
SPCS3,SPCS3,6805,5342,5765,5765,8998,5947,6732,5865,6329.769381548709,0.022339605916149332,0.03573114955881937,0.02003948022475078,0.38801169922292794,NS
SRSF9,SRSF9,3170,2769,2516,2661,4939,3512.677,3640,3080,3213.7184956226693,-0.025479452523020828,0.03473444861195326,0.019944095421603632,0.38801169922292794,NS
TACC1,TACC1,6925.001,6123.999,5525,6626,9659.001,7338,7173,5885,6810.408192324674,0.02562236941824499,0.03444479453097854,0.020039688541664342,0.38801169922292794,NS
USO1,USO1,8655,7902,7270,7897,12291,8881,9368,7706,8628.175419562873,0.02627750299399951,0.032565483913764945,0.019696641885958086,0.38801169922292794,NS
RPS12,RPS12,18655,14181,15942,15243,30591,19336,21696,18850,18833.89257174188,-0.020614412973346725,0.03534467464470573,0.02052826344824649,0.39533462189042434,NS
COL18A1,COL18A1,4441.999,4300,3789,3939,6565.999,5176,6185,5110.001,4861.812344648033,-0.019601377570435955,0.03488906196465524,0.021496116829338784,0.408459154628509,NS
DNAJB11,DNAJB11,14519,11162,11273,11731,18349,12790,13638,12276,13057.612580729518,0.02311857534940148,0.03508315592627227,0.02183242981293062,0.408459154628509,NS
EIF4G1,EIF4G1,36926,35406,28757,34424,56325.999,46781,45650,36706,39331.0558213473,-0.02346943059826499,0.034828374494944254,0.02213244563532651,0.408459154628509,NS
GGH,GGH,21178,17048,17211,18243,29396,19302,20585,18001,19826.300147114416,0.02345735717634294,0.03478462089682465,0.022236051131367746,0.408459154628509,NS
HDGF,HDGF,13145,12279,10377,12268,22350.001,16201,15120,12832,13965.957695188301,-0.023282403130213788,0.03496169128726299,0.022003810963145447,0.408459154628509,NS
NCEH1,NCEH1,4153,3585,3086,3570,5613,3881,4155,3418,3873.0566629479963,0.024170716479965992,0.03467253455038529,0.02166074183820761,0.408459154628509,NS
PA2G4,PA2G4,19391,16943,15152,17149,30328.662,22686,21780,18153,19744.563038641405,-0.02510854791560383,0.0329759654089976,0.02175258588095915,0.408459154628509,NS
SPCS2,SPCS2,8301,6636,7073,7502,11451,7272,8092,7436,7878.2808156407,0.020695178470280975,0.03502163257855705,0.022217085893022875,0.408459154628509,NS
TMX4,TMX4,4121,3814,3540,4187,6049,4403,4390,3731,4225.058813036789,0.023806976912610377,0.034804339207971935,0.021839496951043723,0.408459154628509,NS
LARP1,LARP1,13919.001,12245,11190.001,11914,20576,15776.999,16137.999,13430,14126.607109690509,-0.024601345826867082,0.031026196196827522,0.02263261157827471,0.41362252384377557,NS
CLN8,CLN8,3745,3223,3093,3722,5259,3824,3807,3372,3709.90587575293,0.02287960570479151,0.034641602933385925,0.023104139050685524,0.41379513039777777,NS
SLC35E1,SLC35E1,7596,6253,6101,6587,10194,7288,7698,6592,7191.626019303623,0.0244245753567575,0.032911605823780735,0.023048049357553117,0.41379513039777777,NS
SSR1,SSR1,21490,17949,17706,18370,28538,20082,22034,19119,20418.75488905949,0.024026280056234032,0.03381103981684875,0.023041777748000265,0.41379513039777777,NS
TTC14,TTC14,7235,6198,6240,6599,9424,7326,7831,6550,7108.6692569057195,0.024000686863621414,0.03400901969330509,0.02284402908489436,0.41379513039777777,NS
BMPR2,BMPR2,5724,5170,4448,5477,7921,6061,5772,4939,5612.908668063976,0.023452481823050868,0.034200142783538175,0.023339847087732863,0.41541970335639405,NS
CDH17,CDH17,36783,33318,32128,33087,52919,37544,39304,33276,36804.307148656146,0.024266587811460516,0.03238098981877411,0.023540218937348208,0.41541970335639405,NS
GET4,GET4,3818.001,3216,2971.999,3243,5083,3753,3833,3188,3586.8570436163586,0.023969845505554498,0.03289771421924068,0.023924760359803694,0.41541970335639405,NS
LAS1L,LAS1L,6253,5977,5128.999,5622,9617,7706.001,7526,6348.999,6645.446840458835,-0.023612134596694544,0.03361562002142912,0.023934947064919884,0.41541970335639405,NS
LPCAT1,LPCAT1,5591,4333,4242,5037,7575,5115,5230,4620,5139.777073003777,0.021536428890637355,0.034583037040164535,0.024164993617549743,0.41541970335639405,NS
PHLDB2,PHLDB2,6431,5959.999,5575,6455.999,9454.999,6827.999,7077,5803.999,6610.824420848932,0.02367273329866607,0.033832501805628655,0.02356835769175141,0.41541970335639405,NS
SLC5A3,SLC5A3,14144,12616,10975,13088.21,18971.345,14711.188,15166,11996,13772.793408857173,0.023861497174417032,0.03261311206261655,0.02428929532110458,0.41541970335639405,NS
TMEM129,TMEM129,3424,2813,2776,3028,4501,3449,3428,2958,3257.3139924534944,0.023537106588363468,0.033353920448973354,0.024354588973992952,0.41541970335639405,NS
TOR1B,TOR1B,5718,4642,4446,5154,7587,5483,5863,4852,5393.993417094609,0.02376368552952216,0.033416444398932994,0.023895108588347893,0.41541970335639405,NS
UGGT1,UGGT1,15332,14119,12719,14102.001,21519,16307,16051,13998,15322.880187117198,0.0240059090640742,0.03129052106709097,0.024085128753527734,0.41541970335639405,NS
SEL1L,SEL1L,22593,20223,19159,21007,32021,23616,24331,20611,22645.75580341664,0.023636794681932496,0.030217796421010683,0.02447261097963296,0.4154544669622999,NS
TFRC,TFRC,22661,21728,20267,22910,32371,24779,26454,20651,23716.013329259607,0.022845189250058774,0.033622140153961026,0.02515932460066347,0.425097644903663,NS
B3GNT2,B3GNT2,7522,6325,5927,6557,10061,7283,8037,6164,7129.820582941806,0.02311249254076996,0.03258703149877221,0.025845321649596693,0.4271584547579064,NS
HSPA5,HSPA5,86357,77529,69229,78182,119853,90370,89964,77454,84948.51973983692,0.022939066631019377,0.029345716578405366,0.025610490026184856,0.4271584547579064,NS
LMBRD2,LMBRD2,7718,6576,6031,6857,10735,7371,7661,6734,7351.6436092603735,0.022939212860144984,0.032906998204720685,0.02591979927098818,0.4271584547579064,NS
MBTPS1,MBTPS1,8677,7407,6874,7972,11594,8479,8996,7846,8379.883530892914,0.023013695432631615,0.03250170752301001,0.026112968194517677,0.4271584547579064,NS
OSTM1,OSTM1,4826,4020,3922,4479,6760,4814,4803,4192,4660.447995292462,0.02258599766519349,0.03327537853553352,0.02611605292908473,0.4271584547579064,NS
RYK,RYK,7564,6316.001,6120.999,7093.001,10662,7615,7819,6330,7327.006017499444,0.022906274502298433,0.03313388516183637,0.02573273520553995,0.4271584547579064,NS
UBXN4,UBXN4,4787,4031,3866,4503,6821,4751,4973,3920,4632.228677059877,0.02227761380584586,0.033791585632273656,0.02567612389344472,0.4271584547579064,NS
LGR4,LGR4,5413,4521,4272,4703,7290,5358,5609,4488,5130.4579346373175,0.022782796765454714,0.03167380270879031,0.02702503248742736,0.43880418056699333,NS
TRAP1,TRAP1,18020,15915,14270,16060,24907,18501,18838,15785,17532.08404272236,0.022360749025730927,0.029127004575116338,0.02707306641689155,0.43880418056699333,NS
USP9X,USP9X,4142,3729,3664,3827,6765,4962,4983,4186,4439.3915566362475,-0.022436755356536126,0.0325905825904267,0.027252976701546885,0.43973046191414844,NS
CBX3,CBX3,19423,17045,15097,16210,26863,21866,23440,19766,19634.119557319278,-0.021320107311004782,0.033475074679178485,0.027665943039909036,0.44010669224467064,NS
DHRS7,DHRS7,6160,5015,4774,5227,8151,5467,5959,5380,5692.736207720999,0.021129115896772407,0.03361519188075291,0.027510571019946032,0.44010669224467064,NS
EMP1,EMP1,9272,8052,7884,8052,12732,8676,8745,8719,8924.532095509705,0.019833253408143965,0.03374473427711838,0.027813969260999938,0.44010669224467064,NS
IKBIP,IKBIP,3896,3328.001,3300.001,3445,5372,3617.999,3945.001,3549,3762.474886499105,0.02085801566806158,0.033557671076573134,0.02796037934468449,0.44010669224467064,NS
RPS3,RPS3,28100,22792,22907,22417,42480,29972,32804,26225,27832.97417702225,-0.02177088815912993,0.033229705053813605,0.027562219171171427,0.44010669224467064,NS
STIP1,STIP1,26266,23935,19757,23853,38998,31671,30942,25488,27067.313485655504,-0.021883588044137384,0.03285988824199832,0.02801349129865575,0.44010669224467064,NS
GARS1,GARS1,3277,2923,2221,2855,4570,4076,3880,3167,3302.6658398298223,-0.017530630226379084,0.03319739441271756,0.02875437336444816,0.4420522119804863,NS
MAP4,MAP4,4690.999,3986,3652.001,4207,7091.999,5394,5303.001,4488.001,4751.322220321056,-0.022277208380291277,0.03156786545519939,0.028315322961323094,0.4420522119804863,NS
SCAF1,SCAF1,2577,2316,2022,2304,3731,2981,3120,2746,2678.7478341853684,-0.02051205824767732,0.033479869304875676,0.028532484611171784,0.4420522119804863,NS
TMEM30A,TMEM30A,7571,6430,6361,6915,10860,7411,7848,6594,7388.910749603281,0.02195090253112958,0.03247976409333943,0.02839918788134724,0.4420522119804863,NS
ZDHHC20,ZDHHC20,4261,3930,3535,4288,6121,4408,4681,3838,4326.683548476336,0.021324526293835053,0.03302390035373095,0.028710613848098428,0.4420522119804863,NS
DHTKD1,DHTKD1,4097,3664,3243,3813,5626,4300,4282,3546,4016.6870234977982,0.02191848406305718,0.03189721646514655,0.029033652210257853,0.4435547267881357,NS
ERLEC1,ERLEC1,7314,5828,5811,6348,9953.273,6714,7054,6287,6816.387569108163,0.02087027680687671,0.03305717944257063,0.029347423296702445,0.4435547267881357,NS
FN1,FN1,79523,77736,69630.999,76137.002,111114,88807.001,89615.001,72911.999,82306.62847157159,0.02175931980169617,0.03212744902565913,0.029211700715496492,0.4435547267881357,NS
NOP56,NOP56,13337.999,11545,11379,11460.999,20157,14777,16222.999,13359,13767.931686670425,-0.02178128731717192,0.03202175289232237,0.029261160792380694,0.4435547267881357,NS
EPS8L2,EPS8L2,3625,3028,2844,3117,5307,3955,4267,3498,3632.2665960872946,-0.021648765337944235,0.03199206096369402,0.029604271997764952,0.44369247822591656,NS
SLC27A4,SLC27A4,7200,6300.999,5663,5985,8916,7236,7374,6260,6798.876595308734,0.02137627663058718,0.03250906586784915,0.029561626152402334,0.44369247822591656,NS
CNBP,CNBP,5144,4563,4137.999,4630.001,7070,5463,5292,4412,5018.949274140998,0.021577050715301496,0.03104535173552968,0.03034774697185801,0.45061802490681735,NS
EBAG9,EBAG9,2952,2294,2444,2637,4047,2731.001,2868,2494.001,2770.0002066520688,0.01926009210646771,0.03321126600813228,0.03031151568220575,0.45061802490681735,NS
RNF13,RNF13,3765,2926,2982,3211,4938,3423,3745,3133,3467.8151334195827,0.020319567910090156,0.032941053678409896,0.030443763826758737,0.45061802490681735,NS
ANKLE2,ANKLE2,5962,5262,4809,5204,8134,6076,6187,5250,5782.347008007927,0.021389390387035394,0.030049359399035153,0.030823861875848964,0.45065744179302447,NS
CSGALNACT2,CSGALNACT2,3602,2925,2846,3126,4582,3395,3778,3060,3374.198080817291,0.02073961316956194,0.03252112797122157,0.030804115522071174,0.45065744179302447,NS
MSN,MSN,15514,14441,12550,14549,21343,16373,16192,14412,15492.626181316173,0.021444984484881358,0.03137230287916331,0.03058832579822981,0.45065744179302447,NS
GOLT1B,GOLT1B,3826,3174,3012,3348,5306,3547,3601,3335,3592.038668451941,0.01981731482606939,0.032944032197928984,0.031037005072859402,0.451929073865782,NS
NGDN,NGDN,3397.001,2839,2815,2830,5407,3729,3914,3233,3438.9443126523233,-0.02037359886903854,0.03259209883461906,0.03130817269127358,0.45403188089126306,NS
ARL6IP1,ARL6IP1,27154,22889,22276,23274,37433,25545,27082,24224,25886.113602586185,0.020667411080088485,0.031839238266433464,0.032156363314782235,0.4546953972998649,NS
ITGA1,ITGA1,6132,5447,5173,5851,8654,6507,6339,5626,6139.601501255624,0.020879716028687798,0.03124579675681054,0.03223216423683693,0.4546953972998649,NS
LOC100016643,LOC100016643,3860,2772,3045,3153,6564,3638,4300,3995,3804.573045729425,-0.01430515111466917,0.03151459965326733,0.031735825201023145,0.4546953972998649,NS
LYSMD3,LYSMD3,2825,2556,2404,2743,4084,3038,3039,2390,2844.0935785329057,0.020062939397684817,0.03243738870555248,0.03224249885934274,0.4546953972998649,NS
PPDPF,PPDPF,14744.754,12966.785,12357.9,12445.794,22551.092,16675.875,17547.675,14035.897,15103.585487486425,-0.0211429121607688,0.0308095590294814,0.03166994198473567,0.4546953972998649,NS
TAGLN2,TAGLN2,11894,10693,9151,10544,17841,14648,13508,11341,12198.54507081517,-0.020622401981822486,0.03212607403340926,0.03180355612641602,0.4546953972998649,NS
VCL,VCL,10238,9192,8291,9321,14275,10765,10611,9183,10096.804100898506,0.020966006803220263,0.029468517760623685,0.03192251253787456,0.4546953972998649,NS
SLC7A9,SLC7A9,17235,16016,15115,15121,23811.999,18111,18363,15829,17259.45117354868,0.0208084666916505,0.03131696128605018,0.03237609970492285,0.45478897703150445,NS
ARRDC3,ARRDC3,4679,3655,3531,4052,6203,4500,4512,3731,4290.05146536291,0.020074666360497963,0.03218671243693174,0.032838183997264264,0.45627672055434443,NS
KCNJ13,KCNJ13,3398,2969,2964,3226,4910,3340,3719,2983,3392.178139331404,0.01978638295336041,0.03241532158436131,0.03277299881784359,0.45627672055434443,NS
MYC,MYC,3099,2971,2417,2897,4891,3646,3872,3133,3296.0882307771335,-0.019784579627391205,0.032384613503663555,0.0328641524017367,0.45627672055434443,NS
BAG6,BAG6,3015,2818.999,2332,2586,4481,3707.001,3578,2932,3118.2638490993513,-0.019216747436551822,0.03246972691004289,0.03341863893711325,0.4599060073843614,NS
OAT,OAT,8550,7017,6949,6956,13585,9064,9738,8051,8529.216141681074,-0.019633444114896925,0.03224878484393585,0.03351073923152382,0.4599060073843614,NS
SDHC,SDHC,14822,12682,11955,13756,20927,15240,15272,12943,14482.316613670577,0.02058262730576141,0.029863797219717835,0.033459848954760715,0.4599060073843614,NS
CSTF1,CSTF1,4270,3864,3612,4094,6118,4435,4599,3888,4303.432786162626,0.020430059231728706,0.030994191508536863,0.03372352123441145,0.4608284082465602,NS
TMEM123,TMEM123,6989,5635,5615,6234,9312,6537,7027,6205,6611.896073460001,0.019877043102678404,0.031928263103222235,0.03383525163842695,0.4608284082465602,NS
ATP9A,ATP9A,3643,3005,2948,3306,4852,3750,3825,2979,3490.3404249601,0.019977595814271967,0.03164734943026749,0.03415748021411971,0.46345490199612427,NS
ALG5,ALG5,4314,3223,3577,3774,5768,3613,3899,3823,3954.111861823769,0.01546327606954733,0.031832066869684886,0.03467385709862637,0.4651705179122095,NS
CDCP1,CDCP1,3554.012,3469,3047,3680,5250.038,3978.014,3851.013,3225.013,3710.26911107659,0.018491419609546183,0.031994267672954935,0.036160134027795054,0.4651705179122095,NS
CDH6,CDH6,75715,67119,61982,69500,105874,78924,81327,68605,75092.57898965871,0.018906598299754575,0.026537283460973483,0.03631176259175022,0.4651705179122095,NS
CTHRC1,CTHRC1,4561,3614,3635,3964,5609,4258,4576,4070,4246.901655195641,0.018474413904543248,0.03194869087637336,0.03636443276233463,0.4651705179122095,NS
DCTD,DCTD,3613,3203,2909,3429,4982,3796,3826,3175,3569.3870224244506,0.01961752931238239,0.030651148159337154,0.036543071314670106,0.4651705179122095,NS
GALNT7,GALNT7,12867,11012,10503,11894,17964,13083,13458,11506,12609.789954595579,0.02018727318940364,0.029284972191325455,0.034640654136488654,0.4651705179122095,NS
KRI1,KRI1,3447,3044,2777,2945,4925,4057,4173,3375,3529.26408233425,-0.01938769778996285,0.03161746523871516,0.03564324895011117,0.4651705179122095,NS
MANEA,MANEA,4735,4285,4070,4664,6980,5043,5015,4253,4813.34523607904,0.019488041318554743,0.031296811932114615,0.03604836614219704,0.4651705179122095,NS
MSMO1,MSMO1,43851,36918,35453,38533,60430,43270,45713,38477,42216.678852004916,0.019921231005640076,0.028475987459118245,0.034989397664914434,0.4651705179122095,NS
NBR1,NBR1,5228,4484,4104,4887,7343.001,5226.002,5351.999,4521.001,5066.802507059163,0.019923339680220448,0.031056921787906148,0.035170003372488705,0.4651705179122095,NS
PGAP1,PGAP1,3704,3494,3109,3739,5198,4044,4189,3251,3795.168754614281,0.01894954793889412,0.03184231968329366,0.035963363220892865,0.4651705179122095,NS
PPP1R9B,PPP1R9B,2843,2659,2116,2553,4479,3427,3201,2864,2951.79395958814,-0.01848772190496802,0.03231651290880293,0.03479131573412894,0.4651705179122095,NS
PRDX5,PRDX5,2608,2283,2349,2109,4060,2931,3205,2767,2736.1409218056924,-0.01721626388797707,0.032185135002372495,0.03566471177727802,0.4651705179122095,NS
PRKAR2B,PRKAR2B,2897,2550,2381,2717,4191,2969,3028,2430,2850.552624441331,0.01930456143862069,0.03161121879397362,0.035851590592227055,0.4651705179122095,NS
RSPRY1,RSPRY1,3571,2971,2780,2901,4512,3495,3605,2951,3306.3863979828784,0.01955096299905883,0.03126605993006361,0.03593174191668711,0.4651705179122095,NS
