gene_id,gene_name,Mix_1,Mix_2,Mix_3,NT_1,NT_2,NT_3,baseMean,log2FoldChange,lfcSE,pvalue,padj,sig (padj<=0.05 & |log2FC|>=0.263)
ENSG00000107897.20,ACBD5,961,771,716.001,607,617,655.001,701.1211054485,0.17036863551351636,0.08127346461992915,0.031208513769108114,0.052874598622421054,NS
ENSG00000130827.6,PLXNA3,447.999,362.999,406.187,245.001,254.999,351,317.4070803551537,0.2818577532292399,0.14155663911875516,0.03121735042655202,0.05288148539086663,NS
ENSG00000162927.14,PUS10,247,233,178,142,136,141,194.49245618232894,0.36409835213471264,0.19407631637107708,0.031225075298577175,0.05288648700272539,NS
ENSG00000167748.11,KLK1,61,61,56,34,23,32,35.02946579188853,0.49791772783548693,0.3206232246186078,0.031283366969874306,0.052977119920560374,NS
ENSG00000181744.9,DIPK2A,513,409,429,493,503,436,465.82569663027846,-0.25730289767249026,0.1275481437845186,0.03133169803955779,0.05305085984329709,NS
ENSG00000138496.17,PARP9,779.999,626,600,619.999,645,703,682.6047544640697,-0.16625191961325064,0.07929413590755968,0.03139589960088197,0.053143326619363676,NS
ENSG00000166126.11,AMN,464,404,345.999,272,305,305,342.8679099902067,0.23777344646939857,0.1167457662881592,0.03139180129932006,0.053143326619363676,NS
ENSG00000161800.13,RACGAP1,3429.999,2848.001,2813.999,2416,2449.001,2500.002,2722.025564687451,0.10193916911267813,0.04783263488528735,0.03144084161842309,0.05321127165781379,NS
ENSG00000214717.12,ZBED1,65.146,0,59.664,194.693,350.226,99.518,242.27555768927715,-0.5216865343924729,0.6902375422107887,0.031485152559470625,0.05327812805986463,NS
ENSG00000090857.14,PDPR,2429.082,1750.045,1848.725,1904.512,1788.639,2198.566,1994.3182413289023,-0.1651594894780755,0.07879370217628867,0.0314954643358321,0.0532874405755254,NS
ENSG00000164120.14,HPGD,514.999,420,442.001,162,167.001,147.001,480.58516916443165,0.5704199497524431,0.48422588489061663,0.031505804992827784,0.05329679910403259,NS
ENSG00000104714.14,ERICH1,659.001,496.999,507,555,529,597,571.9907833520077,-0.20478400636296618,0.09914571324946164,0.03151301614835698,0.053300861562285105,NS
ENSG00000163348.4,PYGO2,1659,1468,1499,1117,1215,1180,1292.9668511703644,0.1901418916821549,0.09153791826666614,0.031536646748896044,0.05333269025961636,NS
ENSG00000176407.18,KCMF1,1718,1478,1500.653,1145,1201,1138,1411.0082429258296,0.2160292978220545,0.10518775635257094,0.03165586421599288,0.053526134763752384,NS
ENSG00000152684.11,PELO,685,582,610,628,603,612,653.5281125034514,-0.16445268458079265,0.07852273482045109,0.03166907287159298,0.05354029985705467,NS
ENSG00000080815.20,PSEN1,1428.999,1198.001,1192.001,992.999,979.001,988.998,1080.8497715634219,0.16031969031074875,0.07647434285597021,0.03172451052936351,0.05362584284417425,NS
ENSG00000178999.13,AURKB,3136,2672.998,2701,2284.668,2234.001,2187.999,2474.041936295511,0.14011417729837206,0.06645094015059995,0.031749004179779536,0.053659061204867596,NS
ENSG00000106571.15,GLI3,1119,838,803.001,682.001,699.999,714.001,782.235633182553,0.18056143397248053,0.08675494237387223,0.031788860089989976,0.05371822926460337,NS
ENSG00000165916.9,PSMC3,4374.001,3999.999,4213,4296,4214,4030.001,4453.167756998851,-0.17820692072345654,0.08557953470992286,0.03184136974791875,0.05379875888800664,NS
ENSG00000090339.9,ICAM1,241,197,212,256,268,240,233.80921089865342,-0.35279302585699285,0.18715000971084322,0.03185674495272949,0.05380900921112371,NS
ENSG00000121940.17,CLCC1,401,341.999,358.007,270,260.001,284.001,316.4277858699896,0.21978678281883285,0.10733416334408971,0.03185714757572484,0.05380900921112371,NS
ENSG00000140543.15,DET1,172.191,132.043,134.022,105.358,93.566,92.366,115.54472495079686,0.3247300951150825,0.1685469012095053,0.031875005572989064,0.05382611939827965,NS
ENSG00000144635.9,DYNC1LI1,1683,1410,1414,1167.001,1187,1146,1327.687138548239,0.15823372670364433,0.07550057343104899,0.031876991663139266,0.05382611939827965,NS
ENSG00000108578.15,BLMH,3148.001,2714,2676.346,2204,2199,2244.001,2568.068204374259,0.15661849088046467,0.074712768521069,0.03192136095108061,0.053892827857994416,NS
ENSG00000149483.13,TMEM138,360,336.001,316,347,355,390,396.19560320183376,-0.2699823491320254,0.13534800351659548,0.03196635205243029,0.0539605656428077,NS
ENSG00000127870.17,RNF6,1304,985,1028,719.001,734.999,747,1003.2838792582204,0.3254733600724339,0.169191025249681,0.03201067949888573,0.05402716268758022,NS
ENSG00000167508.12,MVD,2073.998,1833,1769,1824.999,1788,1967,1892.539212603827,-0.16419210085084393,0.07856311501499519,0.03202448226275222,0.05404222817661339,NS
ENSG00000165383.12,LRRC18,150,144,135,15,21,20,53.82652942845868,0.5074365871425025,0.6964667319374279,0.032035710556674465,0.05405294524803082,NS
ENSG00000133561.15,GIMAP6,2110,1666,1801.999,1342,1365.999,1352,1689.7733477780898,0.23484497172587854,0.11565202383464097,0.03206694621463747,0.05409741177509704,NS
ENSG00000136108.15,CKAP2,2961,2293.999,2346,1855,1876,1960,2284.3203024371724,0.20036939951905228,0.0972046577849271,0.03211853276202259,0.054167947050484604,NS
ENSG00000169871.13,TRIM56,2056,1445,1516.999,1526.001,1590,1979.049,1673.8898398039396,-0.21214849982724937,0.10342665709356076,0.032116240514508905,0.054167947050484604,NS
ENSG00000101745.17,ANKRD12,833,540,581.999,444,455,502.001,542.7457070169175,0.2439768416907815,0.12073989539203235,0.03212570230763817,0.05417179442684818,NS
ENSG00000110429.14,FBXO3,688.001,590,488.001,387.999,436,471.999,484.52234637002533,0.22563647228527295,0.11070030137409423,0.03216098353274294,0.05422159416139557,NS
ENSG00000120697.10,ALG5,738,607.003,629.001,488.998,445,437.999,583.3443034428533,0.28424379722444065,0.14389335512424095,0.032165020755911794,0.05422159416139557,NS
ENSG00000157216.17,SSBP3,3756.649,3225.772,3137.743,2481.034,2473.688,2476.826,2635.624126774666,0.22684152565876828,0.11136256735638397,0.032173159678855756,0.05422706548457482,NS
ENSG00000085276.19,MECOM,426.999,304.001,297.001,231.999,244,252,284.6552472753455,0.25943155777397764,0.12950302390840396,0.03220579809939263,0.05426294958060257,NS
ENSG00000135821.19,GLUL,5857,5021,4913,3955,4058,3988,4332.560111621493,0.18626191552101998,0.08991192076358746,0.032202457131452415,0.05426294958060257,NS
ENSG00000240038.8,AMY2B,59.704,52.08,55.097,17.477,34.702,35.119,36.538810422722065,0.47986446914430414,0.30077822347496397,0.032209139355820586,0.05426294958060257,NS
ENSG00000140264.22,SERF2,8373.895,7153.236,7118.479,7565.794,7727.429,6678.717,7626.494657619381,-0.15027785430773868,0.07168015357119482,0.032217849387466,0.054269373295622154,NS
ENSG00000023318.9,ERP44,1506.999,1216.001,1279,1056,1017,1087.999,1156.5443806272847,0.13576340968297437,0.06452531047857488,0.032296623730188614,0.05439379698753043,NS
ENSG00000166171.13,DPCD,198,188,182,113.001,93.999,117.001,132.0995925499376,0.437992638376553,0.25596748277195613,0.03231369439875686,0.05441427766707544,NS
ENSG00000038210.14,PI4K2B,1544,1332,1296,1381,1403,1448,1412.9602078079633,-0.20396363674111317,0.09922715389021376,0.03233229184049718,0.05443732272506681,NS
ENSG00000104643.10,MTMR9,452.999,366.001,391,406.429,410,423,436.4179839262826,-0.2165363000243482,0.10592552703245085,0.03235014295395439,0.05445910439248407,NS
ENSG00000132612.16,VPS4A,1455.235,1099.117,1286.761,987.57,990.969,946.46,1093.0202306373185,0.1807617963677942,0.08718529087952916,0.0323980956045127,0.05453154548742553,NS
ENSG00000231500.7,RPS18,79707.486,72304.232,71520.111,56952.469,57180.842,48361.795,60562.97064807773,0.23991441515321368,0.11870357894332602,0.032406704548963106,0.05453245553961483,NS
ENSG00000256500.6,ENSG00000256500,432.725,526.716,378.658,680.01,536.7,419.303,504.0836569239243,-0.376022583584579,0.20454670395103458,0.03240847790867202,0.05453245553961483,NS
ENSG00000186026.7,ZNF284,147,118,139,141,149,169,143.8362785350707,-0.3217330367989629,0.16728002511310672,0.032417667177446735,0.0545396368089365,NS
ENSG00000139437.18,TCHP,1076.001,846,918.999,996,970.999,1044,1091.672563088652,-0.25558186144155826,0.12753362397275372,0.032465208414252406,0.054611329636725124,NS
