gene_id,gene_name,A5BKO_1,A5BKO_2,A5BKO_3,Mix_1,Mix_2,Mix_3,baseMean,log2FoldChange,lfcSE,pvalue,padj,sig (padj<=0.05 & |log2FC|>=0.263)
ENSG00000087206.17,UIMC1,323.001,506.999,305.001,719,575,634.001,448.25098252609683,-0.7481078453385596,0.10123441933331673,2.927267755435194e-14,2.0754946427212296e-13,Down
ENSG00000138231.14,DBR1,1045.998,1316,923.999,830,692,733,917.1302608625026,0.5365462661517624,0.07175785110923501,3.0252914861804364e-14,2.142370414976618e-13,Up
ENSG00000164961.16,WASHC5,1376.999,1532,1216.001,1001.999,852,823.001,1135.5110845913475,0.6241759775019624,0.08389253071933564,3.025455422702046e-14,2.142370414976618e-13,Up
ENSG00000105171.10,POP4,983.001,1137.001,899,693.001,621,591,811.5571067281046,0.6583414548009634,0.08866830009395998,3.040281872051608e-14,2.1514944895323063e-13,Up
ENSG00000091527.17,CDV3,5561,6564.001,5262,4916,3664.001,3691,4842.492365279627,0.5160178093240556,0.06896627312373786,3.105033356655134e-14,2.1959144644832286e-13,Up
ENSG00000162227.8,TAF6L,566,632,526,350.001,301.999,305,443.56176632129,0.8342708988968979,0.11367278597820746,3.146438436231967e-14,2.2237774713215981e-13,Up
ENSG00000127328.22,RAB3IP,473,688,446.999,912.001,776.999,792.001,601.1269889215998,-0.6139477619636181,0.08257083009252122,3.242682978594093e-14,2.2903386085901684e-13,Down
ENSG00000178057.15,NDUFAF3,1000,1534,952,740,638,642,963.8723245680342,0.75119039180212,0.10186144787429127,3.2470129966639004e-14,2.2906410431284866e-13,Up
ENSG00000197958.13,RPL12,12633.245,19526.709,12130.028,23461.132,19767.186,20782.265,16394.937518679242,-0.5332622432073684,0.07139464987979822,3.247245153180701e-14,2.2906410431284866e-13,Down
ENSG00000104524.14,PYCR3,292,566,286,156,138,140,302.70051473485523,1.290370982968931,0.18260151276413558,3.2707872483632356e-14,2.304578687480375e-13,Up
ENSG00000139112.11,GABARAPL1,133,314,114,632.001,524.999,568,308.6453666808634,-1.5822279403163768,0.22689716486788475,3.271162493599197e-14,2.304578687480375e-13,Down
ENSG00000198431.18,TXNRD1,2600,2982,2491.002,2082.001,1681,1709.001,2199.794329717336,0.5692562470863235,0.07637967903800513,3.277686578203891e-14,2.3077079199272884e-13,Up
