gene_id,gene_name,A5BKO_1,A5BKO_2,A5BKO_3,NT_1,NT_2,NT_3,baseMean,log2FoldChange,lfcSE,pvalue,padj,sig (padj<=0.05 & |log2FC|>=0.263)
ENSG00000178974.11,FBXO34,791,1132,728,882,883.999,864,966.3662310936245,-0.14582347896905243,0.06653238015999573,0.010125445243557086,0.08822175241090602,NS
ENSG00000008311.16,AASS,392.999,683.001,359.001,485.999,494.001,588,530.6385096515974,-0.17283719824866822,0.09836528102929155,0.010145606229443348,0.08823138860720298,NS
ENSG00000185621.11,LMLN,75,224,99,164.001,179,188,171.53179285914266,-0.14134001070145846,0.12478628781159505,0.010150847056410332,0.08823138860720298,NS
ENSG00000078687.18,TNRC6C,1180.001,1740,1072,1296,1306,1413,1276.9267384836035,-0.15438774367498784,0.0726736174801007,0.010188101108771138,0.08830944254318739,NS
ENSG00000164808.17,SPIDR,590,667.001,607,449.003,430.001,465,559.480961948638,0.17051257306896134,0.08986533585416139,0.010186160349789534,0.08830944254318739,NS
ENSG00000198791.12,CNOT7,3590.002,4220.997,3381,2909.001,2969,2860,3231.4763042362956,0.13762965558194853,0.061478734720337005,0.010171838722397552,0.08830944254318739,NS
ENSG00000089057.15,SLC23A2,1211,1135,1192,776.999,799,888,967.3472472947442,0.17248265804599225,0.10051466803885703,0.010209592015000374,0.08833229656560804,NS
ENSG00000161904.13,LEMD2,1173,2328.001,1139,1697.999,1614,1702.001,1853.5470265576776,-0.17269289270581184,0.0982946536685729,0.010205448708830644,0.08833229656560804,NS
ENSG00000135439.12,AGAP2,904,851,809.004,631.001,577,595,867.6674566261984,0.1725647194769162,0.09732384439546263,0.010249096469817328,0.08859228221604092,NS
ENSG00000065548.18,ZC3H15,2785,2961.001,2784.001,2098.999,2060,2153.001,2229.6916628090676,0.16641199817349528,0.08407625723873242,0.010276122214005064,0.08864857027031325,NS
ENSG00000143476.18,DTL,2487,3690,2438,2710.001,2706,2875,2765.6719056959323,-0.124018986156468,0.05397237798624931,0.010283991022820757,0.08864857027031325,NS
ENSG00000146072.6,TNFRSF21,931,2231,876,1538,1559,1663,1258.1679892612647,-0.16175205726459804,0.11430137136692108,0.010266460129916749,0.08864857027031325,NS
ENSG00000010017.13,RANBP9,1573,2695.759,1428,1929,1943,1976,2273.305722419071,-0.16570351304681344,0.0834258447102072,0.010348469973820506,0.08875879985219462,NS
ENSG00000109586.12,GALNT7,1829.001,1568,1769,1081,1147.001,1261.999,1236.4894702375661,0.1695407533182489,0.1068455203209436,0.010311639367305711,0.08875879985219462,NS
ENSG00000130338.13,TULP4,981,1926.999,990.999,1317.999,1387,1556,1321.5395398077487,-0.17229451113111954,0.0998863997120855,0.010326321959305251,0.08875879985219462,NS
ENSG00000138190.17,EXOC6,1056,1058,904.999,733,700,767,875.5406238590479,0.1686958969661741,0.0874305012331376,0.010353614539855787,0.08875879985219462,NS
ENSG00000142794.19,NBPF3,84.423,245.556,96.185,200.673,180.156,191.934,172.4732720870259,-0.13823645857501712,0.1258628128866493,0.010320305269402556,0.08875879985219462,NS
ENSG00000148296.7,SURF6,2169,2220.97,2077,1574,1567,1576,1534.1797258296733,0.16922949151275068,0.08824679294851796,0.010344310840994814,0.08875879985219462,NS
ENSG00000085415.16,SEH1L,3044,3096.999,2951.999,2205.999,2201.999,2253.001,2223.048649118433,0.16866712889988186,0.0874804286745271,0.010379875903736707,0.088798959847758,NS
ENSG00000115548.17,KDM3A,1508,3011.001,1395.999,2061.001,2156,2206.001,2515.0166392630595,-0.17213998008977827,0.09996867311283726,0.010386512407245346,0.088798959847758,NS
ENSG00000144895.12,EIF2A,2198,2555.001,2039.999,1710.001,1806,1759.999,2205.0175575102776,0.14092943791691842,0.06374220294675904,0.010386729988595812,0.088798959847758,NS
ENSG00000120699.14,EXOSC8,1427.999,1283,1367.001,923.998,918,998.999,1375.980115085215,0.1719205104178235,0.10084029194297993,0.0104186433550987,0.08881928815381049,NS
ENSG00000147324.11,MFHAS1,3153,4847,3040,3450,3555,3749,3351.2068208971996,-0.13598059313010064,0.06079261067186948,0.010427024222966014,0.08881928815381049,NS
ENSG00000148459.16,PDSS1,770,770.999,785,506.999,538,520,498.9418293486956,0.16983181430812958,0.10604639348626917,0.010410380684933766,0.08881928815381049,NS
ENSG00000257218.6,GATC,1507.113,1755.127,1382,1191,1178,1186.588,1188.8129553870046,0.14884088277784172,0.06896061681586611,0.0104035199246733,0.08881928815381049,NS
ENSG00000075618.18,FSCN1,2508.981,5818.935,2270.996,4147.981,3989.934,4056.965,4080.3999493440915,-0.16492331175110478,0.11151909207740543,0.010446758847133345,0.08885764331337495,NS
ENSG00000084112.15,SSH1,564,1331,538,974.999,910,974,940.8464740676986,-0.16188933573559747,0.11377813197933287,0.0105168758201209,0.08885764331337495,NS
ENSG00000106355.10,LSM5,1210.999,1492.001,1166,951.001,1034.999,927.001,1059.784412636914,0.15606428772393097,0.07445067215052717,0.010456266311100366,0.08885764331337495,NS
ENSG00000107938.18,EDRF1,1021.998,1057,984,730.999,723,764,771.5412863225413,0.16990590496443367,0.08996699025028455,0.010466102326679744,0.08885764331337495,NS
ENSG00000116151.14,MORN1,87.001,171.001,96.999,146,135,159,139.9144161654505,-0.15745662975425304,0.11667185338753235,0.010500034576134054,0.08885764331337495,NS
ENSG00000116213.16,WRAP73,840,900,783.999,609,609,638,704.1255100385416,0.16630328084351728,0.0845679745676336,0.010496290985479582,0.08885764331337495,NS
ENSG00000138386.17,NAB1,914,802,942.999,545.923,606,619.294,708.2498926456786,0.16734697287265027,0.10909128731417868,0.010476999436985771,0.08885764331337495,NS
ENSG00000183963.19,SMTN,145.001,289,111,233.999,185.999,274,250.08476844714772,-0.14948274876400236,0.12083871318511683,0.010484665692155531,0.08885764331337495,NS
ENSG00000292333.1,P2RY8,684.591,1187.101,618.95,908.958,913.195,832.818,818.1007842470048,-0.17132946809328034,0.09379277626672139,0.010511710513475455,0.08885764331337495,NS
ENSG00000024526.17,DEPDC1,1678.999,2225.996,1628.983,1418.001,1492.001,1474,1607.376637133782,0.12054273855349712,0.05238062860383044,0.010544650491263007,0.0890120496424634,NS
ENSG00000004455.18,AK2,8605.541,8771.426,8043.966,6357.491,6349.998,6255.896,6955.487509856916,0.16380826331079443,0.08185655444989363,0.010573275975123026,0.08912700004839695,NS
ENSG00000086061.16,DNAJA1,8770,9102,8307,6539,6576,6444.999,5773.564777959908,0.1631440702970872,0.08116444438187735,0.010580989017085646,0.08912700004839695,NS
ENSG00000159363.19,ATP13A2,521.001,1245,491.001,875.001,936.999,865.001,856.00357854906,-0.1598354566738898,0.11507154121616817,0.010586803741074258,0.08912700004839695,NS
ENSG00000132003.10,ZSWIM4,102,297,118,231,214,219,305.49314807414726,-0.14554355337207686,0.12247232173510791,0.010615985901553484,0.08929244874107374,NS
ENSG00000132819.17,RBM38,624.001,1319.999,578,981,931,935,1161.418666037837,-0.1682620715583004,0.10755448904404154,0.010632584240632683,0.08935185142128092,NS
ENSG00000187266.14,EPOR,195,439,170,348.999,314,323.999,352.81398742497464,-0.15436912738905179,0.11820470606593506,0.01064429588099576,0.08937011864241064,NS
ENSG00000111252.11,SH2B3,1135,1945,1098,1411,1367,1531,1454.802388011737,-0.16537718181774164,0.08393245212526697,0.010679951962259517,0.08946010711475307,NS
ENSG00000122591.13,HYCC1,1523.999,1571.001,1502,1029.001,1110.999,1173.001,1304.7183095836951,0.17030463426049222,0.09192228952799468,0.010677884123943653,0.08946010711475307,NS
ENSG00000128165.9,ADM2,212,710,208,479,530,516,607.2545766066602,-0.13300257860404005,0.12753557176210772,0.010688054790039783,0.08946010711475307,NS
ENSG00000159147.18,DONSON,788.445,935.228,760.574,581.371,628.655,655.383,775.3932925540877,0.1580077693833367,0.07650940251962769,0.0106932038386898,0.08946010711475307,NS
ENSG00000115827.14,DCAF17,926,716.999,870,526,583,516,710.5634431267831,0.16191055049899564,0.11339629095295228,0.010729482282867473,0.08968354058025711,NS
ENSG00000179115.11,FARSA,7625.002,7156.001,7394,5335,5213.999,5249,5439.424030767012,0.17127228754081278,0.09602302980468735,0.010742519577673262,0.0897124852431359,NS
ENSG00000132434.10,LANCL2,482,435,451,296,310,305,316.10256353868704,0.16750562662299467,0.10810603448830781,0.010770922588919443,0.08978963047880355,NS
ENSG00000185298.13,CCDC137,1660,1514,1408,1123.999,1014,1092,1110.1187689139103,0.17135122875454956,0.09730455554255461,0.010763798986874252,0.08978963047880355,NS
ENSG00000083520.15,DIS3,2184,1908.001,1921,1388.985,1376,1446.999,1669.6756134337465,0.17114244019776462,0.09967322527120309,0.010827820861443118,0.08981715480258942,NS
ENSG00000100503.27,NIN,2697,3992,2567.001,2877.999,3113,3402,2847.74166846314,-0.15680795240848905,0.0757296798493525,0.01083173798579787,0.08981715480258942,NS
ENSG00000101945.17,SUV39H1,1075,1329,1073,846,886,935,997.3992099962833,0.14730960861064732,0.06849337873622958,0.010827991957124024,0.08981715480258942,NS
ENSG00000142949.17,PTPRF,1804,3363,1634,2317.001,2394,2486.001,2926.5631139807515,-0.1706498575360045,0.09367207288789105,0.01079053443250689,0.08981715480258942,NS
ENSG00000156697.13,UTP14A,1609.326,1550.32,1565.299,1096.822,1039.919,1204.987,1157.414275158081,0.17124524659590798,0.0972456205016092,0.010808368337027422,0.08981715480258942,NS
