gene_id,gene_name,A5BKO_1,A5BKO_2,A5BKO_3,NT_1,NT_2,NT_3,baseMean,log2FoldChange,lfcSE,pvalue,padj,sig (padj<=0.05 & |log2FC|>=0.263)
ENSG00000240445.6,FOXO3B,529.934,718.577,543.023,473.998,470.165,534.968,500.74007707824734,0.05275745751804569,0.07720176904776496,0.3784746978430683,0.5619037662146469,NS
ENSG00000049245.13,VAMP3,393,610,429,460.001,415,454,435.0819735672552,-0.054263098332644304,0.08181780926766948,0.3786231361163093,0.561967176526187,NS
ENSG00000135441.8,BLOC1S1,653.649,1023.302,571.925,753.922,664.947,653.063,782.178406387838,-0.05499461581957495,0.0846565126051848,0.3787813366344094,0.5620750983008375,NS
ENSG00000145016.17,RUBCN,1028.001,1450.999,1009.999,1032.999,1027,1102.001,1125.0529512146434,-0.042258177789175934,0.05654460617478024,0.37881582132014824,0.5620750983008375,NS
ENSG00000161791.14,FMNL3,940,1340,902,942,930,1013,1152.45281572563,-0.04349214629438087,0.05861818413915413,0.37923831419465043,0.5626128885376622,NS
ENSG00000118596.12,SLC16A7,590,694.999,504,449,499,510,511.57135534072705,0.055633085476916956,0.08840073700588395,0.3797129839366628,0.5629221233601053,NS
ENSG00000121851.13,POLR3GL,438.985,528.001,356.001,352,389.999,339,477.141645233709,0.05458513611597255,0.0834891180511637,0.37980722133218625,0.5629221233601053,NS
ENSG00000165660.8,ABRAXAS2,697,790,650,560,613,599,652.7527114591946,0.05331631423454491,0.07916987634639235,0.3796579932316793,0.5629221233601053,NS
ENSG00000165684.6,SNAPC4,557,494,442,386,358,462.001,412.17752124205026,0.05554127121030472,0.10194808225768512,0.3796943952802092,0.5629221233601053,NS
ENSG00000221983.8,UBA52,10427,14074.999,10226.999,9910.001,9991,9289.998,10839.237193093893,0.04196374091246323,0.05617140334221456,0.3795077112454488,0.5629221233601053,NS
ENSG00000243207.6,PPAN-P2RY11,428.004,239.066,363.258,294.998,250.564,244.063,257.61927540661225,0.04342453666133091,0.12075379470082012,0.37980710645530186,0.5629221233601053,NS
ENSG00000117713.21,ARID1A,5096.999,6311.999,4473.979,4531.999,4648.992,5515.999,5270.7067294093495,-0.0511499588733187,0.07362509710276732,0.3802574025651329,0.5632392183080892,NS
ENSG00000145494.12,NDUFS6,2587,3356,2451,2388,2417,2190,2236.739274631222,0.04809206067274792,0.06705059665902488,0.3802438635381713,0.5632392183080892,NS
ENSG00000165525.18,NEMF,794.999,827,787,580.001,690,710,670.9350152913665,0.05605319100212848,0.09252467624470957,0.3801634459050049,0.5632392183080892,NS
ENSG00000173653.8,RCE1,454.27,650.284,421.056,419.126,415.885,420.093,458.0558924567856,0.05122154657334554,0.07379698782182269,0.3802616109943407,0.5632392183080892,NS
ENSG00000075711.21,DLG1,1275,1845,1114,1218.999,1237.001,1400.999,1313.8250120979794,-0.04914688188584401,0.06926215991028047,0.3806094100839724,0.5636405767089369,NS
ENSG00000079435.10,LIPE,275,356,257,251.001,229,244,291.6311604590879,0.0550421890241609,0.08584806155477631,0.38066625201312554,0.5636405767089369,NS
ENSG00000285053.1,ENSG00000285053,285.064,697.15,485.976,444.385,501.429,482.184,563.4027453676887,-0.05247278560973389,0.11016067871042035,0.38071304268845907,0.5636405767089369,NS
ENSG00000101421.4,CHMP4B,2089,3037,1944,2140.999,2143,2076,2353.37462744054,-0.04022899821783831,0.05363782856261103,0.3809065428812123,0.5637142632948922,NS
ENSG00000140043.12,PTGR2,222.247,263.264,202.804,158.288,173,220.251,202.23258625765715,0.05573625689605585,0.09986405022049503,0.38098907848611036,0.5637142632948922,NS
ENSG00000143164.16,DCAF6,1057.001,1510.997,1027,999.999,1005.001,997,1072.3288501795523,0.04410361847871174,0.059918613012519426,0.3810034609868252,0.5637142632948922,NS
ENSG00000161267.12,BDH1,2142,2785,1878.001,1949.001,1854,1924,1748.3200775042162,0.03953434189818117,0.052582263125153864,0.38098248707382343,0.5637142632948922,NS
ENSG00000159556.10,ISL2,165,276,169,187,200,188.999,244.83839173095373,-0.055942659010241355,0.09716206455742815,0.3813814756378068,0.5640744775988653,NS
ENSG00000168159.15,RNF187,3620,5514,3320,3742,3825,3673,5449.857292280029,-0.045860289721143525,0.0630745980832292,0.3814643765209858,0.5640744775988653,NS
ENSG00000170322.15,NFRKB,1031,1282.001,918,897,905,905,966.1270839241329,0.045116020648522444,0.06174901590144093,0.3814800729301714,0.5640744775988653,NS
ENSG00000184227.8,ACOT1,236.455,302.465,184.15,221.508,242.364,220.073,227.1665411311362,-0.05596798146934371,0.09624811906640407,0.38148772300362965,0.5640744775988653,NS
ENSG00000010318.22,PHF7,447,711.999,427,454,493.999,512,512.2977237831554,-0.053517260540792186,0.08061150744052306,0.3819782793014762,0.564229786222228,NS
ENSG00000122741.16,DCAF10,824,1070.001,786,844,801.999,817,935.3411811199151,-0.04876300710797928,0.06875879739973115,0.3819739741419631,0.564229786222228,NS
ENSG00000154001.14,PPP2R5E,2001,2924,1873,1966,2032,2156,2250.8926468789346,-0.04454005419921528,0.06081429580425317,0.38191494032774564,0.564229786222228,NS
ENSG00000169410.11,PTPN9,1014.001,1471.861,893,1062,1012.001,993,1212.9687188370249,-0.04747803032870279,0.06617713334008989,0.38189485773461107,0.564229786222228,NS
ENSG00000183495.15,EP400,2286.409,2913.005,2063.021,2066.296,2112.477,2599.074,2228.879888308501,-0.0538292335228979,0.08166577182972456,0.38201427575174113,0.564229786222228,NS
ENSG00000213619.11,NDUFS3,2173.255,2969.958,2093.176,2014.302,2083.097,1959.366,1926.3581985083451,0.0438935908430216,0.059718538337389805,0.3820015453406132,0.564229786222228,NS
ENSG00000254470.3,AP5B1,539,801,450,526,544,575,578.4790143513915,-0.05338547415569562,0.0800872823994473,0.38169157638094625,0.564229786222228,NS
ENSG00000052841.16,TTC17,1659.001,2172.001,1533,1567,1593,1686.001,1783.5289780617666,-0.0379673196304035,0.050429822306474276,0.38266760600433003,0.5650267318761184,NS
ENSG00000239382.11,ALKBH6,452.001,594.423,328.317,429.998,411.999,438.307,506.24015855103903,-0.05534044936447602,0.0887742468435821,0.38267445469432737,0.5650267318761184,NS
ENSG00000136878.14,USP20,1055,1379,871,977,965,1063,1172.845046603956,-0.045508316681452755,0.06267417387457572,0.3828138708327612,0.5651435276040606,NS
ENSG00000121067.19,SPOP,1868,2109,1806,1679,1602.999,1550.001,1726.0597411484873,0.05137069014359149,0.07492914715382606,0.3831418079481741,0.5653604315707702,NS
ENSG00000153975.10,ZUP1,353,580,320,384,348,436,411.0080170037709,-0.05570022880412298,0.09253844420920226,0.3831193142672921,0.5653604315707702,NS
ENSG00000164221.13,CCDC112,536,505,427,387,421,389,463.4980518303303,0.05578424272905257,0.09478370348727706,0.3831338046429395,0.5653604315707702,NS
ENSG00000148516.23,ZEB1,1524,1652,1432,1286,1229,1319,1647.7636124237417,0.053316345268960896,0.08048718351693235,0.3834078694121739,0.5656639484163234,NS
ENSG00000213563.7,C8orf82,555,885.922,526.999,626.96,640,553.999,574.6719193803956,-0.05489735074322089,0.08687309105594088,0.3836667815985863,0.5659568236112648,NS
ENSG00000089820.17,ARHGAP4,2752.653,3235.979,2397.999,2296,2273,2502.491,2716.099045793035,0.043329742592078495,0.05914668268349752,0.38447019862465825,0.5663283055818243,NS
ENSG00000090975.14,PITPNM2,1115.999,1494.001,998,1024,1028.001,1266.999,980.0345353171575,-0.05034979475056158,0.07276061982185636,0.38428568992299944,0.5663283055818243,NS
ENSG00000105058.12,FAM32A,1651.999,2040,1486,1469.001,1520,1315,1446.676385083705,0.049506366738884776,0.07092100650074759,0.38458345874249183,0.5663283055818243,NS
ENSG00000117298.16,ECE1,909.001,1179,857.999,772,829,868,957.2189591647123,0.04484952771950404,0.06173619498337527,0.38421447695804267,0.5663283055818243,NS
ENSG00000134153.10,EMC7,749,956,652,644,689.999,625,744.6890944117415,0.04812742597557014,0.06793449273180475,0.3842465717933271,0.5663283055818243,NS
ENSG00000137563.13,GGH,878,1059,858,799.998,780,751,851.4199817700006,0.05014151077492172,0.07226416835632755,0.3842262162869685,0.5663283055818243,NS
ENSG00000138107.13,ACTR1A,2243,3383,2148.001,2296.001,2343,2352.999,2566.901201627446,-0.04085686544222035,0.05509300737887553,0.3844457103915071,0.5663283055818243,NS
ENSG00000140740.11,UQCRC2,7347.001,11240.001,7059,7820,7928.998,7382.001,8376.997439916724,-0.04451123473708296,0.061198210088739546,0.3845676991039876,0.5663283055818243,NS
ENSG00000142002.19,DPP9,2212.997,2827,2038.964,1940.002,1891.997,2130,1897.0470395898449,0.04178863897354215,0.05656983720848228,0.38430985019133856,0.5663283055818243,NS
ENSG00000155621.15,C9orf85,309,351.999,291.999,253.001,277,248,309.61770596714905,0.05536841079066878,0.09017519462104702,0.38404956734823104,0.5663283055818243,NS
ENSG00000174748.22,RPL15,23980.259,38776.145,23048.394,25716.25,27891.998,24283.001,28825.226440484796,-0.05037041988870648,0.0728733743921099,0.38454440115734906,0.5663283055818243,NS
ENSG00000087502.19,ERGIC2,1086,1840.001,1058,1227.002,1251.001,1163.001,1127.5268788564865,-0.0530320426666966,0.0800357938981134,0.38467002363516795,0.566366769557122,NS
ENSG00000159063.14,ALG8,1563,1967.998,1424.999,1363.999,1387,1433.001,1411.4080654065542,0.03977130691352995,0.05343491067553017,0.38479587964111955,0.5664630624096293,NS
ENSG00000132109.10,TRIM21,472,662,441,443,440,413,464.4845956912116,0.051246640488849055,0.0751508448207373,0.38508758393672293,0.5667144120444627,NS
ENSG00000145545.13,SRD5A1,500,563,460.999,402.999,401.001,456.999,512.6971684654959,0.053373439617989966,0.08130601559499497,0.3850855428344625,0.5667144120444627,NS
ENSG00000197302.11,KRBOX5,386,558.999,391.999,355.998,362,378,441.5683421870569,0.0529313255291908,0.07996423088918753,0.3853618141131289,0.5670289256030179,NS
ENSG00000204520.14,MICA,101.323,116.432,73.999,79,103,103.517,142.90140026812708,-0.052291001600305045,0.10942674975628179,0.3856246705697741,0.5673266075111922,NS
ENSG00000081692.13,JMJD4,487,909,460.999,603,599.999,528,492.1412448459523,-0.05528958236332644,0.09863102005334687,0.38590981310850203,0.5676406187736052,NS
ENSG00000164967.10,RPP25L,551,696,529,478,555,400,559.08601992822,0.055438494675256064,0.09427774087343782,0.3859592723806444,0.5676406187736052,NS
ENSG00000198231.14,DDX42,3458.001,3782.998,3192.999,2811.998,2920,3058.998,3338.787108492207,0.048180377080945046,0.06842781248117027,0.3860919668333,0.567746661837417,NS
ENSG00000130520.11,LSM4,3215,4239.001,3048,2928,3089.001,2806,3076.8989355633194,0.042181524543697495,0.057520882982469886,0.38643039950850533,0.5680660250070121,NS
ENSG00000154832.16,CXXC1,2357.001,3533.999,2070,2495,2335.003,2395.001,2252.6775488876156,-0.04893421313258641,0.07008945624799963,0.3864155392229077,0.5680660250070121,NS
ENSG00000131148.9,EMC8,1327.001,1567.001,1232,1167,1187,1092,1205.6678967590356,0.049197677205094936,0.07071647028260965,0.38664702808807566,0.5681698229762314,NS
ENSG00000170892.13,TSEN34,429,766,413,496,522,479,456.32422385562813,-0.05536160491603198,0.09533147501195008,0.3866829200767799,0.5681698229762314,NS
ENSG00000196455.8,PIK3R4,977,1382,853,958,956,1023,902.5764432469342,-0.04994307201984154,0.07239237793306276,0.38662016918789827,0.5681698229762314,NS
ENSG00000090612.22,ZNF268,296,384.999,301.001,265,260.001,276.999,297.40800150448575,0.05462260295363291,0.08733725630047398,0.3867492247151056,0.5681781491973251,NS
ENSG00000184445.12,KNTC1,1457,1865.999,1200,1299.001,1294,1578.003,1532.434421463534,-0.051312126846655336,0.07586273303937968,0.3870181584809593,0.5684841111407098,NS
ENSG00000135148.12,TRAFD1,957.999,1185,998.999,890.999,877.001,856,1016.5397846592537,0.04994849352209826,0.07266730401178495,0.387682245940557,0.5693703204487491,NS
ENSG00000213462.5,ERV3-1,118.653,211.653,105.937,114.118,126.306,189.39,159.71564507917972,-0.04920674186513409,0.11404203919794215,0.3879475078971911,0.5696706078979283,NS
ENSG00000075856.12,SART3,2828.999,3257,2593.001,2383.001,2419.001,2539,2498.2984621035584,0.04322946061135162,0.05959809216344601,0.38846713702022595,0.5702188130225965,NS
ENSG00000152894.15,PTPRK,956.999,1334.001,844.999,901,930,1043.001,970.1397081296371,-0.05000999449661326,0.07299449156777305,0.38841049087271723,0.5702188130225965,NS
ENSG00000285723.2,ENSG00000285723,356.391,326.254,329.68,290.452,272.067,253.345,294.2282625835325,0.053899248147564964,0.10440502371209519,0.38850340473172423,0.5702188130225965,NS
ENSG00000056487.17,PHF21B,316,364,312,258,259,296,355.37374196326687,0.05469946175905181,0.08932069152523858,0.3887862080590611,0.5704798976814288,NS
ENSG00000126858.19,RHOT1,1186,1803.983,1084.001,1236.992,1278.984,1180.943,1468.689754123953,-0.048104448239342484,0.06884547232367846,0.38880305513272195,0.5704798976814288,NS
ENSG00000108671.11,PSMD11,3185,3789,2948,2774,2789,2844.999,2752.881901827997,0.0403692268634766,0.05493619490028149,0.38899921409314964,0.5706504918381169,NS
ENSG00000130529.16,TRPM4,143,179.999,133,157,132,145,226.9072381707869,-0.05506859539765641,0.09613894045822668,0.38904112506530314,0.5706504918381169,NS
ENSG00000038532.17,CLEC16A,629,899,640,670.001,630,686.999,742.0540896260156,-0.04840160170834822,0.06954937501122947,0.3891434961065949,0.5707113098323359,NS
ENSG00000181588.17,MEX3D,474,821,459,552,562,509,569.5182174028635,-0.05478649174602727,0.0904446272263083,0.38924368710963037,0.5707689120840747,NS
ENSG00000284024.4,MSANTD7,826.702,1129.149,859.672,750.129,834.022,752.257,851.6222930378937,0.04995691220604382,0.07335019867603178,0.39031031237392133,0.5722434090038558,NS
ENSG00000153140.9,CETN3,694,802.001,678.001,630.001,596,578,682.656571881059,0.05228164784792945,0.07976397945911533,0.39058907852962566,0.5725625259422079,NS
ENSG00000142188.17,TMEM50B,389.999,400,369.001,308.001,313.999,324.001,370.4111257198255,0.054881012183894386,0.095645197934606,0.39070641485769575,0.5726449409067119,NS
ENSG00000125843.11,AP5S1,367,623.999,318,410.999,407,398.999,368.2080121336179,-0.054874748867366895,0.09503105038734173,0.3907871074294917,0.5726736310000528,NS
ENSG00000168556.7,ING2,254,395,248,311,269,260,305.4093967148774,-0.05478518559121331,0.09280762245759383,0.39097115716692515,0.572853751783282,NS
ENSG00000124831.20,LRRFIP1,3447.842,4105.988,3140.93,2901.995,2958.001,3172.999,3370.5218643596077,0.042635291215211084,0.05899771687152845,0.3911626651861012,0.5730447424630657,NS
ENSG00000007392.17,LUC7L,865,988,812.999,668.002,716,830.002,765.926044481989,0.05234165871771567,0.08025030904698169,0.39141302974968845,0.5732036920823919,NS
ENSG00000166896.9,ATP23,371,532,339,328,357.001,321.001,408.05876033314314,0.05397924286657488,0.08681426078496327,0.3914519717777601,0.5732036920823919,NS
ENSG00000197798.9,FAM118B,463,516,407,377,403.001,357,415.0453508429121,0.05402250916758092,0.08704839993660603,0.3914546879013048,0.5732036920823919,NS
ENSG00000185917.14,SETD4,248,250.001,227,189.999,177,218,224.98706982836046,0.054264520002764244,0.10124966371461429,0.3915623141789066,0.5732717006025554,NS
ENSG00000204315.4,FKBPL,186,318,200,210,231,220,248.68171826683474,-0.054740451687063985,0.09478632545039928,0.3919119121963877,0.5736938942790427,NS
ENSG00000097033.15,SH3GLB1,1323.999,1686,1231.001,1175,1173,1230,1432.3747396087717,0.04009513008514072,0.05490718146644886,0.39201678286434716,0.5737577718586274,NS
ENSG00000096968.14,JAK2,264,287,217,204,202,217,242.40091107367016,0.05467421475513985,0.09382855975172502,0.39230469429767023,0.5739998415941865,NS
ENSG00000176410.8,DNAJC30,194,285,164,212,188,207,193.85658645736828,-0.05460891628406924,0.09775019962798395,0.3922661912988055,0.5739998415941865,NS
ENSG00000013392.8,RWDD2A,67,165,82,89,107,112,134.54790338126594,-0.04719377416875827,0.11597368366109713,0.3924272893146113,0.5740366815716881,NS
ENSG00000151725.12,CENPU,1167.999,1646,1061.001,1079.999,1098.999,1054,1164.114385226057,0.04301347889358847,0.05985305611028354,0.39245239937547854,0.5740366815716881,NS
ENSG00000100220.12,RTCB,2114,2785,1869,1846,1952,1860,1900.5770643985281,0.043585592361386434,0.060927311201613966,0.39286655622241573,0.5745527753713181,NS
ENSG00000087152.16,ATXN7L3,2029,2554,1956,1875,1783.999,1862.999,2100.5567558900857,0.04111308310190772,0.056722412661953006,0.3931030190544464,0.5748088777372289,NS
ENSG00000093167.18,LRRFIP2,760,1003.001,760.001,774.001,794,746,1053.6946163961115,-0.04685414627259364,0.06717282638405345,0.3931718065590093,0.5748197577559552,NS
ENSG00000010319.7,SEMA3G,355,368,303,251,281,300,232.3120393112206,0.05452516472988353,0.09721708109632864,0.39326153107527373,0.5748612396529352,NS
ENSG00000084676.16,NCOA1,776,905,800.999,636,672.999,742,783.8061454847048,0.05361524889186638,0.08637283116806221,0.39387073524288957,0.5753030068941348,NS
ENSG00000118420.17,UBE3D,155.999,276,189,169,165,154.027,171.99620421371012,0.05366641241591717,0.10291174276199735,0.39378993637089527,0.5753030068941348,NS
ENSG00000140299.14,BNIP2,1574,2309,1509,1462.999,1501.999,1559,1678.6129626765726,0.03880361229023665,0.053087855374248136,0.3938111699225695,0.5753030068941348,NS
ENSG00000140750.17,ARHGAP17,757,994.001,644.001,660,778,766.999,748.8986842600294,-0.05056504759061586,0.07582466216606261,0.39377226675347343,0.5753030068941348,NS
ENSG00000168175.16,MAPK1IP1L,2238,2973.999,2018,2070,2165.985,2266,2154.484764332773,-0.03518021301110839,0.04757066863554337,0.3938238135252729,0.5753030068941348,NS
ENSG00000005844.19,ITGAL,93,81,69.001,57,44,84.999,158.43028678325155,0.045954804299329945,0.11715036955120411,0.39423152761249286,0.5755608310578153,NS
ENSG00000105640.13,RPL18A,20749.112,32065.796,19867.43,23000.995,23131.357,20029.703,24981.649934313733,-0.04969080367545144,0.07369735997229562,0.3941626400177253,0.5755608310578153,NS
ENSG00000105647.19,PIK3R2,817.553,1114.99,777.999,766.394,851.265,859.39,821.9493676204169,-0.0461285992348808,0.06592456329068778,0.39421132708266265,0.5755608310578153,NS
ENSG00000135241.17,PNPLA8,456.999,661.999,387,511,471.999,414.001,537.6325216241514,-0.05390630469193347,0.08835024266007743,0.39436694743535355,0.5756688421045744,NS
ENSG00000167553.17,TUBA1C,5816.752,8629.086,5741.06,5546.237,5767.795,5600.73,5087.863584441692,0.03923450747297861,0.05385343746973371,0.39444155518945934,0.5756880641939617,NS
ENSG00000149357.10,LAMTOR1,939,1387.001,971,892,967.001,874,931.9668448447577,0.04772967888410256,0.06929174029418166,0.394548527424725,0.5757545089502684,NS
ENSG00000205903.7,ZNF316,1128,1422,1101,1068,1057.001,1234,1268.8281013507103,-0.0466537032694039,0.06707538114880235,0.394707203915363,0.5758963719537451,NS
ENSG00000137876.11,RSL24D1,2773.001,4357.999,2875,3119.996,3106.995,2863.999,3605.600450874418,-0.04724414213211898,0.06835382088748272,0.3949885484905762,0.576217141422497,NS
ENSG00000110025.13,SNX15,274.774,397.851,199.053,245.479,270.127,306.577,318.82707189492953,-0.05408206215003908,0.09962833344871444,0.39518793654794965,0.5764182698403313,NS
ENSG00000100711.14,ZFYVE21,601.999,854.999,515,567.999,606.002,631,583.2180237927265,-0.04988344125647349,0.0744815241077279,0.3953049499304042,0.5764992032448074,NS
ENSG00000152782.19,PANK1,590,708.999,558,492,552,488.999,519.8362350373833,0.05227871727685913,0.0815863338720158,0.3955051825321334,0.5767014566333785,NS
ENSG00000074696.13,HACD3,1893,2792,1835.999,1970,1893,2002.001,1950.756961199758,-0.038692352357175636,0.05315988147990993,0.3957277834068967,0.5768275687924507,NS
ENSG00000168724.18,DNAJC21,1683,2164,1676,1623.001,1712,1691,1788.693692116644,-0.04040127787436346,0.055926591924134995,0.395775817766785,0.5768275687924507,NS
ENSG00000169359.16,SLC33A1,713.145,973.999,630.001,684.069,729.634,695.999,733.1566515967284,-0.046102437283982764,0.06617718116638717,0.39577635429740293,0.5768275687924507,NS
ENSG00000229117.9,RPL41,19709.047,28697.275,18609.173,19418.045,19148.988,17081.739,22545.766894722383,0.04426132768773754,0.06266590798376254,0.395901453368094,0.5769201583295553,NS
ENSG00000166140.17,ZFYVE19,436.999,535.999,370.001,360,391.999,346,400.8645322086848,0.05302999798977923,0.08499312938577562,0.39646793503133976,0.5776558157741648,NS
ENSG00000155729.13,KCTD18,417,596,444.999,485.001,429,436,536.875273617828,-0.051344043850112146,0.0789160303470349,0.39659378168436965,0.5777493368132064,NS
ENSG00000109736.15,MFSD10,752.999,887,747.999,624.001,676.001,686,759.4796361423552,0.05129020476940405,0.0789044492084673,0.3970495846220441,0.5782329284337454,NS
ENSG00000125037.13,EMC3,210,341.999,160,212,248,217,240.41624198853185,-0.052203380618578356,0.10656953467797826,0.397110874543346,0.5782329284337454,NS
ENSG00000147138.3,GPR174,1690,2519,1614,1652,1688,1941,2055.275257366548,-0.04503677693965619,0.0643297881415416,0.39703235206144477,0.5782329284337454,NS
ENSG00000106799.14,TGFBR1,978.001,1439.285,951,990,994,1063,1048.6031017986347,-0.042344569973922275,0.05943186319909081,0.3971831266054596,0.578248274750335,NS
ENSG00000147654.16,EBAG9,721.999,824.999,664.001,600,610.998,633.001,657.0228198230714,0.049749247881472954,0.07469513824213452,0.39735365912701515,0.5784066779586969,NS
ENSG00000108021.22,TASOR2,1964,2074.999,1851,1476.002,1554.999,1853.001,1539.3307902399847,0.05337137740105296,0.08730760206210514,0.3975044011856006,0.578477251378206,NS
ENSG00000267001.1,ENSG00000267001,213.507,219.121,209.645,186.479,168.623,157.137,179.5806129950793,0.0518892642929835,0.10727679049518238,0.3975256159684385,0.578477251378206,NS
ENSG00000101337.16,TM9SF4,2496.001,3055.999,2341,2162,2210.001,2326.001,2409.05524724665,0.037910918880766295,0.052186471377425596,0.39775973666768344,0.5787280640646264,NS
ENSG00000113595.15,TRIM23,257,364,224.999,269,259,258,293.6031170703794,-0.05311728128322081,0.0862295621774057,0.39796873454821147,0.5789422516250181,NS
ENSG00000106723.17,SPIN1,1855.999,2624,1912.999,1836,2024,1931,2207.40823722994,-0.04022868951071625,0.055984677443019965,0.39820953892765937,0.5792026357889115,NS
ENSG00000047578.14,KATNIP,271,328.001,199,223,249,290.001,278.7971516344135,-0.05359521415156313,0.10049049012598388,0.3983389085501713,0.5793008805083198,NS
ENSG00000184675.11,AMER1,739,777,704,584,591,659,552.1994608153179,0.05354609650857204,0.0891519858219878,0.3984995797603783,0.5794446093039641,NS
ENSG00000224051.7,CPTP,302,490,308.001,312,275,301,336.8557212947314,0.05332860942873179,0.0880064159097256,0.39890188523020886,0.5799395910949662,NS
ENSG00000066739.12,ATG2B,583,678,494,479,514.001,673,576.5987079952635,-0.05381825277256907,0.09278111336166221,0.39921504570823074,0.5800390024161303,NS
ENSG00000072849.11,DERL2,519,680,546.999,455,485,506.999,521.8233584775345,0.05082509025481436,0.07817806554367601,0.3991045581569901,0.5800390024161303,NS
ENSG00000168291.13,PDHB,2182.999,2806,2187,2031.001,2046,1985.001,2005.4271875830404,0.040770358655889426,0.0570304104952601,0.3991807194578393,0.5800390024161303,NS
ENSG00000172671.20,ZFAND4,457,561,425.001,425,466,445,468.2266869235564,-0.0499790170662832,0.07582156509431896,0.3992178790375266,0.5800390024161303,NS
ENSG00000151148.14,UBE3B,878.001,1124.998,745,824,820,865,803.6941321020346,-0.046061600883491996,0.06682657868197885,0.39947218083010927,0.5803185014539727,NS
ENSG00000100802.15,C14orf93,159,222,126.999,148.999,161.742,172,171.9380837756425,-0.053328400810042184,0.10105061568484633,0.39986850585223316,0.5805864488290383,NS
ENSG00000171503.13,ETFDH,663.999,1074.999,701.001,709,770,758.001,776.3601258302936,-0.05040100869921094,0.07723327312848577,0.40002840060195,0.5805864488290383,NS
ENSG00000196367.15,TRRAP,3734,4775.001,3409,3410,3410,4263,3689.9930791024535,-0.051412549565008625,0.08029004755058869,0.3998893428217107,0.5805864488290383,NS
ENSG00000198793.14,MTOR,2800,3349,2637.999,2393,2394.999,2623,2456.8058009956794,0.04401746332694514,0.06288604812491219,0.39976146838198073,0.5805864488290383,NS
ENSG00000288920.1,RPSA2,2994.13,4630.969,3204.177,3501.288,3249.428,3129.693,3684.215076719131,-0.04772836382249895,0.0705109626716618,0.40000450771581375,0.5805864488290383,NS
ENSG00000292372.1,WASH6P,64.705,391.228,46.971,140.763,178.319,210.336,155.43016971188962,-0.026812594317612848,0.12908863670813817,0.3999253945659417,0.5805864488290383,NS
ENSG00000127980.16,PEX1,774.001,1020.001,665,665,641.001,736.999,752.7608115169279,0.0467791690007468,0.06851342325616169,0.4003839997119435,0.5808326485989953,NS
ENSG00000131116.12,ZNF428,1037.001,1609,970,1082,1127,1074,1154.9508119451264,-0.04772063685239301,0.07057195867826857,0.4003455090575698,0.5808326485989953,NS
ENSG00000172239.14,PAIP1,1280.981,1871.821,1211.97,1307.868,1328.933,1296.892,1500.082839900923,-0.040430559283579255,0.05662358938686404,0.40032305206219143,0.5808326485989953,NS
ENSG00000078124.13,ACER3,408,489.001,402.999,372,329.002,372,408.2355807204815,0.05219850206523786,0.08355075907502439,0.4008464248360643,0.5808704553263807,NS
ENSG00000082701.17,GSK3B,1364,1818.999,1324.999,1299,1330.999,1459,1464.401951200445,-0.03990234556284116,0.05587331478031414,0.4012622368731489,0.5808704553263807,NS
ENSG00000094804.12,CDC6,4028.999,4833,3747.999,3665.999,3532.999,3469,3423.2350438886083,0.04083280116238155,0.05746504560021346,0.4014149033345857,0.5808704553263807,NS
ENSG00000123416.15,TUBA1B,47261.046,74593.965,45160.763,51395.446,50111.225,48705.299,46612.359404804316,-0.04381426725225341,0.06281660751380343,0.4015397857430219,0.5808704553263807,NS
ENSG00000131051.24,RBM39,7039,7865.892,6292.002,5616.996,5722.001,6544.999,6057.268818274957,0.045650100251889564,0.06633809520139591,0.40122669591320054,0.5808704553263807,NS
ENSG00000138767.14,CNOT6L,1442.999,1949,1326,1386.972,1389,1511,1599.9052032057011,-0.0432542315196142,0.06159767867756471,0.4004938039266639,0.5808704553263807,NS
ENSG00000142751.15,GPN2,781,950,731,681,651,727,721.466281586215,0.04712219656076697,0.06939636288965244,0.4010356263439905,0.5808704553263807,NS
ENSG00000146112.12,PPP1R18,1241,2141,1173,1388.001,1367,1390,1782.0671281730265,-0.05120820252702375,0.08017296122345316,0.40142373226847083,0.5808704553263807,NS
ENSG00000151247.13,EIF4E,3211.785,3848.576,3181.951,2809.61,2916.891,2945.747,2931.424230183607,0.04255898687175809,0.06042962221988279,0.40105244881394003,0.5808704553263807,NS
ENSG00000153936.18,HS2ST1,2378.712,2760.71,2206.315,1975.287,2088.595,2140,2242.51826560971,0.043688246532352315,0.0625650547429309,0.4014524769157352,0.5808704553263807,NS
ENSG00000164307.13,ERAP1,2227,3152,2155,2239,2193,2359,2755.2876489393066,-0.0381930183455098,0.05305408651128181,0.40104958181883116,0.5808704553263807,NS
ENSG00000164961.16,WASHC5,1376.999,1532,1216.001,1145.001,1149.999,1167,1135.5110845913475,0.047126965013944956,0.06952884366224846,0.4015879199150794,0.5808704553263807,NS
ENSG00000168887.11,C2orf68,1050,1280,1005,895,945,968.001,1037.4522011378842,0.043753330091867194,0.06269802322543434,0.4015160128332816,0.5808704553263807,NS
ENSG00000172893.18,DHCR7,3109.001,3910.999,2976,2782.001,2827.001,2873.001,2643.886038993834,0.03708893607796585,0.051249762994575246,0.40058490205627834,0.5808704553263807,NS
ENSG00000178982.10,EIF3K,3758.002,5960.999,3550.001,4099.999,4065,3839.217,3978.8003801231116,-0.0472987111914602,0.0698692168511237,0.4014118055955824,0.5808704553263807,NS
