gene_id,gene_name,J_904,J_897,J_899,A,B,C,baseMean,log2FoldChange,lfcSE,pvalue,padj,sig (padj<=0.05 & |log2FC|>=0.263)
ENSMUSG00000034647.16,Ankrd12,1285.001,983.001,1362.999,1907.999,1321,1705.001,1227.4449842515562,-0.19826046047210116,0.15251233186485988,0.08230747722923878,0.25721315113698606,NS
ENSMUSG00000121855.1,Lrrc70,110.7,71.153,111.37,159.782,144.331,138.221,89.67104246078942,-0.2142168276970625,0.20059616429522864,0.08233258309890432,0.2572344825416922,NS
ENSMUSG00000026111.16,Unc50,1444,1589.001,1535,1344,1424.001,1432,1354.2815035414849,0.1709629310877151,0.11639194724489342,0.08243214402754573,0.25733732330565384,NS
ENSMUSG00000046519.17,Golph3l,1837.995,1539,2116,2799.989,2123.991,2579,1887.7724430695691,-0.20033863731232046,0.1565024299337953,0.08239324977261159,0.25733732330565384,NS
ENSMUSG00000049230.9,Myef2l,25.232,20.685,25.242,56.881,58.304,34.221,29.823087907571296,-0.19527376567623636,0.285222913601399,0.08243864791514266,0.25733732330565384,NS
ENSMUSG00000068115.14,Ninl,78,77,82,143,128,92,89.5567181279641,-0.2145151452739595,0.20362399108797002,0.08241864086115656,0.25733732330565384,NS
ENSMUSG00000035722.16,Abca7,360,349,350,539,511,361,407.7283986745634,-0.1899624491819295,0.13939660470690704,0.08245753389867874,0.2573391920652489,NS
ENSMUSG00000055489.9,Ano5,2279.999,2870,3352,6105.999,3525.001,3350,2797.2548424336574,-0.21408178870630745,0.200468564577762,0.08248046498292506,0.2573536814278762,NS
ENSMUSG00000028212.17,Ccne2,325,345,381,511,667,388,401.4514056152072,-0.21342234111620467,0.19621050955636535,0.08251084567689367,0.25739140331750116,NS
ENSMUSG00000029071.17,Dvl1,2056,2726,2278,1980.001,1962,1737,2112.0919628165766,0.2113901014576336,0.1865082009848729,0.08259254630280964,0.2574750357937832,NS
ENSMUSG00000034059.15,Ypel4,151,130,118,112,88,92,116.81164863635657,0.21505862064017905,0.225331149876643,0.08257353212202394,0.2574750357937832,NS
ENSMUSG00000040998.19,Npnt,225,285,482,983,543,310,369.40287759021055,-0.20816238041855112,0.2610801011909244,0.0825785277716628,0.2574750357937832,NS
ENSMUSG00000001366.15,Fbxo9,1186,1406.999,1528,1363,1131.001,1131.001,1147.0544812885798,0.1921515053894493,0.14284997445958955,0.08269289943598591,0.25767371144003404,NS
ENSMUSG00000026739.14,Bmi1,2732,3118,3494,3024.993,2778,2901,2647.9239880868136,0.16246031077096887,0.10807762439376953,0.08268782403707105,0.25767371144003404,NS
ENSMUSG00000025979.14,Mob4,3613.999,4913,4778.999,4213,3952.999,3871.999,3841.4750059252733,0.17988692342854265,0.12649056474632048,0.0827188231348736,0.2576974273088203,NS
ENSMUSG00000027500.11,Stmn2,76,143,154,126,73,56,87.04674098121399,0.2120455320964015,0.24684204225517298,0.08279331811895452,0.2578724153541231,NS
ENSMUSG00000023348.12,Trip6,470,508,476,393,404,438,432.52898410922353,0.20143259064143576,0.15925545672546568,0.08281196360438076,0.2578734126667063,NS
ENSMUSG00000029433.17,Diablo,1279.409,1553.375,1614.433,1408.001,1268.862,1350.23,1363.5618220452523,0.17894951251137647,0.125483931799762,0.08286378140565469,0.2579776840576046,NS
ENSMUSG00000057069.8,Ero1b,914,570,918.999,1337,1149.999,1168,931.0314341703089,-0.21416067808963618,0.20419404877838435,0.08293407183186956,0.2581394069493626,NS
ENSMUSG00000001334.11,Fndc5,899,1028,1324,1022,799,349,932.2864564878212,0.21006331929767283,0.25333141150133737,0.08316765442527708,0.25875444524550784,NS
ENSMUSG00000024799.17,Tm7sf2,101.43,164.051,134.636,102,112,104.535,119.9442727530762,0.21134363430355632,0.18817203335105373,0.08316844484404719,0.25875444524550784,NS
ENSMUSG00000022094.16,Slc39a14,1283.999,1188.999,1543,1609.999,1895,2247,1381.2640772262407,-0.21031036419352694,0.18449894716440174,0.08336594437234618,0.25931157586376113,NS
ENSMUSG00000024097.12,Srsf7,3473.001,4004,4417.001,2755.001,3537,3970.001,3356.9758214475382,0.19325616036676918,0.14556029968050796,0.08369000152196723,0.2602620334623476,NS
ENSMUSG00000031631.16,Cfap97,670,579,772,1149,771.999,817.001,669.7073873326233,-0.19547656930074656,0.14933482532898146,0.08378969796202189,0.2605145006013195,NS
ENSMUSG00000038042.12,Ptpdc1,381,360,394,339,253,327,320.55343354716734,0.20965727179999893,0.1833714268084286,0.08385201896949182,0.26061448453000263,NS
ENSMUSG00000044022.6,Pcdhb21,46,45.24,60.757,99.202,57.146,87.477,49.3468445950481,-0.21406994000678795,0.22186677723876608,0.08386868036501341,0.26061448453000263,NS
ENSMUSG00000053897.16,Slc39a8,342,285,335,434,550,448.001,379.5248495422771,-0.21251181019021864,0.19719005002165801,0.0838774161765479,0.26061448453000263,NS
ENSMUSG00000061979.9,Rcc1l,548,676,496,462,577,407,538.8892056353953,0.20428289940889366,0.16734207156569025,0.08390379849561029,0.2606389078212424,NS
ENSMUSG00000071359.14,Tbpl1,1407,1340,1546,1936,1714,1569,1487.9529303292463,-0.13894507105945914,0.0883271098458695,0.08392379730962195,0.26064349497704703,NS
ENSMUSG00000021501.5,Caml,811,874,910,773,662,885,748.9998604704572,0.1838422886161443,0.13232804351532299,0.08398496774025328,0.2607759192499656,NS
ENSMUSG00000020092.10,Pald1,650,688,750,639,667,526,629.4368631889173,0.19196842014206908,0.14387141891382532,0.0840322681020416,0.26086522760466124,NS
ENSMUSG00000010122.15,Slc47a1,451,539,628.999,461.001,412,349.001,437.700938706388,0.21375549572381708,0.2110218760478578,0.08408780708551751,0.26098006645509536,NS
ENSMUSG00000037321.18,Tap1,625,486,754.001,985.001,1237,613.429,778.302804203959,-0.21332227698668776,0.2052618996408445,0.08411136185429845,0.2609956083822906,NS
ENSMUSG00000037674.17,Rfx7,1062,994.999,1243.001,1588.999,1221,1308,1042.159990837389,-0.15886995530254802,0.10543156830589831,0.08417284874637088,0.2611288200085827,NS
ENSMUSG00000036322.14,H2-Ea,13024,11481,13093,6314,5980,12946,9121.646272225713,0.21122170374204635,0.2444063086229206,0.08422007712887297,0.2612177485910294,NS
ENSMUSG00000014791.11,Elmo3,61,55,60,44,49,48,55.269913193886794,0.21010646865564808,0.18650100454359742,0.0843025383453226,0.26137317422627543,NS
ENSMUSG00000031489.16,Adrb3,193.001,30,57,6,31,26,181.93733570381823,0.11082553424996708,0.31498979543281497,0.08430733639945028,0.26137317422627543,NS
ENSMUSG00000019478.18,Rab4a,413,522,477,393,318,379,372.10691942605234,0.21294606691167448,0.2034309058410469,0.08435600598590515,0.2614664573201888,NS
ENSMUSG00000034973.17,Dop1a,533,481,673,830,604.001,760.001,546.6685226358157,-0.1832466963900147,0.13189038606075323,0.08441696426518744,0.26156439921095964,NS
ENSMUSG00000058147.2,Xlr3c,12.071,23.748,31.794,13.599,12.547,13.468,14.895746693576378,0.19940438384390444,0.27577124044410284,0.08442477979080291,0.26156439921095964,NS
ENSMUSG00000025058.5,Tasl,280,283,383,471,587,386,369.0363136793566,-0.2130952737067872,0.2083640980254547,0.08470762454396764,0.26176937246389786,NS
ENSMUSG00000027067.17,Ssrp1,2470,2047,2557,3133,3040,2842,2485.8305823903765,-0.17302277072314423,0.11989555306644757,0.08461509425644047,0.26176937246389786,NS
ENSMUSG00000029557.8,Mrm2,187,260,253,215,200,177,211.13252590905802,0.20203586337587642,0.16307053770700863,0.08453614918741705,0.26176937246389786,NS
ENSMUSG00000032702.17,Kank1,472,636,608,560,527,402,526.8836736933472,0.19634053842310178,0.15183920677288065,0.08466349648186954,0.26176937246389786,NS
ENSMUSG00000038047.19,Haus6,431,364,559,596,628,590,470.90357704148795,-0.19604033005709567,0.15134547145032937,0.0847009546424398,0.26176937246389786,NS
ENSMUSG00000039826.14,Trub2,924,1177.999,1031.001,979.999,1048,833,978.3668509362302,0.17627968835158297,0.12353224032746389,0.0845820206435576,0.26176937246389786,NS
ENSMUSG00000047514.7,Tspyl1,3684,4125,4106,3826,3555,3704,3506.5183965959036,0.16466772651590914,0.11125057088628863,0.0847061108262368,0.26176937246389786,NS
ENSMUSG00000048332.14,Lhfpl6,3576,4392,4149,2823,2925.001,4011,3097.375928866172,0.20852232339213062,0.18141370732508436,0.0846783141612564,0.26176937246389786,NS
ENSMUSG00000061232.17,H2-K1,8046.315,6457.089,9371.714,10330.936,11698.328,9711.842,9158.374130628823,-0.1932767663166267,0.1465278743455135,0.08460069293013951,0.26176937246389786,NS
ENSMUSG00000063052.10,Lrrc40,624.001,661,633.001,858,817,736.999,650.4952022238501,-0.1627055257033539,0.10931995840549837,0.08468880135373054,0.26176937246389786,NS
ENSMUSG00000068130.13,Zfp442,40.342,44,58.202,123.273,58.815,81.778,51.23269601252894,-0.20536188021978075,0.2627995663855824,0.08471416445427736,0.26176937246389786,NS
ENSMUSG00000074264.13,Amy1,961.251,890.931,831.926,454.505,565.878,726.682,920.2816898825768,0.208333592068964,0.25462335206686504,0.08456499020207761,0.26176937246389786,NS
ENSMUSG00000058571.12,Gpc6,81,67,108,142,100,128,83.23670941557027,-0.2091456564170819,0.1842175708606152,0.08484554281421038,0.26211777793228724,NS
ENSMUSG00000024378.10,Stard4,1060,806.001,1061,1384,1358,1270,1006.4886894397914,-0.19995321001333774,0.15908889281444005,0.0848920242281647,0.2622038114439714,NS
ENSMUSG00000067370.5,B3galt4,95,93,96,175,136,103,118.95823025765043,-0.20853072529074695,0.1822442625245153,0.08497989618512689,0.2624176210483005,NS
ENSMUSG00000057982.9,Zfp809,257.001,192,308,389,329.999,431,259.14132549978854,-0.21265061421680226,0.20696717343960572,0.08513680122575291,0.26284446398613315,NS
ENSMUSG00000036411.11,Matcap2,17,27.999,27,14,16,11,19.754138746701827,0.1943037407506528,0.28233653809527354,0.08517138993972388,0.26289357298350396,NS
ENSMUSG00000020023.19,Tmcc3,2684,2076,2738,3669,2759.001,3151.999,2466.6015374431126,-0.1722865125187509,0.11949363277461203,0.08528172715980513,0.2631187162010037,NS
ENSMUSG00000031399.16,Fam3a,597,623,583,572.001,575,487,536.8197638845543,0.1802656922228594,0.1287589535465189,0.08527448421995092,0.2631187162010037,NS
ENSMUSG00000028849.18,Map7d1,6129,6904,6544.999,6215.999,5785.001,5208,5669.058526706209,0.19208739873169348,0.1454586783269754,0.08544155530129662,0.2635540478298654,NS
ENSMUSG00000021756.13,Il6st,7279.001,7204.001,8321,11089,8067,9677.001,7346.309386137451,-0.16628698671365033,0.11329045993821969,0.08548923492892713,0.26363789345938454,NS
ENSMUSG00000050079.11,Rspry1,1038.999,938,1271,1508,1362,1338,1104.309974897815,-0.18168799089530857,0.1307143313532402,0.0855062070600221,0.26363789345938454,NS
ENSMUSG00000074211.5,Sdhaf1,428,681,544,429,499,387,499.63564243061955,0.21006330151229174,0.19069385782129616,0.08558888490586605,0.26383500293435863,NS
ENSMUSG00000018395.20,Kif3a,642.999,554,655,937,677.001,784,614.0154735835868,-0.17784077065888715,0.12607514262587843,0.08565259691707702,0.26391577486689466,NS
ENSMUSG00000021275.17,Tecpr2,261,179,279,414.999,329,319,261.90696952410485,-0.21032096865469882,0.192262710572794,0.08564969878744592,0.26391577486689466,NS
ENSMUSG00000022702.17,Hira,665.001,630,727.999,936,807,754,676.7086401917552,-0.15036984492885128,0.09847178770427616,0.08568571093602148,0.2639334523002901,NS
ENSMUSG00000025860.16,Xiap,4445,3714,4893.001,6600.001,5020,6164,4463.626383353094,-0.1978149810877227,0.15585339069080806,0.08569584590392448,0.2639334523002901,NS
ENSMUSG00000005774.13,Rfx5,404.001,349.999,443,590,550,472,410.940077221626,-0.19426986065619117,0.14938973934256622,0.08572409821207802,0.2639626936630989,NS
ENSMUSG00000025862.15,Stag2,5039.001,4948.002,6142.001,7834,5769,7306,5319.035756759857,-0.18081430860665046,0.12978834766299427,0.08575063884787568,0.2639866527821716,NS
ENSMUSG00000043832.14,Clec4a3,2323,1612.001,2548.001,3330,2307,4199,2331.614852625248,-0.21211921836391087,0.20658463101686908,0.08577029437546872,0.26398940998503845,NS
ENSMUSG00000016319.4,Slc25a5,5901.998,4501,6518.999,8708,7477.998,7428,6282.6650440995645,-0.20318703200950047,0.1678471347190495,0.0857898259165822,0.2639917844518138,NS
ENSMUSG00000029176.14,Anapc4,1674,1674,1933,2390.999,2065,2013,1708.5003193740283,-0.14557985844028712,0.09448187444516477,0.08594205835847953,0.26434462190612545,NS
ENSMUSG00000033826.11,Dnah8,58,31,79,91,82.999,91.999,56.660797533972534,-0.21227153250164352,0.2234994502313709,0.08592747010925338,0.26434462190612545,NS
ENSMUSG00000009733.10,Tfcp2,466,481,479,410,432,415,403.65722627518716,0.18924784582491666,0.1416143278261931,0.0860432347414104,0.2645979893533932,NS
ENSMUSG00000022687.13,Boc,631,918,843,593,495,646,602.2175373242058,0.21203549497541455,0.225143751452288,0.08610744452602384,0.26473759217177356,NS
ENSMUSG00000027951.17,Adar,723,589,1122.999,1395,1440,824.999,897.7128168925042,-0.21145099249453134,0.20240610160443667,0.08612700934807874,0.26473990291528265,NS
ENSMUSG00000012428.10,Steap4,4289,4883,4528,3570,3466,4733,3987.755224220596,0.1959685878162978,0.1529806640084479,0.08621260931998419,0.26494514923581947,NS
ENSMUSG00000020491.16,2810021J22Rik,172,130,169,235,186,225.656,164.0121601227215,-0.19927852719390884,0.15956018984609174,0.08625224420283507,0.26500907869482426,NS
ENSMUSG00000023828.4,Slc22a3,94,43,71,29,32,32,103.6762969377559,0.1657781033691166,0.30481229670744175,0.08652991110965026,0.2658041713894343,NS
ENSMUSG00000031516.12,Dctn6,1931,1936.999,1990.001,1976.001,1708.001,1820,1720.606632243444,0.15944353343141993,0.10711022042625275,0.08655986095965364,0.2658381412973038,NS
ENSMUSG00000031673.7,Cdh11,3264,3177,3878,2568,4598,10185,3361.3086579656533,-0.2081486708131779,0.24825940682156125,0.08661233577885122,0.2659412587999115,NS
ENSMUSG00000035208.17,Slfn8,659.526,460.526,1388.181,1377.415,1630.87,1169.845,912.0728246280948,-0.20917656283108674,0.24348458493139483,0.08666680095555895,0.26596962370672994,NS
ENSMUSG00000056145.6,AI504432,310,247,358,468,502,439,335.89432971615514,-0.21169477299031905,0.21161943725241847,0.08667827560539108,0.26596962370672994,NS
ENSMUSG00000058135.13,Gstm1,4287.998,4065.56,2989.356,3855.376,2225,2876.997,3191.3397219842946,0.21101684048782535,0.20212670099537403,0.08665049291287528,0.26596962370672994,NS
ENSMUSG00000032112.11,Trappc4,1494,1799,1501.001,1342.001,1531,1317,1489.0866568823205,0.19244949476636825,0.14734489318136573,0.08670447582895685,0.26599201741117956,NS
ENSMUSG00000015488.15,Cacfd1,1322,1406,1494,1556.999,1267,1230.999,1249.5302694465222,0.14496237923225966,0.0942914421564736,0.08679042442224631,0.26619765746945295,NS
ENSMUSG00000030718.10,Ppme1,738,644,881,1102,908,858,767.5873396043758,-0.16845055035624656,0.11628212311031637,0.08684750142637715,0.26631467423664834,NS
ENSMUSG00000003813.16,Rad23a,2394.999,2876.999,2564,2476,2203.001,1874,2261.0997988988597,0.2039746003906037,0.17193545109387753,0.08687959332349672,0.2663550407948248,NS
ENSMUSG00000056870.10,Gulp1,869,1081,1163,890,725,977,759.1651533552748,0.2027209271513852,0.16864920615762094,0.08693573341586383,0.2664691005506504,NS
ENSMUSG00000028445.8,Enho,135,299,200,129,150,124,195.73803410157186,0.20324865715918483,0.26253929779862367,0.08695881331226633,0.26648179898306007,NS
ENSMUSG00000007812.17,Zfp655,1456.999,1455,1659,2181.999,1652.002,1944,1494.0532666580666,-0.16612569674666466,0.11397489697832579,0.08706143845817708,0.2666801397438981,NS
ENSMUSG00000020256.15,Aldh1l2,311,311,428,646,530,433,333.58208082750303,-0.2111571669939852,0.2070707681634458,0.08704310424737254,0.2666801397438981,NS
ENSMUSG00000031158.13,Timm17b,592,672,578,570,550,432,565.8209925750265,0.20256228958288958,0.16859256707999903,0.08713803435815604,0.2668566745349231,NS
ENSMUSG00000044847.14,Lsm11,209,146,242,329,247,292,216.45723014396785,-0.20817019865007833,0.1872201154515454,0.08716716565215249,0.2668878057130309,NS
ENSMUSG00000028159.15,Dapp1,694,486,656,960,649,952,640.1517670759845,-0.20177787922884624,0.16674146603505707,0.08722137969052307,0.2669283000588222,NS
ENSMUSG00000031595.10,Pdgfrl,2062,2721,2340,1972,1757,2064,1798.272240663063,0.2067903387258307,0.18183007537781185,0.08724920905253418,0.2669283000588222,NS
ENSMUSG00000036698.12,Ago2,3658,2735,3298,5892,3995,4037,3349.142581580564,-0.2050742385870173,0.17597858142788764,0.08725626636374233,0.2669283000588222,NS
ENSMUSG00000046711.17,Hmga1,847.247,792.163,803.973,1507.627,1097.674,847.692,883.8865644605556,-0.20181065792789915,0.16681426364210988,0.08721610442875648,0.2669283000588222,NS
ENSMUSG00000019969.15,Psen1,1607,1199,1695,2487,1789,1837.001,1563.0544509890854,-0.19478602460381522,0.1521291909394454,0.08734365477472598,0.26713755922406957,NS
ENSMUSG00000026315.14,Serpinb8,914,697,824,1062,1034.999,1137,836.402476493606,-0.18984632953866012,0.14379657131353885,0.0873793187769532,0.267188564500062,NS
ENSMUSG00000043279.10,Trim56,1091,937,1214,1676,1202,1415,1024.238843730202,-0.1874556361024938,0.14021871537195718,0.08746383036229421,0.2673888813509025,NS
ENSMUSG00000037608.17,Bclaf1,3771,3402,4635,5385.001,4544,5138.001,3907.8770873418903,-0.1743343008078623,0.12317771793343794,0.08750830230982279,0.2674667311259397,NS
ENSMUSG00000008373.17,Prpf31,1112,1042.001,1193.999,1470,1501.001,1239,1135.803830271991,-0.16395186055961275,0.11208482287932091,0.08767469764593885,0.2676526957993943,NS
ENSMUSG00000021277.17,Traf3,946,879.001,1166,1512.001,1121,1120.999,995.1323618543488,-0.16123355304377548,0.10936948452698624,0.08764741633912611,0.2676526957993943,NS
ENSMUSG00000024730.8,Ms4a8a,16,24,28,71,37,26,33.965982012703904,-0.19767530005782466,0.2727869474775025,0.08768864185256432,0.2676526957993943,NS
ENSMUSG00000028133.18,Rwdd3,273.999,290.999,308.001,270.001,271,232.999,250.9238324019052,0.18699562533331132,0.13970858455706,0.08765631841881479,0.2676526957993943,NS
ENSMUSG00000050912.16,Tmem123,6713,5928,7144,8612,7915,8931,6564.463655512356,-0.17777176184322774,0.12740897524465614,0.08772130706557751,0.2676526957993943,NS
ENSMUSG00000062075.14,Lmnb2,244,228,289,416,463,264,302.327705560015,-0.20993819938866357,0.19959621868708327,0.08767862841007033,0.2676526957993943,NS
ENSMUSG00000086502.3,B130055M24Rik,32,18,51,78,49,62.999,31.528545832310925,-0.19978103356495602,0.26868548844011625,0.08771359897450114,0.2676526957993943,NS
ENSMUSG00000091345.11,Col6a5,1274.457,1520,771.306,716,489,973.372,692.3609331736818,0.19787171215244787,0.27248623985588794,0.08765828639003993,0.2676526957993943,NS
ENSMUSG00000020319.10,Wdpcp,179,183,193,290,230,229,172.6506131402082,-0.192737194558603,0.1489728696396195,0.08778126106823629,0.2677775646547195,NS
ENSMUSG00000020303.3,Stc2,175,109,113,162,174,279,146.20967688683766,-0.21086006740089594,0.21372073737324104,0.08780686610583417,0.2677976202516902,NS
ENSMUSG00000017548.16,Suz12,1849,1604,2032,2485,2426,2229,1884.0827718254923,-0.18236719824990819,0.1333957102560856,0.0878718014363906,0.2678896143787627,NS
ENSMUSG00000052056.15,Zfp217,1084,950,1207,1507,1198,1383,1112.925539626324,-0.1659127006244607,0.11419502412662115,0.08787510375016831,0.2678896143787627,NS
ENSMUSG00000021706.15,Zfyve16,978,928,1128,1412.999,1124,1307.999,985.3832177373583,-0.1686340409721967,0.11709248713256325,0.08793259655220498,0.26800682232675516,NS
ENSMUSG00000020806.16,Rhbdf2,533,432,507,706.999,767.999,547,584.7833649701707,-0.19804690271208134,0.1593365582268529,0.08797838697329097,0.26808831994113264,NS
ENSMUSG00000028657.15,Ppt1,3780,2923.001,3870,5138,4799,4511,3654.7913018564846,-0.19736019083626433,0.15808606112299092,0.08811699615039396,0.2683944523437974,NS
ENSMUSG00000049807.17,Arhgap23,480,463,577.999,705.999,643,534,504.2173758629178,-0.1532283201721586,0.1020453849130052,0.08810998293707135,0.2683944523437974,NS
ENSMUSG00000027615.15,Hps3,1014.001,789.999,1089,1442,1134,1235,1003.4566310225102,-0.18585001312274269,0.1384630687049991,0.08814914509068131,0.2684342717411961,NS
ENSMUSG00000031729.7,Ist1,2741,2558.001,3122,3449,3307,3428.999,2904.2268014174806,-0.13883001364301667,0.08974067468982312,0.0881801105430325,0.2684704706970042,NS
ENSMUSG00000035151.13,Elmod2,873.001,742,965,1312,1079,1070,890.7346778837368,-0.19175440172438185,0.1477371662339332,0.08820317751000824,0.26848261170686477,NS
ENSMUSG00000035493.11,Tgfbi,8152.001,8649,8363.001,9851,12237,12236,9066.972539508835,-0.19813903437572347,0.15989790439946916,0.08824267240670597,0.26854474180518306,NS
ENSMUSG00000021537.10,Cetn3,3142.001,3289,3655,3242,3115,3104.998,2877.4041722512834,0.1571254682706849,0.10572447564603919,0.08827420472484636,0.26858261813795414,NS
ENSMUSG00000020359.14,Phykpl,337,407.001,372,310,332.001,303,307.3969444623574,0.19943513594219245,0.16298172368162353,0.08838424856536028,0.2686850606635882,NS
ENSMUSG00000024944.7,Arl2,1008,1192,949,1031,914.001,836,951.8868005771369,0.1908586733465751,0.14637122392447613,0.08833339123143472,0.2686850606635882,NS
ENSMUSG00000034675.18,Dbn1,762,790,960,789,713,610,689.2075104840895,0.20094108023811375,0.16658219376081224,0.08838102422441897,0.2686850606635882,NS
ENSMUSG00000043263.14,Ifi209,164.158,114.581,400.85,519.939,586.084,250.782,312.3563556639465,-0.19171867616329652,0.28105626421036795,0.08838027152127888,0.2686850606635882,NS
ENSMUSG00000029822.16,Osbpl3,645,527.999,639,795.999,805.001,805.999,607.5926042658546,-0.18974683897324826,0.14470656189406783,0.08848326515714999,0.26881185390574586,NS
ENSMUSG00000031824.16,6430548M08Rik,777,739.001,734.999,1320,1006,807,844.0149810706898,-0.1982899285406641,0.16054899412688653,0.08847443172737987,0.26881185390574586,NS
ENSMUSG00000038793.9,Lefty1,83,101,49,40,53,47,67.5663322750917,0.1956124533518704,0.2750078617291012,0.08845661914051575,0.26881185390574586,NS
ENSMUSG00000021188.15,Trip11,1890,1654,2260.001,2952,2342.999,2509,1876.308059284813,-0.19290967935153266,0.1501492514581612,0.08858598261168649,0.2690327171508761,NS
ENSMUSG00000036693.13,Nop14,655,720,836,1157.999,864,949,727.0228274850857,-0.19190516836142324,0.1484048377212942,0.08859420205210063,0.2690327171508761,NS
ENSMUSG00000022801.14,Lrch3,1323,1358.999,1582,1907,1581,1583.999,1377.8848459933147,-0.11929951365314857,0.0749050268213743,0.08865919239717475,0.2690654630252794,NS
ENSMUSG00000027167.12,Elp4,170,163,159,294,202,210,171.7038904256625,-0.20409582773215698,0.17594970418349684,0.08866234735987923,0.2690654630252794,NS
ENSMUSG00000051048.18,P4ha3,418,291,508,482,592,795,416.5671270236626,-0.21023611399916747,0.21630913249644662,0.08862445463393527,0.2690654630252794,NS
ENSMUSG00000001604.15,Tcea3,1947,3048,2489,2115,1557,1635,1927.188272296992,0.20854576142121922,0.23607415978812452,0.0888865723661665,0.26962629662672666,NS
ENSMUSG00000035164.9,Zc3h12c,345,304,448,667,428,502,364.2649984069192,-0.20674052401256043,0.1862808242776134,0.0888665972875921,0.26962629662672666,NS
ENSMUSG00000068240.6,Uba52rt,152.125,191.937,142.454,164.387,90.021,124.924,141.0214605337361,0.20961532359754592,0.20562324394601025,0.08890463447612364,0.26962629662672666,NS
ENSMUSG00000014668.16,Chfr,1130,1145,1308.001,1609.001,1520,1303,1255.284365909864,-0.15249631562513433,0.1017373633636131,0.08893050820202625,0.2696466518894448,NS
ENSMUSG00000022765.11,Snap29,1360,1217,1501,2125,1717,1740,1414.8566024587892,-0.1966649030646444,0.15775368535762274,0.08895220172725961,0.26965432630460945,NS
ENSMUSG00000022053.14,Ebf2,779,728.001,781,769,473,650,642.4635326426941,0.20444722443831176,0.1779024262289772,0.08901944032316311,0.2696838674332726,NS
ENSMUSG00000036822.7,Topors,1053,1030,1301,1491,1327,1497,1113.5853472292288,-0.17374671076015114,0.12344334588445326,0.08899734158253407,0.2696838674332726,NS
ENSMUSG00000053835.18,H2-T24,1045.469,563,1601,2084.607,2461,1157.476,1146.3736136701348,-0.20324513977259837,0.25734044910401227,0.089004455559223,0.2696838674332726,NS
ENSMUSG00000014550.15,Rbsn,880,781,1072,1401,1092.001,1114,916.5768866188486,-0.18613843068575237,0.13998980290285068,0.08942192984527296,0.2704628686945158,NS
ENSMUSG00000019935.17,Slc17a8,3,31,57,19,16,2,20.03540835520702,0.15349499271248188,0.30794584489372134,0.08932886911825916,0.2704628686945158,NS
ENSMUSG00000020793.6,Galr2,39,72,44,13,20,40,35.209654315486894,0.17011904867596678,0.3002362780672724,0.0893305558046752,0.2704628686945158,NS
ENSMUSG00000022577.19,Ly6h,29,19,27,47.001,45,32,27.337934027673455,-0.20848532796440045,0.23322223378474874,0.08943033883140862,0.2704628686945158,NS
ENSMUSG00000024697.5,Gna14,24,44,37,20,25,26,24.437809544057643,0.20629989338527163,0.2457305784877052,0.08934211763312999,0.2704628686945158,NS
ENSMUSG00000032788.16,Pdxk,1756,1317,1544,2496,2074,1980,1726.5402858760265,-0.20262792112583014,0.17300081165490325,0.08940641196915766,0.2704628686945158,NS
ENSMUSG00000060586.12,H2-Eb1,10757.001,8726,9544.9,5787,4508,9774,7420.831051858316,0.2076942358299478,0.23866819325270994,0.08939039458255718,0.2704628686945158,NS
ENSMUSG00000072889.10,Nfxl1,621.001,610,774,896,945.001,828.999,731.2430631500428,-0.19096671161301573,0.1476728549401713,0.08942839900197751,0.2704628686945158,NS
ENSMUSG00000046532.9,Ar,1121,1239,1154,939,760,1083,880.6103804794998,0.20771600038028443,0.1935134916704955,0.08948557963565679,0.2705717826886468,NS
ENSMUSG00000021298.9,Gpr132,279,185,246,271,297,477,278.378515158714,-0.20823303673266705,0.19716934810321304,0.08954102687442866,0.2706812739370484,NS
ENSMUSG00000027953.14,Slc50a1,673,800,707,529.999,664,603.001,655.787927982715,0.20297944676331628,0.17442857449933358,0.08958858176271947,0.27076686481206796,NS
ENSMUSG00000035027.19,Map2k2,2300,2835,2382,2287,2275.001,1747.093,2332.86491139911,0.2016679797001137,0.17084564478956835,0.08971981050399223,0.27110525518835704,NS
ENSMUSG00000031562.17,Dctd,51.001,50,54,87,85.999,78.999,57.5028826690334,-0.20865986103166825,0.22891822756815935,0.08980943837936801,0.27125958722353866,NS
ENSMUSG00000047414.7,Flrt2,1762,1488,2172,2507,2050,2505,1791.9539053311812,-0.1832982663845047,0.1361948694130659,0.08979576556339125,0.27125958722353866,NS
ENSMUSG00000037621.9,Atoh8,79,99,142.999,60,57,87,117.4042335783289,0.20211190376666743,0.2582775152905448,0.08986490829178272,0.27136888186308294,NS
ENSMUSG00000027750.17,Postn,33944,29597.999,65168,58804,57847.001,69377,37879.82436952453,-0.20750367490148658,0.19433135125629428,0.08996273851164707,0.2716060193812267,NS
ENSMUSG00000036395.16,Glb1l2,529,131,246,38,111,222,287.3305879448719,0.15538951252389685,0.3068490216949397,0.09005909744802254,0.271826003744417,NS
ENSMUSG00000041879.14,Ipo9,1837.001,1664,2090,2532.999,2362.001,2305,1930.4705448473499,-0.17697491642380356,0.1280461611860651,0.09007423645965154,0.271826003744417,NS
ENSMUSG00000024844.16,Banf1,1957,2554,2175,1999,2041,1617,2024.9658689812939,0.1995416894530272,0.16610734863214766,0.09022328458411834,0.2722174229561993,NS
