category,subcategory,ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count
Environmental Information Processing,Signaling molecules and interaction,mmu04518,Integrin signaling,17/230,133/5931,0.12781954887218044,3.296077149395227,5.378843836806758,1.2501390705024719e-5,0.003350372708946625,0.003237202224669559,Col6a1/Col6a2/Tnn/Fbn1/Ccnd1/Frem1/Igf1r/Hgf/Itga5/Col4a2/Tnc/Fermt3/Itgav/Flna/Icam1/Col4a1/Lama4,17
Environmental Information Processing,Signaling molecules and interaction,mmu04512,ECM-receptor interaction,10/230,67/5931,0.14925373134328357,3.848799480856586,4.70996897332906,2.2441874610248092e-4,0.020048074651821627,0.01937088124252993,Col6a1/Col6a2/Tnn/Frem1/Itga5/Col4a2/Tnc/Itgav/Col4a1/Lama4,10
Organismal Systems,Digestive system,mmu04974,Protein digestion and absorption,10/230,67/5931,0.14925373134328357,3.848799480856586,4.70996897332906,2.2441874610248092e-4,0.020048074651821627,0.01937088124252993,Col6a1/Col6a2/Col16a1/Col18a1/Col5a1/Col4a2/Col15a1/Col5a2/Col8a1/Col4a1,10
Cellular Processes,Cellular community - eukaryotes,mmu04510,Focal adhesion,17/230,181/5931,0.09392265193370165,2.421979341820802,3.902243774144074,5.973763095714089e-4,0.0400242127412844,0.038672255830149105,Col6a1/Col6a2/Tnn/Shc4/Ccnd1/Igf1r/Hgf/Itga5/Col4a2/Tnc/Pip5k1c/Emp1/Shc1/Itgav/Flna/Col4a1/Lama4,17
